session_date,time,year,width,width_atr,n,threshold
2015-01-15,2015-01-15 12:03:00-05:00,2015,9.75,2.378048780487805,15,2.5
2015-01-16,2015-01-16 10:18:00-05:00,2015,15.5,2.206405693950178,15,2.5
2015-01-19,2015-01-19 10:05:00-05:00,2015,2.25,1.7821782178217822,15,2.5
2015-01-20,2015-01-20 10:03:00-05:00,2015,13.5,2.2736842105263158,15,2.5
2015-01-21,2015-01-21 10:00:00-05:00,2015,14.5,2.301587301587302,15,2.5
2015-01-22,2015-01-22 11:19:00-05:00,2015,7.0,2.4347826086956523,15,2.5
2015-01-23,2015-01-23 09:49:00-05:00,2015,16.0,2.3529411764705883,15,2.5
2015-01-26,2015-01-26 09:51:00-05:00,2015,10.75,2.4225352112676055,15,2.5
2015-01-26,2015-01-26 10:40:00-05:00,2015,5.5,1.9213973799126638,15,2.5
2015-01-29,2015-01-29 10:55:00-05:00,2015,11.5,2.358974358974359,15,2.5
2015-02-02,2015-02-02 13:19:00-05:00,2015,7.75,2.3134328358208953,15,2.5
2015-02-06,2015-02-06 10:25:00-05:00,2015,6.0,2.5,15,2.5
2015-02-06,2015-02-06 11:15:00-05:00,2015,4.25,2.193548387096774,15,2.5
2015-02-09,2015-02-09 10:02:00-05:00,2015,9.25,2.483221476510067,15,2.5
2015-02-11,2015-02-11 10:32:00-05:00,2015,5.25,2.4137931034482762,15,2.5
2015-02-11,2015-02-11 11:49:00-05:00,2015,3.75,2.013422818791946,15,2.5
2015-02-11,2015-02-11 13:37:00-05:00,2015,4.75,2.4516129032258065,15,2.5
2015-02-13,2015-02-13 10:49:00-05:00,2015,4.5,2.2222222222222223,15,2.5
2015-02-16,2015-02-16 09:51:00-05:00,2015,1.25,2.3255813953488373,15,2.5
2015-02-17,2015-02-17 09:49:00-05:00,2015,6.25,1.968503937007874,15,2.5
2015-02-17,2015-02-17 11:10:00-05:00,2015,5.0,2.469135802469136,15,2.5
2015-02-17,2015-02-17 13:49:00-05:00,2015,3.0,2.1621621621621623,15,2.5
2015-02-18,2015-02-18 09:56:00-05:00,2015,4.75,2.331288343558282,15,2.5
2015-02-18,2015-02-18 11:13:00-05:00,2015,3.0,2.3529411764705883,15,2.5
2015-02-19,2015-02-19 10:55:00-05:00,2015,2.75,2.2448979591836733,15,2.5
2015-02-19,2015-02-19 12:00:00-05:00,2015,2.5,2.127659574468085,15,2.5
2015-02-20,2015-02-20 09:54:00-05:00,2015,9.25,2.466666666666667,15,2.5
2015-02-23,2015-02-23 11:15:00-05:00,2015,3.0,2.3300970873786406,15,2.5
2015-02-24,2015-02-24 10:56:00-05:00,2015,4.0,2.3357664233576645,15,2.5
2015-02-24,2015-02-24 11:48:00-05:00,2015,3.25,2.4074074074074074,15,2.5
2015-02-24,2015-02-24 14:27:00-05:00,2015,1.75,2.121212121212121,15,2.5
2015-02-26,2015-02-26 10:13:00-05:00,2015,5.75,2.3711340206185567,15,2.5
2015-02-26,2015-02-26 11:01:00-05:00,2015,4.0,2.4806201550387597,15,2.5
2015-02-26,2015-02-26 13:03:00-05:00,2015,2.75,2.1359223300970873,15,2.5
2015-02-27,2015-02-27 10:54:00-05:00,2015,4.25,2.4285714285714284,15,2.5
2015-03-02,2015-03-02 10:25:00-05:00,2015,4.75,2.222222222222222,15,2.5
2015-03-04,2015-03-04 09:57:00-05:00,2015,8.5,2.4113475177304964,15,2.5
2015-03-04,2015-03-04 13:13:00-05:00,2015,2.75,2.0754716981132075,15,2.5
2015-03-05,2015-03-05 10:42:00-05:00,2015,3.5,2.31404958677686,15,2.5
2015-03-05,2015-03-05 11:47:00-05:00,2015,3.25,2.3636363636363638,15,2.5
2015-03-05,2015-03-05 14:00:00-05:00,2015,2.75,2.3913043478260874,15,2.5
2015-03-09,2015-03-09 10:45:00-04:00,2015,6.25,2.4752475247524752,15,2.5
2015-03-11,2015-03-11 09:56:00-04:00,2015,9.25,2.5,15,2.5
2015-03-12,2015-03-12 10:55:00-04:00,2015,6.0,2.4742268041237114,15,2.5
2015-03-12,2015-03-12 11:53:00-04:00,2015,3.5,2.3529411764705883,15,2.5
2015-03-13,2015-03-13 13:38:00-04:00,2015,5.0,2.380952380952381,15,2.5
2015-03-16,2015-03-16 10:21:00-04:00,2015,6.75,2.389380530973451,15,2.5
2015-03-17,2015-03-17 10:10:00-04:00,2015,5.0,2.366863905325444,15,2.5
2015-03-17,2015-03-17 11:46:00-04:00,2015,4.5,2.4827586206896552,15,2.5
2015-03-18,2015-03-18 12:31:00-04:00,2015,3.5,2.4347826086956523,15,2.5
2015-03-19,2015-03-19 10:45:00-04:00,2015,4.0,1.9512195121951221,15,2.5
2015-03-20,2015-03-20 10:05:00-04:00,2015,6.0,2.412060301507538,15,2.5
2015-03-23,2015-03-23 10:00:00-04:00,2015,5.75,2.4864864864864864,15,2.5
2015-03-23,2015-03-23 11:28:00-04:00,2015,3.5,2.204724409448819,15,2.5
2015-03-24,2015-03-24 09:49:00-04:00,2015,8.75,2.4734982332155475,15,2.5
2015-03-25,2015-03-25 12:17:00-04:00,2015,6.25,2.4271844660194173,15,2.5
2015-03-26,2015-03-26 10:34:00-04:00,2015,9.75,2.422360248447205,15,2.5
2015-03-26,2015-03-26 12:38:00-04:00,2015,4.25,1.7346938775510203,15,2.5
2015-03-27,2015-03-27 10:01:00-04:00,2015,9.5,2.324159021406728,15,2.5
2015-03-27,2015-03-27 11:11:00-04:00,2015,4.5,2.1176470588235294,15,2.5
2015-03-27,2015-03-27 11:52:00-04:00,2015,4.0,2.4615384615384617,15,2.5
2015-03-27,2015-03-27 14:37:00-04:00,2015,3.75,2.5,15,2.5
2015-03-30,2015-03-30 10:48:00-04:00,2015,6.25,2.4038461538461537,15,2.5
2015-03-31,2015-03-31 10:38:00-04:00,2015,5.5,2.3529411764705883,15,2.5
2015-04-06,2015-04-06 10:05:00-04:00,2015,8.75,2.4734982332155475,15,2.5
2015-04-07,2015-04-07 09:49:00-04:00,2015,9.0,2.1951219512195124,15,2.5
2015-04-08,2015-04-08 12:21:00-04:00,2015,3.25,2.280701754385965,15,2.5
2015-04-09,2015-04-09 10:37:00-04:00,2015,8.0,2.206896551724138,15,2.5
2015-04-09,2015-04-09 12:50:00-04:00,2015,3.5,2.5,15,2.5
2015-04-09,2015-04-09 14:10:00-04:00,2015,3.5,2.47787610619469,15,2.5
2015-04-10,2015-04-10 11:06:00-04:00,2015,3.25,2.3423423423423424,15,2.5
2015-04-13,2015-04-13 09:54:00-04:00,2015,5.5,2.2,15,2.5
2015-04-13,2015-04-13 12:07:00-04:00,2015,3.25,2.3423423423423424,15,2.5
2015-04-13,2015-04-13 12:45:00-04:00,2015,3.0,2.376237623762376,15,2.5
2015-04-13,2015-04-13 14:28:00-04:00,2015,3.75,2.255639097744361,15,2.5
2015-04-14,2015-04-14 11:54:00-04:00,2015,3.5,2.258064516129032,15,2.5
2015-04-15,2015-04-15 09:49:00-04:00,2015,9.0,2.2929936305732483,15,2.5
2015-04-16,2015-04-16 09:49:00-04:00,2015,10.25,2.4404761904761902,15,2.5
2015-04-17,2015-04-17 09:59:00-04:00,2015,12.0,2.5,15,2.5
2015-04-20,2015-04-20 10:47:00-04:00,2015,4.0,2.388059701492537,15,2.5
2015-04-20,2015-04-20 12:34:00-04:00,2015,2.5,2.197802197802198,15,2.5
2015-04-21,2015-04-21 11:22:00-04:00,2015,4.0,2.406015037593985,15,2.5
2015-04-21,2015-04-21 12:23:00-04:00,2015,3.0,2.5,15,2.5
2015-04-22,2015-04-22 10:17:00-04:00,2015,10.5,2.359550561797753,15,2.5
2015-04-22,2015-04-22 12:16:00-04:00,2015,3.0,2.222222222222222,15,2.5
2015-04-23,2015-04-23 09:49:00-04:00,2015,8.75,2.491103202846975,15,2.5
2015-04-24,2015-04-24 09:49:00-04:00,2015,8.5,2.214983713355049,15,2.5
2015-04-27,2015-04-27 09:49:00-04:00,2015,7.75,2.3220973782771535,15,2.5
2015-04-28,2015-04-28 12:03:00-04:00,2015,4.5,2.142857142857143,15,2.5
2015-04-29,2015-04-29 10:20:00-04:00,2015,8.25,1.9939577039274923,15,2.5
2015-04-30,2015-04-30 09:49:00-04:00,2015,12.25,2.3902439024390243,15,2.5
2015-04-30,2015-04-30 10:39:00-04:00,2015,9.0,2.4324324324324325,15,2.5
2015-04-30,2015-04-30 11:27:00-04:00,2015,7.0,2.393162393162393,15,2.5
2015-04-30,2015-04-30 13:21:00-04:00,2015,5.75,2.4598930481283423,15,2.5
2015-05-01,2015-05-01 12:14:00-04:00,2015,6.5,2.4644549763033172,15,2.5
2015-05-01,2015-05-01 14:07:00-04:00,2015,4.75,2.345679012345679,15,2.5
2015-05-04,2015-05-04 09:50:00-04:00,2015,8.75,2.4390243902439024,15,2.5
2015-05-05,2015-05-05 10:14:00-04:00,2015,10.25,2.484848484848485,15,2.5
2015-05-06,2015-05-06 09:57:00-04:00,2015,13.0,2.3423423423423424,15,2.5
2015-05-07,2015-05-07 10:20:00-04:00,2015,12.0,2.34718826405868,15,2.5
2015-05-07,2015-05-07 11:40:00-04:00,2015,5.75,2.33502538071066,15,2.5
2015-05-08,2015-05-08 10:00:00-04:00,2015,7.25,2.1969696969696972,15,2.5
2015-05-11,2015-05-11 10:14:00-04:00,2015,6.5,2.096774193548387,15,2.5
2015-05-12,2015-05-12 11:39:00-04:00,2015,6.25,2.3041474654377883,15,2.5
2015-05-13,2015-05-13 09:49:00-04:00,2015,10.25,2.0,15,2.5
2015-05-14,2015-05-14 10:01:00-04:00,2015,7.5,2.2304832713754648,15,2.5
2015-05-14,2015-05-14 10:45:00-04:00,2015,3.25,2.3636363636363638,15,2.5
2015-05-15,2015-05-15 10:17:00-04:00,2015,9.25,2.5,15,2.5
2015-05-18,2015-05-18 09:49:00-04:00,2015,6.75,2.4324324324324325,15,2.5
2015-05-19,2015-05-19 09:57:00-04:00,2015,6.5,2.047244094488189,15,2.5
2015-05-20,2015-05-20 10:52:00-04:00,2015,4.0,2.4427480916030535,15,2.5
2015-05-21,2015-05-21 09:49:00-04:00,2015,7.25,2.5,15,2.5
2015-05-22,2015-05-22 09:58:00-04:00,2015,5.5,2.4719101123595504,15,2.5
2015-05-25,2015-05-25 10:44:00-04:00,2015,0.25,1.3333333333333333,15,2.5
2015-05-26,2015-05-26 10:51:00-04:00,2015,5.0,2.1621621621621623,15,2.5
2015-05-27,2015-05-27 10:11:00-04:00,2015,7.25,2.32,15,2.5
2015-05-28,2015-05-28 13:53:00-04:00,2015,2.5,1.8867924528301887,15,2.5
2015-05-29,2015-05-29 09:56:00-04:00,2015,8.75,2.2801302931596092,15,2.5
2015-06-01,2015-06-01 12:00:00-04:00,2015,4.5,2.368421052631579,15,2.5
2015-06-01,2015-06-01 13:18:00-04:00,2015,3.0,2.222222222222222,15,2.5
2015-06-02,2015-06-02 09:51:00-04:00,2015,12.25,2.384428223844282,15,2.5
2015-06-02,2015-06-02 11:39:00-04:00,2015,5.0,2.484472049689441,15,2.5
2015-06-03,2015-06-03 10:28:00-04:00,2015,6.25,2.1929824561403506,15,2.5
2015-06-04,2015-06-04 09:54:00-04:00,2015,12.0,2.5,15,2.5
2015-06-05,2015-06-05 11:18:00-04:00,2015,5.5,2.2564102564102564,15,2.5
2015-06-05,2015-06-05 12:17:00-04:00,2015,4.0,2.3357664233576645,15,2.5
2015-06-08,2015-06-08 10:22:00-04:00,2015,7.75,2.4701195219123506,15,2.5
2015-06-09,2015-06-09 09:57:00-04:00,2015,10.5,2.346368715083799,15,2.5
2015-06-09,2015-06-09 11:45:00-04:00,2015,4.75,2.4516129032258065,15,2.5
2015-06-10,2015-06-10 10:33:00-04:00,2015,3.75,2.0833333333333335,15,2.5
2015-06-10,2015-06-10 11:32:00-04:00,2015,7.75,2.2962962962962963,15,2.5
2015-06-11,2015-06-11 09:49:00-04:00,2015,9.25,2.1637426900584793,15,2.5
2015-06-11,2015-06-11 11:08:00-04:00,2015,6.0,2.4489795918367343,15,2.5
2015-06-12,2015-06-12 10:00:00-04:00,2015,8.5,2.4028268551236747,15,2.5
2015-06-15,2015-06-15 10:52:00-04:00,2015,6.5,2.4074074074074074,15,2.5
2015-06-15,2015-06-15 13:04:00-04:00,2015,3.5,2.456140350877193,15,2.5
2015-06-16,2015-06-16 11:31:00-04:00,2015,3.75,2.013422818791946,15,2.5
2015-06-16,2015-06-16 13:40:00-04:00,2015,3.0,2.4742268041237114,15,2.5
2015-06-17,2015-06-17 10:30:00-04:00,2015,3.5,2.4347826086956523,15,2.5
2015-06-18,2015-06-18 10:01:00-04:00,2015,5.75,2.0444444444444443,15,2.5
2015-06-18,2015-06-18 13:38:00-04:00,2015,3.5,2.1705426356589146,15,2.5
2015-06-19,2015-06-19 10:00:00-04:00,2015,6.5,2.3744292237442925,15,2.5
2015-06-22,2015-06-22 09:59:00-04:00,2015,6.25,2.3255813953488373,15,2.5
2015-06-22,2015-06-22 11:22:00-04:00,2015,3.75,2.3076923076923075,15,2.5
2015-06-23,2015-06-23 09:50:00-04:00,2015,7.0,2.4454148471615724,15,2.5
2015-06-24,2015-06-24 10:17:00-04:00,2015,4.75,2.4675324675324677,15,2.5
2015-06-24,2015-06-24 11:29:00-04:00,2015,4.0,2.4242424242424243,15,2.5
2015-06-25,2015-06-25 09:52:00-04:00,2015,10.0,2.4096385542168672,15,2.5
2015-06-26,2015-06-26 13:56:00-04:00,2015,4.5,2.368421052631579,15,2.5
2015-06-29,2015-06-29 10:43:00-04:00,2015,6.75,2.0300751879699246,15,2.5
2015-06-29,2015-06-29 11:51:00-04:00,2015,4.25,2.138364779874214,15,2.5
2015-06-30,2015-06-30 11:13:00-04:00,2015,7.5,2.4896265560165975,15,2.5
2015-06-30,2015-06-30 11:48:00-04:00,2015,7.0,2.488888888888889,15,2.5
2015-07-02,2015-07-02 10:05:00-04:00,2015,6.25,2.232142857142857,15,2.5
2015-07-03,2015-07-03 10:46:00-04:00,2015,2.25,2.0689655172413794,15,2.5
2015-07-03,2015-07-03 11:58:00-04:00,2015,2.25,2.25,15,2.5
2015-07-06,2015-07-06 10:03:00-04:00,2015,8.75,2.4734982332155475,15,2.5
2015-07-06,2015-07-06 11:48:00-04:00,2015,4.25,2.2818791946308723,15,2.5
2015-07-07,2015-07-07 09:49:00-04:00,2015,10.25,2.284122562674095,15,2.5
2015-07-07,2015-07-07 14:05:00-04:00,2015,4.5,2.2085889570552144,15,2.5
2015-07-09,2015-07-09 11:47:00-04:00,2015,4.5,2.3225806451612905,15,2.5
2015-07-10,2015-07-10 12:10:00-04:00,2015,3.75,2.5,15,2.5
2015-07-13,2015-07-13 10:12:00-04:00,2015,6.25,2.3923444976076556,15,2.5
2015-07-13,2015-07-13 13:20:00-04:00,2015,3.0,2.376237623762376,15,2.5
2015-07-14,2015-07-14 10:02:00-04:00,2015,6.75,2.5,15,2.5
2015-07-15,2015-07-15 10:07:00-04:00,2015,6.5,2.44131455399061,15,2.5
2015-07-15,2015-07-15 11:05:00-04:00,2015,3.0,2.0512820512820515,15,2.5
2015-07-16,2015-07-16 10:06:00-04:00,2015,5.25,2.210526315789474,15,2.5
2015-07-16,2015-07-16 11:09:00-04:00,2015,3.5,2.4347826086956523,15,2.5
2015-07-16,2015-07-16 12:42:00-04:00,2015,2.5,2.2471910112359548,15,2.5
2015-07-17,2015-07-17 10:32:00-04:00,2015,4.25,2.2222222222222223,15,2.5
2015-07-17,2015-07-17 11:25:00-04:00,2015,3.0,2.4742268041237114,15,2.5
2015-07-20,2015-07-20 11:18:00-04:00,2015,3.5,2.5,15,2.5
2015-07-21,2015-07-21 13:54:00-04:00,2015,3.0,2.5,15,2.5
2015-07-22,2015-07-22 10:10:00-04:00,2015,8.5,2.305084745762712,15,2.5
2015-07-23,2015-07-23 12:46:00-04:00,2015,3.0,2.0168067226890756,15,2.5
2015-07-24,2015-07-24 10:35:00-04:00,2015,5.5,2.105263157894737,15,2.5
2015-07-27,2015-07-27 11:04:00-04:00,2015,6.0,2.3300970873786406,15,2.5
2015-07-28,2015-07-28 11:10:00-04:00,2015,6.75,2.297872340425532,15,2.5
2015-07-28,2015-07-28 12:32:00-04:00,2015,4.5,2.384105960264901,15,2.5
2015-07-29,2015-07-29 10:54:00-04:00,2015,5.0,2.3255813953488373,15,2.5
2015-07-30,2015-07-30 10:29:00-04:00,2015,5.5,2.1256038647342996,15,2.5
2015-07-31,2015-07-31 11:23:00-04:00,2015,5.5,2.4858757062146895,15,2.5
2015-08-03,2015-08-03 10:47:00-04:00,2015,7.0,2.488888888888889,15,2.5
2015-08-04,2015-08-04 11:25:00-04:00,2015,5.75,2.1800947867298577,15,2.5
2015-08-05,2015-08-05 10:04:00-04:00,2015,10.0,2.2160664819944595,15,2.5
2015-08-06,2015-08-06 09:52:00-04:00,2015,13.0,2.488038277511962,15,2.5
2015-08-07,2015-08-07 10:15:00-04:00,2015,9.0,2.315112540192926,15,2.5
2015-08-07,2015-08-07 11:08:00-04:00,2015,7.5,2.247191011235955,15,2.5
2015-08-07,2015-08-07 12:54:00-04:00,2015,5.5,2.3783783783783785,15,2.5
2015-08-10,2015-08-10 10:08:00-04:00,2015,7.5,2.5,15,2.5
2015-08-11,2015-08-11 10:18:00-04:00,2015,9.5,2.375,15,2.5
2015-08-12,2015-08-12 09:49:00-04:00,2015,13.0,1.9152854511970534,15,2.5
2015-08-13,2015-08-13 10:00:00-04:00,2015,13.0,2.265795206971678,15,2.5
2015-08-13,2015-08-13 12:18:00-04:00,2015,5.5,2.4444444444444446,15,2.5
2015-08-14,2015-08-14 09:49:00-04:00,2015,12.5,2.450980392156863,15,2.5
2015-08-14,2015-08-14 10:24:00-04:00,2015,8.5,2.463768115942029,15,2.5
2015-08-17,2015-08-17 09:49:00-04:00,2015,8.75,1.8276762402088773,15,2.5
2015-08-17,2015-08-17 12:53:00-04:00,2015,3.25,2.4761904761904763,15,2.5
2015-08-17,2015-08-17 14:04:00-04:00,2015,3.25,2.385321100917431,15,2.5
2015-08-17,2015-08-17 14:37:00-04:00,2015,3.0,2.4742268041237114,15,2.5
2015-08-18,2015-08-18 09:55:00-04:00,2015,8.0,2.2377622377622375,15,2.5
2015-08-19,2015-08-19 10:16:00-04:00,2015,9.0,2.315112540192926,15,2.5
2015-08-20,2015-08-20 13:10:00-04:00,2015,7.25,2.3107569721115535,15,2.5
2015-08-21,2015-08-21 10:25:00-04:00,2015,14.25,2.472885032537961,15,2.5
2015-08-21,2015-08-21 12:36:00-04:00,2015,9.75,2.3636363636363638,15,2.5
2015-08-24,2015-08-24 10:17:00-04:00,2015,34.75,2.4364592462751973,15,2.5
2015-08-25,2015-08-25 10:01:00-04:00,2015,29.0,2.421711899791232,15,2.5
2015-08-25,2015-08-25 10:50:00-04:00,2015,18.5,2.323390894819466,15,2.5
2015-08-26,2015-08-26 10:50:00-04:00,2015,22.75,2.2249388753056234,15,2.5
2015-08-27,2015-08-27 11:29:00-04:00,2015,11.25,2.4390243902439024,15,2.5
2015-08-28,2015-08-28 12:27:00-04:00,2015,10.0,2.26628895184136,15,2.5
2015-08-31,2015-08-31 10:21:00-04:00,2015,12.25,2.462311557788945,15,2.5
2015-08-31,2015-08-31 12:46:00-04:00,2015,6.0,2.1333333333333333,15,2.5
2015-09-01,2015-09-01 10:15:00-04:00,2015,16.75,2.36331569664903,15,2.5
2015-09-02,2015-09-02 10:44:00-04:00,2015,13.25,2.5,15,2.5
2015-09-02,2015-09-02 12:18:00-04:00,2015,9.75,2.4920127795527156,15,2.5
2015-09-03,2015-09-03 10:46:00-04:00,2015,9.0,2.4827586206896552,15,2.5
2015-09-04,2015-09-04 13:27:00-04:00,2015,8.75,2.4390243902439024,15,2.5
2015-09-07,2015-09-07 10:05:00-04:00,2015,2.75,2.291666666666667,15,2.5
2015-09-08,2015-09-08 10:56:00-04:00,2015,9.0,2.4161073825503356,15,2.5
2015-09-09,2015-09-09 12:46:00-04:00,2015,7.25,2.4576271186440675,15,2.5
2015-09-10,2015-09-10 09:53:00-04:00,2015,14.5,2.32,15,2.5
2015-09-11,2015-09-11 13:10:00-04:00,2015,4.75,2.2891566265060237,15,2.5
2015-09-14,2015-09-14 10:02:00-04:00,2015,9.5,2.5,15,2.5
2015-09-16,2015-09-16 10:02:00-04:00,2015,9.0,2.4,15,2.5
2015-09-16,2015-09-16 12:55:00-04:00,2015,4.25,2.446043165467626,15,2.5
2015-09-17,2015-09-17 10:58:00-04:00,2015,4.5,2.5,15,2.5
2015-09-18,2015-09-18 12:35:00-04:00,2015,7.75,2.3574144486692012,15,2.5
2015-09-21,2015-09-21 09:59:00-04:00,2015,10.25,2.4550898203592815,15,2.5
2015-09-21,2015-09-21 11:12:00-04:00,2015,4.75,2.054054054054054,15,2.5
2015-09-22,2015-09-22 11:20:00-04:00,2015,8.5,2.5,15,2.5
2015-09-23,2015-09-23 11:06:00-04:00,2015,6.75,2.2881355932203387,15,2.5
2015-09-23,2015-09-23 12:24:00-04:00,2015,6.25,2.293577981651376,15,2.5
2015-09-24,2015-09-24 13:33:00-04:00,2015,8.0,2.4150943396226414,15,2.5
2015-09-25,2015-09-25 10:19:00-04:00,2015,10.5,2.4277456647398843,15,2.5
2015-09-28,2015-09-28 11:47:00-04:00,2015,8.25,2.2758620689655173,15,2.5
2015-09-29,2015-09-29 12:23:00-04:00,2015,10.75,2.227979274611399,15,2.5
2015-09-30,2015-09-30 10:50:00-04:00,2015,8.75,2.4822695035460995,15,2.5
2015-09-30,2015-09-30 12:23:00-04:00,2015,9.75,2.378048780487805,15,2.5
2015-09-30,2015-09-30 13:32:00-04:00,2015,7.5,2.3255813953488373,15,2.5
2015-10-01,2015-10-01 11:07:00-04:00,2015,12.25,2.3389021479713605,15,2.5
2015-10-01,2015-10-01 13:35:00-04:00,2015,9.0,2.330097087378641,15,2.5
2015-10-02,2015-10-02 10:31:00-04:00,2015,15.25,2.359767891682785,15,2.5
2015-10-02,2015-10-02 14:42:00-04:00,2015,9.0,2.491349480968858,15,2.5
2015-10-05,2015-10-05 12:44:00-04:00,2015,5.25,2.441860465116279,15,2.5
2015-10-05,2015-10-05 13:34:00-04:00,2015,4.75,2.248520710059172,15,2.5
2015-10-06,2015-10-06 11:04:00-04:00,2015,9.25,2.41042345276873,15,2.5
2015-10-07,2015-10-07 12:39:00-04:00,2015,9.0,2.3529411764705883,15,2.5
2015-10-08,2015-10-08 10:01:00-04:00,2015,10.75,2.478386167146974,15,2.5
2015-10-09,2015-10-09 14:03:00-04:00,2015,5.25,2.346368715083799,15,2.5
2015-10-12,2015-10-12 10:42:00-04:00,2015,6.75,2.26890756302521,15,2.5
2015-10-13,2015-10-13 09:58:00-04:00,2015,7.25,2.396694214876033,15,2.5
2015-10-13,2015-10-13 10:46:00-04:00,2015,5.25,2.2459893048128343,15,2.5
2015-10-13,2015-10-13 11:50:00-04:00,2015,5.5,2.458100558659218,15,2.5
2015-10-14,2015-10-14 09:53:00-04:00,2015,9.25,2.491582491582492,15,2.5
2015-10-14,2015-10-14 10:38:00-04:00,2015,9.75,2.460567823343849,15,2.5
2015-10-15,2015-10-15 12:38:00-04:00,2015,4.75,2.3170731707317076,15,2.5
2015-10-16,2015-10-16 09:49:00-04:00,2015,8.25,1.9298245614035086,15,2.5
2015-10-19,2015-10-19 11:27:00-04:00,2015,5.5,2.0952380952380953,15,2.5
2015-10-20,2015-10-20 10:21:00-04:00,2015,6.25,2.4752475247524752,15,2.5
2015-10-21,2015-10-21 10:17:00-04:00,2015,8.5,2.5,15,2.5
2015-10-22,2015-10-22 10:20:00-04:00,2015,10.5,2.359550561797753,15,2.5
2015-10-23,2015-10-23 10:27:00-04:00,2015,10.25,2.2777777777777777,15,2.5
2015-10-23,2015-10-23 14:38:00-04:00,2015,5.25,2.5,15,2.5
2015-10-26,2015-10-26 11:12:00-04:00,2015,6.25,2.3696682464454977,15,2.5
2015-10-27,2015-10-27 11:21:00-04:00,2015,4.75,2.043010752688172,15,2.5
2015-10-28,2015-10-28 11:09:00-04:00,2015,5.75,2.5,15,2.5
2015-10-29,2015-10-29 09:50:00-04:00,2015,9.25,2.4262295081967213,15,2.5
2015-10-29,2015-10-29 11:20:00-04:00,2015,5.25,2.234042553191489,15,2.5
2015-10-29,2015-10-29 12:20:00-04:00,2015,4.5,2.5,15,2.5
2015-10-30,2015-10-30 09:50:00-04:00,2015,9.25,2.491582491582492,15,2.5
2015-10-30,2015-10-30 10:45:00-04:00,2015,5.75,2.233009708737864,15,2.5
2015-10-30,2015-10-30 11:29:00-04:00,2015,4.75,2.3602484472049685,15,2.5
2015-11-02,2015-11-02 10:22:00-05:00,2015,5.75,2.323232323232323,15,2.5
2015-11-06,2015-11-06 11:19:00-05:00,2015,7.5,2.2641509433962264,15,2.5
2015-11-09,2015-11-09 10:49:00-05:00,2015,6.25,2.272727272727273,15,2.5
2015-11-09,2015-11-09 11:45:00-05:00,2015,6.25,2.2026431718061676,15,2.5
2015-11-11,2015-11-11 11:45:00-05:00,2015,4.5,2.4324324324324325,15,2.5
2015-11-16,2015-11-16 11:45:00-05:00,2015,6.75,2.0377358490566038,15,2.5
2015-11-19,2015-11-19 09:58:00-05:00,2015,7.25,2.4267782426778246,15,2.5
2015-11-20,2015-11-20 10:35:00-05:00,2015,4.75,2.435897435897436,15,2.5
2015-11-20,2015-11-20 11:46:00-05:00,2015,4.75,2.435897435897436,15,2.5
2015-11-24,2015-11-24 10:05:00-05:00,2015,6.75,2.151394422310757,15,2.5
2015-11-24,2015-11-24 11:23:00-05:00,2015,4.75,2.134831460674157,15,2.5
2015-11-24,2015-11-24 13:00:00-05:00,2015,3.75,2.34375,15,2.5
2015-11-24,2015-11-24 13:49:00-05:00,2015,4.0,2.4806201550387597,15,2.5
2015-11-24,2015-11-24 14:47:00-05:00,2015,4.5,2.142857142857143,15,2.5
2015-11-25,2015-11-25 10:05:00-05:00,2015,6.75,2.3580786026200875,15,2.5
2015-11-25,2015-11-25 11:47:00-05:00,2015,3.75,2.4193548387096775,15,2.5
2015-11-25,2015-11-25 12:30:00-05:00,2015,3.5,2.413793103448276,15,2.5
2015-11-25,2015-11-25 14:17:00-05:00,2015,2.25,2.368421052631579,15,2.5
2015-11-26,2015-11-26 10:05:00-05:00,2015,1.75,2.08955223880597,15,2.5
2015-11-27,2015-11-27 09:59:00-05:00,2015,7.0,2.4454148471615724,15,2.5
2015-11-30,2015-11-30 10:51:00-05:00,2015,4.5,2.1176470588235294,15,2.5
2015-12-01,2015-12-01 10:05:00-05:00,2015,7.5,2.3255813953488373,15,2.5
2015-12-02,2015-12-02 09:55:00-05:00,2015,7.0,2.3430962343096238,15,2.5
2015-12-03,2015-12-03 09:56:00-05:00,2015,12.5,2.247191011235955,15,2.5
2015-12-04,2015-12-04 10:33:00-05:00,2015,10.5,2.492581602373887,15,2.5
2015-12-07,2015-12-07 10:45:00-05:00,2015,7.25,1.8892508143322475,15,2.5
2015-12-08,2015-12-08 10:15:00-05:00,2015,11.25,2.3872679045092835,15,2.5
2015-12-08,2015-12-08 10:58:00-05:00,2015,7.75,2.052980132450331,15,2.5
2015-12-08,2015-12-08 11:47:00-05:00,2015,5.75,2.0627802690582957,15,2.5
2015-12-08,2015-12-08 13:46:00-05:00,2015,5.5,2.3280423280423284,15,2.5
2015-12-09,2015-12-09 10:07:00-05:00,2015,11.0,2.4376731301939056,15,2.5
2015-12-10,2015-12-10 10:33:00-05:00,2015,10.25,2.3098591549295775,15,2.5
2015-12-10,2015-12-10 11:44:00-05:00,2015,7.0,2.3728813559322033,15,2.5
2015-12-11,2015-12-11 10:18:00-05:00,2015,13.0,2.3214285714285716,15,2.5
2015-12-11,2015-12-11 11:21:00-05:00,2015,9.75,2.422360248447205,15,2.5
