session_date,time,year,side,width,width_atr,magnitude_atr,speed_atr
2010-12-27,2010-12-27 11:59:00-05:00,2010,long,1.5,3.8709677419354835,1.2903225806451613,1.2903225806451613
2011-01-03,2011-01-03 11:11:00-05:00,2011,short,2.25,2.608695652173913,1.1594202898550725,1.1594202898550725
2011-01-10,2011-01-10 10:57:00-05:00,2011,short,2.5,2.1052631578947367,1.4736842105263157,1.4736842105263157
2011-01-18,2011-01-18 11:05:00-05:00,2011,long,2.5,2.6666666666666665,0.8,2.1333333333333333
2011-01-24,2011-01-24 11:22:00-05:00,2011,long,2.5,2.380952380952381,1.1904761904761905,2.380952380952381
2011-01-24,2011-01-24 12:27:00-05:00,2011,short,2.75,2.972972972972973,0.5405405405405405,1.081081081081081
2011-01-24,2011-01-24 13:47:00-05:00,2011,long,2.25,2.2784810126582276,1.5189873417721518,2.0253164556962022
2011-01-31,2011-01-31 10:37:00-05:00,2011,long,6.25,3.623188405797101,1.5942028985507246,1.0144927536231882
2011-01-31,2011-01-31 13:41:00-05:00,2011,short,2.5,2.2727272727272725,1.3636363636363635,3.1818181818181817
2011-02-07,2011-02-07 10:21:00-05:00,2011,long,3.5,2.1374045801526718,1.5267175572519085,2.290076335877863
2011-02-07,2011-02-07 12:40:00-05:00,2011,long,1.75,3.414634146341464,1.4634146341463417,1.4634146341463417
2011-02-14,2011-02-14 10:18:00-05:00,2011,long,3.25,2.260869565217391,1.2173913043478262,1.9130434782608696
2011-02-21,2011-02-21 11:02:00-05:00,2011,short,3.0,4.137931034482759,1.3793103448275863,1.7241379310344829
2011-02-22,2011-02-22 11:51:00-05:00,2011,short,4.5,2.4161073825503356,0.5369127516778524,1.4765100671140938
2011-02-28,2011-02-28 10:11:00-05:00,2011,short,4.0,2.711864406779661,0.847457627118644,1.1864406779661016
2011-02-28,2011-02-28 11:21:00-05:00,2011,short,2.0,2.2222222222222223,0.5555555555555556,1.6666666666666665
2011-03-07,2011-03-07 10:35:00-05:00,2011,short,4.25,1.9318181818181817,0.6818181818181818,1.477272727272727
2011-03-14,2011-03-14 10:49:00-04:00,2011,long,5.0,2.150537634408602,1.075268817204301,1.6129032258064515
2011-03-14,2011-03-14 13:03:00-04:00,2011,long,4.75,3.8383838383838382,0.8080808080808081,1.4141414141414141
2011-03-15,2011-03-15 14:12:00-04:00,2011,long,2.5,2.2727272727272725,1.1363636363636362,1.5909090909090908
2011-03-21,2011-03-21 10:06:00-04:00,2011,long,3.75,2.608695652173913,1.391304347826087,1.2173913043478262
2011-03-22,2011-03-22 10:07:00-04:00,2011,long,4.25,2.138364779874214,0.5031446540880503,1.3836477987421383
2011-03-25,2011-03-25 12:31:00-04:00,2011,short,3.25,3.611111111111111,0.5555555555555556,1.9444444444444444
2011-03-28,2011-03-28 10:14:00-04:00,2011,long,4.5,2.5174825174825175,0.979020979020979,1.3986013986013985
2011-03-31,2011-03-31 10:49:00-04:00,2011,short,2.25,2.368421052631579,0.7894736842105263,1.5789473684210527
2011-04-04,2011-04-04 12:35:00-04:00,2011,short,1.25,1.923076923076923,2.3076923076923075,1.5384615384615383
2011-04-04,2011-04-04 13:24:00-04:00,2011,short,1.5,2.608695652173913,1.3043478260869565,1.7391304347826089
2011-04-11,2011-04-11 11:16:00-04:00,2011,long,3.0,2.727272727272727,2.0454545454545454,2.2727272727272725
2011-04-11,2011-04-11 14:06:00-04:00,2011,long,2.75,2.0560747663551404,1.3084112149532712,1.4953271028037385
2011-04-14,2011-04-14 10:26:00-04:00,2011,long,5.5,2.8947368421052633,0.6578947368421053,1.1842105263157896
2011-04-15,2011-04-15 10:50:00-04:00,2011,long,4.0,2.0915032679738563,0.5228758169934641,1.5686274509803921
2011-04-18,2011-04-18 11:36:00-04:00,2011,long,2.75,2.0,0.5454545454545454,1.4545454545454546
2011-04-19,2011-04-19 10:47:00-04:00,2011,short,4.25,2.6984126984126986,0.7936507936507937,1.2698412698412698
2011-04-20,2011-04-20 11:18:00-04:00,2011,short,3.5,3.7837837837837838,0.5405405405405405,1.3513513513513513
2011-04-25,2011-04-25 11:11:00-04:00,2011,short,3.0,3.582089552238806,0.5970149253731343,1.1940298507462686
2011-04-25,2011-04-25 11:57:00-04:00,2011,long,1.75,2.3728813559322033,1.0169491525423728,2.0338983050847457
2011-04-25,2011-04-25 12:42:00-04:00,2011,short,1.0,2.162162162162162,2.162162162162162,2.7027027027027026
2011-05-02,2011-05-02 10:00:00-04:00,2011,long,4.0,2.5196850393700787,1.4173228346456694,2.204724409448819
2011-05-05,2011-05-05 10:36:00-04:00,2011,long,4.25,2.328767123287671,1.36986301369863,1.7808219178082192
2011-05-06,2011-05-06 10:24:00-04:00,2011,long,5.0,2.8368794326241136,0.851063829787234,1.2765957446808511
2011-05-09,2011-05-09 10:10:00-04:00,2011,long,5.5,2.4043715846994536,0.9836065573770492,1.2021857923497268
2011-05-09,2011-05-09 10:52:00-04:00,2011,long,4.5,2.4161073825503356,1.2080536912751678,1.610738255033557
2011-05-09,2011-05-09 14:39:00-04:00,2011,long,2.0,2.388059701492537,2.388059701492537,2.6865671641791042
2011-05-16,2011-05-16 11:02:00-04:00,2011,long,3.75,3.1914893617021276,1.0638297872340425,1.4893617021276595
2011-05-16,2011-05-16 13:40:00-04:00,2011,long,2.5,2.898550724637681,0.5797101449275363,1.4492753623188406
2011-05-24,2011-05-24 10:28:00-04:00,2011,short,3.25,2.113821138211382,1.6260162601626016,1.7886178861788617
2011-05-24,2011-05-24 11:01:00-04:00,2011,long,3.0,2.2857142857142856,0.5714285714285714,1.5238095238095237
2011-05-25,2011-05-25 11:41:00-04:00,2011,long,3.75,3.1578947368421053,5.684210526315789,1.6842105263157894
2011-05-25,2011-05-25 13:11:00-04:00,2011,short,2.25,2.8125,0.9375,1.25
2011-05-30,2011-05-30 10:49:00-04:00,2011,long,1.25,2.5,0.5,1.0
2011-05-31,2011-05-31 11:02:00-04:00,2011,short,3.0,3.076923076923077,0.7692307692307693,1.0256410256410258
2011-06-02,2011-06-02 10:23:00-04:00,2011,short,5.0,2.3255813953488373,0.5813953488372093,1.1627906976744187
2011-06-02,2011-06-02 11:23:00-04:00,2011,short,3.75,2.459016393442623,0.6557377049180328,1.4754098360655739
2011-06-06,2011-06-06 10:06:00-04:00,2011,short,4.0,2.2377622377622375,1.2587412587412588,1.8181818181818181
2011-06-08,2011-06-08 12:47:00-04:00,2011,long,2.5,2.73972602739726,1.095890410958904,2.4657534246575343
2011-06-09,2011-06-09 09:59:00-04:00,2011,long,5.0,2.8776978417266186,1.2949640287769784,1.0071942446043165
2011-06-09,2011-06-09 11:33:00-04:00,2011,long,2.75,2.8947368421052633,0.5263157894736842,1.0526315789473684
2011-06-10,2011-06-10 12:14:00-04:00,2011,short,2.75,2.972972972972973,0.5405405405405405,1.081081081081081
2011-06-10,2011-06-10 13:02:00-04:00,2011,short,2.0,2.4242424242424243,1.5151515151515151,1.8181818181818183
2011-06-13,2011-06-13 10:45:00-04:00,2011,short,4.25,3.035714285714286,0.5357142857142857,1.0714285714285714
2011-06-20,2011-06-20 10:08:00-04:00,2011,short,3.75,2.34375,0.9375,1.5625
2011-06-27,2011-06-27 10:08:00-04:00,2011,long,5.0,2.9850746268656714,0.5970149253731343,1.4925373134328357
2011-07-05,2011-07-05 10:24:00-04:00,2011,short,3.75,2.362204724409449,1.5748031496062993,1.4173228346456694
2011-07-05,2011-07-05 12:41:00-04:00,2011,long,1.75,2.978723404255319,2.553191489361702,1.702127659574468
2011-07-11,2011-07-11 10:35:00-04:00,2011,short,4.5,2.4,0.8,1.3333333333333333
2011-07-18,2011-07-18 10:54:00-04:00,2011,short,5.5,2.7848101265822782,1.6455696202531644,2.0253164556962022
2011-07-25,2011-07-25 10:18:00-04:00,2011,long,6.0,3.84,1.12,1.12
2011-08-01,2011-08-01 11:04:00-04:00,2011,short,11.0,4.782608695652175,1.3043478260869565,1.5217391304347827
2011-08-08,2011-08-08 10:17:00-04:00,2011,short,14.25,3.0158730158730163,3.2804232804232805,1.4285714285714286
2011-08-08,2011-08-08 12:04:00-04:00,2011,short,10.5,2.6086956521739126,0.5590062111801242,1.8633540372670805
2011-08-15,2011-08-15 11:02:00-04:00,2011,short,4.25,2.035928143712575,1.0778443113772456,1.3173652694610778
2011-08-15,2011-08-15 12:03:00-04:00,2011,long,3.75,2.3255813953488373,0.9302325581395349,1.2403100775193798
2011-08-15,2011-08-15 14:04:00-04:00,2011,long,4.25,2.5373134328358207,2.2388059701492535,1.3432835820895521
2011-08-22,2011-08-22 11:22:00-04:00,2011,short,7.5,2.955665024630542,1.8719211822660098,1.379310344827586
2011-08-29,2011-08-29 10:06:00-04:00,2011,short,7.25,2.4472573839662446,0.5907172995780591,1.0970464135021096
2011-08-29,2011-08-29 11:02:00-04:00,2011,short,4.25,2.3943661971830985,0.7042253521126761,1.1267605633802817
2011-09-05,2011-09-05 10:49:00-04:00,2011,long,3.75,2.1126760563380285,0.8450704225352114,1.1267605633802817
2011-09-06,2011-09-06 10:00:00-04:00,2011,long,8.25,2.3404255319148937,0.9929078014184397,2.4113475177304964
2011-09-12,2011-09-12 10:57:00-04:00,2011,short,7.25,2.4576271186440675,0.5932203389830508,1.271186440677966
2011-09-19,2011-09-19 14:41:00-04:00,2011,long,4.25,2.3943661971830985,1.5492957746478875,2.2535211267605635
2011-09-26,2011-09-26 12:44:00-04:00,2011,short,6.0,2.4242424242424243,1.6161616161616161,2.8282828282828283
2011-09-26,2011-09-26 14:01:00-04:00,2011,long,7.75,2.366412213740458,3.8931297709923665,4.351145038167939
2011-10-03,2011-10-03 13:15:00-04:00,2011,short,5.0,2.797202797202797,2.2377622377622375,2.5174825174825175
2011-10-10,2011-10-10 11:22:00-04:00,2011,short,4.25,2.556390977443609,0.7518796992481203,1.0526315789473684
2011-10-10,2011-10-10 12:20:00-04:00,2011,short,3.0,2.142857142857143,1.0714285714285714,1.25
2011-10-17,2011-10-17 10:20:00-04:00,2011,short,4.5,2.2222222222222223,0.9876543209876544,1.234567901234568
2011-10-24,2011-10-24 10:34:00-04:00,2011,long,4.75,2.375,1.625,1.75
2011-10-24,2011-10-24 11:45:00-04:00,2011,long,3.0,2.3300970873786406,0.5825242718446602,1.7475728155339805
2011-10-31,2011-10-31 11:16:00-04:00,2011,short,5.5,2.6347305389221556,1.5568862275449102,1.3173652694610778
2011-11-07,2011-11-07 10:53:00-05:00,2011,short,4.75,2.0320855614973263,0.5347593582887701,1.7112299465240641
2011-11-14,2011-11-14 11:32:00-05:00,2011,long,4.25,2.5373134328358207,0.8955223880597015,1.1940298507462686
2011-11-21,2011-11-21 10:54:00-05:00,2011,short,6.25,2.6455026455026456,2.1164021164021167,1.6931216931216932
2011-11-25,2011-11-25 11:54:00-05:00,2011,short,6.0,2.7906976744186047,8.023255813953488,1.1627906976744187
2011-11-25,2011-11-25 12:27:00-05:00,2011,long,3.5,2.1052631578947367,0.9022556390977443,1.3533834586466165
2011-11-28,2011-11-28 10:11:00-05:00,2011,long,5.0,2.531645569620253,0.5063291139240506,1.1392405063291138
2011-12-05,2011-12-05 09:55:00-05:00,2011,long,5.25,2.048780487804878,1.0731707317073171,1.5609756097560976
2011-12-12,2011-12-12 09:55:00-05:00,2011,short,5.25,2.2459893048128343,0.6417112299465241,2.0320855614973263
2011-12-19,2011-12-19 11:29:00-05:00,2011,long,3.75,2.8301886792452833,0.5660377358490566,1.509433962264151
2011-12-27,2011-12-27 10:45:00-05:00,2011,short,4.0,4.324324324324324,1.081081081081081,1.6216216216216215
2012-01-03,2012-01-03 10:03:00-05:00,2012,long,3.75,2.4,1.6,1.6
2012-01-03,2012-01-03 11:10:00-05:00,2012,short,2.5,2.7777777777777777,0.8333333333333333,1.1111111111111112
2012-01-09,2012-01-09 10:15:00-05:00,2012,long,4.25,2.5185185185185186,0.5925925925925926,1.037037037037037
2012-01-16,2012-01-16 09:59:00-05:00,2012,long,1.5,2.1818181818181817,2.909090909090909,4.0
2012-01-17,2012-01-17 10:01:00-05:00,2012,short,3.5,2.7450980392156863,1.1764705882352942,2.1568627450980395
2012-01-23,2012-01-23 10:23:00-05:00,2012,short,3.0,2.3076923076923075,1.346153846153846,1.346153846153846
2012-01-23,2012-01-23 11:05:00-05:00,2012,short,2.5,2.5641025641025643,0.5128205128205129,1.0256410256410258
2012-01-23,2012-01-23 12:25:00-05:00,2012,long,3.75,2.9126213592233006,0.5825242718446602,1.1650485436893203
2012-01-23,2012-01-23 13:33:00-05:00,2012,long,2.75,2.4444444444444446,2.4444444444444446,3.5555555555555554
2012-01-23,2012-01-23 14:40:00-05:00,2012,short,1.5,2.0338983050847457,1.3559322033898304,1.0169491525423728
2012-01-30,2012-01-30 11:19:00-05:00,2012,long,3.25,2.1666666666666665,0.8333333333333334,1.5
2012-01-30,2012-01-30 11:57:00-05:00,2012,short,2.25,2.5714285714285716,0.8571428571428571,1.1428571428571428
2012-01-30,2012-01-30 14:45:00-05:00,2012,long,2.0,2.962962962962963,1.111111111111111,1.111111111111111
2012-02-06,2012-02-06 10:29:00-05:00,2012,short,3.5,2.3529411764705883,1.1764705882352942,1.1764705882352942
2012-02-06,2012-02-06 11:33:00-05:00,2012,long,2.25,2.6865671641791042,1.1940298507462686,1.4925373134328357
2012-02-13,2012-02-13 10:13:00-05:00,2012,short,4.0,2.5196850393700787,1.7322834645669292,1.5748031496062993
2012-02-13,2012-02-13 11:27:00-05:00,2012,short,3.0,3.076923076923077,0.5128205128205129,1.0256410256410258
2012-02-13,2012-02-13 13:34:00-05:00,2012,long,1.5,2.0689655172413794,1.0344827586206897,1.7241379310344829
2012-02-13,2012-02-13 14:40:00-05:00,2012,long,1.5,1.8181818181818183,4.545454545454546,4.848484848484849
2012-02-21,2012-02-21 10:57:00-05:00,2012,long,2.0,2.1052631578947367,0.7894736842105263,1.5789473684210527
2012-02-27,2012-02-27 11:09:00-05:00,2012,long,3.25,2.9213483146067416,1.1235955056179774,1.797752808988764
2012-02-27,2012-02-27 11:46:00-05:00,2012,short,3.0,2.2857142857142856,0.9523809523809523,1.5238095238095237
2012-03-05,2012-03-05 10:03:00-05:00,2012,long,3.75,2.3255813953488373,1.5503875968992247,2.4806201550387597
2012-03-12,2012-03-12 10:30:00-04:00,2012,short,4.0,2.3529411764705883,2.2058823529411766,2.9411764705882355
2012-03-12,2012-03-12 11:22:00-04:00,2012,short,2.75,2.2680412371134024,2.2680412371134024,2.061855670103093
2012-03-12,2012-03-12 14:13:00-04:00,2012,long,1.0,1.7777777777777777,2.6666666666666665,3.5555555555555554
2012-03-19,2012-03-19 11:36:00-04:00,2012,long,2.25,2.608695652173913,1.1594202898550725,1.4492753623188406
2012-03-26,2012-03-26 10:48:00-04:00,2012,long,2.75,2.933333333333333,0.5333333333333333,1.3333333333333333
2012-04-02,2012-04-02 10:31:00-04:00,2012,short,2.75,2.365591397849462,0.6451612903225806,1.5053763440860215
2012-04-09,2012-04-09 10:47:00-04:00,2012,long,4.5,2.8125,0.9375,1.40625
2012-04-09,2012-04-09 11:49:00-04:00,2012,long,4.25,3.505154639175258,1.6494845360824744,1.6494845360824744
2012-04-16,2012-04-16 10:16:00-04:00,2012,short,9.75,2.452830188679245,0.9433962264150944,1.5094339622641508
2012-04-16,2012-04-16 11:31:00-04:00,2012,short,4.25,2.6984126984126986,0.7936507936507937,1.2698412698412698
2012-04-16,2012-04-16 13:23:00-04:00,2012,short,4.0,2.711864406779661,0.6779661016949152,1.0169491525423728
2012-04-23,2012-04-23 11:59:00-04:00,2012,long,4.75,3.1932773109243695,1.5126050420168067,1.3445378151260503
2012-04-30,2012-04-30 13:17:00-04:00,2012,long,1.75,2.3728813559322033,0.6779661016949152,1.0169491525423728
2012-05-07,2012-05-07 12:52:00-04:00,2012,short,2.75,2.0952380952380953,0.7619047619047619,1.9047619047619047
2012-05-07,2012-05-07 14:18:00-04:00,2012,short,3.5,2.5225225225225225,0.7207207207207208,1.2612612612612613
2012-05-14,2012-05-14 10:37:00-04:00,2012,long,6.0,2.696629213483146,0.7865168539325842,1.0112359550561798
2012-05-21,2012-05-21 11:37:00-04:00,2012,long,3.75,2.1739130434782608,1.0144927536231882,1.4492753623188406
2012-05-28,2012-05-28 10:48:00-04:00,2012,long,1.25,2.5,2.5,2.5
2012-05-29,2012-05-29 12:27:00-04:00,2012,long,4.75,2.4675324675324677,1.0389610389610389,1.4285714285714286
2012-06-04,2012-06-04 11:52:00-04:00,2012,short,5.25,3.0656934306569346,0.7299270072992701,1.0218978102189782
2012-06-11,2012-06-11 12:46:00-04:00,2012,long,2.75,2.4444444444444446,1.1111111111111112,1.3333333333333333
2012-06-18,2012-06-18 11:47:00-04:00,2012,long,3.5,2.5,1.6071428571428572,1.6071428571428572
2012-06-25,2012-06-25 11:14:00-04:00,2012,short,4.25,3.1192660550458715,1.4678899082568806,1.8348623853211008
2012-07-02,2012-07-02 11:35:00-04:00,2012,long,3.75,2.2058823529411766,1.6176470588235294,1.6176470588235294
2012-07-05,2012-07-05 11:39:00-04:00,2012,short,2.75,2.1153846153846154,2.692307692307692,3.846153846153846
2012-07-09,2012-07-09 10:32:00-04:00,2012,short,6.5,3.4437086092715234,1.0596026490066226,1.456953642384106
2012-07-09,2012-07-09 11:11:00-04:00,2012,short,3.5,2.568807339449541,0.7339449541284403,1.4678899082568806
2012-07-16,2012-07-16 10:58:00-04:00,2012,short,4.0,3.2,0.6,1.0
2012-07-23,2012-07-23 10:01:00-04:00,2012,long,6.25,2.717391304347826,0.9782608695652175,1.1956521739130437
2012-07-30,2012-07-30 09:52:00-04:00,2012,short,6.0,2.171945701357466,0.9049773755656108,1.2669683257918551
2012-08-06,2012-08-06 11:24:00-04:00,2012,long,2.5,2.2222222222222223,0.6666666666666666,1.1111111111111112
2012-08-13,2012-08-13 10:10:00-04:00,2012,short,4.25,2.9565217391304346,2.608695652173913,1.7391304347826086
2012-08-13,2012-08-13 12:05:00-04:00,2012,short,2.0,2.5,0.625,1.25
2012-08-20,2012-08-20 11:35:00-04:00,2012,long,2.5,2.5641025641025643,0.5128205128205129,1.794871794871795
2012-08-21,2012-08-21 09:51:00-04:00,2012,short,3.5,2.1538461538461537,1.0769230769230769,1.3846153846153846
2012-08-21,2012-08-21 10:44:00-04:00,2012,short,2.5,2.3529411764705883,0.9411764705882353,1.8823529411764706
2012-08-21,2012-08-21 13:10:00-04:00,2012,short,3.0,2.857142857142857,2.142857142857143,1.4285714285714286
2012-08-23,2012-08-23 11:13:00-04:00,2012,long,4.25,2.5,1.4705882352941178,2.2058823529411766
2012-08-23,2012-08-23 12:42:00-04:00,2012,long,2.5,2.5641025641025643,1.794871794871795,2.0512820512820515
2012-08-24,2012-08-24 11:15:00-04:00,2012,long,3.5,2.31404958677686,1.15702479338843,4.297520661157025
2012-08-24,2012-08-24 12:05:00-04:00,2012,long,2.75,2.558139534883721,0.6976744186046512,1.8604651162790697
2012-08-27,2012-08-27 10:54:00-04:00,2012,short,3.75,2.7027027027027026,0.7207207207207208,1.6216216216216217
2012-08-27,2012-08-27 12:18:00-04:00,2012,short,2.5,2.5641025641025643,0.5128205128205129,1.2820512820512822
2012-08-28,2012-08-28 10:58:00-04:00,2012,short,3.25,2.113821138211382,2.2764227642276422,3.252032520325203
2012-08-28,2012-08-28 12:18:00-04:00,2012,long,2.0,2.0253164556962022,0.7594936708860759,2.2784810126582276
2012-08-29,2012-08-29 09:54:00-04:00,2012,short,4.0,2.4806201550387597,0.9302325581395349,1.5503875968992247
2012-08-31,2012-08-31 10:56:00-04:00,2012,long,5.0,2.173913043478261,1.4130434782608696,1.4130434782608696
2012-08-31,2012-08-31 12:55:00-04:00,2012,long,2.75,2.588235294117647,0.7058823529411765,1.411764705882353
2012-08-31,2012-08-31 13:41:00-04:00,2012,long,3.5,3.6363636363636362,0.5194805194805194,1.0389610389610389
2012-09-03,2012-09-03 10:18:00-04:00,2012,long,0.75,3.1578947368421053,1.0526315789473684,1.0526315789473684
2012-09-04,2012-09-04 10:30:00-04:00,2012,short,4.5,2.2360248447204967,1.9875776397515525,1.9875776397515525
2012-09-04,2012-09-04 11:50:00-04:00,2012,long,2.75,2.650602409638554,1.4457831325301203,1.9277108433734937
2012-09-05,2012-09-05 11:02:00-04:00,2012,short,6.25,3.623188405797101,6.08695652173913,1.7391304347826086
2012-09-05,2012-09-05 11:57:00-04:00,2012,short,3.0,3.076923076923077,0.7692307692307693,1.794871794871795
2012-09-06,2012-09-06 09:50:00-04:00,2012,long,5.75,2.513661202185792,0.7650273224043715,1.0928961748633879
2012-09-07,2012-09-07 10:30:00-04:00,2012,short,3.75,2.127659574468085,0.7092198581560284,1.4184397163120568
2012-09-07,2012-09-07 12:28:00-04:00,2012,short,3.0,4.8,1.2,1.6
2012-09-07,2012-09-07 14:19:00-04:00,2012,long,1.75,2.413793103448276,0.6896551724137931,1.7241379310344829
2012-09-10,2012-09-10 10:12:00-04:00,2012,short,5.5,2.573099415204678,0.5847953216374269,1.1695906432748537
2012-09-11,2012-09-11 11:15:00-04:00,2012,long,3.0,2.7586206896551726,0.9195402298850576,1.149425287356322
2012-09-12,2012-09-12 11:44:00-04:00,2012,long,3.5,2.7184466019417473,0.5825242718446602,1.3592233009708736
2012-09-13,2012-09-13 11:00:00-04:00,2012,long,3.0,2.553191489361702,0.851063829787234,1.0638297872340425
2012-09-14,2012-09-14 10:11:00-04:00,2012,long,5.25,2.7450980392156863,0.7843137254901961,1.8300653594771241
2012-09-14,2012-09-14 11:56:00-04:00,2012,short,3.75,2.7522935779816513,0.5504587155963303,1.1009174311926606
2012-09-14,2012-09-14 12:59:00-04:00,2012,short,2.0,2.318840579710145,0.5797101449275363,1.4492753623188406
2012-09-17,2012-09-17 11:15:00-04:00,2012,short,3.5,2.7450980392156863,0.5882352941176471,2.1568627450980395
2012-09-18,2012-09-18 10:36:00-04:00,2012,long,4.0,2.782608695652174,0.5217391304347826,1.0434782608695652
2012-09-19,2012-09-19 10:30:00-04:00,2012,short,4.0,3.1067961165048543,2.3300970873786406,2.3300970873786406
2012-09-20,2012-09-20 12:03:00-04:00,2012,long,2.5,2.6315789473684212,0.5263157894736842,1.0526315789473684
2012-09-20,2012-09-20 13:19:00-04:00,2012,long,2.0,2.6229508196721314,1.3114754098360657,1.3114754098360657
2012-09-21,2012-09-21 10:13:00-04:00,2012,short,3.25,2.241379310344828,1.0344827586206897,1.3793103448275863
