candidate,session_date,year,period,side,signal_ts,entry_ts,exit_ts,entry,exit,stop_points,target,exit_kind,gross_points,net_dollars
fixed_1r,2010-06-07,2010,Train,short,2010-06-07 10:13:00-04:00,2010-06-07 10:14:00-04:00,2010-06-07 15:55:00-04:00,1842.75,1801.0,87.5,87.5pt,session_time,41.75,81.5
fixed_1p5r,2010-06-07,2010,Train,short,2010-06-07 10:13:00-04:00,2010-06-07 10:14:00-04:00,2010-06-07 15:55:00-04:00,1842.75,1801.0,87.5,131.25pt,session_time,41.75,81.5
fixed_2r,2010-06-07,2010,Train,short,2010-06-07 10:13:00-04:00,2010-06-07 10:14:00-04:00,2010-06-07 15:55:00-04:00,1842.75,1801.0,87.5,175.0pt,session_time,41.75,81.5
partial_midpoint_1p5r,2010-06-07,2010,Train,short,2010-06-07 10:13:00-04:00,2010-06-07 10:14:00-04:00,2010-06-07 15:55:00-04:00,1842.75,,87.5,50% midpoint / 50% 1.5R,target / session_time,24.625,47.25
timeboxed_1r_30m,2010-06-07,2010,Train,short,2010-06-07 10:13:00-04:00,2010-06-07 10:14:00-04:00,2010-06-07 10:44:00-04:00,1842.75,1828.75,87.5,87.5pt,timebox,14.0,26.0
fixed_1r,2010-06-14,2010,Train,short,2010-06-14 10:14:00-04:00,2010-06-14 10:15:00-04:00,2010-06-14 15:55:00-04:00,1868.0,1845.25,87.5,87.5pt,session_time,22.75,43.5
fixed_1p5r,2010-06-14,2010,Train,short,2010-06-14 10:14:00-04:00,2010-06-14 10:15:00-04:00,2010-06-14 15:55:00-04:00,1868.0,1845.25,87.5,131.25pt,session_time,22.75,43.5
fixed_2r,2010-06-14,2010,Train,short,2010-06-14 10:14:00-04:00,2010-06-14 10:15:00-04:00,2010-06-14 15:55:00-04:00,1868.0,1845.25,87.5,175.0pt,session_time,22.75,43.5
partial_midpoint_1p5r,2010-06-14,2010,Train,short,2010-06-14 10:14:00-04:00,2010-06-14 10:15:00-04:00,2010-06-14 15:55:00-04:00,1868.0,,87.5,50% midpoint / 50% 1.5R,target / session_time,13.6875,25.375
timeboxed_1r_30m,2010-06-14,2010,Train,short,2010-06-14 10:14:00-04:00,2010-06-14 10:15:00-04:00,2010-06-14 10:45:00-04:00,1868.0,1867.0,87.5,87.5pt,timebox,1.0,0.0
fixed_1r,2010-06-21,2010,Train,short,2010-06-21 10:01:00-04:00,2010-06-21 10:02:00-04:00,2010-06-21 15:55:00-04:00,1937.0,1892.25,87.5,87.5pt,session_time,44.75,87.5
fixed_1p5r,2010-06-21,2010,Train,short,2010-06-21 10:01:00-04:00,2010-06-21 10:02:00-04:00,2010-06-21 15:55:00-04:00,1937.0,1892.25,87.5,131.25pt,session_time,44.75,87.5
fixed_2r,2010-06-21,2010,Train,short,2010-06-21 10:01:00-04:00,2010-06-21 10:02:00-04:00,2010-06-21 15:55:00-04:00,1937.0,1892.25,87.5,175.0pt,session_time,44.75,87.5
partial_midpoint_1p5r,2010-06-21,2010,Train,short,2010-06-21 10:01:00-04:00,2010-06-21 10:02:00-04:00,2010-06-21 15:55:00-04:00,1937.0,,87.5,50% midpoint / 50% 1.5R,target / session_time,24.9375,47.875
timeboxed_1r_30m,2010-06-21,2010,Train,short,2010-06-21 10:01:00-04:00,2010-06-21 10:02:00-04:00,2010-06-21 10:32:00-04:00,1937.0,1928.5,87.5,87.5pt,timebox,8.5,15.0
fixed_1r,2010-06-28,2010,Train,long,2010-06-28 10:22:00-04:00,2010-06-28 10:23:00-04:00,2010-06-28 15:55:00-04:00,1828.5,1835.0,87.5,87.5pt,session_time,6.5,11.0
fixed_1p5r,2010-06-28,2010,Train,long,2010-06-28 10:22:00-04:00,2010-06-28 10:23:00-04:00,2010-06-28 15:55:00-04:00,1828.5,1835.0,87.5,131.25pt,session_time,6.5,11.0
fixed_2r,2010-06-28,2010,Train,long,2010-06-28 10:22:00-04:00,2010-06-28 10:23:00-04:00,2010-06-28 15:55:00-04:00,1828.5,1835.0,87.5,175.0pt,session_time,6.5,11.0
partial_midpoint_1p5r,2010-06-28,2010,Train,long,2010-06-28 10:22:00-04:00,2010-06-28 10:23:00-04:00,2010-06-28 15:55:00-04:00,1828.5,,87.5,50% midpoint / 50% 1.5R,target / session_time,6.5,11.0
timeboxed_1r_30m,2010-06-28,2010,Train,long,2010-06-28 10:22:00-04:00,2010-06-28 10:23:00-04:00,2010-06-28 10:53:00-04:00,1828.5,1840.0,87.5,87.5pt,timebox,11.5,21.0
fixed_1r,2010-07-05,2010,Train,long,2010-07-05 10:09:00-04:00,2010-07-05 10:10:00-04:00,2010-07-05 11:29:00-04:00,1721.25,1720.0,87.5,87.5pt,session_time,-1.25,-4.5
fixed_1p5r,2010-07-05,2010,Train,long,2010-07-05 10:09:00-04:00,2010-07-05 10:10:00-04:00,2010-07-05 11:29:00-04:00,1721.25,1720.0,87.5,131.25pt,session_time,-1.25,-4.5
fixed_2r,2010-07-05,2010,Train,long,2010-07-05 10:09:00-04:00,2010-07-05 10:10:00-04:00,2010-07-05 11:29:00-04:00,1721.25,1720.0,87.5,175.0pt,session_time,-1.25,-4.5
partial_midpoint_1p5r,2010-07-05,2010,Train,long,2010-07-05 10:09:00-04:00,2010-07-05 10:10:00-04:00,2010-07-05 11:29:00-04:00,1721.25,,87.5,50% midpoint / 50% 1.5R,session_time / session_time,-1.25,-4.5
timeboxed_1r_30m,2010-07-05,2010,Train,long,2010-07-05 10:09:00-04:00,2010-07-05 10:10:00-04:00,2010-07-05 10:40:00-04:00,1721.25,1721.5,87.5,87.5pt,timebox,0.25,-1.5
fixed_1r,2010-07-06,2010,Train,short,2010-07-06 11:07:00-04:00,2010-07-06 11:08:00-04:00,2010-07-06 15:55:00-04:00,1754.0,1725.5,87.5,87.5pt,session_time,28.5,55.0
fixed_1p5r,2010-07-06,2010,Train,short,2010-07-06 11:07:00-04:00,2010-07-06 11:08:00-04:00,2010-07-06 15:55:00-04:00,1754.0,1725.5,87.5,131.25pt,session_time,28.5,55.0
fixed_2r,2010-07-06,2010,Train,short,2010-07-06 11:07:00-04:00,2010-07-06 11:08:00-04:00,2010-07-06 15:55:00-04:00,1754.0,1725.5,87.5,175.0pt,session_time,28.5,55.0
partial_midpoint_1p5r,2010-07-06,2010,Train,short,2010-07-06 11:07:00-04:00,2010-07-06 11:08:00-04:00,2010-07-06 15:55:00-04:00,1754.0,,87.5,50% midpoint / 50% 1.5R,target / session_time,16.0,30.0
timeboxed_1r_30m,2010-07-06,2010,Train,short,2010-07-06 11:07:00-04:00,2010-07-06 11:08:00-04:00,2010-07-06 11:38:00-04:00,1754.0,1754.75,87.5,87.5pt,timebox,-0.75,-3.5
fixed_1r,2010-07-12,2010,Train,long,2010-07-12 11:12:00-04:00,2010-07-12 11:13:00-04:00,2010-07-12 15:55:00-04:00,1809.25,1818.25,87.5,87.5pt,session_time,9.0,16.0
fixed_1p5r,2010-07-12,2010,Train,long,2010-07-12 11:12:00-04:00,2010-07-12 11:13:00-04:00,2010-07-12 15:55:00-04:00,1809.25,1818.25,87.5,131.25pt,session_time,9.0,16.0
fixed_2r,2010-07-12,2010,Train,long,2010-07-12 11:12:00-04:00,2010-07-12 11:13:00-04:00,2010-07-12 15:55:00-04:00,1809.25,1818.25,87.5,175.0pt,session_time,9.0,16.0
partial_midpoint_1p5r,2010-07-12,2010,Train,long,2010-07-12 11:12:00-04:00,2010-07-12 11:13:00-04:00,2010-07-12 15:55:00-04:00,1809.25,,87.5,50% midpoint / 50% 1.5R,target / session_time,9.625,17.25
timeboxed_1r_30m,2010-07-12,2010,Train,long,2010-07-12 11:12:00-04:00,2010-07-12 11:13:00-04:00,2010-07-12 11:43:00-04:00,1809.25,1810.75,87.5,87.5pt,timebox,1.5,1.0
fixed_1r,2010-07-19,2010,Train,long,2010-07-19 10:14:00-04:00,2010-07-19 10:15:00-04:00,2010-07-19 15:55:00-04:00,1806.0,1816.75,87.5,87.5pt,session_time,10.75,19.5
fixed_1p5r,2010-07-19,2010,Train,long,2010-07-19 10:14:00-04:00,2010-07-19 10:15:00-04:00,2010-07-19 15:55:00-04:00,1806.0,1816.75,87.5,131.25pt,session_time,10.75,19.5
fixed_2r,2010-07-19,2010,Train,long,2010-07-19 10:14:00-04:00,2010-07-19 10:15:00-04:00,2010-07-19 15:55:00-04:00,1806.0,1816.75,87.5,175.0pt,session_time,10.75,19.5
partial_midpoint_1p5r,2010-07-19,2010,Train,long,2010-07-19 10:14:00-04:00,2010-07-19 10:15:00-04:00,2010-07-19 15:55:00-04:00,1806.0,,87.5,50% midpoint / 50% 1.5R,target / session_time,8.5,15.0
timeboxed_1r_30m,2010-07-19,2010,Train,long,2010-07-19 10:14:00-04:00,2010-07-19 10:15:00-04:00,2010-07-19 10:45:00-04:00,1806.0,1802.0,87.5,87.5pt,timebox,-4.0,-10.0
fixed_1r,2010-07-26,2010,Train,short,2010-07-26 10:21:00-04:00,2010-07-26 10:22:00-04:00,2010-07-26 15:55:00-04:00,1874.25,1887.0,87.5,87.5pt,session_time,-12.75,-27.5
fixed_1p5r,2010-07-26,2010,Train,short,2010-07-26 10:21:00-04:00,2010-07-26 10:22:00-04:00,2010-07-26 15:55:00-04:00,1874.25,1887.0,87.5,131.25pt,session_time,-12.75,-27.5
fixed_2r,2010-07-26,2010,Train,short,2010-07-26 10:21:00-04:00,2010-07-26 10:22:00-04:00,2010-07-26 15:55:00-04:00,1874.25,1887.0,87.5,175.0pt,session_time,-12.75,-27.5
partial_midpoint_1p5r,2010-07-26,2010,Train,short,2010-07-26 10:21:00-04:00,2010-07-26 10:22:00-04:00,2010-07-26 15:55:00-04:00,1874.25,,87.5,50% midpoint / 50% 1.5R,session_time / session_time,-12.75,-27.5
timeboxed_1r_30m,2010-07-26,2010,Train,short,2010-07-26 10:21:00-04:00,2010-07-26 10:22:00-04:00,2010-07-26 10:52:00-04:00,1874.25,1875.25,87.5,87.5pt,timebox,-1.0,-4.0
fixed_1r,2010-08-09,2010,Train,short,2010-08-09 14:35:00-04:00,2010-08-09 14:36:00-04:00,2010-08-09 15:55:00-04:00,1913.0,1914.25,87.5,87.5pt,session_time,-1.25,-4.5
fixed_1p5r,2010-08-09,2010,Train,short,2010-08-09 14:35:00-04:00,2010-08-09 14:36:00-04:00,2010-08-09 15:55:00-04:00,1913.0,1914.25,87.5,131.25pt,session_time,-1.25,-4.5
fixed_2r,2010-08-09,2010,Train,short,2010-08-09 14:35:00-04:00,2010-08-09 14:36:00-04:00,2010-08-09 15:55:00-04:00,1913.0,1914.25,87.5,175.0pt,session_time,-1.25,-4.5
partial_midpoint_1p5r,2010-08-09,2010,Train,short,2010-08-09 14:35:00-04:00,2010-08-09 14:36:00-04:00,2010-08-09 15:55:00-04:00,1913.0,,87.5,50% midpoint / 50% 1.5R,session_time / session_time,-1.25,-4.5
timeboxed_1r_30m,2010-08-09,2010,Train,short,2010-08-09 14:35:00-04:00,2010-08-09 14:36:00-04:00,2010-08-09 15:06:00-04:00,1913.0,1916.0,87.5,87.5pt,timebox,-3.0,-8.0
fixed_1r,2010-08-16,2010,Train,short,2010-08-16 14:42:00-04:00,2010-08-16 14:43:00-04:00,2010-08-16 15:55:00-04:00,1820.25,1820.0,87.5,87.5pt,session_time,0.25,-1.5
fixed_1p5r,2010-08-16,2010,Train,short,2010-08-16 14:42:00-04:00,2010-08-16 14:43:00-04:00,2010-08-16 15:55:00-04:00,1820.25,1820.0,87.5,131.25pt,session_time,0.25,-1.5
fixed_2r,2010-08-16,2010,Train,short,2010-08-16 14:42:00-04:00,2010-08-16 14:43:00-04:00,2010-08-16 15:55:00-04:00,1820.25,1820.0,87.5,175.0pt,session_time,0.25,-1.5
partial_midpoint_1p5r,2010-08-16,2010,Train,short,2010-08-16 14:42:00-04:00,2010-08-16 14:43:00-04:00,2010-08-16 15:55:00-04:00,1820.25,,87.5,50% midpoint / 50% 1.5R,session_time / session_time,0.25,-1.5
timeboxed_1r_30m,2010-08-16,2010,Train,short,2010-08-16 14:42:00-04:00,2010-08-16 14:43:00-04:00,2010-08-16 15:13:00-04:00,1820.25,1812.75,87.5,87.5pt,timebox,7.5,13.0
fixed_1r,2010-08-23,2010,Train,long,2010-08-23 10:06:00-04:00,2010-08-23 10:07:00-04:00,2010-08-23 15:55:00-04:00,1834.0,1809.0,87.5,87.5pt,session_time,-25.0,-52.0
fixed_1p5r,2010-08-23,2010,Train,long,2010-08-23 10:06:00-04:00,2010-08-23 10:07:00-04:00,2010-08-23 15:55:00-04:00,1834.0,1809.0,87.5,131.25pt,session_time,-25.0,-52.0
fixed_2r,2010-08-23,2010,Train,long,2010-08-23 10:06:00-04:00,2010-08-23 10:07:00-04:00,2010-08-23 15:55:00-04:00,1834.0,1809.0,87.5,175.0pt,session_time,-25.0,-52.0
partial_midpoint_1p5r,2010-08-23,2010,Train,long,2010-08-23 10:06:00-04:00,2010-08-23 10:07:00-04:00,2010-08-23 15:55:00-04:00,1834.0,,87.5,50% midpoint / 50% 1.5R,session_time / session_time,-25.0,-52.0
timeboxed_1r_30m,2010-08-23,2010,Train,long,2010-08-23 10:06:00-04:00,2010-08-23 10:07:00-04:00,2010-08-23 10:37:00-04:00,1834.0,1824.0,87.5,87.5pt,timebox,-10.0,-22.0
fixed_1r,2010-08-30,2010,Train,short,2010-08-30 10:07:00-04:00,2010-08-30 10:08:00-04:00,2010-08-30 15:55:00-04:00,1797.0,1773.75,87.5,87.5pt,session_time,23.25,44.5
fixed_1p5r,2010-08-30,2010,Train,short,2010-08-30 10:07:00-04:00,2010-08-30 10:08:00-04:00,2010-08-30 15:55:00-04:00,1797.0,1773.75,87.5,131.25pt,session_time,23.25,44.5
fixed_2r,2010-08-30,2010,Train,short,2010-08-30 10:07:00-04:00,2010-08-30 10:08:00-04:00,2010-08-30 15:55:00-04:00,1797.0,1773.75,87.5,175.0pt,session_time,23.25,44.5
partial_midpoint_1p5r,2010-08-30,2010,Train,short,2010-08-30 10:07:00-04:00,2010-08-30 10:08:00-04:00,2010-08-30 15:55:00-04:00,1797.0,,87.5,50% midpoint / 50% 1.5R,target / session_time,15.125,28.25
timeboxed_1r_30m,2010-08-30,2010,Train,short,2010-08-30 10:07:00-04:00,2010-08-30 10:08:00-04:00,2010-08-30 10:38:00-04:00,1797.0,1789.75,87.5,87.5pt,timebox,7.25,12.5
fixed_1r,2010-09-07,2010,Train,long,2010-09-07 10:04:00-04:00,2010-09-07 10:05:00-04:00,2010-09-07 15:55:00-04:00,1858.25,1855.25,87.5,87.5pt,session_time,-3.0,-8.0
fixed_1p5r,2010-09-07,2010,Train,long,2010-09-07 10:04:00-04:00,2010-09-07 10:05:00-04:00,2010-09-07 15:55:00-04:00,1858.25,1855.25,87.5,131.25pt,session_time,-3.0,-8.0
fixed_2r,2010-09-07,2010,Train,long,2010-09-07 10:04:00-04:00,2010-09-07 10:05:00-04:00,2010-09-07 15:55:00-04:00,1858.25,1855.25,87.5,175.0pt,session_time,-3.0,-8.0
partial_midpoint_1p5r,2010-09-07,2010,Train,long,2010-09-07 10:04:00-04:00,2010-09-07 10:05:00-04:00,2010-09-07 15:55:00-04:00,1858.25,,87.5,50% midpoint / 50% 1.5R,target / session_time,1.625,1.25
timeboxed_1r_30m,2010-09-07,2010,Train,long,2010-09-07 10:04:00-04:00,2010-09-07 10:05:00-04:00,2010-09-07 10:35:00-04:00,1858.25,1857.75,87.5,87.5pt,timebox,-0.5,-3.0
fixed_1r,2010-09-13,2010,Train,short,2010-09-13 10:32:00-04:00,2010-09-13 10:33:00-04:00,2010-09-13 15:55:00-04:00,1917.0,1921.0,87.5,87.5pt,session_time,-4.0,-10.0
fixed_1p5r,2010-09-13,2010,Train,short,2010-09-13 10:32:00-04:00,2010-09-13 10:33:00-04:00,2010-09-13 15:55:00-04:00,1917.0,1921.0,87.5,131.25pt,session_time,-4.0,-10.0
fixed_2r,2010-09-13,2010,Train,short,2010-09-13 10:32:00-04:00,2010-09-13 10:33:00-04:00,2010-09-13 15:55:00-04:00,1917.0,1921.0,87.5,175.0pt,session_time,-4.0,-10.0
partial_midpoint_1p5r,2010-09-13,2010,Train,short,2010-09-13 10:32:00-04:00,2010-09-13 10:33:00-04:00,2010-09-13 15:55:00-04:00,1917.0,,87.5,50% midpoint / 50% 1.5R,target / session_time,0.875,-0.25
timeboxed_1r_30m,2010-09-13,2010,Train,short,2010-09-13 10:32:00-04:00,2010-09-13 10:33:00-04:00,2010-09-13 11:03:00-04:00,1917.0,1919.0,87.5,87.5pt,timebox,-2.0,-6.0
fixed_1r,2010-09-27,2010,Train,long,2010-09-27 11:22:00-04:00,2010-09-27 11:23:00-04:00,2010-09-27 15:55:00-04:00,2013.0,2008.0,87.5,87.5pt,session_time,-5.0,-12.0
fixed_1p5r,2010-09-27,2010,Train,long,2010-09-27 11:22:00-04:00,2010-09-27 11:23:00-04:00,2010-09-27 15:55:00-04:00,2013.0,2008.0,87.5,131.25pt,session_time,-5.0,-12.0
fixed_2r,2010-09-27,2010,Train,long,2010-09-27 11:22:00-04:00,2010-09-27 11:23:00-04:00,2010-09-27 15:55:00-04:00,2013.0,2008.0,87.5,175.0pt,session_time,-5.0,-12.0
partial_midpoint_1p5r,2010-09-27,2010,Train,long,2010-09-27 11:22:00-04:00,2010-09-27 11:23:00-04:00,2010-09-27 15:55:00-04:00,2013.0,,87.5,50% midpoint / 50% 1.5R,target / session_time,-0.5,-3.0
timeboxed_1r_30m,2010-09-27,2010,Train,long,2010-09-27 11:22:00-04:00,2010-09-27 11:23:00-04:00,2010-09-27 11:53:00-04:00,2013.0,2012.5,87.5,87.5pt,timebox,-0.5,-3.0
fixed_1r,2010-10-04,2010,Train,long,2010-10-04 10:02:00-04:00,2010-10-04 10:03:00-04:00,2010-10-04 15:55:00-04:00,1986.0,1971.75,87.5,87.5pt,session_time,-14.25,-30.5
fixed_1p5r,2010-10-04,2010,Train,long,2010-10-04 10:02:00-04:00,2010-10-04 10:03:00-04:00,2010-10-04 15:55:00-04:00,1986.0,1971.75,87.5,131.25pt,session_time,-14.25,-30.5
fixed_2r,2010-10-04,2010,Train,long,2010-10-04 10:02:00-04:00,2010-10-04 10:03:00-04:00,2010-10-04 15:55:00-04:00,1986.0,1971.75,87.5,175.0pt,session_time,-14.25,-30.5
partial_midpoint_1p5r,2010-10-04,2010,Train,long,2010-10-04 10:02:00-04:00,2010-10-04 10:03:00-04:00,2010-10-04 15:55:00-04:00,1986.0,,87.5,50% midpoint / 50% 1.5R,target / session_time,-4.875,-11.75
timeboxed_1r_30m,2010-10-04,2010,Train,long,2010-10-04 10:02:00-04:00,2010-10-04 10:03:00-04:00,2010-10-04 10:33:00-04:00,1986.0,1989.75,87.5,87.5pt,timebox,3.75,5.5
fixed_1r,2010-10-11,2010,Train,short,2010-10-11 10:06:00-04:00,2010-10-11 10:07:00-04:00,2010-10-11 15:55:00-04:00,2031.5,2024.0,87.5,87.5pt,session_time,7.5,13.0
fixed_1p5r,2010-10-11,2010,Train,short,2010-10-11 10:06:00-04:00,2010-10-11 10:07:00-04:00,2010-10-11 15:55:00-04:00,2031.5,2024.0,87.5,131.25pt,session_time,7.5,13.0
fixed_2r,2010-10-11,2010,Train,short,2010-10-11 10:06:00-04:00,2010-10-11 10:07:00-04:00,2010-10-11 15:55:00-04:00,2031.5,2024.0,87.5,175.0pt,session_time,7.5,13.0
partial_midpoint_1p5r,2010-10-11,2010,Train,short,2010-10-11 10:06:00-04:00,2010-10-11 10:07:00-04:00,2010-10-11 15:55:00-04:00,2031.5,,87.5,50% midpoint / 50% 1.5R,target / session_time,5.75,9.5
timeboxed_1r_30m,2010-10-11,2010,Train,short,2010-10-11 10:06:00-04:00,2010-10-11 10:07:00-04:00,2010-10-11 10:37:00-04:00,2031.5,2030.75,87.5,87.5pt,timebox,0.75,-0.5
fixed_1r,2010-10-18,2010,Train,short,2010-10-18 10:12:00-04:00,2010-10-18 10:13:00-04:00,2010-10-18 15:55:00-04:00,2098.5,2101.0,87.5,87.5pt,session_time,-2.5,-7.0
fixed_1p5r,2010-10-18,2010,Train,short,2010-10-18 10:12:00-04:00,2010-10-18 10:13:00-04:00,2010-10-18 15:55:00-04:00,2098.5,2101.0,87.5,131.25pt,session_time,-2.5,-7.0
fixed_2r,2010-10-18,2010,Train,short,2010-10-18 10:12:00-04:00,2010-10-18 10:13:00-04:00,2010-10-18 15:55:00-04:00,2098.5,2101.0,87.5,175.0pt,session_time,-2.5,-7.0
partial_midpoint_1p5r,2010-10-18,2010,Train,short,2010-10-18 10:12:00-04:00,2010-10-18 10:13:00-04:00,2010-10-18 15:55:00-04:00,2098.5,,87.5,50% midpoint / 50% 1.5R,target / session_time,1.0,0.0
timeboxed_1r_30m,2010-10-18,2010,Train,short,2010-10-18 10:12:00-04:00,2010-10-18 10:13:00-04:00,2010-10-18 10:43:00-04:00,2098.5,2095.5,87.5,87.5pt,timebox,3.0,4.0
fixed_1r,2010-10-25,2010,Train,short,2010-10-25 10:01:00-04:00,2010-10-25 10:02:00-04:00,2010-10-25 15:55:00-04:00,2121.75,2112.75,87.5,87.5pt,session_time,9.0,16.0
fixed_1p5r,2010-10-25,2010,Train,short,2010-10-25 10:01:00-04:00,2010-10-25 10:02:00-04:00,2010-10-25 15:55:00-04:00,2121.75,2112.75,87.5,131.25pt,session_time,9.0,16.0
fixed_2r,2010-10-25,2010,Train,short,2010-10-25 10:01:00-04:00,2010-10-25 10:02:00-04:00,2010-10-25 15:55:00-04:00,2121.75,2112.75,87.5,175.0pt,session_time,9.0,16.0
partial_midpoint_1p5r,2010-10-25,2010,Train,short,2010-10-25 10:01:00-04:00,2010-10-25 10:02:00-04:00,2010-10-25 15:55:00-04:00,2121.75,,87.5,50% midpoint / 50% 1.5R,target / session_time,7.0625,12.125
timeboxed_1r_30m,2010-10-25,2010,Train,short,2010-10-25 10:01:00-04:00,2010-10-25 10:02:00-04:00,2010-10-25 10:32:00-04:00,2121.75,2118.0,87.5,87.5pt,timebox,3.75,5.5
fixed_1r,2010-11-01,2010,Train,short,2010-11-01 10:08:00-04:00,2010-11-01 10:09:00-04:00,2010-11-01 15:55:00-04:00,2143.25,2125.0,87.5,87.5pt,session_time,18.25,34.5
fixed_1p5r,2010-11-01,2010,Train,short,2010-11-01 10:08:00-04:00,2010-11-01 10:09:00-04:00,2010-11-01 15:55:00-04:00,2143.25,2125.0,87.5,131.25pt,session_time,18.25,34.5
fixed_2r,2010-11-01,2010,Train,short,2010-11-01 10:08:00-04:00,2010-11-01 10:09:00-04:00,2010-11-01 15:55:00-04:00,2143.25,2125.0,87.5,175.0pt,session_time,18.25,34.5
partial_midpoint_1p5r,2010-11-01,2010,Train,short,2010-11-01 10:08:00-04:00,2010-11-01 10:09:00-04:00,2010-11-01 15:55:00-04:00,2143.25,,87.5,50% midpoint / 50% 1.5R,target / session_time,12.0625,22.125
timeboxed_1r_30m,2010-11-01,2010,Train,short,2010-11-01 10:08:00-04:00,2010-11-01 10:09:00-04:00,2010-11-01 10:39:00-04:00,2143.25,2137.5,87.5,87.5pt,timebox,5.75,9.5
fixed_1r,2010-11-08,2010,Train,short,2010-11-08 11:02:00-05:00,2010-11-08 11:03:00-05:00,2010-11-08 15:55:00-05:00,2181.5,2183.75,87.5,87.5pt,session_time,-2.25,-6.5
fixed_1p5r,2010-11-08,2010,Train,short,2010-11-08 11:02:00-05:00,2010-11-08 11:03:00-05:00,2010-11-08 15:55:00-05:00,2181.5,2183.75,87.5,131.25pt,session_time,-2.25,-6.5
fixed_2r,2010-11-08,2010,Train,short,2010-11-08 11:02:00-05:00,2010-11-08 11:03:00-05:00,2010-11-08 15:55:00-05:00,2181.5,2183.75,87.5,175.0pt,session_time,-2.25,-6.5
partial_midpoint_1p5r,2010-11-08,2010,Train,short,2010-11-08 11:02:00-05:00,2010-11-08 11:03:00-05:00,2010-11-08 15:55:00-05:00,2181.5,,87.5,50% midpoint / 50% 1.5R,session_time / session_time,-2.25,-6.5
timeboxed_1r_30m,2010-11-08,2010,Train,short,2010-11-08 11:02:00-05:00,2010-11-08 11:03:00-05:00,2010-11-08 11:33:00-05:00,2181.5,2185.5,87.5,87.5pt,timebox,-4.0,-10.0
fixed_1r,2010-11-15,2010,Train,long,2010-11-15 10:04:00-05:00,2010-11-15 10:05:00-05:00,2010-11-15 15:55:00-05:00,2134.25,2128.25,87.5,87.5pt,session_time,-6.0,-14.0
fixed_1p5r,2010-11-15,2010,Train,long,2010-11-15 10:04:00-05:00,2010-11-15 10:05:00-05:00,2010-11-15 15:55:00-05:00,2134.25,2128.25,87.5,131.25pt,session_time,-6.0,-14.0
fixed_2r,2010-11-15,2010,Train,long,2010-11-15 10:04:00-05:00,2010-11-15 10:05:00-05:00,2010-11-15 15:55:00-05:00,2134.25,2128.25,87.5,175.0pt,session_time,-6.0,-14.0
partial_midpoint_1p5r,2010-11-15,2010,Train,long,2010-11-15 10:04:00-05:00,2010-11-15 10:05:00-05:00,2010-11-15 15:55:00-05:00,2134.25,,87.5,50% midpoint / 50% 1.5R,target / session_time,1.1875,0.375
timeboxed_1r_30m,2010-11-15,2010,Train,long,2010-11-15 10:04:00-05:00,2010-11-15 10:05:00-05:00,2010-11-15 10:35:00-05:00,2134.25,2136.5,87.5,87.5pt,timebox,2.25,2.5
fixed_1r,2010-11-22,2010,Train,short,2010-11-22 10:17:00-05:00,2010-11-22 10:18:00-05:00,2010-11-22 15:55:00-05:00,2147.0,2149.25,87.5,87.5pt,session_time,-2.25,-6.5
fixed_1p5r,2010-11-22,2010,Train,short,2010-11-22 10:17:00-05:00,2010-11-22 10:18:00-05:00,2010-11-22 15:55:00-05:00,2147.0,2149.25,87.5,131.25pt,session_time,-2.25,-6.5
fixed_2r,2010-11-22,2010,Train,short,2010-11-22 10:17:00-05:00,2010-11-22 10:18:00-05:00,2010-11-22 15:55:00-05:00,2147.0,2149.25,87.5,175.0pt,session_time,-2.25,-6.5
partial_midpoint_1p5r,2010-11-22,2010,Train,short,2010-11-22 10:17:00-05:00,2010-11-22 10:18:00-05:00,2010-11-22 15:55:00-05:00,2147.0,,87.5,50% midpoint / 50% 1.5R,target / session_time,4.5,7.0
timeboxed_1r_30m,2010-11-22,2010,Train,short,2010-11-22 10:17:00-05:00,2010-11-22 10:18:00-05:00,2010-11-22 10:48:00-05:00,2147.0,2134.0,87.5,87.5pt,timebox,13.0,24.0
fixed_1r,2010-11-26,2010,Train,short,2010-11-26 10:32:00-05:00,2010-11-26 10:33:00-05:00,2010-11-26 13:14:00-05:00,2156.25,2145.25,87.5,87.5pt,session_time,11.0,20.0
fixed_1p5r,2010-11-26,2010,Train,short,2010-11-26 10:32:00-05:00,2010-11-26 10:33:00-05:00,2010-11-26 13:14:00-05:00,2156.25,2145.25,87.5,131.25pt,session_time,11.0,20.0
fixed_2r,2010-11-26,2010,Train,short,2010-11-26 10:32:00-05:00,2010-11-26 10:33:00-05:00,2010-11-26 13:14:00-05:00,2156.25,2145.25,87.5,175.0pt,session_time,11.0,20.0
partial_midpoint_1p5r,2010-11-26,2010,Train,short,2010-11-26 10:32:00-05:00,2010-11-26 10:33:00-05:00,2010-11-26 13:14:00-05:00,2156.25,,87.5,50% midpoint / 50% 1.5R,target / session_time,9.1875,16.375
timeboxed_1r_30m,2010-11-26,2010,Train,short,2010-11-26 10:32:00-05:00,2010-11-26 10:33:00-05:00,2010-11-26 11:03:00-05:00,2156.25,2152.75,87.5,87.5pt,timebox,3.5,5.0
fixed_1r,2010-11-29,2010,Train,long,2010-11-29 10:05:00-05:00,2010-11-29 10:06:00-05:00,2010-11-29 15:55:00-05:00,2121.25,2146.5,87.5,87.5pt,session_time,25.25,48.5
