candidate,session_date,year,period,side,signal_ts,entry_ts,exit_ts,entry,exit,stop_points,target,exit_kind,gross_points,net_dollars
partial_midpoint_1p5r,2017-09-05,2017,Train,short,2017-09-05 10:18:00-04:00,2017-09-05 10:19:00-04:00,2017-09-05 15:55:00-04:00,5981.5,,87.5,50% midpoint / 50% 1.5R,target / session_time,31.25,60.5
timeboxed_1r_30m,2017-09-05,2017,Train,short,2017-09-05 10:18:00-04:00,2017-09-05 10:19:00-04:00,2017-09-05 10:49:00-04:00,5981.5,5959.5,87.5,87.5pt,timebox,22.0,42.0
fixed_1r,2017-09-06,2017,Train,long,2017-09-06 12:19:00-04:00,2017-09-06 12:20:00-04:00,2017-09-06 15:55:00-04:00,5938.25,5952.5,87.5,87.5pt,session_time,14.25,26.5
fixed_1p5r,2017-09-06,2017,Train,long,2017-09-06 12:19:00-04:00,2017-09-06 12:20:00-04:00,2017-09-06 15:55:00-04:00,5938.25,5952.5,87.5,131.25pt,session_time,14.25,26.5
fixed_2r,2017-09-06,2017,Train,long,2017-09-06 12:19:00-04:00,2017-09-06 12:20:00-04:00,2017-09-06 15:55:00-04:00,5938.25,5952.5,87.5,175.0pt,session_time,14.25,26.5
partial_midpoint_1p5r,2017-09-06,2017,Train,long,2017-09-06 12:19:00-04:00,2017-09-06 12:20:00-04:00,2017-09-06 15:55:00-04:00,5938.25,,87.5,50% midpoint / 50% 1.5R,target / session_time,12.8125,23.625
timeboxed_1r_30m,2017-09-06,2017,Train,long,2017-09-06 12:19:00-04:00,2017-09-06 12:20:00-04:00,2017-09-06 12:50:00-04:00,5938.25,5942.5,87.5,87.5pt,timebox,4.25,6.5
fixed_1r,2017-09-07,2017,Train,long,2017-09-07 10:05:00-04:00,2017-09-07 10:06:00-04:00,2017-09-07 15:55:00-04:00,5949.0,5966.5,87.5,87.5pt,session_time,17.5,33.0
fixed_1p5r,2017-09-07,2017,Train,long,2017-09-07 10:05:00-04:00,2017-09-07 10:06:00-04:00,2017-09-07 15:55:00-04:00,5949.0,5966.5,87.5,131.25pt,session_time,17.5,33.0
fixed_2r,2017-09-07,2017,Train,long,2017-09-07 10:05:00-04:00,2017-09-07 10:06:00-04:00,2017-09-07 15:55:00-04:00,5949.0,5966.5,87.5,175.0pt,session_time,17.5,33.0
partial_midpoint_1p5r,2017-09-07,2017,Train,long,2017-09-07 10:05:00-04:00,2017-09-07 10:06:00-04:00,2017-09-07 15:55:00-04:00,5949.0,,87.5,50% midpoint / 50% 1.5R,target / session_time,12.875,23.75
timeboxed_1r_30m,2017-09-07,2017,Train,long,2017-09-07 10:05:00-04:00,2017-09-07 10:06:00-04:00,2017-09-07 10:36:00-04:00,5949.0,5964.0,87.5,87.5pt,timebox,15.0,28.0
fixed_1r,2017-09-08,2017,Train,long,2017-09-08 10:16:00-04:00,2017-09-08 10:17:00-04:00,2017-09-08 15:55:00-04:00,5950.75,5920.25,87.5,87.5pt,session_time,-30.5,-63.0
fixed_1p5r,2017-09-08,2017,Train,long,2017-09-08 10:16:00-04:00,2017-09-08 10:17:00-04:00,2017-09-08 15:55:00-04:00,5950.75,5920.25,87.5,131.25pt,session_time,-30.5,-63.0
fixed_2r,2017-09-08,2017,Train,long,2017-09-08 10:16:00-04:00,2017-09-08 10:17:00-04:00,2017-09-08 15:55:00-04:00,5950.75,5920.25,87.5,175.0pt,session_time,-30.5,-63.0
partial_midpoint_1p5r,2017-09-08,2017,Train,long,2017-09-08 10:16:00-04:00,2017-09-08 10:17:00-04:00,2017-09-08 15:55:00-04:00,5950.75,,87.5,50% midpoint / 50% 1.5R,session_time / session_time,-30.5,-63.0
timeboxed_1r_30m,2017-09-08,2017,Train,long,2017-09-08 10:16:00-04:00,2017-09-08 10:17:00-04:00,2017-09-08 10:47:00-04:00,5950.75,5948.0,87.5,87.5pt,timebox,-2.75,-7.5
fixed_1r,2017-09-11,2017,Train,short,2017-09-11 10:18:00-04:00,2017-09-11 10:19:00-04:00,2017-09-11 15:55:00-04:00,5995.0,5987.0,87.5,87.5pt,session_time,8.0,14.0
fixed_1p5r,2017-09-11,2017,Train,short,2017-09-11 10:18:00-04:00,2017-09-11 10:19:00-04:00,2017-09-11 15:55:00-04:00,5995.0,5987.0,87.5,131.25pt,session_time,8.0,14.0
fixed_2r,2017-09-11,2017,Train,short,2017-09-11 10:18:00-04:00,2017-09-11 10:19:00-04:00,2017-09-11 15:55:00-04:00,5995.0,5987.0,87.5,175.0pt,session_time,8.0,14.0
partial_midpoint_1p5r,2017-09-11,2017,Train,short,2017-09-11 10:18:00-04:00,2017-09-11 10:19:00-04:00,2017-09-11 15:55:00-04:00,5995.0,,87.5,50% midpoint / 50% 1.5R,target / session_time,10.75,19.5
timeboxed_1r_30m,2017-09-11,2017,Train,short,2017-09-11 10:18:00-04:00,2017-09-11 10:19:00-04:00,2017-09-11 10:49:00-04:00,5995.0,5985.5,87.5,87.5pt,timebox,9.5,17.0
fixed_1r,2017-09-12,2017,Train,long,2017-09-12 10:10:00-04:00,2017-09-12 10:11:00-04:00,2017-09-12 15:55:00-04:00,5988.0,5997.75,87.5,87.5pt,session_time,9.75,17.5
fixed_1p5r,2017-09-12,2017,Train,long,2017-09-12 10:10:00-04:00,2017-09-12 10:11:00-04:00,2017-09-12 15:55:00-04:00,5988.0,5997.75,87.5,131.25pt,session_time,9.75,17.5
fixed_2r,2017-09-12,2017,Train,long,2017-09-12 10:10:00-04:00,2017-09-12 10:11:00-04:00,2017-09-12 15:55:00-04:00,5988.0,5997.75,87.5,175.0pt,session_time,9.75,17.5
partial_midpoint_1p5r,2017-09-12,2017,Train,long,2017-09-12 10:10:00-04:00,2017-09-12 10:11:00-04:00,2017-09-12 15:55:00-04:00,5988.0,,87.5,50% midpoint / 50% 1.5R,target / session_time,10.5625,19.125
timeboxed_1r_30m,2017-09-12,2017,Train,long,2017-09-12 10:10:00-04:00,2017-09-12 10:11:00-04:00,2017-09-12 10:41:00-04:00,5988.0,5988.5,87.5,87.5pt,timebox,0.5,-1.0
fixed_1r,2017-09-13,2017,Train,short,2017-09-13 10:15:00-04:00,2017-09-13 10:16:00-04:00,2017-09-13 15:55:00-04:00,6000.25,6010.75,87.5,87.5pt,session_time,-10.5,-23.0
fixed_1p5r,2017-09-13,2017,Train,short,2017-09-13 10:15:00-04:00,2017-09-13 10:16:00-04:00,2017-09-13 15:55:00-04:00,6000.25,6010.75,87.5,131.25pt,session_time,-10.5,-23.0
fixed_2r,2017-09-13,2017,Train,short,2017-09-13 10:15:00-04:00,2017-09-13 10:16:00-04:00,2017-09-13 15:55:00-04:00,6000.25,6010.75,87.5,175.0pt,session_time,-10.5,-23.0
partial_midpoint_1p5r,2017-09-13,2017,Train,short,2017-09-13 10:15:00-04:00,2017-09-13 10:16:00-04:00,2017-09-13 15:55:00-04:00,6000.25,,87.5,50% midpoint / 50% 1.5R,target / session_time,-1.5625,-5.125
timeboxed_1r_30m,2017-09-13,2017,Train,short,2017-09-13 10:15:00-04:00,2017-09-13 10:16:00-04:00,2017-09-13 10:46:00-04:00,6000.25,5997.5,87.5,87.5pt,timebox,2.75,3.5
fixed_1r,2017-09-14,2017,Train,short,2017-09-14 10:38:00-04:00,2017-09-14 10:39:00-04:00,2017-09-14 15:55:00-04:00,5990.25,5973.5,87.5,87.5pt,session_time,16.75,31.5
fixed_1p5r,2017-09-14,2017,Train,short,2017-09-14 10:38:00-04:00,2017-09-14 10:39:00-04:00,2017-09-14 15:55:00-04:00,5990.25,5973.5,87.5,131.25pt,session_time,16.75,31.5
fixed_2r,2017-09-14,2017,Train,short,2017-09-14 10:38:00-04:00,2017-09-14 10:39:00-04:00,2017-09-14 15:55:00-04:00,5990.25,5973.5,87.5,175.0pt,session_time,16.75,31.5
partial_midpoint_1p5r,2017-09-14,2017,Train,short,2017-09-14 10:38:00-04:00,2017-09-14 10:39:00-04:00,2017-09-14 15:55:00-04:00,5990.25,,87.5,50% midpoint / 50% 1.5R,target / session_time,13.3125,24.625
timeboxed_1r_30m,2017-09-14,2017,Train,short,2017-09-14 10:38:00-04:00,2017-09-14 10:39:00-04:00,2017-09-14 11:09:00-04:00,5990.25,5998.5,87.5,87.5pt,timebox,-8.25,-18.5
fixed_1r,2017-09-15,2017,Train,short,2017-09-15 10:06:00-04:00,2017-09-15 10:07:00-04:00,2017-09-15 15:55:00-04:00,5972.0,5994.0,87.5,87.5pt,session_time,-22.0,-46.0
fixed_1p5r,2017-09-15,2017,Train,short,2017-09-15 10:06:00-04:00,2017-09-15 10:07:00-04:00,2017-09-15 15:55:00-04:00,5972.0,5994.0,87.5,131.25pt,session_time,-22.0,-46.0
fixed_2r,2017-09-15,2017,Train,short,2017-09-15 10:06:00-04:00,2017-09-15 10:07:00-04:00,2017-09-15 15:55:00-04:00,5972.0,5994.0,87.5,175.0pt,session_time,-22.0,-46.0
partial_midpoint_1p5r,2017-09-15,2017,Train,short,2017-09-15 10:06:00-04:00,2017-09-15 10:07:00-04:00,2017-09-15 15:55:00-04:00,5972.0,,87.5,50% midpoint / 50% 1.5R,session_time / session_time,-22.0,-46.0
timeboxed_1r_30m,2017-09-15,2017,Train,short,2017-09-15 10:06:00-04:00,2017-09-15 10:07:00-04:00,2017-09-15 10:37:00-04:00,5972.0,5984.5,87.5,87.5pt,timebox,-12.5,-27.0
fixed_1r,2017-09-19,2017,Train,short,2017-09-19 12:18:00-04:00,2017-09-19 12:19:00-04:00,2017-09-19 15:55:00-04:00,5998.75,5995.25,87.5,87.5pt,session_time,3.5,5.0
fixed_1p5r,2017-09-19,2017,Train,short,2017-09-19 12:18:00-04:00,2017-09-19 12:19:00-04:00,2017-09-19 15:55:00-04:00,5998.75,5995.25,87.5,131.25pt,session_time,3.5,5.0
fixed_2r,2017-09-19,2017,Train,short,2017-09-19 12:18:00-04:00,2017-09-19 12:19:00-04:00,2017-09-19 15:55:00-04:00,5998.75,5995.25,87.5,175.0pt,session_time,3.5,5.0
partial_midpoint_1p5r,2017-09-19,2017,Train,short,2017-09-19 12:18:00-04:00,2017-09-19 12:19:00-04:00,2017-09-19 15:55:00-04:00,5998.75,,87.5,50% midpoint / 50% 1.5R,session_time / session_time,3.5,5.0
timeboxed_1r_30m,2017-09-19,2017,Train,short,2017-09-19 12:18:00-04:00,2017-09-19 12:19:00-04:00,2017-09-19 12:49:00-04:00,5998.75,5996.5,87.5,87.5pt,timebox,2.25,2.5
fixed_1r,2017-09-20,2017,Train,long,2017-09-20 10:27:00-04:00,2017-09-20 10:28:00-04:00,2017-09-20 15:55:00-04:00,5986.0,5978.75,87.5,87.5pt,session_time,-7.25,-16.5
fixed_1p5r,2017-09-20,2017,Train,long,2017-09-20 10:27:00-04:00,2017-09-20 10:28:00-04:00,2017-09-20 15:55:00-04:00,5986.0,5978.75,87.5,131.25pt,session_time,-7.25,-16.5
fixed_2r,2017-09-20,2017,Train,long,2017-09-20 10:27:00-04:00,2017-09-20 10:28:00-04:00,2017-09-20 15:55:00-04:00,5986.0,5978.75,87.5,175.0pt,session_time,-7.25,-16.5
partial_midpoint_1p5r,2017-09-20,2017,Train,long,2017-09-20 10:27:00-04:00,2017-09-20 10:28:00-04:00,2017-09-20 15:55:00-04:00,5986.0,,87.5,50% midpoint / 50% 1.5R,session_time / session_time,-7.25,-16.5
timeboxed_1r_30m,2017-09-20,2017,Train,long,2017-09-20 10:27:00-04:00,2017-09-20 10:28:00-04:00,2017-09-20 10:58:00-04:00,5986.0,5968.25,87.5,87.5pt,timebox,-17.75,-37.5
fixed_1r,2017-09-21,2017,Train,long,2017-09-21 10:08:00-04:00,2017-09-21 10:09:00-04:00,2017-09-21 15:55:00-04:00,5936.75,5941.75,87.5,87.5pt,session_time,5.0,8.0
fixed_1p5r,2017-09-21,2017,Train,long,2017-09-21 10:08:00-04:00,2017-09-21 10:09:00-04:00,2017-09-21 15:55:00-04:00,5936.75,5941.75,87.5,131.25pt,session_time,5.0,8.0
fixed_2r,2017-09-21,2017,Train,long,2017-09-21 10:08:00-04:00,2017-09-21 10:09:00-04:00,2017-09-21 15:55:00-04:00,5936.75,5941.75,87.5,175.0pt,session_time,5.0,8.0
partial_midpoint_1p5r,2017-09-21,2017,Train,long,2017-09-21 10:08:00-04:00,2017-09-21 10:09:00-04:00,2017-09-21 15:55:00-04:00,5936.75,,87.5,50% midpoint / 50% 1.5R,target / session_time,10.75,19.5
timeboxed_1r_30m,2017-09-21,2017,Train,long,2017-09-21 10:08:00-04:00,2017-09-21 10:09:00-04:00,2017-09-21 10:39:00-04:00,5936.75,5927.25,87.5,87.5pt,timebox,-9.5,-21.0
fixed_1r,2017-09-22,2017,Train,short,2017-09-22 10:09:00-04:00,2017-09-22 10:10:00-04:00,2017-09-22 15:55:00-04:00,5940.75,5939.0,87.5,87.5pt,session_time,1.75,1.5
fixed_1p5r,2017-09-22,2017,Train,short,2017-09-22 10:09:00-04:00,2017-09-22 10:10:00-04:00,2017-09-22 15:55:00-04:00,5940.75,5939.0,87.5,131.25pt,session_time,1.75,1.5
fixed_2r,2017-09-22,2017,Train,short,2017-09-22 10:09:00-04:00,2017-09-22 10:10:00-04:00,2017-09-22 15:55:00-04:00,5940.75,5939.0,87.5,175.0pt,session_time,1.75,1.5
partial_midpoint_1p5r,2017-09-22,2017,Train,short,2017-09-22 10:09:00-04:00,2017-09-22 10:10:00-04:00,2017-09-22 15:55:00-04:00,5940.75,,87.5,50% midpoint / 50% 1.5R,target / session_time,6.6875,11.375
timeboxed_1r_30m,2017-09-22,2017,Train,short,2017-09-22 10:09:00-04:00,2017-09-22 10:10:00-04:00,2017-09-22 10:40:00-04:00,5940.75,5939.25,87.5,87.5pt,timebox,1.5,1.0
fixed_1r,2017-09-25,2017,Train,short,2017-09-25 10:14:00-04:00,2017-09-25 10:15:00-04:00,2017-09-25 15:55:00-04:00,5910.25,5867.5,87.5,87.5pt,session_time,42.75,83.5
fixed_1p5r,2017-09-25,2017,Train,short,2017-09-25 10:14:00-04:00,2017-09-25 10:15:00-04:00,2017-09-25 15:55:00-04:00,5910.25,5867.5,87.5,131.25pt,session_time,42.75,83.5
fixed_2r,2017-09-25,2017,Train,short,2017-09-25 10:14:00-04:00,2017-09-25 10:15:00-04:00,2017-09-25 15:55:00-04:00,5910.25,5867.5,87.5,175.0pt,session_time,42.75,83.5
partial_midpoint_1p5r,2017-09-25,2017,Train,short,2017-09-25 10:14:00-04:00,2017-09-25 10:15:00-04:00,2017-09-25 15:55:00-04:00,5910.25,,87.5,50% midpoint / 50% 1.5R,target / session_time,27.0,52.0
timeboxed_1r_30m,2017-09-25,2017,Train,short,2017-09-25 10:14:00-04:00,2017-09-25 10:15:00-04:00,2017-09-25 10:45:00-04:00,5910.25,5874.25,87.5,87.5pt,timebox,36.0,70.0
fixed_1r,2017-09-26,2017,Train,long,2017-09-26 10:39:00-04:00,2017-09-26 10:40:00-04:00,2017-09-26 15:55:00-04:00,5896.0,5884.75,87.5,87.5pt,session_time,-11.25,-24.5
fixed_1p5r,2017-09-26,2017,Train,long,2017-09-26 10:39:00-04:00,2017-09-26 10:40:00-04:00,2017-09-26 15:55:00-04:00,5896.0,5884.75,87.5,131.25pt,session_time,-11.25,-24.5
fixed_2r,2017-09-26,2017,Train,long,2017-09-26 10:39:00-04:00,2017-09-26 10:40:00-04:00,2017-09-26 15:55:00-04:00,5896.0,5884.75,87.5,175.0pt,session_time,-11.25,-24.5
partial_midpoint_1p5r,2017-09-26,2017,Train,long,2017-09-26 10:39:00-04:00,2017-09-26 10:40:00-04:00,2017-09-26 15:55:00-04:00,5896.0,,87.5,50% midpoint / 50% 1.5R,target / session_time,-1.6875,-5.375
timeboxed_1r_30m,2017-09-26,2017,Train,long,2017-09-26 10:39:00-04:00,2017-09-26 10:40:00-04:00,2017-09-26 11:10:00-04:00,5896.0,5873.75,87.5,87.5pt,timebox,-22.25,-46.5
fixed_1r,2017-09-27,2017,Train,long,2017-09-27 10:15:00-04:00,2017-09-27 10:16:00-04:00,2017-09-27 15:55:00-04:00,5917.25,5947.5,87.5,87.5pt,session_time,30.25,58.5
fixed_1p5r,2017-09-27,2017,Train,long,2017-09-27 10:15:00-04:00,2017-09-27 10:16:00-04:00,2017-09-27 15:55:00-04:00,5917.25,5947.5,87.5,131.25pt,session_time,30.25,58.5
fixed_2r,2017-09-27,2017,Train,long,2017-09-27 10:15:00-04:00,2017-09-27 10:16:00-04:00,2017-09-27 15:55:00-04:00,5917.25,5947.5,87.5,175.0pt,session_time,30.25,58.5
partial_midpoint_1p5r,2017-09-27,2017,Train,long,2017-09-27 10:15:00-04:00,2017-09-27 10:16:00-04:00,2017-09-27 15:55:00-04:00,5917.25,,87.5,50% midpoint / 50% 1.5R,target / session_time,19.9375,37.875
timeboxed_1r_30m,2017-09-27,2017,Train,long,2017-09-27 10:15:00-04:00,2017-09-27 10:16:00-04:00,2017-09-27 10:46:00-04:00,5917.25,5918.0,87.5,87.5pt,timebox,0.75,-0.5
fixed_1r,2017-09-28,2017,Train,short,2017-09-28 10:56:00-04:00,2017-09-28 10:57:00-04:00,2017-09-28 15:55:00-04:00,5930.25,5934.25,87.5,87.5pt,session_time,-4.0,-10.0
fixed_1p5r,2017-09-28,2017,Train,short,2017-09-28 10:56:00-04:00,2017-09-28 10:57:00-04:00,2017-09-28 15:55:00-04:00,5930.25,5934.25,87.5,131.25pt,session_time,-4.0,-10.0
fixed_2r,2017-09-28,2017,Train,short,2017-09-28 10:56:00-04:00,2017-09-28 10:57:00-04:00,2017-09-28 15:55:00-04:00,5930.25,5934.25,87.5,175.0pt,session_time,-4.0,-10.0
partial_midpoint_1p5r,2017-09-28,2017,Train,short,2017-09-28 10:56:00-04:00,2017-09-28 10:57:00-04:00,2017-09-28 15:55:00-04:00,5930.25,,87.5,50% midpoint / 50% 1.5R,session_time / session_time,-4.0,-10.0
timeboxed_1r_30m,2017-09-28,2017,Train,short,2017-09-28 10:56:00-04:00,2017-09-28 10:57:00-04:00,2017-09-28 11:27:00-04:00,5930.25,5928.75,87.5,87.5pt,timebox,1.5,1.0
fixed_1r,2017-09-29,2017,Train,long,2017-09-29 10:02:00-04:00,2017-09-29 10:03:00-04:00,2017-09-29 15:55:00-04:00,5938.5,5983.25,87.5,87.5pt,session_time,44.75,87.5
fixed_1p5r,2017-09-29,2017,Train,long,2017-09-29 10:02:00-04:00,2017-09-29 10:03:00-04:00,2017-09-29 15:55:00-04:00,5938.5,5983.25,87.5,131.25pt,session_time,44.75,87.5
fixed_2r,2017-09-29,2017,Train,long,2017-09-29 10:02:00-04:00,2017-09-29 10:03:00-04:00,2017-09-29 15:55:00-04:00,5938.5,5983.25,87.5,175.0pt,session_time,44.75,87.5
partial_midpoint_1p5r,2017-09-29,2017,Train,long,2017-09-29 10:02:00-04:00,2017-09-29 10:03:00-04:00,2017-09-29 15:55:00-04:00,5938.5,,87.5,50% midpoint / 50% 1.5R,target / session_time,26.5,51.0
timeboxed_1r_30m,2017-09-29,2017,Train,long,2017-09-29 10:02:00-04:00,2017-09-29 10:03:00-04:00,2017-09-29 10:33:00-04:00,5938.5,5948.0,87.5,87.5pt,timebox,9.5,17.0
fixed_1r,2017-10-02,2017,Train,short,2017-10-02 10:19:00-04:00,2017-10-02 10:20:00-04:00,2017-10-02 15:55:00-04:00,6004.75,5982.5,87.5,87.5pt,session_time,22.25,42.5
fixed_1p5r,2017-10-02,2017,Train,short,2017-10-02 10:19:00-04:00,2017-10-02 10:20:00-04:00,2017-10-02 15:55:00-04:00,6004.75,5982.5,87.5,131.25pt,session_time,22.25,42.5
fixed_2r,2017-10-02,2017,Train,short,2017-10-02 10:19:00-04:00,2017-10-02 10:20:00-04:00,2017-10-02 15:55:00-04:00,6004.75,5982.5,87.5,175.0pt,session_time,22.25,42.5
partial_midpoint_1p5r,2017-10-02,2017,Train,short,2017-10-02 10:19:00-04:00,2017-10-02 10:20:00-04:00,2017-10-02 15:55:00-04:00,6004.75,,87.5,50% midpoint / 50% 1.5R,target / session_time,15.0,28.0
timeboxed_1r_30m,2017-10-02,2017,Train,short,2017-10-02 10:19:00-04:00,2017-10-02 10:20:00-04:00,2017-10-02 10:50:00-04:00,6004.75,6006.75,87.5,87.5pt,timebox,-2.0,-6.0
fixed_1r,2017-10-03,2017,Train,long,2017-10-03 10:19:00-04:00,2017-10-03 10:20:00-04:00,2017-10-03 15:55:00-04:00,5986.75,5994.25,87.5,87.5pt,session_time,7.5,13.0
fixed_1p5r,2017-10-03,2017,Train,long,2017-10-03 10:19:00-04:00,2017-10-03 10:20:00-04:00,2017-10-03 15:55:00-04:00,5986.75,5994.25,87.5,131.25pt,session_time,7.5,13.0
fixed_2r,2017-10-03,2017,Train,long,2017-10-03 10:19:00-04:00,2017-10-03 10:20:00-04:00,2017-10-03 15:55:00-04:00,5986.75,5994.25,87.5,175.0pt,session_time,7.5,13.0
partial_midpoint_1p5r,2017-10-03,2017,Train,long,2017-10-03 10:19:00-04:00,2017-10-03 10:20:00-04:00,2017-10-03 15:55:00-04:00,5986.75,,87.5,50% midpoint / 50% 1.5R,target / session_time,8.3125,14.625
timeboxed_1r_30m,2017-10-03,2017,Train,long,2017-10-03 10:19:00-04:00,2017-10-03 10:20:00-04:00,2017-10-03 10:50:00-04:00,5986.75,5994.0,87.5,87.5pt,timebox,7.25,12.5
fixed_1r,2017-10-04,2017,Train,short,2017-10-04 11:06:00-04:00,2017-10-04 11:07:00-04:00,2017-10-04 15:55:00-04:00,5995.5,6001.5,87.5,87.5pt,session_time,-6.0,-14.0
fixed_1p5r,2017-10-04,2017,Train,short,2017-10-04 11:06:00-04:00,2017-10-04 11:07:00-04:00,2017-10-04 15:55:00-04:00,5995.5,6001.5,87.5,131.25pt,session_time,-6.0,-14.0
fixed_2r,2017-10-04,2017,Train,short,2017-10-04 11:06:00-04:00,2017-10-04 11:07:00-04:00,2017-10-04 15:55:00-04:00,5995.5,6001.5,87.5,175.0pt,session_time,-6.0,-14.0
partial_midpoint_1p5r,2017-10-04,2017,Train,short,2017-10-04 11:06:00-04:00,2017-10-04 11:07:00-04:00,2017-10-04 15:55:00-04:00,5995.5,,87.5,50% midpoint / 50% 1.5R,target / session_time,0.6875,-0.625
timeboxed_1r_30m,2017-10-04,2017,Train,short,2017-10-04 11:06:00-04:00,2017-10-04 11:07:00-04:00,2017-10-04 11:37:00-04:00,5995.5,6002.5,87.5,87.5pt,timebox,-7.0,-16.0
fixed_1r,2017-10-05,2017,Train,long,2017-10-05 11:10:00-04:00,2017-10-05 11:11:00-04:00,2017-10-05 15:55:00-04:00,6019.75,6061.5,87.5,87.5pt,session_time,41.75,81.5
fixed_1p5r,2017-10-05,2017,Train,long,2017-10-05 11:10:00-04:00,2017-10-05 11:11:00-04:00,2017-10-05 15:55:00-04:00,6019.75,6061.5,87.5,131.25pt,session_time,41.75,81.5
fixed_2r,2017-10-05,2017,Train,long,2017-10-05 11:10:00-04:00,2017-10-05 11:11:00-04:00,2017-10-05 15:55:00-04:00,6019.75,6061.5,87.5,175.0pt,session_time,41.75,81.5
partial_midpoint_1p5r,2017-10-05,2017,Train,long,2017-10-05 11:10:00-04:00,2017-10-05 11:11:00-04:00,2017-10-05 15:55:00-04:00,6019.75,,87.5,50% midpoint / 50% 1.5R,target / session_time,25.9375,49.875
timeboxed_1r_30m,2017-10-05,2017,Train,long,2017-10-05 11:10:00-04:00,2017-10-05 11:11:00-04:00,2017-10-05 11:41:00-04:00,6019.75,6034.0,87.5,87.5pt,timebox,14.25,26.5
fixed_1r,2017-10-06,2017,Train,short,2017-10-06 10:01:00-04:00,2017-10-06 10:02:00-04:00,2017-10-06 15:55:00-04:00,6057.75,6067.25,87.5,87.5pt,session_time,-9.5,-21.0
fixed_1p5r,2017-10-06,2017,Train,short,2017-10-06 10:01:00-04:00,2017-10-06 10:02:00-04:00,2017-10-06 15:55:00-04:00,6057.75,6067.25,87.5,131.25pt,session_time,-9.5,-21.0
fixed_2r,2017-10-06,2017,Train,short,2017-10-06 10:01:00-04:00,2017-10-06 10:02:00-04:00,2017-10-06 15:55:00-04:00,6057.75,6067.25,87.5,175.0pt,session_time,-9.5,-21.0
partial_midpoint_1p5r,2017-10-06,2017,Train,short,2017-10-06 10:01:00-04:00,2017-10-06 10:02:00-04:00,2017-10-06 15:55:00-04:00,6057.75,,87.5,50% midpoint / 50% 1.5R,target / session_time,-0.6875,-3.375
timeboxed_1r_30m,2017-10-06,2017,Train,short,2017-10-06 10:01:00-04:00,2017-10-06 10:02:00-04:00,2017-10-06 10:32:00-04:00,6057.75,6058.5,87.5,87.5pt,timebox,-0.75,-3.5
fixed_1r,2017-10-09,2017,Train,short,2017-10-09 10:11:00-04:00,2017-10-09 10:12:00-04:00,2017-10-09 15:55:00-04:00,6078.0,6062.25,87.5,87.5pt,session_time,15.75,29.5
fixed_1p5r,2017-10-09,2017,Train,short,2017-10-09 10:11:00-04:00,2017-10-09 10:12:00-04:00,2017-10-09 15:55:00-04:00,6078.0,6062.25,87.5,131.25pt,session_time,15.75,29.5
fixed_2r,2017-10-09,2017,Train,short,2017-10-09 10:11:00-04:00,2017-10-09 10:12:00-04:00,2017-10-09 15:55:00-04:00,6078.0,6062.25,87.5,175.0pt,session_time,15.75,29.5
partial_midpoint_1p5r,2017-10-09,2017,Train,short,2017-10-09 10:11:00-04:00,2017-10-09 10:12:00-04:00,2017-10-09 15:55:00-04:00,6078.0,,87.5,50% midpoint / 50% 1.5R,target / session_time,9.875,17.75
timeboxed_1r_30m,2017-10-09,2017,Train,short,2017-10-09 10:11:00-04:00,2017-10-09 10:12:00-04:00,2017-10-09 10:42:00-04:00,6078.0,6073.25,87.5,87.5pt,timebox,4.75,7.5
fixed_1r,2017-10-11,2017,Train,short,2017-10-11 10:15:00-04:00,2017-10-11 10:16:00-04:00,2017-10-11 15:55:00-04:00,6068.5,6083.5,87.5,87.5pt,session_time,-15.0,-32.0
fixed_1p5r,2017-10-11,2017,Train,short,2017-10-11 10:15:00-04:00,2017-10-11 10:16:00-04:00,2017-10-11 15:55:00-04:00,6068.5,6083.5,87.5,131.25pt,session_time,-15.0,-32.0
fixed_2r,2017-10-11,2017,Train,short,2017-10-11 10:15:00-04:00,2017-10-11 10:16:00-04:00,2017-10-11 15:55:00-04:00,6068.5,6083.5,87.5,175.0pt,session_time,-15.0,-32.0
partial_midpoint_1p5r,2017-10-11,2017,Train,short,2017-10-11 10:15:00-04:00,2017-10-11 10:16:00-04:00,2017-10-11 15:55:00-04:00,6068.5,,87.5,50% midpoint / 50% 1.5R,session_time / session_time,-15.0,-32.0
timeboxed_1r_30m,2017-10-11,2017,Train,short,2017-10-11 10:15:00-04:00,2017-10-11 10:16:00-04:00,2017-10-11 10:46:00-04:00,6068.5,6071.0,87.5,87.5pt,timebox,-2.5,-7.0
fixed_1r,2017-10-12,2017,Train,short,2017-10-12 10:03:00-04:00,2017-10-12 10:04:00-04:00,2017-10-12 15:55:00-04:00,6080.75,6070.25,87.5,87.5pt,session_time,10.5,19.0
fixed_1p5r,2017-10-12,2017,Train,short,2017-10-12 10:03:00-04:00,2017-10-12 10:04:00-04:00,2017-10-12 15:55:00-04:00,6080.75,6070.25,87.5,131.25pt,session_time,10.5,19.0
fixed_2r,2017-10-12,2017,Train,short,2017-10-12 10:03:00-04:00,2017-10-12 10:04:00-04:00,2017-10-12 15:55:00-04:00,6080.75,6070.25,87.5,175.0pt,session_time,10.5,19.0
partial_midpoint_1p5r,2017-10-12,2017,Train,short,2017-10-12 10:03:00-04:00,2017-10-12 10:04:00-04:00,2017-10-12 15:55:00-04:00,6080.75,,87.5,50% midpoint / 50% 1.5R,target / session_time,7.9375,13.875
