origin_cell,bin,n,pct_of_cell,mean_duration,mean_te_er_60
C_EXP_HIGH_DIR,DUR_T1,1047,23.117686023404726,2.4842406876790832,0.08975407095251232
C_EXP_HIGH_DIR,DUR_T2,1197,26.42967542503864,8.048454469507101,0.08585807336502344
C_EXP_HIGH_DIR,DUR_T3,2285,50.45263855155663,35.25514223194748,0.08487505741527313
D_EXP_LOW_DIR,DUR_T1,2656,54.06065540403012,2.0474397590361444,0.050240663631420206
D_EXP_LOW_DIR,DUR_T2,1439,29.289639731325057,7.697011813759556,0.05594796733439474
D_EXP_LOW_DIR,DUR_T3,818,16.64970486464482,19.943765281173594,0.057968642791958
