state,observations,pct,total
HIGH_DIRECTIONALITY,463512,33.64021218549756,1377851
MID_DIRECTIONALITY,457513,33.20482403394852,1377851
LOW_DIRECTIONALITY,456826,33.15496378055392,1377851
