bin,horizon,n_c,n_d,eligible,mean_duration_c,mean_duration_d,return_rate_c,return_rate_d,return_diff,return_diff_ci_lo,return_diff_ci_hi,return_sign,opposite_rate_c,opposite_rate_d,opposite_diff,opposite_diff_ci_lo,opposite_diff_ci_hi,opposite_sign
DUR_T1,30,987,2473,True,2.4893617021276597,2.0513546300040435,0.475177304964539,0.7007682976142338,0.22559099264969473,0.18988222312202027,0.2617787376176436,1,0.7315096251266464,0.48038819247877074,-0.2511214326478757,-0.28577696868785923,-0.21796295793114054,-1
DUR_T2,30,1106,1355,True,8.074141048824593,7.697416974169742,0.47649186256781195,0.659040590405904,0.18254872783809206,0.14418634783544743,0.2216201245181601,1,0.6989150090415913,0.5107011070110701,-0.18821390203052124,-0.22657226982755674,-0.15079429266449748,-1
DUR_T3,30,2142,762,True,35.49719887955182,19.973753280839894,0.47432306255835666,0.615485564304462,0.14116250174610534,0.10125841805669025,0.18210234274587137,1,0.6895424836601307,0.5406824146981627,-0.14886006896196802,-0.189210843903788,-0.1084816029405713,-1
DUR_T1,60,903,2270,True,2.489479512735327,2.0519823788546256,0.717607973421927,0.8493392070484581,0.13173123362653116,0.09835876620643533,0.16398600051500667,1,0.8482834994462901,0.728193832599119,-0.12008966684717115,-0.1507356749060123,-0.09129195072694923,-1
DUR_T2,60,1001,1234,True,8.076923076923077,7.731766612641815,0.7152847152847153,0.799837925445705,0.08455321016098971,0.04873483170659724,0.12024765521720376,1,0.8301698301698301,0.7520259319286872,-0.07814389824114298,-0.11195526028172786,-0.044960800336262007,-1
DUR_T3,60,1938,683,True,35.743034055727556,19.916544655929723,0.6924664602683178,0.7642752562225475,0.07180879595422973,0.03499440436716979,0.11069221216381744,1,0.8364293085655314,0.7818448023426061,-0.05458450622292532,-0.08856859864108989,-0.018444566432715345,-1
