n,n_valid,rate_still_normal,rate_returned_to_origin_range,rate_reached_opposite_range,rate_terminal_dir_high,rate_terminal_dir_low,rate_p_terminal_normal,rate_p_terminal_origin,rate_p_terminal_opposite,wait_to_event_n,wait_to_event_mean,wait_to_event_median,wait_to_event_p25,wait_to_event_p75,abs_net_atr_n,abs_net_atr_mean,abs_net_atr_median,abs_net_atr_p25,abs_net_atr_p75,max_up_atr_n,max_up_atr_mean,max_up_atr_median,max_up_atr_p25,max_up_atr_p75,max_down_atr_n,max_down_atr_mean,max_down_atr_median,max_down_atr_p25,max_down_atr_p75,max_range_atr_n,max_range_atr_mean,max_range_atr_median,max_range_atr_p25,max_range_atr_p75,er_forward_n,er_forward_mean,er_forward_median,er_forward_p25,er_forward_p75,time_to_leave_normal_n,time_to_leave_normal_mean,time_to_leave_normal_median,time_to_leave_normal_p25,time_to_leave_normal_p75,time_to_origin_range_n,time_to_origin_range_mean,time_to_origin_range_median,time_to_origin_range_p25,time_to_origin_range_p75,time_to_opposite_range_n,time_to_opposite_range_mean,time_to_opposite_range_median,time_to_opposite_range_p25,time_to_opposite_range_p75,path_dir_high_share_n,path_dir_high_share_mean,path_dir_high_share_median,path_dir_high_share_p25,path_dir_high_share_p75,path_dir_low_share_n,path_dir_low_share_mean,path_dir_low_share_median,path_dir_low_share_p25,path_dir_low_share_p75,split,origin_cell,horizon
3246,3187,0.6739880765610292,0.28082836523376214,0.14213994352055223,0.40069030436146846,0.18198933165986822,0.6739880765610292,0.20269846250392218,0.12331346093504864,3187,5.0909946658299345,3.0,1.0,7.0,3187,1.1901575209227715,0.9321223709369024,0.4207574552162472,1.6162861199585556,3187,1.2110792935733354,0.9635974304068523,0.4737401827460807,1.6469076980568012,3187,1.2050305826841816,0.8910891089108911,0.40516097979361143,1.6421130340009826,3187,2.4161098762575164,2.11864406779661,1.6568267020564342,2.78201632242593,3187,0.448145141477366,0.41304347826086957,0.2,0.6686415425065733,1343,2.5673864482501862,2.0,1.0,4.0,895,2.2256983240223462,2.0,1.0,3.0,453,3.260485651214128,3.0,2.0,4.0,3187,0.4198305616567305,0.2,0.0,0.8,3187,0.1334170065892689,0.0,0.0,0.2,Validation,B_COMP_MIDHIGH_DIR,5
3246,3099,0.45143594707970314,0.40819619232010323,0.3649564375605034,0.3962568570506615,0.24007744433688286,0.45143594707970314,0.24588576960309777,0.3026782833171991,3099,5.107454017424976,3.0,1.0,7.0,3099,2.0121226758238233,1.5633802816901408,0.7505469020191052,2.763959845102213,3099,2.007205886353334,1.6224188790560472,0.8005094158183482,2.7517705733781623,3099,2.086042215623036,1.569468267581475,0.7210993606254357,2.8112198442108447,3099,4.09324810197637,3.613312202852615,2.8287826366570785,4.761335156071999,3099,0.25995426454943116,0.22133333333333333,0.1111111111111111,0.38337197460510064,2287,5.675120244862265,5.0,2.0,9.0,1265,4.716205533596838,3.0,1.0,7.0,1131,7.246684350132626,7.0,4.0,10.0,3099,0.40862643863611925,0.3333333333333333,0.06666666666666667,0.7333333333333333,3099,0.19117995052167366,0.0,0.0,0.3333333333333333,Validation,B_COMP_MIDHIGH_DIR,15
3246,2985,0.3340033500837521,0.5112227805695142,0.5423785594639866,0.4020100502512563,0.2659966499162479,0.3340033500837521,0.2646566164154104,0.4013400335008375,2985,5.087437185929648,3.0,1.0,6.0,2985,2.782573426384917,2.2332942555685813,1.009771986970684,3.883318140382862,2985,2.7602198142752723,2.2641509433962264,1.1320754716981132,3.8521400778210113,2985,2.917514528404716,2.2577319587628866,0.9863945578231293,3.9953810623556585,2985,5.6777343426799876,4.9941383352872215,3.9574468085106385,6.632302405498281,2985,0.18325474186077467,0.15805022156573117,0.07341269841269842,0.26458832933653076,2754,8.918663761801017,6.0,3.0,13.0,1526,8.264089121887286,5.0,2.0,13.0,1619,12.284743668931439,10.0,5.0,18.0,2985,0.40089335566722495,0.3333333333333333,0.06666666666666667,0.7,2985,0.23017308766052486,0.13333333333333333,0.0,0.4,Validation,B_COMP_MIDHIGH_DIR,30
3246,2734,0.3306510607168983,0.7520117044623262,0.7282370153621068,0.3237015362106803,0.33650329188002925,0.3306510607168983,0.36137527432333577,0.3079736649597659,2734,5.102048280907096,3.0,1.0,6.0,2734,3.8549902916507035,3.0412944792215026,1.4810212248420886,5.267842844178722,2734,3.814474851577531,3.092003482995038,1.5536616161616164,5.256431364478288,2734,4.039306952322537,3.110340887382639,1.4229391706527266,5.6187248806119925,2734,7.853781803900067,6.944850291716438,5.490012110883999,9.07121437330293,2734,0.1296570074757035,0.1111111111111111,0.05288296756809953,0.18736672947817504,2728,11.15359237536657,7.0,3.0,16.0,2056,21.11284046692607,13.0,3.0,40.0,1991,19.77197388247112,15.0,7.0,30.0,2734,0.3939770787612777,0.3333333333333333,0.12083333333333333,0.6333333333333333,2734,0.26030846135089003,0.21666666666666667,0.05,0.43333333333333335,Validation,B_COMP_MIDHIGH_DIR,60
4947,4893,0.6031064786429593,0.21520539546290618,0.2822399346004496,0.3964847741671776,0.20069487022276722,0.6031064786429593,0.14347026364193746,0.2534232577151032,4893,18.126302881667687,11.0,4.0,26.0,4893,1.1818432524801317,0.9239653512993263,0.4123222748815166,1.6233766233766234,4893,1.161398483237499,0.9692307692307692,0.4396248534583822,1.6065911431513904,4893,1.254121482728149,0.9602327837051406,0.4151493080844865,1.736842105263158,4893,2.415519965965648,2.144262295081967,1.7051842598376015,2.758389261744967,4893,0.43735186783573915,0.40425531914893614,0.18222222222222223,0.6551724137931034,2408,2.721760797342193,3.0,1.0,4.0,1053,2.245014245014245,2.0,1.0,3.0,1381,3.11151339608979,3.0,2.0,4.0,4893,0.4662579194768036,0.4,0.0,1.0,4893,0.1484161046392806,0.0,0.0,0.2,Validation,C_EXP_HIGH_DIR,5
4947,4770,0.3689727463312369,0.3410901467505241,0.579874213836478,0.30041928721174005,0.3387840670859539,0.3689727463312369,0.1878406708595388,0.4431865828092243,4770,18.09266247379455,11.0,4.0,26.0,4770,2.063992539348434,1.6735231266542283,0.7971163110295814,2.88278028487672,4770,1.9980419627069752,1.6526448536779186,0.8078994614003591,2.731739382729482,4770,2.160098436710301,1.7540441126198192,0.7487520798668884,3.029966703662597,4770,4.1581403994172765,3.7112064352727145,3.0,4.8144240534247,4770,0.2634369559296329,0.2361111111111111,0.10810810810810811,0.3877628504672897,4033,5.495164889660303,5.0,2.0,8.0,1627,5.063921327596804,3.0,1.0,8.0,2766,6.407447577729573,6.0,3.0,9.0,4770,0.37868623340321456,0.26666666666666666,0.0,0.6666666666666666,4770,0.2440950384346611,0.13333333333333333,0.0,0.4666666666666667,Validation,C_EXP_HIGH_DIR,15
4947,4620,0.312987012987013,0.467965367965368,0.7166666666666667,0.29199134199134197,0.3543290043290043,0.312987012987013,0.26277056277056277,0.42424242424242425,4620,18.13160173160173,11.0,4.0,26.0,4620,2.9407953488562497,2.3682038187047025,1.0797112824444994,4.008454005687565,4620,2.814784473325288,2.2692280981051036,1.1314285714285715,3.8610879254137993,4620,3.02390077248218,2.3870333988212185,1.0344827586206897,4.205607476635515,4620,5.8386852458074685,5.219007997240844,4.13907457450339,6.718043171222124,4620,0.18881986966853173,0.1632840292080135,0.07421383647798742,0.27939317319848295,4444,7.368136813681368,5.0,2.75,10.0,2162,10.006475485661424,6.0,2.0,17.0,3311,9.26457263666566,7.0,4.0,13.0,4620,0.33230880230880233,0.23333333333333334,0.06666666666666667,0.5333333333333333,4620,0.3002669552669553,0.26666666666666666,0.03333333333333333,0.5,Validation,C_EXP_HIGH_DIR,30
4947,4245,0.3071849234393404,0.6732626619552414,0.8588928150765607,0.3392226148409894,0.3396937573616019,0.3071849234393404,0.3371024734982332,0.35571260306242636,4245,18.058421672555948,11.0,4.0,27.0,4245,3.9829656865630745,3.1840110268780153,1.470281543274244,5.517241379310345,4245,3.9695372840846495,3.154269972451791,1.5710723192019949,5.4985337243401755,4245,4.129247312799898,3.194527067221892,1.4754098360655739,5.582120582120582,4245,8.098784596884549,7.180451127819548,5.649038461538462,9.445544554455447,4245,0.13058603724250742,0.11031390134529148,0.051759834368530024,0.19225449515905949,4237,8.474864290771773,6.0,3.0,11.0,2858,20.606368089573127,16.0,4.0,35.0,3646,14.774547449259462,9.0,4.0,20.0,4245,0.32506870828425594,0.25,0.1,0.5166666666666667,4245,0.32490773458971345,0.31666666666666665,0.13333333333333333,0.48333333333333334,Validation,C_EXP_HIGH_DIR,60
939,920,0.6478260869565218,0.3358695652173913,0.11956521739130435,0.07934782608695652,0.6021739130434782,0.6478260869565218,0.24565217391304348,0.10652173913043478,920,6.943478260869565,4.0,2.0,9.0,920,1.2075431985887133,0.8978102189781022,0.45714781401804305,1.626709020063816,920,1.275926688645594,1.00802389847943,0.47820696855017614,1.6682113067655235,920,1.253928698355202,0.9383489092287687,0.455157046044796,1.5452241619076528,920,2.5298553870007967,2.1562962224623146,1.6961506961506962,2.8128511606629676,920,0.4371943799145671,0.40063694267515926,0.18817934782608697,0.6515408805031446,419,2.551312649164678,2.0,1.0,4.0,309,2.336569579288026,2.0,1.0,3.0,110,3.1545454545454548,3.0,2.0,4.0,920,0.059782608695652176,0.0,0.0,0.0,920,0.6304347826086957,0.8,0.4,1.0,Validation,D_EXP_LOW_DIR,5
939,885,0.4350282485875706,0.5062146892655367,0.32090395480225986,0.22824858757062147,0.3898305084745763,0.4350282485875706,0.31186440677966104,0.25310734463276835,885,6.840677966101695,4.0,2.0,9.0,885,2.1008331931788984,1.620039037085231,0.7509386733416771,2.77504105090312,885,2.1137914437691054,1.7207792207792207,0.9625668449197861,2.7293934681181957,885,2.091474221916429,1.4904187366926898,0.7383419689119171,2.662565905096661,885,4.205265665685535,3.498233215547703,2.8636363636363633,4.728915662650602,885,0.2576378384602024,0.23170731707317074,0.10909090909090909,0.3698630136986301,679,5.463917525773196,4.0,2.0,8.0,448,4.566964285714286,3.0,1.0,7.0,284,7.922535211267606,8.0,4.0,11.25,885,0.12278719397363463,0.0,0.0,0.13333333333333333,885,0.5206026365348398,0.5333333333333333,0.26666666666666666,0.8,Validation,D_EXP_LOW_DIR,15
939,853,0.3305978898007034,0.6377491207502931,0.5205158264947245,0.3516998827667057,0.3130128956623681,0.3305978898007034,0.3505275498241501,0.31887456037514655,853,6.88042203985932,4.0,2.0,9.0,853,2.8752825187909417,2.1504613200851668,1.094224924012158,3.846153846153846,853,2.9598449655009844,2.5016414970453056,1.3686131386861315,3.880952380952381,853,2.972251707506072,2.133676092544987,1.0205696202531647,3.897280966767372,853,5.932096673007055,5.011848341232228,4.126663977410246,6.602195504443283,853,0.17802866608029227,0.15436241610738255,0.07228915662650602,0.2526690391459075,811,8.750924784217016,6.0,2.0,13.0,544,8.393382352941176,5.0,2.0,12.0,444,13.54954954954955,13.0,6.0,21.0,853,0.22450175849941384,0.13333333333333333,0.0,0.36666666666666664,853,0.41989058225869474,0.4,0.23333333333333334,0.6,Validation,D_EXP_LOW_DIR,30
939,775,0.29935483870967744,0.7574193548387097,0.792258064516129,0.3161290322580645,0.37032258064516127,0.29935483870967744,0.32903225806451614,0.3716129032258065,775,7.0038709677419355,4.0,2.0,9.0,775,4.052773627939065,3.0134357005758154,1.3802648719062094,5.625,775,4.06270729485778,3.321114369501466,1.8341274238227148,5.389461858891832,775,4.258148364450948,3.0866700456158136,1.4696218401252612,5.606060606060606,775,8.320855659308727,7.109433962264151,5.626613897701283,9.184028259310477,775,0.12780825550608982,0.10520047637951568,0.05012820968704193,0.18662049154544214,774,10.188630490956072,6.0,2.0,15.0,587,14.458262350936968,8.0,2.0,24.0,614,24.087947882736156,21.0,9.0,37.75,775,0.2741075268817204,0.21666666666666667,0.05,0.43333333333333335,775,0.38191397849462366,0.36666666666666664,0.21666666666666667,0.55,Validation,D_EXP_LOW_DIR,60
997,987,0.7173252279635258,0.3029381965552178,0.0972644376899696,0.09321175278622088,0.5440729483282675,0.7173252279635258,0.2016210739614995,0.08105369807497467,987,6.0982776089159065,3.0,2.0,8.0,987,1.1441774654773667,0.8790170132325142,0.41327871245574976,1.5386992488352191,987,1.1224410476243272,0.8798283261802575,0.41416818543522343,1.6102550066903318,987,1.256773985118207,0.9758501724987678,0.4394732083779579,1.6664296702302313,987,2.3792150327425343,2.098360655737705,1.6011318508247743,2.812870046697432,987,0.4533611534306115,0.4088050314465409,0.20848502860539417,0.6876847290640394,395,2.4835443037974683,2.0,1.0,4.0,299,2.2876254180602005,2.0,1.0,3.0,96,3.09375,3.0,2.0,4.0,987,0.05977710233029382,0.0,0.0,0.0,987,0.6030395136778116,0.8,0.2,1.0,OOS,A_COMP_LOW_DIR,5
997,966,0.5124223602484472,0.4648033126293996,0.28778467908902694,0.21739130434782608,0.4451345755693582,0.5124223602484472,0.2619047619047619,0.22567287784679088,966,6.059006211180124,3.0,2.0,8.0,966,1.9290230198529743,1.554688183363115,0.7317073170731707,2.5858090185676392,966,1.8508152470593806,1.502415483991422,0.7187394946373722,2.6090577028288227,966,2.160380440952502,1.6423879249824491,0.7505756846790737,2.9790027369141296,966,4.011195688011882,3.5880606536460893,2.8273598044510133,4.669214993705162,966,0.2569258233900541,0.22893106893106893,0.10569594034797017,0.37426842820101247,694,5.759365994236311,5.0,2.0,9.0,449,4.939866369710468,4.0,1.0,7.0,278,7.755395683453237,7.5,4.0,11.0,966,0.13416149068322983,0.0,0.0,0.2,966,0.5162180814354728,0.5333333333333333,0.2,0.8666666666666667,OOS,A_COMP_LOW_DIR,15
997,933,0.3558413719185423,0.602357984994641,0.4780278670953912,0.3440514469453376,0.3204715969989282,0.3558413719185423,0.3258306538049303,0.3183279742765273,933,6.052518756698821,4.0,2.0,8.0,933,2.7031271922102773,2.1273801707156927,0.9241706161137441,3.6296296296296298,933,2.490570822234748,2.0390070921985815,0.9464627151051626,3.4008097165991904,933,3.0797730142103856,2.278270509977827,1.0728218465539663,4.211287988422575,933,5.570343836445134,4.842598794373744,3.8832487309644668,6.406080347448426,933,0.17736121846399314,0.1559633027522936,0.0718232044198895,0.2496626180836707,874,9.806636155606407,7.0,3.0,15.0,562,9.391459074733095,6.0,2.0,15.0,446,13.72645739910314,13.0,6.25,20.75,933,0.2076455877098964,0.1,0.0,0.3333333333333333,933,0.44458735262593785,0.43333333333333335,0.16666666666666666,0.7,OOS,A_COMP_LOW_DIR,30
997,865,0.36878612716763004,0.7803468208092486,0.6670520231213873,0.315606936416185,0.3375722543352601,0.36878612716763004,0.3283236994219653,0.30289017341040464,865,6.039306358381503,3.0,2.0,8.0,865,3.7104219128673903,2.972691807542263,1.4025085518814138,4.8896103896103895,865,3.4523262610903327,3.0436219431592866,1.431244153414406,4.826732673267327,865,4.28873903396699,3.1978319783197833,1.4142335766423357,5.690036900369004,865,7.741065295057322,6.851351351351351,5.4206896551724135,8.898565573770492,865,0.1269932179189223,0.11383834109183241,0.05370843989769821,0.1806543385490754,864,11.621527777777779,8.0,3.0,17.0,675,17.912592592592592,10.0,3.0,30.0,577,22.03639514731369,18.0,8.0,33.0,865,0.28518304431599234,0.18333333333333332,0.05,0.4666666666666667,865,0.3842003853564547,0.4,0.18333333333333332,0.5833333333333334,OOS,A_COMP_LOW_DIR,60
1785,1754,0.6641961231470923,0.31014823261117447,0.12371721778791334,0.3728620296465222,0.1904218928164196,0.6641961231470923,0.22976054732041049,0.10604332953249715,1754,4.953249714937286,3.0,1.0,6.0,1754,1.1705149576993636,0.8938673341677097,0.4084507042253521,1.6553282936818952,1754,1.1542574449012626,0.8963829143016906,0.4249273543785498,1.5858958365744091,1754,1.267472609963692,0.9711985582761284,0.4585886235546219,1.7472130826501082,1754,2.4217300548649545,2.1516646844971827,1.6475661813345779,2.842375630857967,1754,0.44555746962125986,0.3960723912206392,0.19530733155937136,0.6756756756756757,758,2.4881266490765173,2.0,1.0,4.0,544,2.224264705882353,2.0,1.0,3.0,217,3.1797235023041477,3.0,2.0,4.0,1754,0.39840364880273665,0.2,0.0,0.8,1754,0.14846066134549604,0.0,0.0,0.2,OOS,B_COMP_MIDHIGH_DIR,5
1785,1688,0.45082938388625593,0.44016587677725116,0.3400473933649289,0.3732227488151659,0.2778436018957346,0.45082938388625593,0.27606635071090047,0.2731042654028436,1688,4.972156398104265,3.0,1.0,6.0,1688,2.0268830326631253,1.5379782450734543,0.681677426619623,2.819701163179615,1688,1.8811091687117012,1.5055079559363524,0.7212935353145703,2.614904438128197,1688,2.2091313609806646,1.6803185174582593,0.8021262692269026,2.926829268292683,1688,4.090240529692366,3.625113102859582,2.7961639928292814,4.722070283539548,1688,0.2583120487912302,0.22793362724966781,0.10379819854147483,0.3802326625943227,1253,5.680766161213088,5.0,2.0,9.0,743,4.612382234185733,3.0,1.0,7.0,574,7.700348432055749,8.0,4.0,11.0,1688,0.3796603475513428,0.26666666666666666,0.0,0.6666666666666666,1688,0.21050552922590837,0.06666666666666667,0.0,0.4,OOS,B_COMP_MIDHIGH_DIR,15
1785,1624,0.3522167487684729,0.5474137931034483,0.5110837438423645,0.3842364532019704,0.2937192118226601,0.3522167487684729,0.27955665024630544,0.3682266009852217,1624,4.983374384236453,3.0,1.0,6.0,1624,2.833114084234925,2.0756087603861486,0.9425935060939452,3.7603782553276752,1624,2.6040503591238346,2.055275532246733,1.0064069896214116,3.4756318691485033,1624,3.1663418994190384,2.3289885759931024,1.0951511991657978,4.194542505153006,1624,5.770392258542873,4.950217951258173,3.8863100783690467,6.587060941167111,1624,0.18185015443874378,0.14984499557130204,0.07010062503932714,0.2601815362856773,1498,8.85113484646195,7.0,2.0,13.0,889,8.259842519685039,5.0,2.0,13.0,830,12.495180722891567,11.0,6.0,18.0,1624,0.37645730706075536,0.3,0.06666666666666667,0.6666666666666666,1624,0.25277093596059114,0.16666666666666666,0.0,0.4666666666666667,OOS,B_COMP_MIDHIGH_DIR,30
1785,1480,0.3108108108108108,0.7777027027027027,0.722972972972973,0.3277027027027027,0.3418918918918919,0.3108108108108108,0.3581081081081081,0.3310810810810811,1480,4.957432432432433,3.0,1.0,6.0,1480,3.8443048771386756,2.9697320447523676,1.303609000330383,5.360920903622707,1480,3.5625917168057106,2.8195651898011245,1.419407265330026,4.875762195121951,1480,4.215636648790114,3.060357287390877,1.4631081676728301,5.714933529263196,1480,7.778228365595824,6.701607656161247,5.1942110900670375,9.083544037083861,1480,0.1311097426798278,0.1137342057761733,0.05228155911446067,0.19047999295297038,1477,11.058226134055518,7.0,3.0,16.0,1151,19.488271068635967,11.0,2.0,36.0,1070,21.329906542056076,17.0,8.0,33.0,1480,0.3751351351351352,0.3,0.11666666666666667,0.6,1480,0.2836936936936937,0.25,0.06666666666666667,0.4666666666666667,OOS,B_COMP_MIDHIGH_DIR,60
2617,2585,0.6201160541586074,0.21392649903288202,0.26731141199226305,0.395357833655706,0.202321083172147,0.6201160541586074,0.1357833655705996,0.24410058027079304,2585,17.078529980657642,10.0,3.0,25.0,2585,1.2209808515538942,0.9995835068721366,0.483271375464684,1.6879795396419437,2585,1.1844335748296488,0.9773371104815863,0.49408131755018014,1.6297010607521696,2585,1.237958043687411,0.9600000000000001,0.4424416222859484,1.723404255319149,2585,2.4223916185170595,2.1902654867256635,1.7142857142857142,2.797586396050466,2585,0.47122422767771543,0.4444444444444444,0.2140921409214092,0.7073170731707317,1227,2.60880195599022,2.0,1.0,4.0,553,2.206148282097649,2.0,1.0,3.0,691,2.9826338639652676,3.0,2.0,4.0,2585,0.46065764023210837,0.4,0.0,1.0,2585,0.1488588007736944,0.0,0.0,0.2,OOS,C_EXP_HIGH_DIR,5
2617,2501,0.38784486205517793,0.3358656537385046,0.5605757696921232,0.30267892842862854,0.34866053578568573,0.38784486205517793,0.18152738904438226,0.4306277489004398,2501,17.098360655737704,10.0,3.0,25.0,2501,2.0861374094440523,1.612223393045311,0.744595676541233,2.822164948453608,2501,1.9661312176547927,1.5309446254071661,0.7851690294438386,2.6765799256505574,2501,2.1881620832801634,1.7008196721311477,0.7918781725888324,2.83205268935236,2501,4.154293300934955,3.649052841475574,2.890226956924502,4.881147540983607,2501,0.2636522284622732,0.22614840989399293,0.10300429184549356,0.3897058823529412,2082,5.61671469740634,4.0,2.0,8.75,840,5.08452380952381,4.0,1.0,8.0,1402,6.4607703281027105,6.0,3.0,9.0,2501,0.36945221911235504,0.26666666666666666,0.0,0.6666666666666666,2501,0.2561108889777422,0.13333333333333333,0.0,0.4666666666666667,OOS,C_EXP_HIGH_DIR,15
2617,2442,0.33742833742833744,0.4701064701064701,0.7092547092547092,0.2915642915642916,0.361998361998362,0.33742833742833744,0.25307125307125306,0.4095004095004095,2442,17.15028665028665,11.0,3.0,25.0,2442,2.8016299154147153,2.189410860886726,1.0023866348448687,3.778748752923043,2442,2.7202076911809803,2.1882640586797066,1.06523534269199,3.7976479189234045,2442,3.040719937738045,2.327654864774924,1.065359477124183,4.091092451292194,2442,5.760927628919026,5.0974328744332205,4.056420689995736,6.541095890410959,2442,0.17863348258705777,0.15723567121831344,0.07021791767554479,0.25533653797191186,2347,7.637409458883681,6.0,2.0,11.0,1148,10.177700348432056,7.0,2.0,17.0,1732,9.577367205542725,8.0,4.0,14.0,2442,0.33292383292383293,0.23333333333333334,0.06666666666666667,0.5333333333333333,2442,0.30816270816270813,0.3,0.03333333333333333,0.5333333333333333,OOS,C_EXP_HIGH_DIR,30
2617,2244,0.32486631016042783,0.6751336898395722,0.8440285204991087,0.33689839572192515,0.3622994652406417,0.32486631016042783,0.33110516934046347,0.34402852049910876,2244,16.959893048128343,10.0,3.0,25.0,2244,3.9165057275124546,2.914935545546876,1.3379781101503465,5.465618173875055,2244,3.843937607109494,3.0043022344667873,1.4849961528597075,5.231237298687874,2244,4.137728896360392,3.0293159609120526,1.4548051899654042,5.627591318421828,2244,7.981666503469885,7.081332369928871,5.532407407407407,9.20375420937064,2244,0.1301008885089138,0.10635733654715275,0.048520939114330884,0.19448225437539468,2241,8.896474788041052,6.0,3.0,12.0,1515,20.842904290429043,15.0,4.0,36.5,1894,15.389651531151003,9.0,4.0,21.0,2244,0.3257501485442662,0.25,0.08333333333333333,0.5166666666666667,2244,0.329434046345811,0.31666666666666665,0.13333333333333333,0.5,OOS,C_EXP_HIGH_DIR,60
565,555,0.6414414414414414,0.3027027027027027,0.16216216216216217,0.05945945945945946,0.5531531531531532,0.6414414414414414,0.22522522522522523,0.13333333333333333,555,6.727927927927928,5.0,2.0,9.0,555,1.152177040245264,0.8986175115207373,0.4493768037882543,1.5500238271735678,555,1.175617485516751,0.9258406264394289,0.4963235294117647,1.5666892904131489,555,1.2729923938744312,1.021276595744681,0.46808417172964845,1.7333333333333334,555,2.448609879391182,2.2267536704730833,1.696653864406692,2.8201219512195124,555,0.4375770137009256,0.41496598639455784,0.20501245330012452,0.6501121076233184,256,2.57421875,2.0,1.0,4.0,168,2.3154761904761907,2.0,1.0,3.0,90,3.088888888888889,3.0,2.0,4.0,555,0.049369369369369365,0.0,0.0,0.0,555,0.5992792792792794,0.8,0.2,1.0,OOS,D_EXP_LOW_DIR,5
565,543,0.43278084714548803,0.427255985267035,0.3775322283609576,0.20626151012891344,0.49355432780847147,0.43278084714548803,0.26703499079189685,0.3001841620626151,543,6.804788213627993,5.0,2.0,9.0,543,1.9043020462713596,1.4389233954451346,0.5587900471621401,2.606158197461615,543,2.007293199753078,1.5838509316770186,0.8759283177268324,2.6479411769325534,543,2.122474203956154,1.5905383360522023,0.7448497326585439,2.8076425205819913,543,4.1297674037092325,3.7486095661846495,2.738915175633754,4.622145103535406,543,0.2390709999009714,0.1935483870967742,0.0847457627118644,0.34004024144869216,406,5.312807881773399,4.0,2.0,9.0,232,4.383620689655173,3.0,1.0,6.0,205,7.15609756097561,6.0,3.0,10.0,543,0.11209330877839165,0.0,0.0,0.13333333333333333,543,0.5464702271332106,0.6,0.3333333333333333,0.8,OOS,D_EXP_LOW_DIR,15
565,529,0.3648393194706994,0.5671077504725898,0.5973534971644613,0.2948960302457467,0.34026465028355385,0.3648393194706994,0.28544423440453687,0.3497164461247637,529,6.852551984877127,5.0,2.0,9.0,529,2.93368078175484,2.3661516349263385,1.116751269035533,4.198717948717949,529,2.831668394487285,2.2222222222222223,1.1089206505667815,3.7301587301587302,529,2.973938309337177,2.088500563697858,1.1095305832147937,3.989769820971867,529,5.805606703824462,5.073529411764706,4.029629629629629,6.554121151936444,529,0.18630778513031668,0.15852205005959474,0.06951871657754011,0.28173374613003094,491,8.421588594704684,6.0,2.0,13.0,300,8.843333333333334,5.0,2.0,14.0,316,12.522151898734178,11.0,5.0,19.0,529,0.18235664776307497,0.06666666666666667,0.0,0.3333333333333333,529,0.4589792060491494,0.4666666666666667,0.3,0.6333333333333333,OOS,D_EXP_LOW_DIR,30
565,480,0.35208333333333336,0.7729166666666667,0.7875,0.34375,0.32083333333333336,0.35208333333333336,0.3104166666666667,0.3375,480,6.708333333333333,5.0,2.0,9.0,480,3.7704398191157886,3.128523111612176,1.6842105263157894,4.789207080196343,480,3.9442281354082724,3.4562910560889337,1.7274951076320937,5.352145704925039,480,4.110087687746728,2.7313769751693004,1.36327185244587,5.478680611423974,480,8.054315823155001,6.854116717712765,5.342085576156938,9.022140221402214,480,0.1255024541939075,0.11411000453774689,0.05643084895522599,0.17736598279285243,479,10.427974947807932,6.0,3.0,16.0,371,17.606469002695416,10.0,2.5,30.5,378,20.923280423280424,17.0,8.0,29.0,480,0.24305555555555552,0.18333333333333332,0.05,0.35416666666666663,480,0.3927083333333333,0.38333333333333336,0.22916666666666669,0.5333333333333333,OOS,D_EXP_LOW_DIR,60
