directionality_state,HIGH_VOLATILITY,LOW_VOLATILITY,NORMAL_VOLATILITY
HIGH_DIRECTIONALITY,14.124096146825746,8.427036014779537,11.089080023892278
LOW_DIRECTIONALITY,12.469635686296995,10.047748268862163,10.637579825394763
MID_DIRECTIONALITY,12.846309216308585,9.548057083095342,10.810457734544592
