n,n_valid,rate_still_compressed,rate_still_expanded,rate_reached_normal,rate_reached_expansion,rate_left_expansion,rate_p_terminal_normal,rate_p_terminal_expansion,rate_p_terminal_compression,abs_net_n,abs_net_mean,abs_net_median,abs_net_p25,abs_net_p75,abs_net_atr_n,abs_net_atr_mean,abs_net_atr_median,abs_net_atr_p25,abs_net_atr_p75,max_up_n,max_up_mean,max_up_median,max_up_p25,max_up_p75,max_down_n,max_down_mean,max_down_median,max_down_p25,max_down_p75,max_up_atr_n,max_up_atr_mean,max_up_atr_median,max_up_atr_p25,max_up_atr_p75,max_down_atr_n,max_down_atr_mean,max_down_atr_median,max_down_atr_p25,max_down_atr_p75,max_range_n,max_range_mean,max_range_median,max_range_p25,max_range_p75,max_range_atr_n,max_range_atr_mean,max_range_atr_median,max_range_atr_p25,max_range_atr_p75,er_forward_n,er_forward_mean,er_forward_median,er_forward_p25,er_forward_p75,time_to_normal_n,time_to_normal_mean,time_to_normal_median,time_to_normal_p25,time_to_normal_p75,time_to_expansion_n,time_to_expansion_mean,time_to_expansion_median,time_to_expansion_p25,time_to_expansion_p75,time_to_leave_compression_n,time_to_leave_compression_mean,time_to_leave_compression_median,time_to_leave_compression_p25,time_to_leave_compression_p75,time_to_leave_expansion_n,time_to_leave_expansion_mean,time_to_leave_expansion_median,time_to_leave_expansion_p25,time_to_leave_expansion_p75,expansion_is_directional_n,expansion_is_directional_mean,expansion_is_directional_median,expansion_is_directional_p25,expansion_is_directional_p75,expansion_is_two_sided_n,expansion_is_two_sided_mean,expansion_is_two_sided_median,expansion_is_two_sided_p25,expansion_is_two_sided_p75,split,cell,horizon
20650,19237,0.26287882725996775,0.4242865311639029,0.7447626968862089,0.9598170192857515,0.7481416021209129,0.31283464157612934,0.4242865311639029,0.26287882725996775,19237,11.018739928263242,5.5,2.25,12.75,19237,3.133595016552785,2.3656542056074765,1.1363636363636362,4.137931034482759,19237,10.663188127046837,5.75,2.5,12.5,19237,11.632141186255653,5.75,2.25,13.25,19237,3.049441743590276,2.4,1.1825726141078838,4.114285714285715,19237,3.298917786928902,2.4233983286908076,1.1020408163265307,4.426229508196721,19237,22.29532931330249,13.5,7.75,27.0,19237,6.348359530519177,5.412371134020619,4.259259259259259,7.164179104477612,19237,0.17985252596303342,0.15492957746478872,0.075,0.25874125874125875,14327,10.450547916521254,8.0,3.0,17.0,18464,1.4019172443674177,1.0,1.0,1.0,19234,1.0019236768222939,1.0,1.0,1.0,14392,10.458518621456365,8.0,3.0,17.0,18464,0.7967937608318891,1.0,1.0,1.0,18464,0.00389948006932409,0.0,0.0,0.0,IS,C_EXP_HIGH_DIR,30
20650,17820,0.3015712682379349,0.35342312008978677,0.9314814814814815,0.9768799102132435,0.9343434343434344,0.34500561167227833,0.35342312008978677,0.3015712682379349,17820,15.302244668911335,7.75,3.25,17.5,17820,4.314879527257696,3.2856411756104693,1.5197169793407261,5.725428399480537,17820,14.819205948372614,8.0,3.5,17.5,17820,16.27888608305275,8.0,3.25,18.5,17820,4.209501235460438,3.318382944489139,1.6323030468163884,5.732514708495088,17820,4.592188177623284,3.3711730749407276,1.4835164835164836,6.129799237593126,17820,31.098092031425363,18.75,11.0,37.75,17820,8.80168941308372,7.5216422644827095,5.873967899570309,10.035552147964154,17820,0.12725621961420816,0.11007025761124122,0.05139409146152393,0.18309859154929578,16599,17.336164829206577,12.0,4.0,27.0,17408,2.131548713235294,1.0,1.0,1.0,17819,1.0062293057971827,1.0,1.0,1.0,16650,17.303963963963962,12.0,4.0,27.0,17408,0.7909581801470589,1.0,1.0,1.0,17408,0.006893382352941176,0.0,0.0,0.0,IS,C_EXP_HIGH_DIR,60
8056,7998,0.014503625906476619,0.761565391347837,0.3075768942235559,0.9386096524131032,0.3092023005751438,0.22393098274568643,0.761565391347837,0.014503625906476619,7998,4.076769192298075,2.0,0.75,4.5,7998,1.2254866418188313,0.9272379890936593,0.4316546762589928,1.6666666666666665,7998,4.107495623905977,2.25,1.0,4.75,7998,4.126062765691423,2.0,0.75,4.75,7998,1.2424536947796698,0.9777297833168106,0.4545454545454546,1.7230502080027983,7998,1.2398377346468306,0.9375,0.4044943820224719,1.6754971037094797,7998,8.2335583895974,5.0,2.75,9.75,7998,2.4822914294265,2.142857142857143,1.6746946870992994,2.840909090909091,7998,0.43900398015607417,0.4,0.2,0.6666666666666666,2460,2.4646341463414636,2.0,1.0,4.0,7507,1.0881843612628215,1.0,1.0,1.0,7997,1.0006252344629236,1.0,1.0,1.0,2473,2.4634047715325518,2.0,1.0,4.0,7507,0.010656720394298654,0.0,0.0,0.0,7507,0.6619155454908752,1.0,0.0,1.0,IS,D_EXP_LOW_DIR,5
8056,7852,0.10137544574630668,0.5901681100356597,0.5559093224656139,0.9611563932755985,0.5575649516046867,0.30845644421803364,0.5901681100356597,0.10137544574630668,7852,6.928680590932246,3.5,1.5,7.75,7852,2.0891185535777055,1.6216216216216215,0.7462686567164178,2.8068091530271726,7852,6.923395313295975,3.75,1.75,8.0,7852,7.425433010697911,3.5,1.5,8.25,7852,2.1175486718498058,1.7451088962716872,0.8260433608615326,2.914357501794688,7852,2.196191385069463,1.6504303414357326,0.7772020725388601,2.909658301526429,7852,14.348828323993887,8.5,5.0,17.25,7852,4.3137400569192685,3.774209671373235,2.982456140350877,4.899933462250224,7852,0.24705750969975163,0.2153311965811966,0.10256410256410256,0.3618723764933807,4365,5.9177548682703325,5.0,2.0,9.0,7547,1.257983304624354,1.0,1.0,1.0,7851,1.0006368615463,1.0,1.0,1.0,4378,5.903837368661489,5.0,2.0,9.0,7547,0.016165363720683716,0.0,0.0,0.0,7547,0.6550947396316417,1.0,0.0,1.0,IS,D_EXP_LOW_DIR,15
8056,7650,0.2538562091503268,0.422483660130719,0.7755555555555556,0.9700653594771241,0.7779084967320261,0.3236601307189543,0.422483660130719,0.2538562091503268,7650,9.836633986928105,5.0,2.25,11.1875,7650,2.9885530380571024,2.2958663424582317,1.1111111111111112,3.9583333333333335,7650,9.665228758169935,5.25,2.5,11.25,7650,10.358627450980393,5.0,2.0,11.5,7650,2.9870934948429966,2.4804675578343405,1.2359375,4.073832317957644,7650,3.0825663652699142,2.286149825783972,1.0714285714285714,4.0539920844109165,7650,20.023856209150328,12.0,7.25,24.0,7650,6.06965986011291,5.2833348723738265,4.198056555126874,6.821849464131729,7650,0.17711530960553026,0.15328467153284672,0.07407407407407407,0.25663716814159293,5933,10.541547277936962,8.0,3.0,17.0,7421,1.450343619458294,1.0,1.0,1.0,7650,1.0041830065359476,1.0,1.0,1.0,5951,10.536548479247186,8.0,3.0,17.0,7421,0.02048241476889907,0.0,0.0,0.0,7421,0.6513946907424876,1.0,0.0,1.0,IS,D_EXP_LOW_DIR,30
8056,7157,0.3118625122257929,0.34777141260304595,0.9531926784965767,0.9854687718317731,0.9543104652787481,0.3403660751711611,0.34777141260304595,0.3118625122257929,7157,13.512016207908342,7.0,3.0,15.5,7157,4.151382908318471,3.1472081218274113,1.4743589743589745,5.454545454545454,7157,13.435482744166551,7.5,3.5,15.75,7157,14.387173396674584,6.75,2.75,16.25,7157,4.171086471402592,3.4444444444444446,1.7034700315457414,5.643564356435644,7157,4.323285480718159,3.048780487804878,1.3994169096209912,5.606796116504855,7157,27.822656140841133,17.0,10.25,32.75,7157,8.494371952120751,7.279411764705882,5.76,9.611650485436893,7157,0.12535217063409093,0.10843373493975904,0.05056179775280899,0.18181818181818182,6822,16.607153327469952,12.0,4.0,26.0,7053,2.085920884729902,1.0,1.0,1.0,7157,1.0044711471286851,1.0,1.0,1.0,6830,16.54670571010249,12.0,4.0,26.0,7053,0.027789593080958457,0.0,0.0,0.0,7053,0.6445484191124344,1.0,0.0,1.0,IS,D_EXP_LOW_DIR,60
10427,10235,0.8536394723986321,0.005666829506595017,0.1745969711773327,0.006936980947728383,1.0,0.14069369809477283,0.005666829506595017,0.8536394723986321,10235,13.370835368832438,9.25,4.25,17.75,10235,1.2085635443665175,0.9459459459459459,0.45546558704453444,1.651342031734992,10235,13.351270151441133,9.5,4.25,17.75,10235,13.488080117244749,9.25,4.0,18.0,10235,1.2019680636864813,0.9642857142857143,0.45454545454545453,1.6534424787103668,10235,1.2326884318837654,0.9367859862909368,0.42948163563146946,1.701641815789201,10235,26.83935026868588,22.0,15.25,33.0,10235,2.434656495570247,2.129817444219067,1.6806221892809567,2.799309442023066,10235,0.4589805972148746,0.42857142857142855,0.21003381300621216,0.6832566733498446,1787,2.786793508673755,3.0,1.0,4.0,71,3.7464788732394365,4.0,3.0,5.0,1792,2.7823660714285716,3.0,1.0,4.0,10235,1.000390815828041,1.0,1.0,1.0,71,0.5915492957746479,1.0,0.0,1.0,71,0.028169014084507043,0.0,0.0,0.0,Validation,A_COMP_LOW_DIR,5
10427,9860,0.6749492900608519,0.06044624746450304,0.4051724137931034,0.07160243407707911,1.0,0.26460446247464503,0.06044624746450304,0.6749492900608519,9860,22.621323529411764,16.25,7.25,30.5,9860,2.0369807954636743,1.621060118290035,0.755623894178111,2.7611395178962748,9860,22.85088742393509,16.5,7.5,30.75,9860,23.175177484787017,16.25,7.0,31.25,9860,2.0513544267538286,1.6788379530916844,0.7927928880803422,2.8320402086401275,9860,2.109753704219018,1.6608424470266576,0.7262458017652111,2.8956711719471895,9860,46.02606490872211,38.25,26.5,57.5,9860,4.161108130972846,3.676609585232959,2.9327004020154153,4.7561730881553235,9860,0.26320524067553036,0.22942449707155588,0.107981220657277,0.38596491228070173,3995,7.030788485607009,7.0,3.0,11.0,706,10.577903682719548,11.0,8.0,13.0,4007,7.028699775393062,7.0,3.0,11.0,9860,1.0004056795131846,1.0,1.0,1.0,706,0.6359773371104815,1.0,0.0,1.0,706,0.036827195467422094,0.0,0.0,0.0,Validation,A_COMP_LOW_DIR,15
10427,9349,0.472136057332335,0.1894320248154883,0.6507647876778265,0.2360680286661675,1.0,0.3384319178521767,0.1894320248154883,0.472136057332335,9349,31.91089956145042,23.0,10.5,43.25,9349,2.856796105783577,2.25769669327252,1.0924981791697015,3.915857605177994,9349,31.882794951331693,23.5,11.0,42.5,9349,32.55947160124077,23.25,10.0,44.75,9349,2.856982040994581,2.353426919900908,1.1525795828759604,3.9338001273074474,9349,2.9464204392459106,2.2884699693117057,1.0426540284360188,4.024390243902439,9349,64.44226655257246,54.5,37.75,79.75,9349,5.803402480240491,5.1299589603283176,4.076086956521739,6.6366906474820135,9349,0.18798816664192333,0.16116504854368932,0.07720588235294118,0.27134146341463417,6084,12.76232741617357,11.0,5.0,20.0,2207,19.438604440416857,20.0,14.0,26.0,6091,12.744212772943687,11.0,5.0,20.0,9349,1.0004278532463364,1.0,1.0,1.0,2207,0.6166742183960127,1.0,0.0,1.0,2207,0.0792931581332125,0.0,0.0,0.0,Validation,A_COMP_LOW_DIR,30
10427,8510,0.327027027027027,0.34347826086956523,0.8985898942420681,0.5519388954171562,1.0,0.32949471210340775,0.34347826086956523,0.327027027027027,8510,45.11930082256169,32.75,14.75,61.5,8510,4.045385847285201,3.1854940650531836,1.5079017813784843,5.564054098881809,8510,44.49365452408931,33.75,15.75,59.75,8510,45.40581668625147,32.0,14.25,62.0,8510,4.00514689234079,3.2937377903190797,1.6061445737964128,5.488529242016161,8510,4.101538493709487,3.0912861187745024,1.4429770330010794,5.671073287614641,8510,89.89947121034078,76.5,53.8125,111.5,8510,8.106685386050277,7.157391790233959,5.607950393764716,9.318181818181818,8510,0.13491251704806445,0.11606515994162427,0.054874345686085575,0.19685965724872628,7647,20.67412057015823,17.0,7.0,31.0,4697,33.25931445603577,33.0,22.0,45.0,7652,20.64688970203868,17.0,7.0,31.0,8510,1.0004700352526439,1.0,1.0,1.0,4697,0.6031509474132425,1.0,0.0,1.0,4697,0.10091547796465829,0.0,0.0,0.0,Validation,A_COMP_LOW_DIR,60
12017,11792,0.80359565807327,0.013738127544097693,0.23490502035278155,0.015773405698778834,0.9995759837177748,0.18266621438263228,0.013738127544097693,0.80359565807327,11792,13.633713534599728,9.5,4.25,18.0,11792,1.2273824655326857,0.9736026202721269,0.4513223894208846,1.6770186335403725,11792,13.485753052917232,9.5,4.5,17.75,11792,13.772812075983717,9.5,4.25,18.25,11792,1.2087140024331664,0.9640045199387621,0.45635323323428506,1.6678323081137063,11792,1.2574992238342608,0.967741935483871,0.4491978609625668,1.726641517686294,11792,27.25856512890095,22.5,15.5,33.75,11792,2.4662132262674277,2.1584498549974414,1.7060512838406279,2.8379409419592534,11792,0.460668049501216,0.42857142857142855,0.20588235294117646,0.6888888888888889,2770,2.6028880866425994,2.0,1.0,4.0,186,3.817204301075269,4.0,3.0,5.0,2781,2.5979863358504134,2.0,1.0,4.0,11787,1.000848392296598,1.0,1.0,1.0,186,0.8225806451612904,1.0,1.0,1.0,186,0.0,0.0,0.0,0.0,Validation,B_COMP_MIDHIGH_DIR,5
