from_state,HIGH_DIRECTIONALITY,LOW_DIRECTIONALITY,MID_DIRECTIONALITY
HIGH_DIRECTIONALITY,88.74036100926857,0.14968149421930935,11.109957496512118
LOW_DIRECTIONALITY,0.16483938585805374,83.71953160153207,16.115629012609883
MID_DIRECTIONALITY,11.228785239237858,16.120479023545784,72.65073573721637
