directionality_state,COMPRESSION,EXPANSION,NORMAL_RANGE
HIGH_DIRECTIONALITY,2.28253998436696,22.390447152848893,8.967225048281708
LOW_DIRECTIONALITY,19.844453427837987,2.8947251916208647,10.415785161095068
MID_DIRECTIONALITY,12.546204197696268,7.096050298617194,13.562569537635055
