from_state,COMPRESSION,EXPANSION,NORMAL_RANGE
COMPRESSION,94.88191953221484,0.03612565005166808,5.081954817733494
EXPANSION,0.031438349396832814,95.04576525433625,4.922796396266921
NORMAL_RANGE,5.492212188868498,4.728337562358803,89.7794502487727
