candidate,session_date,year,period,side,signal_ts,entry_ts,exit_ts,entry,exit,stop_points,target_points,exit_kind,gross_points,net_dollars
opening_range_fade,2018-05-21,2018,Train,long,2018-05-21 13:12:00-04:00,2018-05-21 13:13:00-04:00,2018-05-21 15:55:00-04:00,6924.75,6912.25,87.5,15.625,time,-12.5,-27.0
extension_5m_fade_1p5r,2018-05-21,2018,Train,long,2018-05-21 11:14:00-04:00,2018-05-21 11:15:00-04:00,2018-05-21 15:55:00-04:00,6922.25,6912.25,100.0,150.0,time,-10.0,-22.0
opening_range_fade,2018-05-22,2018,Train,long,2018-05-22 10:04:00-04:00,2018-05-22 10:05:00-04:00,2018-05-22 15:55:00-04:00,6930.5,6897.75,87.5,12.125,time,-32.75,-67.5
extension_5m_fade_1p5r,2018-05-22,2018,Train,long,2018-05-22 12:29:00-04:00,2018-05-22 12:30:00-04:00,2018-05-22 15:55:00-04:00,6909.5,6897.75,100.0,150.0,time,-11.75,-25.5
vwap_fade_1r,2018-05-23,2018,Train,short,2018-05-23 14:05:00-04:00,2018-05-23 14:06:00-04:00,2018-05-23 15:55:00-04:00,6913.75,6954.75,75.0,75.0,time,-41.0,-84.0
vwap_fade_1p5r,2018-05-23,2018,Train,short,2018-05-23 14:05:00-04:00,2018-05-23 14:06:00-04:00,2018-05-23 15:55:00-04:00,6913.75,6954.75,75.0,112.5,time,-41.0,-84.0
high_state_vwap_fade_1r,2018-05-23,2018,Train,short,2018-05-23 14:06:00-04:00,2018-05-23 14:07:00-04:00,2018-05-23 15:55:00-04:00,6923.75,6954.75,75.0,75.0,time,-31.0,-64.0
opening_range_fade,2018-05-23,2018,Train,short,2018-05-23 10:31:00-04:00,2018-05-23 10:32:00-04:00,2018-05-23 10:51:00-04:00,6879.25,6863.875,87.5,15.375,target,15.375,28.75
extension_5m_fade_1p5r,2018-05-23,2018,Train,short,2018-05-23 11:49:00-04:00,2018-05-23 11:50:00-04:00,2018-05-23 15:55:00-04:00,6901.0,6954.75,100.0,150.0,time,-53.75,-109.5
vwap_fade_1r,2018-05-24,2018,Train,long,2018-05-24 09:50:00-04:00,2018-05-24 09:51:00-04:00,2018-05-24 15:55:00-04:00,6916.0,6951.5,75.0,75.0,time,35.5,69.0
vwap_fade_1p5r,2018-05-24,2018,Train,long,2018-05-24 09:50:00-04:00,2018-05-24 09:51:00-04:00,2018-05-24 15:55:00-04:00,6916.0,6951.5,75.0,112.5,time,35.5,69.0
high_state_vwap_fade_1r,2018-05-24,2018,Train,long,2018-05-24 09:50:00-04:00,2018-05-24 09:51:00-04:00,2018-05-24 15:55:00-04:00,6916.0,6951.5,75.0,75.0,time,35.5,69.0
opening_range_fade,2018-05-24,2018,Train,long,2018-05-24 10:26:00-04:00,2018-05-24 10:27:00-04:00,2018-05-24 12:13:00-04:00,6915.25,6940.875,87.5,25.625,target,25.625,49.25
extension_5m_fade_1p5r,2018-05-24,2018,Train,short,2018-05-24 11:59:00-04:00,2018-05-24 12:00:00-04:00,2018-05-24 15:55:00-04:00,6935.5,6951.5,100.0,150.0,time,-16.0,-34.0
opening_range_fade,2018-05-25,2018,Train,short,2018-05-25 10:45:00-04:00,2018-05-25 10:46:00-04:00,2018-05-25 13:57:00-04:00,6974.75,6958.625,87.5,16.125,target,16.125,30.25
extension_5m_fade_1p5r,2018-05-25,2018,Train,long,2018-05-25 12:09:00-04:00,2018-05-25 12:10:00-04:00,2018-05-25 15:55:00-04:00,6971.75,6964.75,100.0,150.0,time,-7.0,-16.0
vwap_fade_1r,2018-05-29,2018,Train,long,2018-05-29 11:45:00-04:00,2018-05-29 11:46:00-04:00,2018-05-29 15:55:00-04:00,6910.25,6930.25,75.0,75.0,time,20.0,38.0
vwap_fade_1p5r,2018-05-29,2018,Train,long,2018-05-29 11:45:00-04:00,2018-05-29 11:46:00-04:00,2018-05-29 15:55:00-04:00,6910.25,6930.25,75.0,112.5,time,20.0,38.0
opening_range_fade,2018-05-29,2018,Train,short,2018-05-29 10:06:00-04:00,2018-05-29 10:07:00-04:00,2018-05-29 10:32:00-04:00,6964.0,6940.0,87.5,24.0,target,24.0,46.0
extension_5m_fade_1p5r,2018-05-29,2018,Train,long,2018-05-29 11:39:00-04:00,2018-05-29 11:40:00-04:00,2018-05-29 15:55:00-04:00,6935.5,6930.25,100.0,150.0,time,-5.25,-12.5
opening_range_fade,2018-05-30,2018,Train,long,2018-05-30 10:03:00-04:00,2018-05-30 10:04:00-04:00,2018-05-30 10:11:00-04:00,6948.0,6959.5,87.5,11.5,target,11.5,21.0
extension_5m_fade_1p5r,2018-05-30,2018,Train,short,2018-05-30 12:24:00-04:00,2018-05-30 12:25:00-04:00,2018-05-30 15:55:00-04:00,6990.25,6984.75,100.0,150.0,time,5.5,9.0
vwap_fade_1r,2018-05-31,2018,Train,short,2018-05-31 11:40:00-04:00,2018-05-31 11:41:00-04:00,2018-05-31 15:55:00-04:00,7016.25,6969.75,75.0,75.0,time,46.5,91.0
vwap_fade_1p5r,2018-05-31,2018,Train,short,2018-05-31 11:40:00-04:00,2018-05-31 11:41:00-04:00,2018-05-31 15:55:00-04:00,7016.25,6969.75,75.0,112.5,time,46.5,91.0
high_state_vwap_fade_1r,2018-05-31,2018,Train,short,2018-05-31 11:40:00-04:00,2018-05-31 11:41:00-04:00,2018-05-31 15:55:00-04:00,7016.25,6969.75,75.0,75.0,time,46.5,91.0
opening_range_fade,2018-05-31,2018,Train,long,2018-05-31 11:01:00-04:00,2018-05-31 11:02:00-04:00,2018-05-31 11:28:00-04:00,6974.0,6986.125,87.5,12.125,target,12.125,22.25
extension_5m_fade_1p5r,2018-05-31,2018,Train,short,2018-05-31 11:39:00-04:00,2018-05-31 11:40:00-04:00,2018-05-31 15:55:00-04:00,7006.25,6969.75,100.0,150.0,time,36.5,71.0
vwap_fade_1r,2018-06-01,2018,Train,short,2018-06-01 11:03:00-04:00,2018-06-01 11:04:00-04:00,2018-06-01 15:55:00-04:00,7073.25,7081.75,75.0,75.0,time,-8.5,-19.0
vwap_fade_1p5r,2018-06-01,2018,Train,short,2018-06-01 11:03:00-04:00,2018-06-01 11:04:00-04:00,2018-06-01 15:55:00-04:00,7073.25,7081.75,75.0,112.5,time,-8.5,-19.0
high_state_vwap_fade_1r,2018-06-01,2018,Train,short,2018-06-01 11:03:00-04:00,2018-06-01 11:04:00-04:00,2018-06-01 15:55:00-04:00,7073.25,7081.75,75.0,75.0,time,-8.5,-19.0
opening_range_fade,2018-06-01,2018,Train,short,2018-06-01 10:06:00-04:00,2018-06-01 10:07:00-04:00,2018-06-01 10:16:00-04:00,7036.0,7023.75,87.5,12.25,target,12.25,22.5
extension_5m_fade_1p5r,2018-06-01,2018,Train,short,2018-06-01 13:09:00-04:00,2018-06-01 13:10:00-04:00,2018-06-01 15:55:00-04:00,7087.25,7081.75,100.0,150.0,time,5.5,9.0
opening_range_fade,2018-06-04,2018,Train,short,2018-06-04 11:01:00-04:00,2018-06-04 11:02:00-04:00,2018-06-04 15:55:00-04:00,7126.5,7147.25,87.5,12.375,time,-20.75,-43.5
extension_5m_fade_1p5r,2018-06-04,2018,Train,short,2018-06-04 12:14:00-04:00,2018-06-04 12:15:00-04:00,2018-06-04 15:55:00-04:00,7132.75,7147.25,100.0,150.0,time,-14.5,-31.0
opening_range_fade,2018-06-05,2018,Train,short,2018-06-05 10:15:00-04:00,2018-06-05 10:16:00-04:00,2018-06-05 10:36:00-04:00,7172.75,7164.5,87.5,8.25,target,8.25,14.5
extension_5m_fade_1p5r,2018-06-05,2018,Train,long,2018-06-05 11:29:00-04:00,2018-06-05 11:30:00-04:00,2018-06-05 15:55:00-04:00,7157.5,7172.5,100.0,150.0,time,15.0,28.0
opening_range_fade,2018-06-06,2018,Train,long,2018-06-06 10:01:00-04:00,2018-06-06 10:02:00-04:00,2018-06-06 11:14:00-04:00,7159.5,7173.125,87.5,13.625,target,13.625,25.25
extension_5m_fade_1p5r,2018-06-06,2018,Train,short,2018-06-06 11:29:00-04:00,2018-06-06 11:30:00-04:00,2018-06-06 15:55:00-04:00,7183.5,7208.25,100.0,150.0,time,-24.75,-51.5
vwap_fade_1r,2018-06-07,2018,Train,long,2018-06-07 10:31:00-04:00,2018-06-07 10:32:00-04:00,2018-06-07 15:55:00-04:00,7159.25,7157.25,75.0,75.0,time,-2.0,-6.0
vwap_fade_1p5r,2018-06-07,2018,Train,long,2018-06-07 10:31:00-04:00,2018-06-07 10:32:00-04:00,2018-06-07 15:55:00-04:00,7159.25,7157.25,75.0,112.5,time,-2.0,-6.0
high_state_vwap_fade_1r,2018-06-07,2018,Train,long,2018-06-07 10:31:00-04:00,2018-06-07 10:32:00-04:00,2018-06-07 15:55:00-04:00,7159.25,7157.25,75.0,75.0,time,-2.0,-6.0
extension_5m_fade_1p5r,2018-06-07,2018,Train,long,2018-06-07 12:34:00-04:00,2018-06-07 12:35:00-04:00,2018-06-07 15:55:00-04:00,7148.5,7157.25,100.0,150.0,time,8.75,15.5
opening_range_fade,2018-06-08,2018,Train,short,2018-06-08 10:22:00-04:00,2018-06-08 10:23:00-04:00,2018-06-08 10:28:00-04:00,7157.75,7146.125,87.5,11.625,target,11.625,21.25
extension_5m_fade_1p5r,2018-06-08,2018,Train,short,2018-06-08 11:14:00-04:00,2018-06-08 11:15:00-04:00,2018-06-08 15:55:00-04:00,7167.5,7178.75,100.0,150.0,time,-11.25,-24.5
extension_5m_fade_1p5r,2018-06-11,2018,Train,short,2018-06-11 11:44:00-04:00,2018-06-11 11:45:00-04:00,2018-06-11 15:55:00-04:00,7201.0,7199.5,100.0,150.0,time,1.5,1.0
opening_range_fade,2018-06-12,2018,Train,short,2018-06-12 11:09:00-04:00,2018-06-12 11:10:00-04:00,2018-06-12 11:14:00-04:00,7219.0,7209.0,87.5,10.0,target,10.0,18.0
extension_5m_fade_1p5r,2018-06-12,2018,Train,short,2018-06-12 11:39:00-04:00,2018-06-12 11:40:00-04:00,2018-06-12 15:55:00-04:00,7221.5,7234.5,100.0,150.0,time,-13.0,-28.0
vwap_fade_1r,2018-06-13,2018,Train,long,2018-06-13 14:24:00-04:00,2018-06-13 14:25:00-04:00,2018-06-13 15:55:00-04:00,7232.5,7232.75,75.0,75.0,time,0.25,-1.5
vwap_fade_1p5r,2018-06-13,2018,Train,long,2018-06-13 14:24:00-04:00,2018-06-13 14:25:00-04:00,2018-06-13 15:55:00-04:00,7232.5,7232.75,75.0,112.5,time,0.25,-1.5
high_state_vwap_fade_1r,2018-06-13,2018,Train,long,2018-06-13 14:24:00-04:00,2018-06-13 14:25:00-04:00,2018-06-13 15:55:00-04:00,7232.5,7232.75,75.0,75.0,time,0.25,-1.5
opening_range_fade,2018-06-13,2018,Train,short,2018-06-13 14:04:00-04:00,2018-06-13 14:05:00-04:00,2018-06-13 14:06:00-04:00,7253.5,7248.125,87.5,5.375,target,5.375,8.75
extension_5m_fade_1p5r,2018-06-13,2018,Train,short,2018-06-13 11:19:00-04:00,2018-06-13 11:20:00-04:00,2018-06-13 15:55:00-04:00,7279.5,7232.75,100.0,150.0,time,46.75,91.5
opening_range_fade,2018-06-14,2018,Train,short,2018-06-14 10:55:00-04:00,2018-06-14 10:56:00-04:00,2018-06-14 11:00:00-04:00,7288.0,7275.25,87.5,12.75,target,12.75,23.5
extension_5m_fade_1p5r,2018-06-14,2018,Train,short,2018-06-14 11:44:00-04:00,2018-06-14 11:45:00-04:00,2018-06-14 15:55:00-04:00,7308.25,7303.75,100.0,150.0,time,4.5,7.0
opening_range_fade,2018-06-15,2018,Train,short,2018-06-15 13:00:00-04:00,2018-06-15 13:01:00-04:00,2018-06-15 15:55:00-04:00,7283.5,7279.5,87.5,18.875,time,4.0,6.0
extension_5m_fade_1p5r,2018-06-15,2018,Train,short,2018-06-15 12:59:00-04:00,2018-06-15 13:00:00-04:00,2018-06-15 15:55:00-04:00,7284.5,7279.5,100.0,150.0,time,5.0,8.0
vwap_fade_1r,2018-06-18,2018,Train,short,2018-06-18 10:45:00-04:00,2018-06-18 10:46:00-04:00,2018-06-18 15:55:00-04:00,7264.5,7277.25,75.0,75.0,time,-12.75,-27.5
vwap_fade_1p5r,2018-06-18,2018,Train,short,2018-06-18 10:45:00-04:00,2018-06-18 10:46:00-04:00,2018-06-18 15:55:00-04:00,7264.5,7277.25,75.0,112.5,time,-12.75,-27.5
high_state_vwap_fade_1r,2018-06-18,2018,Train,short,2018-06-18 10:45:00-04:00,2018-06-18 10:46:00-04:00,2018-06-18 15:55:00-04:00,7264.5,7277.25,75.0,75.0,time,-12.75,-27.5
opening_range_fade,2018-06-18,2018,Train,short,2018-06-18 10:21:00-04:00,2018-06-18 10:22:00-04:00,2018-06-18 15:55:00-04:00,7242.75,7277.25,87.5,16.125,time,-34.5,-71.0
extension_5m_fade_1p5r,2018-06-18,2018,Train,long,2018-06-18 12:29:00-04:00,2018-06-18 12:30:00-04:00,2018-06-18 15:55:00-04:00,7260.5,7277.25,100.0,150.0,time,16.75,31.5
vwap_fade_1r,2018-06-19,2018,Train,long,2018-06-19 10:30:00-04:00,2018-06-19 10:31:00-04:00,2018-06-19 14:07:00-04:00,7162.75,7237.75,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2018-06-19,2018,Train,long,2018-06-19 10:30:00-04:00,2018-06-19 10:31:00-04:00,2018-06-19 15:55:00-04:00,7162.75,7248.5,75.0,112.5,time,85.75,169.5
high_state_vwap_fade_1r,2018-06-19,2018,Train,long,2018-06-19 10:30:00-04:00,2018-06-19 10:31:00-04:00,2018-06-19 14:07:00-04:00,7162.75,7237.75,75.0,75.0,target,75.0,148.0
opening_range_fade,2018-06-19,2018,Train,long,2018-06-19 10:10:00-04:00,2018-06-19 10:11:00-04:00,2018-06-19 10:56:00-04:00,7178.25,7200.375,87.5,22.125,target,22.125,42.25
extension_5m_fade_1p5r,2018-06-19,2018,Train,short,2018-06-19 13:44:00-04:00,2018-06-19 13:45:00-04:00,2018-06-19 15:55:00-04:00,7220.5,7248.5,100.0,150.0,time,-28.0,-58.0
vwap_fade_1r,2018-06-20,2018,Train,short,2018-06-20 12:50:00-04:00,2018-06-20 12:51:00-04:00,2018-06-20 15:55:00-04:00,7331.25,7305.5,75.0,75.0,time,25.75,49.5
vwap_fade_1p5r,2018-06-20,2018,Train,short,2018-06-20 12:50:00-04:00,2018-06-20 12:51:00-04:00,2018-06-20 15:55:00-04:00,7331.25,7305.5,75.0,112.5,time,25.75,49.5
opening_range_fade,2018-06-20,2018,Train,short,2018-06-20 10:07:00-04:00,2018-06-20 10:08:00-04:00,2018-06-20 10:09:00-04:00,7306.0,7294.875,87.5,11.125,target,11.125,20.25
extension_5m_fade_1p5r,2018-06-20,2018,Train,short,2018-06-20 11:24:00-04:00,2018-06-20 11:25:00-04:00,2018-06-20 15:55:00-04:00,7308.5,7305.5,100.0,150.0,time,3.0,4.0
vwap_fade_1r,2018-06-21,2018,Train,long,2018-06-21 10:07:00-04:00,2018-06-21 10:08:00-04:00,2018-06-21 15:55:00-04:00,7277.75,7243.25,75.0,75.0,time,-34.5,-71.0
vwap_fade_1p5r,2018-06-21,2018,Train,long,2018-06-21 10:07:00-04:00,2018-06-21 10:08:00-04:00,2018-06-21 15:55:00-04:00,7277.75,7243.25,75.0,112.5,time,-34.5,-71.0
high_state_vwap_fade_1r,2018-06-21,2018,Train,long,2018-06-21 10:18:00-04:00,2018-06-21 10:19:00-04:00,2018-06-21 15:55:00-04:00,7254.0,7243.25,75.0,75.0,time,-10.75,-23.5
extension_5m_fade_1p5r,2018-06-21,2018,Train,long,2018-06-21 12:34:00-04:00,2018-06-21 12:35:00-04:00,2018-06-21 15:55:00-04:00,7246.75,7243.25,100.0,150.0,time,-3.5,-9.0
opening_range_fade,2018-06-22,2018,Train,long,2018-06-22 10:51:00-04:00,2018-06-22 10:52:00-04:00,2018-06-22 13:05:00-04:00,7216.0,7241.5,87.5,25.5,target,25.5,49.0
extension_5m_fade_1p5r,2018-06-22,2018,Train,short,2018-06-22 13:09:00-04:00,2018-06-22 13:10:00-04:00,2018-06-22 15:55:00-04:00,7243.5,7228.5,100.0,150.0,time,15.0,28.0
vwap_fade_1r,2018-06-25,2018,Train,long,2018-06-25 10:11:00-04:00,2018-06-25 10:12:00-04:00,2018-06-25 12:11:00-04:00,7093.25,7018.25,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2018-06-25,2018,Train,long,2018-06-25 10:11:00-04:00,2018-06-25 10:12:00-04:00,2018-06-25 12:11:00-04:00,7093.25,7018.25,75.0,112.5,stop,-75.0,-152.0
high_state_vwap_fade_1r,2018-06-25,2018,Train,long,2018-06-25 10:11:00-04:00,2018-06-25 10:12:00-04:00,2018-06-25 12:11:00-04:00,7093.25,7018.25,75.0,75.0,stop,-75.0,-152.0
opening_range_fade,2018-06-25,2018,Train,long,2018-06-25 10:04:00-04:00,2018-06-25 10:05:00-04:00,2018-06-25 12:08:00-04:00,7113.75,7026.25,87.5,26.75,stop,-87.5,-177.0
extension_5m_fade_1p5r,2018-06-25,2018,Train,long,2018-06-25 11:24:00-04:00,2018-06-25 11:25:00-04:00,2018-06-25 15:55:00-04:00,7057.25,7065.25,100.0,150.0,time,8.0,14.0
vwap_fade_1r,2018-06-26,2018,Train,short,2018-06-26 13:14:00-04:00,2018-06-26 13:15:00-04:00,2018-06-26 15:55:00-04:00,7121.25,7090.25,75.0,75.0,time,31.0,60.0
vwap_fade_1p5r,2018-06-26,2018,Train,short,2018-06-26 13:14:00-04:00,2018-06-26 13:15:00-04:00,2018-06-26 15:55:00-04:00,7121.25,7090.25,75.0,112.5,time,31.0,60.0
high_state_vwap_fade_1r,2018-06-26,2018,Train,short,2018-06-26 13:14:00-04:00,2018-06-26 13:15:00-04:00,2018-06-26 15:55:00-04:00,7121.25,7090.25,75.0,75.0,time,31.0,60.0
opening_range_fade,2018-06-26,2018,Train,short,2018-06-26 12:43:00-04:00,2018-06-26 12:44:00-04:00,2018-06-26 15:50:00-04:00,7098.75,7085.25,87.5,13.5,target,13.5,25.0
extension_5m_fade_1p5r,2018-06-26,2018,Train,short,2018-06-26 12:04:00-04:00,2018-06-26 12:05:00-04:00,2018-06-26 15:55:00-04:00,7096.25,7090.25,100.0,150.0,time,6.0,10.0
vwap_fade_1r,2018-06-27,2018,Train,long,2018-06-27 12:35:00-04:00,2018-06-27 12:36:00-04:00,2018-06-27 15:09:00-04:00,7089.0,7014.0,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2018-06-27,2018,Train,long,2018-06-27 12:35:00-04:00,2018-06-27 12:36:00-04:00,2018-06-27 15:09:00-04:00,7089.0,7014.0,75.0,112.5,stop,-75.0,-152.0
opening_range_fade,2018-06-27,2018,Train,short,2018-06-27 10:44:00-04:00,2018-06-27 10:45:00-04:00,2018-06-27 11:00:00-04:00,7141.25,7124.125,87.5,17.125,target,17.125,32.25
extension_5m_fade_1p5r,2018-06-27,2018,Train,long,2018-06-27 11:14:00-04:00,2018-06-27 11:15:00-04:00,2018-06-27 15:09:00-04:00,7113.0,7013.0,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2018-06-28,2018,Train,short,2018-06-28 11:00:00-04:00,2018-06-28 11:01:00-04:00,2018-06-28 15:55:00-04:00,7030.5,7052.75,75.0,75.0,time,-22.25,-46.5
vwap_fade_1p5r,2018-06-28,2018,Train,short,2018-06-28 11:00:00-04:00,2018-06-28 11:01:00-04:00,2018-06-28 15:55:00-04:00,7030.5,7052.75,75.0,112.5,time,-22.25,-46.5
opening_range_fade,2018-06-28,2018,Train,short,2018-06-28 11:02:00-04:00,2018-06-28 11:03:00-04:00,2018-06-28 12:27:00-04:00,7023.75,6998.25,87.5,25.5,target,25.5,49.0
extension_5m_fade_1p5r,2018-06-28,2018,Train,short,2018-06-28 11:39:00-04:00,2018-06-28 11:40:00-04:00,2018-06-28 15:55:00-04:00,7039.25,7052.75,100.0,150.0,time,-13.5,-29.0
opening_range_fade,2018-06-29,2018,Train,short,2018-06-29 10:04:00-04:00,2018-06-29 10:05:00-04:00,2018-06-29 10:11:00-04:00,7110.25,7098.625,87.5,11.625,target,11.625,21.25
extension_5m_fade_1p5r,2018-06-29,2018,Train,long,2018-06-29 11:54:00-04:00,2018-06-29 11:55:00-04:00,2018-06-29 15:55:00-04:00,7092.0,7077.25,100.0,150.0,time,-14.75,-31.5
vwap_fade_1r,2018-07-02,2018,Train,short,2018-07-02 10:34:00-04:00,2018-07-02 10:35:00-04:00,2018-07-02 15:55:00-04:00,7056.75,7110.25,75.0,75.0,time,-53.5,-109.0
vwap_fade_1p5r,2018-07-02,2018,Train,short,2018-07-02 10:34:00-04:00,2018-07-02 10:35:00-04:00,2018-07-02 15:55:00-04:00,7056.75,7110.25,75.0,112.5,time,-53.5,-109.0
high_state_vwap_fade_1r,2018-07-02,2018,Train,short,2018-07-02 14:16:00-04:00,2018-07-02 14:17:00-04:00,2018-07-02 15:55:00-04:00,7087.5,7110.25,75.0,75.0,time,-22.75,-47.5
opening_range_fade,2018-07-02,2018,Train,short,2018-07-02 10:02:00-04:00,2018-07-02 10:03:00-04:00,2018-07-02 15:55:00-04:00,7038.0,7110.25,87.5,25.25,time,-72.25,-146.5
extension_5m_fade_1p5r,2018-07-02,2018,Train,long,2018-07-02 13:14:00-04:00,2018-07-02 13:15:00-04:00,2018-07-02 15:55:00-04:00,7033.5,7110.25,100.0,150.0,time,76.75,151.5
vwap_fade_1r,2018-07-03,2018,Train,long,2018-07-03 12:11:00-04:00,2018-07-03 12:12:00-04:00,2018-07-03 13:14:00-04:00,7071.0,7023.0,75.0,75.0,time,-48.0,-98.0
vwap_fade_1p5r,2018-07-03,2018,Train,long,2018-07-03 12:11:00-04:00,2018-07-03 12:12:00-04:00,2018-07-03 13:14:00-04:00,7071.0,7023.0,75.0,112.5,time,-48.0,-98.0
high_state_vwap_fade_1r,2018-07-03,2018,Train,long,2018-07-03 12:49:00-04:00,2018-07-03 12:50:00-04:00,2018-07-03 13:14:00-04:00,7048.25,7023.0,75.0,75.0,time,-25.25,-52.5
opening_range_fade,2018-07-03,2018,Train,long,2018-07-03 11:59:00-04:00,2018-07-03 12:00:00-04:00,2018-07-03 13:14:00-04:00,7091.0,7023.0,87.5,25.625,time,-68.0,-138.0
extension_5m_fade_1p5r,2018-07-03,2018,Train,long,2018-07-03 11:54:00-04:00,2018-07-03 11:55:00-04:00,2018-07-03 13:14:00-04:00,7085.0,7023.0,100.0,150.0,time,-62.0,-126.0
opening_range_fade,2018-07-04,2018,Train,long,2018-07-04 10:54:00-04:00,2018-07-04 10:55:00-04:00,2018-07-04 12:25:00-04:00,7030.5,7038.875,87.5,8.375,target,8.375,14.75
extension_5m_fade_1p5r,2018-07-04,2018,Train,short,2018-07-04 12:24:00-04:00,2018-07-04 12:25:00-04:00,2018-07-04 13:00:00-04:00,7037.75,7042.5,100.0,150.0,time,-4.75,-11.5
vwap_fade_1r,2018-07-05,2018,Train,long,2018-07-05 10:53:00-04:00,2018-07-05 10:54:00-04:00,2018-07-05 15:01:00-04:00,7046.0,7121.0,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2018-07-05,2018,Train,long,2018-07-05 10:53:00-04:00,2018-07-05 10:54:00-04:00,2018-07-05 15:55:00-04:00,7046.0,7123.25,75.0,112.5,time,77.25,152.5
opening_range_fade,2018-07-05,2018,Train,long,2018-07-05 10:06:00-04:00,2018-07-05 10:07:00-04:00,2018-07-05 11:32:00-04:00,7080.75,7087.875,87.5,7.125,target,7.125,12.25
extension_5m_fade_1p5r,2018-07-05,2018,Train,short,2018-07-05 11:54:00-04:00,2018-07-05 11:55:00-04:00,2018-07-05 15:55:00-04:00,7091.5,7123.25,100.0,150.0,time,-31.75,-65.5
vwap_fade_1r,2018-07-06,2018,Train,short,2018-07-06 11:20:00-04:00,2018-07-06 11:21:00-04:00,2018-07-06 15:55:00-04:00,7190.0,7224.5,75.0,75.0,time,-34.5,-71.0
vwap_fade_1p5r,2018-07-06,2018,Train,short,2018-07-06 11:20:00-04:00,2018-07-06 11:21:00-04:00,2018-07-06 15:55:00-04:00,7190.0,7224.5,75.0,112.5,time,-34.5,-71.0
high_state_vwap_fade_1r,2018-07-06,2018,Train,short,2018-07-06 11:28:00-04:00,2018-07-06 11:29:00-04:00,2018-07-06 15:55:00-04:00,7198.0,7224.5,75.0,75.0,time,-26.5,-55.0
opening_range_fade,2018-07-06,2018,Train,short,2018-07-06 10:02:00-04:00,2018-07-06 10:03:00-04:00,2018-07-06 15:55:00-04:00,7160.75,7224.5,87.5,17.625,time,-63.75,-129.5
extension_5m_fade_1p5r,2018-07-06,2018,Train,short,2018-07-06 11:14:00-04:00,2018-07-06 11:15:00-04:00,2018-07-06 15:55:00-04:00,7186.75,7224.5,100.0,150.0,time,-37.75,-77.5
opening_range_fade,2018-07-09,2018,Train,long,2018-07-09 10:53:00-04:00,2018-07-09 10:54:00-04:00,2018-07-09 11:20:00-04:00,7258.75,7269.25,87.5,10.5,target,10.5,19.0
extension_5m_fade_1p5r,2018-07-09,2018,Train,long,2018-07-09 13:09:00-04:00,2018-07-09 13:10:00-04:00,2018-07-09 15:55:00-04:00,7258.5,7291.5,100.0,150.0,time,33.0,64.0
opening_range_fade,2018-07-10,2018,Train,short,2018-07-10 10:37:00-04:00,2018-07-10 10:38:00-04:00,2018-07-10 11:25:00-04:00,7308.25,7298.625,87.5,9.625,target,9.625,17.25
extension_5m_fade_1p5r,2018-07-10,2018,Train,long,2018-07-10 13:19:00-04:00,2018-07-10 13:20:00-04:00,2018-07-10 15:55:00-04:00,7300.75,7303.5,100.0,150.0,time,2.75,3.5
opening_range_fade,2018-07-11,2018,Train,short,2018-07-11 10:08:00-04:00,2018-07-11 10:09:00-04:00,2018-07-11 11:21:00-04:00,7272.75,7255.375,87.5,17.375,target,17.375,32.75
extension_5m_fade_1p5r,2018-07-11,2018,Train,long,2018-07-11 11:29:00-04:00,2018-07-11 11:30:00-04:00,2018-07-11 15:55:00-04:00,7256.25,7266.0,100.0,150.0,time,9.75,17.5
vwap_fade_1r,2018-07-12,2018,Train,short,2018-07-12 11:57:00-04:00,2018-07-12 11:58:00-04:00,2018-07-12 15:55:00-04:00,7358.75,7381.75,75.0,75.0,time,-23.0,-48.0
vwap_fade_1p5r,2018-07-12,2018,Train,short,2018-07-12 11:57:00-04:00,2018-07-12 11:58:00-04:00,2018-07-12 15:55:00-04:00,7358.75,7381.75,75.0,112.5,time,-23.0,-48.0
high_state_vwap_fade_1r,2018-07-12,2018,Train,short,2018-07-12 11:57:00-04:00,2018-07-12 11:58:00-04:00,2018-07-12 15:55:00-04:00,7358.75,7381.75,75.0,75.0,time,-23.0,-48.0
opening_range_fade,2018-07-12,2018,Train,short,2018-07-12 10:01:00-04:00,2018-07-12 10:02:00-04:00,2018-07-12 15:55:00-04:00,7319.0,7381.75,87.5,15.25,time,-62.75,-127.5
extension_5m_fade_1p5r,2018-07-12,2018,Train,short,2018-07-12 11:49:00-04:00,2018-07-12 11:50:00-04:00,2018-07-12 15:55:00-04:00,7352.25,7381.75,100.0,150.0,time,-29.5,-61.0
opening_range_fade,2018-07-13,2018,Train,short,2018-07-13 10:30:00-04:00,2018-07-13 10:31:00-04:00,2018-07-13 13:49:00-04:00,7395.25,7381.5,87.5,13.75,target,13.75,25.5
extension_5m_fade_1p5r,2018-07-13,2018,Train,long,2018-07-13 13:09:00-04:00,2018-07-13 13:10:00-04:00,2018-07-13 15:55:00-04:00,7391.25,7396.75,100.0,150.0,time,5.5,9.0
