candidate,session_date,year,period,side,signal_ts,entry_ts,exit_ts,entry,exit,stop_points,target_points,exit_kind,gross_points,net_dollars
vwap_fade_1p5r,2022-01-12,2022,Validation,long,2022-01-12 09:45:00-05:00,2022-01-12 09:46:00-05:00,2022-01-12 11:06:00-05:00,15907.75,15832.75,75.0,112.5,stop,-75.0,-152.0
opening_range_fade,2022-01-12,2022,Validation,short,2022-01-12 10:15:00-05:00,2022-01-12 10:16:00-05:00,2022-01-12 10:31:00-05:00,15988.75,15938.25,87.5,50.5,target,50.5,99.0
extension_5m_fade_1p5r,2022-01-12,2022,Validation,long,2022-01-12 14:04:00-05:00,2022-01-12 14:05:00-05:00,2022-01-12 15:55:00-05:00,15865.25,15893.0,100.0,150.0,time,27.75,53.5
vwap_fade_1r,2022-01-13,2022,Validation,long,2022-01-13 10:03:00-05:00,2022-01-13 10:04:00-05:00,2022-01-13 10:18:00-05:00,15913.25,15838.25,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2022-01-13,2022,Validation,long,2022-01-13 10:03:00-05:00,2022-01-13 10:04:00-05:00,2022-01-13 10:18:00-05:00,15913.25,15838.25,75.0,112.5,stop,-75.0,-152.0
high_state_vwap_fade_1r,2022-01-13,2022,Validation,long,2022-01-13 10:33:00-05:00,2022-01-13 10:34:00-05:00,2022-01-13 10:51:00-05:00,15818.5,15743.5,75.0,75.0,stop,-75.0,-152.0
extension_5m_fade_1p5r,2022-01-13,2022,Validation,long,2022-01-13 12:19:00-05:00,2022-01-13 12:20:00-05:00,2022-01-13 15:09:00-05:00,15664.0,15564.0,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2022-01-14,2022,Validation,short,2022-01-14 09:45:00-05:00,2022-01-14 09:46:00-05:00,2022-01-14 10:37:00-05:00,15536.5,15461.5,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2022-01-14,2022,Validation,short,2022-01-14 09:45:00-05:00,2022-01-14 09:46:00-05:00,2022-01-14 11:15:00-05:00,15536.5,15424.0,75.0,112.5,target,112.5,223.0
opening_range_fade,2022-01-14,2022,Validation,short,2022-01-14 15:46:00-05:00,2022-01-14 15:47:00-05:00,2022-01-14 15:55:00-05:00,15569.75,15587.0,87.5,82.375,time,-17.25,-36.5
extension_5m_fade_1p5r,2022-01-14,2022,Validation,long,2022-01-14 12:59:00-05:00,2022-01-14 13:00:00-05:00,2022-01-14 15:32:00-05:00,15439.25,15589.25,100.0,150.0,target,150.0,298.0
vwap_fade_1r,2022-01-17,2022,Validation,long,2022-01-17 09:49:00-05:00,2022-01-17 09:50:00-05:00,2022-01-17 12:59:00-05:00,15551.75,15559.25,75.0,75.0,time,7.5,13.0
vwap_fade_1p5r,2022-01-17,2022,Validation,long,2022-01-17 09:49:00-05:00,2022-01-17 09:50:00-05:00,2022-01-17 12:59:00-05:00,15551.75,15559.25,75.0,112.5,time,7.5,13.0
opening_range_fade,2022-01-17,2022,Validation,long,2022-01-17 12:52:00-05:00,2022-01-17 12:53:00-05:00,2022-01-17 12:59:00-05:00,15547.5,15559.25,87.5,31.625,time,11.75,21.5
extension_5m_fade_1p5r,2022-01-17,2022,Validation,long,2022-01-17 12:09:00-05:00,2022-01-17 12:10:00-05:00,2022-01-17 12:59:00-05:00,15566.25,15559.25,100.0,150.0,time,-7.0,-16.0
vwap_fade_1r,2022-01-18,2022,Validation,short,2022-01-18 10:05:00-05:00,2022-01-18 10:06:00-05:00,2022-01-18 10:10:00-05:00,15352.0,15427.0,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2022-01-18,2022,Validation,short,2022-01-18 10:05:00-05:00,2022-01-18 10:06:00-05:00,2022-01-18 10:10:00-05:00,15352.0,15427.0,75.0,112.5,stop,-75.0,-152.0
opening_range_fade,2022-01-18,2022,Validation,short,2022-01-18 10:32:00-05:00,2022-01-18 10:33:00-05:00,2022-01-18 10:55:00-05:00,15373.0,15323.375,87.5,49.625,target,49.625,97.25
extension_5m_fade_1p5r,2022-01-18,2022,Validation,short,2022-01-18 14:19:00-05:00,2022-01-18 14:20:00-05:00,2022-01-18 15:55:00-05:00,15287.0,15187.5,100.0,150.0,time,99.5,197.0
vwap_fade_1r,2022-01-19,2022,Validation,short,2022-01-19 09:46:00-05:00,2022-01-19 09:47:00-05:00,2022-01-19 10:31:00-05:00,15344.75,15269.75,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2022-01-19,2022,Validation,short,2022-01-19 09:46:00-05:00,2022-01-19 09:47:00-05:00,2022-01-19 10:36:00-05:00,15344.75,15232.25,75.0,112.5,target,112.5,223.0
opening_range_fade,2022-01-19,2022,Validation,long,2022-01-19 10:33:00-05:00,2022-01-19 10:34:00-05:00,2022-01-19 10:48:00-05:00,15255.0,15167.5,87.5,54.625,stop,-87.5,-177.0
extension_5m_fade_1p5r,2022-01-19,2022,Validation,long,2022-01-19 11:14:00-05:00,2022-01-19 11:15:00-05:00,2022-01-19 12:12:00-05:00,15130.0,15280.0,100.0,150.0,target,150.0,298.0
vwap_fade_1r,2022-01-20,2022,Validation,short,2022-01-20 09:45:00-05:00,2022-01-20 09:46:00-05:00,2022-01-20 10:33:00-05:00,15242.75,15317.75,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2022-01-20,2022,Validation,short,2022-01-20 09:45:00-05:00,2022-01-20 09:46:00-05:00,2022-01-20 10:33:00-05:00,15242.75,15317.75,75.0,112.5,stop,-75.0,-152.0
high_state_vwap_fade_1r,2022-01-20,2022,Validation,long,2022-01-20 14:31:00-05:00,2022-01-20 14:32:00-05:00,2022-01-20 15:07:00-05:00,15114.75,15039.75,75.0,75.0,stop,-75.0,-152.0
opening_range_fade,2022-01-20,2022,Validation,short,2022-01-20 10:04:00-05:00,2022-01-20 10:05:00-05:00,2022-01-20 10:18:00-05:00,15279.75,15223.0,87.5,56.75,target,56.75,111.5
extension_5m_fade_1p5r,2022-01-20,2022,Validation,long,2022-01-20 12:54:00-05:00,2022-01-20 12:55:00-05:00,2022-01-20 14:15:00-05:00,15246.0,15146.0,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2022-01-21,2022,Validation,long,2022-01-21 09:45:00-05:00,2022-01-21 09:46:00-05:00,2022-01-21 10:01:00-05:00,14694.25,14619.25,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2022-01-21,2022,Validation,long,2022-01-21 09:45:00-05:00,2022-01-21 09:46:00-05:00,2022-01-21 10:01:00-05:00,14694.25,14619.25,75.0,112.5,stop,-75.0,-152.0
high_state_vwap_fade_1r,2022-01-21,2022,Validation,long,2022-01-21 09:45:00-05:00,2022-01-21 09:46:00-05:00,2022-01-21 10:01:00-05:00,14694.25,14619.25,75.0,75.0,stop,-75.0,-152.0
opening_range_fade,2022-01-21,2022,Validation,long,2022-01-21 10:06:00-05:00,2022-01-21 10:07:00-05:00,2022-01-21 10:19:00-05:00,14664.5,14577.0,87.5,60.375,stop,-87.5,-177.0
extension_5m_fade_1p5r,2022-01-21,2022,Validation,short,2022-01-21 11:24:00-05:00,2022-01-21 11:25:00-05:00,2022-01-21 11:47:00-05:00,14844.0,14694.0,100.0,150.0,target,150.0,298.0
vwap_fade_1r,2022-01-24,2022,Validation,long,2022-01-24 09:45:00-05:00,2022-01-24 09:46:00-05:00,2022-01-24 09:51:00-05:00,14129.75,14054.75,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2022-01-24,2022,Validation,long,2022-01-24 09:45:00-05:00,2022-01-24 09:46:00-05:00,2022-01-24 09:51:00-05:00,14129.75,14054.75,75.0,112.5,stop,-75.0,-152.0
opening_range_fade,2022-01-24,2022,Validation,long,2022-01-24 10:13:00-05:00,2022-01-24 10:14:00-05:00,2022-01-24 10:37:00-05:00,14064.0,14151.5,87.5,87.5,target,87.5,173.0
extension_5m_fade_1p5r,2022-01-24,2022,Validation,long,2022-01-24 11:39:00-05:00,2022-01-24 11:40:00-05:00,2022-01-24 11:49:00-05:00,13950.0,13850.0,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2022-01-25,2022,Validation,long,2022-01-25 09:45:00-05:00,2022-01-25 09:46:00-05:00,2022-01-25 09:54:00-05:00,14146.0,14071.0,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2022-01-25,2022,Validation,long,2022-01-25 09:45:00-05:00,2022-01-25 09:46:00-05:00,2022-01-25 09:54:00-05:00,14146.0,14071.0,75.0,112.5,stop,-75.0,-152.0
high_state_vwap_fade_1r,2022-01-25,2022,Validation,long,2022-01-25 09:49:00-05:00,2022-01-25 09:50:00-05:00,2022-01-25 10:03:00-05:00,14117.75,14042.75,75.0,75.0,stop,-75.0,-152.0
opening_range_fade,2022-01-25,2022,Validation,long,2022-01-25 10:02:00-05:00,2022-01-25 10:03:00-05:00,2022-01-25 10:26:00-05:00,14073.25,14160.75,87.5,87.5,target,87.5,173.0
extension_5m_fade_1p5r,2022-01-25,2022,Validation,long,2022-01-25 11:39:00-05:00,2022-01-25 11:40:00-05:00,2022-01-25 13:31:00-05:00,14037.0,14187.0,100.0,150.0,target,150.0,298.0
vwap_fade_1r,2022-01-26,2022,Validation,long,2022-01-26 09:45:00-05:00,2022-01-26 09:46:00-05:00,2022-01-26 09:53:00-05:00,14375.0,14450.0,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2022-01-26,2022,Validation,long,2022-01-26 09:45:00-05:00,2022-01-26 09:46:00-05:00,2022-01-26 10:01:00-05:00,14375.0,14487.5,75.0,112.5,target,112.5,223.0
opening_range_fade,2022-01-26,2022,Validation,short,2022-01-26 10:06:00-05:00,2022-01-26 10:07:00-05:00,2022-01-26 10:15:00-05:00,14489.5,14424.125,87.5,65.375,target,65.375,128.75
extension_5m_fade_1p5r,2022-01-26,2022,Validation,short,2022-01-26 12:44:00-05:00,2022-01-26 12:45:00-05:00,2022-01-26 14:23:00-05:00,14546.25,14396.25,100.0,150.0,target,150.0,298.0
vwap_fade_1r,2022-01-27,2022,Validation,short,2022-01-27 09:45:00-05:00,2022-01-27 09:46:00-05:00,2022-01-27 10:29:00-05:00,14339.75,14264.75,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2022-01-27,2022,Validation,short,2022-01-27 09:45:00-05:00,2022-01-27 09:46:00-05:00,2022-01-27 10:31:00-05:00,14339.75,14227.25,75.0,112.5,target,112.5,223.0
opening_range_fade,2022-01-27,2022,Validation,short,2022-01-27 10:15:00-05:00,2022-01-27 10:16:00-05:00,2022-01-27 10:25:00-05:00,14397.0,14314.375,87.5,82.625,target,82.625,163.25
extension_5m_fade_1p5r,2022-01-27,2022,Validation,long,2022-01-27 12:19:00-05:00,2022-01-27 12:20:00-05:00,2022-01-27 13:07:00-05:00,14168.0,14068.0,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2022-01-28,2022,Validation,long,2022-01-28 09:45:00-05:00,2022-01-28 09:46:00-05:00,2022-01-28 10:11:00-05:00,13892.25,13967.25,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2022-01-28,2022,Validation,long,2022-01-28 09:45:00-05:00,2022-01-28 09:46:00-05:00,2022-01-28 10:18:00-05:00,13892.25,14004.75,75.0,112.5,target,112.5,223.0
opening_range_fade,2022-01-28,2022,Validation,short,2022-01-28 10:55:00-05:00,2022-01-28 10:56:00-05:00,2022-01-28 11:11:00-05:00,14101.25,14188.75,87.5,87.5,stop,-87.5,-177.0
extension_5m_fade_1p5r,2022-01-28,2022,Validation,short,2022-01-28 11:14:00-05:00,2022-01-28 11:15:00-05:00,2022-01-28 11:57:00-05:00,14188.75,14288.75,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2022-01-31,2022,Validation,short,2022-01-31 09:45:00-05:00,2022-01-31 09:46:00-05:00,2022-01-31 10:00:00-05:00,14562.25,14637.25,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2022-01-31,2022,Validation,short,2022-01-31 09:45:00-05:00,2022-01-31 09:46:00-05:00,2022-01-31 10:00:00-05:00,14562.25,14637.25,75.0,112.5,stop,-75.0,-152.0
high_state_vwap_fade_1r,2022-01-31,2022,Validation,short,2022-01-31 09:45:00-05:00,2022-01-31 09:46:00-05:00,2022-01-31 10:00:00-05:00,14562.25,14637.25,75.0,75.0,stop,-75.0,-152.0
extension_5m_fade_1p5r,2022-01-31,2022,Validation,short,2022-01-31 11:49:00-05:00,2022-01-31 11:50:00-05:00,2022-01-31 15:34:00-05:00,14736.5,14836.5,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2022-02-01,2022,Validation,long,2022-02-01 09:45:00-05:00,2022-02-01 09:46:00-05:00,2022-02-01 11:07:00-05:00,14803.5,14878.5,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2022-02-01,2022,Validation,long,2022-02-01 09:45:00-05:00,2022-02-01 09:46:00-05:00,2022-02-01 11:14:00-05:00,14803.5,14916.0,75.0,112.5,target,112.5,223.0
high_state_vwap_fade_1r,2022-02-01,2022,Validation,long,2022-02-01 09:45:00-05:00,2022-02-01 09:46:00-05:00,2022-02-01 11:07:00-05:00,14803.5,14878.5,75.0,75.0,target,75.0,148.0
opening_range_fade,2022-02-01,2022,Validation,long,2022-02-01 10:13:00-05:00,2022-02-01 10:14:00-05:00,2022-02-01 11:00:00-05:00,14790.75,14869.25,87.5,78.5,target,78.5,155.0
extension_5m_fade_1p5r,2022-02-01,2022,Validation,short,2022-02-01 11:14:00-05:00,2022-02-01 11:15:00-05:00,2022-02-01 15:55:00-05:00,14914.5,15010.25,100.0,150.0,time,-95.75,-193.5
vwap_fade_1r,2022-02-02,2022,Validation,long,2022-02-02 09:45:00-05:00,2022-02-02 09:46:00-05:00,2022-02-02 10:09:00-05:00,15084.75,15159.75,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2022-02-02,2022,Validation,long,2022-02-02 09:45:00-05:00,2022-02-02 09:46:00-05:00,2022-02-02 11:07:00-05:00,15084.75,15009.75,75.0,112.5,stop,-75.0,-152.0
high_state_vwap_fade_1r,2022-02-02,2022,Validation,long,2022-02-02 09:45:00-05:00,2022-02-02 09:46:00-05:00,2022-02-02 10:09:00-05:00,15084.75,15159.75,75.0,75.0,target,75.0,148.0
opening_range_fade,2022-02-02,2022,Validation,long,2022-02-02 11:05:00-05:00,2022-02-02 11:06:00-05:00,2022-02-02 11:15:00-05:00,15037.75,14950.25,87.5,64.625,stop,-87.5,-177.0
extension_5m_fade_1p5r,2022-02-02,2022,Validation,long,2022-02-02 11:14:00-05:00,2022-02-02 11:15:00-05:00,2022-02-02 12:58:00-05:00,14962.75,15112.75,100.0,150.0,target,150.0,298.0
vwap_fade_1r,2022-02-03,2022,Validation,long,2022-02-03 10:00:00-05:00,2022-02-03 10:01:00-05:00,2022-02-03 10:15:00-05:00,14706.75,14781.75,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2022-02-03,2022,Validation,long,2022-02-03 10:00:00-05:00,2022-02-03 10:01:00-05:00,2022-02-03 10:20:00-05:00,14706.75,14819.25,75.0,112.5,target,112.5,223.0
high_state_vwap_fade_1r,2022-02-03,2022,Validation,long,2022-02-03 14:45:00-05:00,2022-02-03 14:46:00-05:00,2022-02-03 15:50:00-05:00,14569.75,14494.75,75.0,75.0,stop,-75.0,-152.0
opening_range_fade,2022-02-03,2022,Validation,short,2022-02-03 10:24:00-05:00,2022-02-03 10:25:00-05:00,2022-02-03 10:47:00-05:00,14792.25,14738.25,87.5,54.0,target,54.0,106.0
extension_5m_fade_1p5r,2022-02-03,2022,Validation,long,2022-02-03 11:59:00-05:00,2022-02-03 12:00:00-05:00,2022-02-03 14:45:00-05:00,14666.75,14566.75,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2022-02-04,2022,Validation,short,2022-02-04 09:45:00-05:00,2022-02-04 09:46:00-05:00,2022-02-04 09:51:00-05:00,14593.25,14518.25,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2022-02-04,2022,Validation,short,2022-02-04 09:45:00-05:00,2022-02-04 09:46:00-05:00,2022-02-04 11:10:00-05:00,14593.25,14480.75,75.0,112.5,target,112.5,223.0
opening_range_fade,2022-02-04,2022,Validation,short,2022-02-04 10:01:00-05:00,2022-02-04 10:02:00-05:00,2022-02-04 10:45:00-05:00,14602.5,14519.75,87.5,82.75,target,82.75,163.5
extension_5m_fade_1p5r,2022-02-04,2022,Validation,short,2022-02-04 13:04:00-05:00,2022-02-04 13:05:00-05:00,2022-02-04 15:08:00-05:00,14697.75,14797.75,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2022-02-07,2022,Validation,short,2022-02-07 09:45:00-05:00,2022-02-07 09:46:00-05:00,2022-02-07 10:18:00-05:00,14767.25,14692.25,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2022-02-07,2022,Validation,short,2022-02-07 09:45:00-05:00,2022-02-07 09:46:00-05:00,2022-02-07 11:17:00-05:00,14767.25,14654.75,75.0,112.5,target,112.5,223.0
high_state_vwap_fade_1r,2022-02-07,2022,Validation,short,2022-02-07 09:45:00-05:00,2022-02-07 09:46:00-05:00,2022-02-07 10:18:00-05:00,14767.25,14692.25,75.0,75.0,target,75.0,148.0
opening_range_fade,2022-02-07,2022,Validation,long,2022-02-07 11:19:00-05:00,2022-02-07 11:20:00-05:00,2022-02-07 11:43:00-05:00,14670.5,14583.0,87.5,67.625,stop,-87.5,-177.0
extension_5m_fade_1p5r,2022-02-07,2022,Validation,long,2022-02-07 11:24:00-05:00,2022-02-07 11:25:00-05:00,2022-02-07 12:39:00-05:00,14659.5,14559.5,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2022-02-08,2022,Validation,long,2022-02-08 10:00:00-05:00,2022-02-08 10:01:00-05:00,2022-02-08 10:45:00-05:00,14494.5,14569.5,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2022-02-08,2022,Validation,long,2022-02-08 10:00:00-05:00,2022-02-08 10:01:00-05:00,2022-02-08 10:51:00-05:00,14494.5,14607.0,75.0,112.5,target,112.5,223.0
high_state_vwap_fade_1r,2022-02-08,2022,Validation,short,2022-02-08 11:13:00-05:00,2022-02-08 11:14:00-05:00,2022-02-08 12:37:00-05:00,14659.5,14734.5,75.0,75.0,stop,-75.0,-152.0
opening_range_fade,2022-02-08,2022,Validation,long,2022-02-08 10:06:00-05:00,2022-02-08 10:07:00-05:00,2022-02-08 10:17:00-05:00,14508.5,14544.75,87.5,36.25,target,36.25,70.5
extension_5m_fade_1p5r,2022-02-08,2022,Validation,short,2022-02-08 11:14:00-05:00,2022-02-08 11:15:00-05:00,2022-02-08 15:54:00-05:00,14664.25,14764.25,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2022-02-09,2022,Validation,long,2022-02-09 09:50:00-05:00,2022-02-09 09:51:00-05:00,2022-02-09 11:00:00-05:00,14882.75,14957.75,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2022-02-09,2022,Validation,long,2022-02-09 09:50:00-05:00,2022-02-09 09:51:00-05:00,2022-02-09 14:01:00-05:00,14882.75,14995.25,75.0,112.5,target,112.5,223.0
opening_range_fade,2022-02-09,2022,Validation,long,2022-02-09 10:20:00-05:00,2022-02-09 10:21:00-05:00,2022-02-09 10:26:00-05:00,14872.5,14907.5,87.5,35.0,target,35.0,68.0
extension_5m_fade_1p5r,2022-02-09,2022,Validation,short,2022-02-09 12:39:00-05:00,2022-02-09 12:40:00-05:00,2022-02-09 15:55:00-05:00,14976.5,15019.25,100.0,150.0,time,-42.75,-87.5
vwap_fade_1r,2022-02-10,2022,Validation,short,2022-02-10 09:45:00-05:00,2022-02-10 09:46:00-05:00,2022-02-10 09:52:00-05:00,14842.0,14917.0,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2022-02-10,2022,Validation,short,2022-02-10 09:45:00-05:00,2022-02-10 09:46:00-05:00,2022-02-10 09:52:00-05:00,14842.0,14917.0,75.0,112.5,stop,-75.0,-152.0
opening_range_fade,2022-02-10,2022,Validation,short,2022-02-10 10:16:00-05:00,2022-02-10 10:17:00-05:00,2022-02-10 10:41:00-05:00,14928.0,15015.5,87.5,87.5,stop,-87.5,-177.0
extension_5m_fade_1p5r,2022-02-10,2022,Validation,long,2022-02-10 11:34:00-05:00,2022-02-10 11:35:00-05:00,2022-02-10 13:32:00-05:00,14859.25,14759.25,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2022-02-11,2022,Validation,short,2022-02-11 09:46:00-05:00,2022-02-11 09:47:00-05:00,2022-02-11 09:56:00-05:00,14764.0,14689.0,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2022-02-11,2022,Validation,short,2022-02-11 09:46:00-05:00,2022-02-11 09:47:00-05:00,2022-02-11 09:58:00-05:00,14764.0,14651.5,75.0,112.5,target,112.5,223.0
high_state_vwap_fade_1r,2022-02-11,2022,Validation,long,2022-02-11 13:30:00-05:00,2022-02-11 13:31:00-05:00,2022-02-11 13:39:00-05:00,14463.75,14388.75,75.0,75.0,stop,-75.0,-152.0
opening_range_fade,2022-02-11,2022,Validation,long,2022-02-11 10:14:00-05:00,2022-02-11 10:15:00-05:00,2022-02-11 10:40:00-05:00,14629.25,14695.5,87.5,66.25,target,66.25,130.5
extension_5m_fade_1p5r,2022-02-11,2022,Validation,long,2022-02-11 11:14:00-05:00,2022-02-11 11:15:00-05:00,2022-02-11 13:28:00-05:00,14585.5,14485.5,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2022-02-14,2022,Validation,short,2022-02-14 09:49:00-05:00,2022-02-14 09:50:00-05:00,2022-02-14 10:02:00-05:00,14288.0,14213.0,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2022-02-14,2022,Validation,short,2022-02-14 09:49:00-05:00,2022-02-14 09:50:00-05:00,2022-02-14 11:27:00-05:00,14288.0,14363.0,75.0,112.5,stop,-75.0,-152.0
opening_range_fade,2022-02-14,2022,Validation,short,2022-02-14 11:20:00-05:00,2022-02-14 11:21:00-05:00,2022-02-14 13:48:00-05:00,14333.75,14258.375,87.5,75.375,target,75.375,148.75
extension_5m_fade_1p5r,2022-02-14,2022,Validation,short,2022-02-14 11:19:00-05:00,2022-02-14 11:20:00-05:00,2022-02-14 13:53:00-05:00,14337.75,14187.75,100.0,150.0,target,150.0,298.0
vwap_fade_1r,2022-02-15,2022,Validation,short,2022-02-15 10:41:00-05:00,2022-02-15 10:42:00-05:00,2022-02-15 12:47:00-05:00,14525.5,14450.5,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2022-02-15,2022,Validation,short,2022-02-15 10:41:00-05:00,2022-02-15 10:42:00-05:00,2022-02-15 15:50:00-05:00,14525.5,14600.5,75.0,112.5,stop,-75.0,-152.0
opening_range_fade,2022-02-15,2022,Validation,short,2022-02-15 10:56:00-05:00,2022-02-15 10:57:00-05:00,2022-02-15 12:16:00-05:00,14521.75,14483.5,87.5,38.25,target,38.25,74.5
extension_5m_fade_1p5r,2022-02-15,2022,Validation,long,2022-02-15 12:19:00-05:00,2022-02-15 12:20:00-05:00,2022-02-15 15:55:00-05:00,14487.75,14598.0,100.0,150.0,time,110.25,218.5
vwap_fade_1r,2022-02-16,2022,Validation,long,2022-02-16 09:50:00-05:00,2022-02-16 09:51:00-05:00,2022-02-16 11:07:00-05:00,14394.75,14469.75,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2022-02-16,2022,Validation,long,2022-02-16 09:50:00-05:00,2022-02-16 09:51:00-05:00,2022-02-16 14:08:00-05:00,14394.75,14507.25,75.0,112.5,target,112.5,223.0
extension_5m_fade_1p5r,2022-02-16,2022,Validation,long,2022-02-16 12:34:00-05:00,2022-02-16 12:35:00-05:00,2022-02-16 14:23:00-05:00,14392.5,14542.5,100.0,150.0,target,150.0,298.0
vwap_fade_1r,2022-02-17,2022,Validation,long,2022-02-17 09:46:00-05:00,2022-02-17 09:47:00-05:00,2022-02-17 10:21:00-05:00,14425.0,14350.0,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2022-02-17,2022,Validation,long,2022-02-17 09:46:00-05:00,2022-02-17 09:47:00-05:00,2022-02-17 10:21:00-05:00,14425.0,14350.0,75.0,112.5,stop,-75.0,-152.0
high_state_vwap_fade_1r,2022-02-17,2022,Validation,long,2022-02-17 13:21:00-05:00,2022-02-17 13:22:00-05:00,2022-02-17 15:04:00-05:00,14296.25,14221.25,75.0,75.0,stop,-75.0,-152.0
opening_range_fade,2022-02-17,2022,Validation,long,2022-02-17 11:13:00-05:00,2022-02-17 11:14:00-05:00,2022-02-17 13:21:00-05:00,14387.25,14299.75,87.5,48.25,stop,-87.5,-177.0
extension_5m_fade_1p5r,2022-02-17,2022,Validation,long,2022-02-17 12:09:00-05:00,2022-02-17 12:10:00-05:00,2022-02-17 15:01:00-05:00,14333.0,14233.0,100.0,150.0,stop,-100.0,-202.0
vwap_fade_1r,2022-02-18,2022,Validation,long,2022-02-18 09:45:00-05:00,2022-02-18 09:46:00-05:00,2022-02-18 09:53:00-05:00,14106.5,14181.5,75.0,75.0,target,75.0,148.0
vwap_fade_1p5r,2022-02-18,2022,Validation,long,2022-02-18 09:45:00-05:00,2022-02-18 09:46:00-05:00,2022-02-18 09:55:00-05:00,14106.5,14219.0,75.0,112.5,target,112.5,223.0
high_state_vwap_fade_1r,2022-02-18,2022,Validation,long,2022-02-18 09:45:00-05:00,2022-02-18 09:46:00-05:00,2022-02-18 09:53:00-05:00,14106.5,14181.5,75.0,75.0,target,75.0,148.0
opening_range_fade,2022-02-18,2022,Validation,long,2022-02-18 14:31:00-05:00,2022-02-18 14:32:00-05:00,2022-02-18 15:19:00-05:00,14116.25,14028.75,87.5,38.0,stop,-87.5,-177.0
extension_5m_fade_1p5r,2022-02-18,2022,Validation,long,2022-02-18 12:39:00-05:00,2022-02-18 12:40:00-05:00,2022-02-18 14:31:00-05:00,13955.0,14105.0,100.0,150.0,target,150.0,298.0
vwap_fade_1r,2022-02-21,2022,Validation,long,2022-02-21 10:48:00-05:00,2022-02-21 10:49:00-05:00,2022-02-21 12:57:00-05:00,13811.5,13736.5,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2022-02-21,2022,Validation,long,2022-02-21 10:48:00-05:00,2022-02-21 10:49:00-05:00,2022-02-21 12:57:00-05:00,13811.5,13736.5,75.0,112.5,stop,-75.0,-152.0
opening_range_fade,2022-02-21,2022,Validation,long,2022-02-21 11:11:00-05:00,2022-02-21 11:12:00-05:00,2022-02-21 12:58:00-05:00,13813.75,13726.25,87.5,29.375,stop,-87.5,-177.0
extension_5m_fade_1p5r,2022-02-21,2022,Validation,long,2022-02-21 11:29:00-05:00,2022-02-21 11:30:00-05:00,2022-02-21 12:59:00-05:00,13782.75,13735.5,100.0,150.0,time,-47.25,-96.5
vwap_fade_1r,2022-02-22,2022,Validation,short,2022-02-22 09:45:00-05:00,2022-02-22 09:46:00-05:00,2022-02-22 09:53:00-05:00,13993.0,14068.0,75.0,75.0,stop,-75.0,-152.0
vwap_fade_1p5r,2022-02-22,2022,Validation,short,2022-02-22 09:45:00-05:00,2022-02-22 09:46:00-05:00,2022-02-22 09:53:00-05:00,13993.0,14068.0,75.0,112.5,stop,-75.0,-152.0
opening_range_fade,2022-02-22,2022,Validation,short,2022-02-22 10:30:00-05:00,2022-02-22 10:31:00-05:00,2022-02-22 10:50:00-05:00,14068.75,13981.25,87.5,87.5,target,87.5,173.0
extension_5m_fade_1p5r,2022-02-22,2022,Validation,long,2022-02-22 12:49:00-05:00,2022-02-22 12:50:00-05:00,2022-02-22 14:10:00-05:00,13820.0,13720.0,100.0,150.0,stop,-100.0,-202.0
