resolver,session,T_offset,outcome,universe,split,n,win,E
struct_ticket,NY_PM,120,H60,HIGH,OOS,97,0.5567010309278351,1.9458762886597938
struct_ticket,NY_PM,120,SESS_END,ALL,IS,1420,0.4950704225352113,0.6095070422535211
struct_ticket,NY_PM,120,SESS_END,ALL,Validation,441,0.5124716553287982,1.215986394557823
struct_ticket,NY_PM,120,SESS_END,ALL,OOS,186,0.45161290322580644,-2.6666666666666665
struct_ticket,NY_PM,120,SESS_END,HIGH,IS,640,0.4890625,0.8921875
struct_ticket,NY_PM,120,SESS_END,HIGH,Validation,227,0.5110132158590308,-4.361233480176211
struct_ticket,NY_PM,120,SESS_END,HIGH,OOS,99,0.41414141414141414,-8.29040404040404
struct_ticket,NY_AM,15,H30,ALL,IS,2342,0.5106746370623398,0.6310845431255337
struct_ticket,NY_AM,15,H30,ALL,Validation,748,0.5200534759358288,2.0
struct_ticket,NY_AM,15,H30,ALL,OOS,400,0.4975,3.764375
struct_ticket,NY_AM,15,H30,HIGH,IS,820,0.49878048780487805,-0.39725609756097563
struct_ticket,NY_AM,15,H30,HIGH,Validation,217,0.5161290322580645,-0.0956221198156682
struct_ticket,NY_AM,15,H30,HIGH,OOS,143,0.5384615384615384,12.027972027972028
struct_ticket,NY_AM,15,H60,ALL,IS,2342,0.5153714773697694,0.22747651579846284
struct_ticket,NY_AM,15,H60,ALL,Validation,748,0.5066844919786097,1.8940508021390374
struct_ticket,NY_AM,15,H60,ALL,OOS,400,0.5175,-0.605625
struct_ticket,NY_AM,15,H60,HIGH,IS,820,0.5036585365853659,-0.19969512195121952
struct_ticket,NY_AM,15,H60,HIGH,Validation,217,0.45161290322580644,-5.725806451612903
struct_ticket,NY_AM,15,H60,HIGH,OOS,143,0.5174825174825175,-0.42832167832167833
struct_ticket,NY_AM,15,SESS_END,ALL,IS,2342,0.5,0.11090947907771136
struct_ticket,NY_AM,15,SESS_END,ALL,Validation,748,0.517379679144385,3.1059491978609626
struct_ticket,NY_AM,15,SESS_END,ALL,OOS,400,0.5075,-2.715
struct_ticket,NY_AM,15,SESS_END,HIGH,IS,820,0.501219512195122,-0.25182926829268293
struct_ticket,NY_AM,15,SESS_END,HIGH,Validation,217,0.4838709677419355,-4.686635944700461
struct_ticket,NY_AM,15,SESS_END,HIGH,OOS,143,0.5314685314685315,1.0
struct_ticket,NY_AM,30,H30,ALL,IS,2322,0.4810508182601206,-1.1467484926787253
struct_ticket,NY_AM,30,H30,ALL,Validation,743,0.5154777927321669,0.461978465679677
struct_ticket,NY_AM,30,H30,ALL,OOS,398,0.5326633165829145,-0.22298994974874373
struct_ticket,NY_AM,30,H30,HIGH,IS,820,0.4768292682926829,-1.3871951219512195
struct_ticket,NY_AM,30,H30,HIGH,Validation,214,0.514018691588785,2.2301401869158877
struct_ticket,NY_AM,30,H30,HIGH,OOS,149,0.5100671140939598,-1.598993288590604
struct_ticket,NY_AM,30,H60,ALL,IS,2313,0.4950281020319931,-1.0925205361003025
struct_ticket,NY_AM,30,H60,ALL,Validation,742,0.5269541778975741,2.4919137466307277
struct_ticket,NY_AM,30,H60,ALL,OOS,397,0.5516372795969773,2.124685138539043
struct_ticket,NY_AM,30,H60,HIGH,IS,820,0.5134146341463415,-0.16859756097560977
struct_ticket,NY_AM,30,H60,HIGH,Validation,214,0.5327102803738317,2.7523364485981308
struct_ticket,NY_AM,30,H60,HIGH,OOS,149,0.5167785234899329,-7.243288590604027
struct_ticket,NY_AM,30,SESS_END,ALL,IS,2322,0.5073212747631353,-0.3955641688199828
struct_ticket,NY_AM,30,SESS_END,ALL,Validation,743,0.5168236877523553,2.940107671601615
struct_ticket,NY_AM,30,SESS_END,ALL,OOS,398,0.5125628140703518,-4.010678391959799
struct_ticket,NY_AM,30,SESS_END,HIGH,IS,820,0.5097560975609756,1.2978658536585366
struct_ticket,NY_AM,30,SESS_END,HIGH,Validation,214,0.5327102803738317,-3.203271028037383
struct_ticket,NY_AM,30,SESS_END,HIGH,OOS,149,0.5167785234899329,-14.914429530201343
struct_ticket,ASIA,15,H30,ALL,IS,650,0.4492307692307692,0.09615384615384616
struct_ticket,ASIA,15,H30,ALL,Validation,129,0.5116279069767442,-0.689922480620155
struct_ticket,ASIA,15,H30,ALL,OOS,159,0.46540880503144655,0.22327044025157233
struct_ticket,ASIA,15,H30,HIGH,IS,381,0.4645669291338583,0.4343832020997375
struct_ticket,ASIA,15,H30,HIGH,Validation,96,0.5104166666666666,0.23697916666666666
struct_ticket,ASIA,15,H30,HIGH,OOS,133,0.46616541353383456,-0.15037593984962405
struct_ticket,ASIA,15,H60,ALL,IS,645,0.4573643410852713,0.2124031007751938
struct_ticket,ASIA,15,H60,ALL,Validation,129,0.4573643410852713,-2.11046511627907
struct_ticket,ASIA,15,H60,ALL,OOS,159,0.42138364779874216,-2.589622641509434
struct_ticket,ASIA,15,H60,HIGH,IS,381,0.45144356955380577,0.6725721784776902
struct_ticket,ASIA,15,H60,HIGH,Validation,96,0.4270833333333333,-3.0703125
struct_ticket,ASIA,15,H60,HIGH,OOS,133,0.44360902255639095,-3.0676691729323307
struct_ticket,ASIA,15,SESS_END,ALL,IS,650,0.48923076923076925,2.063846153846154
struct_ticket,ASIA,15,SESS_END,ALL,Validation,129,0.5193798449612403,-4.036821705426356
struct_ticket,ASIA,15,SESS_END,ALL,OOS,159,0.4779874213836478,-1.971698113207547
struct_ticket,ASIA,15,SESS_END,HIGH,IS,381,0.45144356955380577,0.8937007874015748
struct_ticket,ASIA,15,SESS_END,HIGH,Validation,96,0.5520833333333334,-3.4583333333333335
struct_ticket,ASIA,15,SESS_END,HIGH,OOS,133,0.48120300751879697,-1.5244360902255638
struct_ticket,ASIA,30,H30,ALL,IS,620,0.4629032258064516,0.6205645161290323
struct_ticket,ASIA,30,H30,ALL,Validation,117,0.47863247863247865,0.6388888888888888
struct_ticket,ASIA,30,H30,ALL,OOS,155,0.4774193548387097,-1.0564516129032258
struct_ticket,ASIA,30,H30,HIGH,IS,338,0.47041420118343197,0.7581360946745562
struct_ticket,ASIA,30,H30,HIGH,Validation,79,0.46835443037974683,-1.0063291139240507
struct_ticket,ASIA,30,H30,HIGH,OOS,125,0.52,-0.72
struct_ticket,ASIA,30,H60,ALL,IS,619,0.47495961227786754,0.7948303715670436
struct_ticket,ASIA,30,H60,ALL,Validation,117,0.48717948717948717,3.9786324786324787
struct_ticket,ASIA,30,H60,ALL,OOS,155,0.4774193548387097,0.043548387096774194
struct_ticket,ASIA,30,H60,HIGH,IS,338,0.47337278106508873,1.3357988165680474
struct_ticket,ASIA,30,H60,HIGH,Validation,79,0.5316455696202531,4.436708860759493
struct_ticket,ASIA,30,H60,HIGH,OOS,125,0.512,1.168
struct_ticket,ASIA,30,SESS_END,ALL,IS,620,0.4935483870967742,-0.043548387096774194
struct_ticket,ASIA,30,SESS_END,ALL,Validation,117,0.5299145299145299,3.873931623931624
struct_ticket,ASIA,30,SESS_END,ALL,OOS,155,0.49032258064516127,-7.230645161290322
struct_ticket,ASIA,30,SESS_END,HIGH,IS,338,0.5059171597633136,-0.41346153846153844
struct_ticket,ASIA,30,SESS_END,HIGH,Validation,79,0.5949367088607594,13.35759493670886
struct_ticket,ASIA,30,SESS_END,HIGH,OOS,125,0.504,-5.576
struct_ticket,ASIA,60,H30,ALL,IS,562,0.49466192170818507,0.18638790035587188
struct_ticket,ASIA,60,H30,ALL,Validation,129,0.5736434108527132,4.658914728682171
struct_ticket,ASIA,60,H30,ALL,OOS,151,0.4768211920529801,0.8278145695364238
struct_ticket,ASIA,60,H30,HIGH,IS,303,0.47854785478547857,-0.6179867986798679
struct_ticket,ASIA,60,H30,HIGH,Validation,76,0.5789473684210527,7.154605263157895
struct_ticket,ASIA,60,H30,HIGH,OOS,117,0.5128205128205128,3.8867521367521367
struct_ticket,ASIA,60,H60,ALL,IS,562,0.50355871886121,-0.09386120996441281
struct_ticket,ASIA,60,H60,ALL,Validation,129,0.5193798449612403,7.7771317829457365
struct_ticket,ASIA,60,H60,ALL,OOS,151,0.4900662251655629,2.751655629139073
struct_ticket,ASIA,60,H60,HIGH,IS,303,0.48184818481848185,-0.349009900990099
struct_ticket,ASIA,60,H60,HIGH,Validation,76,0.5789473684210527,13.286184210526315
struct_ticket,ASIA,60,H60,HIGH,OOS,117,0.5128205128205128,6.102564102564102
struct_ticket,ASIA,60,SESS_END,ALL,IS,562,0.49466192170818507,-1.3465302491103204
struct_ticket,ASIA,60,SESS_END,ALL,Validation,129,0.5503875968992248,15.88953488372093
struct_ticket,ASIA,60,SESS_END,ALL,OOS,151,0.5099337748344371,-5.427152317880795
struct_ticket,ASIA,60,SESS_END,HIGH,IS,303,0.47854785478547857,-1.0775577557755776
struct_ticket,ASIA,60,SESS_END,HIGH,Validation,76,0.6578947368421053,32.36184210526316
struct_ticket,ASIA,60,SESS_END,HIGH,OOS,117,0.5470085470085471,1.4893162393162394
struct_ticket,ASIA,90,H30,ALL,IS,659,0.48558421851289835,0.36380880121396053
struct_ticket,ASIA,90,H30,ALL,Validation,166,0.4397590361445783,-1.963855421686747
struct_ticket,ASIA,90,H30,ALL,OOS,192,0.5104166666666666,2.1223958333333335
struct_ticket,ASIA,90,H30,HIGH,IS,349,0.501432664756447,1.1138968481375358
struct_ticket,ASIA,90,H30,HIGH,Validation,81,0.43209876543209874,-1.4074074074074074
struct_ticket,ASIA,90,H30,HIGH,OOS,138,0.5289855072463768,6.605072463768116
struct_ticket,ASIA,90,H60,ALL,IS,659,0.5083459787556904,1.4044006069802732
struct_ticket,ASIA,90,H60,ALL,Validation,166,0.46987951807228917,-0.35240963855421686
struct_ticket,ASIA,90,H60,ALL,OOS,192,0.546875,4.69921875
struct_ticket,ASIA,90,H60,HIGH,IS,349,0.5214899713467048,2.9212034383954153
struct_ticket,ASIA,90,H60,HIGH,Validation,81,0.4444444444444444,-1.9475308641975309
struct_ticket,ASIA,90,H60,HIGH,OOS,138,0.5869565217391305,13.827898550724637
struct_ticket,ASIA,90,SESS_END,ALL,IS,659,0.5128983308042488,2.5163125948406675
struct_ticket,ASIA,90,SESS_END,ALL,Validation,166,0.4759036144578313,9.38855421686747
struct_ticket,ASIA,90,SESS_END,ALL,OOS,192,0.5208333333333334,4.56640625
struct_ticket,ASIA,90,SESS_END,HIGH,IS,349,0.5243553008595988,5.482808022922636
struct_ticket,ASIA,90,SESS_END,HIGH,Validation,81,0.43209876543209874,11.391975308641975
struct_ticket,ASIA,90,SESS_END,HIGH,OOS,138,0.5362318840579711,14.204710144927537
struct_ticket,ASIA,120,H30,ALL,IS,771,0.4474708171206226,0.24319066147859922
struct_ticket,ASIA,120,H30,ALL,Validation,185,0.42702702702702705,-1.6121621621621622
struct_ticket,ASIA,120,H30,ALL,OOS,190,0.5052631578947369,-0.9973684210526316
struct_ticket,ASIA,120,H30,HIGH,IS,404,0.47029702970297027,0.46410891089108913
struct_ticket,ASIA,120,H30,HIGH,Validation,81,0.3950617283950617,-2.6358024691358026
struct_ticket,ASIA,120,H30,HIGH,OOS,136,0.5147058823529411,1.25
struct_ticket,ASIA,120,H60,ALL,IS,771,0.47341115434500647,1.1329442282749675
struct_ticket,ASIA,120,H60,ALL,Validation,185,0.4594594594594595,-1.1175675675675676
struct_ticket,ASIA,120,H60,ALL,OOS,190,0.531578947368421,-1.85
struct_ticket,ASIA,120,H60,HIGH,IS,404,0.5123762376237624,2.0377475247524752
struct_ticket,ASIA,120,H60,HIGH,Validation,81,0.4567901234567901,0.5185185185185185
struct_ticket,ASIA,120,H60,HIGH,OOS,136,0.5514705882352942,2.1966911764705883
