event,mechanism,horizon,split,ny_min,n,win,mean,median,mean_z,mfe_gt_mae,p_hit_plus_first,delta_win_vs_50,unc_long_win,delta_win_vs_unc_long,ctrl_n,ctrl_win,delta_win_vs_ctrl
NFP,surprise_dir,5,Validation,510,35,0.37142857142857144,-8.121428571428572,-6.25,-0.888790566639979,0.42857142857142855,0.4,-0.12857142857142856,0.5142857142857142,-0.1428571428571428,0,,
NFP,evt_long,5,Validation,510,35,0.5142857142857142,0.02142857142857143,2.0,-0.18326733790652427,0.4857142857142857,0.6,0.014285714285714235,0.5142857142857142,0.0,533,0.4727954971857411,0.04149021709997314
NFP,impulse_cont,10,Validation,510,35,0.45714285714285713,-2.585714285714286,-4.75,-0.4408980344170001,0.5142857142857142,0.44,-0.04285714285714287,0.45714285714285713,0.0,533,0.5365853658536586,-0.07944250871080144
NFP,impulse_fade,10,Validation,510,35,0.5428571428571428,2.585714285714286,4.75,0.4408980344170001,0.4857142857142857,0.56,0.042857142857142816,0.45714285714285713,0.08571428571428569,533,0.4521575984990619,0.09069954435808092
NFP,surprise_dir,10,Validation,510,35,0.45714285714285713,-2.5,-1.0,-0.46862572016861526,0.4,0.4,-0.04285714285714287,0.45714285714285713,0.0,0,,
NFP,evt_long,10,Validation,510,35,0.45714285714285713,-7.114285714285714,-4.75,-0.8618199417650262,0.45714285714285713,0.6,-0.04285714285714287,0.45714285714285713,0.0,533,0.48405253283302063,-0.026909675690163504
NFP,impulse_cont,15,Validation,510,35,0.4,-2.3642857142857143,-2.25,-0.4572046287739808,0.45714285714285713,0.4166666666666667,-0.09999999999999998,0.45714285714285713,-0.057142857142857106,533,0.551594746716698,-0.15159474671669793
NFP,impulse_fade,15,Validation,510,35,0.5714285714285714,2.3642857142857143,2.25,0.4572046287739808,0.5428571428571428,0.5833333333333334,0.0714285714285714,0.45714285714285713,0.11428571428571427,533,0.44090056285178236,0.13052800857678903
NFP,surprise_dir,15,Validation,510,35,0.4857142857142857,9.478571428571428,0.0,0.5958772217355794,0.5142857142857142,0.375,-0.01428571428571429,0.45714285714285713,0.02857142857142858,0,,
NFP,evt_long,15,Validation,510,35,0.45714285714285713,-6.835714285714285,-9.25,-1.0367691056891992,0.45714285714285713,0.5833333333333334,-0.04285714285714287,0.45714285714285713,0.0,533,0.45590994371482174,0.001232913428035387
NFP,impulse_cont,30,Validation,510,35,0.45714285714285713,-2.992857142857143,-4.75,-0.6631147240301956,0.45714285714285713,0.4166666666666667,-0.04285714285714287,0.4,0.057142857142857106,533,0.5103189493433395,-0.05317609220048242
NFP,impulse_fade,30,Validation,510,35,0.5428571428571428,2.992857142857143,4.75,0.6631147240301956,0.5428571428571428,0.5833333333333334,0.042857142857142816,0.4,0.1428571428571428,533,0.48405253283302063,0.058804610024122184
NFP,surprise_dir,30,Validation,510,35,0.5714285714285714,3.2785714285714285,7.25,-0.16091789004569848,0.5714285714285714,0.375,0.0714285714285714,0.4,0.17142857142857137,0,,
NFP,evt_long,30,Validation,510,35,0.4,-7.435714285714286,-8.25,-1.1719358414204062,0.4,0.5833333333333334,-0.09999999999999998,0.4,0.0,533,0.4896810506566604,-0.08968105065666038
NFP,impulse_cont,45,Validation,510,35,0.4,-14.842857142857143,-19.5,-1.590512366389511,0.45714285714285713,0.4166666666666667,-0.09999999999999998,0.5142857142857142,-0.11428571428571421,533,0.5365853658536586,-0.13658536585365855
NFP,impulse_fade,45,Validation,510,35,0.6,14.842857142857143,19.5,1.590512366389511,0.5428571428571428,0.5833333333333334,0.09999999999999998,0.5142857142857142,0.08571428571428574,533,0.4596622889305816,0.1403377110694184
NFP,surprise_dir,45,Validation,510,35,0.5142857142857142,2.257142857142857,2.0,-0.31402613887613234,0.5714285714285714,0.375,0.014285714285714235,0.5142857142857142,0.0,0,,
NFP,evt_long,45,Validation,510,35,0.5142857142857142,2.7142857142857144,4.5,-0.12858606534992126,0.4,0.5833333333333334,0.014285714285714235,0.5142857142857142,0.0,533,0.5065666041275797,0.0077191101581345345
NFP,impulse_cont,60,Validation,510,35,0.4857142857142857,-22.021428571428572,-7.25,-2.59307288306437,0.42857142857142855,0.45454545454545453,-0.01428571428571429,0.42857142857142855,0.05714285714285716,533,0.5028142589118199,-0.017099973197534146
NFP,impulse_fade,60,Validation,510,35,0.5142857142857142,22.021428571428572,7.25,2.59307288306437,0.5714285714285714,0.5454545454545454,0.014285714285714235,0.42857142857142855,0.08571428571428569,533,0.49343339587242024,0.02085231841329399
NFP,surprise_dir,60,Validation,510,35,0.4857142857142857,-4.607142857142857,-6.75,-1.1923389777865439,0.5428571428571428,0.36363636363636365,-0.01428571428571429,0.42857142857142855,0.05714285714285716,0,,
NFP,evt_long,60,Validation,510,35,0.42857142857142855,3.992857142857143,-12.25,0.4848550644586002,0.42857142857142855,0.6363636363636364,-0.07142857142857145,0.42857142857142855,0.0,533,0.4915572232645403,-0.06298579469311177
PPI,impulse_cont,5,IS,510,100,0.45,-0.005,-0.125,-0.11214607074107055,0.49,0.49411764705882355,-0.04999999999999999,0.5,-0.04999999999999999,1610,0.47267080745341616,-0.022670807453416153
PPI,impulse_fade,5,IS,510,100,0.5,0.005,0.125,0.11214607074107055,0.46,0.5058823529411764,0.0,0.5,0.0,1610,0.4745341614906832,0.025465838509316774
PPI,surprise_dir,5,IS,510,83,0.3855421686746988,-0.25301204819277107,-0.5,0.10255598827644236,0.4457831325301205,0.463768115942029,-0.11445783132530118,0.5,-0.11445783132530118,0,,
PPI,evt_long,5,IS,510,100,0.5,0.615,0.125,-0.04267533492752888,0.51,0.5176470588235295,0.0,0.5,0.0,1610,0.47018633540372673,0.02981366459627327
PPI,impulse_cont,10,IS,510,100,0.53,0.4725,0.5,0.11902760689639749,0.52,0.5053763440860215,0.030000000000000027,0.51,0.020000000000000018,1610,0.46770186335403724,0.06229813664596279
PPI,impulse_fade,10,IS,510,100,0.43,-0.4725,-0.5,-0.11902760689639749,0.46,0.4946236559139785,-0.07,0.51,-0.08000000000000002,1610,0.48074534161490684,-0.05074534161490685
PPI,surprise_dir,10,IS,510,83,0.40963855421686746,-0.7289156626506024,-0.75,-0.17606155901742354,0.43373493975903615,0.4473684210526316,-0.09036144578313254,0.51,-0.10036144578313255,0,,
PPI,evt_long,10,IS,510,100,0.51,0.5825,0.25,-0.1623734065106078,0.5,0.5161290322580645,0.010000000000000009,0.51,0.0,1610,0.468944099378882,0.041055900621118024
PPI,impulse_cont,15,IS,510,100,0.53,1.8025,0.5,0.38819047423055975,0.53,0.5053763440860215,0.030000000000000027,0.48,0.050000000000000044,1610,0.4639751552795031,0.06602484472049691
PPI,impulse_fade,15,IS,510,100,0.43,-1.8025,-0.5,-0.38819047423055975,0.46,0.4946236559139785,-0.07,0.48,-0.04999999999999999,1610,0.5012422360248447,-0.07124223602484475
PPI,surprise_dir,15,IS,510,83,0.4939759036144578,0.18072289156626506,0.0,-0.034958853854441106,0.46987951807228917,0.4473684210526316,-0.006024096385542188,0.48,0.01397590361445783,0,,
