entry,stop_mode,stop_pts,tgt_mode,tgt_pts,rr,hold_h,split,n,n_elig,trig_rate,win,E_net,E_R,target_hit,stop_hit,time_exit,median_stop
at_open_wstop,structural,,fixed,25.0,,30,Discovery,574,574,1.0,0.42334494773519166,-0.9329268292682927,-0.12537254003924683,0.29442508710801396,0.5052264808362369,0.20034843205574912,15.25
at_open_wstop,structural,,fixed,25.0,,30,Validation,485,485,1.0,0.5381443298969072,0.3190721649484536,-0.059556092284819034,0.5237113402061856,0.4329896907216495,0.04329896907216495,29.75
at_open_wstop,structural,,fixed,25.0,,30,OOS,208,208,1.0,0.5961538461538461,-3.6502403846153846,-0.144971663985413,0.5865384615384616,0.3942307692307692,0.019230769230769232,54.25
at_open_wstop,structural,,fixed,25.0,,60,Discovery,574,574,1.0,0.40418118466898956,-0.8697735191637631,-0.1294466063976897,0.34146341463414637,0.5522648083623694,0.10627177700348432,15.25
at_open_wstop,structural,,fixed,25.0,,60,Validation,485,485,1.0,0.5525773195876289,0.6701030927835051,-0.05181816271528447,0.5484536082474227,0.44742268041237115,0.004123711340206186,29.75
at_open_wstop,structural,,fixed,25.0,,60,OOS,208,208,1.0,0.5961538461538461,-3.6478365384615383,-0.14850131805444,0.5961538461538461,0.40384615384615385,0.0,54.25
at_open_wstop,structural,,fixed,30.0,,15,Discovery,574,574,1.0,0.40069686411149824,-1.3031358885017421,-0.14536683556149113,0.18466898954703834,0.47735191637630664,0.33797909407665505,15.25
at_open_wstop,structural,,fixed,30.0,,15,Validation,485,485,1.0,0.4865979381443299,0.2304123711340206,-0.05414629082842547,0.44536082474226807,0.4309278350515464,0.12371134020618557,29.75
at_open_wstop,structural,,fixed,30.0,,15,OOS,208,208,1.0,0.5480769230769231,-1.8641826923076923,-0.12270950013430958,0.5480769230769231,0.38461538461538464,0.0673076923076923,54.25
at_open_wstop,structural,,fixed,30.0,,30,Discovery,574,574,1.0,0.397212543554007,-0.919425087108014,-0.11089780462660243,0.259581881533101,0.5174216027874564,0.2229965156794425,15.25
at_open_wstop,structural,,fixed,30.0,,30,Validation,485,485,1.0,0.49896907216494846,0.3371134020618557,-0.05729268095480214,0.48041237113402063,0.46804123711340206,0.05154639175257732,29.75
at_open_wstop,structural,,fixed,30.0,,30,OOS,208,208,1.0,0.5673076923076923,-3.3882211538461537,-0.13219762497462867,0.5576923076923077,0.41346153846153844,0.028846153846153848,54.25
at_open_wstop,structural,,fixed,30.0,,60,Discovery,574,574,1.0,0.3780487804878049,-0.9943379790940766,-0.11300941004877915,0.29442508710801396,0.5749128919860628,0.13066202090592335,15.25
at_open_wstop,structural,,fixed,30.0,,60,Validation,485,485,1.0,0.5092783505154639,0.5293814432989691,-0.05387863049334712,0.5010309278350515,0.4865979381443299,0.012371134020618556,29.75
at_open_wstop,structural,,fixed,30.0,,60,OOS,208,208,1.0,0.5673076923076923,-3.688701923076923,-0.14257645762467325,0.5673076923076923,0.4326923076923077,0.0,54.25
at_open_wstop,structural,,fixed,40.0,,15,Discovery,574,574,1.0,0.3902439024390244,-1.1711672473867596,-0.14046959988918203,0.11672473867595819,0.4843205574912892,0.3989547038327526,15.25
at_open_wstop,structural,,fixed,40.0,,15,Validation,485,485,1.0,0.44536082474226807,1.5391752577319588,-0.007949493331319656,0.37731958762886597,0.44742268041237115,0.17525773195876287,29.75
at_open_wstop,structural,,fixed,40.0,,15,OOS,208,208,1.0,0.4519230769230769,-5.289663461538462,-0.181012416028577,0.4326923076923077,0.4519230769230769,0.11538461538461539,54.25
at_open_wstop,structural,,fixed,40.0,,30,Discovery,574,574,1.0,0.3885017421602787,-0.33493031358885017,-0.09919807450507472,0.17770034843205576,0.524390243902439,0.2979094076655052,15.25
at_open_wstop,structural,,fixed,40.0,,30,Validation,485,485,1.0,0.44742268041237115,1.1561855670103092,-0.023667375741777325,0.4061855670103093,0.4948453608247423,0.09896907216494845,29.75
at_open_wstop,structural,,fixed,40.0,,30,OOS,208,208,1.0,0.4807692307692308,-5.2608173076923075,-0.18750399476210353,0.47115384615384615,0.49038461538461536,0.038461538461538464,54.25
at_open_wstop,structural,,fixed,40.0,,60,Discovery,574,574,1.0,0.3588850174216028,-0.42726480836236935,-0.10427215767381726,0.21951219512195122,0.5905923344947736,0.18989547038327526,15.25
at_open_wstop,structural,,fixed,40.0,,60,Validation,485,485,1.0,0.4639175257731959,1.6855670103092784,-0.016722381675348445,0.44329896907216493,0.5175257731958763,0.03917525773195876,29.75
at_open_wstop,structural,,fixed,40.0,,60,OOS,208,208,1.0,0.4807692307692308,-5.828125,-0.20456335753017818,0.4807692307692308,0.5192307692307693,0.0,54.25
at_open_wstop,structural,,rr,,1.0,15,Discovery,574,574,1.0,0.45818815331010454,-0.8545296167247387,-0.1442641422688612,0.3501742160278746,0.4355400696864111,0.21428571428571427,15.25
at_open_wstop,structural,,rr,,1.0,15,Validation,485,485,1.0,0.4742268041237113,0.98659793814433,-0.08558433148467191,0.35051546391752575,0.4061855670103093,0.24329896907216494,29.75
at_open_wstop,structural,,rr,,1.0,15,OOS,208,208,1.0,0.4230769230769231,-5.171875,-0.14733393035591366,0.2980769230769231,0.4230769230769231,0.27884615384615385,54.25
at_open_wstop,structural,,rr,,1.0,30,Discovery,574,574,1.0,0.45818815331010454,-0.6585365853658537,-0.1420105598774328,0.39547038327526135,0.46689895470383275,0.13763066202090593,15.25
