entry,stop_mode,stop_pts,tgt_mode,tgt_pts,rr,hold_h,split,n,n_elig,trig_rate,win,E_net,E_R,target_hit,stop_hit,time_exit,median_stop
imp10_pb5,structural,,fixed,40.0,,60,OOS,185,187,0.9893048128342246,0.3891891891891892,-0.14189189189189189,-0.06890478329793569,0.3891891891891892,0.6108108108108108,0.0,24.25
imp10_pb5,structural,,rr,,1.0,15,Discovery,434,434,1.0,0.49539170506912444,-0.738479262672811,-0.15204065928502497,0.4838709677419355,0.4815668202764977,0.03456221198156682,9.5
imp10_pb5,structural,,rr,,1.0,15,Validation,449,449,1.0,0.44320712694877507,-3.0896436525612474,-0.21018280508788967,0.4209354120267261,0.5456570155902004,0.0334075723830735,19.5
imp10_pb5,structural,,rr,,1.0,15,OOS,185,187,0.9893048128342246,0.4756756756756757,-0.06351351351351352,-0.10959671657699162,0.44324324324324327,0.4918918918918919,0.06486486486486487,24.25
imp10_pb5,structural,,rr,,1.0,30,Discovery,434,434,1.0,0.5,-0.5967741935483871,-0.1439530948800562,0.49078341013824883,0.48847926267281105,0.020737327188940093,9.5
imp10_pb5,structural,,rr,,1.0,30,Validation,449,449,1.0,0.43429844097995546,-3.084075723830735,-0.21205452007617875,0.43429844097995546,0.5567928730512249,0.008908685968819599,19.5
imp10_pb5,structural,,rr,,1.0,30,OOS,185,187,0.9893048128342246,0.4540540540540541,-0.06621621621621622,-0.11859556213326608,0.4540540540540541,0.5027027027027027,0.043243243243243246,24.25
imp10_pb5,structural,,rr,,1.0,60,Discovery,434,434,1.0,0.4976958525345622,-0.8582949308755761,-0.15237390867178485,0.4976958525345622,0.5,0.002304147465437788,9.5
imp10_pb5,structural,,rr,,1.0,60,Validation,449,449,1.0,0.43429844097995546,-3.306792873051225,-0.21659882028563596,0.43429844097995546,0.5612472160356348,0.004454342984409799,19.5
imp10_pb5,structural,,rr,,1.0,60,OOS,185,187,0.9893048128342246,0.4540540540540541,-1.777027027027027,-0.14682239471417008,0.4540540540540541,0.5351351351351351,0.010810810810810811,24.25
imp10_pb5,structural,,rr,,1.5,15,Discovery,434,434,1.0,0.41935483870967744,-0.6111751152073732,-0.1518673600525306,0.3294930875576037,0.543778801843318,0.12672811059907835,9.5
imp10_pb5,structural,,rr,,1.5,15,Validation,449,449,1.0,0.36525612472160357,-3.1776169265033407,-0.1981364776742861,0.31403118040089084,0.5968819599109132,0.08908685968819599,19.5
imp10_pb5,structural,,rr,,1.5,15,OOS,185,187,0.9893048128342246,0.43243243243243246,2.733783783783784,-0.025884039601775884,0.35135135135135137,0.5351351351351351,0.11351351351351352,24.25
imp10_pb5,structural,,rr,,1.5,30,Discovery,434,434,1.0,0.41244239631336405,-0.32142857142857145,-0.14100265217519117,0.37327188940092165,0.5691244239631337,0.0576036866359447,9.5
imp10_pb5,structural,,rr,,1.5,30,Validation,449,449,1.0,0.34521158129175944,-4.028396436525613,-0.22837556587323332,0.33184855233853006,0.6414253897550112,0.026726057906458798,19.5
imp10_pb5,structural,,rr,,1.5,30,OOS,185,187,0.9893048128342246,0.4,3.558108108108108,-0.019322795390619815,0.4,0.5459459459459459,0.05405405405405406,24.25
imp10_pb5,structural,,rr,,1.5,60,Discovery,434,434,1.0,0.4055299539170507,-0.7226382488479263,-0.14804922329658227,0.391705069124424,0.5875576036866359,0.020737327188940093,9.5
imp10_pb5,structural,,rr,,1.5,60,Validation,449,449,1.0,0.34075723830734966,-4.248329621380846,-0.23330260647717269,0.34075723830734966,0.6547884187082406,0.004454342984409799,19.5
imp10_pb5,structural,,rr,,1.5,60,OOS,185,187,0.9893048128342246,0.4,1.3878378378378378,-0.054930502822278154,0.4,0.5891891891891892,0.010810810810810811,24.25
imp10_pb5,structural,,rr,,2.0,15,Discovery,434,434,1.0,0.39631336405529954,0.03917050691244239,-0.0948587563728979,0.2626728110599078,0.5668202764976958,0.17050691244239632,9.5
imp10_pb5,structural,,rr,,2.0,15,Validation,449,449,1.0,0.3184855233853007,-4.584075723830735,-0.2357686438936962,0.20489977728285078,0.6347438752783965,0.1603563474387528,19.5
imp10_pb5,structural,,rr,,2.0,15,OOS,185,187,0.9893048128342246,0.3675675675675676,0.9459459459459459,-0.08464225353389208,0.25405405405405407,0.5783783783783784,0.16756756756756758,24.25
imp10_pb5,structural,,rr,,2.0,30,Discovery,434,434,1.0,0.3686635944700461,-0.14055299539170507,-0.09785009819824295,0.30414746543778803,0.5967741935483871,0.09907834101382489,9.5
imp10_pb5,structural,,rr,,2.0,30,Validation,449,449,1.0,0.289532293986637,-4.689866369710468,-0.2416528487906605,0.25389755011135856,0.6837416481069042,0.062360801781737196,19.5
imp10_pb5,structural,,rr,,2.0,30,OOS,185,187,0.9893048128342246,0.33513513513513515,3.8094594594594593,-0.034830930253593406,0.3081081081081081,0.6,0.0918918918918919,24.25
imp10_pb5,structural,,rr,,2.0,60,Discovery,434,434,1.0,0.3709677419354839,-0.09101382488479262,-0.07765761097101632,0.3387096774193548,0.6221198156682027,0.03917050691244239,9.5
imp10_pb5,structural,,rr,,2.0,60,Validation,449,449,1.0,0.289532293986637,-4.507238307349666,-0.2325326554713966,0.27616926503340755,0.7060133630289532,0.017817371937639197,19.5
imp10_pb5,structural,,rr,,2.0,60,OOS,185,187,0.9893048128342246,0.33513513513513515,1.7756756756756757,-0.0570447138074569,0.32972972972972975,0.654054054054054,0.016216216216216217,24.25
imp10_pb5,fixed,10.0,fixed,15.0,,15,Discovery,434,434,1.0,0.45852534562211983,-0.058179723502304145,-0.005817972350230477,0.35253456221198154,0.4700460829493088,0.1774193548387097,10.0
imp10_pb5,fixed,10.0,fixed,15.0,,15,Validation,449,449,1.0,0.34743875278396436,-2.296770601336303,-0.22967706013363032,0.34521158129175944,0.6481069042316259,0.0066815144766146995,10.0
imp10_pb5,fixed,10.0,fixed,15.0,,15,OOS,187,187,1.0,0.32085561497326204,-2.978609625668449,-0.29786096256684497,0.32085561497326204,0.679144385026738,0.0,10.0
imp10_pb5,fixed,10.0,fixed,15.0,,30,Discovery,434,434,1.0,0.4423963133640553,-0.07142857142857142,-0.0071428571428571955,0.39400921658986177,0.4976958525345622,0.10829493087557604,10.0
imp10_pb5,fixed,10.0,fixed,15.0,,30,Validation,449,449,1.0,0.34743875278396436,-2.279510022271715,-0.22795100222717152,0.34743875278396436,0.6481069042316259,0.004454342984409799,10.0
imp10_pb5,fixed,10.0,fixed,15.0,,30,OOS,187,187,1.0,0.32085561497326204,-2.978609625668449,-0.29786096256684497,0.32085561497326204,0.679144385026738,0.0,10.0
imp10_pb5,fixed,10.0,fixed,15.0,,60,Discovery,434,434,1.0,0.4539170506912442,0.1336405529953917,0.01336405529953911,0.41705069124423966,0.5207373271889401,0.06221198156682028,10.0
imp10_pb5,fixed,10.0,fixed,15.0,,60,Validation,449,449,1.0,0.34743875278396436,-2.287305122494432,-0.2287305122494432,0.34743875278396436,0.6481069042316259,0.004454342984409799,10.0
imp10_pb5,fixed,10.0,fixed,15.0,,60,OOS,187,187,1.0,0.32085561497326204,-2.978609625668449,-0.29786096256684497,0.32085561497326204,0.679144385026738,0.0,10.0
imp10_pb5,fixed,10.0,fixed,20.0,,15,Discovery,434,434,1.0,0.39631336405529954,-0.4032258064516129,-0.04032258064516133,0.2626728110599078,0.5184331797235023,0.21889400921658986,10.0
imp10_pb5,fixed,10.0,fixed,20.0,,15,Validation,449,449,1.0,0.2717149220489978,-2.9003340757238307,-0.2900334075723831,0.26280623608017817,0.7238307349665924,0.013363028953229399,10.0
imp10_pb5,fixed,10.0,fixed,20.0,,15,OOS,187,187,1.0,0.27807486631016043,-2.657754010695187,-0.2657754010695188,0.27807486631016043,0.7219251336898396,0.0,10.0
imp10_pb5,fixed,10.0,fixed,20.0,,30,Discovery,434,434,1.0,0.3709677419354839,-0.5449308755760369,-0.05449308755760373,0.2903225806451613,0.5645161290322581,0.14516129032258066,10.0
imp10_pb5,fixed,10.0,fixed,20.0,,30,Validation,449,449,1.0,0.26948775055679286,-2.8808463251670378,-0.2880846325167038,0.26948775055679286,0.7260579064587973,0.004454342984409799,10.0
imp10_pb5,fixed,10.0,fixed,20.0,,30,OOS,187,187,1.0,0.27807486631016043,-2.657754010695187,-0.2657754010695188,0.27807486631016043,0.7219251336898396,0.0,10.0
imp10_pb5,fixed,10.0,fixed,20.0,,60,Discovery,434,434,1.0,0.38018433179723504,-0.21889400921658986,-0.02188940092165901,0.32027649769585254,0.5944700460829493,0.08525345622119816,10.0
imp10_pb5,fixed,10.0,fixed,20.0,,60,Validation,449,449,1.0,0.26948775055679286,-2.888641425389755,-0.2888641425389755,0.26948775055679286,0.7260579064587973,0.004454342984409799,10.0
imp10_pb5,fixed,10.0,fixed,20.0,,60,OOS,187,187,1.0,0.27807486631016043,-2.657754010695187,-0.2657754010695188,0.27807486631016043,0.7219251336898396,0.0,10.0
imp10_pb5,fixed,10.0,fixed,25.0,,15,Discovery,434,434,1.0,0.37557603686635943,-0.3294930875576037,-0.03294930875576041,0.1912442396313364,0.5391705069124424,0.2695852534562212,10.0
imp10_pb5,fixed,10.0,fixed,25.0,,15,Validation,449,449,1.0,0.22048997772828507,-3.379175946547884,-0.33791759465478843,0.21158129175946547,0.7750556792873051,0.013363028953229399,10.0
imp10_pb5,fixed,10.0,fixed,25.0,,15,OOS,187,187,1.0,0.25668449197860965,-2.016042780748663,-0.20160427807486636,0.25668449197860965,0.7433155080213903,0.0,10.0
imp10_pb5,fixed,10.0,fixed,25.0,,30,Discovery,434,434,1.0,0.3387096774193548,-0.5138248847926268,-0.05138248847926272,0.2304147465437788,0.5852534562211982,0.18433179723502305,10.0
imp10_pb5,fixed,10.0,fixed,25.0,,30,Validation,449,449,1.0,0.2182628062360802,-3.3808463251670378,-0.3380846325167038,0.21380846325167038,0.77728285077951,0.008908685968819599,10.0
imp10_pb5,fixed,10.0,fixed,25.0,,30,OOS,187,187,1.0,0.25668449197860965,-2.016042780748663,-0.20160427807486636,0.25668449197860965,0.7433155080213903,0.0,10.0
imp10_pb5,fixed,10.0,fixed,25.0,,60,Discovery,434,434,1.0,0.347926267281106,-0.1359447004608295,-0.013594470046082982,0.2626728110599078,0.6244239631336406,0.11290322580645161,10.0
imp10_pb5,fixed,10.0,fixed,25.0,,60,Validation,449,449,1.0,0.2182628062360802,-3.334075723830735,-0.33340757238307345,0.2182628062360802,0.77728285077951,0.004454342984409799,10.0
imp10_pb5,fixed,10.0,fixed,25.0,,60,OOS,187,187,1.0,0.25668449197860965,-2.016042780748663,-0.20160427807486636,0.25668449197860965,0.7433155080213903,0.0,10.0
imp10_pb5,fixed,10.0,fixed,30.0,,15,Discovery,434,434,1.0,0.35714285714285715,-0.5645161290322581,-0.056451612903225847,0.1359447004608295,0.5576036866359447,0.3064516129032258,10.0
imp10_pb5,fixed,10.0,fixed,30.0,,15,Validation,449,449,1.0,0.1915367483296214,-3.521714922048998,-0.3521714922048998,0.17817371937639198,0.799554565701559,0.022271714922048998,10.0
imp10_pb5,fixed,10.0,fixed,30.0,,15,OOS,187,187,1.0,0.23529411764705882,-1.588235294117647,-0.15882352941176472,0.23529411764705882,0.7647058823529411,0.0,10.0
imp10_pb5,fixed,10.0,fixed,30.0,,30,Discovery,434,434,1.0,0.32027649769585254,-0.5829493087557603,-0.058294930875576065,0.18202764976958524,0.6036866359447005,0.21428571428571427,10.0
imp10_pb5,fixed,10.0,fixed,30.0,,30,Validation,449,449,1.0,0.19376391982182628,-3.291759465478842,-0.32917594654788407,0.18930957683741648,0.8017817371937639,0.008908685968819599,10.0
imp10_pb5,fixed,10.0,fixed,30.0,,30,OOS,187,187,1.0,0.23529411764705882,-1.588235294117647,-0.15882352941176472,0.23529411764705882,0.7647058823529411,0.0,10.0
imp10_pb5,fixed,10.0,fixed,30.0,,60,Discovery,434,434,1.0,0.3248847926267281,0.018433179723502304,0.0018433179723501912,0.21658986175115208,0.6474654377880185,0.1359447004608295,10.0
imp10_pb5,fixed,10.0,fixed,30.0,,60,Validation,449,449,1.0,0.19376391982182628,-3.22271714922049,-0.322271714922049,0.19376391982182628,0.8017817371937639,0.004454342984409799,10.0
imp10_pb5,fixed,10.0,fixed,30.0,,60,OOS,187,187,1.0,0.23529411764705882,-1.588235294117647,-0.15882352941176472,0.23529411764705882,0.7647058823529411,0.0,10.0
imp10_pb5,fixed,10.0,fixed,40.0,,15,Discovery,434,434,1.0,0.3225806451612903,-1.2367511520737327,-0.12367511520737329,0.07834101382488479,0.5875576036866359,0.33410138248847926,10.0
imp10_pb5,fixed,10.0,fixed,40.0,,15,Validation,449,449,1.0,0.1603563474387528,-3.520044543429844,-0.35200445434298444,0.13140311804008908,0.8262806236080178,0.042316258351893093,10.0
imp10_pb5,fixed,10.0,fixed,40.0,,15,OOS,187,187,1.0,0.20320855614973263,-0.839572192513369,-0.08395721925133688,0.20320855614973263,0.7967914438502673,0.0,10.0
imp10_pb5,fixed,10.0,fixed,40.0,,30,Discovery,434,434,1.0,0.2857142857142857,-0.8525345622119815,-0.08525345622119816,0.12442396313364056,0.6382488479262672,0.23732718894009217,10.0
imp10_pb5,fixed,10.0,fixed,40.0,,30,Validation,449,449,1.0,0.15812917594654788,-3.319042316258352,-0.33190423162583516,0.14699331848552338,0.8374164810690423,0.015590200445434299,10.0
imp10_pb5,fixed,10.0,fixed,40.0,,30,OOS,187,187,1.0,0.20320855614973263,-0.839572192513369,-0.08395721925133688,0.20320855614973263,0.7967914438502673,0.0,10.0
imp10_pb5,fixed,10.0,fixed,40.0,,60,Discovery,434,434,1.0,0.2834101382488479,-0.1578341013824885,-0.015783410138248796,0.15898617511520738,0.6820276497695853,0.15898617511520738,10.0
imp10_pb5,fixed,10.0,fixed,40.0,,60,Validation,449,449,1.0,0.15367483296213807,-3.5183741648106905,-0.351837416481069,0.14699331848552338,0.8418708240534521,0.011135857461024499,10.0
imp10_pb5,fixed,10.0,fixed,40.0,,60,OOS,187,187,1.0,0.20320855614973263,-0.839572192513369,-0.08395721925133688,0.20320855614973263,0.7967914438502673,0.0,10.0
imp10_pb5,fixed,10.0,rr,,1.0,15,Discovery,434,434,1.0,0.5161290322580645,-0.5247695852534562,-0.05247695852534565,0.4631336405529954,0.41935483870967744,0.1175115207373272,10.0
imp10_pb5,fixed,10.0,rr,,1.0,15,Validation,449,449,1.0,0.3897550111358575,-3.1726057906458798,-0.31726057906458793,0.3897550111358575,0.6057906458797327,0.004454342984409799,10.0
imp10_pb5,fixed,10.0,rr,,1.0,15,OOS,187,187,1.0,0.3422459893048128,-4.1550802139037435,-0.4155080213903744,0.3422459893048128,0.6577540106951871,0.0,10.0
imp10_pb5,fixed,10.0,rr,,1.0,30,Discovery,434,434,1.0,0.511520737327189,-0.5898617511520737,-0.05898617511520741,0.4861751152073733,0.43548387096774194,0.07834101382488479,10.0
imp10_pb5,fixed,10.0,rr,,1.0,30,Validation,449,449,1.0,0.3897550111358575,-3.170378619153675,-0.31703786191536754,0.3897550111358575,0.6057906458797327,0.004454342984409799,10.0
imp10_pb5,fixed,10.0,rr,,1.0,30,OOS,187,187,1.0,0.3422459893048128,-4.1550802139037435,-0.4155080213903744,0.3422459893048128,0.6577540106951871,0.0,10.0
imp10_pb5,fixed,10.0,rr,,1.0,60,Discovery,434,434,1.0,0.532258064516129,-0.3784562211981567,-0.037845622119815694,0.5161290322580645,0.4539170506912442,0.029953917050691243,10.0
imp10_pb5,fixed,10.0,rr,,1.0,60,Validation,449,449,1.0,0.3897550111358575,-3.178173719376392,-0.31781737193763915,0.3897550111358575,0.6057906458797327,0.004454342984409799,10.0
imp10_pb5,fixed,10.0,rr,,1.0,60,OOS,187,187,1.0,0.3422459893048128,-4.1550802139037435,-0.4155080213903744,0.3422459893048128,0.6577540106951871,0.0,10.0
imp10_pb5,fixed,10.0,rr,,1.5,15,Discovery,434,434,1.0,0.45852534562211983,-0.058179723502304145,-0.005817972350230477,0.35253456221198154,0.4700460829493088,0.1774193548387097,10.0
imp10_pb5,fixed,10.0,rr,,1.5,15,Validation,449,449,1.0,0.34743875278396436,-2.296770601336303,-0.22967706013363032,0.34521158129175944,0.6481069042316259,0.0066815144766146995,10.0
imp10_pb5,fixed,10.0,rr,,1.5,15,OOS,187,187,1.0,0.32085561497326204,-2.978609625668449,-0.29786096256684497,0.32085561497326204,0.679144385026738,0.0,10.0
imp10_pb5,fixed,10.0,rr,,1.5,30,Discovery,434,434,1.0,0.4423963133640553,-0.07142857142857142,-0.0071428571428571955,0.39400921658986177,0.4976958525345622,0.10829493087557604,10.0
imp10_pb5,fixed,10.0,rr,,1.5,30,Validation,449,449,1.0,0.34743875278396436,-2.279510022271715,-0.22795100222717152,0.34743875278396436,0.6481069042316259,0.004454342984409799,10.0
imp10_pb5,fixed,10.0,rr,,1.5,30,OOS,187,187,1.0,0.32085561497326204,-2.978609625668449,-0.29786096256684497,0.32085561497326204,0.679144385026738,0.0,10.0
imp10_pb5,fixed,10.0,rr,,1.5,60,Discovery,434,434,1.0,0.4539170506912442,0.1336405529953917,0.01336405529953911,0.41705069124423966,0.5207373271889401,0.06221198156682028,10.0
imp10_pb5,fixed,10.0,rr,,1.5,60,Validation,449,449,1.0,0.34743875278396436,-2.287305122494432,-0.2287305122494432,0.34743875278396436,0.6481069042316259,0.004454342984409799,10.0
imp10_pb5,fixed,10.0,rr,,1.5,60,OOS,187,187,1.0,0.32085561497326204,-2.978609625668449,-0.29786096256684497,0.32085561497326204,0.679144385026738,0.0,10.0
imp10_pb5,fixed,10.0,rr,,2.0,15,Discovery,434,434,1.0,0.39631336405529954,-0.4032258064516129,-0.04032258064516133,0.2626728110599078,0.5184331797235023,0.21889400921658986,10.0
imp10_pb5,fixed,10.0,rr,,2.0,15,Validation,449,449,1.0,0.2717149220489978,-2.9003340757238307,-0.2900334075723831,0.26280623608017817,0.7238307349665924,0.013363028953229399,10.0
imp10_pb5,fixed,10.0,rr,,2.0,15,OOS,187,187,1.0,0.27807486631016043,-2.657754010695187,-0.2657754010695188,0.27807486631016043,0.7219251336898396,0.0,10.0
imp10_pb5,fixed,10.0,rr,,2.0,30,Discovery,434,434,1.0,0.3709677419354839,-0.5449308755760369,-0.05449308755760373,0.2903225806451613,0.5645161290322581,0.14516129032258066,10.0
imp10_pb5,fixed,10.0,rr,,2.0,30,Validation,449,449,1.0,0.26948775055679286,-2.8808463251670378,-0.2880846325167038,0.26948775055679286,0.7260579064587973,0.004454342984409799,10.0
imp10_pb5,fixed,10.0,rr,,2.0,30,OOS,187,187,1.0,0.27807486631016043,-2.657754010695187,-0.2657754010695188,0.27807486631016043,0.7219251336898396,0.0,10.0
imp10_pb5,fixed,10.0,rr,,2.0,60,Discovery,434,434,1.0,0.38018433179723504,-0.21889400921658986,-0.02188940092165901,0.32027649769585254,0.5944700460829493,0.08525345622119816,10.0
imp10_pb5,fixed,10.0,rr,,2.0,60,Validation,449,449,1.0,0.26948775055679286,-2.888641425389755,-0.2888641425389755,0.26948775055679286,0.7260579064587973,0.004454342984409799,10.0
imp10_pb5,fixed,10.0,rr,,2.0,60,OOS,187,187,1.0,0.27807486631016043,-2.657754010695187,-0.2657754010695188,0.27807486631016043,0.7219251336898396,0.0,10.0
imp10_pb5,fixed,15.0,fixed,15.0,,15,Discovery,434,434,1.0,0.5345622119815668,0.21313364055299538,0.014208909370199722,0.4078341013824885,0.3294930875576037,0.2626728110599078,15.0
imp10_pb5,fixed,15.0,fixed,15.0,,15,Validation,449,449,1.0,0.4298440979955457,-3.0528953229398663,-0.20352635486265772,0.42761692650334077,0.5634743875278396,0.008908685968819599,15.0
imp10_pb5,fixed,15.0,fixed,15.0,,15,OOS,187,187,1.0,0.40106951871657753,-3.9679144385026737,-0.26452762923351153,0.40106951871657753,0.5989304812834224,0.0,15.0
imp10_pb5,fixed,15.0,fixed,15.0,,30,Discovery,434,434,1.0,0.5253456221198156,0.10368663594470046,0.006912442396313405,0.46543778801843316,0.38018433179723504,0.1543778801843318,15.0
imp10_pb5,fixed,15.0,fixed,15.0,,30,Validation,449,449,1.0,0.4298440979955457,-3.0434298440979957,-0.2028953229398663,0.4298440979955457,0.5634743875278396,0.0066815144766146995,15.0
imp10_pb5,fixed,15.0,fixed,15.0,,30,OOS,187,187,1.0,0.40106951871657753,-3.9679144385026737,-0.26452762923351153,0.40106951871657753,0.5989304812834224,0.0,15.0
imp10_pb5,fixed,15.0,fixed,15.0,,60,Discovery,434,434,1.0,0.5414746543778802,0.5731566820276498,0.03821044546851003,0.5023041474654378,0.391705069124424,0.10599078341013825,15.0
imp10_pb5,fixed,15.0,fixed,15.0,,60,Validation,449,449,1.0,0.4298440979955457,-3.0556792873051224,-0.20371195248700807,0.4298440979955457,0.5657015590200446,0.004454342984409799,15.0
imp10_pb5,fixed,15.0,fixed,15.0,,60,OOS,187,187,1.0,0.40106951871657753,-3.9679144385026737,-0.26452762923351153,0.40106951871657753,0.5989304812834224,0.0,15.0
imp10_pb5,fixed,15.0,fixed,20.0,,15,Discovery,434,434,1.0,0.47235023041474655,-0.12269585253456221,-0.008179723502304132,0.31336405529953915,0.37327188940092165,0.31336405529953915,15.0
imp10_pb5,fixed,15.0,fixed,20.0,,15,Validation,449,449,1.0,0.3674832962138085,-3.1553452115812917,-0.21035634743875273,0.3585746102449889,0.6258351893095768,0.015590200445434299,15.0
imp10_pb5,fixed,15.0,fixed,20.0,,15,OOS,187,187,1.0,0.34759358288770054,-3.834224598930481,-0.2556149732620321,0.34759358288770054,0.6524064171122995,0.0,15.0
imp10_pb5,fixed,15.0,fixed,20.0,,30,Discovery,434,434,1.0,0.45852534562211983,-0.11866359447004608,-0.007910906298003041,0.3617511520737327,0.42857142857142855,0.20967741935483872,15.0
imp10_pb5,fixed,15.0,fixed,20.0,,30,Validation,449,449,1.0,0.36525612472160357,-3.1547884187082404,-0.21031922791388263,0.36525612472160357,0.6280623608017817,0.0066815144766146995,15.0
imp10_pb5,fixed,15.0,fixed,20.0,,30,OOS,187,187,1.0,0.34759358288770054,-3.834224598930481,-0.2556149732620321,0.34759358288770054,0.6524064171122995,0.0,15.0
imp10_pb5,fixed,15.0,fixed,20.0,,60,Discovery,434,434,1.0,0.4769585253456221,0.5685483870967742,0.03790322580645163,0.4078341013824885,0.4539170506912442,0.1382488479262673,15.0
imp10_pb5,fixed,15.0,fixed,20.0,,60,Validation,449,449,1.0,0.36525612472160357,-3.1670378619153676,-0.21113585746102445,0.36525612472160357,0.6302895322939867,0.004454342984409799,15.0
imp10_pb5,fixed,15.0,fixed,20.0,,60,OOS,187,187,1.0,0.34759358288770054,-3.834224598930481,-0.2556149732620321,0.34759358288770054,0.6524064171122995,0.0,15.0
imp10_pb5,fixed,15.0,fixed,25.0,,15,Discovery,434,434,1.0,0.4447004608294931,-0.17569124423963134,-0.011712749615975371,0.2350230414746544,0.4009216589861751,0.3640552995391705,15.0
imp10_pb5,fixed,15.0,fixed,25.0,,15,Validation,449,449,1.0,0.31625835189309576,-3.411469933184855,-0.22743132887899026,0.30734966592427615,0.6770601336302895,0.015590200445434299,15.0
imp10_pb5,fixed,15.0,fixed,25.0,,15,OOS,187,187,1.0,0.32620320855614976,-2.9518716577540105,-0.19679144385026734,0.32620320855614976,0.6737967914438503,0.0,15.0
imp10_pb5,fixed,15.0,fixed,25.0,,30,Discovery,434,434,1.0,0.4147465437788018,-0.26152073732718895,-0.01743471582181254,0.2880184331797235,0.45622119815668205,0.2557603686635945,15.0
imp10_pb5,fixed,15.0,fixed,25.0,,30,Validation,449,449,1.0,0.31403118040089084,-3.4320712694877504,-0.2288047512991833,0.30957683741648107,0.6792873051224945,0.011135857461024499,15.0
imp10_pb5,fixed,15.0,fixed,25.0,,30,OOS,187,187,1.0,0.32620320855614976,-2.9518716577540105,-0.19679144385026734,0.32620320855614976,0.6737967914438503,0.0,15.0
imp10_pb5,fixed,15.0,fixed,25.0,,60,Discovery,434,434,1.0,0.4377880184331797,0.5898617511520737,0.03932411674347163,0.3294930875576037,0.4861751152073733,0.18433179723502305,15.0
imp10_pb5,fixed,15.0,fixed,25.0,,60,Validation,449,449,1.0,0.31403118040089084,-3.3897550111358576,-0.2259836674090571,0.31403118040089084,0.6815144766146993,0.004454342984409799,15.0
imp10_pb5,fixed,15.0,fixed,25.0,,60,OOS,187,187,1.0,0.32620320855614976,-2.9518716577540105,-0.19679144385026734,0.32620320855614976,0.6737967914438503,0.0,15.0
imp10_pb5,fixed,15.0,fixed,30.0,,15,Discovery,434,434,1.0,0.4216589861751152,-0.5881336405529954,-0.039208909370199656,0.16129032258064516,0.41935483870967744,0.41935483870967744,15.0
imp10_pb5,fixed,15.0,fixed,30.0,,15,Validation,449,449,1.0,0.2873051224944321,-3.3056792873051224,-0.22037861915367474,0.2650334075723831,0.6993318485523385,0.035634743875278395,15.0
imp10_pb5,fixed,15.0,fixed,30.0,,15,OOS,187,187,1.0,0.28342245989304815,-3.2459893048128343,-0.21639928698752223,0.28342245989304815,0.7165775401069518,0.0,15.0
imp10_pb5,fixed,15.0,fixed,30.0,,30,Discovery,434,434,1.0,0.391705069124424,-0.3421658986175115,-0.022811059907834053,0.2350230414746544,0.4792626728110599,0.2857142857142857,15.0
imp10_pb5,fixed,15.0,fixed,30.0,,30,Validation,449,449,1.0,0.2806236080178174,-3.387527839643653,-0.2258351893095768,0.27616926503340755,0.7126948775055679,0.011135857461024499,15.0
imp10_pb5,fixed,15.0,fixed,30.0,,30,OOS,187,187,1.0,0.28342245989304815,-3.2459893048128343,-0.21639928698752223,0.28342245989304815,0.7165775401069518,0.0,15.0
imp10_pb5,fixed,15.0,fixed,30.0,,60,Discovery,434,434,1.0,0.41013824884792627,0.7085253456221198,0.047235023041474714,0.2764976958525346,0.5138248847926268,0.20967741935483872,15.0
imp10_pb5,fixed,15.0,fixed,30.0,,60,Validation,449,449,1.0,0.2806236080178174,-3.3229398663697105,-0.22152932442464726,0.2806236080178174,0.7149220489977728,0.004454342984409799,15.0
imp10_pb5,fixed,15.0,fixed,30.0,,60,OOS,187,187,1.0,0.28342245989304815,-3.2459893048128343,-0.21639928698752223,0.28342245989304815,0.7165775401069518,0.0,15.0
imp10_pb5,fixed,15.0,fixed,40.0,,15,Discovery,434,434,1.0,0.3824884792626728,-1.4487327188940091,-0.09658218125960057,0.0944700460829493,0.45161290322580644,0.4539170506912442,15.0
imp10_pb5,fixed,15.0,fixed,40.0,,15,Validation,449,449,1.0,0.23385300668151449,-3.8273942093541202,-0.2551596139569413,0.1915367483296214,0.7438752783964365,0.0645879732739421,15.0
imp10_pb5,fixed,15.0,fixed,40.0,,15,OOS,187,187,1.0,0.24064171122994651,-2.764705882352941,-0.184313725490196,0.24064171122994651,0.7593582887700535,0.0,15.0
imp10_pb5,fixed,15.0,fixed,40.0,,30,Discovery,434,434,1.0,0.35253456221198154,-0.5506912442396313,-0.03671274961597538,0.16820276497695852,0.5184331797235023,0.31336405529953915,15.0
imp10_pb5,fixed,15.0,fixed,40.0,,30,Validation,449,449,1.0,0.22717149220489977,-3.7043429844097995,-0.2469561989606532,0.21603563474387527,0.7661469933184856,0.017817371937639197,15.0
imp10_pb5,fixed,15.0,fixed,40.0,,30,OOS,187,187,1.0,0.24064171122994651,-2.764705882352941,-0.184313725490196,0.24064171122994651,0.7593582887700535,0.0,15.0
imp10_pb5,fixed,15.0,fixed,40.0,,60,Discovery,434,434,1.0,0.3640552995391705,0.581221198156682,0.03874807987711219,0.2073732718894009,0.5529953917050692,0.23963133640552994,15.0
imp10_pb5,fixed,15.0,fixed,40.0,,60,Validation,449,449,1.0,0.22717149220489977,-3.8201559020044544,-0.25467706013363023,0.21603563474387527,0.7683741648106904,0.015590200445434299,15.0
