window,split,n,pct_hod,pct_lod,pct_hod_or_lod,pct_xor,pct_both,pct_neither
CTRL_0900_0930,Discovery,2414,0.04971002485501243,0.04888152444076222,0.09859154929577464,0.09859154929577464,0.0,0.9014084507042254
CTRL_0900_0930,OOS,413,0.06295399515738499,0.05569007263922518,0.11864406779661017,0.11864406779661017,0.0,0.8813559322033898
CTRL_0900_0930,Validation,774,0.040051679586563305,0.03488372093023256,0.07493540051679587,0.07493540051679587,0.0,0.9250645994832042
CTRL_1000_1030,Discovery,2416,0.08774834437086093,0.10885761589403974,0.19577814569536423,0.19495033112582782,0.0008278145695364238,0.8042218543046358
CTRL_1000_1030,OOS,412,0.06796116504854369,0.10436893203883495,0.17233009708737865,0.17233009708737865,0.0,0.8276699029126213
CTRL_1000_1030,Validation,774,0.07751937984496124,0.0917312661498708,0.16925064599483206,0.16925064599483206,0.0,0.8307493540051679
W_0830_0900,Discovery,2417,0.10260653702937526,0.12949937939594539,0.2312784443525031,0.23045097227968556,0.0008274720728175424,0.7687215556474969
W_0830_0900,OOS,414,0.12077294685990338,0.14251207729468598,0.2632850241545894,0.2632850241545894,0.0,0.7367149758454107
W_0830_0900,Validation,775,0.14709677419354839,0.16516129032258065,0.30709677419354836,0.30193548387096775,0.005161290322580645,0.6929032258064516
