setup,dip,target_mode,target,split,n,win,E_net,median,target_hit,stop_hit,time_exit,n_days,n_trig,trig_rate
fade_extent,5.0,opposite,273.0,Validation,1,1.0,146.75,146.75,0.0,0.0,1.0,1,1,1.0
fade_extent,5.0,opposite,277.25,OOS,1,1.0,60.5,60.5,0.0,0.0,1.0,1,1,1.0
fade_extent,5.0,opposite,357.75,Validation,1,1.0,107.5,107.5,0.0,0.0,1.0,1,1,1.0
fade_extent,5.0,opposite,398.0,Validation,1,0.0,-43.25,-43.25,0.0,1.0,0.0,1,1,1.0
fade_extent,5.0,opposite,518.25,Validation,1,0.0,-28.0,-28.0,0.0,1.0,0.0,1,1,1.0
fade_extent,5.0,opposite,538.75,Validation,1,0.0,-50.0,-50.0,0.0,1.0,0.0,1,1,1.0
fade_extent,10.0,fixed,20.0,Discovery,792,0.5353535353535354,-0.5886994949494949,2.5,0.4078282828282828,0.3042929292929293,0.2878787878787879,2380,792,0.33277310924369746
fade_extent,10.0,fixed,20.0,OOS,305,0.6983606557377049,-1.3147540983606558,19.0,0.6918032786885245,0.2819672131147541,0.02622950819672131,413,305,0.738498789346247
fade_extent,10.0,fixed,20.0,Validation,553,0.6057866184448463,-1.442133815551537,19.0,0.596745027124774,0.36347197106690776,0.039783001808318265,770,553,0.7181818181818181
fade_extent,10.0,fixed,25.0,Discovery,792,0.49873737373737376,-1.0785984848484849,0.0,0.33080808080808083,0.33080808080808083,0.3383838383838384,2380,792,0.33277310924369746
fade_extent,10.0,fixed,25.0,OOS,305,0.6655737704918033,-0.04344262295081967,24.0,0.659016393442623,0.30491803278688523,0.036065573770491806,413,305,0.738498789346247
fade_extent,10.0,fixed,25.0,Validation,553,0.5497287522603979,-1.5280289330922243,24.0,0.5370705244122965,0.41229656419529837,0.05063291139240506,770,553,0.7181818181818181
fade_extent,10.0,fixed,30.0,Discovery,792,0.46464646464646464,-1.6246843434343434,-2.5,0.26641414141414144,0.3522727272727273,0.3813131313131313,2380,792,0.33277310924369746
fade_extent,10.0,fixed,30.0,OOS,305,0.6295081967213115,0.5778688524590164,29.0,0.6196721311475409,0.3377049180327869,0.04262295081967213,413,305,0.738498789346247
fade_extent,10.0,fixed,30.0,Validation,553,0.5280289330922242,-0.2445750452079566,29.0,0.5063291139240507,0.4267631103074141,0.06690777576853527,770,553,0.7181818181818181
fade_extent,10.0,opposite,0.25,Discovery,5,0.0,-0.75,-0.75,1.0,0.0,0.0,5,5,1.0
fade_extent,10.0,opposite,0.25,OOS,1,0.0,-0.75,-0.75,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,0.25,Validation,2,0.0,-0.75,-0.75,1.0,0.0,0.0,2,2,1.0
fade_extent,10.0,opposite,0.5,Discovery,11,0.0,-2.090909090909091,-0.5,0.9090909090909091,0.09090909090909091,0.0,11,11,1.0
fade_extent,10.0,opposite,0.5,Validation,1,0.0,-0.5,-0.5,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,0.75,Discovery,7,0.0,-0.25,-0.25,1.0,0.0,0.0,7,7,1.0
fade_extent,10.0,opposite,0.75,Validation,1,0.0,-0.25,-0.25,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,1.0,Discovery,6,0.0,-5.125,0.0,0.6666666666666666,0.16666666666666666,0.16666666666666666,6,6,1.0
fade_extent,10.0,opposite,1.0,OOS,1,0.0,0.0,0.0,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,1.0,Validation,2,0.0,0.0,0.0,1.0,0.0,0.0,2,2,1.0
fade_extent,10.0,opposite,1.25,Discovery,12,0.9166666666666666,-1.9375,0.25,0.9166666666666666,0.08333333333333333,0.0,12,12,1.0
fade_extent,10.0,opposite,1.25,OOS,1,1.0,0.25,0.25,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,1.25,Validation,1,1.0,0.25,0.25,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,1.5,Discovery,4,0.75,-5.5625,0.5,0.75,0.25,0.0,4,4,1.0
fade_extent,10.0,opposite,1.5,OOS,2,0.5,-12.75,-12.75,0.5,0.5,0.0,2,2,1.0
fade_extent,10.0,opposite,1.75,Discovery,7,1.0,0.75,0.75,1.0,0.0,0.0,7,7,1.0
fade_extent,10.0,opposite,1.75,Validation,2,1.0,0.75,0.75,1.0,0.0,0.0,2,2,1.0
fade_extent,10.0,opposite,2.0,Discovery,8,0.875,-1.15625,1.0,0.875,0.125,0.0,8,8,1.0
fade_extent,10.0,opposite,2.0,Validation,2,0.5,-9.875,-9.875,0.5,0.5,0.0,2,2,1.0
fade_extent,10.0,opposite,2.25,Discovery,5,1.0,1.25,1.25,1.0,0.0,0.0,5,5,1.0
fade_extent,10.0,opposite,2.25,OOS,1,1.0,1.25,1.25,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,2.5,Discovery,6,0.6666666666666666,-3.4166666666666665,1.5,0.6666666666666666,0.3333333333333333,0.0,6,6,1.0
fade_extent,10.0,opposite,2.5,OOS,1,1.0,1.5,1.5,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,2.5,Validation,3,0.6666666666666666,-5.5,1.5,0.6666666666666666,0.3333333333333333,0.0,3,3,1.0
fade_extent,10.0,opposite,2.75,Discovery,7,1.0,1.75,1.75,1.0,0.0,0.0,7,7,1.0
fade_extent,10.0,opposite,2.75,OOS,1,1.0,1.75,1.75,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,2.75,Validation,1,1.0,1.75,1.75,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,3.0,Discovery,6,0.5,-7.208333333333333,-6.125,0.5,0.5,0.0,6,6,1.0
fade_extent,10.0,opposite,3.0,Validation,3,1.0,2.0,2.0,1.0,0.0,0.0,3,3,1.0
fade_extent,10.0,opposite,3.25,Discovery,7,0.8571428571428571,-3.392857142857143,2.25,0.8571428571428571,0.14285714285714285,0.0,7,7,1.0
fade_extent,10.0,opposite,3.25,Validation,4,1.0,2.25,2.25,1.0,0.0,0.0,4,4,1.0
fade_extent,10.0,opposite,3.5,Discovery,6,0.8333333333333334,0.4166666666666667,2.5,0.8333333333333334,0.0,0.16666666666666666,6,6,1.0
fade_extent,10.0,opposite,3.75,Discovery,8,0.875,0.53125,2.75,0.875,0.125,0.0,8,8,1.0
fade_extent,10.0,opposite,3.75,OOS,1,1.0,2.75,2.75,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,3.75,Validation,1,1.0,2.75,2.75,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,4.0,Discovery,16,0.875,0.96875,3.0,0.875,0.0,0.125,16,16,1.0
fade_extent,10.0,opposite,4.0,Validation,2,1.0,3.0,3.0,1.0,0.0,0.0,2,2,1.0
fade_extent,10.0,opposite,4.25,Discovery,8,0.875,0.625,3.25,0.875,0.125,0.0,8,8,1.0
fade_extent,10.0,opposite,4.25,OOS,1,1.0,3.25,3.25,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,4.25,Validation,4,1.0,3.25,3.25,1.0,0.0,0.0,4,4,1.0
fade_extent,10.0,opposite,4.5,Discovery,5,0.8,-0.4,3.5,0.8,0.2,0.0,5,5,1.0
fade_extent,10.0,opposite,4.5,Validation,1,1.0,3.5,3.5,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,4.75,Discovery,10,0.9,3.075,3.75,0.9,0.0,0.1,10,10,1.0
fade_extent,10.0,opposite,4.75,OOS,1,1.0,3.75,3.75,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,4.75,Validation,2,1.0,3.75,3.75,1.0,0.0,0.0,2,2,1.0
fade_extent,10.0,opposite,5.0,Discovery,6,1.0,4.0,4.0,1.0,0.0,0.0,6,6,1.0
fade_extent,10.0,opposite,5.25,Discovery,5,0.8,0.55,4.25,0.8,0.2,0.0,5,5,1.0
fade_extent,10.0,opposite,5.25,Validation,1,1.0,4.25,4.25,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,5.5,Discovery,6,0.8333333333333334,-0.3333333333333333,4.5,0.8333333333333334,0.16666666666666666,0.0,6,6,1.0
fade_extent,10.0,opposite,5.5,OOS,1,1.0,4.5,4.5,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,5.5,Validation,3,1.0,4.5,4.5,1.0,0.0,0.0,3,3,1.0
fade_extent,10.0,opposite,5.75,Discovery,11,0.7272727272727273,0.38636363636363635,4.75,0.6363636363636364,0.09090909090909091,0.2727272727272727,11,11,1.0
fade_extent,10.0,opposite,5.75,OOS,1,1.0,4.75,4.75,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,6.0,Discovery,3,1.0,5.0,5.0,1.0,0.0,0.0,3,3,1.0
fade_extent,10.0,opposite,6.0,Validation,2,1.0,5.0,5.0,1.0,0.0,0.0,2,2,1.0
fade_extent,10.0,opposite,6.25,Discovery,11,0.7272727272727273,2.0,5.25,0.7272727272727273,0.0,0.2727272727272727,11,11,1.0
fade_extent,10.0,opposite,6.25,Validation,2,1.0,5.25,5.25,1.0,0.0,0.0,2,2,1.0
fade_extent,10.0,opposite,6.5,Discovery,5,1.0,5.5,5.5,1.0,0.0,0.0,5,5,1.0
fade_extent,10.0,opposite,6.5,Validation,1,1.0,5.5,5.5,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,6.75,Discovery,7,0.5714285714285714,-4.464285714285714,5.75,0.5714285714285714,0.2857142857142857,0.14285714285714285,7,7,1.0
fade_extent,10.0,opposite,6.75,OOS,1,1.0,5.75,5.75,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,6.75,Validation,2,1.0,5.75,5.75,1.0,0.0,0.0,2,2,1.0
fade_extent,10.0,opposite,7.0,Discovery,7,0.8571428571428571,2.6785714285714284,6.0,0.7142857142857143,0.14285714285714285,0.14285714285714285,7,7,1.0
fade_extent,10.0,opposite,7.0,OOS,1,1.0,6.0,6.0,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,7.0,Validation,1,1.0,6.0,6.0,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,7.25,Discovery,7,0.5714285714285714,-1.7857142857142858,6.25,0.5714285714285714,0.2857142857142857,0.14285714285714285,7,7,1.0
fade_extent,10.0,opposite,7.5,Discovery,2,1.0,6.5,6.5,1.0,0.0,0.0,2,2,1.0
fade_extent,10.0,opposite,7.5,OOS,1,1.0,6.5,6.5,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,7.75,Discovery,6,0.16666666666666666,-18.125,-19.5,0.16666666666666666,0.8333333333333334,0.0,6,6,1.0
fade_extent,10.0,opposite,7.75,OOS,2,1.0,6.75,6.75,1.0,0.0,0.0,2,2,1.0
fade_extent,10.0,opposite,7.75,Validation,2,1.0,6.75,6.75,1.0,0.0,0.0,2,2,1.0
fade_extent,10.0,opposite,8.0,Discovery,5,0.8,2.55,7.0,0.8,0.2,0.0,5,5,1.0
fade_extent,10.0,opposite,8.0,OOS,3,1.0,7.0,7.0,1.0,0.0,0.0,3,3,1.0
fade_extent,10.0,opposite,8.0,Validation,2,0.5,-10.0,-10.0,0.5,0.5,0.0,2,2,1.0
fade_extent,10.0,opposite,8.25,Discovery,6,0.5,-4.541666666666667,-3.125,0.5,0.5,0.0,6,6,1.0
fade_extent,10.0,opposite,8.25,Validation,2,1.0,7.25,7.25,1.0,0.0,0.0,2,2,1.0
fade_extent,10.0,opposite,8.5,Discovery,6,0.6666666666666666,1.5,7.5,0.6666666666666666,0.16666666666666666,0.16666666666666666,6,6,1.0
fade_extent,10.0,opposite,8.5,Validation,3,0.6666666666666666,-1.5,7.5,0.6666666666666666,0.3333333333333333,0.0,3,3,1.0
fade_extent,10.0,opposite,8.75,Discovery,7,0.42857142857142855,-6.714285714285714,-14.25,0.42857142857142855,0.5714285714285714,0.0,7,7,1.0
fade_extent,10.0,opposite,8.75,OOS,3,0.3333333333333333,-13.416666666666666,-22.5,0.3333333333333333,0.6666666666666666,0.0,3,3,1.0
fade_extent,10.0,opposite,9.0,Discovery,6,0.8333333333333334,4.125,8.0,0.8333333333333334,0.16666666666666666,0.0,6,6,1.0
fade_extent,10.0,opposite,9.0,Validation,2,1.0,8.0,8.0,1.0,0.0,0.0,2,2,1.0
fade_extent,10.0,opposite,9.25,Discovery,5,0.8,3.4,8.25,0.6,0.0,0.4,5,5,1.0
fade_extent,10.0,opposite,9.25,Validation,1,0.0,-37.25,-37.25,0.0,1.0,0.0,1,1,1.0
fade_extent,10.0,opposite,9.5,Discovery,3,0.6666666666666666,0.25,8.5,0.6666666666666666,0.3333333333333333,0.0,3,3,1.0
fade_extent,10.0,opposite,9.5,Validation,2,1.0,8.5,8.5,1.0,0.0,0.0,2,2,1.0
fade_extent,10.0,opposite,9.75,Discovery,3,1.0,8.75,8.75,1.0,0.0,0.0,3,3,1.0
fade_extent,10.0,opposite,9.75,Validation,3,1.0,8.75,8.75,1.0,0.0,0.0,3,3,1.0
fade_extent,10.0,opposite,10.0,Discovery,6,0.6666666666666666,-1.3333333333333333,6.0,0.5,0.16666666666666666,0.3333333333333333,6,6,1.0
fade_extent,10.0,opposite,10.0,OOS,2,1.0,9.0,9.0,1.0,0.0,0.0,2,2,1.0
fade_extent,10.0,opposite,10.0,Validation,4,1.0,9.0,9.0,1.0,0.0,0.0,4,4,1.0
fade_extent,10.0,opposite,10.25,Discovery,7,0.5714285714285714,0.25,9.25,0.5714285714285714,0.14285714285714285,0.2857142857142857,7,7,1.0
fade_extent,10.0,opposite,10.25,OOS,2,1.0,9.25,9.25,1.0,0.0,0.0,2,2,1.0
fade_extent,10.0,opposite,10.25,Validation,2,1.0,9.25,9.25,1.0,0.0,0.0,2,2,1.0
fade_extent,10.0,opposite,10.5,Discovery,6,0.8333333333333334,7.333333333333333,9.5,0.8333333333333334,0.0,0.16666666666666666,6,6,1.0
fade_extent,10.0,opposite,10.5,Validation,2,1.0,9.5,9.5,1.0,0.0,0.0,2,2,1.0
fade_extent,10.0,opposite,10.75,Discovery,4,0.5,-3.875,-2.375,0.5,0.25,0.25,4,4,1.0
fade_extent,10.0,opposite,10.75,Validation,1,1.0,9.75,9.75,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,11.0,Discovery,6,0.3333333333333333,-8.75,-8.625,0.3333333333333333,0.3333333333333333,0.3333333333333333,6,6,1.0
fade_extent,10.0,opposite,11.0,Validation,1,1.0,10.0,10.0,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,11.25,Discovery,5,0.4,-5.95,-9.75,0.4,0.2,0.4,5,5,1.0
fade_extent,10.0,opposite,11.25,OOS,1,0.0,-35.5,-35.5,0.0,1.0,0.0,1,1,1.0
fade_extent,10.0,opposite,11.25,Validation,4,0.5,-0.3125,4.75,0.5,0.25,0.25,4,4,1.0
fade_extent,10.0,opposite,11.5,Discovery,3,1.0,10.5,10.5,1.0,0.0,0.0,3,3,1.0
fade_extent,10.0,opposite,11.5,OOS,1,1.0,10.5,10.5,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,11.5,Validation,1,1.0,10.5,10.5,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,11.75,Discovery,1,0.0,-27.5,-27.5,0.0,1.0,0.0,1,1,1.0
fade_extent,10.0,opposite,11.75,Validation,2,1.0,10.75,10.75,1.0,0.0,0.0,2,2,1.0
fade_extent,10.0,opposite,12.0,Discovery,6,0.6666666666666666,2.6666666666666665,11.0,0.6666666666666666,0.3333333333333333,0.0,6,6,1.0
fade_extent,10.0,opposite,12.0,OOS,2,0.5,-7.625,-7.625,0.5,0.5,0.0,2,2,1.0
fade_extent,10.0,opposite,12.0,Validation,2,1.0,11.0,11.0,1.0,0.0,0.0,2,2,1.0
fade_extent,10.0,opposite,12.25,Discovery,4,1.0,11.25,11.25,1.0,0.0,0.0,4,4,1.0
fade_extent,10.0,opposite,12.25,OOS,1,1.0,11.25,11.25,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,12.25,Validation,2,1.0,11.25,11.25,1.0,0.0,0.0,2,2,1.0
fade_extent,10.0,opposite,12.5,Discovery,5,1.0,11.5,11.5,1.0,0.0,0.0,5,5,1.0
fade_extent,10.0,opposite,12.5,Validation,1,0.0,-32.5,-32.5,0.0,1.0,0.0,1,1,1.0
fade_extent,10.0,opposite,12.75,Discovery,7,0.5714285714285714,-3.1785714285714284,3.5,0.42857142857142855,0.2857142857142857,0.2857142857142857,7,7,1.0
fade_extent,10.0,opposite,12.75,Validation,2,0.5,-10.25,-10.25,0.5,0.5,0.0,2,2,1.0
fade_extent,10.0,opposite,13.0,Discovery,3,0.3333333333333333,-18.333333333333332,-17.75,0.0,0.6666666666666666,0.3333333333333333,3,3,1.0
fade_extent,10.0,opposite,13.0,OOS,1,1.0,12.0,12.0,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,13.0,Validation,4,0.75,3.25,12.0,0.75,0.25,0.0,4,4,1.0
fade_extent,10.0,opposite,13.25,Discovery,7,0.5714285714285714,-2.0714285714285716,12.25,0.5714285714285714,0.42857142857142855,0.0,7,7,1.0
fade_extent,10.0,opposite,13.25,Validation,4,0.75,-0.0625,12.25,0.75,0.25,0.0,4,4,1.0
fade_extent,10.0,opposite,13.5,Discovery,3,1.0,12.5,12.5,1.0,0.0,0.0,3,3,1.0
fade_extent,10.0,opposite,13.5,OOS,1,1.0,12.5,12.5,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,13.5,Validation,1,0.0,-29.75,-29.75,0.0,1.0,0.0,1,1,1.0
fade_extent,10.0,opposite,13.75,Discovery,4,0.75,2.6875,8.75,0.5,0.25,0.25,4,4,1.0
fade_extent,10.0,opposite,13.75,Validation,2,1.0,12.75,12.75,1.0,0.0,0.0,2,2,1.0
fade_extent,10.0,opposite,14.0,Discovery,3,0.0,-20.666666666666668,-18.25,0.0,1.0,0.0,3,3,1.0
fade_extent,10.0,opposite,14.0,Validation,1,1.0,13.0,13.0,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,14.25,Discovery,5,0.4,-7.45,-4.0,0.4,0.4,0.2,5,5,1.0
fade_extent,10.0,opposite,14.25,Validation,4,0.5,-4.625,-2.375,0.5,0.5,0.0,4,4,1.0
fade_extent,10.0,opposite,14.5,Discovery,2,0.5,-8.25,-8.25,0.5,0.5,0.0,2,2,1.0
fade_extent,10.0,opposite,14.5,OOS,3,0.6666666666666666,-1.25,13.5,0.6666666666666666,0.3333333333333333,0.0,3,3,1.0
fade_extent,10.0,opposite,14.5,Validation,4,0.75,5.625,13.5,0.75,0.25,0.0,4,4,1.0
fade_extent,10.0,opposite,14.75,Discovery,7,0.42857142857142855,-0.32142857142857145,-2.25,0.42857142857142855,0.2857142857142857,0.2857142857142857,7,7,1.0
fade_extent,10.0,opposite,14.75,OOS,1,1.0,13.75,13.75,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,15.0,Discovery,1,0.0,-3.25,-3.25,0.0,0.0,1.0,1,1,1.0
fade_extent,10.0,opposite,15.0,OOS,1,1.0,14.0,14.0,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,15.25,Discovery,3,1.0,14.25,14.25,1.0,0.0,0.0,3,3,1.0
fade_extent,10.0,opposite,15.5,Discovery,6,0.5,-9.708333333333334,-7.625,0.5,0.3333333333333333,0.16666666666666666,6,6,1.0
fade_extent,10.0,opposite,15.5,OOS,2,1.0,14.5,14.5,1.0,0.0,0.0,2,2,1.0
fade_extent,10.0,opposite,15.5,Validation,3,0.3333333333333333,-8.75,-19.0,0.3333333333333333,0.6666666666666666,0.0,3,3,1.0
fade_extent,10.0,opposite,15.75,Discovery,2,0.5,-14.625,-14.625,0.5,0.5,0.0,2,2,1.0
fade_extent,10.0,opposite,16.0,Discovery,2,0.5,0.25,0.25,0.5,0.5,0.0,2,2,1.0
fade_extent,10.0,opposite,16.0,OOS,2,1.0,15.0,15.0,1.0,0.0,0.0,2,2,1.0
fade_extent,10.0,opposite,16.25,Discovery,3,0.3333333333333333,-7.833333333333333,-17.75,0.3333333333333333,0.6666666666666666,0.0,3,3,1.0
fade_extent,10.0,opposite,16.5,Discovery,3,1.0,15.5,15.5,1.0,0.0,0.0,3,3,1.0
fade_extent,10.0,opposite,16.5,OOS,1,1.0,15.5,15.5,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,16.5,Validation,1,1.0,15.5,15.5,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,16.75,Discovery,4,0.5,-6.25,6.125,0.5,0.25,0.25,4,4,1.0
fade_extent,10.0,opposite,16.75,OOS,3,0.6666666666666666,-20.0,15.75,0.6666666666666666,0.3333333333333333,0.0,3,3,1.0
fade_extent,10.0,opposite,17.0,Discovery,4,0.75,3.8125,8.25,0.5,0.25,0.25,4,4,1.0
fade_extent,10.0,opposite,17.0,OOS,1,0.0,-23.25,-23.25,0.0,1.0,0.0,1,1,1.0
fade_extent,10.0,opposite,17.25,Discovery,2,0.5,-8.25,-8.25,0.5,0.5,0.0,2,2,1.0
fade_extent,10.0,opposite,17.25,Validation,2,0.5,3.25,3.25,0.5,0.0,0.5,2,2,1.0
fade_extent,10.0,opposite,17.5,Discovery,4,0.75,8.5,16.5,0.75,0.25,0.0,4,4,1.0
fade_extent,10.0,opposite,17.5,OOS,1,1.0,16.5,16.5,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,17.75,Discovery,4,0.5,-7.5,-4.875,0.5,0.5,0.0,4,4,1.0
fade_extent,10.0,opposite,17.75,OOS,3,0.6666666666666666,0.08333333333333333,16.75,0.6666666666666666,0.3333333333333333,0.0,3,3,1.0
fade_extent,10.0,opposite,17.75,Validation,1,0.0,-22.75,-22.75,0.0,1.0,0.0,1,1,1.0
fade_extent,10.0,opposite,18.0,Discovery,1,1.0,17.0,17.0,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,18.0,OOS,1,1.0,17.0,17.0,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,18.0,Validation,1,1.0,17.0,17.0,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,18.25,Discovery,3,0.6666666666666666,3.4166666666666665,17.25,0.6666666666666666,0.3333333333333333,0.0,3,3,1.0
fade_extent,10.0,opposite,18.25,OOS,3,0.3333333333333333,-12.333333333333334,-27.0,0.3333333333333333,0.6666666666666666,0.0,3,3,1.0
fade_extent,10.0,opposite,18.5,Discovery,2,0.0,-17.5,-17.5,0.0,0.5,0.5,2,2,1.0
fade_extent,10.0,opposite,18.5,Validation,4,1.0,17.5,17.5,1.0,0.0,0.0,4,4,1.0
fade_extent,10.0,opposite,18.75,Discovery,1,0.0,-17.25,-17.25,0.0,1.0,0.0,1,1,1.0
fade_extent,10.0,opposite,19.0,Discovery,2,0.0,-42.375,-42.375,0.0,1.0,0.0,2,2,1.0
fade_extent,10.0,opposite,19.0,Validation,1,1.0,18.0,18.0,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,19.25,Discovery,1,0.0,-39.5,-39.5,0.0,1.0,0.0,1,1,1.0
fade_extent,10.0,opposite,19.25,Validation,5,0.8,6.1,18.25,0.6,0.2,0.2,5,5,1.0
fade_extent,10.0,opposite,19.5,OOS,1,1.0,18.5,18.5,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,19.5,Validation,3,0.6666666666666666,6.25,18.5,0.6666666666666666,0.3333333333333333,0.0,3,3,1.0
fade_extent,10.0,opposite,19.75,OOS,1,0.0,-18.0,-18.0,0.0,1.0,0.0,1,1,1.0
fade_extent,10.0,opposite,19.75,Validation,4,0.5,2.375,3.0,0.5,0.5,0.0,4,4,1.0
fade_extent,10.0,opposite,20.0,Discovery,3,0.6666666666666666,5.083333333333333,19.0,0.6666666666666666,0.3333333333333333,0.0,3,3,1.0
fade_extent,10.0,opposite,20.0,Validation,2,0.5,-21.5,-21.5,0.5,0.5,0.0,2,2,1.0
fade_extent,10.0,opposite,20.25,Discovery,2,0.5,6.0,6.0,0.5,0.0,0.5,2,2,1.0
fade_extent,10.0,opposite,20.25,OOS,1,1.0,19.25,19.25,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,20.25,Validation,1,0.0,-16.0,-16.0,0.0,1.0,0.0,1,1,1.0
fade_extent,10.0,opposite,20.5,Discovery,1,0.0,-2.0,-2.0,0.0,0.0,1.0,1,1,1.0
fade_extent,10.0,opposite,20.5,OOS,1,0.0,-68.0,-68.0,0.0,1.0,0.0,1,1,1.0
fade_extent,10.0,opposite,20.5,Validation,1,1.0,19.5,19.5,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,20.75,Discovery,4,0.25,-5.5,-9.625,0.25,0.5,0.25,4,4,1.0
fade_extent,10.0,opposite,20.75,OOS,1,1.0,19.75,19.75,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,20.75,Validation,1,1.0,19.75,19.75,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,21.0,Validation,4,0.75,10.3125,20.0,0.75,0.25,0.0,4,4,1.0
fade_extent,10.0,opposite,21.25,Discovery,1,0.0,-21.25,-21.25,0.0,1.0,0.0,1,1,1.0
fade_extent,10.0,opposite,21.25,OOS,1,1.0,20.25,20.25,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,21.25,Validation,1,1.0,20.25,20.25,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,21.5,Discovery,1,0.0,-62.25,-62.25,0.0,1.0,0.0,1,1,1.0
fade_extent,10.0,opposite,22.0,Discovery,2,0.5,-1.25,-1.25,0.5,0.5,0.0,2,2,1.0
fade_extent,10.0,opposite,22.0,OOS,1,1.0,21.0,21.0,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,22.0,Validation,2,0.5,0.0,0.0,0.5,0.5,0.0,2,2,1.0
fade_extent,10.0,opposite,22.25,Discovery,4,0.25,-13.5,-18.0,0.25,0.75,0.0,4,4,1.0
fade_extent,10.0,opposite,22.25,OOS,1,1.0,21.25,21.25,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,22.25,Validation,1,0.0,-26.75,-26.75,0.0,1.0,0.0,1,1,1.0
fade_extent,10.0,opposite,22.5,Discovery,1,1.0,21.5,21.5,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,22.5,Validation,1,1.0,2.0,2.0,0.0,0.0,1.0,1,1,1.0
fade_extent,10.0,opposite,22.75,Discovery,2,0.5,-5.0,-5.0,0.5,0.5,0.0,2,2,1.0
fade_extent,10.0,opposite,22.75,Validation,1,1.0,21.75,21.75,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,23.0,Discovery,4,0.5,-1.8125,5.625,0.5,0.25,0.25,4,4,1.0
fade_extent,10.0,opposite,23.0,OOS,1,0.0,-35.25,-35.25,0.0,1.0,0.0,1,1,1.0
fade_extent,10.0,opposite,23.25,Validation,1,0.0,-19.75,-19.75,0.0,1.0,0.0,1,1,1.0
fade_extent,10.0,opposite,23.5,Validation,1,0.0,-39.0,-39.0,0.0,1.0,0.0,1,1,1.0
fade_extent,10.0,opposite,23.75,Discovery,3,0.3333333333333333,-14.25,-32.75,0.3333333333333333,0.6666666666666666,0.0,3,3,1.0
fade_extent,10.0,opposite,23.75,Validation,1,1.0,22.75,22.75,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,24.0,OOS,1,1.0,23.0,23.0,1.0,0.0,0.0,1,1,1.0
fade_extent,10.0,opposite,24.25,Discovery,1,0.0,-32.0,-32.0,0.0,1.0,0.0,1,1,1.0
