entry_style,rev,impulse,pb,dip,target,split,n,win,E_net,E_R,target_hit,stop_hit,time_exit,median_stop_dist,n_days,n_trig,trig_rate
impulse_pb,5.0,10.0,10.0,,20.0,OOS,93,0.5161290322580645,-0.989247311827957,-0.12879367536855546,0.5161290322580645,0.4838709677419355,0.0,24.25,106,93,0.8773584905660378
impulse_pb,5.0,10.0,10.0,,20.0,Validation,234,0.405982905982906,-3.5876068376068377,-0.2270996463081827,0.405982905982906,0.594017094017094,0.0,19.625,258,234,0.9069767441860465
impulse_pb,5.0,10.0,10.0,,25.0,Discovery,246,0.3780487804878049,0.01016260162601626,-0.08329018846720575,0.26422764227642276,0.5772357723577236,0.15853658536585366,11.0,367,246,0.670299727520436
impulse_pb,5.0,10.0,10.0,,25.0,OOS,93,0.4838709677419355,-0.24193548387096775,-0.06868503841307065,0.4838709677419355,0.5053763440860215,0.010752688172043012,24.25,106,93,0.8773584905660378
impulse_pb,5.0,10.0,10.0,,25.0,Validation,234,0.358974358974359,-3.9337606837606836,-0.2410609847566683,0.3547008547008547,0.6410256410256411,0.004273504273504274,19.625,258,234,0.9069767441860465
impulse_pb,5.0,10.0,10.0,,30.0,Discovery,246,0.35772357723577236,0.01524390243902439,-0.07546079415467205,0.21951219512195122,0.5975609756097561,0.18292682926829268,11.0,367,246,0.670299727520436
impulse_pb,5.0,10.0,10.0,,30.0,OOS,93,0.45161290322580644,0.41397849462365593,-0.05005377127231798,0.45161290322580644,0.5376344086021505,0.010752688172043012,24.25,106,93,0.8773584905660378
impulse_pb,5.0,10.0,10.0,,30.0,Validation,234,0.32051282051282054,-4.0502136752136755,-0.2709886415453398,0.31196581196581197,0.6752136752136753,0.01282051282051282,19.625,258,234,0.9069767441860465
impulse_pb,5.0,15.0,5.0,,20.0,Discovery,208,0.3894230769230769,-0.23557692307692307,-0.0246361825452688,0.3317307692307692,0.5865384615384616,0.08173076923076923,9.75,367,208,0.5667574931880109
impulse_pb,5.0,15.0,5.0,,20.0,OOS,90,0.5333333333333333,-2.1944444444444446,-0.10634730119702035,0.5222222222222223,0.4666666666666667,0.011111111111111112,28.875,106,90,0.8490566037735849
impulse_pb,5.0,15.0,5.0,,20.0,Validation,218,0.43119266055045874,-3.3096330275229358,-0.22591815080427952,0.43119266055045874,0.5688073394495413,0.0,19.875,258,218,0.8449612403100775
impulse_pb,5.0,15.0,5.0,,25.0,Discovery,208,0.35096153846153844,-0.47475961538461536,-0.02467719000606367,0.2692307692307692,0.6153846153846154,0.11538461538461539,9.75,367,208,0.5667574931880109
impulse_pb,5.0,15.0,5.0,,25.0,OOS,90,0.5111111111111111,-1.1583333333333334,-0.039042459082364936,0.5,0.4888888888888889,0.011111111111111112,28.875,106,90,0.8490566037735849
impulse_pb,5.0,15.0,5.0,,25.0,Validation,218,0.3761467889908257,-4.072247706422019,-0.2444329972675667,0.37155963302752293,0.6238532110091743,0.0045871559633027525,19.875,258,218,0.8449612403100775
impulse_pb,5.0,15.0,5.0,,30.0,Discovery,208,0.3317307692307692,-0.37259615384615385,-0.015299064919014073,0.22596153846153846,0.6346153846153846,0.13942307692307693,9.75,367,208,0.5667574931880109
impulse_pb,5.0,15.0,5.0,,30.0,OOS,90,0.4777777777777778,-0.42777777777777776,-0.04024259657593616,0.4666666666666667,0.5222222222222223,0.011111111111111112,28.875,106,90,0.8490566037735849
impulse_pb,5.0,15.0,5.0,,30.0,Validation,218,0.3394495412844037,-4.055045871559633,-0.26296739777332323,0.3302752293577982,0.6559633027522935,0.013761467889908258,19.875,258,218,0.8449612403100775
impulse_pb,5.0,15.0,10.0,,20.0,Discovery,203,0.43349753694581283,0.28078817733990147,0.028981381686592894,0.35467980295566504,0.5320197044334976,0.11330049261083744,11.75,367,203,0.553133514986376
impulse_pb,5.0,15.0,10.0,,20.0,OOS,90,0.5333333333333333,-2.1944444444444446,-0.10634730119702035,0.5222222222222223,0.4666666666666667,0.011111111111111112,28.875,106,90,0.8490566037735849
impulse_pb,5.0,15.0,10.0,,20.0,Validation,218,0.43119266055045874,-3.3486238532110093,-0.22580305282241897,0.43119266055045874,0.5688073394495413,0.0,19.875,258,218,0.8449612403100775
impulse_pb,5.0,15.0,10.0,,25.0,Discovery,203,0.39408866995073893,-0.17118226600985223,-0.0017194249585728892,0.27586206896551724,0.5665024630541872,0.15763546798029557,11.75,367,203,0.553133514986376
impulse_pb,5.0,15.0,10.0,,25.0,OOS,90,0.5111111111111111,-1.1583333333333334,-0.039042459082364936,0.5,0.4888888888888889,0.011111111111111112,28.875,106,90,0.8490566037735849
impulse_pb,5.0,15.0,10.0,,25.0,Validation,218,0.3761467889908257,-4.111238532110092,-0.24431789928570619,0.37155963302752293,0.6238532110091743,0.0045871559633027525,19.875,258,218,0.8449612403100775
impulse_pb,5.0,15.0,10.0,,30.0,Discovery,203,0.3793103448275862,0.28448275862068967,0.04777066121784845,0.24630541871921183,0.5812807881773399,0.1724137931034483,11.75,367,203,0.553133514986376
impulse_pb,5.0,15.0,10.0,,30.0,OOS,90,0.4777777777777778,-0.42777777777777776,-0.04024259657593616,0.4666666666666667,0.5222222222222223,0.011111111111111112,28.875,106,90,0.8490566037735849
impulse_pb,5.0,15.0,10.0,,30.0,Validation,218,0.3394495412844037,-4.094036697247707,-0.2628522997914627,0.3302752293577982,0.6559633027522935,0.013761467889908258,19.875,258,218,0.8449612403100775
impulse_pb,5.0,20.0,5.0,,20.0,Discovery,182,0.4175824175824176,0.7019230769230769,0.01645235124921241,0.35714285714285715,0.5494505494505495,0.09340659340659341,9.75,367,182,0.49591280653950953
impulse_pb,5.0,20.0,5.0,,20.0,OOS,88,0.5113636363636364,-3.3806818181818183,-0.1843702701934415,0.5113636363636364,0.48863636363636365,0.0,28.875,106,88,0.8301886792452831
impulse_pb,5.0,20.0,5.0,,20.0,Validation,204,0.44607843137254904,-2.125,-0.1532384405518672,0.4411764705882353,0.553921568627451,0.004901960784313725,19.125,258,204,0.7906976744186046
impulse_pb,5.0,20.0,5.0,,25.0,Discovery,182,0.3626373626373626,-0.5412087912087912,-0.1356086387743018,0.26373626373626374,0.5989010989010989,0.13736263736263737,9.75,367,182,0.49591280653950953
impulse_pb,5.0,20.0,5.0,,25.0,OOS,88,0.48863636363636365,-2.434659090909091,-0.1311247132338687,0.48863636363636365,0.5113636363636364,0.0,28.875,106,88,0.8301886792452831
impulse_pb,5.0,20.0,5.0,,25.0,Validation,204,0.39215686274509803,-2.5416666666666665,-0.2038829871031643,0.3872549019607843,0.6078431372549019,0.004901960784313725,19.125,258,204,0.7906976744186046
impulse_pb,5.0,20.0,5.0,,30.0,Discovery,182,0.3516483516483517,0.017857142857142856,-0.07872692924850092,0.24175824175824176,0.6098901098901099,0.14835164835164835,9.75,367,182,0.49591280653950953
