session_date,split,year,label,side,rev,rev_ok,skip_at_ext,setup_ok
2010-06-07,Discovery,2010.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2010-06-07,Discovery,2010.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2010-06-14,Discovery,,NEITHER,,,,,False
2010-06-21,Discovery,2010.0,LOD_SO_FAR,1.0,5.0,True,False,True
2010-06-21,Discovery,2010.0,LOD_SO_FAR,1.0,10.0,False,False,False
2010-06-28,Discovery,,NEITHER,,,,,False
2010-07-05,Discovery,,NEITHER,,,,,False
2010-07-06,Discovery,2010.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2010-07-06,Discovery,2010.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2010-07-12,Discovery,2010.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2010-07-12,Discovery,2010.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2010-07-19,Discovery,,NEITHER,,,,,False
2010-07-26,Discovery,,NEITHER,,,,,False
2010-08-02,Discovery,,NEITHER,,,,,False
2010-08-09,Discovery,,NEITHER,,,,,False
2010-08-16,Discovery,,NEITHER,,,,,False
2010-08-23,Discovery,,NEITHER,,,,,False
2010-08-30,Discovery,2010.0,LOD_SO_FAR,1.0,5.0,False,False,False
2010-08-30,Discovery,2010.0,LOD_SO_FAR,1.0,10.0,False,False,False
2010-09-06,Discovery,,NEITHER,,,,,False
2010-09-07,Discovery,,NEITHER,,,,,False
2010-09-13,Discovery,2010.0,LOD_SO_FAR,1.0,5.0,True,False,True
2010-09-13,Discovery,2010.0,LOD_SO_FAR,1.0,10.0,False,False,False
2010-09-20,Discovery,,NEITHER,,,,,False
2010-09-27,Discovery,,NEITHER,,,,,False
2010-10-04,Discovery,,NEITHER,,,,,False
2010-10-11,Discovery,,NEITHER,,,,,False
2010-10-18,Discovery,2010.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2010-10-18,Discovery,2010.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2010-10-25,Discovery,2010.0,LOD_SO_FAR,1.0,5.0,False,False,False
2010-10-25,Discovery,2010.0,LOD_SO_FAR,1.0,10.0,False,False,False
2010-11-01,Discovery,2010.0,LOD_SO_FAR,1.0,5.0,True,False,True
2010-11-01,Discovery,2010.0,LOD_SO_FAR,1.0,10.0,False,False,False
2010-11-08,Discovery,,NEITHER,,,,,False
2010-11-15,Discovery,,NEITHER,,,,,False
2010-11-22,Discovery,2010.0,LOD_SO_FAR,1.0,5.0,False,False,False
2010-11-22,Discovery,2010.0,LOD_SO_FAR,1.0,10.0,False,False,False
2010-11-26,Discovery,,NEITHER,,,,,False
2010-11-29,Discovery,,NEITHER,,,,,False
2010-12-06,Discovery,,NEITHER,,,,,False
2010-12-13,Discovery,2010.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2010-12-13,Discovery,2010.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2010-12-20,Discovery,,NEITHER,,,,,False
2010-12-27,Discovery,,NEITHER,,,,,False
2011-01-03,Discovery,,NEITHER,,,,,False
2011-01-10,Discovery,,NEITHER,,,,,False
2011-01-17,Discovery,2011.0,LOD_SO_FAR,1.0,5.0,False,False,False
2011-01-17,Discovery,2011.0,LOD_SO_FAR,1.0,10.0,False,False,False
2011-01-18,Discovery,,NEITHER,,,,,False
2011-01-24,Discovery,,NEITHER,,,,,False
2011-01-31,Discovery,2011.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2011-01-31,Discovery,2011.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2011-02-07,Discovery,,NEITHER,,,,,False
2011-02-14,Discovery,2011.0,LOD_SO_FAR,1.0,5.0,False,False,False
2011-02-14,Discovery,2011.0,LOD_SO_FAR,1.0,10.0,False,False,False
2011-02-21,Discovery,2011.0,LOD_SO_FAR,1.0,5.0,False,False,False
2011-02-21,Discovery,2011.0,LOD_SO_FAR,1.0,10.0,False,False,False
2011-02-22,Discovery,,NEITHER,,,,,False
2011-02-28,Discovery,,NEITHER,,,,,False
2011-03-07,Discovery,,NEITHER,,,,,False
2011-03-14,Discovery,,NEITHER,,,,,False
2011-03-15,Discovery,2011.0,LOD_SO_FAR,1.0,5.0,False,False,False
2011-03-15,Discovery,2011.0,LOD_SO_FAR,1.0,10.0,False,False,False
2011-03-21,Discovery,,NEITHER,,,,,False
2011-03-22,Discovery,2011.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2011-03-22,Discovery,2011.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2011-03-25,Discovery,2011.0,LOD_SO_FAR,1.0,5.0,False,False,False
2011-03-25,Discovery,2011.0,LOD_SO_FAR,1.0,10.0,False,False,False
2011-03-28,Discovery,,NEITHER,,,,,False
2011-03-31,Discovery,,NEITHER,,,,,False
2011-04-04,Discovery,,NEITHER,,,,,False
2011-04-11,Discovery,,NEITHER,,,,,False
2011-04-14,Discovery,2011.0,LOD_SO_FAR,1.0,5.0,True,False,True
2011-04-14,Discovery,2011.0,LOD_SO_FAR,1.0,10.0,False,False,False
2011-04-15,Discovery,,NEITHER,,,,,False
2011-04-18,Discovery,,NEITHER,,,,,False
2011-04-19,Discovery,2011.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2011-04-19,Discovery,2011.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2011-04-20,Discovery,,NEITHER,,,,,False
2011-04-25,Discovery,2011.0,LOD_SO_FAR,1.0,5.0,False,False,False
2011-04-25,Discovery,2011.0,LOD_SO_FAR,1.0,10.0,False,False,False
2011-05-02,Discovery,,NEITHER,,,,,False
2011-05-05,Discovery,2011.0,LOD_SO_FAR,1.0,5.0,False,False,False
2011-05-05,Discovery,2011.0,LOD_SO_FAR,1.0,10.0,False,False,False
2011-05-06,Discovery,2011.0,HOD_SO_FAR,-1.0,5.0,True,False,True
2011-05-06,Discovery,2011.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2011-05-09,Discovery,2011.0,LOD_SO_FAR,1.0,5.0,False,False,False
2011-05-09,Discovery,2011.0,LOD_SO_FAR,1.0,10.0,False,False,False
2011-05-16,Discovery,,NEITHER,,,,,False
2011-05-24,Discovery,2011.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2011-05-24,Discovery,2011.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2011-05-25,Discovery,,NEITHER,,,,,False
2011-05-31,Discovery,,NEITHER,,,,,False
2011-06-02,Discovery,,NEITHER,,,,,False
2011-06-06,Discovery,,NEITHER,,,,,False
2011-06-08,Discovery,,NEITHER,,,,,False
2011-06-09,Discovery,,NEITHER,,,,,False
2011-06-10,Discovery,,NEITHER,,,,,False
2011-06-13,Discovery,2011.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2011-06-13,Discovery,2011.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2011-06-20,Discovery,,NEITHER,,,,,False
2011-06-27,Discovery,,NEITHER,,,,,False
2011-07-04,Discovery,,NEITHER,,,,,False
2011-07-05,Discovery,2011.0,LOD_SO_FAR,1.0,5.0,False,False,False
2011-07-05,Discovery,2011.0,LOD_SO_FAR,1.0,10.0,False,False,False
2011-07-11,Discovery,,NEITHER,,,,,False
2011-07-18,Discovery,,NEITHER,,,,,False
2011-07-25,Discovery,,NEITHER,,,,,False
2011-08-01,Discovery,2011.0,LOD_SO_FAR,1.0,5.0,True,False,True
2011-08-01,Discovery,2011.0,LOD_SO_FAR,1.0,10.0,False,False,False
2011-08-08,Discovery,,NEITHER,,,,,False
2011-08-15,Discovery,2011.0,LOD_SO_FAR,1.0,5.0,True,False,True
2011-08-15,Discovery,2011.0,LOD_SO_FAR,1.0,10.0,True,False,True
2011-08-22,Discovery,2011.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2011-08-22,Discovery,2011.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2011-08-29,Discovery,2011.0,HOD_SO_FAR,-1.0,5.0,True,False,True
2011-08-29,Discovery,2011.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2011-09-05,Discovery,,NEITHER,,,,,False
2011-09-06,Discovery,,NEITHER,,,,,False
2011-09-12,Discovery,,NEITHER,,,,,False
2011-09-19,Discovery,,NEITHER,,,,,False
2011-09-26,Discovery,,NEITHER,,,,,False
2011-10-03,Discovery,,NEITHER,,,,,False
2011-10-10,Discovery,,NEITHER,,,,,False
2011-10-17,Discovery,2011.0,LOD_SO_FAR,1.0,5.0,False,False,False
2011-10-17,Discovery,2011.0,LOD_SO_FAR,1.0,10.0,False,False,False
2011-10-24,Discovery,,NEITHER,,,,,False
2011-10-31,Discovery,2011.0,LOD_SO_FAR,1.0,5.0,True,False,True
2011-10-31,Discovery,2011.0,LOD_SO_FAR,1.0,10.0,False,False,False
2011-11-07,Discovery,,NEITHER,,,,,False
2011-11-14,Discovery,,NEITHER,,,,,False
2011-11-21,Discovery,,NEITHER,,,,,False
2011-11-25,Discovery,,NEITHER,,,,,False
2011-11-28,Discovery,,NEITHER,,,,,False
2011-12-05,Discovery,2011.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2011-12-05,Discovery,2011.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2011-12-12,Discovery,,NEITHER,,,,,False
2011-12-19,Discovery,,NEITHER,,,,,False
2011-12-27,Discovery,,NEITHER,,,,,False
2012-01-03,Discovery,,NEITHER,,,,,False
2012-01-09,Discovery,,NEITHER,,,,,False
2012-01-16,Discovery,,NEITHER,,,,,False
2012-01-17,Discovery,2012.0,LOD_SO_FAR,1.0,5.0,False,False,False
2012-01-17,Discovery,2012.0,LOD_SO_FAR,1.0,10.0,False,False,False
2012-01-23,Discovery,,NEITHER,,,,,False
2012-01-30,Discovery,2012.0,LOD_SO_FAR,1.0,5.0,True,False,True
2012-01-30,Discovery,2012.0,LOD_SO_FAR,1.0,10.0,False,False,False
2012-02-06,Discovery,,NEITHER,,,,,False
2012-02-13,Discovery,,NEITHER,,,,,False
2012-02-20,Discovery,,NEITHER,,,,,False
2012-02-21,Discovery,,NEITHER,,,,,False
2012-02-27,Discovery,,NEITHER,,,,,False
2012-03-05,Discovery,2012.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2012-03-05,Discovery,2012.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2012-03-12,Discovery,,NEITHER,,,,,False
2012-03-19,Discovery,2012.0,LOD_SO_FAR,1.0,5.0,True,False,True
2012-03-19,Discovery,2012.0,LOD_SO_FAR,1.0,10.0,True,False,True
2012-03-26,Discovery,,NEITHER,,,,,False
2012-04-02,Discovery,,NEITHER,,,,,False
2012-04-09,Discovery,,NEITHER,,,,,False
2012-04-16,Discovery,2012.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2012-04-16,Discovery,2012.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2012-04-23,Discovery,,NEITHER,,,,,False
2012-04-30,Discovery,,NEITHER,,,,,False
2012-05-07,Discovery,2012.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2012-05-07,Discovery,2012.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2012-05-14,Discovery,,NEITHER,,,,,False
2012-05-21,Discovery,,NEITHER,,,,,False
2012-05-28,Discovery,,NEITHER,,,,,False
2012-05-29,Discovery,,NEITHER,,,,,False
2012-06-04,Discovery,,NEITHER,,,,,False
2012-06-11,Discovery,,NEITHER,,,,,False
2012-06-18,Discovery,2012.0,LOD_SO_FAR,1.0,5.0,False,False,False
2012-06-18,Discovery,2012.0,LOD_SO_FAR,1.0,10.0,False,False,False
2012-06-25,Discovery,,NEITHER,,,,,False
2012-07-02,Discovery,,NEITHER,,,,,False
2012-07-05,Discovery,2012.0,LOD_SO_FAR,1.0,5.0,True,False,True
2012-07-05,Discovery,2012.0,LOD_SO_FAR,1.0,10.0,False,False,False
2012-07-09,Discovery,2012.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2012-07-09,Discovery,2012.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2012-07-16,Discovery,,NEITHER,,,,,False
2012-07-23,Discovery,2012.0,LOD_SO_FAR,1.0,5.0,False,False,False
2012-07-23,Discovery,2012.0,LOD_SO_FAR,1.0,10.0,False,False,False
2012-07-30,Discovery,2012.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2012-07-30,Discovery,2012.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2012-08-06,Discovery,,NEITHER,,,,,False
2012-08-13,Discovery,,NEITHER,,,,,False
2012-08-20,Discovery,,NEITHER,,,,,False
2012-08-21,Discovery,2012.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2012-08-21,Discovery,2012.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2012-08-22,Discovery,,NEITHER,,,,,False
2012-08-23,Discovery,2012.0,LOD_SO_FAR,1.0,5.0,False,False,False
2012-08-23,Discovery,2012.0,LOD_SO_FAR,1.0,10.0,False,False,False
2012-08-24,Discovery,2012.0,LOD_SO_FAR,1.0,5.0,False,False,False
2012-08-24,Discovery,2012.0,LOD_SO_FAR,1.0,10.0,False,False,False
2012-08-27,Discovery,,NEITHER,,,,,False
2012-08-28,Discovery,,NEITHER,,,,,False
2012-08-29,Discovery,,NEITHER,,,,,False
2012-08-31,Discovery,2012.0,HOD_SO_FAR,-1.0,5.0,True,False,True
2012-08-31,Discovery,2012.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2012-09-03,Discovery,,NEITHER,,,,,False
2012-09-04,Discovery,2012.0,LOD_SO_FAR,1.0,5.0,False,False,False
2012-09-04,Discovery,2012.0,LOD_SO_FAR,1.0,10.0,False,False,False
2012-09-05,Discovery,2012.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2012-09-05,Discovery,2012.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2012-09-06,Discovery,,NEITHER,,,,,False
2012-09-07,Discovery,2012.0,LOD_SO_FAR,1.0,5.0,False,False,False
2012-09-07,Discovery,2012.0,LOD_SO_FAR,1.0,10.0,False,False,False
2012-09-10,Discovery,,NEITHER,,,,,False
2012-09-11,Discovery,,NEITHER,,,,,False
2012-09-12,Discovery,,NEITHER,,,,,False
2012-09-13,Discovery,,NEITHER,,,,,False
2012-09-14,Discovery,,NEITHER,,,,,False
2012-09-17,Discovery,2012.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2012-09-17,Discovery,2012.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2012-09-18,Discovery,,NEITHER,,,,,False
2012-09-19,Discovery,,NEITHER,,,,,False
2012-09-20,Discovery,,NEITHER,,,,,False
2012-09-21,Discovery,2012.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2012-09-21,Discovery,2012.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2012-09-24,Discovery,2012.0,LOD_SO_FAR,1.0,5.0,False,False,False
2012-09-24,Discovery,2012.0,LOD_SO_FAR,1.0,10.0,False,False,False
2012-09-25,Discovery,2012.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2012-09-25,Discovery,2012.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2012-09-26,Discovery,2012.0,LOD_SO_FAR,1.0,5.0,False,False,False
2012-09-26,Discovery,2012.0,LOD_SO_FAR,1.0,10.0,False,False,False
2012-09-27,Discovery,2012.0,LOD_SO_FAR,1.0,5.0,False,False,False
2012-09-27,Discovery,2012.0,LOD_SO_FAR,1.0,10.0,False,False,False
2012-09-28,Discovery,2012.0,LOD_SO_FAR,1.0,5.0,False,False,False
2012-09-28,Discovery,2012.0,LOD_SO_FAR,1.0,10.0,False,False,False
2012-10-01,Discovery,2012.0,HOD_SO_FAR,-1.0,5.0,True,False,True
2012-10-01,Discovery,2012.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2012-10-02,Discovery,,NEITHER,,,,,False
2012-10-03,Discovery,,NEITHER,,,,,False
2012-10-04,Discovery,,NEITHER,,,,,False
2012-10-08,Discovery,,NEITHER,,,,,False
2012-10-10,Discovery,,NEITHER,,,,,False
2012-10-15,Discovery,2012.0,HOD_SO_FAR,-1.0,5.0,True,False,True
2012-10-15,Discovery,2012.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2012-10-16,Discovery,,NEITHER,,,,,False
2012-10-17,Discovery,,NEITHER,,,,,False
2012-10-18,Discovery,2012.0,LOD_SO_FAR,1.0,5.0,False,False,False
2012-10-18,Discovery,2012.0,LOD_SO_FAR,1.0,10.0,False,False,False
2012-10-19,Discovery,,NEITHER,,,,,False
2012-10-22,Discovery,,NEITHER,,,,,False
2012-10-23,Discovery,2012.0,LOD_SO_FAR,1.0,5.0,True,False,True
2012-10-23,Discovery,2012.0,LOD_SO_FAR,1.0,10.0,False,False,False
2012-10-24,Discovery,,NEITHER,,,,,False
2012-10-25,Discovery,,NEITHER,,,,,False
2012-10-26,Discovery,2012.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2012-10-26,Discovery,2012.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2012-10-31,Discovery,,NEITHER,,,,,False
2012-11-01,Discovery,2012.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2012-11-01,Discovery,2012.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2012-11-02,Discovery,,BOTH,,,,,False
2012-11-05,Discovery,2012.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2012-11-05,Discovery,2012.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2012-11-07,Discovery,2012.0,LOD_SO_FAR,1.0,5.0,False,False,False
2012-11-07,Discovery,2012.0,LOD_SO_FAR,1.0,10.0,False,False,False
2012-11-09,Discovery,,NEITHER,,,,,False
2012-11-12,Discovery,,NEITHER,,,,,False
2012-11-19,Discovery,2012.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2012-11-19,Discovery,2012.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2012-11-20,Discovery,2012.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2012-11-20,Discovery,2012.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2012-11-23,Discovery,2012.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2012-11-23,Discovery,2012.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2012-11-26,Discovery,,NEITHER,,,,,False
2012-11-28,Discovery,2012.0,LOD_SO_FAR,1.0,5.0,False,False,False
2012-11-28,Discovery,2012.0,LOD_SO_FAR,1.0,10.0,False,False,False
2012-11-29,Discovery,,NEITHER,,,,,False
2012-12-03,Discovery,,NEITHER,,,,,False
2012-12-05,Discovery,2012.0,LOD_SO_FAR,1.0,5.0,False,False,False
2012-12-05,Discovery,2012.0,LOD_SO_FAR,1.0,10.0,False,False,False
2012-12-06,Discovery,2012.0,LOD_SO_FAR,1.0,5.0,False,False,False
2012-12-06,Discovery,2012.0,LOD_SO_FAR,1.0,10.0,False,False,False
2012-12-07,Discovery,2012.0,HOD_SO_FAR,-1.0,5.0,True,False,True
2012-12-07,Discovery,2012.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2012-12-10,Discovery,,NEITHER,,,,,False
2012-12-11,Discovery,2012.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2012-12-11,Discovery,2012.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2012-12-14,Discovery,2012.0,LOD_SO_FAR,1.0,5.0,False,False,False
2012-12-14,Discovery,2012.0,LOD_SO_FAR,1.0,10.0,False,False,False
2012-12-17,Discovery,2012.0,HOD_SO_FAR,-1.0,5.0,True,False,True
2012-12-17,Discovery,2012.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2012-12-18,Discovery,,NEITHER,,,,,False
2012-12-19,Discovery,,NEITHER,,,,,False
2012-12-20,Discovery,,NEITHER,,,,,False
2012-12-21,Discovery,2012.0,LOD_SO_FAR,1.0,5.0,True,False,True
2012-12-21,Discovery,2012.0,LOD_SO_FAR,1.0,10.0,False,False,False
2012-12-24,Discovery,2012.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2012-12-24,Discovery,2012.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2012-12-26,Discovery,,NEITHER,,,,,False
2012-12-28,Discovery,,NEITHER,,,,,False
2012-12-31,Discovery,2012.0,HOD_SO_FAR,-1.0,5.0,True,False,True
2012-12-31,Discovery,2012.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2013-01-02,Discovery,2013.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2013-01-02,Discovery,2013.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2013-01-07,Discovery,2013.0,LOD_SO_FAR,1.0,5.0,False,False,False
2013-01-07,Discovery,2013.0,LOD_SO_FAR,1.0,10.0,False,False,False
2013-01-08,Discovery,2013.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2013-01-08,Discovery,2013.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2013-01-10,Discovery,2013.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2013-01-10,Discovery,2013.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2013-01-11,Discovery,,NEITHER,,,,,False
2013-01-14,Discovery,,NEITHER,,,,,False
2013-01-15,Discovery,,NEITHER,,,,,False
2013-01-17,Discovery,2013.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2013-01-17,Discovery,2013.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2013-01-18,Discovery,,NEITHER,,,,,False
2013-01-22,Discovery,,NEITHER,,,,,False
2013-01-24,Discovery,,NEITHER,,,,,False
2013-01-28,Discovery,,NEITHER,,,,,False
2013-01-29,Discovery,,NEITHER,,,,,False
2013-02-01,Discovery,2013.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2013-02-01,Discovery,2013.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2013-02-04,Discovery,,NEITHER,,,,,False
2013-02-06,Discovery,2013.0,LOD_SO_FAR,1.0,5.0,True,False,True
2013-02-06,Discovery,2013.0,LOD_SO_FAR,1.0,10.0,False,False,False
2013-02-07,Discovery,2013.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2013-02-07,Discovery,2013.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2013-02-11,Discovery,,NEITHER,,,,,False
2013-02-12,Discovery,2013.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2013-02-12,Discovery,2013.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2013-02-13,Discovery,,NEITHER,,,,,False
2013-02-19,Discovery,2013.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2013-02-19,Discovery,2013.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2013-02-21,Discovery,,NEITHER,,,,,False
2013-02-25,Discovery,,NEITHER,,,,,False
2013-03-01,Discovery,,NEITHER,,,,,False
2013-03-04,Discovery,,NEITHER,,,,,False
2013-03-11,Discovery,,NEITHER,,,,,False
2013-03-12,Discovery,,NEITHER,,,,,False
2013-03-13,Discovery,,NEITHER,,,,,False
2013-03-14,Discovery,2013.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2013-03-14,Discovery,2013.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2013-03-15,Discovery,,NEITHER,,,,,False
2013-03-18,Discovery,2013.0,HOD_SO_FAR,-1.0,5.0,True,False,True
2013-03-18,Discovery,2013.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2013-03-19,Discovery,2013.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2013-03-19,Discovery,2013.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2013-03-20,Discovery,,NEITHER,,,,,False
2013-03-21,Discovery,,NEITHER,,,,,False
2013-03-22,Discovery,2013.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2013-03-22,Discovery,2013.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2013-03-25,Discovery,2013.0,LOD_SO_FAR,1.0,5.0,False,False,False
2013-03-25,Discovery,2013.0,LOD_SO_FAR,1.0,10.0,False,False,False
2013-03-26,Discovery,,NEITHER,,,,,False
2013-03-27,Discovery,,NEITHER,,,,,False
2013-03-28,Discovery,,NEITHER,,,,,False
2013-04-01,Discovery,,NEITHER,,,,,False
2013-04-02,Discovery,,NEITHER,,,,,False
2013-04-03,Discovery,,NEITHER,,,,,False
2013-04-04,Discovery,2013.0,LOD_SO_FAR,1.0,5.0,False,False,False
2013-04-04,Discovery,2013.0,LOD_SO_FAR,1.0,10.0,False,False,False
2013-04-05,Discovery,2013.0,LOD_SO_FAR,1.0,5.0,False,False,False
2013-04-05,Discovery,2013.0,LOD_SO_FAR,1.0,10.0,False,False,False
2013-04-08,Discovery,,NEITHER,,,,,False
2013-04-09,Discovery,2013.0,HOD_SO_FAR,-1.0,5.0,True,False,True
2013-04-09,Discovery,2013.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2013-04-11,Discovery,2013.0,LOD_SO_FAR,1.0,5.0,False,False,False
2013-04-11,Discovery,2013.0,LOD_SO_FAR,1.0,10.0,False,False,False
2013-04-12,Discovery,2013.0,LOD_SO_FAR,1.0,5.0,True,False,True
2013-04-12,Discovery,2013.0,LOD_SO_FAR,1.0,10.0,False,False,False
2013-04-15,Discovery,,NEITHER,,,,,False
2013-04-16,Discovery,2013.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2013-04-16,Discovery,2013.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2013-04-17,Discovery,,NEITHER,,,,,False
2013-04-18,Discovery,,NEITHER,,,,,False
2013-04-19,Discovery,2013.0,LOD_SO_FAR,1.0,5.0,False,True,False
2013-04-19,Discovery,2013.0,LOD_SO_FAR,1.0,10.0,False,True,False
2013-04-22,Discovery,,NEITHER,,,,,False
2013-04-23,Discovery,2013.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2013-04-23,Discovery,2013.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2013-04-24,Discovery,2013.0,LOD_SO_FAR,1.0,5.0,False,False,False
2013-04-24,Discovery,2013.0,LOD_SO_FAR,1.0,10.0,False,False,False
2013-04-25,Discovery,2013.0,HOD_SO_FAR,-1.0,5.0,True,False,True
2013-04-25,Discovery,2013.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2013-04-26,Discovery,2013.0,LOD_SO_FAR,1.0,5.0,True,False,True
2013-04-26,Discovery,2013.0,LOD_SO_FAR,1.0,10.0,False,False,False
2013-04-29,Discovery,2013.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2013-04-29,Discovery,2013.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2013-04-30,Discovery,,NEITHER,,,,,False
2013-05-01,Discovery,2013.0,LOD_SO_FAR,1.0,5.0,False,False,False
2013-05-01,Discovery,2013.0,LOD_SO_FAR,1.0,10.0,False,False,False
2013-05-02,Discovery,2013.0,HOD_SO_FAR,-1.0,5.0,True,False,True
2013-05-02,Discovery,2013.0,HOD_SO_FAR,-1.0,10.0,True,False,True
2013-05-03,Discovery,2013.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2013-05-03,Discovery,2013.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2013-05-06,Discovery,2013.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2013-05-06,Discovery,2013.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2013-05-07,Discovery,2013.0,HOD_SO_FAR,-1.0,5.0,False,False,False
2013-05-07,Discovery,2013.0,HOD_SO_FAR,-1.0,10.0,False,False,False
2013-05-08,Discovery,2013.0,LOD_SO_FAR,1.0,5.0,False,False,False
2013-05-08,Discovery,2013.0,LOD_SO_FAR,1.0,10.0,False,False,False
2013-05-09,Discovery,2013.0,LOD_SO_FAR,1.0,5.0,True,False,True
2013-05-09,Discovery,2013.0,LOD_SO_FAR,1.0,10.0,False,False,False
2013-05-10,Discovery,,NEITHER,,,,,False
