split,horizon_m,feature,target,n,spearman
OOS,15,vol_z_tod,ret,156688,0.011438441529574368
OOS,15,vol_z_tod,absret,156688,0.2649345702424639
OOS,15,vol_z_tod,rv,156688,0.4756121019938623
OOS,15,signed_vol_proxy,ret,156686,-0.0029329127291757386
OOS,15,signed_vol_proxy,absret,156686,-0.014694389555835336
OOS,15,signed_vol_proxy,rv,156686,-0.023152144219641763
OOS,15,signed_vol_proxy_sum_5,ret,154978,0.005602036815877206
OOS,15,signed_vol_proxy_sum_5,absret,154978,-0.030400132090149693
OOS,15,signed_vol_proxy_sum_5,rv,154978,-0.05183564754834013
OOS,15,signed_vol_proxy_resid,ret,156686,0.0008053624714451762
OOS,15,signed_vol_proxy_resid,absret,156686,0.0045952249009482615
OOS,15,signed_vol_proxy_resid,rv,156686,0.01576594365788003
OOS,15,ret_per_vol,ret,156686,-0.0045832408792011664
OOS,15,ret_per_vol,absret,156686,-0.01610408641309739
OOS,15,ret_per_vol,rv,156686,-0.030089306891655253
OOS,15,absret_per_vol,ret,156686,0.004610968597044725
OOS,15,absret_per_vol,absret,156686,0.06994021844753343
OOS,15,absret_per_vol,rv,156686,0.11837375217632555
OOS,15,range_per_vol,ret,156688,-0.0003507365974072769
OOS,15,range_per_vol,absret,156688,0.12383759205428795
OOS,15,range_per_vol,rv,156688,0.20199958948617266
OOS,15,vol_x_range,ret,156688,0.02120261507900737
OOS,15,vol_x_range,absret,156688,0.41421693380649066
OOS,15,vol_x_range,rv,156688,0.7325947028748993
OOS,15,ret_1m,ret,156686,-0.003822193830280389
OOS,15,ret_1m,absret,156686,-0.015221698429974624
OOS,15,ret_1m,rv,156686,-0.02730784659198005
OOS,15,absret_1m,ret,156686,0.015517615615560748
OOS,15,absret_1m,absret,156686,0.25951784477462125
OOS,15,absret_1m,rv,156686,0.4576363676484143
OOS,15,range_pct,ret,156688,0.019967783849488073
OOS,15,range_pct,absret,156688,0.4297018984194758
OOS,15,range_pct,rv,156688,0.7560839550258485
OOS,30,volume,ret,150290,0.028407525347097003
OOS,30,volume,absret,150290,0.331276460458392
OOS,30,volume,rv,150290,0.6141484384940598
OOS,30,d_volume,ret,150290,-0.0015655989707545094
OOS,30,d_volume,absret,150290,-0.013909376257870936
OOS,30,d_volume,rv,150290,-0.027399727740232336
OOS,30,vol_accel,ret,150290,-0.0004725868241522797
OOS,30,vol_accel,absret,150290,0.016021907999331206
OOS,30,vol_accel,rv,150290,0.030465790749313198
OOS,30,vol_z_tod,ret,150290,0.016271942178058482
OOS,30,vol_z_tod,absret,150290,0.2575152911904405
OOS,30,vol_z_tod,rv,150290,0.4777940454149116
OOS,30,signed_vol_proxy,ret,150289,-0.0012790093260309492
OOS,30,signed_vol_proxy,absret,150289,-0.01296872574442672
OOS,30,signed_vol_proxy,rv,150289,-0.022070058934453178
OOS,30,signed_vol_proxy_sum_5,ret,148585,0.005042284152241175
OOS,30,signed_vol_proxy_sum_5,absret,148585,-0.0276091502680824
OOS,30,signed_vol_proxy_sum_5,rv,148585,-0.049941233339016684
OOS,30,signed_vol_proxy_resid,ret,150289,0.004112290315260433
OOS,30,signed_vol_proxy_resid,absret,150289,0.00920624509755716
OOS,30,signed_vol_proxy_resid,rv,150289,0.017047962682178085
OOS,30,ret_per_vol,ret,150289,-0.004282618353786626
OOS,30,ret_per_vol,absret,150289,-0.016766761571643824
OOS,30,ret_per_vol,rv,150289,-0.03017156950061161
OOS,30,absret_per_vol,ret,150289,0.004148746976094624
OOS,30,absret_per_vol,absret,150289,0.06908039708753917
OOS,30,absret_per_vol,rv,150289,0.12478718834916294
OOS,30,range_per_vol,ret,150290,-0.004279040930451285
OOS,30,range_per_vol,absret,150290,0.12418816885347828
OOS,30,range_per_vol,rv,150290,0.2146053359832902
OOS,30,vol_x_range,ret,150290,0.028408047208898828
OOS,30,vol_x_range,absret,150290,0.4007989097212255
OOS,30,vol_x_range,rv,150290,0.7390657236808754
OOS,30,ret_1m,ret,150289,-0.0032326158610555948
OOS,30,ret_1m,absret,150289,-0.014894503921889839
OOS,30,ret_1m,rv,150289,-0.02670002235826181
OOS,30,absret_1m,ret,150289,0.0198183726157398
OOS,30,absret_1m,absret,150289,0.2522048901476345
OOS,30,absret_1m,rv,150289,0.4650020479074625
OOS,30,range_pct,ret,150290,0.02573422014323377
OOS,30,range_pct,absret,150290,0.4177241807940433
OOS,30,range_pct,rv,150290,0.7688394841964356
OOS,60,volume,ret,137529,0.03485724118803429
OOS,60,volume,absret,137529,0.32094927606036955
OOS,60,volume,rv,137529,0.5903329579152556
OOS,60,d_volume,ret,137529,-0.001800685666071024
OOS,60,d_volume,absret,137529,-0.014156842977885114
OOS,60,d_volume,rv,137529,-0.026792590173862995
OOS,60,vol_accel,ret,137529,0.0014087851118976232
OOS,60,vol_accel,absret,137529,0.014563174655653738
OOS,60,vol_accel,rv,137529,0.02910934950913123
OOS,60,vol_z_tod,ret,137529,0.019850143351378188
OOS,60,vol_z_tod,absret,137529,0.24282890557119677
OOS,60,vol_z_tod,rv,137529,0.46307971943270043
OOS,60,signed_vol_proxy,ret,137529,0.0051596599085329655
OOS,60,signed_vol_proxy,absret,137529,-0.009815976943762027
OOS,60,signed_vol_proxy,rv,137529,-0.019323549695269508
OOS,60,signed_vol_proxy_sum_5,ret,135829,0.011368416137817236
OOS,60,signed_vol_proxy_sum_5,absret,135829,-0.021895960845272355
OOS,60,signed_vol_proxy_sum_5,rv,135829,-0.04506456822999101
OOS,60,signed_vol_proxy_resid,ret,137529,0.009565915324232194
OOS,60,signed_vol_proxy_resid,absret,137529,0.010109779435333473
OOS,60,signed_vol_proxy_resid,rv,137529,0.016329286368983023
OOS,60,ret_per_vol,ret,137529,-0.0012139806213288754
OOS,60,ret_per_vol,absret,137529,-0.015012675881395092
OOS,60,ret_per_vol,rv,137529,-0.028115462955956037
OOS,60,absret_per_vol,ret,137529,0.0037870490325572007
OOS,60,absret_per_vol,absret,137529,0.062310012893650825
OOS,60,absret_per_vol,rv,137529,0.1303739627234336
OOS,60,range_per_vol,ret,137529,-0.0036619069115686577
OOS,60,range_per_vol,absret,137529,0.11203493622065742
OOS,60,range_per_vol,rv,137529,0.22456082682762804
OOS,60,vol_x_range,ret,137529,0.03673592316797214
OOS,60,vol_x_range,absret,137529,0.38786786346093993
OOS,60,vol_x_range,rv,137529,0.7219123267813714
OOS,60,ret_1m,ret,137529,0.001779064537864969
OOS,60,ret_1m,absret,137529,-0.012626661497802527
OOS,60,ret_1m,rv,137529,-0.02370090524176066
OOS,60,absret_1m,ret,137529,0.024362680428921583
OOS,60,absret_1m,absret,137529,0.24137785234986409
OOS,60,absret_1m,rv,137529,0.45766737585042894
OOS,60,range_pct,ret,137529,0.03446078087414761
OOS,60,range_pct,absret,137529,0.40352206332597107
OOS,60,range_pct,rv,137529,0.7596522196688558
