feature,split,horizon_m,tercile,n,ret_mean,ret_median,absret_mean,rv_mean,up_rate
signed_vol_proxy,OOS,5,mid,29555,-2.399229516742835e-06,0.0,0.00033117518461214297,0.0003951820982080891,0.48414819827440364
signed_vol_proxy,OOS,5,high,66017,-7.945315277727252e-07,0.0,0.0006092609733817165,0.0007267650085562554,0.494221185452232
signed_vol_proxy,OOS,15,low,63543,1.962151381862763e-05,3.724810965843872e-05,0.001083612859490143,0.0013459329120047241,0.5073414852934234
signed_vol_proxy,OOS,15,mid,29138,-6.279741166970623e-06,0.0,0.0005723692373069161,0.0007279881012968541,0.4975289999313611
signed_vol_proxy,OOS,15,high,64005,1.0662347013259186e-05,3.646707023552409e-05,0.0010441696436672891,0.0013124900418874088,0.5059292242793532
signed_vol_proxy,OOS,30,low,60777,2.487925266280629e-05,7.447125409587585e-05,0.001517156065894649,0.001910227808796869,0.5163301906971387
signed_vol_proxy,OOS,30,mid,28189,-1.227568695601062e-05,3.6519008143720555e-05,0.0008163406569624015,0.0010501875365928606,0.509099294050871
signed_vol_proxy,OOS,30,high,61323,2.5114766906133888e-05,7.360789076593655e-05,0.0014728126772254472,0.0018687850001787567,0.5158912642890922
signed_vol_proxy,OOS,60,low,55834,3.7374227570557794e-05,0.0001458514381613707,0.0021210630509767778,0.002679429751019874,0.5272593760074507
signed_vol_proxy,OOS,60,mid,25206,-2.6221587145065052e-05,7.850371938589173e-05,0.001185071578769203,0.0015367445485184616,0.5222169324763946
signed_vol_proxy,OOS,60,high,56489,6.29241249698906e-05,0.00015778470277316714,0.00206375457263409,0.002622006320712089,0.5298376675104888
signed_vol_proxy_sum_5,Discovery,1,low,304676,8.878003439358889e-06,0.0,0.00028733445502999284,,0.4408781787866455
signed_vol_proxy_sum_5,Discovery,1,mid,305687,1.2708672964568317e-06,0.0,0.00018036020535581895,,0.387801901945454
signed_vol_proxy_sum_5,Discovery,1,high,304512,-8.892143756488222e-06,0.0,0.0002661475453996018,,0.3923096626733922
signed_vol_proxy_sum_5,Discovery,5,low,300595,2.090406439221733e-05,0.0,0.0006143520976140747,0.000773626909370521,0.4862689000149703
signed_vol_proxy_sum_5,Discovery,5,mid,304099,4.898390520516338e-06,0.0,0.00038958407618924854,0.0005074442775790514,0.4542961338248399
signed_vol_proxy_sum_5,Discovery,5,high,300410,-1.960420144884311e-05,0.0,0.0005699758161254592,0.0007190815983723529,0.44570420425418594
signed_vol_proxy_sum_5,Discovery,15,low,290513,3.170621806893052e-05,7.932730445814329e-05,0.0010389464420780938,0.001381974313302023,0.5047312856911739
signed_vol_proxy_sum_5,Discovery,15,mid,299061,9.537318726950269e-06,0.0,0.0006648411174454619,0.0009139448946173851,0.48774999080455156
signed_vol_proxy_sum_5,Discovery,15,high,291168,-1.6661019969232406e-05,0.0,0.0009698989853819525,0.001289159785201132,0.48141279261457304
signed_vol_proxy_sum_5,Discovery,30,low,277888,4.204332362518345e-05,0.00011051555540186886,0.0014487861417268866,0.001946097237268383,0.5145490269461078
signed_vol_proxy_sum_5,Discovery,30,mid,288531,2.2926501080410295e-05,8.026970621277663e-05,0.0009365860679099362,0.0013039608674122766,0.5062887523351044
signed_vol_proxy_sum_5,Discovery,30,high,277877,-5.607242159173125e-06,7.114905727489962e-05,0.0013505476794913392,0.0018233431059319933,0.5023337663786496
signed_vol_proxy_sum_5,Discovery,60,low,254300,4.576082109988034e-05,0.00016543965701754093,0.001986775610973701,0.002703553090379859,0.5248368069209595
signed_vol_proxy_sum_5,Discovery,60,mid,262441,3.862312098102191e-05,0.000116836078981164,0.0013170635830188145,0.0018531820450206301,0.5203760083218705
signed_vol_proxy_sum_5,Discovery,60,high,254896,1.9331495369934995e-05,0.00012776287210947146,0.001873238587616975,0.0025409904777209604,0.5190665997112548
signed_vol_proxy_sum_5,Validation,1,low,106854,2.514959499557675e-06,0.0,0.0003207224744148149,,0.4790274580268404
signed_vol_proxy_sum_5,Validation,1,mid,78903,9.043364248814571e-07,0.0,0.00022062574711116794,,0.4587658263944337
signed_vol_proxy_sum_5,Validation,1,high,107463,-2.0803853644415984e-06,0.0,0.0003033537491472919,,0.460921433423597
signed_vol_proxy_sum_5,Validation,5,low,105499,1.1006124099123612e-05,4.248268830453483e-05,0.0007057016222445658,0.0008452422072284055,0.5016824804026578
signed_vol_proxy_sum_5,Validation,5,mid,78558,5.912268253030345e-06,0.0,0.0004985739184683293,0.0006004564701792754,0.49432266605565317
signed_vol_proxy_sum_5,Validation,5,high,106067,-1.198598933934133e-05,0.0,0.0006742878066411001,0.0008076950045751509,0.4874937539479763
signed_vol_proxy_sum_5,Validation,15,low,102278,6.143243149292642e-06,5.470908481186587e-05,0.001210309205377514,0.0015114877058100473,0.5075871643950801
signed_vol_proxy_sum_5,Validation,15,mid,77198,1.2148814606337185e-05,5.2092832284689194e-05,0.0008732551102561747,0.0010988201092614178,0.5113215368273789
signed_vol_proxy_sum_5,Validation,15,high,102908,-5.970206384919581e-06,4.9497599851511254e-05,0.0011588469761170765,0.0014562202483875864,0.5060831033544525
signed_vol_proxy_sum_5,Validation,30,low,97759,1.439391372182439e-06,5.943183168910515e-05,0.0017066258256146064,0.00214173038756791,0.5086181323458709
signed_vol_proxy_sum_5,Validation,30,mid,74372,2.596985030355141e-05,8.297894441433584e-05,0.0012545773716321454,0.001574913018588259,0.5194293551336524
signed_vol_proxy_sum_5,Validation,30,high,98643,2.5204482634472015e-06,0.00010106114199093241,0.001651113941037147,0.002058244266532673,0.5178269111847774
signed_vol_proxy_sum_5,Validation,60,low,89678,-1.2367130615977392e-05,0.00011597564550447359,0.0024018311639181058,0.0029845189499444636,0.5153995405785142
signed_vol_proxy_sum_5,Validation,60,mid,67604,6.164505532486207e-05,0.00016346104560649444,0.001816996347417365,0.002258618404088441,0.532276196674753
signed_vol_proxy_sum_5,Validation,60,high,90272,4.5043561684066305e-05,0.00016574127799173777,0.0023148908772270002,0.002867435566052288,0.5238390641616448
signed_vol_proxy_sum_5,OOS,1,low,56478,4.569872581777863e-06,0.0,0.00028629329697016045,,0.4786996706682248
signed_vol_proxy_sum_5,OOS,1,mid,47530,-1.581272992684703e-06,0.0,0.00018461151652928993,,0.457837155480749
signed_vol_proxy_sum_5,OOS,1,high,56948,-1.3757147195378587e-06,0.0,0.000272588115786255,,0.4727295076209876
signed_vol_proxy_sum_5,OOS,5,low,55754,7.34845219411922e-06,0.0,0.000635976274408273,0.0007589164372236945,0.49795530365534313
signed_vol_proxy_sum_5,OOS,5,mid,47313,-7.63483101909954e-07,0.0,0.0004149658259541193,0.0004976963582133269,0.48925242533764507
signed_vol_proxy_sum_5,OOS,5,high,56181,4.901328122376957e-06,0.0,0.0006124741896448869,0.0007250793776505618,0.49635997935245013
signed_vol_proxy_sum_5,OOS,15,low,54150,1.2637868372351527e-05,3.607048229614662e-05,0.0011077132549689435,0.001369541299068722,0.5044690674053555
signed_vol_proxy_sum_5,OOS,15,mid,46426,-8.532572396627339e-06,0.0,0.0007145977051996326,0.0009119899690302589,0.4985568431482359
signed_vol_proxy_sum_5,OOS,15,high,54402,2.5118344432339257e-05,3.88191546049077e-05,0.0010421182365998069,0.0013078922929951559,0.5106981360979376
signed_vol_proxy_sum_5,OOS,30,low,51760,1.9650067400901968e-05,7.192821585011444e-05,0.0015450037289990966,0.0019362781540831144,0.5135239567233385
signed_vol_proxy_sum_5,OOS,30,mid,44462,-7.804142932541195e-06,3.8509675570286284e-05,0.0010202042834736443,0.0013108393736848548,0.5102334577841753
signed_vol_proxy_sum_5,OOS,30,high,52363,3.5757035381279636e-05,7.930214115781098e-05,0.0014612452532628728,0.001860966805770014,0.5194698546683727
signed_vol_proxy_sum_5,OOS,60,low,47612,6.8983737292635244e-06,0.00013170314118338133,0.0021475768490987774,0.0027138705237197197,0.5237335125598589
signed_vol_proxy_sum_5,OOS,60,mid,39817,1.844528128242177e-05,0.00010731148948339708,0.0014819359316013947,0.0018913581333113846,0.5260315945450436
signed_vol_proxy_sum_5,OOS,60,high,48400,7.429051159921339e-05,0.00016494985307613508,0.002043454424098663,0.0026043644327551543,0.53150826446281
signed_vol_proxy_resid,Discovery,1,low,307997,9.13223750365498e-07,0.0,0.00027484009273783075,,0.4140267600009091
signed_vol_proxy_resid,Discovery,1,mid,308792,4.355623593022804e-07,0.0,0.00018621806792057114,,0.3883585066970647
signed_vol_proxy_resid,Discovery,1,high,307882,1.7235903987081795e-07,0.0,0.0002777741792663831,,0.4198816429671108
signed_vol_proxy_resid,Discovery,5,low,304117,5.326206656318922e-06,0.0,0.0005916421440004174,0.000742013435821147,0.4668236238026812
signed_vol_proxy_resid,Discovery,5,mid,306940,1.9984698016389865e-06,0.0,0.0003973621493806322,0.0005227851664358691,0.4534860233270346
signed_vol_proxy_resid,Discovery,5,high,303818,-3.48567311922119e-07,0.0,0.0005972905719771483,0.0007468139563682088,0.4663351085189159
signed_vol_proxy_resid,Discovery,15,low,294903,1.254873128332042e-05,0.0,0.0009976347365040995,0.0013238569287386086,0.4933045781155159
signed_vol_proxy_resid,Discovery,15,mid,300912,7.221404324407273e-06,0.0,0.0006807573483945644,0.0009411985329836614,0.4869097942255543
signed_vol_proxy_resid,Discovery,15,high,294663,4.377245096513914e-06,0.0,0.001010618915198232,0.0013359509169040516,0.4935909835982122
signed_vol_proxy_resid,Discovery,30,low,282450,2.276890484925486e-05,9.104151493088963e-05,0.0013907198562360342,0.001865936060131434,0.5091697645600991
signed_vol_proxy_resid,Discovery,30,mid,289802,1.6340801882261736e-05,8.166598611669684e-05,0.0009596462483782574,0.001340891180662269,0.5056590361695227
signed_vol_proxy_resid,Discovery,30,high,281756,2.126105314973304e-05,9.056740497670468e-05,0.0014042612344408744,0.0018861999002660146,0.508411533383495
signed_vol_proxy_resid,Discovery,60,low,258821,3.0864211884646304e-05,0.0001386001386001201,0.0019129024411576314,0.0025981603712301946,0.521851008998497
signed_vol_proxy_resid,Discovery,60,mid,264122,3.638470452076893e-05,0.00011825922421948576,0.001347103419882574,0.001899368694260279,0.5200134786197288
signed_vol_proxy_resid,Discovery,60,high,258366,3.848410339041956e-05,0.0001479508803077234,0.0019403395687614504,0.0026264802472610455,0.5225997228737528
signed_vol_proxy_resid,Validation,1,low,115238,2.5427852922851075e-06,0.0,0.00030415942103168404,,0.4721966712369184
signed_vol_proxy_resid,Validation,1,mid,64131,2.563168410801791e-06,0.0,0.00022913598445163126,,0.4597620495548175
signed_vol_proxy_resid,Validation,1,high,116947,-3.127166142306984e-06,0.0,0.00030778726428959424,,0.4661342317460046
signed_vol_proxy_resid,Validation,5,low,113850,7.88698325065002e-06,4.143274431556154e-05,0.0006719073105683781,0.0008066042744050564,0.5009310496267018
signed_vol_proxy_resid,Validation,5,mid,63868,6.240402962362221e-06,0.0,0.0005114955478644544,0.000616180111926904,0.49359616709463267
signed_vol_proxy_resid,Validation,5,high,115502,-9.69658682337703e-06,0.0,0.0006839476467980155,0.0008173024427042565,0.4886841786289415
signed_vol_proxy_resid,Validation,15,low,110555,7.4000172937561195e-06,5.6063239334047665e-05,0.001151724223493357,0.0014470009738535865,0.5104518113156348
signed_vol_proxy_resid,Validation,15,mid,62825,1.2736468625478613e-05,5.204538357439503e-05,0.0008975384612208653,0.001125722377771446,0.5108794269797056
signed_vol_proxy_resid,Validation,15,high,112100,-7.670124687846227e-06,4.672023961560523e-05,0.0011743447317194592,0.0014704010089956541,0.5037466547725246
signed_vol_proxy_resid,Validation,30,low,105937,1.4323950843889718e-05,9.39805460269394e-05,0.0016398703665709616,0.002050677230214718,0.516457894786524
signed_vol_proxy_resid,Validation,30,mid,60587,2.004233895985392e-05,8.198065256603826e-05,0.0012769515722723774,0.0016107648382302183,0.5178338587485765
signed_vol_proxy_resid,Validation,30,high,107346,-5.767569055213966e-06,6.243951178386276e-05,0.0016668368757954248,0.0020813117670772977,0.5114303280979263
signed_vol_proxy_resid,Validation,60,low,97138,2.1021482777604136e-05,0.00014936519827912775,0.0023096476651677128,0.0028666122864867763,0.5225349502769256
signed_vol_proxy_resid,Validation,60,mid,55141,4.315763239221405e-05,0.00014929829799936734,0.001858374141994801,0.0022997226986050633,0.5292976188317223
signed_vol_proxy_resid,Validation,60,high,98371,2.5535824044747235e-05,0.0001321702352630183,0.002336334720681562,0.0029043826759037558,0.5196450173323439
signed_vol_proxy_resid,OOS,1,low,63022,7.409580449160429e-07,0.0,0.00026784877584271917,,0.4732474374028117
signed_vol_proxy_resid,OOS,1,mid,35819,9.730574650770796e-07,0.0,0.00018857402467435251,,0.46173818364555125
signed_vol_proxy_resid,OOS,1,high,63823,5.521671752841545e-07,0.0,0.000274737411339768,,0.4731209751970293
signed_vol_proxy_resid,OOS,5,low,62232,9.8696172977498e-06,0.0,0.0005991026506508718,0.0007135092630639116,0.49921262373055664
signed_vol_proxy_resid,OOS,5,mid,35694,-5.978856385672247e-06,0.0,0.0004249264332592141,0.0005114963045583728,0.4859360116546198
signed_vol_proxy_resid,OOS,5,high,63030,4.29176252110019e-06,0.0,0.0006110974482586453,0.000724772923823429,0.4959225765508488
signed_vol_proxy_resid,OOS,15,low,60469,1.5306041829091445e-05,3.709886848457522e-05,0.0010351184879859375,0.0012889490412443597,0.5076981593874548
signed_vol_proxy_resid,OOS,15,mid,35138,-1.0829087769923432e-05,0.0,0.0007384077661521879,0.000930565537301859,0.49852012066708407
signed_vol_proxy_resid,OOS,15,high,61079,1.9667082266143164e-05,3.638215818968504e-05,0.001044991451613135,0.0013114652504034058,0.5059021922428331
signed_vol_proxy_resid,OOS,30,low,57889,1.9260392124154726e-05,7.222302470033526e-05,0.0014543313801038532,0.0018332077470576227,0.5149510269653993
signed_vol_proxy_resid,OOS,30,mid,33780,-1.0960170608783604e-05,3.844970982858076e-05,0.0010414354510869966,0.0013351734872281478,0.5095026642984014
signed_vol_proxy_resid,OOS,30,high,58620,3.346007461546845e-05,7.470073230997354e-05,0.001469939167535613,0.001860737477008525,0.5176902081200956
signed_vol_proxy_resid,OOS,60,low,53150,2.6981649058058667e-05,0.0001249352027895556,0.002041996872660537,0.0025796259625822282,0.524101599247413
signed_vol_proxy_resid,OOS,60,mid,30467,-9.803777921666494e-09,0.00010777410547491151,0.0014875554310356492,0.0019156865722107271,0.5249286112843404
signed_vol_proxy_resid,OOS,60,high,53912,6.578417117313928e-05,0.0001630204490021825,0.002059361469746074,0.0026150140256773168,0.5320336845229262
ret_per_vol,Discovery,1,low,308981,1.9758063666317728e-05,0.0,0.0002611594702664742,,0.4539470064502348
ret_per_vol,Discovery,1,mid,306704,-9.506680134878261e-07,0.0,0.00022462405274282707,,0.3993231258803276
ret_per_vol,Discovery,1,high,308986,-1.729676423483668e-05,0.0,0.0002527228864037651,,0.3688840271080243
ret_per_vol,Discovery,5,low,306944,3.173344281164986e-05,0.0,0.0005649394915235971,0.0007115255406287309,0.49140885633861553
ret_per_vol,Discovery,5,mid,300902,-4.008054875789677e-07,0.0,0.0004763894444212289,0.0006111975068941907,0.45744129317850996
ret_per_vol,Discovery,5,high,307029,-2.44031912637383e-05,0.0,0.0005426558245096191,0.0006862838815913183,0.4376231561188031
ret_per_vol,Discovery,15,low,299488,3.8770198815209714e-05,8.303578842472348e-05,0.0009563109187199695,0.001273104359104198,0.5074493802756704
ret_per_vol,Discovery,15,mid,290767,4.389456746228803e-06,0.0,0.0008029977778397575,0.001089716108763007,0.4884151227615238
ret_per_vol,Discovery,15,high,300223,-1.90659629039583e-05,0.0,0.0009225030528430244,0.0012295848610685675,0.47780150088434264
ret_per_vol,Discovery,30,low,287330,4.748210359084883e-05,0.000113308027873682,0.0013354088096084276,0.0017985088638383315,0.5182855949604984
ret_per_vol,Discovery,30,mid,278597,1.4587797153534779e-05,8.512811781735685e-05,0.0011205242906918362,0.0015402348334034748,0.5060176527385435
ret_per_vol,Discovery,30,high,288081,-1.909344300146447e-06,0.0,0.001286782310387856,0.0017398036298589146,0.4988527532187128
ret_per_vol,Discovery,60,low,261686,5.5116604669477214e-05,0.00016579852718812127,0.0018508473093993636,0.0025176687004726706,0.5284577699991593
ret_per_vol,Discovery,60,mid,257064,3.485682303499608e-05,0.0001247972045426149,0.001552637585722086,0.002152144342531002,0.5210064419755391
ret_per_vol,Discovery,60,high,262559,1.5834965862890503e-05,0.00011586142973007973,0.0017853080178861164,0.0024399820019544182,0.5149813946579626
ret_per_vol,Validation,1,low,104536,2.3160205839879396e-06,0.0,0.0003042438352490462,,0.4841585673834851
ret_per_vol,Validation,1,mid,85545,-3.583235593330377e-07,0.0,0.0002690068648690759,,0.46518206791747035
ret_per_vol,Validation,1,high,106235,-1.1273440284606058e-06,0.0,0.00029108687871014796,,0.45189438508965973
ret_per_vol,Validation,5,low,103916,9.331546406497072e-06,4.5224312590352866e-05,0.0006753879270768219,0.000807055919152755,0.5060625890142038
ret_per_vol,Validation,5,mid,83654,-4.141605200226231e-07,0.0,0.0005897418413944277,0.0007123440241997243,0.4925167953714108
ret_per_vol,Validation,5,high,105650,-7.179657965192767e-06,0.0,0.0006497329884482414,0.000777375341899752,0.4847231424514908
ret_per_vol,Validation,15,low,101488,9.803981780083659e-06,5.5900273911335674e-05,0.0011593815944412542,0.0014473559164281855,0.5104839981081507
ret_per_vol,Validation,15,mid,80714,-4.257521702992226e-06,4.898838986922005e-05,0.0010157186942954346,0.0012826298212850172,0.5073469286616944
ret_per_vol,Validation,15,high,103278,1.0371200026871518e-06,4.8561375872169243e-05,0.0011204199522864954,0.0014050738154749757,0.5058289277484073
ret_per_vol,Validation,30,low,97408,1.2789145151959843e-05,8.49365124098167e-05,0.0016411184693834785,0.002051729706649311,0.5150500985545335
ret_per_vol,Validation,30,mid,77135,-7.251710058153683e-06,6.108735491761053e-05,0.0014517647836044586,0.0018178430309392067,0.5130615155247293
ret_per_vol,Validation,30,high,99327,1.435875147424564e-05,8.652015919707878e-05,0.0015924968916084692,0.0019952307678979394,0.515881885086633
ret_per_vol,Validation,60,low,89079,2.5751743052960712e-05,0.00014280274181266428,0.0023178260800310485,0.0028779394025217637,0.5231423792364082
ret_per_vol,Validation,60,mid,70804,-3.571687613870119e-06,0.00011676449281794454,0.0020579756923916307,0.002547102617636761,0.5174001468843569
ret_per_vol,Validation,60,high,90767,5.390367203161489e-05,0.00016948195017230105,0.002252715259552258,0.0028012824489459065,0.5269205768616347
ret_per_vol,OOS,1,low,55886,6.114874601449059e-06,0.0,0.0002698276454440766,,0.48124753963425543
ret_per_vol,OOS,1,mid,50374,-1.260224792610064e-06,0.0,0.0002296280195601977,,0.468336840433557
ret_per_vol,OOS,1,high,56404,-2.8625939542796147e-06,0.0,0.0002574745531220382,,0.46225445003900434
ret_per_vol,OOS,5,low,55569,1.3901530737725473e-05,3.269683494644404e-05,0.0005991556211360938,0.0007122993629031896,0.501394662491677
ret_per_vol,OOS,5,mid,49258,2.3416132218573762e-06,0.0,0.0005102662135956438,0.0006126066941205648,0.4934832920540826
ret_per_vol,OOS,5,high,56129,-3.857735397006754e-06,0.0,0.0005797178030536093,0.0006874405584694636,0.48994281031195996
ret_per_vol,OOS,15,low,54372,2.7317108240674805e-05,3.737549290239173e-05,0.001033374789672765,0.0012891482130289987,0.5085705878025454
ret_per_vol,OOS,15,mid,47456,-1.98682107165442e-06,3.4723434972239176e-05,0.0008830258820855008,0.0011029243213239955,0.5034558327714093
ret_per_vol,OOS,15,high,54858,6.476266844434375e-06,3.39310859742703e-05,0.0009893589719971343,0.0012451914802315662,0.5026249589850159
ret_per_vol,OOS,30,low,52182,4.073171704624174e-05,7.351049521198139e-05,0.0014462538135948406,0.0018321056299360455,0.5180713656049979
ret_per_vol,OOS,30,mid,45334,-1.046304364260463e-05,6.750486808015932e-05,0.0012479131039802266,0.0015673322164657395,0.5151100719107072
ret_per_vol,OOS,30,high,52773,1.999183317332907e-05,4.39889147934025e-05,0.001392681932894525,0.0017744827826283278,0.5112841794099255
ret_per_vol,OOS,60,low,47728,5.314798548640048e-05,0.0001331801805968258,0.0020379896115395326,0.0025858481423342025,0.5272586322494134
ret_per_vol,OOS,60,mid,41367,-6.639315773201765e-06,0.000134503513904205,0.0017526828715694676,0.0022155031952190117,0.5293349771557038
ret_per_vol,OOS,60,high,48434,5.6124493461520425e-05,0.00012810932001150466,0.0019636077988282614,0.0025062331842332555,0.5258702564314325
absret_per_vol,Discovery,1,low,306707,-8.728701800921482e-07,0.0,0.0002245907750195144,,0.3996159200800764
absret_per_vol,Discovery,1,mid,308988,8.131044256642451e-07,0.0,0.00024691342838299555,,0.41419407873444924
absret_per_vol,Discovery,1,high,308976,1.5707060660273872e-06,0.0,0.00026700259660970436,,0.40834563202319923
absret_per_vol,Discovery,5,low,300894,-3.511264602078673e-07,0.0,0.00047636119588474865,0.0006114336840952735,0.45754983482555317
absret_per_vol,Discovery,5,mid,305831,2.3615971260768284e-06,0.0,0.0005311155405214479,0.0006712254848436702,0.466610644440884
absret_per_vol,Discovery,5,high,308150,4.902487494706607e-06,0.0,0.0005763315803571602,0.0007261392615477339,0.46232354372870355
absret_per_vol,Discovery,15,low,290754,4.122243234012586e-06,0.0,0.0008027625558217074,0.001090078691901372,0.4884369604545423
absret_per_vol,Discovery,15,mid,296361,6.757782249345273e-06,0.0,0.0008986780328790019,0.0011977564794407756,0.49376942310223004
absret_per_vol,Discovery,15,high,303363,1.306084155656706e-05,0.0,0.0009793745073426615,0.0013032886998481715,0.4914508361270161
absret_per_vol,Discovery,30,low,278589,1.3858472769952203e-05,8.504124500374743e-05,0.0011204632097157057,0.0015408564713746355,0.5059711618190237
absret_per_vol,Discovery,30,mid,283172,1.840013646927759e-05,9.057150694713467e-05,0.001253210521447715,0.0016908630598044564,0.509905640388174
absret_per_vol,Discovery,30,high,292247,2.7667972701943708e-05,8.68206285813411e-05,0.0013671736542261368,0.0018443439533922525,0.5072934880426488
absret_per_vol,Discovery,60,low,257046,3.362027785511574e-05,0.00012472716370481862,0.0015524576629513242,0.0021530462694193254,0.5209301058954429
absret_per_vol,Discovery,60,mid,259552,3.358397973668541e-05,0.00013403029084568807,0.0017287596617048902,0.0023574835138020452,0.522893293058809
absret_per_vol,Discovery,60,high,264711,3.8466644446348886e-05,0.00012834499133673738,0.0019057035222030487,0.0025967762084987884,0.5206206013350408
absret_per_vol,Validation,1,low,85684,-3.4134892757584454e-07,0.0,0.0002689235799565902,,0.46543111899537837
absret_per_vol,Validation,1,mid,108349,-4.107349813647513e-07,0.0,0.0002800897824501608,,0.4667048149959852
absret_per_vol,Validation,1,high,102283,1.6174947159098205e-06,0.0,0.0003162827108405015,,0.4689537850864758
absret_per_vol,Validation,5,low,83785,-4.5325705586612807e-07,0.0,0.0005895241406653863,0.0007123559873054861,0.4927970400429671
absret_per_vol,Validation,5,mid,107351,-9.180408485888594e-07,0.0,0.00061972475989412,0.0007450978401082871,0.4958128009985934
absret_per_vol,Validation,5,high,102084,3.0665792266718346e-06,0.0,0.0007076604877810248,0.0008416050520839245,0.4945437091023079
absret_per_vol,Validation,15,low,80854,-4.9525658162543304e-06,4.919566551109256e-05,0.001015487859916012,0.0012823963570935443,0.5076063027184802
absret_per_vol,Validation,15,mid,104172,-1.589723622127381e-06,4.994381324119335e-05,0.0010621834669468084,0.001338049127345249,0.507526014668049
absret_per_vol,Validation,15,high,100454,1.3185099861339726e-05,5.51085645402738e-05,0.0012205062838296955,0.0015176550999067874,0.5085611324586378
absret_per_vol,Validation,30,low,77270,-7.817715970402514e-06,6.133276095188211e-05,0.0014520413531387494,0.0018179054534506777,0.5132910573314352
absret_per_vol,Validation,30,mid,99661,4.3946848922455806e-06,8.217939762511506e-05,0.0015103723194144205,0.0018979930778598017,0.515056039975517
absret_per_vol,Validation,30,high,96939,2.350666218235934e-05,8.98836007370285e-05,0.0017257598295798231,0.0021521684091962054,0.515716068868051
absret_per_vol,Validation,60,low,70936,-3.7217610645428917e-06,0.00011696590803933482,0.002059905200103181,0.002546936278682495,0.5173959625577986
absret_per_vol,Validation,60,mid,91285,1.2123186669391357e-05,0.00013712405155863472,0.002131367885296281,0.0026585349617518615,0.5220463383907542
absret_per_vol,Validation,60,high,88429,6.888086596766717e-05,0.00017882689556514286,0.002442314100432803,0.003026373542296334,0.5281638376550679
absret_per_vol,OOS,1,low,50434,-1.827236493556325e-06,0.0,0.0002299092364923197,,0.4676012213982631
absret_per_vol,OOS,1,mid,61205,-2.225903358838265e-06,0.0,0.000238774429939459,,0.46849113634506984
absret_per_vol,OOS,1,high,51025,6.764974605980815e-06,0.0,0.0002931902582500786,,0.47629593336599707
absret_per_vol,OOS,5,low,49319,1.378707939269967e-06,0.0,0.0005106015772916743,0.0006129500204038323,0.4931770717167826
absret_per_vol,OOS,5,mid,60713,8.124030836292783e-07,0.0,0.0005315936035007853,0.0006342871909843355,0.4946881228073065
absret_per_vol,OOS,5,high,50924,1.0878693548721339e-05,0.0,0.0006580620294558675,0.0007776948916024286,0.4970740711648731
absret_per_vol,OOS,15,low,47507,-3.0114646513604444e-06,3.3655302392965325e-05,0.0008831754884673923,0.0011032562452277796,0.5029785084303365
absret_per_vol,OOS,15,mid,59026,1.0203405803514275e-05,3.6063977507772016e-05,0.0009094098727338529,0.0011444632989621238,0.5054721648087284
absret_per_vol,OOS,15,high,50153,2.566294529283326e-05,3.649901452651427e-05,0.001131137513838596,0.0014112250977515424,0.5061711163838654
absret_per_vol,OOS,30,low,45381,-1.0951374063264785e-05,6.724045185579897e-05,0.0012479000213956857,0.0015679368035976082,0.5149291553733941
absret_per_vol,OOS,30,mid,56510,1.842134943416467e-05,7.183521060749598e-05,0.001282493937095563,0.0016267003819930314,0.5156432489824809
absret_per_vol,OOS,30,high,48398,4.4674443165205534e-05,6.661559589316024e-05,0.0015792518191921248,0.002008797386250177,0.5136782511674036
absret_per_vol,OOS,60,low,41408,-7.935124426137489e-06,0.00013233859266004178,0.001752670976610693,0.0022165654401474022,0.5290282071097373
absret_per_vol,OOS,60,mid,51686,3.107810671936703e-05,0.0001367025757764706,0.0018240034578321596,0.0022936498813488928,0.5285570560693418
absret_per_vol,OOS,60,high,44435,8.332635985958058e-05,0.00012819691045451442,0.002206092902784121,0.0028382997489835187,0.5245189602790593
range_per_vol,Discovery,1,low,306696,-3.599554199431321e-07,0.0,0.00022833596272480862,,0.40671218405196025
range_per_vol,Discovery,1,mid,309043,6.954912976167646e-07,0.0,0.00024093206962571512,,0.41223713204958534
range_per_vol,Discovery,1,high,308974,1.2136807615785863e-06,0.0,0.0002693769449659143,,0.4032410494086881
range_per_vol,Discovery,5,low,298443,2.1604188175560994e-07,0.0,0.00047668901193476424,0.0006121266815832268,0.4604966442503259
range_per_vol,Discovery,5,mid,307996,1.5676115508048403e-06,0.0,0.0005189229903692078,0.0006581175342659578,0.4659118949596748
range_per_vol,Discovery,5,high,308473,5.238812832010112e-06,0.0,0.0005879090874910108,0.0007382249953685462,0.46008888946520443
range_per_vol,Discovery,15,low,284548,2.540762394761938e-06,0.0,0.0007997873073205167,0.0010852002939010636,0.48958347976439825
range_per_vol,Discovery,15,mid,300701,5.820907179743789e-06,0.0,0.0008774107208521507,0.0011760200367160855,0.4938560230927067
range_per_vol,Discovery,15,high,305255,1.5570563213458745e-05,0.0,0.0010009113823193237,0.0013267200403309955,0.4901999967240504
range_per_vol,Discovery,30,low,271424,1.1953750389552433e-05,8.659508139929883e-05,0.0011116152050689122,0.0015308650045765776,0.5068564312662108
range_per_vol,Discovery,30,mid,287091,1.3207896268298657e-05,8.95816536772287e-05,0.001223693112447374,0.0016573605935714703,0.510078685852221
range_per_vol,Discovery,30,high,295512,3.450822208477887e-05,8.543357539503305e-05,0.001399928634013277,0.001881144606483946,0.5062467852405317
