feature,split,horizon_m,tercile,n,ret_mean,ret_median,absret_mean,rv_mean,up_rate
signed_vol_proxy,Discovery,30,mid,292067,1.9448299157894218e-05,7.376807317793777e-05,0.0008468041416306036,0.0012056153937712655,0.5037440039443004
signed_vol_proxy,Discovery,30,high,281029,-1.092083465575833e-06,6.791632708513795e-05,0.0014349354849965766,0.0019202768377430987,0.5022648908119802
signed_vol_proxy,Discovery,60,low,257179,4.689534912310605e-05,0.00017464198393302155,0.0020334487539520525,0.0027436843778578888,0.5272047873271146
signed_vol_proxy,Discovery,60,mid,266601,3.950495842984709e-05,0.00011411617026135801,0.0012022586117289293,0.0017240998864374022,0.5193641434203172
signed_vol_proxy,Discovery,60,high,257529,1.921620692703639e-05,0.00012717792191274668,0.001975439969764671,0.002669415719527584,0.5179455517631024
signed_vol_proxy,Validation,1,low,123979,1.3759933214952507e-06,0.0,0.00031435949453570205,,0.4830576145960203
signed_vol_proxy,Validation,1,mid,46349,2.116624863997429e-06,0.0,0.00018361714968635303,,0.4486828194783059
signed_vol_proxy,Validation,1,high,125988,-1.404946310807144e-06,0.0,0.00030364632610040154,,0.4582023684795377
signed_vol_proxy,Validation,5,low,122592,7.818087907933007e-06,4.5134503110944024e-05,0.0006937888494636507,0.0008306809377600869,0.5049758548681806
signed_vol_proxy,Validation,5,mid,46064,5.192165088631736e-06,0.0,0.00041389924137430495,0.0005017170505806693,0.4859326154914901
signed_vol_proxy,Validation,5,high,124564,-8.197288118871375e-06,0.0,0.0006747001442757728,0.000807939878511911,0.48737998137503613
signed_vol_proxy,Validation,15,low,119095,4.786910424344463e-06,5.610098176722644e-05,0.0011893544870737697,0.001488526242670492,0.5095679919392082
signed_vol_proxy,Validation,15,mid,45345,1.4700220415252068e-05,4.749465685116583e-05,0.0007302418813865339,0.0009278674452152805,0.5108611754327931
signed_vol_proxy,Validation,15,high,121040,-3.950941968915806e-06,4.868667761215306e-05,0.0011616141691237396,0.0014555392596014374,0.5051801057501653
signed_vol_proxy,Validation,30,low,113942,7.900342252273013e-06,8.67697791070432e-05,0.0016862148584680782,0.0021076223910181007,0.5140159028277544
signed_vol_proxy,Validation,30,mid,43934,2.554648854685512e-05,6.079027445482499e-05,0.00105978993215405,0.0013395131063388267,0.52009832931215
signed_vol_proxy,Validation,30,high,115994,7.765563613875888e-07,8.322066901333969e-05,0.0016494506519216887,0.0020626723507122437,0.5135438039898615
signed_vol_proxy,Validation,60,low,104341,1.0141832120127252e-05,0.0001307274985293816,0.002367604917945297,0.0029413604013897757,0.5195752388802101
signed_vol_proxy,Validation,60,mid,40142,7.763939908944717e-05,0.00015636809059116352,0.001589389594568741,0.0019507691195380366,0.5360221214687858
signed_vol_proxy,Validation,60,high,106167,2.598655594865664e-05,0.0001446061891448025,0.002315363572696355,0.0028799981367275723,0.5211788973974963
signed_vol_proxy,OOS,1,low,66174,4.7707751716139625e-06,0.0,0.00028179931839566845,,0.480687278991749
signed_vol_proxy,OOS,1,mid,29700,1.4484677972041076e-06,0.0,0.00014474667067670142,,0.4514814814814815
signed_vol_proxy,OOS,1,high,66790,-3.6222368753838743e-06,0.0,0.0002728357558061911,,0.46926186554873484
signed_vol_proxy,OOS,5,low,65384,1.2153865346027037e-05,3.231644263979039e-05,0.0006264328913319646,0.0007445925984964554,0.5006423589869081
