split,horizon_m,feature,target,n,spearman
OOS,15,vol_accel,absret,151845,0.016871409745410244
OOS,15,vol_accel,rv,151845,0.028149457048716263
OOS,15,vol_z_tod,ret,151845,0.01832106866814172
OOS,15,vol_z_tod,absret,151845,0.2743509801889446
OOS,15,vol_z_tod,rv,151845,0.48062340060523284
OOS,15,signed_vol_proxy,ret,151845,-0.0014082658362519604
OOS,15,signed_vol_proxy,absret,151845,-0.011380180342582667
OOS,15,signed_vol_proxy,rv,151845,-0.024925991016252428
OOS,15,signed_vol_proxy_sum_5,ret,150197,0.00018627468290588207
OOS,15,signed_vol_proxy_sum_5,absret,150197,-0.030382660226454423
OOS,15,signed_vol_proxy_sum_5,rv,150197,-0.05985294773943502
OOS,15,signed_vol_proxy_resid,ret,151845,8.570139081696997e-05
OOS,15,signed_vol_proxy_resid,absret,151845,-0.0017929683278032637
OOS,15,signed_vol_proxy_resid,rv,151845,-0.005566173221599617
OOS,15,ret_per_vol,ret,151845,-0.004101543053633494
OOS,15,ret_per_vol,absret,151845,-0.01426224843978888
OOS,15,ret_per_vol,rv,151845,-0.029243862556558944
OOS,15,absret_per_vol,ret,151845,0.0012106441060944929
OOS,15,absret_per_vol,absret,151845,0.0831458480012394
OOS,15,absret_per_vol,rv,151845,0.1463246839190752
OOS,15,range_per_vol,ret,151845,-0.004756757038858601
OOS,15,range_per_vol,absret,151845,0.15348148833681888
OOS,15,range_per_vol,rv,151845,0.2646540218305587
OOS,15,vol_x_range,ret,151845,0.025797869190314925
OOS,15,vol_x_range,absret,151845,0.4149164040111727
OOS,15,vol_x_range,rv,151845,0.728548482906477
OOS,15,ret_1m,ret,151845,-0.0027290212475116447
OOS,15,ret_1m,absret,151845,-0.013719892026449201
OOS,15,ret_1m,rv,151845,-0.028420604442758936
OOS,15,absret_1m,ret,151845,0.015557432454627297
OOS,15,absret_1m,absret,151845,0.26746207378644454
OOS,15,absret_1m,rv,151845,0.4683911980821622
OOS,15,range_pct,ret,151845,0.022540603919174697
OOS,15,range_pct,absret,151845,0.43892605922560096
OOS,15,range_pct,rv,151845,0.7699278373759962
OOS,30,volume,ret,145665,0.03255809699401788
OOS,30,volume,absret,145665,0.331278579893211
OOS,30,volume,rv,145665,0.5975936528071722
OOS,30,d_volume,ret,145665,-0.0017938323210322025
OOS,30,d_volume,absret,145665,-0.015665748538165283
OOS,30,d_volume,rv,145665,-0.02578089083049715
OOS,30,vol_accel,ret,145665,0.0018142993291086207
OOS,30,vol_accel,absret,145665,0.015148588211337102
OOS,30,vol_accel,rv,145665,0.027566206476502986
OOS,30,vol_z_tod,ret,145665,0.021633758128361727
OOS,30,vol_z_tod,absret,145665,0.2704689194059611
OOS,30,vol_z_tod,rv,145665,0.4801920576362827
OOS,30,signed_vol_proxy,ret,145665,-0.001882987815420221
OOS,30,signed_vol_proxy,absret,145665,-0.013360722679958569
OOS,30,signed_vol_proxy,rv,145665,-0.023962346695324238
OOS,30,signed_vol_proxy_sum_5,ret,144017,-0.0008664020138855566
OOS,30,signed_vol_proxy_sum_5,absret,144017,-0.03462015250812503
OOS,30,signed_vol_proxy_sum_5,rv,144017,-0.059681545798079945
OOS,30,signed_vol_proxy_resid,ret,145665,0.0015089168548221012
OOS,30,signed_vol_proxy_resid,absret,145665,-0.002702390279207438
OOS,30,signed_vol_proxy_resid,rv,145665,-0.005019008468825485
OOS,30,ret_per_vol,ret,145665,-0.00605734202432431
OOS,30,ret_per_vol,absret,145665,-0.015227722177867704
OOS,30,ret_per_vol,rv,145665,-0.028991313529899695
OOS,30,absret_per_vol,ret,145665,0.0020931964354449716
OOS,30,absret_per_vol,absret,145665,0.08764103011486438
OOS,30,absret_per_vol,rv,145665,0.1538091231141538
OOS,30,range_per_vol,ret,145665,-0.004876529478778956
OOS,30,range_per_vol,absret,145665,0.1596655005717882
OOS,30,range_per_vol,rv,145665,0.2787981027858498
OOS,30,vol_x_range,ret,145665,0.03355168690922741
OOS,30,vol_x_range,absret,145665,0.40730708498671236
OOS,30,vol_x_range,rv,145665,0.7334251048053305
OOS,30,ret_1m,ret,145665,-0.004965319589119943
OOS,30,ret_1m,absret,145665,-0.014906560536913934
OOS,30,ret_1m,rv,145665,-0.027521888153286284
OOS,30,absret_1m,ret,145665,0.020473146847452977
OOS,30,absret_1m,absret,145665,0.26604903135586566
OOS,30,absret_1m,rv,145665,0.4748838500620311
OOS,30,range_pct,ret,145665,0.030032069061871593
OOS,30,range_pct,absret,145665,0.43399038832637105
OOS,30,range_pct,rv,145665,0.7812902555745035
OOS,60,volume,ret,133305,0.03957521379081328
OOS,60,volume,absret,133305,0.3209065629299082
OOS,60,volume,rv,133305,0.5716958390026236
OOS,60,d_volume,ret,133305,-0.0024308828116315078
OOS,60,d_volume,absret,133305,-0.014892083258212304
OOS,60,d_volume,rv,133305,-0.025239703421097954
OOS,60,vol_accel,ret,133305,0.0020551951732206727
OOS,60,vol_accel,absret,133305,0.012832439442561053
OOS,60,vol_accel,rv,133305,0.025593271027893563
OOS,60,vol_z_tod,ret,133305,0.025818458153527474
OOS,60,vol_z_tod,absret,133305,0.2555586964829432
OOS,60,vol_z_tod,rv,133305,0.4599986345354383
OOS,60,signed_vol_proxy,ret,133305,0.006707167739286843
OOS,60,signed_vol_proxy,absret,133305,-0.013050028029987169
OOS,60,signed_vol_proxy,rv,133305,-0.02153974050385709
OOS,60,signed_vol_proxy_sum_5,ret,131657,0.009872412014779309
OOS,60,signed_vol_proxy_sum_5,absret,131657,-0.031285748086841925
OOS,60,signed_vol_proxy_sum_5,rv,131657,-0.0558556877909076
OOS,60,signed_vol_proxy_resid,ret,133305,0.008835940581344157
OOS,60,signed_vol_proxy_resid,absret,133305,-0.004365419805626822
OOS,60,signed_vol_proxy_resid,rv,133305,-0.004733115280423718
OOS,60,ret_per_vol,ret,133305,-0.0008524709080742532
OOS,60,ret_per_vol,absret,133305,-0.014956461037094703
OOS,60,ret_per_vol,rv,133305,-0.02669078581142937
OOS,60,absret_per_vol,ret,133305,0.005313197623012545
OOS,60,absret_per_vol,absret,133305,0.07813790783769248
OOS,60,absret_per_vol,rv,133305,0.16111892248781315
OOS,60,range_per_vol,ret,133305,-0.0017869877307866804
OOS,60,range_per_vol,absret,133305,0.1488923692484776
OOS,60,range_per_vol,rv,133305,0.2925546706978169
OOS,60,vol_x_range,ret,133305,0.04269499809196928
OOS,60,vol_x_range,absret,133305,0.3948557215356187
OOS,60,vol_x_range,rv,133305,0.7137733794384138
OOS,60,ret_1m,ret,133305,0.0022167150234357843
OOS,60,ret_1m,absret,133305,-0.01416565343271438
OOS,60,ret_1m,rv,133305,-0.024837813380123714
OOS,60,absret_1m,ret,133305,0.028239927765531653
OOS,60,absret_1m,absret,133305,0.2523250088800745
OOS,60,absret_1m,rv,133305,0.46579141110270944
OOS,60,range_pct,ret,133305,0.04029567381244791
OOS,60,range_pct,absret,133305,0.4203978640662596
OOS,60,range_pct,rv,133305,0.7698818181505019
