resolver,session,T_offset,horizon,universe,split,n,win,E
mom15_fade,NY_PM,120,60,HIGH,OOS,137,0.5620437956204379,3.846715328467153
mom15_fade,NY_PM,120,60,HIGH,Y2025,97,0.5154639175257731,-3.88659793814433
mom15_fade,NY_PM,120,60,HIGH,Y2026,40,0.675,22.6
mom15_fade,NY_AM,30,30,ALL,IS,2382,0.491183879093199,-0.5622376154492024
mom15_fade,NY_AM,30,30,ALL,Validation,773,0.47477360931435963,-1.2215394566623545
mom15_fade,NY_AM,30,30,ALL,OOS,411,0.49635036496350365,-0.29744525547445255
mom15_fade,NY_AM,30,30,ALL,Y2025,256,0.4921875,0.48046875
mom15_fade,NY_AM,30,30,ALL,Y2026,155,0.5032258064516129,-1.582258064516129
mom15_fade,NY_AM,30,30,HIGH,IS,808,0.5024752475247525,-0.4814356435643564
mom15_fade,NY_AM,30,30,HIGH,Validation,214,0.5046728971962616,1.4287383177570094
mom15_fade,NY_AM,30,30,HIGH,OOS,149,0.5436241610738255,5.340604026845638
mom15_fade,NY_AM,30,30,HIGH,Y2025,87,0.5517241379310345,10.824712643678161
mom15_fade,NY_AM,30,30,HIGH,Y2026,62,0.532258064516129,-2.3548387096774195
mom15_fade,NY_AM,30,60,ALL,IS,2382,0.48740554156171284,-0.3670235096557515
mom15_fade,NY_AM,30,60,ALL,Validation,773,0.4890038809831824,-1.6697930142302717
mom15_fade,NY_AM,30,60,ALL,OOS,411,0.48905109489051096,1.947080291970803
mom15_fade,NY_AM,30,60,ALL,Y2025,256,0.484375,1.3203125
mom15_fade,NY_AM,30,60,ALL,Y2026,155,0.4967741935483871,2.982258064516129
mom15_fade,NY_AM,30,60,HIGH,IS,808,0.5086633663366337,-0.8910891089108911
mom15_fade,NY_AM,30,60,HIGH,Validation,214,0.5186915887850467,5.047897196261682
mom15_fade,NY_AM,30,60,HIGH,OOS,149,0.5033557046979866,9.174496644295303
mom15_fade,NY_AM,30,60,HIGH,Y2025,87,0.5057471264367817,11.902298850574713
mom15_fade,NY_AM,30,60,HIGH,Y2026,62,0.5,5.346774193548387
mom15_fade,NY_AM,60,30,ALL,IS,2370,0.49831223628691984,-0.3342827004219409
mom15_fade,NY_AM,60,30,ALL,Validation,771,0.4889753566796368,1.8018806744487679
mom15_fade,NY_AM,60,30,ALL,OOS,411,0.4768856447688564,2.5291970802919708
mom15_fade,NY_AM,60,30,ALL,Y2025,257,0.490272373540856,3.004863813229572
mom15_fade,NY_AM,60,30,ALL,Y2026,154,0.45454545454545453,1.7353896103896105
mom15_fade,NY_AM,60,30,HIGH,IS,813,0.4932349323493235,-0.4468019680196802
mom15_fade,NY_AM,60,30,HIGH,Validation,239,0.497907949790795,4.247907949790795
mom15_fade,NY_AM,60,30,HIGH,OOS,153,0.5555555555555556,4.73202614379085
mom15_fade,NY_AM,60,30,HIGH,Y2025,93,0.6236559139784946,12.731182795698924
mom15_fade,NY_AM,60,30,HIGH,Y2026,60,0.45,-7.666666666666667
mom15_fade,NY_AM,60,60,ALL,IS,2370,0.48227848101265824,-0.45327004219409284
mom15_fade,NY_AM,60,60,ALL,Validation,771,0.49416342412451364,0.45265888456549935
mom15_fade,NY_AM,60,60,ALL,OOS,411,0.5352798053527981,3.4045012165450124
mom15_fade,NY_AM,60,60,ALL,Y2025,257,0.5603112840466926,7.367704280155642
mom15_fade,NY_AM,60,60,ALL,Y2026,154,0.4935064935064935,-3.2094155844155843
mom15_fade,NY_AM,60,60,HIGH,IS,813,0.4784747847478475,-0.21709717097170972
mom15_fade,NY_AM,60,60,HIGH,Validation,239,0.4686192468619247,1.3158995815899581
mom15_fade,NY_AM,60,60,HIGH,OOS,153,0.5490196078431373,4.160130718954249
mom15_fade,NY_AM,60,60,HIGH,Y2025,93,0.6129032258064516,12.736559139784946
mom15_fade,NY_AM,60,60,HIGH,Y2026,60,0.45,-9.133333333333333
mom15_fade,ASIA,30,30,ALL,IS,1982,0.4979818365287588,0.004667003027245207
mom15_fade,ASIA,30,30,ALL,Validation,760,0.4921052631578947,0.3414473684210526
mom15_fade,ASIA,30,30,ALL,OOS,411,0.49635036496350365,-2.957420924574209
mom15_fade,ASIA,30,30,ALL,Y2025,256,0.52734375,-0.748046875
mom15_fade,ASIA,30,30,ALL,Y2026,155,0.44516129032258067,-6.606451612903226
mom15_fade,ASIA,30,30,HIGH,IS,688,0.4694767441860465,-0.7703488372093024
mom15_fade,ASIA,30,30,HIGH,Validation,204,0.4950980392156863,3.0036764705882355
mom15_fade,ASIA,30,30,HIGH,OOS,223,0.49327354260089684,-6.20067264573991
mom15_fade,ASIA,30,30,HIGH,Y2025,127,0.5354330708661418,-2.4291338582677167
mom15_fade,ASIA,30,30,HIGH,Y2026,96,0.4375,-11.190104166666666
mom15_fade,ASIA,30,60,ALL,IS,1982,0.5166498486377397,0.23423309788092836
mom15_fade,ASIA,30,60,ALL,Validation,760,0.506578947368421,1.0069078947368422
mom15_fade,ASIA,30,60,ALL,OOS,411,0.5036496350364964,-1.8090024330900243
mom15_fade,ASIA,30,60,ALL,Y2025,256,0.53515625,0.3623046875
mom15_fade,ASIA,30,60,ALL,Y2026,155,0.45161290322580644,-5.395161290322581
mom15_fade,ASIA,30,60,HIGH,IS,688,0.5130813953488372,-0.7198401162790697
mom15_fade,ASIA,30,60,HIGH,Validation,204,0.5098039215686274,3.7512254901960786
mom15_fade,ASIA,30,60,HIGH,OOS,223,0.4798206278026906,-4.252242152466367
mom15_fade,ASIA,30,60,HIGH,Y2025,127,0.5354330708661418,-1.811023622047244
mom15_fade,ASIA,30,60,HIGH,Y2026,96,0.40625,-7.481770833333333
mom15_fade,ASIA,60,30,ALL,IS,1810,0.5149171270718232,0.17320441988950278
mom15_fade,ASIA,60,30,ALL,Validation,758,0.48284960422163586,-0.5194591029023746
mom15_fade,ASIA,60,30,ALL,OOS,406,0.5246305418719212,1.3602216748768472
mom15_fade,ASIA,60,30,ALL,Y2025,253,0.49407114624505927,-1.0938735177865613
mom15_fade,ASIA,60,30,ALL,Y2026,153,0.5751633986928104,5.4183006535947715
mom15_fade,ASIA,60,30,HIGH,IS,632,0.5205696202531646,0.14715189873417722
mom15_fade,ASIA,60,30,HIGH,Validation,181,0.47513812154696133,-1.3784530386740332
mom15_fade,ASIA,60,30,HIGH,OOS,205,0.5853658536585366,4.802439024390244
mom15_fade,ASIA,60,30,HIGH,Y2025,115,0.5478260869565217,3.0217391304347827
mom15_fade,ASIA,60,30,HIGH,Y2026,90,0.6333333333333333,7.0777777777777775
mom15_fade,ASIA,60,60,ALL,IS,1810,0.49558011049723755,-0.04185082872928177
mom15_fade,ASIA,60,60,ALL,Validation,758,0.5,-0.7575857519788918
mom15_fade,ASIA,60,60,ALL,OOS,406,0.5197044334975369,4.417487684729064
mom15_fade,ASIA,60,60,ALL,Y2025,253,0.4980237154150198,2.2796442687747036
mom15_fade,ASIA,60,60,ALL,Y2026,153,0.5555555555555556,7.9526143790849675
mom15_fade,ASIA,60,60,HIGH,IS,632,0.4936708860759494,0.10878164556962025
mom15_fade,ASIA,60,60,HIGH,Validation,181,0.48066298342541436,-5.129834254143646
mom15_fade,ASIA,60,60,HIGH,OOS,205,0.5121951219512195,7.685365853658537
mom15_fade,ASIA,60,60,HIGH,Y2025,115,0.4782608695652174,5.241304347826087
mom15_fade,ASIA,60,60,HIGH,Y2026,90,0.5555555555555556,10.808333333333334
mom15_fade,ASIA,90,30,ALL,IS,1662,0.4855595667870036,-0.3858303249097473
mom15_fade,ASIA,90,30,ALL,Validation,757,0.5059445178335535,-0.23150594451783355
mom15_fade,ASIA,90,30,ALL,OOS,403,0.511166253101737,0.01054590570719603
mom15_fade,ASIA,90,30,ALL,Y2025,252,0.5357142857142857,0.45337301587301587
mom15_fade,ASIA,90,30,ALL,Y2026,151,0.47019867549668876,-0.7284768211920529
mom15_fade,ASIA,90,30,HIGH,IS,581,0.4853700516351119,-0.6596385542168675
mom15_fade,ASIA,90,30,HIGH,Validation,169,0.5621301775147929,-0.7943786982248521
mom15_fade,ASIA,90,30,HIGH,OOS,198,0.5252525252525253,-2.294191919191919
mom15_fade,ASIA,90,30,HIGH,Y2025,112,0.5714285714285714,-0.5691964285714286
mom15_fade,ASIA,90,30,HIGH,Y2026,86,0.46511627906976744,-4.540697674418604
mom15_fade,ASIA,90,60,ALL,IS,1662,0.49338146811071,-0.2516546329723225
mom15_fade,ASIA,90,60,ALL,Validation,757,0.512549537648613,0.5970937912813739
mom15_fade,ASIA,90,60,ALL,OOS,403,0.48635235732009924,1.2431761786600497
mom15_fade,ASIA,90,60,ALL,Y2025,252,0.4880952380952381,0.503968253968254
mom15_fade,ASIA,90,60,ALL,Y2026,151,0.48344370860927155,2.4768211920529803
mom15_fade,ASIA,90,60,HIGH,IS,581,0.4939759036144578,-0.46944922547332185
mom15_fade,ASIA,90,60,HIGH,Validation,169,0.5207100591715976,1.1523668639053255
mom15_fade,ASIA,90,60,HIGH,OOS,198,0.5202020202020202,-1.02020202020202
mom15_fade,ASIA,90,60,HIGH,Y2025,112,0.5446428571428571,1.2901785714285714
mom15_fade,ASIA,90,60,HIGH,Y2026,86,0.4883720930232558,-4.02906976744186
mom15_fade,ASIA,120,30,ALL,IS,2097,0.48354792560801146,-0.02682403433476395
mom15_fade,ASIA,120,30,ALL,Validation,758,0.5277044854881267,1.036939313984169
mom15_fade,ASIA,120,30,ALL,OOS,411,0.46958637469586373,-2.7110705596107056
mom15_fade,ASIA,120,30,ALL,Y2025,256,0.49609375,-0.9140625
mom15_fade,ASIA,120,30,ALL,Y2026,155,0.4258064516129032,-5.679032258064516
mom15_fade,ASIA,120,30,HIGH,IS,722,0.47229916897506924,-0.41759002770083103
mom15_fade,ASIA,120,30,HIGH,Validation,172,0.5465116279069767,3.0232558139534884
mom15_fade,ASIA,120,30,HIGH,OOS,194,0.4793814432989691,-4.074742268041237
mom15_fade,ASIA,120,30,HIGH,Y2025,106,0.5471698113207547,-1.0330188679245282
mom15_fade,ASIA,120,30,HIGH,Y2026,88,0.3977272727272727,-7.738636363636363
mom15_fade,ASIA,120,60,ALL,IS,2097,0.4978540772532189,0.23283261802575106
mom15_fade,ASIA,120,60,ALL,Validation,758,0.521108179419525,1.153693931398417
mom15_fade,ASIA,120,60,ALL,OOS,411,0.44282238442822386,-6.59610705596107
mom15_fade,ASIA,120,60,ALL,Y2025,256,0.484375,-3.076171875
mom15_fade,ASIA,120,60,ALL,Y2026,155,0.3741935483870968,-12.40967741935484
mom15_fade,ASIA,120,60,HIGH,IS,722,0.4930747922437673,-0.21329639889196675
mom15_fade,ASIA,120,60,HIGH,Validation,172,0.5755813953488372,4.7063953488372094
mom15_fade,ASIA,120,60,HIGH,OOS,194,0.41237113402061853,-8.301546391752577
mom15_fade,ASIA,120,60,HIGH,Y2025,106,0.4811320754716981,-1.5896226415094339
mom15_fade,ASIA,120,60,HIGH,Y2026,88,0.32954545454545453,-16.386363636363637
mom15_fade,ASIA,180,30,ALL,IS,1997,0.4972458688032048,0.27065598397596397
mom15_fade,ASIA,180,30,ALL,Validation,766,0.49738903394255873,-0.5052219321148825
mom15_fade,ASIA,180,30,ALL,OOS,405,0.4765432098765432,-3.2623456790123457
mom15_fade,ASIA,180,30,ALL,Y2025,252,0.49603174603174605,-0.38392857142857145
mom15_fade,ASIA,180,30,ALL,Y2026,153,0.4444444444444444,-8.00326797385621
mom15_fade,ASIA,180,30,HIGH,IS,678,0.4970501474926254,0.7164454277286135
mom15_fade,ASIA,180,30,HIGH,Validation,169,0.47928994082840237,-2.298816568047337
mom15_fade,ASIA,180,30,HIGH,OOS,194,0.4329896907216495,-5.076030927835052
mom15_fade,ASIA,180,30,HIGH,Y2025,101,0.45544554455445546,-2.7945544554455446
mom15_fade,ASIA,180,30,HIGH,Y2026,93,0.40860215053763443,-7.553763440860215
mom15_fade,ASIA,180,60,ALL,IS,1997,0.4987481221832749,0.1768903355032549
mom15_fade,ASIA,180,60,ALL,Validation,766,0.52088772845953,0.10150130548302871
mom15_fade,ASIA,180,60,ALL,OOS,405,0.5037037037037037,-2.634567901234568
mom15_fade,ASIA,180,60,ALL,Y2025,252,0.5357142857142857,1.7906746031746033
mom15_fade,ASIA,180,60,ALL,Y2026,153,0.45098039215686275,-9.923202614379084
mom15_fade,ASIA,180,60,HIGH,IS,678,0.5132743362831859,0.5682153392330384
mom15_fade,ASIA,180,60,HIGH,Validation,169,0.514792899408284,-2.510355029585799
mom15_fade,ASIA,180,60,HIGH,OOS,194,0.4536082474226804,-7.560567010309279
mom15_fade,ASIA,180,60,HIGH,Y2025,101,0.504950495049505,-3.4158415841584158
mom15_fade,ASIA,180,60,HIGH,Y2026,93,0.3978494623655914,-12.061827956989248
vwap_follow,LONDON,30,30,ALL,IS,2407,0.4819277108433735,0.2425218113834649
vwap_follow,LONDON,30,30,ALL,Validation,775,0.4774193548387097,-1.0329032258064517
vwap_follow,LONDON,30,30,ALL,OOS,413,0.47699757869249393,-1.8789346246973366
vwap_follow,LONDON,30,30,ALL,Y2025,257,0.48638132295719844,-1.2577821011673151
vwap_follow,LONDON,30,30,ALL,Y2026,156,0.46153846153846156,-2.90224358974359
vwap_follow,LONDON,30,30,HIGH,IS,820,0.474390243902439,0.5911585365853659
vwap_follow,LONDON,30,30,HIGH,Validation,324,0.4506172839506173,-3.408179012345679
vwap_follow,LONDON,30,30,HIGH,OOS,67,0.43283582089552236,-8.701492537313433
vwap_follow,LONDON,30,30,HIGH,Y2025,49,0.40816326530612246,-11.392857142857142
vwap_follow,LONDON,30,30,HIGH,Y2026,18,0.5,-1.375
vwap_follow,LONDON,30,60,ALL,IS,2407,0.48815953469048606,0.8739094308267553
vwap_follow,LONDON,30,60,ALL,Validation,775,0.5083870967741936,-1.5680645161290323
vwap_follow,LONDON,30,60,ALL,OOS,413,0.4745762711864407,-2.824455205811138
vwap_follow,LONDON,30,60,ALL,Y2025,257,0.4708171206225681,-0.3453307392996109
vwap_follow,LONDON,30,60,ALL,Y2026,156,0.4807692307692308,-6.908653846153846
vwap_follow,LONDON,30,60,HIGH,IS,820,0.47073170731707314,0.7304878048780488
vwap_follow,LONDON,30,60,HIGH,Validation,324,0.49382716049382713,-3.446759259259259
vwap_follow,LONDON,30,60,HIGH,OOS,67,0.47761194029850745,-5.604477611940299
vwap_follow,LONDON,30,60,HIGH,Y2025,49,0.4489795918367347,-7.153061224489796
vwap_follow,LONDON,30,60,HIGH,Y2026,18,0.5555555555555556,-1.3888888888888888
vwap_follow,LONDON,60,30,ALL,IS,2410,0.4746887966804979,0.3595435684647303
vwap_follow,LONDON,60,30,ALL,Validation,775,0.5006451612903225,0.014193548387096775
vwap_follow,LONDON,60,30,ALL,OOS,413,0.5423728813559322,1.9225181598062955
vwap_follow,LONDON,60,30,ALL,Y2025,257,0.5136186770428015,-0.6916342412451362
vwap_follow,LONDON,60,30,ALL,Y2026,156,0.5897435897435898,6.229166666666667
vwap_follow,LONDON,60,30,HIGH,IS,820,0.46219512195121953,0.4253048780487805
vwap_follow,LONDON,60,30,HIGH,Validation,316,0.4651898734177215,-2.4960443037974684
vwap_follow,LONDON,60,30,HIGH,OOS,72,0.5972222222222222,4.579861111111111
vwap_follow,LONDON,60,30,HIGH,Y2025,57,0.543859649122807,0.5833333333333334
vwap_follow,LONDON,60,30,HIGH,Y2026,15,0.8,19.766666666666666
vwap_follow,LONDON,60,60,ALL,IS,2410,0.4966804979253112,0.7893153526970954
vwap_follow,LONDON,60,60,ALL,Validation,775,0.48516129032258065,-0.5696774193548387
vwap_follow,LONDON,60,60,ALL,OOS,413,0.5254237288135594,0.9903147699757869
vwap_follow,LONDON,60,60,ALL,Y2025,257,0.5175097276264592,-0.0943579766536965
vwap_follow,LONDON,60,60,ALL,Y2026,156,0.5384615384615384,2.77724358974359
vwap_follow,LONDON,60,60,HIGH,IS,820,0.48048780487804876,1.0341463414634147
vwap_follow,LONDON,60,60,HIGH,Validation,316,0.4430379746835443,-4.502373417721519
vwap_follow,LONDON,60,60,HIGH,OOS,72,0.5694444444444444,5.027777777777778
vwap_follow,LONDON,60,60,HIGH,Y2025,57,0.5789473684210527,3.4649122807017543
vwap_follow,LONDON,60,60,HIGH,Y2026,15,0.5333333333333333,10.966666666666667
vwap_follow,LONDON,90,30,ALL,IS,2405,0.4648648648648649,0.037733887733887736
vwap_follow,LONDON,90,30,ALL,Validation,775,0.48,-0.04419354838709678
vwap_follow,LONDON,90,30,ALL,OOS,413,0.4963680387409201,0.34443099273607747
vwap_follow,LONDON,90,30,ALL,Y2025,257,0.5058365758754864,1.33852140077821
vwap_follow,LONDON,90,30,ALL,Y2026,156,0.4807692307692308,-1.2932692307692308
vwap_follow,LONDON,90,30,HIGH,IS,819,0.4481074481074481,0.04151404151404151
vwap_follow,LONDON,90,30,HIGH,Validation,331,0.48338368580060426,-0.5309667673716012
vwap_follow,LONDON,90,30,HIGH,OOS,89,0.43820224719101125,-5.514044943820225
vwap_follow,LONDON,90,30,HIGH,Y2025,62,0.43548387096774194,-3.3306451612903225
vwap_follow,LONDON,90,30,HIGH,Y2026,27,0.4444444444444444,-10.527777777777779
vwap_follow,LONDON,90,60,ALL,IS,2405,0.4731808731808732,0.011642411642411643
vwap_follow,LONDON,90,60,ALL,Validation,775,0.48774193548387096,-0.11129032258064517
vwap_follow,LONDON,90,60,ALL,OOS,413,0.47699757869249393,-1.6634382566585957
vwap_follow,LONDON,90,60,ALL,Y2025,257,0.49416342412451364,0.10116731517509728
vwap_follow,LONDON,90,60,ALL,Y2026,156,0.44871794871794873,-4.57051282051282
vwap_follow,LONDON,90,60,HIGH,IS,819,0.47374847374847373,-0.05525030525030525
vwap_follow,LONDON,90,60,HIGH,Validation,331,0.48942598187311176,-1.0785498489425982
vwap_follow,LONDON,90,60,HIGH,OOS,89,0.4044943820224719,-7.140449438202247
vwap_follow,LONDON,90,60,HIGH,Y2025,62,0.4032258064516129,-5.596774193548387
vwap_follow,LONDON,90,60,HIGH,Y2026,27,0.4074074074074074,-10.685185185185185
vwap_follow,LONDON,120,30,ALL,IS,2395,0.4463465553235908,-0.17985386221294364
vwap_follow,LONDON,120,30,ALL,Validation,775,0.47096774193548385,0.09419354838709677
vwap_follow,LONDON,120,30,ALL,OOS,413,0.41646489104116224,-1.673728813559322
vwap_follow,LONDON,120,30,ALL,Y2025,257,0.3968871595330739,-3.0233463035019454
vwap_follow,LONDON,120,30,ALL,Y2026,156,0.44871794871794873,0.5496794871794872
vwap_follow,LONDON,120,30,HIGH,IS,815,0.4429447852760736,0.14141104294478526
vwap_follow,LONDON,120,30,HIGH,Validation,344,0.45348837209302323,-0.7100290697674418
vwap_follow,LONDON,120,30,HIGH,OOS,90,0.4111111111111111,-1.5888888888888888
vwap_follow,LONDON,120,30,HIGH,Y2025,62,0.41935483870967744,-2.600806451612903
vwap_follow,LONDON,120,30,HIGH,Y2026,28,0.39285714285714285,0.6517857142857143
vwap_follow,LONDON,120,60,ALL,IS,2395,0.46680584551148224,0.030688935281837162
vwap_follow,LONDON,120,60,ALL,Validation,775,0.47483870967741937,-0.40741935483870967
vwap_follow,LONDON,120,60,ALL,OOS,413,0.4600484261501211,-3.6979418886198547
vwap_follow,LONDON,120,60,ALL,Y2025,257,0.4474708171206226,-5.764591439688716
vwap_follow,LONDON,120,60,ALL,Y2026,156,0.4807692307692308,-0.2932692307692308
vwap_follow,LONDON,120,60,HIGH,IS,815,0.47730061349693254,0.7524539877300613
vwap_follow,LONDON,120,60,HIGH,Validation,344,0.47093023255813954,-0.6809593023255814
vwap_follow,LONDON,120,60,HIGH,OOS,90,0.4444444444444444,-5.388888888888889
vwap_follow,LONDON,120,60,HIGH,Y2025,62,0.45161290322580644,-6.983870967741935
vwap_follow,LONDON,120,60,HIGH,Y2026,28,0.42857142857142855,-1.8571428571428572
vwap_follow,NY_PM,30,30,ALL,IS,2336,0.4781678082191781,0.1273544520547945
vwap_follow,NY_PM,30,30,ALL,Validation,747,0.500669344042838,-1.7098393574297188
vwap_follow,NY_PM,30,30,ALL,OOS,397,0.4836272040302267,-0.4760705289672544
vwap_follow,NY_PM,30,30,ALL,Y2025,247,0.46558704453441296,-2.756072874493927
vwap_follow,NY_PM,30,30,ALL,Y2026,150,0.5133333333333333,3.2783333333333333
vwap_follow,NY_PM,30,30,HIGH,IS,795,0.4729559748427673,0.20251572327044026
vwap_follow,NY_PM,30,30,HIGH,Validation,274,0.46715328467153283,-2.4425182481751824
vwap_follow,NY_PM,30,30,HIGH,OOS,134,0.4701492537313433,-1.8059701492537314
vwap_follow,NY_PM,30,30,HIGH,Y2025,91,0.46153846153846156,-2.541208791208791
vwap_follow,NY_PM,30,30,HIGH,Y2026,43,0.4883720930232558,-0.25
vwap_follow,NY_PM,30,60,ALL,IS,2336,0.4965753424657534,0.6610659246575342
vwap_follow,NY_PM,30,60,ALL,Validation,747,0.4538152610441767,-4.581659973226238
vwap_follow,NY_PM,30,60,ALL,OOS,397,0.49622166246851385,-0.9206549118387909
vwap_follow,NY_PM,30,60,ALL,Y2025,247,0.46963562753036436,-3.215587044534413
vwap_follow,NY_PM,30,60,ALL,Y2026,150,0.54,2.8583333333333334
vwap_follow,NY_PM,30,60,HIGH,IS,795,0.5056603773584906,1.1462264150943395
vwap_follow,NY_PM,30,60,HIGH,Validation,274,0.46715328467153283,-2.966240875912409
vwap_follow,NY_PM,30,60,HIGH,OOS,134,0.4701492537313433,0.8563432835820896
vwap_follow,NY_PM,30,60,HIGH,Y2025,91,0.4725274725274725,3.629120879120879
vwap_follow,NY_PM,30,60,HIGH,Y2026,43,0.46511627906976744,-5.011627906976744
vwap_follow,NY_PM,60,30,ALL,IS,2335,0.4843683083511777,-0.12773019271948607
vwap_follow,NY_PM,60,30,ALL,Validation,747,0.49531459170013387,-1.7202141900937082
vwap_follow,NY_PM,60,30,ALL,OOS,397,0.5516372795969773,5.658060453400504
vwap_follow,NY_PM,60,30,ALL,Y2025,247,0.5668016194331984,7.90080971659919
vwap_follow,NY_PM,60,30,ALL,Y2026,150,0.5266666666666666,1.965
vwap_follow,NY_PM,60,30,HIGH,IS,794,0.464735516372796,0.17915617128463476
vwap_follow,NY_PM,60,30,HIGH,Validation,296,0.4797297297297297,-2.4121621621621623
vwap_follow,NY_PM,60,30,HIGH,OOS,142,0.5633802816901409,10.48943661971831
vwap_follow,NY_PM,60,30,HIGH,Y2025,96,0.53125,9.416666666666666
vwap_follow,NY_PM,60,30,HIGH,Y2026,46,0.6304347826086957,12.728260869565217
vwap_follow,NY_PM,60,60,ALL,IS,2335,0.4835117773019272,-0.10321199143468951
vwap_follow,NY_PM,60,60,ALL,Validation,747,0.4738955823293173,-1.2627175368139223
vwap_follow,NY_PM,60,60,ALL,OOS,397,0.5062972292191436,6.30352644836272
vwap_follow,NY_PM,60,60,ALL,Y2025,247,0.4939271255060729,8.323886639676113
vwap_follow,NY_PM,60,60,ALL,Y2026,150,0.5266666666666666,2.9766666666666666
vwap_follow,NY_PM,60,60,HIGH,IS,794,0.47732997481108314,0.43419395465994964
vwap_follow,NY_PM,60,60,HIGH,Validation,296,0.4560810810810811,-1.7212837837837838
vwap_follow,NY_PM,60,60,HIGH,OOS,142,0.528169014084507,16.565140845070424
vwap_follow,NY_PM,60,60,HIGH,Y2025,96,0.53125,17.841145833333332
vwap_follow,NY_PM,60,60,HIGH,Y2026,46,0.5217391304347826,13.902173913043478
vwap_follow,NY_PM,90,30,ALL,IS,2336,0.4627568493150685,-0.1606378424657534
vwap_follow,NY_PM,90,30,ALL,Validation,747,0.499330655957162,1.144243641231593
vwap_follow,NY_PM,90,30,ALL,OOS,397,0.45591939546599497,-4.212846347607053
vwap_follow,NY_PM,90,30,ALL,Y2025,247,0.44534412955465585,-5.337044534412955
vwap_follow,NY_PM,90,30,ALL,Y2026,150,0.47333333333333333,-2.361666666666667
vwap_follow,NY_PM,90,30,HIGH,IS,794,0.44710327455919396,0.22292191435768263
vwap_follow,NY_PM,90,30,HIGH,Validation,295,0.5050847457627119,2.973728813559322
vwap_follow,NY_PM,90,30,HIGH,OOS,142,0.4014084507042254,-5.274647887323944
vwap_follow,NY_PM,90,30,HIGH,Y2025,97,0.41237113402061853,-6.546391752577319
vwap_follow,NY_PM,90,30,HIGH,Y2026,45,0.37777777777777777,-2.533333333333333
vwap_follow,NY_PM,90,60,ALL,IS,2336,0.5034246575342466,0.1936001712328767
vwap_follow,NY_PM,90,60,ALL,Validation,747,0.5046854082998661,3.464190093708166
vwap_follow,NY_PM,90,60,ALL,OOS,397,0.4836272040302267,-3.38727959697733
vwap_follow,NY_PM,90,60,ALL,Y2025,247,0.48582995951417,-6.5354251012145745
vwap_follow,NY_PM,90,60,ALL,Y2026,150,0.48,1.7966666666666666
vwap_follow,NY_PM,90,60,HIGH,IS,794,0.5163727959697733,1.3482367758186398
vwap_follow,NY_PM,90,60,HIGH,Validation,295,0.5288135593220339,6.307627118644068
vwap_follow,NY_PM,90,60,HIGH,OOS,142,0.45774647887323944,-2.670774647887324
vwap_follow,NY_PM,90,60,HIGH,Y2025,97,0.44329896907216493,-6.65979381443299
vwap_follow,NY_PM,90,60,HIGH,Y2026,45,0.4888888888888889,5.927777777777778
vwap_follow,NY_PM,120,30,ALL,IS,2336,0.4922945205479452,-0.030500856164383562
vwap_follow,NY_PM,120,30,ALL,Validation,747,0.4899598393574297,1.2630522088353413
vwap_follow,NY_PM,120,30,ALL,OOS,397,0.4987405541561713,3.551007556675063
vwap_follow,NY_PM,120,30,ALL,Y2025,247,0.4939271255060729,4.954453441295547
vwap_follow,NY_PM,120,30,ALL,Y2026,150,0.5066666666666667,1.24
vwap_follow,NY_PM,120,30,HIGH,IS,794,0.49622166246851385,-0.4121536523929471
vwap_follow,NY_PM,120,30,HIGH,Validation,297,0.4882154882154882,2.201178451178451
vwap_follow,NY_PM,120,30,HIGH,OOS,137,0.46715328467153283,2.6806569343065694
vwap_follow,NY_PM,120,30,HIGH,Y2025,97,0.4948453608247423,7.492268041237113
vwap_follow,NY_PM,120,30,HIGH,Y2026,40,0.4,-8.9875
vwap_follow,NY_PM,120,60,ALL,IS,2336,0.4730308219178082,-0.6178296232876712
vwap_follow,NY_PM,120,60,ALL,Validation,747,0.5287817938420348,3.3393574297188753
vwap_follow,NY_PM,120,60,ALL,OOS,397,0.5037783375314862,3.1353904282115868
vwap_follow,NY_PM,120,60,ALL,Y2025,247,0.4898785425101215,2.4908906882591095
vwap_follow,NY_PM,120,60,ALL,Y2026,150,0.5266666666666666,4.196666666666666
vwap_follow,NY_PM,120,60,HIGH,IS,794,0.4760705289672544,-0.10579345088161209
vwap_follow,NY_PM,120,60,HIGH,Validation,297,0.531986531986532,4.194444444444445
vwap_follow,NY_PM,120,60,HIGH,OOS,137,0.48175182481751827,0.9744525547445255
vwap_follow,NY_PM,120,60,HIGH,Y2025,97,0.4639175257731959,1.4793814432989691
vwap_follow,NY_PM,120,60,HIGH,Y2026,40,0.525,-0.25
vwap_follow,NY_AM,30,30,ALL,IS,2412,0.4917081260364842,0.41324626865671643
vwap_follow,NY_AM,30,30,ALL,Validation,774,0.5439276485788114,1.644702842377261
vwap_follow,NY_AM,30,30,ALL,OOS,412,0.5048543689320388,-0.47148058252427183
vwap_follow,NY_AM,30,30,ALL,Y2025,257,0.5136186770428015,-2.667315175097276
vwap_follow,NY_AM,30,30,ALL,Y2026,155,0.49032258064516127,3.1693548387096775
vwap_follow,NY_AM,30,30,HIGH,IS,819,0.48717948717948717,0.38095238095238093
vwap_follow,NY_AM,30,30,HIGH,Validation,214,0.5233644859813084,0.36565420560747663
vwap_follow,NY_AM,30,30,HIGH,OOS,149,0.48322147651006714,-2.139261744966443
