session,resolver,T_offset,horizon,universe,split,n,win,E,E_net
LONDON,agree_follow,15,30,HIGH,Y2026,15,0.4666666666666667,0.55,-0.45
LONDON,agree_follow,15,30,LOW,IS,623,0.47351524879614765,-0.020064205457463884,-1.0200642054574638
LONDON,agree_follow,15,30,LOW,Validation,134,0.5671641791044776,1.367537313432836,0.3675373134328358
LONDON,agree_follow,15,30,LOW,OOS,186,0.45698924731182794,-3.525537634408602,-4.525537634408602
LONDON,agree_follow,15,30,LOW,Y2025,105,0.5142857142857142,-3.6095238095238096,-4.609523809523809
LONDON,agree_follow,15,30,LOW,Y2026,81,0.38271604938271603,-3.4166666666666665,-4.416666666666667
LONDON,agree_follow,30,15,ALL,IS,2072,0.46042471042471045,0.22140444015444016,-0.7785955598455598
LONDON,agree_follow,30,15,ALL,Validation,693,0.47619047619047616,-0.5299422799422799,-1.52994227994228
LONDON,agree_follow,30,15,ALL,OOS,368,0.4673913043478261,-1.2758152173913044,-2.275815217391304
LONDON,agree_follow,30,15,ALL,Y2025,236,0.5,1.3718220338983051,0.3718220338983051
LONDON,agree_follow,30,15,ALL,Y2026,132,0.4090909090909091,-6.009469696969697,-7.009469696969697
LONDON,agree_follow,30,15,HIGH,IS,760,0.4618421052631579,0.6842105263157895,-0.3157894736842105
LONDON,agree_follow,30,15,HIGH,Validation,308,0.4675324675324675,-1.0251623376623376,-2.0251623376623376
LONDON,agree_follow,30,15,HIGH,OOS,65,0.4461538461538462,0.019230769230769232,-0.9807692307692307
LONDON,agree_follow,30,15,HIGH,Y2025,47,0.44680851063829785,0.4308510638297872,-0.5691489361702128
LONDON,agree_follow,30,15,HIGH,Y2026,18,0.4444444444444444,-1.0555555555555556,-2.0555555555555554
LONDON,agree_follow,30,15,LOW,IS,632,0.47943037974683544,0.22151898734177214,-0.7784810126582279
LONDON,agree_follow,30,15,LOW,Validation,135,0.4888888888888889,0.21851851851851853,-0.7814814814814814
LONDON,agree_follow,30,15,LOW,OOS,180,0.43333333333333335,-3.4555555555555557,-4.455555555555556
LONDON,agree_follow,30,15,LOW,Y2025,108,0.48148148148148145,-0.12268518518518519,-1.1226851851851851
LONDON,agree_follow,30,15,LOW,Y2026,72,0.3611111111111111,-8.45486111111111,-9.45486111111111
LONDON,agree_follow,30,30,ALL,IS,2072,0.4575289575289575,0.032939189189189186,-0.9670608108108109
LONDON,agree_follow,30,30,ALL,Validation,693,0.45021645021645024,-2.533189033189033,-3.533189033189033
LONDON,agree_follow,30,30,ALL,OOS,368,0.4592391304347826,-1.138586956521739,-2.1385869565217392
LONDON,agree_follow,30,30,ALL,Y2025,236,0.461864406779661,0.9925847457627118,-0.007415254237288136
LONDON,agree_follow,30,30,ALL,Y2026,132,0.45454545454545453,-4.948863636363637,-5.948863636363637
LONDON,agree_follow,30,30,HIGH,IS,760,0.4631578947368421,0.6368421052631579,-0.3631578947368421
LONDON,agree_follow,30,30,HIGH,Validation,308,0.4512987012987013,-3.541396103896104,-4.541396103896104
LONDON,agree_follow,30,30,HIGH,OOS,65,0.49230769230769234,-0.19615384615384615,-1.1961538461538461
LONDON,agree_follow,30,30,HIGH,Y2025,47,0.46808510638297873,-0.2127659574468085,-1.2127659574468086
LONDON,agree_follow,30,30,HIGH,Y2026,18,0.5555555555555556,-0.1527777777777778,-1.1527777777777777
LONDON,agree_follow,30,30,LOW,IS,632,0.4620253164556962,-0.13765822784810128,-1.1376582278481013
LONDON,agree_follow,30,30,LOW,Validation,135,0.4740740740740741,-0.7555555555555555,-1.7555555555555555
LONDON,agree_follow,30,30,LOW,OOS,180,0.39444444444444443,-1.9944444444444445,-2.9944444444444445
LONDON,agree_follow,30,30,LOW,Y2025,108,0.4074074074074074,0.13194444444444445,-0.8680555555555556
LONDON,agree_follow,30,30,LOW,Y2026,72,0.375,-5.184027777777778,-6.184027777777778
LONDON,agree_follow,60,15,ALL,IS,2070,0.47632850241545893,0.18804347826086956,-0.8119565217391305
LONDON,agree_follow,60,15,ALL,Validation,667,0.487256371814093,-0.3268365817091454,-1.3268365817091454
LONDON,agree_follow,60,15,ALL,OOS,366,0.5628415300546448,3.6939890710382515,2.6939890710382515
LONDON,agree_follow,60,15,ALL,Y2025,230,0.5695652173913044,2.994565217391304,1.9945652173913044
LONDON,agree_follow,60,15,ALL,Y2026,136,0.5514705882352942,4.876838235294118,3.8768382352941178
LONDON,agree_follow,60,15,HIGH,IS,766,0.4347258485639687,0.04503916449086162,-0.9549608355091384
LONDON,agree_follow,60,15,HIGH,Validation,291,0.4742268041237113,-0.390893470790378,-1.390893470790378
LONDON,agree_follow,60,15,HIGH,OOS,71,0.647887323943662,6.436619718309859,5.436619718309859
LONDON,agree_follow,60,15,HIGH,Y2025,56,0.6071428571428571,3.205357142857143,2.205357142857143
LONDON,agree_follow,60,15,HIGH,Y2026,15,0.8,18.5,17.5
LONDON,agree_follow,60,15,LOW,IS,614,0.509771986970684,-0.021172638436482084,-1.021172638436482
LONDON,agree_follow,60,15,LOW,Validation,138,0.4927536231884058,-0.018115942028985508,-1.0181159420289856
LONDON,agree_follow,60,15,LOW,OOS,178,0.5168539325842697,1.252808988764045,0.25280898876404495
LONDON,agree_follow,60,15,LOW,Y2025,102,0.5588235294117647,4.578431372549019,3.5784313725490198
LONDON,agree_follow,60,15,LOW,Y2026,76,0.4605263157894737,-3.210526315789474,-4.2105263157894735
LONDON,agree_follow,60,30,ALL,IS,2070,0.47681159420289854,0.23840579710144927,-0.7615942028985507
LONDON,agree_follow,60,30,ALL,Validation,667,0.5097451274362819,0.4790104947526237,-0.5209895052473763
LONDON,agree_follow,60,30,ALL,OOS,366,0.5655737704918032,2.9610655737704916,1.9610655737704918
LONDON,agree_follow,60,30,ALL,Y2025,230,0.5521739130434783,1.7543478260869565,0.7543478260869565
LONDON,agree_follow,60,30,ALL,Y2026,136,0.5882352941176471,5.001838235294118,4.001838235294118
LONDON,agree_follow,60,30,HIGH,IS,766,0.4699738903394256,0.2689295039164491,-0.7310704960835509
LONDON,agree_follow,60,30,HIGH,Validation,291,0.49828178694158076,-0.5910652920962199,-1.5910652920962198
LONDON,agree_follow,60,30,HIGH,OOS,71,0.647887323943662,7.595070422535211,6.595070422535211
LONDON,agree_follow,60,30,HIGH,Y2025,56,0.625,3.924107142857143,2.924107142857143
LONDON,agree_follow,60,30,HIGH,Y2026,15,0.7333333333333333,21.3,20.3
LONDON,agree_follow,60,30,LOW,IS,614,0.4771986970684039,-0.16245928338762214,-1.1624592833876222
LONDON,agree_follow,60,30,LOW,Validation,138,0.5289855072463768,1.3568840579710144,0.35688405797101447
LONDON,agree_follow,60,30,LOW,OOS,178,0.5056179775280899,1.8581460674157304,0.8581460674157303
LONDON,agree_follow,60,30,LOW,Y2025,102,0.5196078431372549,2.8970588235294117,1.8970588235294117
LONDON,agree_follow,60,30,LOW,Y2026,76,0.4868421052631579,0.46381578947368424,-0.5361842105263158
LONDON,agree_follow,90,15,ALL,IS,2104,0.45722433460076045,0.08804657794676807,-0.9119534220532319
LONDON,agree_follow,90,15,ALL,Validation,682,0.4809384164222874,0.06451612903225806,-0.9354838709677419
LONDON,agree_follow,90,15,ALL,OOS,365,0.44931506849315067,-0.8787671232876713,-1.8787671232876713
LONDON,agree_follow,90,15,ALL,Y2025,229,0.4192139737991266,-0.9508733624454149,-1.9508733624454149
LONDON,agree_follow,90,15,ALL,Y2026,136,0.5,-0.7573529411764706,-1.7573529411764706
LONDON,agree_follow,90,15,HIGH,IS,770,0.45454545454545453,-0.023051948051948053,-1.023051948051948
LONDON,agree_follow,90,15,HIGH,Validation,307,0.4755700325732899,0.507328990228013,-0.49267100977198697
LONDON,agree_follow,90,15,HIGH,OOS,86,0.4418604651162791,-3.1656976744186047,-4.165697674418604
LONDON,agree_follow,90,15,HIGH,Y2025,60,0.4166666666666667,-2.4541666666666666,-3.4541666666666666
LONDON,agree_follow,90,15,HIGH,Y2026,26,0.5,-4.8076923076923075,-5.8076923076923075
LONDON,agree_follow,90,15,LOW,IS,638,0.4561128526645768,0.4443573667711599,-0.5556426332288401
LONDON,agree_follow,90,15,LOW,Validation,132,0.48484848484848486,-1.6306818181818181,-2.6306818181818183
LONDON,agree_follow,90,15,LOW,OOS,165,0.49696969696969695,0.20606060606060606,-0.793939393939394
LONDON,agree_follow,90,15,LOW,Y2025,97,0.4536082474226804,-0.7345360824742269,-1.7345360824742269
LONDON,agree_follow,90,15,LOW,Y2026,68,0.5588235294117647,1.5477941176470589,0.5477941176470589
LONDON,agree_follow,90,30,ALL,IS,2104,0.4738593155893536,0.2112642585551331,-0.7887357414448669
LONDON,agree_follow,90,30,ALL,Validation,682,0.4706744868035191,0.2155425219941349,-0.7844574780058651
LONDON,agree_follow,90,30,ALL,OOS,365,0.4684931506849315,-1.180821917808219,-2.180821917808219
LONDON,agree_follow,90,30,ALL,Y2025,229,0.48034934497816595,0.5480349344978166,-0.4519650655021834
LONDON,agree_follow,90,30,ALL,Y2026,136,0.4485294117647059,-4.091911764705882,-5.091911764705882
LONDON,agree_follow,90,30,HIGH,IS,770,0.4623376623376623,0.2753246753246753,-0.7246753246753247
LONDON,agree_follow,90,30,HIGH,Validation,307,0.46579804560260585,-0.039902280130293157,-1.039902280130293
LONDON,agree_follow,90,30,HIGH,OOS,86,0.45348837209302323,-1.566860465116279,-2.566860465116279
LONDON,agree_follow,90,30,HIGH,Y2025,60,0.45,2.1875,1.1875
LONDON,agree_follow,90,30,HIGH,Y2026,26,0.46153846153846156,-10.23076923076923,-11.23076923076923
LONDON,agree_follow,90,30,LOW,IS,638,0.4890282131661442,0.2852664576802508,-0.7147335423197492
LONDON,agree_follow,90,30,LOW,Validation,132,0.5151515151515151,0.08712121212121213,-0.9128787878787878
LONDON,agree_follow,90,30,LOW,OOS,165,0.5151515151515151,0.8075757575757576,-0.19242424242424241
LONDON,agree_follow,90,30,LOW,Y2025,97,0.5567010309278351,2.481958762886598,1.481958762886598
LONDON,agree_follow,90,30,LOW,Y2026,68,0.45588235294117646,-1.5808823529411764,-2.5808823529411766
LONDON,agree_follow,120,15,ALL,IS,2089,0.4423168980373384,-0.11464815701292484,-1.1146481570129247
LONDON,agree_follow,120,15,ALL,Validation,695,0.4805755395683453,-0.3039568345323741,-1.3039568345323742
LONDON,agree_follow,120,15,ALL,OOS,372,0.4327956989247312,-0.9764784946236559,-1.976478494623656
LONDON,agree_follow,120,15,ALL,Y2025,235,0.3872340425531915,-2.5446808510638297,-3.5446808510638297
LONDON,agree_follow,120,15,ALL,Y2026,137,0.5109489051094891,1.7135036496350364,0.7135036496350365
LONDON,agree_follow,120,15,HIGH,IS,766,0.4255874673629243,-0.21279373368146215,-1.212793733681462
LONDON,agree_follow,120,15,HIGH,Validation,321,0.48286604361370716,-0.029595015576323987,-1.029595015576324
LONDON,agree_follow,120,15,HIGH,OOS,89,0.47191011235955055,1.9831460674157304,0.9831460674157303
LONDON,agree_follow,120,15,HIGH,Y2025,62,0.43548387096774194,-0.7580645161290323,-1.7580645161290323
LONDON,agree_follow,120,15,HIGH,Y2026,27,0.5555555555555556,8.277777777777779,7.277777777777778
LONDON,agree_follow,120,15,LOW,IS,650,0.45384615384615384,-0.15576923076923077,-1.1557692307692307
LONDON,agree_follow,120,15,LOW,Validation,142,0.4507042253521127,-1.2764084507042253,-2.2764084507042255
LONDON,agree_follow,120,15,LOW,OOS,167,0.4431137724550898,-1.001497005988024,-2.001497005988024
LONDON,agree_follow,120,15,LOW,Y2025,98,0.3979591836734694,-1.6734693877551021,-2.673469387755102
LONDON,agree_follow,120,15,LOW,Y2026,69,0.5072463768115942,-0.04710144927536232,-1.0471014492753623
LONDON,agree_follow,120,30,ALL,IS,2089,0.4538056486357109,-0.005265677357587362,-1.0052656773575874
LONDON,agree_follow,120,30,ALL,Validation,695,0.4676258992805755,0.1158273381294964,-0.8841726618705036
LONDON,agree_follow,120,30,ALL,OOS,372,0.40591397849462363,-2.896505376344086,-3.896505376344086
LONDON,agree_follow,120,30,ALL,Y2025,235,0.37872340425531914,-4.697872340425532,-5.697872340425532
LONDON,agree_follow,120,30,ALL,Y2026,137,0.45255474452554745,0.19343065693430658,-0.8065693430656934
LONDON,agree_follow,120,30,HIGH,IS,766,0.4451697127937337,0.1370757180156658,-0.8629242819843342
LONDON,agree_follow,120,30,HIGH,Validation,321,0.4797507788161994,0.3076323987538941,-0.692367601246106
LONDON,agree_follow,120,30,HIGH,OOS,89,0.39325842696629215,-2.092696629213483,-3.092696629213483
LONDON,agree_follow,120,30,HIGH,Y2025,62,0.3709677419354839,-3.5846774193548385,-4.584677419354839
LONDON,agree_follow,120,30,HIGH,Y2026,27,0.4444444444444444,1.3333333333333333,0.3333333333333333
LONDON,agree_follow,120,30,LOW,IS,650,0.46,-0.32461538461538464,-1.3246153846153845
LONDON,agree_follow,120,30,LOW,Validation,142,0.4014084507042254,-1.8045774647887325,-2.8045774647887325
LONDON,agree_follow,120,30,LOW,OOS,167,0.4251497005988024,-1.5853293413173652,-2.5853293413173652
LONDON,agree_follow,120,30,LOW,Y2025,98,0.40816326530612246,-2.607142857142857,-3.607142857142857
LONDON,agree_follow,120,30,LOW,Y2026,69,0.4492753623188406,-0.13405797101449277,-1.1340579710144927
NY_PM,follow_es,15,15,ALL,IS,2252,0.4968916518650089,0.09602575488454707,-0.9039742451154529
NY_PM,follow_es,15,15,ALL,Validation,750,0.5173333333333333,0.6276666666666667,-0.37233333333333335
NY_PM,follow_es,15,15,ALL,OOS,406,0.4482758620689655,-6.487684729064039,-7.487684729064039
NY_PM,follow_es,15,15,ALL,Y2025,254,0.468503937007874,-3.8346456692913384,-4.834645669291339
NY_PM,follow_es,15,15,ALL,Y2026,152,0.4144736842105263,-10.921052631578947,-11.921052631578947
NY_PM,follow_es,15,15,HIGH,IS,802,0.49002493765586036,0.3587905236907731,-0.641209476309227
NY_PM,follow_es,15,15,HIGH,Validation,286,0.5314685314685315,1.0506993006993006,0.050699300699300696
NY_PM,follow_es,15,15,HIGH,OOS,134,0.44776119402985076,-6.128731343283582,-7.128731343283582
NY_PM,follow_es,15,15,HIGH,Y2025,89,0.48314606741573035,-3.348314606741573,-4.348314606741573
NY_PM,follow_es,15,15,HIGH,Y2026,45,0.37777777777777777,-11.627777777777778,-12.627777777777778
NY_PM,follow_es,15,15,LOW,IS,714,0.49719887955182074,-0.29026610644257705,-1.290266106442577
NY_PM,follow_es,15,15,LOW,Validation,237,0.540084388185654,1.4873417721518987,0.4873417721518987
NY_PM,follow_es,15,15,LOW,OOS,122,0.4180327868852459,-9.66188524590164,-10.66188524590164
NY_PM,follow_es,15,15,LOW,Y2025,68,0.4117647058823529,-9.569852941176471,-10.569852941176471
NY_PM,follow_es,15,15,LOW,Y2026,54,0.42592592592592593,-9.777777777777779,-10.777777777777779
NY_PM,follow_es,15,30,ALL,IS,2252,0.4822380106571936,0.17384547069271758,-0.8261545293072824
NY_PM,follow_es,15,30,ALL,Validation,750,0.5026666666666667,-0.051666666666666666,-1.0516666666666667
NY_PM,follow_es,15,30,ALL,OOS,406,0.4605911330049261,-5.487684729064039,-6.487684729064039
NY_PM,follow_es,15,30,ALL,Y2025,254,0.484251968503937,-4.2362204724409445,-5.2362204724409445
NY_PM,follow_es,15,30,ALL,Y2026,152,0.42105263157894735,-7.578947368421052,-8.578947368421053
NY_PM,follow_es,15,30,HIGH,IS,802,0.4800498753117207,0.9516832917705735,-0.048316708229426436
NY_PM,follow_es,15,30,HIGH,Validation,286,0.5209790209790209,1.7902097902097902,0.7902097902097902
NY_PM,follow_es,15,30,HIGH,OOS,134,0.4552238805970149,-3.5242537313432836,-4.524253731343284
NY_PM,follow_es,15,30,HIGH,Y2025,89,0.449438202247191,-6.929775280898877,-7.929775280898877
NY_PM,follow_es,15,30,HIGH,Y2026,45,0.4666666666666667,3.2111111111111112,2.2111111111111112
NY_PM,follow_es,15,30,LOW,IS,714,0.4677871148459384,-0.2342436974789916,-1.2342436974789917
NY_PM,follow_es,15,30,LOW,Validation,237,0.5021097046413502,0.8491561181434599,-0.15084388185654007
NY_PM,follow_es,15,30,LOW,OOS,122,0.3770491803278688,-12.110655737704919,-13.110655737704919
NY_PM,follow_es,15,30,LOW,Y2025,68,0.36764705882352944,-11.474264705882353,-12.474264705882353
NY_PM,follow_es,15,30,LOW,Y2026,54,0.3888888888888889,-12.912037037037036,-13.912037037037036
NY_PM,follow_es,30,15,ALL,IS,2247,0.47085002225189143,0.016243880729862038,-0.983756119270138
NY_PM,follow_es,30,15,ALL,Validation,737,0.4993215739484396,-0.16417910447761194,-1.164179104477612
NY_PM,follow_es,30,15,ALL,OOS,393,0.4961832061068702,0.4802798982188295,-0.5197201017811705
NY_PM,follow_es,30,15,ALL,Y2025,244,0.48360655737704916,0.5440573770491803,-0.45594262295081966
NY_PM,follow_es,30,15,ALL,Y2026,149,0.5167785234899329,0.37583892617449666,-0.6241610738255033
NY_PM,follow_es,30,15,HIGH,IS,790,0.46582278481012657,0.6367088607594936,-0.3632911392405063
NY_PM,follow_es,30,15,HIGH,Validation,273,0.5054945054945055,0.5311355311355311,-0.46886446886446886
NY_PM,follow_es,30,15,HIGH,OOS,132,0.48484848484848486,1.0700757575757576,0.07007575757575757
NY_PM,follow_es,30,15,HIGH,Y2025,89,0.4606741573033708,-0.4101123595505618,-1.4101123595505618
NY_PM,follow_es,30,15,HIGH,Y2026,43,0.5348837209302325,4.133720930232558,3.133720930232558
NY_PM,follow_es,30,15,LOW,IS,713,0.47545582047685836,-0.1462131837307153,-1.1462131837307152
NY_PM,follow_es,30,15,LOW,Validation,206,0.470873786407767,-1.2172330097087378,-2.217233009708738
NY_PM,follow_es,30,15,LOW,OOS,127,0.4881889763779528,-2.62992125984252,-3.62992125984252
NY_PM,follow_es,30,15,LOW,Y2025,72,0.5416666666666666,1.8402777777777777,0.8402777777777778
NY_PM,follow_es,30,15,LOW,Y2026,55,0.41818181818181815,-8.481818181818182,-9.481818181818182
NY_PM,follow_es,30,30,ALL,IS,2247,0.4721851357365376,-0.31019136626613264,-1.3101913662661326
NY_PM,follow_es,30,30,ALL,Validation,737,0.5020352781546812,-0.9345318860244234,-1.9345318860244234
NY_PM,follow_es,30,30,ALL,OOS,393,0.4707379134860051,-3.3600508905852418,-4.360050890585241
NY_PM,follow_es,30,30,ALL,Y2025,244,0.4672131147540984,-4.726434426229508,-5.726434426229508
NY_PM,follow_es,30,30,ALL,Y2026,149,0.47651006711409394,-1.1224832214765101,-2.12248322147651
NY_PM,follow_es,30,30,HIGH,IS,790,0.44936708860759494,-0.6620253164556962,-1.6620253164556962
NY_PM,follow_es,30,30,HIGH,Validation,273,0.48717948717948717,-0.2802197802197802,-1.2802197802197801
NY_PM,follow_es,30,30,HIGH,OOS,132,0.49242424242424243,-3.850378787878788,-4.850378787878788
NY_PM,follow_es,30,30,HIGH,Y2025,89,0.47191011235955055,-5.589887640449438,-6.589887640449438
NY_PM,follow_es,30,30,HIGH,Y2026,43,0.5348837209302325,-0.25,-1.25
NY_PM,follow_es,30,30,LOW,IS,713,0.4964936886395512,-0.20932678821879383,-1.209326788218794
NY_PM,follow_es,30,30,LOW,Validation,206,0.5097087378640777,-0.5728155339805825,-1.5728155339805825
NY_PM,follow_es,30,30,LOW,OOS,127,0.4645669291338583,-3.8858267716535435,-4.8858267716535435
NY_PM,follow_es,30,30,LOW,Y2025,72,0.4722222222222222,-2.7291666666666665,-3.7291666666666665
NY_PM,follow_es,30,30,LOW,Y2026,55,0.45454545454545453,-5.4,-6.4
NY_PM,follow_es,60,15,ALL,IS,2252,0.48401420959147423,0.15397424511545293,-0.8460257548845471
NY_PM,follow_es,60,15,ALL,Validation,743,0.49259757738896365,0.3361372812920592,-0.6638627187079408
NY_PM,follow_es,60,15,ALL,OOS,395,0.5670886075949367,3.1829113924050634,2.1829113924050634
NY_PM,follow_es,60,15,ALL,Y2025,246,0.5975609756097561,2.622967479674797,1.6229674796747968
NY_PM,follow_es,60,15,ALL,Y2026,149,0.5167785234899329,4.10738255033557,3.1073825503355703
NY_PM,follow_es,60,15,HIGH,IS,780,0.46282051282051284,0.08814102564102565,-0.9118589743589743
NY_PM,follow_es,60,15,HIGH,Validation,296,0.46621621621621623,-0.13006756756756757,-1.1300675675675675
NY_PM,follow_es,60,15,HIGH,OOS,141,0.5531914893617021,1.6808510638297873,0.6808510638297872
NY_PM,follow_es,60,15,HIGH,Y2025,95,0.5473684210526316,0.015789473684210527,-0.9842105263157894
NY_PM,follow_es,60,15,HIGH,Y2026,46,0.5652173913043478,5.119565217391305,4.119565217391305
NY_PM,follow_es,60,15,LOW,IS,735,0.48707482993197276,0.015646258503401362,-0.9843537414965986
NY_PM,follow_es,60,15,LOW,Validation,209,0.5550239234449761,1.6913875598086126,0.6913875598086124
NY_PM,follow_es,60,15,LOW,OOS,136,0.5955882352941176,4.689338235294118,3.6893382352941178
NY_PM,follow_es,60,15,LOW,Y2025,78,0.6282051282051282,5.1923076923076925,4.1923076923076925
NY_PM,follow_es,60,15,LOW,Y2026,58,0.5517241379310345,4.012931034482759,3.0129310344827585
NY_PM,follow_es,60,30,ALL,IS,2252,0.4897868561278863,0.019538188277087035,-0.9804618117229129
NY_PM,follow_es,60,30,ALL,Validation,743,0.5006729475100942,-0.17227456258411844,-1.1722745625841184
NY_PM,follow_es,60,30,ALL,OOS,395,0.5240506329113924,2.7158227848101264,1.7158227848101266
NY_PM,follow_es,60,30,ALL,Y2025,246,0.5365853658536586,4.795731707317073,3.7957317073170733
NY_PM,follow_es,60,30,ALL,Y2026,149,0.5033557046979866,-0.7181208053691275,-1.7181208053691275
NY_PM,follow_es,60,30,HIGH,IS,780,0.4846153846153846,0.3541666666666667,-0.6458333333333334
NY_PM,follow_es,60,30,HIGH,Validation,296,0.5033783783783784,-0.20270270270270271,-1.2027027027027026
NY_PM,follow_es,60,30,HIGH,OOS,141,0.5177304964539007,3.448581560283688,2.448581560283688
NY_PM,follow_es,60,30,HIGH,Y2025,95,0.49473684210526314,8.16578947368421,7.16578947368421
NY_PM,follow_es,60,30,HIGH,Y2026,46,0.5652173913043478,-6.293478260869565,-7.293478260869565
NY_PM,follow_es,60,30,LOW,IS,735,0.4639455782312925,-0.5785714285714286,-1.5785714285714285
NY_PM,follow_es,60,30,LOW,Validation,209,0.507177033492823,1.0968899521531101,0.09688995215311005
NY_PM,follow_es,60,30,LOW,OOS,136,0.5441176470588235,2.84375,1.84375
NY_PM,follow_es,60,30,LOW,Y2025,78,0.5512820512820513,0.5,-0.5
NY_PM,follow_es,60,30,LOW,Y2026,58,0.5344827586206896,5.995689655172414,4.995689655172414
NY_PM,follow_es,90,15,ALL,IS,2284,0.4912434325744308,-0.2575525394045534,-1.2575525394045535
NY_PM,follow_es,90,15,ALL,Validation,744,0.49193548387096775,0.5571236559139785,-0.4428763440860215
NY_PM,follow_es,90,15,ALL,OOS,395,0.48860759493670886,1.6677215189873418,0.6677215189873418
NY_PM,follow_es,90,15,ALL,Y2025,245,0.4775510204081633,1.436734693877551,0.43673469387755104
NY_PM,follow_es,90,15,ALL,Y2026,150,0.5066666666666667,2.045,1.045
NY_PM,follow_es,90,15,HIGH,IS,788,0.4936548223350254,0.07614213197969544,-0.9238578680203046
NY_PM,follow_es,90,15,HIGH,Validation,294,0.47278911564625853,0.35799319727891155,-0.6420068027210885
NY_PM,follow_es,90,15,HIGH,OOS,142,0.4859154929577465,1.2816901408450705,0.28169014084507044
NY_PM,follow_es,90,15,HIGH,Y2025,97,0.4742268041237113,0.16494845360824742,-0.8350515463917526
NY_PM,follow_es,90,15,HIGH,Y2026,45,0.5111111111111111,3.688888888888889,2.688888888888889
NY_PM,follow_es,90,15,LOW,IS,746,0.4932975871313673,-0.12734584450402145,-1.1273458445040214
NY_PM,follow_es,90,15,LOW,Validation,186,0.478494623655914,-0.29301075268817206,-1.293010752688172
NY_PM,follow_es,90,15,LOW,OOS,140,0.4642857142857143,-0.9517857142857142,-1.9517857142857142
NY_PM,follow_es,90,15,LOW,Y2025,78,0.46153846153846156,1.3685897435897436,0.3685897435897436
NY_PM,follow_es,90,15,LOW,Y2026,62,0.46774193548387094,-3.870967741935484,-4.870967741935484
NY_PM,follow_es,90,30,ALL,IS,2284,0.46453590192644484,-0.30823117338003503,-1.308231173380035
NY_PM,follow_es,90,30,ALL,Validation,744,0.5080645161290323,1.0006720430107527,0.0006720430107526882
NY_PM,follow_es,90,30,ALL,OOS,395,0.4962025316455696,1.1379746835443039,0.1379746835443038
NY_PM,follow_es,90,30,ALL,Y2025,245,0.49795918367346936,3.2091836734693877,2.2091836734693877
NY_PM,follow_es,90,30,ALL,Y2026,150,0.49333333333333335,-2.245,-3.245
NY_PM,follow_es,90,30,HIGH,IS,788,0.44923857868020306,0.4508248730964467,-0.5491751269035533
NY_PM,follow_es,90,30,HIGH,Validation,294,0.5204081632653061,1.6879251700680271,0.6879251700680272
NY_PM,follow_es,90,30,HIGH,OOS,142,0.4647887323943662,4.658450704225352,3.658450704225352
NY_PM,follow_es,90,30,HIGH,Y2025,97,0.4845360824742268,6.216494845360825,5.216494845360825
NY_PM,follow_es,90,30,HIGH,Y2026,45,0.4222222222222222,1.3,0.3
NY_PM,follow_es,90,30,LOW,IS,746,0.4772117962466488,-0.1591823056300268,-1.1591823056300268
NY_PM,follow_es,90,30,LOW,Validation,186,0.45161290322580644,0.4166666666666667,-0.5833333333333334
NY_PM,follow_es,90,30,LOW,OOS,140,0.4785714285714286,-6.1625,-7.1625
NY_PM,follow_es,90,30,LOW,Y2025,78,0.5,-1.1378205128205128,-2.1378205128205128
NY_PM,follow_es,90,30,LOW,Y2026,62,0.45161290322580644,-12.483870967741936,-13.483870967741936
NY_PM,follow_es,120,15,ALL,IS,2270,0.4973568281938326,-0.10892070484581498,-1.108920704845815
NY_PM,follow_es,120,15,ALL,Validation,741,0.5236167341430499,0.997638326585695,-0.0023616734143049934
NY_PM,follow_es,120,15,ALL,OOS,394,0.5279187817258884,0.22842639593908629,-0.7715736040609137
NY_PM,follow_es,120,15,ALL,Y2025,246,0.5447154471544715,0.9512195121951219,-0.04878048780487805
NY_PM,follow_es,120,15,ALL,Y2026,148,0.5,-0.972972972972973,-1.972972972972973
NY_PM,follow_es,120,15,HIGH,IS,780,0.4897435897435897,-0.2842948717948718,-1.284294871794872
NY_PM,follow_es,120,15,HIGH,Validation,296,0.5,0.8285472972972973,-0.17145270270270271
NY_PM,follow_es,120,15,HIGH,OOS,137,0.5401459854014599,0.26277372262773724,-0.7372262773722628
NY_PM,follow_es,120,15,HIGH,Y2025,97,0.5670103092783505,2.7036082474226806,1.7036082474226804
NY_PM,follow_es,120,15,HIGH,Y2026,40,0.475,-5.65625,-6.65625
NY_PM,follow_es,120,15,LOW,IS,733,0.4979536152796726,0.3461800818553888,-0.6538199181446112
NY_PM,follow_es,120,15,LOW,Validation,190,0.5631578947368421,3.069736842105263,2.069736842105263
NY_PM,follow_es,120,15,LOW,OOS,143,0.5174825174825175,-1.3111888111888113,-2.3111888111888113
NY_PM,follow_es,120,15,LOW,Y2025,79,0.5063291139240507,-4.4905063291139244,-5.4905063291139244
NY_PM,follow_es,120,15,LOW,Y2026,64,0.53125,2.61328125,1.61328125
NY_PM,follow_es,120,30,ALL,IS,2270,0.4973568281938326,0.04702643171806167,-0.9529735682819384
NY_PM,follow_es,120,30,ALL,Validation,741,0.5101214574898786,2.374493927125506,1.374493927125506
NY_PM,follow_es,120,30,ALL,OOS,394,0.5101522842639594,2.2277918781725887,1.2277918781725887
NY_PM,follow_es,120,30,ALL,Y2025,246,0.491869918699187,1.6991869918699187,0.6991869918699187
NY_PM,follow_es,120,30,ALL,Y2026,148,0.5405405405405406,3.106418918918919,2.106418918918919
