session,resolver,T_offset,horizon,universe,split,n,win,E,E_net
LONDON,follow_es,30,30,LOW,Validation,164,0.4817073170731707,0.0975609756097561,-0.9024390243902439
LONDON,follow_es,30,30,LOW,OOS,210,0.4095238095238095,-1.5845238095238094,-2.5845238095238097
LONDON,follow_es,30,30,LOW,Y2025,119,0.40336134453781514,-0.8760504201680672,-1.8760504201680672
LONDON,follow_es,30,30,LOW,Y2026,91,0.4175824175824176,-2.510989010989011,-3.510989010989011
LONDON,follow_es,60,15,ALL,IS,2292,0.4781849912739965,0.12041884816753927,-0.8795811518324608
LONDON,follow_es,60,15,ALL,Validation,761,0.49934296977660975,-0.0397503285151117,-1.0397503285151117
LONDON,follow_es,60,15,ALL,OOS,407,0.5552825552825553,2.9514742014742015,1.9514742014742015
LONDON,follow_es,60,15,ALL,Y2025,253,0.5731225296442688,2.811264822134387,1.8112648221343874
LONDON,follow_es,60,15,ALL,Y2026,154,0.525974025974026,3.1818181818181817,2.1818181818181817
LONDON,follow_es,60,15,HIGH,IS,802,0.43640897755610975,-0.007793017456359103,-1.0077930174563592
LONDON,follow_es,60,15,HIGH,Validation,314,0.49363057324840764,-0.10907643312101911,-1.109076433121019
LONDON,follow_es,60,15,HIGH,OOS,71,0.647887323943662,6.436619718309859,5.436619718309859
LONDON,follow_es,60,15,HIGH,Y2025,56,0.6071428571428571,3.205357142857143,2.205357142857143
LONDON,follow_es,60,15,HIGH,Y2026,15,0.8,18.5,17.5
LONDON,follow_es,60,15,LOW,IS,732,0.5081967213114754,-0.07001366120218579,-1.0700136612021858
LONDON,follow_es,60,15,LOW,Validation,166,0.4939759036144578,-0.06475903614457831,-1.0647590361445782
LONDON,follow_es,60,15,LOW,OOS,207,0.5024154589371981,0.3164251207729469,-0.6835748792270532
LONDON,follow_es,60,15,LOW,Y2025,115,0.5565217391304348,4.176086956521739,3.1760869565217393
LONDON,follow_es,60,15,LOW,Y2026,92,0.43478260869565216,-4.508152173913044,-5.508152173913044
LONDON,follow_es,60,30,ALL,IS,2292,0.4768760907504363,0.06260907504363002,-0.93739092495637
LONDON,follow_es,60,30,ALL,Validation,761,0.5059132720105125,0.5151116951379764,-0.48488830486202367
LONDON,follow_es,60,30,ALL,OOS,407,0.547911547911548,1.7874692874692875,0.7874692874692875
LONDON,follow_es,60,30,ALL,Y2025,253,0.5375494071146245,1.233201581027668,0.233201581027668
LONDON,follow_es,60,30,ALL,Y2026,154,0.564935064935065,2.698051948051948,1.698051948051948
LONDON,follow_es,60,30,HIGH,IS,802,0.4688279301745636,0.13216957605985039,-0.8678304239401496
LONDON,follow_es,60,30,HIGH,Validation,314,0.5063694267515924,-0.18789808917197454,-1.1878980891719746
LONDON,follow_es,60,30,HIGH,OOS,71,0.647887323943662,7.595070422535211,6.595070422535211
LONDON,follow_es,60,30,HIGH,Y2025,56,0.625,3.924107142857143,2.924107142857143
LONDON,follow_es,60,30,HIGH,Y2026,15,0.7333333333333333,21.3,20.3
LONDON,follow_es,60,30,LOW,IS,732,0.47950819672131145,-0.40334699453551914,-1.403346994535519
LONDON,follow_es,60,30,LOW,Validation,166,0.5120481927710844,0.9563253012048193,-0.043674698795180725
LONDON,follow_es,60,30,LOW,OOS,207,0.4927536231884058,0.643719806763285,-0.35628019323671495
LONDON,follow_es,60,30,LOW,Y2025,115,0.5130434782608696,2.3347826086956522,1.3347826086956522
LONDON,follow_es,60,30,LOW,Y2026,92,0.4673913043478261,-1.4701086956521738,-2.470108695652174
LONDON,follow_es,90,15,ALL,IS,2318,0.46074201898188094,0.14754098360655737,-0.8524590163934426
LONDON,follow_es,90,15,ALL,Validation,764,0.4895287958115183,0.02356020942408377,-0.9764397905759162
LONDON,follow_es,90,15,ALL,OOS,409,0.45232273838630804,-1.2011002444987775,-2.2011002444987775
LONDON,follow_es,90,15,ALL,Y2025,254,0.4251968503937008,-0.9822834645669292,-1.9822834645669292
LONDON,follow_es,90,15,ALL,Y2026,155,0.4967741935483871,-1.5596774193548386,-2.5596774193548386
LONDON,follow_es,90,15,HIGH,IS,805,0.45714285714285713,0.04720496894409938,-0.9527950310559006
LONDON,follow_es,90,15,HIGH,Validation,329,0.47416413373860183,0.3882978723404255,-0.6117021276595744
LONDON,follow_es,90,15,HIGH,OOS,89,0.449438202247191,-2.8623595505617976,-3.8623595505617976
LONDON,follow_es,90,15,HIGH,Y2025,62,0.41935483870967744,-2.3024193548387095,-3.3024193548387095
LONDON,follow_es,90,15,HIGH,Y2026,27,0.5185185185185185,-4.148148148148148,-5.148148148148148
LONDON,follow_es,90,15,LOW,IS,746,0.4651474530831099,0.5851206434316354,-0.4148793565683646
LONDON,follow_es,90,15,LOW,Validation,166,0.5120481927710844,-0.7740963855421686,-1.7740963855421688
LONDON,follow_es,90,15,LOW,OOS,198,0.5050505050505051,-0.51010101010101,-1.5101010101010102
LONDON,follow_es,90,15,LOW,Y2025,115,0.46956521739130436,-0.8130434782608695,-1.8130434782608695
LONDON,follow_es,90,15,LOW,Y2026,83,0.5542168674698795,-0.09036144578313253,-1.0903614457831325
LONDON,follow_es,90,30,ALL,IS,2318,0.4758412424503883,0.23393011216566006,-0.7660698878343399
LONDON,follow_es,90,30,ALL,Validation,764,0.4790575916230366,0.38579842931937175,-0.6142015706806283
LONDON,follow_es,90,30,ALL,OOS,409,0.45965770171149145,-2.1033007334963325,-3.1033007334963325
LONDON,follow_es,90,30,ALL,Y2025,254,0.47244094488188976,0.47736220472440943,-0.5226377952755905
LONDON,follow_es,90,30,ALL,Y2026,155,0.43870967741935485,-6.332258064516129,-7.332258064516129
LONDON,follow_es,90,30,HIGH,IS,805,0.4645962732919255,0.3096273291925466,-0.6903726708074535
LONDON,follow_es,90,30,HIGH,Validation,329,0.46504559270516715,-0.16337386018237082,-1.1633738601823709
LONDON,follow_es,90,30,HIGH,OOS,89,0.4606741573033708,-1.351123595505618,-2.351123595505618
LONDON,follow_es,90,30,HIGH,Y2025,62,0.45161290322580644,2.0403225806451615,1.0403225806451613
LONDON,follow_es,90,30,HIGH,Y2026,27,0.48148148148148145,-9.13888888888889,-10.13888888888889
LONDON,follow_es,90,30,LOW,IS,746,0.49463806970509383,0.42660857908847183,-0.5733914209115282
LONDON,follow_es,90,30,LOW,Validation,166,0.536144578313253,1.2198795180722892,0.21987951807228914
LONDON,follow_es,90,30,LOW,OOS,198,0.5,-0.8787878787878788,-1.878787878787879
LONDON,follow_es,90,30,LOW,Y2025,115,0.5391304347826087,2.5217391304347827,1.5217391304347827
LONDON,follow_es,90,30,LOW,Y2026,83,0.4457831325301205,-5.590361445783133,-6.590361445783133
LONDON,follow_es,120,15,ALL,IS,2324,0.4449225473321859,-0.15673407917383822,-1.1567340791738383
LONDON,follow_es,120,15,ALL,Validation,765,0.4888888888888889,-0.22647058823529412,-1.2264705882352942
LONDON,follow_es,120,15,ALL,OOS,411,0.4282238442822384,-0.968978102189781,-1.968978102189781
LONDON,follow_es,120,15,ALL,Y2025,256,0.390625,-2.2294921875,-3.2294921875
LONDON,follow_es,120,15,ALL,Y2026,155,0.49032258064516127,1.1129032258064515,0.11290322580645161
LONDON,follow_es,120,15,HIGH,IS,802,0.4251870324189526,-0.2350374064837905,-1.2350374064837906
LONDON,follow_es,120,15,HIGH,Validation,340,0.49117647058823527,-0.15294117647058825,-1.1529411764705881
LONDON,follow_es,120,15,HIGH,OOS,90,0.4666666666666667,1.6527777777777777,0.6527777777777778
LONDON,follow_es,120,15,HIGH,Y2025,62,0.43548387096774194,-0.7580645161290323,-1.7580645161290323
LONDON,follow_es,120,15,HIGH,Y2026,28,0.5357142857142857,6.991071428571429,5.991071428571429
LONDON,follow_es,120,15,LOW,IS,757,0.4610303830911493,-0.1978203434610304,-1.1978203434610304
LONDON,follow_es,120,15,LOW,Validation,160,0.45,-1.0515625,-2.0515625
LONDON,follow_es,120,15,LOW,OOS,193,0.44041450777202074,-0.5790155440414507,-1.5790155440414508
LONDON,follow_es,120,15,LOW,Y2025,113,0.40707964601769914,-1.165929203539823,-2.165929203539823
LONDON,follow_es,120,15,LOW,Y2026,80,0.4875,0.25,-0.75
LONDON,follow_es,120,30,ALL,IS,2324,0.45481927710843373,-0.050451807228915665,-1.0504518072289157
LONDON,follow_es,120,30,ALL,Validation,765,0.4745098039215686,0.29705882352941176,-0.7029411764705882
LONDON,follow_es,120,30,ALL,OOS,411,0.41849148418491483,-2.5900243309002433,-3.5900243309002433
LONDON,follow_es,120,30,ALL,Y2025,256,0.39453125,-4.18359375,-5.18359375
LONDON,follow_es,120,30,ALL,Y2026,155,0.45806451612903226,0.041935483870967745,-0.9580645161290322
LONDON,follow_es,120,30,HIGH,IS,802,0.442643391521197,0.1633416458852868,-0.8366583541147132
LONDON,follow_es,120,30,HIGH,Validation,340,0.4764705882352941,0.21323529411764705,-0.7867647058823529
LONDON,follow_es,120,30,HIGH,OOS,90,0.3888888888888889,-2.3944444444444444,-3.3944444444444444
LONDON,follow_es,120,30,HIGH,Y2025,62,0.3709677419354839,-3.5846774193548385,-4.584677419354839
LONDON,follow_es,120,30,HIGH,Y2026,28,0.42857142857142855,0.24107142857142858,-0.7589285714285714
LONDON,follow_es,120,30,LOW,IS,757,0.4702774108322325,-0.3127476882430647,-1.3127476882430646
LONDON,follow_es,120,30,LOW,Validation,160,0.40625,-1.6828125,-2.6828125
LONDON,follow_es,120,30,LOW,OOS,193,0.44559585492227977,-1.150259067357513,-2.150259067357513
LONDON,follow_es,120,30,LOW,Y2025,113,0.4336283185840708,-2.061946902654867,-3.061946902654867
LONDON,follow_es,120,30,LOW,Y2026,80,0.4625,0.1375,-0.8625
LONDON,rs_continue,15,15,ALL,IS,2390,0.4887029288702929,0.060355648535564854,-0.9396443514644351
LONDON,rs_continue,15,15,ALL,Validation,772,0.5414507772020726,1.9488341968911918,0.9488341968911918
LONDON,rs_continue,15,15,ALL,OOS,413,0.43825665859564167,-1.8141646489104115,-2.8141646489104115
LONDON,rs_continue,15,15,ALL,Y2025,257,0.45136186770428016,-2.3657587548638133,-3.3657587548638133
LONDON,rs_continue,15,15,ALL,Y2026,156,0.4166666666666667,-0.905448717948718,-1.9054487179487178
LONDON,rs_continue,15,15,HIGH,IS,818,0.5061124694376528,0.1311124694376528,-0.8688875305623472
LONDON,rs_continue,15,15,HIGH,Validation,302,0.5496688741721855,1.7508278145695364,0.7508278145695364
LONDON,rs_continue,15,15,HIGH,OOS,58,0.3448275862068966,-2.0086206896551726,-3.0086206896551726
LONDON,rs_continue,15,15,HIGH,Y2025,43,0.3488372093023256,-2.0290697674418605,-3.0290697674418605
LONDON,rs_continue,15,15,HIGH,Y2026,15,0.3333333333333333,-1.95,-2.95
LONDON,rs_continue,15,15,LOW,IS,784,0.4770408163265306,0.12213010204081633,-0.8778698979591837
LONDON,rs_continue,15,15,LOW,Validation,175,0.5028571428571429,0.87,-0.13
LONDON,rs_continue,15,15,LOW,OOS,217,0.46543778801843316,-0.7764976958525346,-1.7764976958525345
LONDON,rs_continue,15,15,LOW,Y2025,124,0.47580645161290325,-1.2560483870967742,-2.256048387096774
LONDON,rs_continue,15,15,LOW,Y2026,93,0.45161290322580644,-0.13709677419354838,-1.1370967741935485
LONDON,rs_continue,15,30,ALL,IS,2390,0.4820083682008368,0.06914225941422594,-0.9308577405857741
LONDON,rs_continue,15,30,ALL,Validation,772,0.5272020725388601,1.0391839378238341,0.0391839378238342
LONDON,rs_continue,15,30,ALL,OOS,413,0.4430992736077482,-2.98728813559322,-3.98728813559322
LONDON,rs_continue,15,30,ALL,Y2025,257,0.46303501945525294,-2.254863813229572,-3.254863813229572
LONDON,rs_continue,15,30,ALL,Y2026,156,0.41025641025641024,-4.193910256410256,-5.193910256410256
LONDON,rs_continue,15,30,HIGH,IS,818,0.4938875305623472,0.565403422982885,-0.4345965770171149
LONDON,rs_continue,15,30,HIGH,Validation,302,0.5562913907284768,1.1589403973509933,0.15894039735099338
LONDON,rs_continue,15,30,HIGH,OOS,58,0.41379310344827586,1.3836206896551724,0.38362068965517243
LONDON,rs_continue,15,30,HIGH,Y2025,43,0.3953488372093023,1.6744186046511629,0.6744186046511628
LONDON,rs_continue,15,30,HIGH,Y2026,15,0.4666666666666667,0.55,-0.45
LONDON,rs_continue,15,30,LOW,IS,784,0.4846938775510204,-0.10331632653061225,-1.1033163265306123
LONDON,rs_continue,15,30,LOW,Validation,175,0.48,0.71,-0.29
LONDON,rs_continue,15,30,LOW,OOS,217,0.4423963133640553,-3.338709677419355,-4.338709677419355
LONDON,rs_continue,15,30,LOW,Y2025,124,0.4596774193548387,-3.493951612903226,-4.493951612903226
LONDON,rs_continue,15,30,LOW,Y2026,93,0.41935483870967744,-3.131720430107527,-4.131720430107527
LONDON,rs_continue,30,15,ALL,IS,2400,0.48375,0.17322916666666666,-0.8267708333333333
LONDON,rs_continue,30,15,ALL,Validation,775,0.4761290322580645,-0.7945161290322581,-1.794516129032258
LONDON,rs_continue,30,15,ALL,OOS,413,0.46246973365617433,-2.4170702179176757,-3.4170702179176757
LONDON,rs_continue,30,15,ALL,Y2025,257,0.49416342412451364,-0.05155642023346303,-1.051556420233463
LONDON,rs_continue,30,15,ALL,Y2026,156,0.41025641025641024,-6.314102564102564,-7.314102564102564
LONDON,rs_continue,30,15,HIGH,IS,820,0.49634146341463414,0.5085365853658537,-0.49146341463414633
LONDON,rs_continue,30,15,HIGH,Validation,324,0.4691358024691358,-0.48225308641975306,-1.4822530864197532
LONDON,rs_continue,30,15,HIGH,OOS,67,0.417910447761194,-2.7313432835820897,-3.7313432835820897
LONDON,rs_continue,30,15,HIGH,Y2025,49,0.42857142857142855,-1.8877551020408163,-2.8877551020408165
LONDON,rs_continue,30,15,HIGH,Y2026,18,0.3888888888888889,-5.027777777777778,-6.027777777777778
LONDON,rs_continue,30,15,LOW,IS,787,0.4777636594663278,-0.20775095298602286,-1.2077509529860229
LONDON,rs_continue,30,15,LOW,Validation,172,0.5232558139534884,0.2136627906976744,-0.7863372093023255
LONDON,rs_continue,30,15,LOW,OOS,216,0.4305555555555556,-3.613425925925926,-4.613425925925926
LONDON,rs_continue,30,15,LOW,Y2025,122,0.4672131147540984,-0.7315573770491803,-1.7315573770491803
LONDON,rs_continue,30,15,LOW,Y2026,94,0.3829787234042553,-7.3537234042553195,-8.35372340425532
LONDON,rs_continue,30,30,ALL,IS,2400,0.485,-0.03833333333333333,-1.0383333333333333
LONDON,rs_continue,30,30,ALL,Validation,775,0.46064516129032257,-1.5580645161290323,-2.5580645161290323
LONDON,rs_continue,30,30,ALL,OOS,413,0.43825665859564167,-3.070217917675545,-4.070217917675545
LONDON,rs_continue,30,30,ALL,Y2025,257,0.4591439688715953,-0.6760700389105059,-1.6760700389105059
LONDON,rs_continue,30,30,ALL,Y2026,156,0.40384615384615385,-7.014423076923077,-8.014423076923077
LONDON,rs_continue,30,30,HIGH,IS,820,0.5024390243902439,0.49664634146341463,-0.5033536585365853
LONDON,rs_continue,30,30,HIGH,Validation,324,0.4537037037037037,-3.0239197530864197,-4.02391975308642
LONDON,rs_continue,30,30,HIGH,OOS,67,0.43283582089552236,-3.6417910447761193,-4.641791044776119
LONDON,rs_continue,30,30,HIGH,Y2025,49,0.40816326530612246,-3.943877551020408,-4.9438775510204085
LONDON,rs_continue,30,30,HIGH,Y2026,18,0.5,-2.8194444444444446,-3.8194444444444446
LONDON,rs_continue,30,30,LOW,IS,787,0.48284625158831,-0.39072426937738247,-1.3907242693773825
LONDON,rs_continue,30,30,LOW,Validation,172,0.5232558139534884,1.0203488372093024,0.020348837209302327
LONDON,rs_continue,30,30,LOW,OOS,216,0.4074074074074074,-3.1261574074074074,-4.126157407407407
LONDON,rs_continue,30,30,LOW,Y2025,122,0.45081967213114754,0.6639344262295082,-0.3360655737704918
LONDON,rs_continue,30,30,LOW,Y2026,94,0.35106382978723405,-8.045212765957446,-9.045212765957446
LONDON,rs_continue,60,15,ALL,IS,2397,0.46766791823112225,0.1452857738840217,-0.8547142261159784
LONDON,rs_continue,60,15,ALL,Validation,775,0.4890322580645161,0.025806451612903226,-0.9741935483870968
LONDON,rs_continue,60,15,ALL,OOS,413,0.5351089588377724,2.796004842615012,1.7960048426150121
LONDON,rs_continue,60,15,ALL,Y2025,257,0.490272373540856,-0.7334630350194552,-1.7334630350194553
LONDON,rs_continue,60,15,ALL,Y2026,156,0.6089743589743589,8.610576923076923,7.610576923076923
LONDON,rs_continue,60,15,HIGH,IS,818,0.4449877750611247,-0.1311124694376528,-1.1311124694376529
LONDON,rs_continue,60,15,HIGH,Validation,316,0.47468354430379744,0.3971518987341772,-0.6028481012658228
LONDON,rs_continue,60,15,HIGH,OOS,72,0.5555555555555556,2.5069444444444446,1.5069444444444444
LONDON,rs_continue,60,15,HIGH,Y2025,57,0.49122807017543857,-1.7017543859649122,-2.7017543859649122
LONDON,rs_continue,60,15,HIGH,Y2026,15,0.8,18.5,17.5
LONDON,rs_continue,60,15,LOW,IS,786,0.4592875318066158,0.019720101781170483,-0.9802798982188295
LONDON,rs_continue,60,15,LOW,Validation,173,0.5606936416184971,1.5476878612716762,0.5476878612716763
LONDON,rs_continue,60,15,LOW,OOS,212,0.5047169811320755,2.068396226415094,1.0683962264150944
LONDON,rs_continue,60,15,LOW,Y2025,118,0.4576271186440678,0.029661016949152543,-0.9703389830508474
LONDON,rs_continue,60,15,LOW,Y2026,94,0.5638297872340425,4.627659574468085,3.627659574468085
LONDON,rs_continue,60,30,ALL,IS,2397,0.48727576136837714,0.6040884438881936,-0.39591155611180645
LONDON,rs_continue,60,30,ALL,Validation,775,0.5032258064516129,-0.09290322580645162,-1.0929032258064517
LONDON,rs_continue,60,30,ALL,OOS,413,0.5786924939467313,2.2602905569007263,1.2602905569007263
LONDON,rs_continue,60,30,ALL,Y2025,257,0.5642023346303502,-0.6138132295719845,-1.6138132295719845
LONDON,rs_continue,60,30,ALL,Y2026,156,0.6025641025641025,6.9951923076923075,5.9951923076923075
LONDON,rs_continue,60,30,HIGH,IS,818,0.46454767726161367,0.06968215158924206,-0.9303178484107579
LONDON,rs_continue,60,30,HIGH,Validation,316,0.49683544303797467,-0.42325949367088606,-1.423259493670886
LONDON,rs_continue,60,30,HIGH,OOS,72,0.6111111111111112,1.6631944444444444,0.6631944444444444
LONDON,rs_continue,60,30,HIGH,Y2025,57,0.5789473684210527,-3.504385964912281,-4.504385964912281
LONDON,rs_continue,60,30,HIGH,Y2026,15,0.7333333333333333,21.3,20.3
LONDON,rs_continue,60,30,LOW,IS,786,0.4758269720101781,0.8568702290076335,-0.1431297709923664
LONDON,rs_continue,60,30,LOW,Validation,173,0.5317919075144508,0.9869942196531792,-0.01300578034682081
LONDON,rs_continue,60,30,LOW,OOS,212,0.5377358490566038,1.3502358490566038,0.35023584905660377
LONDON,rs_continue,60,30,LOW,Y2025,118,0.5338983050847458,-0.15466101694915255,-1.1546610169491525
LONDON,rs_continue,60,30,LOW,Y2026,94,0.5425531914893617,3.2393617021276597,2.2393617021276597
LONDON,rs_continue,90,15,ALL,IS,2403,0.4640033291718685,-0.11059092800665835,-1.1105909280066584
LONDON,rs_continue,90,15,ALL,Validation,774,0.4883720930232558,0.017118863049095608,-0.9828811369509044
LONDON,rs_continue,90,15,ALL,OOS,413,0.4939467312348668,0.43946731234866826,-0.5605326876513317
LONDON,rs_continue,90,15,ALL,Y2025,257,0.49416342412451364,1.154669260700389,0.1546692607003891
LONDON,rs_continue,90,15,ALL,Y2026,156,0.4935897435897436,-0.7387820512820513,-1.7387820512820513
LONDON,rs_continue,90,15,HIGH,IS,819,0.4542124542124542,-0.1681929181929182,-1.1681929181929183
LONDON,rs_continue,90,15,HIGH,Validation,331,0.48338368580060426,0.574773413897281,-0.425226586102719
LONDON,rs_continue,90,15,HIGH,OOS,89,0.4157303370786517,-3.710674157303371,-4.71067415730337
LONDON,rs_continue,90,15,HIGH,Y2025,62,0.3870967741935484,-3.100806451612903,-4.100806451612903
LONDON,rs_continue,90,15,HIGH,Y2026,27,0.48148148148148145,-5.111111111111111,-6.111111111111111
LONDON,rs_continue,90,15,LOW,IS,790,0.4759493670886076,-0.07563291139240506,-1.075632911392405
LONDON,rs_continue,90,15,LOW,Validation,170,0.4647058823529412,-1.963235294117647,-2.963235294117647
LONDON,rs_continue,90,15,LOW,OOS,201,0.5572139303482587,2.1007462686567164,1.1007462686567164
LONDON,rs_continue,90,15,LOW,Y2025,117,0.5726495726495726,2.8525641025641026,1.8525641025641026
LONDON,rs_continue,90,15,LOW,Y2026,84,0.5357142857142857,1.0535714285714286,0.05357142857142857
LONDON,rs_continue,90,30,ALL,IS,2403,0.4823137744486059,0.23595505617977527,-0.7640449438202247
LONDON,rs_continue,90,30,ALL,Validation,774,0.4806201550387597,-0.20155038759689922,-1.2015503875968991
LONDON,rs_continue,90,30,ALL,OOS,413,0.5084745762711864,0.3553268765133172,-0.6446731234866828
LONDON,rs_continue,90,30,ALL,Y2025,257,0.5330739299610895,1.4007782101167314,0.40077821011673154
LONDON,rs_continue,90,30,ALL,Y2026,156,0.46794871794871795,-1.3669871794871795,-2.3669871794871793
LONDON,rs_continue,90,30,HIGH,IS,819,0.4884004884004884,0.42002442002442003,-0.57997557997558
LONDON,rs_continue,90,30,HIGH,Validation,331,0.4773413897280967,0.15634441087613293,-0.8436555891238671
LONDON,rs_continue,90,30,HIGH,OOS,89,0.43820224719101125,-4.435393258426966,-5.435393258426966
LONDON,rs_continue,90,30,HIGH,Y2025,62,0.43548387096774194,-1.7661290322580645,-2.7661290322580645
LONDON,rs_continue,90,30,HIGH,Y2026,27,0.4444444444444444,-10.564814814814815,-11.564814814814815
LONDON,rs_continue,90,30,LOW,IS,790,0.48860759493670886,0.16455696202531644,-0.8354430379746836
LONDON,rs_continue,90,30,LOW,Validation,170,0.5058823529411764,-1.4808823529411765,-2.4808823529411765
LONDON,rs_continue,90,30,LOW,OOS,201,0.5572139303482587,2.3893034825870645,1.3893034825870647
LONDON,rs_continue,90,30,LOW,Y2025,117,0.6239316239316239,3.6666666666666665,2.6666666666666665
LONDON,rs_continue,90,30,LOW,Y2026,84,0.4642857142857143,0.6101190476190477,-0.3898809523809524
LONDON,rs_continue,120,15,ALL,IS,2390,0.4640167364016736,-0.00889121338912134,-1.0088912133891212
LONDON,rs_continue,120,15,ALL,Validation,774,0.48320413436692505,0.09657622739018087,-0.9034237726098191
LONDON,rs_continue,120,15,ALL,OOS,413,0.4794188861985472,-0.09200968523002422,-1.0920096852300243
LONDON,rs_continue,120,15,ALL,Y2025,257,0.4591439688715953,-0.9902723735408561,-1.990272373540856
LONDON,rs_continue,120,15,ALL,Y2026,156,0.5128205128205128,1.3878205128205128,0.38782051282051283
LONDON,rs_continue,120,15,HIGH,IS,814,0.4705159705159705,0.030405405405405407,-0.9695945945945946
LONDON,rs_continue,120,15,HIGH,Validation,344,0.4883720930232558,0.26308139534883723,-0.7369186046511628
LONDON,rs_continue,120,15,HIGH,OOS,90,0.4777777777777778,1.836111111111111,0.8361111111111111
LONDON,rs_continue,120,15,HIGH,Y2025,62,0.43548387096774194,-0.75,-1.75
LONDON,rs_continue,120,15,HIGH,Y2026,28,0.5714285714285714,7.5625,6.5625
LONDON,rs_continue,120,15,LOW,IS,787,0.4498094027954257,-0.2963786531130877,-1.2963786531130876
LONDON,rs_continue,120,15,LOW,Validation,163,0.5276073619631901,0.8957055214723927,-0.10429447852760736
LONDON,rs_continue,120,15,LOW,OOS,193,0.5077720207253886,-0.2551813471502591,-1.255181347150259
LONDON,rs_continue,120,15,LOW,Y2025,113,0.5132743362831859,0.08628318584070796,-0.9137168141592921
LONDON,rs_continue,120,15,LOW,Y2026,80,0.5,-0.7375,-1.7375
LONDON,rs_continue,120,30,ALL,IS,2390,0.4765690376569038,-0.11610878661087866,-1.1161087866108788
LONDON,rs_continue,120,30,ALL,Validation,774,0.46770025839793283,-0.4945090439276486,-1.4945090439276485
LONDON,rs_continue,120,30,ALL,OOS,413,0.44552058111380144,-1.13135593220339,-2.1313559322033897
LONDON,rs_continue,120,30,ALL,Y2025,257,0.4280155642023346,-2.007782101167315,-3.007782101167315
LONDON,rs_continue,120,30,ALL,Y2026,156,0.47435897435897434,0.3125,-0.6875
LONDON,rs_continue,120,30,HIGH,IS,814,0.47788697788697787,-0.18335380835380835,-1.1833538083538084
LONDON,rs_continue,120,30,HIGH,Validation,344,0.4941860465116279,0.19404069767441862,-0.8059593023255814
LONDON,rs_continue,120,30,HIGH,OOS,90,0.4222222222222222,-1.5777777777777777,-2.577777777777778
LONDON,rs_continue,120,30,HIGH,Y2025,62,0.4032258064516129,-2.9233870967741935,-3.9233870967741935
LONDON,rs_continue,120,30,HIGH,Y2026,28,0.4642857142857143,1.4017857142857142,0.4017857142857143
LONDON,rs_continue,120,30,LOW,IS,787,0.47395171537484115,-0.5222363405336722,-1.522236340533672
LONDON,rs_continue,120,30,LOW,Validation,163,0.44171779141104295,-0.9616564417177914,-1.9616564417177915
LONDON,rs_continue,120,30,LOW,OOS,193,0.47668393782383417,1.2797927461139897,0.27979274611398963
LONDON,rs_continue,120,30,LOW,Y2025,113,0.4778761061946903,2.230088495575221,1.2300884955752212
LONDON,rs_continue,120,30,LOW,Y2026,80,0.475,-0.0625,-1.0625
LONDON,agree_follow,15,15,ALL,IS,2037,0.48649975454099165,0.1791850760922926,-0.8208149239077074
LONDON,agree_follow,15,15,ALL,Validation,661,0.546142208774584,1.7723146747352496,0.7723146747352496
LONDON,agree_follow,15,15,ALL,OOS,369,0.4634146341463415,-1.820460704607046,-2.8204607046070462
LONDON,agree_follow,15,15,ALL,Y2025,226,0.48672566371681414,-2.586283185840708,-3.586283185840708
LONDON,agree_follow,15,15,ALL,Y2026,143,0.42657342657342656,-0.6101398601398601,-1.6101398601398602
LONDON,agree_follow,15,15,HIGH,IS,752,0.4734042553191489,-0.11436170212765957,-1.1143617021276595
LONDON,agree_follow,15,15,HIGH,Validation,278,0.5323741007194245,1.5692446043165467,0.5692446043165468
LONDON,agree_follow,15,15,HIGH,OOS,54,0.37037037037037035,-2.1018518518518516,-3.1018518518518516
LONDON,agree_follow,15,15,HIGH,Y2025,39,0.38461538461538464,-2.16025641025641,-3.16025641025641
LONDON,agree_follow,15,15,HIGH,Y2026,15,0.3333333333333333,-1.95,-2.95
LONDON,agree_follow,15,15,LOW,IS,623,0.4959871589085072,0.13202247191011235,-0.8679775280898876
LONDON,agree_follow,15,15,LOW,Validation,134,0.5895522388059702,3.6940298507462686,2.6940298507462686
LONDON,agree_follow,15,15,LOW,OOS,186,0.44623655913978494,-2.247311827956989,-3.247311827956989
LONDON,agree_follow,15,15,LOW,Y2025,105,0.45714285714285713,-3.5095238095238095,-4.5095238095238095
LONDON,agree_follow,15,15,LOW,Y2026,81,0.43209876543209874,-0.6111111111111112,-1.6111111111111112
LONDON,agree_follow,15,30,ALL,IS,2037,0.4722631320569465,0.24631811487481592,-0.7536818851251841
LONDON,agree_follow,15,30,ALL,Validation,661,0.5385779122541604,1.1221633888048412,0.12216338880484115
LONDON,agree_follow,15,30,ALL,OOS,369,0.4715447154471545,-1.5277777777777777,-2.5277777777777777
LONDON,agree_follow,15,30,ALL,Y2025,226,0.5176991150442478,-0.377212389380531,-1.377212389380531
LONDON,agree_follow,15,30,ALL,Y2026,143,0.3986013986013986,-3.3461538461538463,-4.346153846153846
LONDON,agree_follow,15,30,HIGH,IS,752,0.48138297872340424,0.37699468085106386,-0.6230053191489362
LONDON,agree_follow,15,30,HIGH,Validation,278,0.5575539568345323,1.2985611510791366,0.29856115107913667
LONDON,agree_follow,15,30,HIGH,OOS,54,0.4444444444444444,1.6805555555555556,0.6805555555555556
LONDON,agree_follow,15,30,HIGH,Y2025,39,0.4358974358974359,2.1153846153846154,1.1153846153846154
