label,n_trades,win_rate,avg_win,avg_loss,avg_r,expectancy_r,expectancy_usd,profit_factor,total_pnl_nq,max_dd_usd,max_dd_pct,longest_lose_streak,sharpe,sortino,pct_profitable_months,avg_duration_min,variant,sl_mode,tp_mode,split
A_SLA_TPliquidity|ALL,39,0.4358974358974359,131.76470588235293,-152.04545454545453,-0.03991452846435176,-0.03991452846435176,-28.333333333333332,0.6696562032884903,-1105.0,-2005.0,-5.418918918918919,6,-1.9052443638057746,-2.008342281439265,0.4857142857142857,16.205128205128204,A,A,liquidity,ALL
A_SLA_TPliquidity|IS,23,0.391304347826087,80.0,-75.71428571428571,-0.11446852271855838,-0.11446852271855838,-14.782608695652174,0.6792452830188679,-340.0,-810.0,-2.189189189189189,6,-1.7881969101209907,-2.490230191487972,0.47368421052631576,20.695652173913043,A,A,liquidity,IS
A_SLA_TPliquidity|OOS,16,0.5,190.0,-285.625,0.06725683827607021,0.06725683827607021,-47.8125,0.6652078774617067,-765.0,-1795.0,-3.59,4,-2.2358378006429005,-2.4115786699606168,0.5,9.75,A,A,liquidity,OOS
A_SLA_TP1R|ALL,39,0.46153846153846156,168.33333333333334,-271.1904761904762,-0.19085902467366864,-0.19085902467366864,-68.33333333333333,0.5320456540825286,-2665.0,-3810.0,-13.607142857142858,6,-3.3934827041231173,-4.099348199681245,0.45714285714285713,23.76923076923077,A,A,1R,ALL
A_SLA_TP1R|IS,23,0.391304347826087,91.11111111111111,-146.07142857142858,-0.373861617699213,-0.373861617699213,-53.26086956521739,0.40097799511002447,-1225.0,-1505.0,-5.375,6,-4.898799835020981,-5.459286994557071,0.3684210526315789,28.26086956521739,A,A,1R,IS
A_SLA_TP1R|OOS,16,0.5625,245.55555555555554,-521.4285714285714,0.07220720280055126,0.07220720280055126,-90.0,0.6054794520547945,-1440.0,-2805.0,-5.61,3,-3.086086198006321,-5.329806042671027,0.5625,17.3125,A,A,1R,OOS
A_SLA_TP2R|ALL,39,0.3076923076923077,384.1666666666667,-248.5185185185185,-0.24214107595571996,-0.24214107595571996,-53.84615384615385,0.6870342771982116,-2100.0,-4535.0,-59.0,6,-1.9765137421869565,-3.602054001445759,0.34285714285714286,38.1025641025641,A,A,2R,ALL
A_SLA_TP2R|IS,23,0.2608695652173913,185.0,-145.0,-0.46081813943834343,-0.46081813943834343,-58.91304347826087,0.45030425963488846,-1355.0,-1615.0,-59.0,6,-4.503948888929017,-6.825300182066618,0.3157894736842105,48.52173913043478,A,A,2R,IS
A_SLA_TP2R|OOS,16,0.375,583.3333333333334,-424.5,0.07220720280055126,0.07220720280055126,-46.5625,0.8244994110718492,-745.0,-3470.0,-6.3090909090909095,4,-1.1536998043399103,-2.705293458603618,0.375,23.125,A,A,2R,OOS
A_SLA_TP3R|ALL,39,0.2564102564102564,586.5,-236.3793103448276,-0.228669687847704,-0.228669687847704,-25.384615384615383,0.8555798687089715,-990.0,-4625.0,-30.833333333333332,8,-0.7354106849280521,-1.7284813078298387,0.2857142857142857,60.61538461538461,A,A,3R,ALL
A_SLA_TP3R|IS,23,0.21739130434782608,198.0,-140.83333333333334,-0.49028513351605535,-0.49028513351605535,-67.17391304347827,0.3905325443786982,-1545.0,-1695.0,-19.666666666666668,8,-5.4218774538195085,-7.951861011627295,0.2631578947368421,73.08695652173913,A,A,3R,IS
A_SLA_TP3R|OOS,16,0.3125,975.0,-392.72727272727275,0.14740251530055126,0.14740251530055126,34.6875,1.1284722222222223,555.0,-3365.0,-7.735632183908046,4,0.6593881741880195,1.9679546282372191,0.3125,42.6875,A,A,3R,OOS
A_SLB_TPliquidity|ALL,52,0.3269230769230769,107.79411764705883,-139.14285714285714,-0.393553388445118,-0.393553388445118,-58.41346153846154,0.3762833675564682,-3037.5,-3560.0,-12.714285714285714,7,-4.430143612446493,-4.808739446473398,0.3488372093023256,15.01923076923077,A,B,liquidity,ALL
A_SLB_TPliquidity|IS,31,0.3225806451612903,82.5,-67.38095238095238,-0.4445236443604596,-0.4445236443604596,-19.032258064516128,0.5830388692579506,-590.0,-935.0,-5.4,6,-2.3876069783991642,-3.4516943812694794,0.3333333333333333,21.387096774193548,A,B,liquidity,IS
A_SLB_TPliquidity|OOS,21,0.3333333333333333,143.92857142857142,-246.78571428571428,-0.31831158209389965,-0.31831158209389965,-116.54761904761905,0.29160636758321273,-2447.5,-2840.0,-18.933333333333334,7,-6.4708647897120475,-7.3621536285492795,0.3684210526315789,5.619047619047619,A,B,liquidity,OOS
A_SLB_TP1R|ALL,52,0.40384615384615385,154.76190476190476,-227.41935483870967,-0.3903216584422227,-0.3903216584422227,-73.07692307692308,0.46099290780141844,-3800.0,-4835.0,-161.16666666666666,7,-3.7955310393894757,-5.068401748650117,0.4186046511627907,22.53846153846154,A,B,1R,ALL
A_SLB_TP1R|IS,31,0.3870967741935484,61.25,-127.10526315789474,-0.507244269942863,-0.507244269942863,-54.193548387096776,0.30434782608695654,-1680.0,-1710.0,-57.0,7,-5.732738211865392,-6.100470749630942,0.375,20.483870967741936,A,B,1R,IS
A_SLB_TP1R|OOS,21,0.42857142857142855,279.44444444444446,-386.25,-0.21772161289365888,-0.21772161289365888,-100.95238095238095,0.5426105717367853,-2120.0,-3675.0,-6.681818181818182,4,-3.5563595678175424,-6.265208696473829,0.47368421052631576,25.571428571428573,A,B,1R,OOS
A_SLB_TP2R|ALL,52,0.23076923076923078,379.1666666666667,-201.0,-0.5210717002904016,-0.5210717002904016,-67.11538461538461,0.5659203980099502,-3490.0,-5470.0,-84.15384615384616,7,-2.69741209452291,-5.117509182692815,0.2558139534883721,38.19230769230769,A,B,2R,ALL
A_SLB_TP2R|IS,31,0.22580645161290322,115.0,-122.91666666666667,-0.60401846349125,-0.60401846349125,-69.19354838709677,0.27288135593220336,-2145.0,-2210.0,-34.0,7,-6.5789589804314685,-8.594321616690307,0.25,34.29032258064516,A,B,2R,IS
A_SLB_TP2R|OOS,21,0.23809523809523808,749.0,-318.125,-0.3986264784224829,-0.3986264784224829,-64.04761904761905,0.7357563850687623,-1345.0,-3830.0,-6.719298245614035,7,-1.7040482663123473,-4.042407550970361,0.2631578947368421,43.95238095238095,A,B,2R,OOS
A_SLB_TP3R|ALL,52,0.17307692307692307,376.1111111111111,-203.13953488372093,-0.5925002717189731,-0.5925002717189731,-102.88461538461539,0.38752146536920434,-5350.0,-5660.0,-53.904761904761905,10,-4.522671275186547,-7.718087262130287,0.18604651162790697,44.28846153846154,A,B,3R,ALL
A_SLB_TP3R|IS,31,0.16129032258064516,126.0,-117.6923076923077,-0.6915760671778858,-0.6915760671778858,-78.38709677419355,0.20588235294117646,-2430.0,-2535.0,-24.142857142857142,10,-8.310069503579692,-10.031721628703083,0.16666666666666666,39.03225806451613,A,B,3R,IS
A_SLB_TP3R|OOS,21,0.19047619047619047,688.75,-333.8235294117647,-0.4462455260415305,-0.4462455260415305,-139.04761904761904,0.48546255506607927,-2920.0,-3725.0,-6.208333333333333,7,-4.052953582531358,-8.759769535749555,0.21052631578947367,52.04761904761905,A,B,3R,OOS
A_SLC_TPliquidity|ALL,27,0.5555555555555556,57.5,-192.08333333333334,-0.07041435549654355,-0.07041435549654355,-53.425925925925924,0.37418655097613884,-1442.5,-1685.0,-10.870967741935484,3,-3.4213667263301404,-2.7148323194530515,0.5454545454545454,45.666666666666664,A,C,liquidity,ALL
A_SLC_TPliquidity|IS,16,0.5,26.25,-108.125,-0.0657896786526093,-0.0657896786526093,-40.9375,0.24277456647398843,-655.0,-825.0,-5.32258064516129,3,-4.9763126999331355,-4.025338371578682,0.5,64.6875,A,C,liquidity,IS
A_SLC_TPliquidity|OOS,11,0.6363636363636364,93.21428571428571,-360.0,-0.07714115817862971,-0.07714115817862971,-71.5909090909091,0.453125,-787.5,-1045.0,-6.147058823529412,2,-3.109589996350084,-2.316755774374271,0.625,18.0,A,C,liquidity,OOS
A_SLC_TP1R|ALL,27,0.2962962962962963,307.5,-363.1578947368421,-0.3241532274119009,-0.3241532274119009,-164.44444444444446,0.3565217391304348,-4440.0,-5350.0,-14.86111111111111,7,-6.143459795771172,-8.299053838975267,0.22727272727272727,179.2962962962963,A,C,1R,ALL
A_SLC_TP1R|IS,16,0.25,173.75,-205.0,-0.34205951994548306,-0.34205951994548306,-110.3125,0.28252032520325204,-1765.0,-2125.0,-5.902777777777778,5,-8.96420796339619,-18.557485072104416,0.21428571428571427,255.0,A,C,1R,IS
A_SLC_TP1R|OOS,11,0.36363636363636365,441.25,-634.2857142857143,-0.2981077109994179,-0.2981077109994179,-243.1818181818182,0.3975225225225225,-2675.0,-3090.0,-0.0,3,-6.098509027059192,-10.14797156453802,0.25,69.18181818181819,A,C,1R,OOS
A_SLC_TP2R|ALL,27,0.25925925925925924,497.85714285714283,-356.0,-0.25272697659968524,-0.25272697659968524,-134.62962962962962,0.48946629213483145,-3635.0,-5110.0,-14.194444444444445,8,-4.153735397102561,-6.942719216303484,0.22727272727272727,205.1851851851852,A,C,2R,ALL
A_SLC_TP2R|IS,16,0.25,193.75,-205.0,-0.27955951994548306,-0.27955951994548306,-105.3125,0.3150406504065041,-1685.0,-2045.0,-5.680555555555555,5,-8.314189719378737,-17.716352604246993,0.21428571428571427,260.75,A,C,2R,IS
A_SLC_TP2R|OOS,11,0.2727272727272727,903.3333333333334,-582.5,-0.2136978226421611,-0.2136978226421611,-177.27272727272728,0.5815450643776824,-1950.0,-3090.0,-123.6,3,-3.561669296889634,-7.37770626588122,0.25,124.36363636363636,A,C,2R,OOS
A_SLC_TP3R|ALL,27,0.25925925925925924,581.4285714285714,-356.0,-0.21337512474783338,-0.21337512474783338,-112.96296296296296,0.5716292134831461,-3050.0,-5090.0,-14.13888888888889,8,-3.113377713088443,-5.825390264023556,0.22727272727272727,221.77777777777777,A,C,3R,ALL
A_SLC_TP3R|IS,16,0.25,192.5,-205.0,-0.28346576994548306,-0.28346576994548306,-105.625,0.3130081300813008,-1690.0,-2050.0,-5.694444444444445,5,-8.355960908209855,-17.768923383488083,0.21428571428571427,277.8125,A,C,3R,IS
