run,n_trades,total_pnl_nq,expectancy_r,expectancy_usd
437,400,22768.75000000014,0.012216763139080324,56.92187500000035
438,400,-7400.750000000226,-0.12757632470734379,-18.501875000000563
439,400,-5052.999999999929,-0.09896525594404715,-12.632499999999823
440,400,-2957.249999999958,-0.029351795490034426,-7.393124999999896
441,400,-10656.000000000007,-0.08419766478235001,-26.64000000000002
442,400,-2035.2500000001637,-0.1741449369347416,-5.088125000000409
443,400,-5503.000000000002,-0.0300039932949607,-13.757500000000004
444,400,-22533.250000000044,-0.057376328992526045,-56.33312500000011
445,400,-11886.499999999996,-0.09354244562943452,-29.71624999999999
446,400,-9061.250000000091,-0.08349043518922382,-22.653125000000227
447,400,-9391.499999999978,-0.010585329864233106,-23.478749999999945
448,400,6109.499999999989,0.01203491031875644,15.273749999999973
449,400,-18286.250000000564,-0.160836482905027,-45.71562500000141
450,400,5512.750000000087,-0.03382391945961435,13.781875000000218
451,400,7183.249999999953,-0.024804071076315912,17.95812499999988
452,400,16363.500000000022,-0.04491611623970137,40.908750000000055
453,400,-26032.500000000076,-0.16645620396460134,-65.0812500000002
454,400,2950.999999999799,-0.05693275820262482,7.377499999999498
455,400,-22442.250000000102,-0.0808426906070216,-56.10562500000025
456,400,12059.500000000126,0.03421528924153078,30.148750000000312
457,400,-1001.49999999996,-0.022017162256561265,-2.5037499999998998
458,400,-16676.500000000124,-0.03964213965035843,-41.69125000000031
459,400,4073.2499999998163,0.014202257039868665,10.18312499999954
460,400,-6128.249999999816,-0.1476757752139286,-15.320624999999541
461,400,12487.749999999942,0.006215117451022021,31.219374999999854
462,400,-12548.749999999945,-0.15633225706502205,-31.371874999999864
463,400,-6142.750000000324,-0.052939351660520495,-15.356875000000809
464,400,4507.250000000158,0.01573566427437651,11.268125000000396
465,400,-23767.500000000135,-0.09223522845122688,-59.41875000000034
466,400,872.74999999996,-0.03495211774754635,2.1818749999999
467,400,-18171.000000000113,-0.13002989596039854,-45.42750000000028
468,400,-4512.750000000069,0.0756703026902911,-11.281875000000174
469,400,-6105.000000000023,-0.07335029484973575,-15.262500000000056
470,400,-15534.249999999938,-0.14261726866554836,-38.835624999999844
471,400,-4455.000000000186,-0.12180686524108918,-11.137500000000466
472,400,-23283.000000000095,-0.18090736969261567,-58.20750000000024
473,400,9906.000000000067,-0.04262059724057419,24.765000000000168
474,400,-25485.750000000044,-0.19602649025271887,-63.71437500000011
475,400,-2711.499999999711,-0.013014839838437346,-6.778749999999277
476,400,10807.25000000025,-0.005201044344020262,27.018125000000623
477,400,8663.750000000084,0.01438890709156519,21.65937500000021
478,400,-31210.000000000116,-0.20001199435236292,-78.02500000000029
479,400,-698.2500000000473,-0.062098345519506805,-1.7456250000001183
480,400,12040.250000000242,0.019027924974312757,30.100625000000605
481,400,-15673.499999999758,-0.14375333932922874,-39.18374999999939
482,400,-6429.000000000269,-0.20600888273526297,-16.072500000000673
483,400,-7333.749999999832,-0.11128127833609733,-18.33437499999958
484,400,-19386.250000000044,-0.10511531865017705,-48.46562500000011
485,400,-20501.74999999995,-0.11344175461005516,-51.254374999999875
486,400,-6787.749999999996,-0.08104262988779379,-16.969374999999992
487,400,-6997.750000000133,-0.15343579654274767,-17.494375000000332
488,400,-6498.7500000000455,-0.07920219222737009,-16.246875000000113
489,400,-7658.2499999999345,-0.11940069533427732,-19.145624999999836
490,400,-11353.250000000135,-0.18116446669052416,-28.383125000000337
491,400,-7691.000000000113,-0.17152985747192667,-19.227500000000283
492,400,5901.250000000127,-0.03846574003130923,14.753125000000319
493,400,-11485.499999999756,-0.24416855721174735,-28.71374999999939
494,400,2372.2500000000764,-0.008774704505682813,5.930625000000191
495,400,-23528.49999999964,-0.17636667067953685,-58.8212499999991
496,400,-1476.2500000002865,0.0056345672998875315,-3.690625000000716
497,400,-5339.500000000244,-0.008008169300123468,-13.34875000000061
498,400,-2043.5000000000673,-0.045708236746528484,-5.108750000000168
499,400,-3395.2500000001737,0.01544623887067254,-8.488125000000434
