run,n_trades,total_pnl_nq,expectancy_r,expectancy_usd
33,400,-2611.500000000001,-0.14201454100236957,-6.528750000000002
34,400,-31678.000000000007,-0.2245914023197075,-79.19500000000002
35,400,-993.4999999999582,-0.04990281478773203,-2.4837499999998953
36,400,10152.250000000146,-0.012826533771881463,25.380625000000364
37,400,-376.999999999839,-0.08219079515480594,-0.9424999999995975
38,400,-14919.499999999807,-0.15917772399018026,-37.298749999999515
39,400,-14478.999999999996,-0.05325044560910995,-36.19749999999999
40,400,-25284.50000000009,-0.141410208585127,-63.21125000000023
41,400,-9387.49999999985,-0.0773884966525917,-23.468749999999627
42,400,6263.999999999496,0.012466121497100096,15.65999999999874
43,400,8349.250000000138,-0.06244328205457633,20.873125000000346
44,400,12242.750000000193,-0.07225075830613009,30.606875000000482
45,400,-9165.249999999969,-0.06747351655180321,-22.913124999999923
46,400,-29256.249999999447,-0.2240257468073304,-73.14062499999862
47,400,-10640.999999999995,-0.06930409210097144,-26.602499999999985
48,400,-10458.749999999836,-0.12131842386805422,-26.14687499999959
49,400,2788.749999999909,-0.08075299349636278,6.9718749999997724
50,400,-4634.249999999965,-0.073294987737584,-11.585624999999913
51,400,-13971.249999999736,-0.08962622218612387,-34.92812499999934
52,400,-9933.000000000302,-0.10431128353312608,-24.832500000000756
53,400,-5901.2499999999,-0.03801599608952687,-14.75312499999975
54,400,-18341.749999999964,-0.27301855428830196,-45.85437499999991
55,400,-12560.249999999905,-0.21146844754769284,-31.400624999999764
56,400,-23085.99999999974,-0.14576187132429258,-57.71499999999936
57,400,-10269.49999999968,-0.13143789856619623,-25.6737499999992
58,400,-9677.999999999774,-0.0984402798357555,-24.194999999999435
59,400,-2494.9999999998363,-0.15786255726931192,-6.23749999999959
60,400,2564.7500000003583,-0.05502683199328432,6.4118750000008955
61,400,-5588.250000000062,-0.05360716151856785,-13.970625000000155
62,400,-19026.750000000167,-0.11145076083041885,-47.566875000000415
63,400,-29786.249999999483,-0.23065126651465762,-74.46562499999871
64,400,3843.999999999769,-0.04974265537404028,9.609999999999422
