label,n_trades,win_rate,avg_win,avg_loss,avg_r,expectancy_r,expectancy_usd,profit_factor,total_pnl_nq,max_dd_usd,max_dd_pct,longest_lose_streak,sharpe,sortino,pct_profitable_months,avg_duration_min,slippage_ticks,split
slip0.0|ALL,39,0.3076923076923077,394.1666666666667,-238.5185185185185,-0.07692307692307693,-0.07692307692307693,-43.84615384615385,0.734472049689441,-1710.0,-4305.0,-17.666666666666668,6,-1.6094469043522361,-2.933101115462975,0.34285714285714286,38.1025641025641,0.0,ALL
slip0.0|IS,23,0.2608695652173913,195.0,-135.0,-0.21739130434782608,-0.21739130434782608,-48.91304347826087,0.5098039215686274,-1125.0,-1505.0,-17.666666666666668,6,-3.7394409594429106,-5.666762143782248,0.3157894736842105,48.52173913043478,0.0,IS
slip0.0|OOS,16,0.375,593.3333333333334,-414.5,0.125,0.125,-36.5625,0.8588661037394452,-585.0,-3380.0,-5.827586206896552,4,-0.9059253497165739,-2.124290836621633,0.375,23.125,0.0,OOS
slip1.0|ALL,39,0.3076923076923077,384.1666666666667,-248.5185185185185,-0.24214107595571996,-0.24214107595571996,-53.84615384615385,0.6870342771982116,-2100.0,-4535.0,-59.0,6,-1.9765137421869565,-3.602054001445759,0.34285714285714286,38.1025641025641,1.0,ALL
slip1.0|IS,23,0.2608695652173913,185.0,-145.0,-0.46081813943834343,-0.46081813943834343,-58.91304347826087,0.45030425963488846,-1355.0,-1615.0,-59.0,6,-4.503948888929017,-6.825300182066618,0.3157894736842105,48.52173913043478,1.0,IS
slip1.0|OOS,16,0.375,583.3333333333334,-424.5,0.07220720280055126,0.07220720280055126,-46.5625,0.8244994110718492,-745.0,-3470.0,-6.3090909090909095,4,-1.1536998043399103,-2.705293458603618,0.375,23.125,1.0,OOS
slip2.0|ALL,39,0.28205128205128205,408.6363636363636,-249.46428571428572,-0.407359074988363,-0.407359074988363,-63.84615384615385,0.6435218324982105,-2490.0,-4765.0,-34.035714285714285,6,-2.3435805800216767,-4.263075091460355,0.2857142857142857,38.1025641025641,2.0,ALL
slip2.0|IS,23,0.21739130434782608,211.0,-146.66666666666666,-0.7042449745288607,-0.7042449745288607,-68.91304347826087,0.3996212121212121,-1585.0,-1725.0,-12.321428571428571,6,-5.268456818415123,-7.953062286322483,0.21052631578947367,48.52173913043478,2.0,IS
slip2.0|OOS,16,0.375,573.3333333333334,-434.5,0.019414405601102552,0.019414405601102552,-56.5625,0.7917146144994246,-905.0,-3560.0,-6.846153846153846,4,-1.4014742589632467,-3.2862960805856027,0.375,23.125,2.0,OOS
