session_date,variant,sl_mode,tp_mode,bias,daily_fvg_state,h7_state,entry_ts,entry_price,sl,tp,tp_used,exit_ts,exit_price,exit_reason,r_mult,pnl_pts,pnl_nq,pnl_mnq,risk_pts,weekday,entry_hour,grid_key
2015-05-19,A,A,liquidity,1,confirmed,cont_match,2015-05-19 08:49:00-04:00,4520.75,4520.25,4526.5,liquidity,2015-05-19 08:50:00-04:00,4520.0,SL,-2.0,-1.0,-25.0,-7.0,0.5,1,8,A_SLA_TPliquidity
2015-07-14,A,A,liquidity,1,confirmed,cont_match,2015-07-14 09:49:00-04:00,4501.5,4490.75,4523.0,liquidity_fallback_2R,2015-07-14 11:54:00-04:00,4522.75,TP,1.9534883720930232,21.0,415.0,37.0,10.75,1,9,A_SLA_TPliquidity
2016-02-24,A,A,liquidity,-1,confirmed,cont_match,2016-02-24 09:49:00-05:00,4097.25,4115.5,4095.5,liquidity,2016-02-24 09:50:00-05:00,4095.75,TP,0.0684931506849315,1.25,20.0,-2.5,18.25,2,9,A_SLA_TPliquidity
2016-09-02,A,A,liquidity,1,confirmed,cont_match,2016-09-02 09:54:00-04:00,4814.25,4799.0,4844.75,liquidity_fallback_2R,2016-09-02 11:30:00-04:00,4798.75,SL,-1.0327868852459017,-15.75,-320.0,-36.5,15.25,4,9,A_SLA_TPliquidity
2016-10-05,A,A,liquidity,1,confirmed,cont_match,2016-10-05 10:39:00-04:00,4883.75,4875.75,4885.5,liquidity,2016-10-05 10:44:00-04:00,4875.5,SL,-1.0625,-8.5,-175.0,-22.0,8.0,2,10,A_SLA_TPliquidity
2016-12-06,A,A,liquidity,1,untested,cont_match,2016-12-06 08:34:00-05:00,4791.0,4781.0,4795.75,liquidity,2016-12-06 09:33:00-05:00,4780.75,SL,-1.05,-10.5,-215.0,-26.0,10.0,1,8,A_SLA_TPliquidity
2017-05-10,A,A,liquidity,1,untested,cont_match,2017-05-10 08:44:00-04:00,5677.0,5674.75,5677.5,liquidity,2017-05-10 09:01:00-04:00,5674.5,SL,-1.2222222222222223,-2.75,-60.0,-10.5,2.25,2,8,A_SLA_TPliquidity
2017-05-11,A,A,liquidity,-1,no_fvg,cont_match,2017-05-11 09:14:00-04:00,5662.25,5663.25,5658.75,liquidity,2017-05-11 09:17:00-04:00,5663.5,SL,-1.5,-1.5,-35.0,-8.0,1.0,3,9,A_SLA_TPliquidity
2017-08-03,A,A,liquidity,1,confirmed,cont_match,2017-08-03 08:34:00-04:00,5917.75,5915.0,5918.25,liquidity,2017-08-03 08:40:00-04:00,5918.0,TP,0.0,0.0,-5.0,-5.0,2.75,3,8,A_SLA_TPliquidity
2018-01-26,A,A,liquidity,1,confirmed,cont_match,2018-01-26 08:34:00-05:00,6962.25,6956.0,6967.0,liquidity,2018-01-26 08:37:00-05:00,6966.75,TP,0.68,4.25,80.0,3.5,6.25,4,8,A_SLA_TPliquidity
2018-04-02,A,A,liquidity,-1,confirmed,cont_match,2018-04-02 09:14:00-04:00,6544.0,6548.25,6543.75,liquidity,2018-04-02 09:15:00-04:00,6544.0,TP,-0.058823529411764705,-0.25,-10.0,-5.5,4.25,0,9,A_SLA_TPliquidity
2018-11-26,A,A,liquidity,1,untested,cont_match,2018-11-26 09:04:00-05:00,6632.25,6631.25,6636.5,liquidity,2018-11-26 09:05:00-05:00,6631.0,SL,-1.5,-1.5,-35.0,-8.0,1.0,0,9,A_SLA_TPliquidity
2019-02-15,A,A,liquidity,1,confirmed,cont_match,2019-02-15 10:24:00-05:00,7060.75,7036.25,7064.75,liquidity,2019-02-15 10:34:00-05:00,7064.5,TP,0.14285714285714285,3.5,65.0,2.0,24.5,4,10,A_SLA_TPliquidity
2019-04-24,A,A,liquidity,1,untested,cont_match,2019-04-24 08:39:00-04:00,7836.75,7833.75,7837.5,liquidity,2019-04-24 08:40:00-04:00,7837.25,TP,0.08333333333333333,0.25,0.0,-4.5,3.0,2,8,A_SLA_TPliquidity
