sample,side,length,start_date,end_date
IS,bear,1,2019-12-17,2019-12-17
IS,bull,5,2019-12-18,2019-12-26
IS,bear,2,2019-12-27,2019-12-30
IS,bull,2,2019-12-31,2020-01-02
IS,bear,1,2020-01-03,2020-01-03
IS,bull,1,2020-01-06,2020-01-06
IS,bear,1,2020-01-07,2020-01-07
IS,bull,2,2020-01-08,2020-01-09
IS,bear,1,2020-01-10,2020-01-10
IS,bull,1,2020-01-13,2020-01-13
IS,bear,1,2020-01-14,2020-01-14
IS,bull,2,2020-01-16,2020-01-17
IS,bear,1,2020-01-21,2020-01-21
IS,bull,2,2020-01-22,2020-01-23
IS,bear,2,2020-01-24,2020-01-27
IS,bull,1,2020-01-28,2020-01-28
IS,bear,1,2020-01-29,2020-01-29
IS,bull,1,2020-01-30,2020-01-30
IS,bear,1,2020-01-31,2020-01-31
IS,bull,4,2020-02-03,2020-02-06
IS,bear,1,2020-02-07,2020-02-07
IS,bull,7,2020-02-10,2020-02-19
IS,bear,6,2020-02-20,2020-02-27
IS,bull,2,2020-02-28,2020-03-02
IS,bear,1,2020-03-03,2020-03-03
IS,bull,1,2020-03-04,2020-03-04
IS,bear,3,2020-03-05,2020-03-09
IS,bull,1,2020-03-10,2020-03-10
IS,bear,2,2020-03-11,2020-03-12
IS,bull,1,2020-03-13,2020-03-13
IS,bear,2,2020-03-19,2020-03-20
IS,bull,2,2020-03-23,2020-03-24
IS,bear,1,2020-03-25,2020-03-25
IS,bull,1,2020-03-26,2020-03-26
IS,bear,1,2020-03-27,2020-03-27
IS,bull,1,2020-03-30,2020-03-30
IS,bear,2,2020-03-31,2020-04-01
IS,bull,1,2020-04-02,2020-04-02
IS,bear,1,2020-04-03,2020-04-03
IS,bull,1,2020-04-06,2020-04-06
IS,bear,1,2020-04-07,2020-04-07
IS,bull,4,2020-04-08,2020-04-14
IS,bear,1,2020-04-15,2020-04-15
IS,bull,1,2020-04-16,2020-04-16
IS,bear,3,2020-04-17,2020-04-21
IS,bull,1,2020-04-22,2020-04-22
IS,bear,1,2020-04-23,2020-04-23
IS,bull,2,2020-04-24,2020-04-27
IS,bear,1,2020-04-28,2020-04-28
IS,bull,1,2020-04-29,2020-04-29
IS,bear,2,2020-04-30,2020-05-01
IS,bull,6,2020-05-04,2020-05-11
IS,bear,2,2020-05-12,2020-05-13
IS,bull,3,2020-05-14,2020-05-18
IS,bear,1,2020-05-19,2020-05-19
IS,bull,1,2020-05-20,2020-05-20
IS,bear,1,2020-05-21,2020-05-21
IS,bull,1,2020-05-22,2020-05-22
IS,bear,1,2020-05-26,2020-05-26
IS,bull,6,2020-05-27,2020-06-03
IS,bear,1,2020-06-04,2020-06-04
IS,bull,4,2020-06-05,2020-06-10
IS,bear,1,2020-06-11,2020-06-11
IS,bull,5,2020-06-12,2020-06-18
IS,bear,1,2020-06-19,2020-06-19
IS,bull,2,2020-06-22,2020-06-23
IS,bear,1,2020-06-24,2020-06-24
IS,bull,1,2020-06-25,2020-06-25
IS,bear,1,2020-06-26,2020-06-26
IS,bull,4,2020-06-29,2020-07-06
IS,bear,1,2020-07-07,2020-07-07
IS,bull,3,2020-07-08,2020-07-10
IS,bear,1,2020-07-13,2020-07-13
IS,bull,1,2020-07-14,2020-07-14
IS,bear,2,2020-07-15,2020-07-16
IS,bull,2,2020-07-17,2020-07-20
IS,bear,4,2020-07-21,2020-07-24
IS,bull,1,2020-07-27,2020-07-27
IS,bear,1,2020-07-28,2020-07-28
IS,bull,7,2020-07-29,2020-08-06
IS,bear,3,2020-08-07,2020-08-11
IS,bull,2,2020-08-12,2020-08-13
IS,bear,1,2020-08-14,2020-08-14
IS,bull,2,2020-08-17,2020-08-18
IS,bear,1,2020-08-19,2020-08-19
IS,bull,5,2020-08-20,2020-08-26
IS,bear,1,2020-08-27,2020-08-27
IS,bull,4,2020-08-28,2020-09-02
IS,bear,3,2020-09-03,2020-09-08
IS,bull,1,2020-09-09,2020-09-09
IS,bear,2,2020-09-10,2020-09-11
IS,bull,2,2020-09-14,2020-09-15
IS,bear,3,2020-09-16,2020-09-18
IS,bull,2,2020-09-21,2020-09-22
IS,bear,1,2020-09-23,2020-09-23
IS,bull,3,2020-09-24,2020-09-28
IS,bear,1,2020-09-29,2020-09-29
IS,bull,2,2020-09-30,2020-10-01
IS,bear,1,2020-10-02,2020-10-02
IS,bull,1,2020-10-05,2020-10-05
IS,bear,1,2020-10-06,2020-10-06
IS,bull,4,2020-10-07,2020-10-12
IS,bear,6,2020-10-13,2020-10-20
IS,bull,1,2020-10-21,2020-10-21
IS,bear,1,2020-10-22,2020-10-22
IS,bear,1,2020-10-26,2020-10-26
IS,bull,1,2020-10-27,2020-10-27
IS,bear,1,2020-10-28,2020-10-28
IS,bull,1,2020-10-29,2020-10-29
IS,bear,1,2020-10-30,2020-10-30
IS,bull,5,2020-11-02,2020-11-06
IS,bear,2,2020-11-09,2020-11-10
IS,bull,1,2020-11-11,2020-11-11
IS,bear,1,2020-11-12,2020-11-12
IS,bull,2,2020-11-13,2020-11-16
IS,bear,2,2020-11-17,2020-11-18
IS,bull,1,2020-11-19,2020-11-19
IS,bear,1,2020-11-20,2020-11-20
IS,bull,10,2020-11-23,2020-12-08
IS,bear,1,2020-12-09,2020-12-09
IS,bull,1,2020-12-10,2020-12-10
IS,bear,1,2020-12-11,2020-12-11
IS,bull,5,2020-12-14,2020-12-18
IS,bear,1,2020-12-21,2020-12-21
IS,bull,1,2020-12-22,2020-12-22
IS,bear,1,2020-12-23,2020-12-23
IS,bull,2,2020-12-28,2020-12-29
IS,bear,1,2020-12-30,2020-12-30
IS,bull,1,2020-12-31,2020-12-31
IS,bear,1,2021-01-04,2021-01-04
IS,bull,1,2021-01-05,2021-01-05
IS,bear,1,2021-01-06,2021-01-06
IS,bull,2,2021-01-07,2021-01-08
IS,bear,2,2021-01-11,2021-01-12
IS,bull,1,2021-01-13,2021-01-13
IS,bear,2,2021-01-14,2021-01-15
IS,bull,3,2021-01-19,2021-01-21
IS,bear,1,2021-01-22,2021-01-22
IS,bull,2,2021-01-25,2021-01-26
IS,bear,1,2021-01-27,2021-01-27
IS,bull,1,2021-01-28,2021-01-28
IS,bear,1,2021-01-29,2021-01-29
IS,bull,2,2021-02-01,2021-02-02
IS,bear,1,2021-02-03,2021-02-03
IS,bull,4,2021-02-04,2021-02-09
IS,bear,1,2021-02-10,2021-02-10
IS,bull,2,2021-02-11,2021-02-12
IS,bear,6,2021-02-16,2021-02-23
IS,bull,1,2021-02-24,2021-02-24
IS,bear,1,2021-02-25,2021-02-25
IS,bull,2,2021-02-26,2021-03-01
IS,bear,3,2021-03-02,2021-03-04
IS,bull,1,2021-03-05,2021-03-05
IS,bear,1,2021-03-08,2021-03-08
IS,bull,1,2021-03-09,2021-03-09
IS,bear,1,2021-03-10,2021-03-10
IS,bull,1,2021-03-11,2021-03-11
IS,bear,1,2021-03-12,2021-03-12
IS,bull,3,2021-03-15,2021-03-17
IS,bear,1,2021-03-18,2021-03-18
IS,bull,2,2021-03-19,2021-03-22
IS,bear,3,2021-03-23,2021-03-25
IS,bull,1,2021-03-26,2021-03-26
IS,bear,2,2021-03-29,2021-03-30
IS,bull,3,2021-03-31,2021-04-05
IS,bear,1,2021-04-06,2021-04-06
IS,bull,5,2021-04-07,2021-04-13
IS,bear,1,2021-04-14,2021-04-14
IS,bull,2,2021-04-15,2021-04-16
IS,bear,2,2021-04-19,2021-04-20
IS,bull,1,2021-04-21,2021-04-21
IS,bear,1,2021-04-22,2021-04-22
IS,bull,2,2021-04-23,2021-04-26
IS,bear,1,2021-04-27,2021-04-27
IS,bull,1,2021-04-28,2021-04-28
IS,bear,5,2021-04-29,2021-05-05
IS,bull,2,2021-05-06,2021-05-07
IS,bear,1,2021-05-10,2021-05-10
IS,bull,1,2021-05-11,2021-05-11
IS,bear,1,2021-05-12,2021-05-12
IS,bull,2,2021-05-13,2021-05-14
IS,bear,2,2021-05-17,2021-05-18
IS,bull,2,2021-05-19,2021-05-20
IS,bear,1,2021-05-21,2021-05-21
IS,bull,3,2021-05-24,2021-05-26
IS,bear,3,2021-05-27,2021-06-01
IS,bull,1,2021-06-02,2021-06-02
IS,bear,1,2021-06-03,2021-06-03
IS,bull,2,2021-06-04,2021-06-07
IS,bear,2,2021-06-08,2021-06-09
IS,bull,3,2021-06-10,2021-06-14
IS,bear,2,2021-06-15,2021-06-16
IS,bull,1,2021-06-17,2021-06-17
IS,bear,1,2021-06-18,2021-06-18
IS,bull,4,2021-06-21,2021-06-24
IS,bear,1,2021-06-25,2021-06-25
IS,bull,2,2021-06-28,2021-06-29
IS,bear,2,2021-06-30,2021-07-01
IS,bull,3,2021-07-02,2021-07-07
IS,bear,1,2021-07-08,2021-07-08
IS,bull,2,2021-07-09,2021-07-12
IS,bear,1,2021-07-13,2021-07-13
IS,bull,1,2021-07-14,2021-07-14
IS,bear,3,2021-07-15,2021-07-19
IS,bull,5,2021-07-20,2021-07-26
IS,bear,1,2021-07-27,2021-07-27
IS,bull,1,2021-07-28,2021-07-28
IS,bear,1,2021-07-29,2021-07-29
IS,bull,1,2021-07-30,2021-07-30
IS,bear,1,2021-08-02,2021-08-02
IS,bull,3,2021-08-03,2021-08-05
IS,bear,1,2021-08-06,2021-08-06
IS,bull,1,2021-08-09,2021-08-09
IS,bear,2,2021-08-10,2021-08-11
IS,bull,3,2021-08-12,2021-08-16
IS,bear,2,2021-08-17,2021-08-18
IS,bull,5,2021-08-19,2021-08-25
IS,bear,1,2021-08-26,2021-08-26
IS,bull,2,2021-08-27,2021-08-30
IS,bear,1,2021-08-31,2021-08-31
IS,bull,1,2021-09-01,2021-09-01
IS,bear,1,2021-09-02,2021-09-02
IS,bull,1,2021-09-03,2021-09-03
IS,bear,4,2021-09-07,2021-09-10
IS,bull,1,2021-09-13,2021-09-13
IS,bear,1,2021-09-14,2021-09-14
IS,bull,1,2021-09-15,2021-09-15
IS,bear,3,2021-09-16,2021-09-20
IS,bull,4,2021-09-21,2021-09-24
IS,bear,4,2021-09-27,2021-09-30
IS,bull,1,2021-10-01,2021-10-01
IS,bear,1,2021-10-04,2021-10-04
IS,bull,3,2021-10-05,2021-10-07
IS,bear,3,2021-10-08,2021-10-12
IS,bull,5,2021-10-13,2021-10-19
IS,bear,1,2021-10-20,2021-10-20
IS,bull,1,2021-10-21,2021-10-21
IS,bear,1,2021-10-22,2021-10-22
IS,bull,1,2021-10-25,2021-10-25
IS,bear,1,2021-10-26,2021-10-26
IS,bull,9,2021-10-27,2021-11-08
IS,bear,2,2021-11-09,2021-11-10
IS,bull,2,2021-11-11,2021-11-12
IS,bear,1,2021-11-15,2021-11-15
IS,bull,4,2021-11-16,2021-11-19
IS,bear,2,2021-11-22,2021-11-23
IS,bull,2,2021-11-24,2021-11-29
IS,bear,2,2021-11-30,2021-12-01
IS,bull,1,2021-12-02,2021-12-02
IS,bear,1,2021-12-03,2021-12-03
IS,bull,3,2021-12-06,2021-12-08
IS,bear,1,2021-12-09,2021-12-09
IS,bull,1,2021-12-10,2021-12-10
IS,bear,2,2021-12-13,2021-12-14
IS,bull,1,2021-12-15,2021-12-15
IS,bear,3,2021-12-16,2021-12-20
IS,bull,4,2021-12-21,2021-12-27
IS,bear,4,2021-12-28,2021-12-31
Validation,bull,1,2022-01-03,2022-01-03
Validation,bear,2,2022-01-04,2022-01-05
Validation,bull,1,2022-01-06,2022-01-06
Validation,bear,1,2022-01-07,2022-01-07
Validation,bull,3,2022-01-10,2022-01-12
Validation,bear,1,2022-01-13,2022-01-13
Validation,bull,1,2022-01-14,2022-01-14
Validation,bear,4,2022-01-18,2022-01-21
Validation,bull,1,2022-01-24,2022-01-24
Validation,bear,1,2022-01-25,2022-01-25
Validation,bull,1,2022-01-26,2022-01-26
Validation,bear,1,2022-01-27,2022-01-27
Validation,bull,3,2022-01-28,2022-02-01
Validation,bear,4,2022-02-02,2022-02-07
Validation,bull,2,2022-02-08,2022-02-09
Validation,bear,2,2022-02-10,2022-02-11
Validation,bull,3,2022-02-14,2022-02-16
Validation,bear,2,2022-02-17,2022-02-18
Validation,bull,1,2022-02-22,2022-02-22
Validation,bear,1,2022-02-23,2022-02-23
Validation,bull,3,2022-02-24,2022-02-28
Validation,bear,1,2022-03-01,2022-03-01
Validation,bull,1,2022-03-02,2022-03-02
Validation,bear,4,2022-03-03,2022-03-08
Validation,bull,1,2022-03-09,2022-03-09
Validation,bear,3,2022-03-10,2022-03-14
Validation,bull,4,2022-03-15,2022-03-18
Validation,bear,1,2022-03-21,2022-03-21
Validation,bull,1,2022-03-22,2022-03-22
Validation,bear,1,2022-03-23,2022-03-23
Validation,bull,1,2022-03-24,2022-03-24
Validation,bear,1,2022-03-25,2022-03-25
Validation,bull,2,2022-03-28,2022-03-29
Validation,bear,3,2022-03-30,2022-04-01
Validation,bull,1,2022-04-04,2022-04-04
Validation,bear,2,2022-04-05,2022-04-06
Validation,bull,1,2022-04-07,2022-04-07
Validation,bear,3,2022-04-08,2022-04-12
Validation,bull,1,2022-04-13,2022-04-13
Validation,bear,1,2022-04-14,2022-04-14
Validation,bull,2,2022-04-18,2022-04-19
Validation,bear,3,2022-04-20,2022-04-22
Validation,bull,1,2022-04-25,2022-04-25
Validation,bear,1,2022-04-26,2022-04-26
Validation,bull,2,2022-04-27,2022-04-28
Validation,bear,1,2022-04-29,2022-04-29
Validation,bull,3,2022-05-02,2022-05-04
Validation,bear,3,2022-05-05,2022-05-09
Validation,bull,1,2022-05-10,2022-05-10
Validation,bear,2,2022-05-11,2022-05-12
Validation,bull,1,2022-05-13,2022-05-13
Validation,bear,1,2022-05-16,2022-05-16
Validation,bull,1,2022-05-17,2022-05-17
Validation,bear,3,2022-05-18,2022-05-20
Validation,bull,1,2022-05-23,2022-05-23
Validation,bear,1,2022-05-24,2022-05-24
Validation,bull,3,2022-05-25,2022-05-27
Validation,bear,2,2022-05-31,2022-06-01
Validation,bull,1,2022-06-02,2022-06-02
Validation,bear,1,2022-06-03,2022-06-03
Validation,bull,2,2022-06-06,2022-06-07
Validation,bear,5,2022-06-08,2022-06-14
Validation,bull,1,2022-06-15,2022-06-15
Validation,bear,1,2022-06-16,2022-06-16
Validation,bull,2,2022-06-17,2022-06-21
Validation,bear,1,2022-06-22,2022-06-22
Validation,bull,2,2022-06-23,2022-06-24
Validation,bear,2,2022-06-27,2022-06-28
Validation,bull,1,2022-06-29,2022-06-29
Validation,bear,1,2022-06-30,2022-06-30
Validation,bull,5,2022-07-01,2022-07-08
Validation,bear,3,2022-07-11,2022-07-13
Validation,bull,2,2022-07-14,2022-07-15
Validation,bear,1,2022-07-18,2022-07-18
Validation,bull,3,2022-07-19,2022-07-21
Validation,bear,3,2022-07-22,2022-07-26
Validation,bull,3,2022-07-27,2022-07-29
Validation,bear,2,2022-08-01,2022-08-02
Validation,bull,2,2022-08-03,2022-08-04
Validation,bear,3,2022-08-05,2022-08-09
Validation,bull,1,2022-08-10,2022-08-10
Validation,bear,1,2022-08-11,2022-08-11
Validation,bull,2,2022-08-12,2022-08-15
Validation,bear,2,2022-08-16,2022-08-17
Validation,bull,1,2022-08-18,2022-08-18
Validation,bear,3,2022-08-19,2022-08-23
Validation,bull,2,2022-08-24,2022-08-25
Validation,bear,1,2022-08-26,2022-08-26
Validation,bull,1,2022-08-29,2022-08-29
Validation,bear,2,2022-08-30,2022-08-31
Validation,bull,1,2022-09-01,2022-09-01
Validation,bear,2,2022-09-02,2022-09-06
Validation,bull,4,2022-09-07,2022-09-12
Validation,bear,1,2022-09-13,2022-09-13
Validation,bull,1,2022-09-14,2022-09-14
Validation,bear,1,2022-09-15,2022-09-15
Validation,bull,2,2022-09-16,2022-09-19
Validation,bear,5,2022-09-20,2022-09-26
Validation,bull,2,2022-09-27,2022-09-28
Validation,bear,2,2022-09-29,2022-09-30
Validation,bull,2,2022-10-03,2022-10-04
Validation,bear,6,2022-10-05,2022-10-12
Validation,bull,1,2022-10-13,2022-10-13
Validation,bear,1,2022-10-14,2022-10-14
Validation,bull,2,2022-10-17,2022-10-18
Validation,bear,2,2022-10-19,2022-10-20
Validation,bull,3,2022-10-21,2022-10-25
Validation,bear,2,2022-10-26,2022-10-27
Validation,bull,1,2022-10-28,2022-10-28
Validation,bear,4,2022-10-31,2022-11-03
Validation,bull,3,2022-11-04,2022-11-08
Validation,bear,1,2022-11-09,2022-11-09
Validation,bull,2,2022-11-10,2022-11-11
Validation,bear,1,2022-11-14,2022-11-14
Validation,bull,1,2022-11-15,2022-11-15
Validation,bear,4,2022-11-16,2022-11-21
Validation,bull,2,2022-11-22,2022-11-23
Validation,bear,2,2022-11-28,2022-11-29
Validation,bull,1,2022-11-30,2022-11-30
Validation,bear,5,2022-12-01,2022-12-07
Validation,bull,1,2022-12-08,2022-12-08
Validation,bear,1,2022-12-09,2022-12-09
Validation,bull,2,2022-12-12,2022-12-13
Validation,bear,4,2022-12-14,2022-12-19
Validation,bull,2,2022-12-20,2022-12-21
Validation,bear,1,2022-12-22,2022-12-22
Validation,bull,1,2022-12-23,2022-12-23
Validation,bear,2,2022-12-27,2022-12-28
Validation,bull,2,2022-12-29,2022-12-30
Validation,bear,1,2023-01-03,2023-01-03
Validation,bull,1,2023-01-04,2023-01-04
Validation,bear,1,2023-01-05,2023-01-05
Validation,bull,7,2023-01-06,2023-01-17
Validation,bear,2,2023-01-18,2023-01-19
Validation,bull,3,2023-01-20,2023-01-24
Validation,bear,1,2023-01-25,2023-01-25
Validation,bull,2,2023-01-26,2023-01-27
Validation,bear,1,2023-01-30,2023-01-30
Validation,bull,3,2023-01-31,2023-02-02
Validation,bear,2,2023-02-03,2023-02-06
Validation,bull,1,2023-02-07,2023-02-07
Validation,bear,3,2023-02-08,2023-02-10
Validation,bull,3,2023-02-13,2023-02-15
Validation,bear,3,2023-02-16,2023-02-21
Validation,bull,2,2023-02-22,2023-02-23
Validation,bear,1,2023-02-24,2023-02-24
Validation,bull,1,2023-02-27,2023-02-27
Validation,bear,2,2023-02-28,2023-03-01
Validation,bull,3,2023-03-02,2023-03-06
Validation,bear,1,2023-03-07,2023-03-07
Validation,bull,1,2023-03-08,2023-03-08
Validation,bear,2,2023-03-09,2023-03-10
Validation,bull,4,2023-03-13,2023-03-16
Validation,bear,1,2023-03-17,2023-03-17
Validation,bull,2,2023-03-20,2023-03-21
Validation,bear,1,2023-03-22,2023-03-22
Validation,bull,2,2023-03-23,2023-03-24
Validation,bear,2,2023-03-27,2023-03-28
Validation,bull,3,2023-03-29,2023-03-31
Validation,bear,3,2023-04-03,2023-04-05
Validation,bull,1,2023-04-06,2023-04-06
Validation,bear,3,2023-04-10,2023-04-12
Validation,bull,2,2023-04-13,2023-04-14
Validation,bear,1,2023-04-17,2023-04-17
Validation,bull,1,2023-04-18,2023-04-18
Validation,bear,5,2023-04-19,2023-04-25
Validation,bull,3,2023-04-26,2023-04-28
Validation,bear,4,2023-05-01,2023-05-04
Validation,bull,2,2023-05-05,2023-05-08
Validation,bear,1,2023-05-09,2023-05-09
Validation,bull,2,2023-05-10,2023-05-11
Validation,bear,1,2023-05-12,2023-05-12
Validation,bull,4,2023-05-15,2023-05-18
Validation,bear,1,2023-05-19,2023-05-19
Validation,bull,1,2023-05-22,2023-05-22
Validation,bear,1,2023-05-23,2023-05-23
Validation,bull,4,2023-05-24,2023-05-30
Validation,bear,1,2023-05-31,2023-05-31
Validation,bull,4,2023-06-01,2023-06-06
Validation,bear,1,2023-06-07,2023-06-07
Validation,bull,6,2023-06-08,2023-06-15
Validation,bear,3,2023-06-16,2023-06-21
Validation,bull,1,2023-06-22,2023-06-22
Validation,bear,2,2023-06-23,2023-06-26
Validation,bull,2,2023-06-27,2023-06-28
Validation,bear,1,2023-06-29,2023-06-29
Validation,bull,2,2023-06-30,2023-07-05
Validation,bear,3,2023-07-06,2023-07-10
Validation,bull,3,2023-07-11,2023-07-13
Validation,bear,1,2023-07-14,2023-07-14
Validation,bull,2,2023-07-17,2023-07-18
Validation,bear,3,2023-07-19,2023-07-21
Validation,bull,2,2023-07-24,2023-07-25
Validation,bear,2,2023-07-26,2023-07-27
Validation,bull,2,2023-07-28,2023-07-31
Validation,bear,4,2023-08-01,2023-08-04
Validation,bull,1,2023-08-07,2023-08-07
Validation,bear,2,2023-08-08,2023-08-09
Validation,bull,1,2023-08-10,2023-08-10
Validation,bear,1,2023-08-11,2023-08-11
Validation,bull,1,2023-08-14,2023-08-14
Validation,bear,4,2023-08-15,2023-08-18
Validation,bull,1,2023-08-21,2023-08-21
Validation,bear,1,2023-08-22,2023-08-22
Validation,bull,1,2023-08-23,2023-08-23
Validation,bear,1,2023-08-24,2023-08-24
Validation,bull,5,2023-08-25,2023-08-31
Validation,bear,4,2023-09-01,2023-09-07
Validation,bull,2,2023-09-08,2023-09-11
Validation,bear,1,2023-09-12,2023-09-12
Validation,bull,2,2023-09-13,2023-09-14
Validation,bear,1,2023-09-15,2023-09-15
Validation,bull,1,2023-09-18,2023-09-18
Validation,bear,3,2023-09-19,2023-09-21
Validation,bull,2,2023-09-22,2023-09-25
Validation,bear,1,2023-09-26,2023-09-26
Validation,bull,4,2023-09-27,2023-10-02
Validation,bear,1,2023-10-03,2023-10-03
Validation,bull,1,2023-10-04,2023-10-04
Validation,bear,1,2023-10-05,2023-10-05
Validation,bull,4,2023-10-06,2023-10-11
Validation,bear,2,2023-10-12,2023-10-13
Validation,bull,1,2023-10-16,2023-10-16
Validation,bear,4,2023-10-17,2023-10-20
Validation,bull,2,2023-10-23,2023-10-24
Validation,bear,2,2023-10-25,2023-10-26
Validation,bull,8,2023-10-27,2023-11-07
Validation,bear,2,2023-11-08,2023-11-09
Validation,bull,1,2023-11-10,2023-11-10
Validation,bear,1,2023-11-13,2023-11-13
Validation,bull,1,2023-11-14,2023-11-14
Validation,bear,1,2023-11-15,2023-11-15
Validation,bull,1,2023-11-16,2023-11-16
Validation,bear,1,2023-11-17,2023-11-17
Validation,bull,1,2023-11-20,2023-11-20
Validation,bear,1,2023-11-21,2023-11-21
Validation,bull,1,2023-11-22,2023-11-22
Validation,bear,1,2023-11-27,2023-11-27
Validation,bull,1,2023-11-28,2023-11-28
Validation,bear,2,2023-11-29,2023-11-30
Validation,bull,1,2023-12-01,2023-12-01
Validation,bear,1,2023-12-04,2023-12-04
Validation,bull,1,2023-12-05,2023-12-05
Validation,bear,1,2023-12-06,2023-12-06
Validation,bull,5,2023-12-07,2023-12-13
Validation,bear,1,2023-12-14,2023-12-14
Validation,bull,3,2023-12-15,2023-12-19
Validation,bear,1,2023-12-20,2023-12-20
Validation,bull,4,2023-12-21,2023-12-27
Validation,bear,5,2023-12-28,2024-01-04
Validation,bull,5,2024-01-05,2024-01-11
Validation,bear,1,2024-01-12,2024-01-12
Validation,bull,1,2024-01-16,2024-01-16
Validation,bear,1,2024-01-17,2024-01-17
Validation,bull,2,2024-01-18,2024-01-19
Validation,bear,1,2024-01-22,2024-01-22
Validation,bull,2,2024-01-23,2024-01-24
Validation,bear,2,2024-01-25,2024-01-26
Validation,bull,1,2024-01-29,2024-01-29
Validation,bear,2,2024-01-30,2024-01-31
Validation,bull,3,2024-02-01,2024-02-05
Validation,bear,1,2024-02-06,2024-02-06
Validation,bull,3,2024-02-07,2024-02-09
Validation,bear,2,2024-02-12,2024-02-13
Validation,bull,2,2024-02-14,2024-02-15
Validation,bear,2,2024-02-16,2024-02-20
Validation,bull,2,2024-02-21,2024-02-22
Validation,bear,2,2024-02-23,2024-02-26
Validation,bull,1,2024-02-27,2024-02-27
Validation,bear,1,2024-02-28,2024-02-28
Validation,bull,2,2024-02-29,2024-03-01
Validation,bear,2,2024-03-04,2024-03-05
Validation,bull,2,2024-03-06,2024-03-07
Validation,bear,1,2024-03-08,2024-03-08
Validation,bull,2,2024-03-11,2024-03-12
Validation,bear,3,2024-03-13,2024-03-15
Validation,bull,4,2024-03-18,2024-03-21
Validation,bear,3,2024-03-22,2024-03-26
Validation,bull,1,2024-03-27,2024-03-27
Validation,bear,3,2024-03-28,2024-04-02
Validation,bull,1,2024-04-03,2024-04-03
Validation,bear,1,2024-04-04,2024-04-04
Validation,bull,1,2024-04-05,2024-04-05
Validation,bear,1,2024-04-08,2024-04-08
Validation,bull,1,2024-04-09,2024-04-09
Validation,bear,1,2024-04-10,2024-04-10
Validation,bull,1,2024-04-11,2024-04-11
Validation,bear,2,2024-04-12,2024-04-15
Validation,bull,1,2024-04-16,2024-04-16
Validation,bear,3,2024-04-17,2024-04-19
Validation,bull,2,2024-04-22,2024-04-23
Validation,bear,1,2024-04-24,2024-04-24
Validation,bull,3,2024-04-25,2024-04-29
Validation,bear,1,2024-04-30,2024-04-30
Validation,bull,5,2024-05-01,2024-05-07
Validation,bear,1,2024-05-08,2024-05-08
Validation,bull,5,2024-05-09,2024-05-15
Validation,bear,2,2024-05-16,2024-05-17
Validation,bull,3,2024-05-20,2024-05-22
Validation,bear,1,2024-05-23,2024-05-23
Validation,bull,1,2024-05-24,2024-05-24
Validation,bear,3,2024-05-29,2024-05-31
Validation,bull,3,2024-06-03,2024-06-05
Validation,bear,2,2024-06-06,2024-06-07
Validation,bull,7,2024-06-10,2024-06-18
Validation,bear,3,2024-06-20,2024-06-24
Validation,bull,1,2024-06-25,2024-06-25
Validation,bear,1,2024-06-26,2024-06-26
Validation,bull,1,2024-06-27,2024-06-27
Validation,bear,1,2024-06-28,2024-06-28
Validation,bull,6,2024-07-01,2024-07-10
Validation,bear,1,2024-07-11,2024-07-11
Validation,bull,2,2024-07-12,2024-07-15
Validation,bear,4,2024-07-16,2024-07-19
Validation,bull,1,2024-07-22,2024-07-22
Validation,bear,3,2024-07-23,2024-07-25
Validation,bull,2,2024-07-26,2024-07-29
Validation,bear,1,2024-07-30,2024-07-30
Validation,bull,1,2024-07-31,2024-07-31
Validation,bear,5,2024-08-01,2024-08-07
Validation,bull,8,2024-08-08,2024-08-19
Validation,bear,1,2024-08-20,2024-08-20
Validation,bull,1,2024-08-21,2024-08-21
Validation,bear,1,2024-08-22,2024-08-22
Validation,bull,1,2024-08-23,2024-08-23
Validation,bear,1,2024-08-26,2024-08-26
Validation,bull,1,2024-08-27,2024-08-27
Validation,bear,1,2024-08-28,2024-08-28
Validation,bull,2,2024-08-29,2024-08-30
Validation,bear,4,2024-09-03,2024-09-06
Validation,bull,7,2024-09-09,2024-09-17
Validation,bear,1,2024-09-18,2024-09-18
Validation,bull,1,2024-09-19,2024-09-19
Validation,bear,1,2024-09-20,2024-09-20
Validation,bull,4,2024-09-23,2024-09-26
Validation,bear,1,2024-09-27,2024-09-27
Validation,bull,1,2024-09-30,2024-09-30
Validation,bear,1,2024-10-01,2024-10-01
Validation,bull,1,2024-10-02,2024-10-02
Validation,bear,1,2024-10-03,2024-10-03
Validation,bull,1,2024-10-04,2024-10-04
Validation,bear,1,2024-10-07,2024-10-07
Validation,bull,2,2024-10-08,2024-10-09
Validation,bear,2,2024-10-10,2024-10-11
Validation,bull,1,2024-10-14,2024-10-14
Validation,bear,2,2024-10-15,2024-10-16
Validation,bull,3,2024-10-17,2024-10-21
Validation,bear,2,2024-10-22,2024-10-23
Validation,bull,2,2024-10-24,2024-10-25
Validation,bear,1,2024-10-28,2024-10-28
Validation,bull,1,2024-10-29,2024-10-29
Validation,bear,2,2024-10-30,2024-10-31
Validation,bull,1,2024-11-01,2024-11-01
Validation,bear,1,2024-11-04,2024-11-04
Validation,bull,4,2024-11-05,2024-11-08
Validation,bear,5,2024-11-11,2024-11-15
Validation,bull,2,2024-11-18,2024-11-19
Validation,bear,1,2024-11-20,2024-11-20
Validation,bull,2,2024-11-21,2024-11-22
Validation,bear,1,2024-11-25,2024-11-25
Validation,bull,1,2024-11-26,2024-11-26
