resolver,session,T_offset,outcome,tier,HIGH_IS_win,ALL_IS_win,lift_win_IS,lift_win_Val,lift_win_OOS,HIGH_OOS_win,HIGH_IS_n
gap_follow,NY_AM,30,SESS_END,soft,0.5558282208588957,0.5233139050791007,0.03251431577979502,0.037081310826148906,0.04904867400794943,0.5369127516778524,815
