market,pattern,side,signal_time,year,entry,exit,gross_pts,net_pts,split
NQ,engulfing,long,2010-06-07 09:49:00-04:00,2010,1835.5,1827.5,-8.0,-9.0,IS
NQ,three_bar_reversal,long,2010-06-07 09:49:00-04:00,2010,1835.5,1827.5,-8.0,-9.0,IS
NQ,pin_bar,long,2010-06-07 10:24:00-04:00,2010,1840.0,1812.75,-27.25,-28.25,IS
NQ,inside_breakout,short,2010-06-07 10:49:00-04:00,2010,1827.75,1821.25,6.5,5.5,IS
NQ,inside_fakeout,long,2010-06-07 10:49:00-04:00,2010,1827.75,1821.25,-6.5,-7.5,IS
NQ,engulfing,short,2010-06-07 11:24:00-04:00,2010,1812.75,1826.0,-13.25,-14.25,IS
NQ,inside_fakeout,short,2010-06-07 11:54:00-04:00,2010,1823.5,1828.75,-5.25,-6.25,IS
NQ,pin_bar,short,2010-06-07 12:14:00-04:00,2010,1825.75,1825.0,0.75,-0.25,IS
NQ,three_bar_reversal,short,2010-06-07 12:29:00-04:00,2010,1822.25,1830.0,-7.75,-8.75,IS
NQ,inside_breakout,long,2010-06-07 12:54:00-04:00,2010,1829.0,1821.25,-7.75,-8.75,IS
NQ,inside_breakout,long,2010-06-14 09:49:00-04:00,2010,1866.5,1868.25,1.75,0.75,IS
NQ,engulfing,long,2010-06-14 10:14:00-04:00,2010,1868.0,1873.0,5.0,4.0,IS
NQ,engulfing,short,2010-06-14 11:19:00-04:00,2010,1872.25,1867.5,4.75,3.75,IS
NQ,inside_breakout,short,2010-06-14 12:19:00-04:00,2010,1867.5,1863.25,4.25,3.25,IS
NQ,inside_fakeout,long,2010-06-14 12:19:00-04:00,2010,1867.5,1863.25,-4.25,-5.25,IS
NQ,three_bar_reversal,short,2010-06-14 14:19:00-04:00,2010,1852.25,1858.25,-6.0,-7.0,IS
NQ,three_bar_reversal,long,2010-06-14 14:44:00-04:00,2010,1853.25,1848.5,-4.75,-5.75,IS
NQ,pin_bar,long,2010-06-21 09:49:00-04:00,2010,1931.75,1925.5,-6.25,-7.25,IS
NQ,engulfing,short,2010-06-21 10:09:00-04:00,2010,1933.0,1923.75,9.25,8.25,IS
NQ,three_bar_reversal,short,2010-06-21 10:09:00-04:00,2010,1933.0,1923.75,9.25,8.25,IS
NQ,engulfing,long,2010-06-21 10:39:00-04:00,2010,1927.75,1922.25,-5.5,-6.5,IS
NQ,inside_fakeout,long,2010-06-21 11:04:00-04:00,2010,1924.0,1921.0,-3.0,-4.0,IS
NQ,pin_bar,short,2010-06-21 11:24:00-04:00,2010,1925.0,1915.5,9.5,8.5,IS
NQ,inside_fakeout,short,2010-06-21 12:04:00-04:00,2010,1920.75,1917.25,3.5,2.5,IS
NQ,three_bar_reversal,long,2010-06-21 13:14:00-04:00,2010,1919.75,1916.0,-3.75,-4.75,IS
NQ,inside_breakout,short,2010-06-21 13:24:00-04:00,2010,1915.75,1917.75,-2.0,-3.0,IS
NQ,pin_bar,long,2010-06-28 09:59:00-04:00,2010,1831.0,1842.0,11.0,10.0,IS
NQ,inside_fakeout,long,2010-06-28 09:59:00-04:00,2010,1831.0,1842.0,11.0,10.0,IS
NQ,engulfing,short,2010-06-28 10:09:00-04:00,2010,1824.5,1845.5,-21.0,-22.0,IS
NQ,three_bar_reversal,short,2010-06-28 10:09:00-04:00,2010,1824.5,1845.5,-21.0,-22.0,IS
NQ,engulfing,long,2010-06-28 10:24:00-04:00,2010,1830.0,1844.0,14.0,13.0,IS
NQ,three_bar_reversal,long,2010-06-28 11:29:00-04:00,2010,1848.5,1844.75,-3.75,-4.75,IS
NQ,pin_bar,short,2010-06-28 11:34:00-04:00,2010,1848.0,1843.0,5.0,4.0,IS
NQ,engulfing,long,2010-07-05 09:54:00-04:00,2010,1722.75,1721.0,-1.75,-2.75,IS
NQ,three_bar_reversal,short,2010-07-05 10:04:00-04:00,2010,1722.0,1721.5,0.5,-0.5,IS
NQ,engulfing,long,2010-07-06 09:49:00-04:00,2010,1749.75,1757.5,7.75,6.75,IS
NQ,three_bar_reversal,long,2010-07-06 09:49:00-04:00,2010,1749.75,1757.5,7.75,6.75,IS
NQ,inside_breakout,long,2010-07-06 10:04:00-04:00,2010,1757.0,1757.25,0.25,-0.75,IS
NQ,pin_bar,short,2010-07-06 10:19:00-04:00,2010,1760.0,1753.25,6.75,5.75,IS
NQ,inside_breakout,short,2010-07-06 10:24:00-04:00,2010,1757.75,1753.0,4.75,3.75,IS
NQ,inside_fakeout,long,2010-07-06 10:24:00-04:00,2010,1757.75,1753.0,-4.75,-5.75,IS
NQ,three_bar_reversal,short,2010-07-06 10:44:00-04:00,2010,1759.0,1755.25,3.75,2.75,IS
NQ,engulfing,short,2010-07-06 10:59:00-04:00,2010,1755.75,1754.0,1.75,0.75,IS
NQ,pin_bar,long,2010-07-06 12:19:00-04:00,2010,1751.25,1735.25,-16.0,-17.0,IS
NQ,engulfing,short,2010-07-12 09:54:00-04:00,2010,1824.75,1813.0,11.75,10.75,IS
NQ,three_bar_reversal,short,2010-07-12 09:54:00-04:00,2010,1824.75,1813.0,11.75,10.75,IS
NQ,engulfing,long,2010-07-12 10:19:00-04:00,2010,1823.25,1811.25,-12.0,-13.0,IS
NQ,three_bar_reversal,long,2010-07-12 10:19:00-04:00,2010,1823.25,1811.25,-12.0,-13.0,IS
NQ,inside_fakeout,short,2010-07-12 11:34:00-04:00,2010,1810.75,1812.25,-1.5,-2.5,IS
NQ,inside_breakout,long,2010-07-12 13:54:00-04:00,2010,1820.25,1816.5,-3.75,-4.75,IS
NQ,pin_bar,long,2010-07-12 14:29:00-04:00,2010,1816.0,1818.25,2.25,1.25,IS
NQ,pin_bar,short,2010-07-19 09:54:00-04:00,2010,1815.0,1794.75,20.25,19.25,IS
NQ,inside_breakout,short,2010-07-19 10:24:00-04:00,2010,1801.75,1807.75,-6.0,-7.0,IS
NQ,engulfing,short,2010-07-19 10:24:00-04:00,2010,1801.75,1807.75,-6.0,-7.0,IS
NQ,engulfing,long,2010-07-19 10:44:00-04:00,2010,1802.0,1804.25,2.25,1.25,IS
NQ,three_bar_reversal,long,2010-07-19 10:59:00-04:00,2010,1797.25,1807.0,9.75,8.75,IS
NQ,inside_fakeout,long,2010-07-19 12:04:00-04:00,2010,1803.5,1806.0,2.5,1.5,IS
NQ,engulfing,short,2010-07-26 10:19:00-04:00,2010,1878.0,1883.0,-5.0,-6.0,IS
NQ,three_bar_reversal,short,2010-07-26 10:19:00-04:00,2010,1878.0,1883.0,-5.0,-6.0,IS
NQ,pin_bar,long,2010-07-26 10:29:00-04:00,2010,1875.75,1882.5,6.75,5.75,IS
NQ,inside_fakeout,long,2010-07-26 10:34:00-04:00,2010,1873.75,1882.0,8.25,7.25,IS
NQ,engulfing,long,2010-07-26 10:49:00-04:00,2010,1877.5,1885.25,7.75,6.75,IS
NQ,pin_bar,short,2010-07-26 13:24:00-04:00,2010,1879.0,1878.5,0.5,-0.5,IS
NQ,inside_breakout,short,2010-07-26 14:24:00-04:00,2010,1878.75,1884.0,-5.25,-6.25,IS
NQ,engulfing,long,2010-08-02 09:49:00-04:00,2010,1883.75,1894.5,10.75,9.75,IS
NQ,three_bar_reversal,long,2010-08-02 09:49:00-04:00,2010,1883.75,1894.5,10.75,9.75,IS
NQ,inside_fakeout,short,2010-08-02 10:19:00-04:00,2010,1896.5,1896.0,0.5,-0.5,IS
NQ,engulfing,short,2010-08-02 10:34:00-04:00,2010,1895.5,1898.25,-2.75,-3.75,IS
NQ,inside_fakeout,long,2010-08-02 11:04:00-04:00,2010,1896.5,1896.75,0.25,-0.75,IS
NQ,pin_bar,short,2010-08-02 12:19:00-04:00,2010,1897.25,1895.0,2.25,1.25,IS
NQ,inside_breakout,long,2010-08-02 13:24:00-04:00,2010,1895.5,1897.25,1.75,0.75,IS
NQ,three_bar_reversal,short,2010-08-02 13:29:00-04:00,2010,1894.25,1896.25,-2.0,-3.0,IS
NQ,pin_bar,short,2010-08-09 10:19:00-04:00,2010,1909.0,1910.25,-1.25,-2.25,IS
NQ,inside_fakeout,short,2010-08-09 10:39:00-04:00,2010,1906.75,1910.75,-4.0,-5.0,IS
NQ,inside_breakout,short,2010-08-09 10:54:00-04:00,2010,1906.25,1909.75,-3.5,-4.5,IS
NQ,engulfing,long,2010-08-09 10:59:00-04:00,2010,1908.25,1909.0,0.75,-0.25,IS
NQ,three_bar_reversal,long,2010-08-09 10:59:00-04:00,2010,1908.25,1909.0,0.75,-0.25,IS
NQ,engulfing,short,2010-08-09 11:49:00-04:00,2010,1911.25,1909.25,2.0,1.0,IS
NQ,pin_bar,long,2010-08-09 12:29:00-04:00,2010,1909.0,1909.25,0.25,-0.75,IS
NQ,three_bar_reversal,long,2010-08-16 10:04:00-04:00,2010,1820.0,1824.0,4.0,3.0,IS
NQ,pin_bar,short,2010-08-16 10:14:00-04:00,2010,1821.25,1825.25,-4.0,-5.0,IS
NQ,engulfing,long,2010-08-16 10:19:00-04:00,2010,1824.75,1824.5,-0.25,-1.25,IS
NQ,inside_fakeout,short,2010-08-16 10:29:00-04:00,2010,1824.75,1823.25,1.5,0.5,IS
NQ,engulfing,short,2010-08-16 11:04:00-04:00,2010,1824.0,1829.0,-5.0,-6.0,IS
NQ,three_bar_reversal,short,2010-08-16 14:09:00-04:00,2010,1824.0,1814.75,9.25,8.25,IS
NQ,engulfing,long,2010-08-23 09:49:00-04:00,2010,1841.25,1816.0,-25.25,-26.25,IS
NQ,inside_breakout,long,2010-08-23 10:34:00-04:00,2010,1825.25,1813.75,-11.5,-12.5,IS
NQ,inside_breakout,short,2010-08-23 11:04:00-04:00,2010,1812.5,1815.25,-2.75,-3.75,IS
NQ,inside_fakeout,long,2010-08-23 11:04:00-04:00,2010,1812.5,1815.25,2.75,1.75,IS
NQ,three_bar_reversal,long,2010-08-23 11:14:00-04:00,2010,1815.25,1816.75,1.5,0.5,IS
NQ,pin_bar,short,2010-08-23 11:49:00-04:00,2010,1814.0,1814.0,-0.0,-1.0,IS
NQ,engulfing,short,2010-08-23 12:19:00-04:00,2010,1814.5,1816.0,-1.5,-2.5,IS
NQ,three_bar_reversal,short,2010-08-23 12:19:00-04:00,2010,1814.5,1816.0,-1.5,-2.5,IS
NQ,engulfing,short,2010-08-30 09:54:00-04:00,2010,1793.75,1793.75,-0.0,-1.0,IS
NQ,three_bar_reversal,short,2010-08-30 09:54:00-04:00,2010,1793.75,1793.75,-0.0,-1.0,IS
NQ,engulfing,long,2010-08-30 10:14:00-04:00,2010,1796.75,1790.5,-6.25,-7.25,IS
NQ,three_bar_reversal,long,2010-08-30 10:39:00-04:00,2010,1789.75,1787.25,-2.5,-3.5,IS
NQ,pin_bar,long,2010-08-30 11:49:00-04:00,2010,1785.25,1787.75,2.5,1.5,IS
NQ,pin_bar,short,2010-08-30 12:14:00-04:00,2010,1784.0,1786.75,-2.75,-3.75,IS
NQ,engulfing,long,2010-09-07 10:09:00-04:00,2010,1860.25,1860.25,0.0,-1.0,IS
NQ,three_bar_reversal,long,2010-09-07 10:09:00-04:00,2010,1860.25,1860.25,0.0,-1.0,IS
NQ,inside_fakeout,short,2010-09-07 10:54:00-04:00,2010,1859.25,1859.25,-0.0,-1.0,IS
NQ,pin_bar,long,2010-09-07 11:19:00-04:00,2010,1860.0,1862.0,2.0,1.0,IS
NQ,inside_fakeout,long,2010-09-07 11:19:00-04:00,2010,1860.0,1862.0,2.0,1.0,IS
NQ,inside_breakout,long,2010-09-07 12:09:00-04:00,2010,1863.75,1858.5,-5.25,-6.25,IS
NQ,pin_bar,short,2010-09-07 12:49:00-04:00,2010,1859.5,1859.75,-0.25,-1.25,IS
NQ,engulfing,short,2010-09-07 12:59:00-04:00,2010,1859.25,1863.0,-3.75,-4.75,IS
NQ,three_bar_reversal,short,2010-09-07 14:54:00-04:00,2010,1859.25,1854.5,4.75,3.75,IS
NQ,engulfing,short,2010-09-13 09:49:00-04:00,2010,1911.5,1920.75,-9.25,-10.25,IS
NQ,three_bar_reversal,short,2010-09-13 09:49:00-04:00,2010,1911.5,1920.75,-9.25,-10.25,IS
NQ,inside_fakeout,long,2010-09-13 09:59:00-04:00,2010,1910.5,1918.5,8.0,7.0,IS
NQ,engulfing,long,2010-09-13 10:04:00-04:00,2010,1914.0,1918.75,4.75,3.75,IS
NQ,pin_bar,short,2010-09-13 10:19:00-04:00,2010,1915.5,1919.75,-4.25,-5.25,IS
NQ,pin_bar,long,2010-09-13 11:04:00-04:00,2010,1918.75,1916.25,-2.5,-3.5,IS
NQ,three_bar_reversal,long,2010-09-13 11:19:00-04:00,2010,1919.5,1913.5,-6.0,-7.0,IS
NQ,inside_breakout,short,2010-09-13 12:54:00-04:00,2010,1910.5,1914.25,-3.75,-4.75,IS
NQ,inside_breakout,long,2010-09-20 09:54:00-04:00,2010,1964.5,1976.5,12.0,11.0,IS
NQ,engulfing,long,2010-09-20 10:04:00-04:00,2010,1969.0,1978.0,9.0,8.0,IS
NQ,pin_bar,short,2010-09-20 10:24:00-04:00,2010,1977.0,1975.25,1.75,0.75,IS
NQ,engulfing,short,2010-09-20 10:44:00-04:00,2010,1976.0,1976.0,-0.0,-1.0,IS
NQ,inside_fakeout,short,2010-09-20 10:54:00-04:00,2010,1976.25,1974.75,1.5,0.5,IS
NQ,inside_fakeout,long,2010-09-20 10:54:00-04:00,2010,1976.25,1974.75,-1.5,-2.5,IS
NQ,three_bar_reversal,short,2010-09-20 12:24:00-04:00,2010,1971.25,1974.75,-3.5,-4.5,IS
NQ,pin_bar,long,2010-09-20 14:14:00-04:00,2010,1977.25,1985.25,8.0,7.0,IS
NQ,three_bar_reversal,long,2010-09-20 14:14:00-04:00,2010,1977.25,1985.25,8.0,7.0,IS
NQ,inside_breakout,short,2010-09-20 14:49:00-04:00,2010,1981.0,1987.5,-6.5,-7.5,IS
NQ,engulfing,short,2010-09-27 09:49:00-04:00,2010,2013.75,2017.0,-3.25,-4.25,IS
NQ,engulfing,long,2010-09-27 09:54:00-04:00,2010,2018.25,2017.0,-1.25,-2.25,IS
NQ,three_bar_reversal,short,2010-09-27 10:14:00-04:00,2010,2014.0,2012.0,2.0,1.0,IS
NQ,pin_bar,long,2010-09-27 10:19:00-04:00,2010,2014.25,2011.75,-2.5,-3.5,IS
NQ,three_bar_reversal,long,2010-09-27 10:44:00-04:00,2010,2018.75,2012.0,-6.75,-7.75,IS
NQ,inside_breakout,short,2010-09-27 11:14:00-04:00,2010,2012.0,2013.25,-1.25,-2.25,IS
NQ,inside_fakeout,long,2010-09-27 11:14:00-04:00,2010,2012.0,2013.25,1.25,0.25,IS
NQ,inside_fakeout,short,2010-09-27 11:59:00-04:00,2010,2013.25,2013.25,-0.0,-1.0,IS
NQ,inside_breakout,long,2010-09-27 14:44:00-04:00,2010,2023.75,2014.25,-9.5,-10.5,IS
NQ,pin_bar,long,2010-10-04 09:59:00-04:00,2010,1986.25,1984.75,-1.5,-2.5,IS
NQ,engulfing,long,2010-10-04 10:09:00-04:00,2010,1988.5,1980.0,-8.5,-9.5,IS
NQ,engulfing,short,2010-10-04 10:29:00-04:00,2010,1989.75,1968.25,21.5,20.5,IS
NQ,pin_bar,short,2010-10-04 11:44:00-04:00,2010,1970.25,1964.5,5.75,4.75,IS
NQ,inside_breakout,long,2010-10-04 12:19:00-04:00,2010,1965.75,1968.5,2.75,1.75,IS
NQ,three_bar_reversal,short,2010-10-04 13:34:00-04:00,2010,1968.25,1968.75,-0.5,-1.5,IS
NQ,engulfing,short,2010-10-11 09:49:00-04:00,2010,2027.25,2027.25,-0.0,-1.0,IS
NQ,three_bar_reversal,short,2010-10-11 09:49:00-04:00,2010,2027.25,2027.25,-0.0,-1.0,IS
NQ,pin_bar,long,2010-10-11 09:54:00-04:00,2010,2028.5,2027.25,-1.25,-2.25,IS
NQ,engulfing,long,2010-10-11 10:04:00-04:00,2010,2029.0,2027.5,-1.5,-2.5,IS
NQ,three_bar_reversal,long,2010-10-11 12:14:00-04:00,2010,2031.25,2032.0,0.75,-0.25,IS
NQ,inside_breakout,long,2010-10-11 13:49:00-04:00,2010,2034.0,2032.75,-1.25,-2.25,IS
NQ,inside_breakout,short,2010-10-18 10:04:00-04:00,2010,2094.25,2095.75,-1.5,-2.5,IS
NQ,engulfing,short,2010-10-18 10:04:00-04:00,2010,2094.25,2095.75,-1.5,-2.5,IS
NQ,inside_fakeout,long,2010-10-18 10:04:00-04:00,2010,2094.25,2095.75,1.5,0.5,IS
NQ,engulfing,long,2010-10-18 10:39:00-04:00,2010,2097.0,2092.5,-4.5,-5.5,IS
NQ,three_bar_reversal,long,2010-10-18 10:39:00-04:00,2010,2097.0,2092.5,-4.5,-5.5,IS
NQ,three_bar_reversal,short,2010-10-18 11:04:00-04:00,2010,2095.5,2093.5,2.0,1.0,IS
NQ,pin_bar,long,2010-10-18 11:39:00-04:00,2010,2092.25,2092.75,0.5,-0.5,IS
NQ,engulfing,long,2010-10-25 09:54:00-04:00,2010,2121.75,2115.75,-6.0,-7.0,IS
NQ,engulfing,short,2010-10-25 10:04:00-04:00,2010,2120.25,2112.25,8.0,7.0,IS
NQ,three_bar_reversal,short,2010-10-25 10:04:00-04:00,2010,2120.25,2112.25,8.0,7.0,IS
NQ,pin_bar,short,2010-10-25 10:19:00-04:00,2010,2120.75,2116.75,4.0,3.0,IS
NQ,pin_bar,long,2010-10-25 10:54:00-04:00,2010,2115.5,2115.5,0.0,-1.0,IS
NQ,inside_fakeout,short,2010-10-25 10:59:00-04:00,2010,2114.0,2116.0,-2.0,-3.0,IS
NQ,inside_fakeout,long,2010-10-25 12:09:00-04:00,2010,2115.5,2114.0,-1.5,-2.5,IS
NQ,three_bar_reversal,long,2010-10-25 14:54:00-04:00,2010,2116.25,2113.75,-2.5,-3.5,IS
NQ,pin_bar,short,2010-11-01 09:54:00-04:00,2010,2141.25,2135.5,5.75,4.75,IS
NQ,three_bar_reversal,long,2010-11-01 10:04:00-04:00,2010,2145.75,2130.75,-15.0,-16.0,IS
NQ,engulfing,short,2010-11-01 10:19:00-04:00,2010,2142.25,2127.0,15.25,14.25,IS
NQ,pin_bar,long,2010-11-01 10:29:00-04:00,2010,2142.25,2123.5,-18.75,-19.75,IS
NQ,inside_breakout,long,2010-11-01 10:49:00-04:00,2010,2139.5,2125.75,-13.75,-14.75,IS
NQ,three_bar_reversal,short,2010-11-01 10:54:00-04:00,2010,2135.25,2126.25,9.0,8.0,IS
NQ,engulfing,long,2010-11-01 11:39:00-04:00,2010,2123.5,2129.75,6.25,5.25,IS
NQ,inside_breakout,long,2010-11-08 10:04:00-05:00,2010,2178.75,2182.25,3.5,2.5,IS
NQ,engulfing,short,2010-11-08 10:34:00-05:00,2010,2184.0,2185.5,-1.5,-2.5,IS
NQ,three_bar_reversal,short,2010-11-08 10:34:00-05:00,2010,2184.0,2185.5,-1.5,-2.5,IS
NQ,engulfing,long,2010-11-08 11:09:00-05:00,2010,2183.25,2185.25,2.0,1.0,IS
NQ,inside_fakeout,short,2010-11-08 11:14:00-05:00,2010,2183.5,2186.0,-2.5,-3.5,IS
NQ,three_bar_reversal,long,2010-11-08 13:49:00-05:00,2010,2185.0,2184.0,-1.0,-2.0,IS
NQ,inside_breakout,long,2010-11-15 10:19:00-05:00,2010,2135.75,2135.5,-0.25,-1.25,IS
NQ,engulfing,long,2010-11-15 10:39:00-05:00,2010,2139.25,2137.0,-2.25,-3.25,IS
NQ,three_bar_reversal,long,2010-11-15 10:39:00-05:00,2010,2139.25,2137.0,-2.25,-3.25,IS
NQ,engulfing,short,2010-11-15 10:54:00-05:00,2010,2136.0,2141.0,-5.0,-6.0,IS
NQ,three_bar_reversal,short,2010-11-15 11:24:00-05:00,2010,2133.0,2138.0,-5.0,-6.0,IS
NQ,pin_bar,short,2010-11-15 11:59:00-05:00,2010,2140.75,2141.75,-1.0,-2.0,IS
NQ,pin_bar,long,2010-11-15 12:34:00-05:00,2010,2138.0,2142.75,4.75,3.75,IS
NQ,inside_fakeout,long,2010-11-15 13:39:00-05:00,2010,2141.5,2137.5,-4.0,-5.0,IS
NQ,inside_breakout,short,2010-11-15 13:59:00-05:00,2010,2141.5,2138.75,2.75,1.75,IS
NQ,pin_bar,short,2010-11-22 10:04:00-05:00,2010,2147.0,2130.5,16.5,15.5,IS
NQ,engulfing,long,2010-11-22 10:54:00-05:00,2010,2136.75,2138.25,1.5,0.5,IS
NQ,three_bar_reversal,long,2010-11-22 10:54:00-05:00,2010,2136.75,2138.25,1.5,0.5,IS
NQ,inside_breakout,long,2010-11-22 11:14:00-05:00,2010,2134.75,2136.75,2.0,1.0,IS
NQ,engulfing,short,2010-11-22 11:34:00-05:00,2010,2136.0,2126.75,9.25,8.25,IS
NQ,three_bar_reversal,short,2010-11-22 12:04:00-05:00,2010,2136.75,2124.25,12.5,11.5,IS
NQ,inside_fakeout,long,2010-11-22 12:14:00-05:00,2010,2136.75,2126.25,-10.5,-11.5,IS
NQ,inside_fakeout,short,2010-11-22 14:04:00-05:00,2010,2133.0,2143.25,-10.25,-11.25,IS
NQ,engulfing,long,2010-11-26 10:09:00-05:00,2010,2155.0,2156.0,1.0,0.0,IS
NQ,three_bar_reversal,long,2010-11-26 10:39:00-05:00,2010,2159.0,2153.25,-5.75,-6.75,IS
NQ,pin_bar,short,2010-11-26 10:44:00-05:00,2010,2158.75,2152.0,6.75,5.75,IS
NQ,inside_breakout,long,2010-11-26 11:09:00-05:00,2010,2155.75,2154.5,-1.25,-2.25,IS
NQ,engulfing,short,2010-11-26 11:19:00-05:00,2010,2156.0,2155.5,0.5,-0.5,IS
NQ,inside_breakout,short,2010-11-26 11:29:00-05:00,2010,2154.75,2155.5,-0.75,-1.75,IS
NQ,inside_fakeout,long,2010-11-26 11:29:00-05:00,2010,2154.75,2155.5,0.75,-0.25,IS
NQ,engulfing,short,2010-11-29 09:49:00-05:00,2010,2140.25,2127.75,12.5,11.5,IS
NQ,inside_breakout,short,2010-11-29 09:54:00-05:00,2010,2132.75,2126.5,6.25,5.25,IS
NQ,engulfing,long,2010-11-29 10:34:00-05:00,2010,2129.0,2123.75,-5.25,-6.25,IS
NQ,pin_bar,long,2010-11-29 11:04:00-05:00,2010,2124.25,2120.5,-3.75,-4.75,IS
NQ,inside_fakeout,long,2010-11-29 12:34:00-05:00,2010,2126.0,2123.25,-2.75,-3.75,IS
NQ,inside_breakout,long,2010-11-29 12:44:00-05:00,2010,2128.0,2123.5,-4.5,-5.5,IS
NQ,three_bar_reversal,long,2010-11-29 12:44:00-05:00,2010,2128.0,2123.5,-4.5,-5.5,IS
NQ,engulfing,short,2010-12-06 10:14:00-05:00,2010,2190.25,2187.75,2.5,1.5,IS
NQ,pin_bar,long,2010-12-06 10:59:00-05:00,2010,2187.75,2185.5,-2.25,-3.25,IS
NQ,engulfing,long,2010-12-06 11:09:00-05:00,2010,2189.25,2185.75,-3.5,-4.5,IS
NQ,pin_bar,short,2010-12-06 11:54:00-05:00,2010,2184.0,2184.25,-0.25,-1.25,IS
NQ,three_bar_reversal,long,2010-12-06 12:59:00-05:00,2010,2186.25,2188.75,2.5,1.5,IS
NQ,three_bar_reversal,long,2010-12-13 10:04:00-05:00,2010,2220.0,2222.75,2.75,1.75,IS
NQ,pin_bar,short,2010-12-13 10:09:00-05:00,2010,2219.75,2222.75,-3.0,-4.0,IS
NQ,engulfing,long,2010-12-13 10:19:00-05:00,2010,2221.0,2223.0,2.0,1.0,IS
NQ,inside_breakout,short,2010-12-13 10:44:00-05:00,2010,2219.5,2218.5,1.0,0.0,IS
NQ,inside_fakeout,long,2010-12-13 10:44:00-05:00,2010,2219.5,2218.5,-1.0,-2.0,IS
NQ,engulfing,short,2010-12-13 11:14:00-05:00,2010,2221.5,2219.0,2.5,1.5,IS
NQ,three_bar_reversal,short,2010-12-13 11:59:00-05:00,2010,2219.0,2219.0,-0.0,-1.0,IS
NQ,pin_bar,long,2010-12-13 12:49:00-05:00,2010,2217.75,2216.5,-1.25,-2.25,IS
NQ,inside_breakout,long,2010-12-13 13:59:00-05:00,2010,2218.5,2218.25,-0.25,-1.25,IS
NQ,engulfing,long,2010-12-20 10:29:00-05:00,2010,2208.75,2212.25,3.5,2.5,IS
NQ,three_bar_reversal,long,2010-12-20 10:29:00-05:00,2010,2208.75,2212.25,3.5,2.5,IS
NQ,pin_bar,long,2010-12-20 10:54:00-05:00,2010,2209.0,2216.25,7.25,6.25,IS
NQ,engulfing,short,2010-12-20 11:09:00-05:00,2010,2206.5,2212.5,-6.0,-7.0,IS
NQ,pin_bar,short,2010-12-20 13:09:00-05:00,2010,2221.75,2228.25,-6.5,-7.5,IS
NQ,inside_fakeout,long,2010-12-20 14:24:00-05:00,2010,2228.0,2223.75,-4.25,-5.25,IS
NQ,engulfing,short,2010-12-27 10:09:00-05:00,2010,2208.5,2215.0,-6.5,-7.5,IS
NQ,inside_breakout,long,2010-12-27 10:29:00-05:00,2010,2215.0,2214.5,-0.5,-1.5,IS
NQ,pin_bar,short,2010-12-27 11:24:00-05:00,2010,2215.25,2220.0,-4.75,-5.75,IS
NQ,engulfing,long,2010-12-27 11:39:00-05:00,2010,2215.0,2219.5,4.5,3.5,IS
NQ,three_bar_reversal,long,2010-12-27 11:54:00-05:00,2010,2215.25,2219.5,4.25,3.25,IS
NQ,engulfing,long,2011-01-03 09:59:00-05:00,2011,2253.75,2265.0,11.25,10.25,IS
NQ,engulfing,short,2011-01-03 10:29:00-05:00,2011,2261.0,2264.5,-3.5,-4.5,IS
NQ,three_bar_reversal,short,2011-01-03 10:29:00-05:00,2011,2261.0,2264.5,-3.5,-4.5,IS
NQ,pin_bar,short,2011-01-03 10:54:00-05:00,2011,2263.75,2263.25,0.5,-0.5,IS
NQ,inside_breakout,long,2011-01-03 11:24:00-05:00,2011,2265.25,2262.5,-2.75,-3.75,IS
NQ,three_bar_reversal,long,2011-01-03 11:39:00-05:00,2011,2266.5,2260.25,-6.25,-7.25,IS
NQ,pin_bar,long,2011-01-03 13:29:00-05:00,2011,2257.5,2255.5,-2.0,-3.0,IS
NQ,inside_fakeout,long,2011-01-03 14:44:00-05:00,2011,2255.0,2250.75,-4.25,-5.25,IS
NQ,engulfing,short,2011-01-10 10:39:00-05:00,2011,2270.5,2270.75,-0.25,-1.25,IS
NQ,three_bar_reversal,short,2011-01-10 11:24:00-05:00,2011,2268.5,2275.25,-6.75,-7.75,IS
NQ,inside_fakeout,short,2011-01-10 11:39:00-05:00,2011,2270.75,2276.25,-5.5,-6.5,IS
NQ,inside_breakout,long,2011-01-10 13:09:00-05:00,2011,2277.75,2278.5,0.75,-0.25,IS
NQ,engulfing,long,2011-01-10 13:24:00-05:00,2011,2278.5,2280.25,1.75,0.75,IS
NQ,pin_bar,short,2011-01-10 13:39:00-05:00,2011,2280.0,2281.5,-1.5,-2.5,IS
NQ,three_bar_reversal,long,2011-01-10 14:14:00-05:00,2011,2279.25,2283.25,4.0,3.0,IS
NQ,engulfing,long,2011-01-17 10:14:00-05:00,2011,2294.5,2290.0,-4.5,-5.5,IS
NQ,engulfing,short,2011-01-17 10:19:00-05:00,2011,2292.25,2290.75,1.5,0.5,IS
NQ,engulfing,short,2011-01-18 09:49:00-05:00,2011,2313.25,2311.5,1.75,0.75,IS
NQ,engulfing,long,2011-01-18 10:14:00-05:00,2011,2313.75,2314.5,0.75,-0.25,IS
NQ,three_bar_reversal,short,2011-01-18 10:34:00-05:00,2011,2313.0,2319.5,-6.5,-7.5,IS
NQ,pin_bar,long,2011-01-18 10:44:00-05:00,2011,2314.0,2319.25,5.25,4.25,IS
NQ,inside_breakout,long,2011-01-18 11:19:00-05:00,2011,2317.25,2318.75,1.5,0.5,IS
