market,signal_time,year,split,side,horizon_min,level,entry,signed_return_pts,mfe_pts,mae_pts,close_beyond_level,failed_through_level
NQ,2022-02-10 01:14:00-05:00,2022,Validation,long,30,15012.5,15015.0,9.25,12.75,-3.5,1,1
NQ,2022-02-10 01:14:00-05:00,2022,Validation,long,60,15012.5,15015.0,-3.0,12.75,-10.5,0,1
NQ,2022-02-10 03:44:00-05:00,2022,Validation,short,1,14978.75,14976.75,-3.5,1.25,-5.0,0,1
NQ,2022-02-10 03:44:00-05:00,2022,Validation,short,5,14978.75,14976.75,-9.75,3.75,-14.5,0,1
NQ,2022-02-10 03:44:00-05:00,2022,Validation,short,15,14978.75,14976.75,1.0,3.75,-14.5,1,1
NQ,2022-02-10 03:44:00-05:00,2022,Validation,short,30,14978.75,14976.75,-7.0,10.25,-14.5,0,1
NQ,2022-02-10 03:44:00-05:00,2022,Validation,short,60,14978.75,14976.75,-7.75,10.25,-14.5,0,1
NQ,2022-02-10 23:44:00-05:00,2022,Validation,short,1,14617.25,14585.75,-1.5,0.5,-5.0,1,0
NQ,2022-02-10 23:44:00-05:00,2022,Validation,short,5,14617.25,14585.75,3.5,7.0,-5.0,1,0
NQ,2022-02-10 23:44:00-05:00,2022,Validation,short,15,14617.25,14585.75,0.25,7.0,-5.0,1,0
NQ,2022-02-10 23:44:00-05:00,2022,Validation,short,30,14617.25,14585.75,5.0,23.0,-5.0,1,0
NQ,2022-02-10 23:44:00-05:00,2022,Validation,short,60,14617.25,14585.75,38.5,52.25,-5.0,1,0
NQ,2022-02-11 07:29:00-05:00,2022,Validation,long,1,14664.75,14687.25,-2.75,1.25,-4.75,1,0
NQ,2022-02-11 07:29:00-05:00,2022,Validation,long,5,14664.75,14687.25,-0.5,12.75,-4.75,1,0
NQ,2022-02-11 07:29:00-05:00,2022,Validation,long,15,14664.75,14687.25,-17.25,12.75,-19.25,1,0
NQ,2022-02-11 07:29:00-05:00,2022,Validation,long,30,14664.75,14687.25,-18.25,12.75,-31.25,1,1
NQ,2022-02-11 07:29:00-05:00,2022,Validation,long,60,14664.75,14687.25,7.75,29.75,-34.5,1,1
NQ,2022-02-14 03:29:00-05:00,2022,Validation,short,1,14198.75,14118.25,-12.75,0.75,-17.0,1,0
NQ,2022-02-14 03:29:00-05:00,2022,Validation,short,5,14198.75,14118.25,-3.5,1.0,-31.25,1,0
NQ,2022-02-14 03:29:00-05:00,2022,Validation,short,15,14198.75,14118.25,-30.0,7.5,-36.75,1,0
NQ,2022-02-14 03:29:00-05:00,2022,Validation,short,30,14198.75,14118.25,32.25,47.25,-36.75,1,0
NQ,2022-02-14 03:29:00-05:00,2022,Validation,short,60,14198.75,14118.25,21.5,72.0,-36.75,1,0
NQ,2022-02-14 11:29:00-05:00,2022,Validation,long,1,14334.75,14358.75,10.5,15.5,-1.25,1,0
NQ,2022-02-14 11:29:00-05:00,2022,Validation,long,5,14334.75,14358.75,-6.0,15.5,-36.75,1,0
NQ,2022-02-14 11:29:00-05:00,2022,Validation,long,15,14334.75,14358.75,-27.25,15.5,-43.0,0,1
NQ,2022-02-14 11:29:00-05:00,2022,Validation,long,30,14334.75,14358.75,-18.75,15.5,-44.25,1,1
NQ,2022-02-14 11:29:00-05:00,2022,Validation,long,60,14334.75,14358.75,12.25,15.5,-44.25,1,1
NQ,2022-02-14 21:29:00-05:00,2022,Validation,long,1,14311.0,14318.5,3.25,4.5,-0.75,1,0
NQ,2022-02-14 21:29:00-05:00,2022,Validation,long,5,14311.0,14318.5,7.0,10.75,-0.75,1,0
NQ,2022-02-14 21:29:00-05:00,2022,Validation,long,15,14311.0,14318.5,2.75,10.75,-1.0,1,0
NQ,2022-02-14 21:29:00-05:00,2022,Validation,long,30,14311.0,14318.5,1.0,14.5,-3.25,1,0
NQ,2022-02-14 21:29:00-05:00,2022,Validation,long,60,14311.0,14318.5,-10.5,14.5,-10.5,0,1
NQ,2022-02-15 00:14:00-05:00,2022,Validation,short,1,14250.25,14237.0,-4.5,0.75,-5.0,1,0
NQ,2022-02-15 00:14:00-05:00,2022,Validation,short,5,14250.25,14237.0,-3.0,0.75,-6.25,1,0
NQ,2022-02-15 00:14:00-05:00,2022,Validation,short,15,14250.25,14237.0,-21.75,1.0,-25.0,0,1
NQ,2022-02-15 00:14:00-05:00,2022,Validation,short,30,14250.25,14237.0,-13.0,1.0,-25.0,1,1
NQ,2022-02-15 00:14:00-05:00,2022,Validation,short,60,14250.25,14237.0,-26.25,1.0,-33.0,0,1
NQ,2022-02-16 03:14:00-05:00,2022,Validation,long,1,14596.0,14597.5,39.5,46.25,-1.0,1,0
NQ,2022-02-16 03:14:00-05:00,2022,Validation,long,5,14596.0,14597.5,46.75,53.75,-1.0,1,0
NQ,2022-02-16 03:14:00-05:00,2022,Validation,long,15,14596.0,14597.5,42.5,66.75,-1.0,1,0
NQ,2022-02-16 03:14:00-05:00,2022,Validation,long,30,14596.0,14597.5,26.0,66.75,-1.0,1,0
NQ,2022-02-16 03:14:00-05:00,2022,Validation,long,60,14596.0,14597.5,22.25,71.0,-1.0,1,0
NQ,2022-02-16 08:59:00-05:00,2022,Validation,short,1,14557.5,14525.75,5.75,10.5,-4.25,1,0
NQ,2022-02-16 08:59:00-05:00,2022,Validation,short,5,14557.5,14525.75,-0.5,10.5,-6.25,1,0
NQ,2022-02-16 08:59:00-05:00,2022,Validation,short,15,14557.5,14525.75,20.75,30.25,-6.25,1,0
NQ,2022-02-16 08:59:00-05:00,2022,Validation,short,30,14557.5,14525.75,12.5,30.25,-6.25,1,0
NQ,2022-02-16 08:59:00-05:00,2022,Validation,short,60,14557.5,14525.75,117.75,144.75,-6.25,1,0
NQ,2022-02-16 22:59:00-05:00,2022,Validation,short,1,14560.0,14516.5,50.0,56.5,-1.0,1,0
NQ,2022-02-16 22:59:00-05:00,2022,Validation,short,5,14560.0,14516.5,69.25,71.5,-1.0,1,0
NQ,2022-02-16 22:59:00-05:00,2022,Validation,short,15,14560.0,14516.5,34.5,74.5,-1.0,1,0
NQ,2022-02-16 22:59:00-05:00,2022,Validation,short,30,14560.0,14516.5,29.25,74.5,-1.0,1,0
NQ,2022-02-16 22:59:00-05:00,2022,Validation,short,60,14560.0,14516.5,30.0,74.5,-1.0,1,0
NQ,2022-02-17 20:59:00-05:00,2022,Validation,long,1,14270.0,14274.0,0.0,3.25,-4.25,1,0
NQ,2022-02-17 20:59:00-05:00,2022,Validation,long,5,14270.0,14274.0,1.0,6.5,-7.5,1,1
NQ,2022-02-17 20:59:00-05:00,2022,Validation,long,15,14270.0,14274.0,-3.25,6.5,-10.5,1,1
NQ,2022-02-17 20:59:00-05:00,2022,Validation,long,30,14270.0,14274.0,-14.0,10.25,-19.0,0,1
NQ,2022-02-17 20:59:00-05:00,2022,Validation,long,60,14270.0,14274.0,-7.5,10.25,-28.0,0,1
NQ,2022-02-18 08:14:00-05:00,2022,Validation,short,1,14223.0,14212.25,-0.75,9.75,-5.25,1,0
NQ,2022-02-18 08:14:00-05:00,2022,Validation,short,5,14223.0,14212.25,-2.0,9.75,-6.25,1,0
NQ,2022-02-18 08:14:00-05:00,2022,Validation,short,15,14223.0,14212.25,47.0,60.75,-6.25,1,0
NQ,2022-02-18 08:14:00-05:00,2022,Validation,short,30,14223.0,14212.25,46.75,82.25,-6.25,1,0
NQ,2022-02-18 08:14:00-05:00,2022,Validation,short,60,14223.0,14212.25,42.75,82.25,-6.25,1,0
NQ,2022-02-20 18:14:00-05:00,2022,Validation,short,1,13906.25,13872.25,7.0,15.25,-3.25,1,0
NQ,2022-02-20 18:14:00-05:00,2022,Validation,short,5,13906.25,13872.25,-6.5,17.0,-6.75,1,0
NQ,2022-02-20 18:14:00-05:00,2022,Validation,short,15,13906.25,13872.25,16.75,21.5,-13.75,1,0
NQ,2022-02-20 18:14:00-05:00,2022,Validation,short,30,13906.25,13872.25,9.0,28.25,-13.75,1,0
NQ,2022-02-20 18:14:00-05:00,2022,Validation,short,60,13906.25,13872.25,20.25,62.5,-13.75,1,0
NQ,2022-02-21 01:44:00-05:00,2022,Validation,long,1,14088.0,14102.5,10.0,11.75,-0.25,1,0
NQ,2022-02-21 01:44:00-05:00,2022,Validation,long,5,14088.0,14102.5,24.0,28.25,-0.25,1,0
NQ,2022-02-21 01:44:00-05:00,2022,Validation,long,15,14088.0,14102.5,20.5,38.75,-0.25,1,0
NQ,2022-02-21 01:44:00-05:00,2022,Validation,long,30,14088.0,14102.5,25.5,38.75,-0.25,1,0
