day_id,entry_time,exit_time,trade_type,entry_price,pnl_pts,year,exit_reason,orb_range_x,signal_bar,pnl_usd,session_date,orb_range_y,rth_range,rth_open,rth_close,overnight_range,prior_rth_range,prior_trend_pts,prior_trend_ratio,prior_range_day,prior_atr14,orb_pct_252,dow,dow_name,vix_date,vix_close,vix_change,roll_exp_60d,roll_pf_60d,roll_n_60d,sample,orb_hi,orb_lo,orb_r,stop_px,tp_px,risk_from_entry,reward_to_tp,through_stop_at_entry,fill_open,fill_high,fill_low,fill_close,exit_open,exit_high,exit_low,exit_close,exit_bar_hits_stop,exit_bar_hits_tp,same_bar_ambiguous,exit_on_fill_bar,exit_class
2011-08-01,2011-08-01 14:01:00+00:00,2011-08-01 14:01:00+00:00,LONG,2360.5,2.0,2011,SL,16.5,28883,10.5,2011-08-01,16.5,73.25,2388.0,2350.5,14.25,,,,,,0.9295774647887324,0,Monday,2011-07-29,25.25,1.510000228881836,-35.625,0.2338709677419354,8,IS,2394.0,2377.5,16.5,2362.5,2390.7,-2.0,30.199999999999818,True,2359.5,2359.5,2355.0,2356.25,2359.5,2359.5,2355.0,2356.25,True,False,False,True,favorable_through_stop
2011-08-08,2011-08-08 14:18:00+00:00,2011-08-08 14:26:00+00:00,LONG,2122.25,-14.25,2011,SL,38.75,29260,-87.0,2011-08-08,38.75,107.0,2124.25,2055.25,48.5,,,,,,1.0,0,Monday,2011-08-05,32.0,0.3400001525878906,-50.57142857142857,0.0483870967741935,7,IS,2161.75,2123.0,38.75,2108.0,2154.0,14.25,31.75,False,2121.25,2122.0,2117.75,2120.0,2111.0,2112.25,2106.5,2108.75,True,False,False,False,adverse_stop
2011-08-08,2011-08-08 14:27:00+00:00,2011-08-08 14:28:00+00:00,LONG,2109.75,-1.75,2011,SL,38.75,29269,-12.0,2011-08-08,38.75,107.0,2124.25,2055.25,48.5,,,,,,1.0,0,Monday,2011-08-05,32.0,0.3400001525878906,-55.125,0.0392156862745098,8,IS,2161.75,2123.0,38.75,2108.0,2154.0,1.75,44.25,False,2108.75,2111.5,2108.25,2110.0,2110.0,2111.25,2107.25,2108.25,True,False,False,False,adverse_stop
2011-09-12,2011-09-12 13:46:00+00:00,2011-09-12 13:57:00+00:00,SHORT,2150.75,-14.0,2011,SL,14.5,31346,-85.5,2011-09-12,14.5,57.0,2135.25,2189.25,39.5,,,,,,0.8732394366197183,0,Monday,2011-09-09,38.52000045776367,4.200000762939453,-51.85714285714285,0.0281124497991967,7,IS,2149.75,2135.25,14.5,2164.75,2138.15,14.0,12.599999999999909,False,2151.75,2155.75,2151.5,2154.5,2164.0,2167.75,2162.75,2167.5,True,False,False,False,adverse_stop
2011-09-12,2011-09-12 13:58:00+00:00,2011-09-12 13:58:00+00:00,SHORT,2166.75,2.0,2011,SL,14.5,31358,10.5,2011-09-12,14.5,57.0,2135.25,2189.25,39.5,,,,,,0.8732394366197183,0,Monday,2011-09-09,38.52000045776367,4.200000762939453,-56.0625,0.022875816993464,8,IS,2149.75,2135.25,14.5,2164.75,2138.15,-2.0,28.59999999999991,True,2167.75,2170.25,2166.5,2168.25,2167.75,2170.25,2166.5,2168.25,True,False,False,True,favorable_through_stop
2011-09-26,2011-09-26 14:40:00+00:00,2011-09-26 14:40:00+00:00,LONG,2167.5,13.0,2011,SL,20.25,32119,76.5,2011-09-26,20.25,68.25,2211.75,2226.25,64.25,,,,,,0.9859154929577464,0,Monday,2011-09-23,41.25,-0.0999984741210937,-44.0,0.0736842105263157,6,IS,2215.75,2195.5,20.25,2180.5,2211.7,-13.0,44.19999999999982,True,2166.5,2166.75,2162.25,2166.75,2166.5,2166.75,2162.25,2166.75,True,False,False,True,favorable_through_stop
2011-09-26,2011-09-26 14:41:00+00:00,2011-09-26 14:41:00+00:00,LONG,2167.75,12.75,2011,SL,20.25,32120,75.0,2011-09-26,20.25,68.25,2211.75,2226.25,64.25,,,,,,0.9859154929577464,0,Monday,2011-09-23,41.25,-0.0999984741210937,-26.785714285714285,0.3421052631578947,7,IS,2215.75,2195.5,20.25,2180.5,2211.7,-12.75,43.94999999999982,True,2166.75,2172.5,2166.75,2172.5,2166.75,2172.5,2166.75,2172.5,True,False,False,True,favorable_through_stop
2011-10-03,2011-10-03 13:46:00+00:00,2011-10-03 13:49:00+00:00,SHORT,2125.75,9.599999999999907,2011,TP,14.5,32425,56.099999999999454,2011-10-03,14.5,75.0,2114.75,2074.25,32.75,,,,,,0.8591549295774648,0,Monday,2011-09-30,42.959999084472656,4.119998931884766,-3.75,0.8780487804878049,6,IS,2127.75,2113.25,14.5,2142.75,2116.15,17.0,9.599999999999909,False,2126.75,2127.5,2124.25,2124.25,2118.5,2119.25,2115.25,2116.5,False,True,False,False,structural_TP
2011-10-03,2011-10-03 14:02:00+00:00,2011-10-03 14:12:00+00:00,SHORT,2125.5,-17.25,2011,SL,14.5,32441,-105.0,2011-10-03,14.5,75.0,2114.75,2074.25,32.75,,,,,,0.8591549295774648,0,Monday,2011-09-30,42.959999084472656,4.119998931884766,4.799999999999922,1.1821138211382085,7,IS,2127.75,2113.25,14.5,2142.75,2116.15,17.25,9.349999999999909,False,2126.5,2128.5,2122.75,2125.25,2140.5,2143.5,2140.0,2142.0,True,False,False,False,adverse_stop
2011-10-24,2011-10-24 13:47:00+00:00,2011-10-24 14:45:00+00:00,SHORT,2351.25,-16.0,2011,SL,15.5,33505,-97.5,2011-10-24,15.5,49.0,2339.25,2379.75,30.25,,,,,,0.8732394366197183,0,Monday,2011-10-21,31.31999969482422,-3.459999084472656,4.599999999999909,1.1448818897637767,6,IS,2352.25,2336.75,15.5,2367.25,2339.85,16.0,11.400000000000091,False,2352.25,2354.5,2352.25,2354.0,2366.5,2368.0,2366.0,2367.5,True,False,False,False,adverse_stop
2011-10-24,2011-10-24 14:46:00+00:00,2011-10-24 14:46:00+00:00,SHORT,2366.5,-0.75,2011,SL,15.5,33564,-6.0,2011-10-24,15.5,49.0,2339.25,2379.75,30.25,,,,,,0.8732394366197183,0,Monday,2011-10-21,31.31999969482422,-3.459999084472656,-9.985714285714364,0.7572916666666648,7,IS,2352.25,2336.75,15.5,2367.25,2339.85,0.75,26.65000000000009,False,2367.5,2367.5,2365.75,2366.5,2367.5,2367.5,2365.75,2366.5,True,False,False,True,adverse_stop
2011-11-21,2011-11-21 14:46:00+00:00,2011-11-21 15:54:00+00:00,LONG,2210.25,-16.75,2011,SL,17.5,34943,-102.0,2011-11-21,17.5,39.0,2223.75,2206.75,26.0,,,,,,0.9,0,Monday,2011-11-18,32.0,-2.509998321533203,-0.1500000000000909,0.9956834532374076,6,IS,2226.0,2208.5,17.5,2193.5,2222.5,16.75,12.25,False,2209.25,2211.0,2209.0,2210.75,2195.5,2196.25,2192.25,2192.25,True,False,False,False,adverse_stop
2011-11-21,2011-11-21 15:55:00+00:00,2011-11-21 15:55:00+00:00,LONG,2193.25,0.25,2011,SL,17.5,35012,0.0,2011-11-21,17.5,39.0,2223.75,2206.75,26.0,,,,,,0.9,0,Monday,2011-11-18,32.0,-2.509998321533203,-14.700000000000076,0.6685990338164234,7,IS,2226.0,2208.5,17.5,2193.5,2222.5,-0.25,29.25,True,2192.25,2194.5,2192.0,2194.0,2192.25,2194.5,2192.0,2194.0,True,False,False,True,favorable_through_stop
2012-02-27,2012-02-27 14:46:00+00:00,2012-02-27 15:00:00+00:00,LONG,2580.0,8.800000000000182,2012,TP,12.25,40953,51.30000000000109,2012-02-27,12.25,38.0,2590.0,2607.5,19.25,,,,,,0.75,0,Monday,2012-02-24,17.309999465942383,0.5100002288818359,,,0,IS,2591.25,2579.0,12.25,2564.0,2588.8,16.0,8.800000000000182,False,2579.0,2581.25,2579.0,2581.0,2586.0,2589.5,2585.5,2588.0,False,True,False,False,structural_TP
2012-02-27,2012-02-27 15:12:00+00:00,2012-02-27 16:11:00+00:00,SHORT,2591.75,-14.5,2012,SL,12.25,40979,-88.5,2012-02-27,12.25,38.0,2590.0,2607.5,19.25,,,,,,0.75,0,Monday,2012-02-24,17.309999465942383,0.5100002288818359,,,1,IS,2591.25,2579.0,12.25,2606.25,2581.45,14.5,10.300000000000182,False,2592.75,2593.0,2591.75,2592.0,2605.25,2606.5,2605.25,2606.5,True,False,False,False,adverse_stop
2012-04-16,2012-04-16 13:47:00+00:00,2012-04-16 13:51:00+00:00,LONG,2691.75,-10.75,2012,SL,14.0,43439,-66.0,2012-04-16,14.0,53.5,2708.75,2666.5,28.0,,,,,,0.8125,0,Monday,2012-04-13,19.549999237060547,2.3499984741210938,,,2,IS,2710.0,2696.0,14.0,2681.0,2707.2,10.75,15.449999999999818,False,2690.75,2692.25,2688.75,2690.5,2683.75,2684.0,2671.75,2674.0,True,False,False,False,adverse_stop
2012-04-16,2012-04-16 13:52:00+00:00,2012-04-16 13:52:00+00:00,LONG,2675.0,6.0,2012,SL,14.0,43444,34.5,2012-04-16,14.0,53.5,2708.75,2666.5,28.0,,,,,,0.8125,0,Monday,2012-04-13,19.549999237060547,2.3499984741210938,,,3,IS,2710.0,2696.0,14.0,2681.0,2707.2,-6.0,32.19999999999982,True,2674.0,2677.75,2674.0,2676.25,2674.0,2677.75,2674.0,2676.25,True,False,False,True,favorable_through_stop
2012-05-14,2012-05-14 14:13:00+00:00,2012-05-14 14:51:00+00:00,LONG,2586.5,9.0,2012,TP,10.0,44904,52.5,2012-05-14,10.0,24.75,2589.5,2588.5,28.25,,,,,,0.4838709677419355,0,Monday,2012-05-11,19.88999938964844,1.0599994659423828,,,2,IS,2597.5,2587.5,10.0,2572.5,2595.5,14.0,9.0,False,2585.5,2587.0,2585.0,2586.75,2594.75,2597.75,2594.75,2597.75,False,True,False,False,structural_TP
2012-05-21,2012-05-21 14:07:00+00:00,2012-05-21 14:31:00+00:00,SHORT,2487.25,-18.5,2012,SL,12.75,45258,-112.5,2012-05-21,12.75,69.75,2478.75,2543.75,27.25,,,,,,0.7213114754098361,0,Monday,2012-05-18,25.100000381469727,0.6100006103515625,,,3,IS,2490.75,2478.0,12.75,2505.75,2480.55,18.5,6.699999999999818,False,2488.25,2491.5,2487.75,2490.25,2504.0,2506.75,2504.0,2505.5,True,False,False,False,adverse_stop
2012-06-04,2012-06-04 14:04:00+00:00,2012-06-04 14:05:00+00:00,LONG,2450.25,-2.75,2012,SL,17.75,46284,-18.0,2012-06-04,17.75,37.25,2464.5,2473.25,32.75,,,,,,0.8947368421052632,0,Monday,2012-06-01,26.65999984741211,2.6000003814697266,,,4,IS,2480.25,2462.5,17.75,2447.5,2476.7,2.75,26.449999999999818,False,2449.25,2450.0,2448.25,2448.5,2448.25,2448.5,2443.0,2443.75,True,False,False,False,adverse_stop
2012-06-04,2012-06-04 14:06:00+00:00,2012-06-04 14:06:00+00:00,LONG,2444.75,2.75,2012,SL,17.75,46286,15.0,2012-06-04,17.75,37.25,2464.5,2473.25,32.75,,,,,,0.8947368421052632,0,Monday,2012-06-01,26.65999984741211,2.6000003814697266,-21.9,0.4427480916030534,5,IS,2480.25,2462.5,17.75,2447.5,2476.7,-2.75,31.949999999999818,True,2443.75,2449.0,2443.5,2448.75,2443.75,2449.0,2443.5,2448.75,True,False,False,True,favorable_through_stop
2012-06-18,2012-06-18 13:46:00+00:00,2012-06-18 14:51:00+00:00,SHORT,2570.25,-15.0,2012,SL,21.0,46986,-91.5,2012-06-18,21.0,45.25,2553.75,2589.25,34.5,,,,,,0.9649122807017544,0,Monday,2012-06-15,21.11000061035156,-0.5699996948242188,,,4,IS,2570.25,2549.25,21.0,2585.25,2553.45,15.0,16.800000000000182,False,2571.25,2571.25,2569.5,2570.0,2583.5,2585.25,2583.5,2585.0,True,False,False,False,adverse_stop
2012-06-25,2012-06-25 14:43:00+00:00,2012-06-25 15:30:00+00:00,LONG,2533.75,-5.25,2012,SL,14.5,47403,-33.0,2012-06-25,14.5,37.0,2556.75,2525.75,24.0,,,,,,0.7543859649122807,0,Monday,2012-06-22,18.11000061035156,-1.969999313354492,-30.9,0.304054054054054,5,IS,2558.0,2543.5,14.5,2528.5,2555.1,5.25,21.34999999999991,False,2532.75,2533.5,2532.0,2532.25,2529.25,2529.5,2527.5,2527.75,True,False,False,False,adverse_stop
2012-09-05,2012-09-05 13:46:00+00:00,2012-09-05 13:56:00+00:00,LONG,2762.75,5.75,2012,TP,11.25,54428,33.0,2012-09-05,11.25,21.25,2767.75,2766.75,18.5,37.75,1.5,0.0397350993377483,37.75,26.40909090909091,0.6190476190476191,2,Wednesday,2012-09-04,17.979999542236328,0.5100002288818359,,,0,IS,2770.75,2759.5,11.25,2744.5,2768.5,18.25,5.75,False,2761.75,2764.5,2761.25,2763.25,2767.0,2768.75,2766.5,2768.5,False,True,False,False,structural_TP
2012-09-06,2012-09-06 14:31:00+00:00,2012-09-06 14:31:00+00:00,SHORT,2811.25,-1.0,2012,SL,14.25,54833,-7.5,2012-09-06,14.25,46.5,2783.0,2828.75,19.75,21.25,1.0,0.0470588235294117,21.25,25.979166666666668,0.796875,3,Thursday,2012-09-05,17.739999771118164,-0.239999771118164,,,1,IS,2797.25,2783.0,14.25,2812.25,2785.85,1.0,25.40000000000009,False,2812.25,2813.75,2812.25,2813.75,2812.25,2813.75,2812.25,2813.75,True,False,False,True,adverse_stop
2012-09-06,2012-09-06 14:32:00+00:00,2012-09-06 14:32:00+00:00,SHORT,2812.5,0.25,2012,SL,14.25,54834,0.0,2012-09-06,14.25,46.5,2783.0,2828.75,19.75,21.25,1.0,0.0470588235294117,21.25,25.979166666666668,0.796875,3,Thursday,2012-09-05,17.739999771118164,-0.239999771118164,,,2,IS,2797.25,2783.0,14.25,2812.25,2785.85,-0.25,26.65000000000009,True,2813.5,2813.75,2811.5,2811.75,2813.5,2813.75,2811.5,2811.75,True,False,False,True,favorable_through_stop
2012-09-26,2012-09-26 13:47:00+00:00,2012-09-26 14:29:00+00:00,LONG,2784.5,-13.25,2012,SL,10.75,59776,-81.0,2012-09-26,10.75,34.75,2795.5,2777.5,16.0,54.75,44.25,0.8082191780821918,54.75,26.732142857142858,0.6133333333333333,2,Wednesday,2012-09-25,15.43000030517578,1.2800006866455078,,,3,IS,2797.0,2786.25,10.75,2771.25,2794.85,13.25,10.349999999999909,False,2783.5,2787.25,2783.25,2786.25,2772.0,2772.0,2769.5,2769.5,True,False,False,False,adverse_stop
2012-09-26,2012-09-26 14:35:00+00:00,2012-09-26 14:35:00+00:00,LONG,2772.75,-1.5,2012,SL,10.75,59824,-10.5,2012-09-26,10.75,34.75,2795.5,2777.5,16.0,54.75,44.25,0.8082191780821918,54.75,26.732142857142858,0.6133333333333333,2,Wednesday,2012-09-25,15.43000030517578,1.2800006866455078,,,4,IS,2797.0,2786.25,10.75,2771.25,2794.85,1.5,22.09999999999991,False,2771.75,2771.75,2770.25,2770.5,2771.75,2771.75,2770.25,2770.5,True,False,False,True,adverse_stop
2012-10-08,2012-10-08 14:02:00+00:00,2012-10-08 14:27:00+00:00,SHORT,2794.0,11.699999999999818,2012,TP,11.5,62298,68.69999999999891,2012-10-08,11.5,22.0,2791.0,2782.25,20.75,,,,,29.0,0.7283950617283951,0,Monday,2012-10-05,14.329999923706056,-0.2200002670288086,-13.2,0.3333333333333333,5,IS,2791.5,2780.0,11.5,2806.5,2782.3,12.5,11.699999999999818,False,2795.0,2795.25,2794.0,2794.25,2785.0,2785.0,2782.0,2783.0,False,True,False,False,structural_TP
2012-10-19,2012-10-19 14:42:00+00:00,2012-10-19 15:11:00+00:00,LONG,2712.75,-13.25,2012,SL,21.75,64487,-81.0,2012-10-19,21.75,68.25,2734.5,2669.25,15.0,42.5,25.5,0.6,42.5,31.35,0.9882352941176472,4,Friday,2012-10-18,15.029999732971191,-0.0399999618530273,0.4499999999998181,1.0272727272727162,6,IS,2736.25,2714.5,21.75,2699.5,2731.9,13.25,19.15000000000009,False,2711.75,2712.25,2711.0,2711.5,2701.5,2701.5,2697.0,2697.0,True,False,False,False,adverse_stop
2012-10-19,2012-10-19 15:12:00+00:00,2012-10-19 15:12:00+00:00,LONG,2698.0,1.5,2012,SL,21.75,64517,7.5,2012-10-19,21.75,68.25,2734.5,2669.25,15.0,42.5,25.5,0.6,42.5,31.35,0.9882352941176472,4,Friday,2012-10-18,15.029999732971191,-0.0399999618530273,-11.18571428571444,0.564999999999994,7,IS,2736.25,2714.5,21.75,2699.5,2731.9,-1.5,33.90000000000009,True,2697.0,2698.5,2696.5,2698.25,2697.0,2698.5,2696.5,2698.25,True,False,False,True,favorable_through_stop
2012-10-22,2012-10-22 14:02:00+00:00,2012-10-22 15:19:00+00:00,SHORT,2679.5,8.449999999999818,2012,TP,11.5,64805,49.19999999999891,2012-10-22,11.5,27.75,2669.0,2689.25,25.5,68.25,65.25,0.956043956043956,68.25,33.7,0.7529411764705882,0,Monday,2012-10-19,17.059999465942383,2.0299997329711914,-8.850000000000136,0.6066666666666606,8,IS,2680.25,2668.75,11.5,2695.25,2671.05,15.75,8.449999999999818,False,2680.5,2682.75,2680.0,2682.75,2673.5,2673.75,2671.0,2671.25,False,True,False,False,structural_TP
2012-10-25,2012-10-25 13:55:00+00:00,2012-10-25 15:39:00+00:00,LONG,2662.0,-15.75,2012,SL,12.25,65877,-96.0,2012-10-25,12.25,31.25,2668.75,2647.5,23.0,33.0,24.75,0.75,33.0,34.475,0.7840909090909091,3,Thursday,2012-10-24,18.32999992370605,-0.5,-2.4000000000002424,0.8799999999999879,9,IS,2673.5,2661.25,12.25,2646.25,2671.05,15.75,9.050000000000182,False,2661.0,2664.25,2660.75,2663.5,2646.75,2647.0,2644.75,2645.5,True,False,False,False,adverse_stop
