market,split,event_type,band,horizon_min,events,mean_fade_return_pts,median_fade_return_pts,p10_fade_return_pts,p90_fade_return_pts,positive_rate,mfe_pts,mae_pts,time_to_recover_min,fraction_below_60,max_recovery_60_pts
NQ,IS,break,<0.5,5,370,0.452027027027027,0.25,-2.25,2.75,0.5054054054054054,2.383783783783784,-2.127702702702703,13.6340206185567,0.7187387387387387,2.210810810810811
NQ,IS,break,<0.5,15,370,0.14527027027027026,0.0,-4.25,5.0,0.4945945945945946,4.466891891891892,-3.9567567567567568,13.6340206185567,0.7187387387387387,2.210810810810811
NQ,IS,break,<0.5,30,370,0.452027027027027,0.25,-5.5,8.025000000000006,0.527027027027027,6.813513513513514,-5.666216216216216,13.6340206185567,0.7187387387387387,2.210810810810811
NQ,IS,break,<0.5,60,370,0.41283783783783784,0.5,-9.275,9.775000000000006,0.5405405405405406,11.591891891891892,-8.869594594594595,13.6340206185567,0.7187387387387387,2.210810810810811
NQ,IS,control,0.5-1.0,1,2437,-0.019901518260155928,0.0,-1.5,1.75,0.4464505539597866,1.0503693065244153,-1.137669265490357,1.121860848085632,0.05623717685679114,34.069552728764876
NQ,IS,control,0.5-1.0,5,2437,0.009027492819039803,0.25,-3.0,3.0,0.5116947066064834,2.20250307755437,-2.4312679524004923,1.121860848085632,0.05623717685679114,34.069552728764876
NQ,IS,control,0.5-1.0,15,2437,0.045445219532211735,0.25,-4.75,4.850000000000023,0.5215428805908905,3.6759335248256053,-3.9221378744357818,1.121860848085632,0.05623717685679114,34.069552728764876
NQ,IS,control,0.5-1.0,30,2437,-0.128846942962659,0.25,-7.0,6.75,0.5166187935986869,5.178908494050061,-5.6970660648338125,1.121860848085632,0.05623717685679114,34.069552728764876
NQ,IS,control,0.5-1.0,60,2437,-0.014054164956914238,0.5,-10.5,10.0,0.5223635617562576,7.562371768567911,-8.2274312679524,1.121860848085632,0.05623717685679114,34.069552728764876
NQ,IS,control,1.0-1.5,1,2057,0.04824987846378221,0.0,-2.5,2.8500000000000227,0.49781234807972774,1.7504861448711717,-1.8716577540106951,1.3051344743276283,0.12083130772970346,29.337384540593096
NQ,IS,control,1.0-1.5,5,2057,0.4368011667476908,0.25,-4.5,5.25,0.5357316480311133,3.6242100145843463,-3.624453087019932,1.3051344743276283,0.12083130772970346,29.337384540593096
NQ,IS,control,1.0-1.5,15,2057,0.1660184735051045,0.5,-8.0,8.0,0.5264948954788528,5.775765678172095,-5.954788526981041,1.3051344743276283,0.12083130772970346,29.337384540593096
NQ,IS,control,1.0-1.5,30,2057,0.3778561011181332,0.5,-10.5,10.75,0.5391346621293145,8.131259115216334,-8.449076324744773,1.3051344743276283,0.12083130772970346,29.337384540593096
NQ,IS,control,1.0-1.5,60,2057,0.3975449684005834,0.75,-15.199999999999989,16.25,0.5396208070004861,11.277588721438988,-11.960257656781721,1.3051344743276283,0.12083130772970346,29.337384540593096
NQ,IS,control,1.5+,1,1399,-0.12473195139385275,0.0,-4.25,4.0,0.47176554681915656,2.502144388849178,-2.9110078627591136,1.4804063860667633,0.19422206337860373,30.27108649035025
NQ,IS,control,1.5+,5,1399,-0.34220872051465334,0.25,-8.0,7.0,0.5218012866333095,4.926375982844889,-5.7918155825589706,1.4804063860667633,0.19422206337860373,30.27108649035025
NQ,IS,control,1.5+,15,1399,-0.4944603288062902,0.5,-13.299999999999997,10.75,0.5268048606147248,7.930128663330951,-9.460507505360972,1.4804063860667633,0.19422206337860373,30.27108649035025
NQ,IS,control,1.5+,30,1399,-0.9771265189421015,0.5,-20.0,14.5,0.5153681200857756,10.664045746962115,-13.175303788420301,1.4804063860667633,0.19422206337860373,30.27108649035025
NQ,IS,control,1.5+,60,1399,-0.8843817012151537,0.5,-24.0,22.25,0.5160829163688349,14.85543245175125,-18.314867762687634,1.4804063860667633,0.19422206337860373,30.27108649035025
NQ,IS,control,<0.5,1,2554,0.086530931871574,0.0,-1.25,1.25,0.3860610806577917,0.8454385277995301,-0.7080070477682068,1.0493730407523512,0.03298094492299661,43.86990994518403
NQ,IS,control,<0.5,5,2554,0.02946358653093187,0.0,-2.5,2.75,0.4702427564604542,1.8791111981205952,-1.8958496476115896,1.0493730407523512,0.03298094492299661,43.86990994518403
NQ,IS,control,<0.5,15,2554,-0.16689506656225528,0.0,-4.5,4.0,0.49569303054032887,3.265759592795615,-3.4872748629600627,1.0493730407523512,0.03298094492299661,43.86990994518403
NQ,IS,control,<0.5,30,2554,-0.09494909945184025,0.0,-6.0,6.0,0.49921691464369616,4.784162098668755,-5.078700078308535,1.0493730407523512,0.03298094492299661,43.86990994518403
NQ,IS,control,<0.5,60,2554,0.1616092404072044,0.25,-9.25,10.0,0.5129209083790133,7.321064996084573,-7.69234534064213,1.0493730407523512,0.03298094492299661,43.86990994518403
NQ,OOS,break,0.5-1.0,1,106,-0.2641509433962264,-0.375,-7.5,8.875,0.4716981132075472,5.412735849056604,-5.346698113207547,12.841463414634147,0.6580188679245284,24.778301886792452
NQ,OOS,break,0.5-1.0,5,106,-0.025943396226415096,1.25,-17.375,12.75,0.5377358490566038,9.709905660377359,-11.224056603773585,12.841463414634147,0.6580188679245284,24.778301886792452
NQ,OOS,break,0.5-1.0,15,106,-2.2547169811320753,-1.0,-25.625,18.25,0.46226415094339623,16.32547169811321,-18.66745283018868,12.841463414634147,0.6580188679245284,24.778301886792452
NQ,OOS,break,0.5-1.0,30,106,-1.544811320754717,0.875,-35.25,29.0,0.5283018867924528,22.745283018867923,-28.09198113207547,12.841463414634147,0.6580188679245284,24.778301886792452
NQ,OOS,break,0.5-1.0,60,106,-0.3561320754716981,1.125,-49.5,46.625,0.5094339622641509,35.132075471698116,-39.77122641509434,12.841463414634147,0.6580188679245284,24.778301886792452
NQ,OOS,break,1.0-1.5,1,100,0.2475,1.25,-10.6,8.5,0.58,6.33,-6.5075,10.89041095890411,0.6408333333333333,26.45
NQ,OOS,break,1.0-1.5,5,100,1.425,2.375,-17.875,22.50000000000002,0.53,13.265,-12.9275,10.89041095890411,0.6408333333333333,26.45
NQ,OOS,break,1.0-1.5,15,100,-0.135,1.75,-34.0,30.175000000000015,0.53,22.95,-22.6475,10.89041095890411,0.6408333333333333,26.45
NQ,OOS,break,1.0-1.5,30,100,2.6175,2.25,-55.3,49.67500000000001,0.53,32.1225,-32.665,10.89041095890411,0.6408333333333333,26.45
NQ,OOS,break,1.0-1.5,60,100,3.4575,2.25,-77.25,94.30000000000001,0.53,45.3525,-46.15,10.89041095890411,0.6408333333333333,26.45
NQ,OOS,break,1.5+,1,118,-0.6758474576271186,0.625,-16.799999999999997,12.75,0.5423728813559322,9.616525423728813,-11.622881355932204,15.271428571428572,0.7528248587570621,2.294491525423729
NQ,OOS,break,1.5+,5,118,0.0847457627118644,-0.5,-27.099999999999998,26.324999999999992,0.4745762711864407,20.50423728813559,-24.175847457627118,15.271428571428572,0.7528248587570621,2.294491525423729
NQ,OOS,break,1.5+,15,118,3.1207627118644066,5.875,-38.849999999999994,59.425,0.5932203389830508,33.46398305084746,-35.17584745762712,15.271428571428572,0.7528248587570621,2.294491525423729
NQ,OOS,break,1.5+,30,118,1.1504237288135593,5.5,-59.0,69.675,0.5254237288135594,42.851694915254235,-47.13347457627118,15.271428571428572,0.7528248587570621,2.294491525423729
NQ,OOS,break,1.5+,60,118,3.8241525423728815,0.5,-78.425,93.375,0.5,52.603813559322035,-61.851694915254235,15.271428571428572,0.7528248587570621,2.294491525423729
NQ,OOS,break,<0.5,1,49,-1.2040816326530612,0.0,-8.75,3.8500000000000014,0.4489795918367347,3.2346938775510203,-5.744897959183674,10.11111111111111,0.6268707482993197,13.137755102040817
NQ,OOS,break,<0.5,5,49,-2.392857142857143,0.5,-25.7,8.550000000000004,0.5102040816326531,7.627551020408164,-10.938775510204081,10.11111111111111,0.6268707482993197,13.137755102040817
NQ,OOS,break,<0.5,15,49,0.7091836734693877,1.5,-20.349999999999994,22.950000000000003,0.5714285714285714,15.744897959183673,-17.525510204081634,10.11111111111111,0.6268707482993197,13.137755102040817
NQ,OOS,break,<0.5,30,49,0.6377551020408163,1.25,-48.25,37.85000000000001,0.5306122448979592,22.147959183673468,-23.433673469387756,10.11111111111111,0.6268707482993197,13.137755102040817
NQ,OOS,break,<0.5,60,49,6.076530612244898,8.75,-41.699999999999996,42.65000000000002,0.5714285714285714,34.244897959183675,-32.13265306122449,10.11111111111111,0.6268707482993197,13.137755102040817
NQ,OOS,control,0.5-1.0,1,414,0.17753623188405798,0.375,-9.174999999999999,8.524999999999991,0.538647342995169,5.160024154589372,-4.913043478260869,1.1210653753026634,0.0710950080515298,128.82427536231884
NQ,OOS,control,0.5-1.0,5,414,0.29891304347826086,0.5,-15.099999999999998,18.349999999999994,0.5120772946859904,10.147946859903382,-10.519927536231885,1.1210653753026634,0.0710950080515298,128.82427536231884
NQ,OOS,control,0.5-1.0,15,414,2.149154589371981,1.25,-22.674999999999997,28.174999999999997,0.5193236714975845,16.613526570048307,-16.33816425120773,1.1210653753026634,0.0710950080515298,128.82427536231884
NQ,OOS,control,0.5-1.0,30,414,1.3526570048309179,0.875,-33.099999999999994,36.27499999999999,0.5144927536231884,23.181763285024154,-22.97524154589372,1.1210653753026634,0.0710950080515298,128.82427536231884
NQ,OOS,control,0.5-1.0,60,414,4.141304347826087,3.0,-46.349999999999994,50.5,0.5458937198067633,32.391304347826086,-31.77777777777778,1.1210653753026634,0.0710950080515298,128.82427536231884
NQ,OOS,control,1.0-1.5,1,383,-0.22323759791122716,0.25,-8.75,8.75,0.5065274151436031,5.483028720626632,-6.2486945169712795,1.130890052356021,0.11248912097476067,101.74151436031332
NQ,OOS,control,1.0-1.5,5,383,-0.13903394255874674,1.0,-16.65,14.25,0.5300261096605744,10.95822454308094,-12.174281984334204,1.130890052356021,0.11248912097476067,101.74151436031332
NQ,OOS,control,1.0-1.5,15,383,-2.912532637075718,-0.5,-35.599999999999994,25.85000000000001,0.4830287206266319,17.7565274151436,-21.236945169712794,1.130890052356021,0.11248912097476067,101.74151436031332
NQ,OOS,control,1.0-1.5,30,383,-0.42297650130548303,0.75,-40.849999999999994,40.35000000000001,0.5143603133159269,26.022845953002612,-29.906005221932116,1.130890052356021,0.11248912097476067,101.74151436031332
NQ,OOS,control,1.0-1.5,60,383,3.680809399477807,2.0,-53.099999999999994,54.80000000000001,0.5221932114882507,38.170365535248045,-40.349216710182766,1.130890052356021,0.11248912097476067,101.74151436031332
NQ,OOS,control,1.5+,1,275,1.0427272727272727,0.75,-16.099999999999998,15.75,0.52,10.553636363636363,-10.753636363636364,1.3051470588235294,0.17406060606060605,121.07727272727273
NQ,OOS,control,1.5+,5,275,0.7372727272727273,1.25,-29.7,28.9,0.5309090909090909,20.51181818181818,-20.817272727272726,1.3051470588235294,0.17406060606060605,121.07727272727273
NQ,OOS,control,1.5+,15,275,0.3472727272727273,2.0,-49.8,49.899999999999984,0.5236363636363637,31.835454545454546,-33.47545454545455,1.3051470588235294,0.17406060606060605,121.07727272727273
NQ,OOS,control,1.5+,30,275,1.8636363636363635,2.25,-63.9,67.55,0.5309090909090909,42.70363636363636,-43.63090909090909,1.3051470588235294,0.17406060606060605,121.07727272727273
NQ,OOS,control,1.5+,60,275,-4.361818181818182,2.75,-102.8,81.14999999999999,0.52,55.82636363636364,-63.693636363636365,1.3051470588235294,0.17406060606060605,121.07727272727273
NQ,OOS,control,<0.5,1,414,0.3973429951690821,0.25,-5.424999999999999,6.75,0.5072463768115942,4.500603864734299,-4.0519323671497585,1.0847457627118644,0.04851046698872786,169.7427536231884
NQ,OOS,control,<0.5,5,414,0.2457729468599034,0.125,-14.774999999999997,13.5,0.5,9.240338164251208,-9.39915458937198,1.0847457627118644,0.04851046698872786,169.7427536231884
NQ,OOS,control,<0.5,15,414,1.641304347826087,1.5,-19.25,22.349999999999994,0.5314009661835749,15.109903381642512,-15.297705314009661,1.0847457627118644,0.04851046698872786,169.7427536231884
NQ,OOS,control,<0.5,30,414,2.748792270531401,2.125,-30.549999999999994,30.674999999999997,0.5507246376811594,21.695652173913043,-21.818840579710145,1.0847457627118644,0.04851046698872786,169.7427536231884
NQ,OOS,control,<0.5,60,414,5.346618357487923,3.0,-43.349999999999994,47.19999999999999,0.5652173913043478,33.15700483091788,-30.907004830917874,1.0847457627118644,0.04851046698872786,169.7427536231884
NQ,Validation,break,0.5-1.0,1,200,-0.78,0.0,-6.2749999999999995,3.7749999999999986,0.455,2.89875,-3.88125,12.293333333333333,0.6154999999999999,15.8925
NQ,Validation,break,0.5-1.0,5,200,-0.41,0.0,-9.825,7.774999999999999,0.49,5.675,-7.1975,12.293333333333333,0.6154999999999999,15.8925
NQ,Validation,break,0.5-1.0,15,200,0.53125,-0.25,-16.325,17.824999999999996,0.49,9.89375,-11.68,12.293333333333333,0.6154999999999999,15.8925
NQ,Validation,break,0.5-1.0,30,200,0.53375,1.375,-20.025,22.549999999999997,0.545,14.045,-16.1575,12.293333333333333,0.6154999999999999,15.8925
NQ,Validation,break,0.5-1.0,60,200,2.76375,2.75,-31.325,39.5,0.575,22.4475,-22.215,12.293333333333333,0.6154999999999999,15.8925
NQ,Validation,break,1.0-1.5,1,161,0.17546583850931677,0.25,-6.5,7.0,0.5093167701863354,4.032608695652174,-3.8990683229813663,14.03225806451613,0.6099378881987578,15.847826086956522
NQ,Validation,break,1.0-1.5,5,161,0.12577639751552794,0.5,-12.25,9.75,0.5279503105590062,7.545031055900621,-7.928571428571429,14.03225806451613,0.6099378881987578,15.847826086956522
NQ,Validation,break,1.0-1.5,15,161,3.8462732919254656,3.0,-12.0,18.5,0.5962732919254659,12.894409937888199,-11.267080745341614,14.03225806451613,0.6099378881987578,15.847826086956522
NQ,Validation,break,1.0-1.5,30,161,5.309006211180124,3.75,-19.25,31.5,0.5962732919254659,19.279503105590063,-15.209627329192546,14.03225806451613,0.6099378881987578,15.847826086956522
NQ,Validation,break,1.0-1.5,60,161,8.164596273291925,8.0,-20.25,38.0,0.6273291925465838,28.145962732919255,-20.172360248447205,14.03225806451613,0.6099378881987578,15.847826086956522
NQ,Validation,break,1.5+,1,266,-0.07706766917293233,0.25,-8.75,9.125,0.5150375939849624,5.548872180451128,-6.398496240601504,15.635802469135802,0.7071428571428571,13.19078947368421
NQ,Validation,break,1.5+,5,266,0.023496240601503758,0.75,-17.875,15.0,0.518796992481203,10.555451127819548,-11.618421052631579,15.635802469135802,0.7071428571428571,13.19078947368421
NQ,Validation,break,1.5+,15,266,0.5780075187969925,2.5,-25.125,26.625,0.5526315789473685,16.968045112781954,-18.548872180451127,15.635802469135802,0.7071428571428571,13.19078947368421
NQ,Validation,break,1.5+,30,266,2.2603383458646618,2.125,-34.5,38.125,0.5601503759398496,23.968045112781954,-25.17763157894737,15.635802469135802,0.7071428571428571,13.19078947368421
NQ,Validation,break,1.5+,60,266,4.468984962406015,5.25,-48.0,55.75,0.575187969924812,34.14661654135338,-34.214285714285715,15.635802469135802,0.7071428571428571,13.19078947368421
NQ,Validation,break,<0.5,1,82,0.22560975609756098,0.625,-3.725,4.650000000000006,0.5487804878048781,2.8536585365853657,-2.567073170731707,9.296875,0.6142276422764228,12.564024390243903
NQ,Validation,break,<0.5,5,82,0.5823170731707317,0.0,-7.475,11.75,0.4878048780487805,6.067073170731708,-5.609756097560975,9.296875,0.6142276422764228,12.564024390243903
NQ,Validation,break,<0.5,15,82,0.698170731707317,1.125,-9.375,12.625000000000007,0.5975609756097561,9.634146341463415,-9.253048780487806,9.296875,0.6142276422764228,12.564024390243903
NQ,Validation,break,<0.5,30,82,0.07621951219512195,1.25,-20.05,16.950000000000003,0.5487804878048781,14.070121951219512,-13.786585365853659,9.296875,0.6142276422764228,12.564024390243903
NQ,Validation,break,<0.5,60,82,-4.487804878048781,-0.875,-27.225,19.0,0.4634146341463415,17.109756097560975,-21.45731707317073,9.296875,0.6142276422764228,12.564024390243903
NQ,Validation,control,0.5-1.0,1,775,0.15741935483870967,0.25,-3.5,3.75,0.5277419354838709,2.4254838709677418,-2.42258064516129,1.071151358344114,0.04756989247311828,75.04290322580646
NQ,Validation,control,0.5-1.0,5,775,0.14516129032258066,0.5,-6.649999999999999,6.900000000000006,0.5367741935483871,4.694193548387097,-4.995161290322581,1.071151358344114,0.04756989247311828,75.04290322580646
NQ,Validation,control,0.5-1.0,15,775,0.4935483870967742,0.75,-10.5,12.0,0.5161290322580645,7.798064516129032,-8.144838709677419,1.071151358344114,0.04756989247311828,75.04290322580646
NQ,Validation,control,0.5-1.0,30,775,0.1338709677419355,0.5,-15.25,16.25,0.5174193548387097,10.81,-11.400645161290322,1.071151358344114,0.04756989247311828,75.04290322580646
NQ,Validation,control,0.5-1.0,60,775,-0.4458064516129032,0.5,-22.0,23.5,0.5109677419354839,14.991612903225807,-16.626129032258063,1.071151358344114,0.04756989247311828,75.04290322580646
NQ,Validation,control,1.0-1.5,1,731,-0.405608755129959,0.0,-6.0,5.0,0.4856361149110807,3.350205198358413,-4.114227086183311,1.3333333333333333,0.12724578203374373,65.47195622435021
NQ,Validation,control,1.0-1.5,5,731,-0.3803009575923393,0.25,-10.5,9.75,0.5075239398084815,6.801983584131327,-8.053009575923392,1.3333333333333333,0.12724578203374373,65.47195622435021
NQ,Validation,control,1.0-1.5,15,731,-0.8166894664842681,-0.25,-19.75,17.5,0.4911080711354309,11.32250341997264,-13.497264021887824,1.3333333333333333,0.12724578203374373,65.47195622435021
NQ,Validation,control,1.0-1.5,30,731,-0.5605335157318742,0.75,-27.25,24.75,0.521203830369357,16.64808481532148,-19.392270861833104,1.3333333333333333,0.12724578203374373,65.47195622435021
NQ,Validation,control,1.0-1.5,60,731,-0.42270861833105333,-0.75,-37.5,37.5,0.48700410396716826,24.046853625171,-27.066005471956224,1.3333333333333333,0.12724578203374373,65.47195622435021
NQ,Validation,control,1.5+,1,552,-0.5067934782608695,0.0,-8.975,8.5,0.49818840579710144,5.619565217391305,-6.806159420289855,1.2545787545787546,0.20455917874396137,67.81114130434783
NQ,Validation,control,1.5+,5,552,0.08469202898550725,0.5,-18.75,16.22500000000001,0.5235507246376812,11.331521739130435,-12.823822463768115,1.2545787545787546,0.20455917874396137,67.81114130434783
NQ,Validation,control,1.5+,15,552,-2.479619565217391,-0.875,-32.225,28.175000000000026,0.47644927536231885,17.42753623188406,-21.121376811594203,1.2545787545787546,0.20455917874396137,67.81114130434783
NQ,Validation,control,1.5+,30,552,-1.8229166666666667,-0.25,-43.9,36.97500000000001,0.4891304347826087,23.916666666666668,-28.7794384057971,1.2545787545787546,0.20455917874396137,67.81114130434783
NQ,Validation,control,1.5+,60,552,-1.141304347826087,0.0,-57.45,52.25,0.49818840579710144,32.663496376811594,-38.94836956521739,1.2545787545787546,0.20455917874396137,67.81114130434783
NQ,Validation,control,<0.5,1,775,0.32451612903225807,0.25,-2.75,3.75,0.52,2.2593548387096773,-1.8303225806451613,1.0,0.026752688172043012,108.46516129032258
NQ,Validation,control,<0.5,5,775,0.22161290322580646,0.5,-6.25,6.5,0.5174193548387097,4.597741935483871,-4.177741935483871,1.0,0.026752688172043012,108.46516129032258
NQ,Validation,control,<0.5,15,775,0.5161290322580645,0.5,-9.25,10.5,0.535483870967742,7.347096774193548,-6.828709677419355,1.0,0.026752688172043012,108.46516129032258
NQ,Validation,control,<0.5,30,775,1.0964516129032258,0.75,-13.899999999999999,15.400000000000006,0.5238709677419355,10.754838709677419,-9.848064516129032,1.0,0.026752688172043012,108.46516129032258
NQ,Validation,control,<0.5,60,775,2.404193548387097,0.5,-19.449999999999996,23.900000000000006,0.512258064516129,16.046774193548387,-13.991612903225807,1.0,0.026752688172043012,108.46516129032258
