session,family,entry_mode,hold_H,cost,cost_pts,split,n,win,E_gross,E_net,E_R_net,PF_net
NY_PM,HIGH_FOLLOW,next_open,15,wide,2.0,IS,3959,0.3556453649911594,0.2300770396564789,-1.7699229603435211,-0.4104169183405266,0.6311408530406517
NY_PM,HIGH_FOLLOW,next_open,15,wide,2.0,Validation,1445,0.4685121107266436,0.48252595155709344,-1.5174740484429066,-0.04207900307640642,0.8581822885507785
NY_PM,HIGH_FOLLOW,next_open,15,wide,2.0,OOS,686,0.5043731778425656,0.8062135568513119,-1.193786443148688,-0.01720773251385496,0.9238215390339759
NY_PM,HIGH_FOLLOW,next_open,15,wide,2.0,Y2025,469,0.4968017057569296,1.4329690831556503,-0.5670309168443497,-0.008173418621179816,0.9620573731753208
NY_PM,HIGH_FOLLOW,next_open,15,wide,2.0,Y2026,217,0.5207373271889401,-0.5483870967741935,-2.5483870967741935,-0.06013892853744411,0.8521909089390421
NY_PM,HIGH_FOLLOW,next_open,30,tight,0.5,IS,3959,0.4635008840616317,0.20508651174539025,-0.2949134882546097,-0.06838573640686603,0.9421139067922657
NY_PM,HIGH_FOLLOW,next_open,30,tight,0.5,Validation,1445,0.5100346020761246,1.100432525951557,0.600432525951557,0.016649775416334334,1.0461102567253813
NY_PM,HIGH_FOLLOW,next_open,30,tight,0.5,OOS,686,0.4956268221574344,-0.01567055393586006,-0.51567055393586,-0.00743308906574213,0.9733689668476573
NY_PM,HIGH_FOLLOW,next_open,30,tight,0.5,Y2025,469,0.4968017057569296,1.3960554371002132,0.8960554371002132,0.012916114408651723,1.0493863431043473
NY_PM,HIGH_FOLLOW,next_open,30,tight,0.5,Y2026,217,0.4930875576036866,-3.0668202764976957,-3.5668202764976957,-0.08417274988785123,0.8378696830446566
NY_PM,HIGH_FOLLOW,next_open,30,mid,1.0,IS,3959,0.4445567062389492,0.20508651174539025,-0.7949134882546097,-0.18432776539237328,0.851845422340438
NY_PM,HIGH_FOLLOW,next_open,30,mid,1.0,Validation,1445,0.5051903114186851,1.100432525951557,0.10043252595155709,0.0027849573920709077,1.0075699042514694
NY_PM,HIGH_FOLLOW,next_open,30,mid,1.0,OOS,686,0.49271137026239065,-0.01567055393586006,-1.0156705539358601,-0.014640296272949334,0.9482215678442374
NY_PM,HIGH_FOLLOW,next_open,30,mid,1.0,Y2025,469,0.4946695095948827,1.3960554371002132,0.39605543710021324,0.0057089072014444965,1.0215301472772187
NY_PM,HIGH_FOLLOW,next_open,30,mid,1.0,Y2026,217,0.48847926267281105,-3.0668202764976957,-4.066820276497696,-0.09597215991734971,0.8172475829310278
NY_PM,HIGH_FOLLOW,next_open,30,wide,2.0,IS,3959,0.40414246021722655,0.20508651174539025,-1.7949134882546098,-0.4162118233633878,0.6976417026119979
NY_PM,HIGH_FOLLOW,next_open,30,wide,2.0,Validation,1445,0.4955017301038062,1.100432525951557,-0.899567474048443,-0.02494467865645596,0.9346519409925691
NY_PM,HIGH_FOLLOW,next_open,30,wide,2.0,OOS,686,0.4839650145772595,-0.01567055393586006,-2.01567055393586,-0.02905471068736375,0.8998469909733728
NY_PM,HIGH_FOLLOW,next_open,30,wide,2.0,Y2025,469,0.488272921108742,1.3960554371002132,-0.6039445628997868,-0.008705507212969905,0.9680518839660216
NY_PM,HIGH_FOLLOW,next_open,30,wide,2.0,Y2026,217,0.47465437788018433,-3.0668202764976957,-5.066820276497696,-0.1195709799763468,0.7774488595392615
NY_PM,HIGH_FOLLOW,next_open,45,tight,0.5,IS,3959,0.47688810305632734,0.10956049507451376,-0.39043950492548624,-0.09053669679431564,0.9329212559770654
NY_PM,HIGH_FOLLOW,next_open,45,tight,0.5,Validation,1445,0.5162629757785467,1.4787629757785468,0.9787629757785468,0.02714074109611221,1.0673478134058725
NY_PM,HIGH_FOLLOW,next_open,45,tight,0.5,OOS,686,0.5029154518950437,-0.0723396501457726,-0.5723396501457726,-0.008249940903002118,0.9737602753458531
NY_PM,HIGH_FOLLOW,next_open,45,tight,0.5,Y2025,469,0.5010660980810234,1.1317963752665245,0.6317963752665245,0.00910697477861658,1.0316757197356905
NY_PM,HIGH_FOLLOW,next_open,45,tight,0.5,Y2026,217,0.5069124423963134,-2.674827188940092,-3.174827188940092,-0.07492217555020869,0.877160528221987
NY_PM,HIGH_FOLLOW,next_open,45,mid,1.0,IS,3959,0.4635008840616317,0.10956049507451376,-0.8904395049254862,-0.2064787257798229,0.8536333463946792
NY_PM,HIGH_FOLLOW,next_open,45,mid,1.0,Validation,1445,0.5128027681660899,1.4787629757785468,0.4787629757785467,0.013275923071848782,1.0324032060702222
NY_PM,HIGH_FOLLOW,next_open,45,mid,1.0,OOS,686,0.4970845481049563,-0.0723396501457726,-1.0723396501457727,-0.015457148110209333,0.9513917568348889
NY_PM,HIGH_FOLLOW,next_open,45,mid,1.0,Y2025,469,0.4925373134328358,1.1317963752665245,0.13179637526652452,0.001899767571409353,1.0065259421045338
NY_PM,HIGH_FOLLOW,next_open,45,mid,1.0,Y2026,217,0.5069124423963134,-2.674827188940092,-3.674827188940092,-0.0867215855797072,0.8591581945226346
NY_PM,HIGH_FOLLOW,next_open,45,wide,2.0,IS,3959,0.437231624147512,0.10956049507451376,-1.8904395049254863,-0.43836278375083737,0.7148239261363771
NY_PM,HIGH_FOLLOW,next_open,45,wide,2.0,Validation,1445,0.5044982698961937,1.4787629757785468,-0.5212370242214532,-0.014453712976678072,0.9658536447146961
NY_PM,HIGH_FOLLOW,next_open,45,wide,2.0,OOS,686,0.4912536443148688,-0.0723396501457726,-2.0723396501457727,-0.029871562524623745,0.9081711748082357
NY_PM,HIGH_FOLLOW,next_open,45,wide,2.0,Y2025,469,0.488272921108742,1.1317963752665245,-0.8682036247334755,-0.012514646843005054,0.9580708065979753
NY_PM,HIGH_FOLLOW,next_open,45,wide,2.0,Y2026,217,0.4976958525345622,-2.674827188940092,-4.6748271889400925,-0.11032040563870422,0.8241857039179368
NY_PM,HIGH_FOLLOW,delay1,15,tight,0.5,IS,3959,0.45213437736802226,0.424491664561758,-0.07550833543824198,-0.017509179232056107,0.9798856979448339
NY_PM,HIGH_FOLLOW,delay1,15,tight,0.5,Validation,1445,0.49204152249134947,1.0621972318339101,0.56219723183391,0.015589524626243608,1.058979140859322
NY_PM,HIGH_FOLLOW,delay1,15,tight,0.5,OOS,686,0.5029154518950437,-0.9268403790087464,-1.4268403790087463,-0.020567068526252192,0.911202209030034
NY_PM,HIGH_FOLLOW,delay1,15,tight,0.5,Y2025,469,0.4840085287846482,-0.7513326226012793,-1.2513326226012793,-0.018037226992450864,0.9195944615226531
NY_PM,HIGH_FOLLOW,delay1,15,tight,0.5,Y2026,217,0.543778801843318,-1.306163594470046,-1.806163594470046,-0.042623329663009926,0.8947536251342643
NY_PM,HIGH_FOLLOW,delay1,15,mid,1.0,IS,3959,0.42106592573882295,0.424491664561758,-0.575508335438242,-0.13345120821756334,0.857275969666005
NY_PM,HIGH_FOLLOW,delay1,15,mid,1.0,Validation,1445,0.485121107266436,1.0621972318339101,0.06219723183391004,0.0017247066019801733,1.0063549865431614
NY_PM,HIGH_FOLLOW,delay1,15,mid,1.0,OOS,686,0.49271137026239065,-0.9268403790087464,-1.9268403790087463,-0.02777427573345941,0.8819223833265405
NY_PM,HIGH_FOLLOW,delay1,15,mid,1.0,Y2025,469,0.47334754797441364,-0.7513326226012793,-1.7513326226012793,-0.02524443419965809,0.8893128163664081
NY_PM,HIGH_FOLLOW,delay1,15,mid,1.0,Y2026,217,0.5345622119815668,-1.306163594470046,-2.3061635944700463,-0.054422739692508465,0.8673898641934416
NY_PM,HIGH_FOLLOW,delay1,15,wide,2.0,IS,3959,0.35968678959333167,0.424491664561758,-1.575508335438242,-0.3653352661885778,0.6600909385058157
NY_PM,HIGH_FOLLOW,delay1,15,wide,2.0,Validation,1445,0.47058823529411764,1.0621972318339101,-0.93780276816609,-0.02600492944654668,0.9090226289531435
NY_PM,HIGH_FOLLOW,delay1,15,wide,2.0,OOS,686,0.478134110787172,-0.9268403790087464,-2.9268403790087465,-0.04218869014787382,0.8261173146559423
NY_PM,HIGH_FOLLOW,delay1,15,wide,2.0,Y2025,469,0.4626865671641791,-0.7513326226012793,-2.7513326226012795,-0.0396588486140725,0.8317839247158513
NY_PM,HIGH_FOLLOW,delay1,15,wide,2.0,Y2026,217,0.511520737327189,-1.306163594470046,-3.3061635944700463,-0.07802155975150553,0.8149026057791537
NY_PM,HIGH_FOLLOW,delay1,30,tight,0.5,IS,3959,0.4660267744379894,0.5976256630462238,0.09762566304622379,0.022637834909269305,1.0201338785716145
NY_PM,HIGH_FOLLOW,delay1,30,tight,0.5,Validation,1445,0.5176470588235295,1.356098615916955,0.856098615916955,0.023739303041024753,1.067374003499241
NY_PM,HIGH_FOLLOW,delay1,30,tight,0.5,OOS,686,0.49416909620991256,-1.1822157434402332,-1.6822157434402332,-0.02424815486039976,0.9168782525705437
NY_PM,HIGH_FOLLOW,delay1,30,tight,0.5,Y2025,469,0.488272921108742,-0.6529850746268657,-1.1529850746268657,-0.01661960467930617,0.940291091281754
NY_PM,HIGH_FOLLOW,delay1,30,tight,0.5,Y2026,217,0.5069124423963134,-2.326036866359447,-2.826036866359447,-0.06669113548930848,0.8729492807106138
NY_PM,HIGH_FOLLOW,delay1,30,mid,1.0,IS,3959,0.4455670623894923,0.5976256630462238,-0.4023743369537762,-0.09330419407623794,0.9213838029906727
NY_PM,HIGH_FOLLOW,delay1,30,mid,1.0,Validation,1445,0.510726643598616,1.356098615916955,0.356098615916955,0.009874485016761319,1.027499983298929
NY_PM,HIGH_FOLLOW,delay1,30,mid,1.0,OOS,686,0.4912536443148688,-1.1822157434402332,-2.182215743440233,-0.03145536206760696,0.8935050152948709
NY_PM,HIGH_FOLLOW,delay1,30,mid,1.0,Y2025,469,0.4861407249466951,-0.6529850746268657,-1.6529850746268657,-0.023826811886513383,0.9155173235800931
NY_PM,HIGH_FOLLOW,delay1,30,mid,1.0,Y2026,217,0.5023041474654378,-2.326036866359447,-3.326036866359447,-0.07849054551880702,0.8521174557235974
NY_PM,HIGH_FOLLOW,delay1,30,wide,2.0,IS,3959,0.4117201313462996,0.5976256630462238,-1.4023743369537762,-0.32518825204725244,0.7533910397708029
NY_PM,HIGH_FOLLOW,delay1,30,wide,2.0,Validation,1445,0.49688581314878894,1.356098615916955,-0.643901384083045,-0.017855151031765538,0.9521050362582281
NY_PM,HIGH_FOLLOW,delay1,30,wide,2.0,OOS,686,0.47959183673469385,-1.1822157434402332,-3.182215743440233,-0.04586977648202139,0.848492209459694
NY_PM,HIGH_FOLLOW,delay1,30,wide,2.0,Y2025,469,0.47334754797441364,-0.6529850746268657,-2.6529850746268657,-0.0382412263009278,0.8679026189891644
NY_PM,HIGH_FOLLOW,delay1,30,wide,2.0,Y2026,217,0.4930875576036866,-2.326036866359447,-4.326036866359447,-0.10208936557780406,0.8118478247253504
NY_PM,HIGH_FOLLOW,delay1,45,tight,0.5,IS,3959,0.4864864864864865,0.6265313210406669,0.12653132104066683,0.029340596183343018,1.022813699035648
NY_PM,HIGH_FOLLOW,delay1,45,tight,0.5,Validation,1445,0.5169550173010381,1.583174740484429,1.083174740484429,0.03003604133059076,1.0754943928614493
NY_PM,HIGH_FOLLOW,delay1,45,tight,0.5,OOS,686,0.49416909620991256,-1.598396501457726,-2.098396501457726,-0.030247156777769013,0.9087863258694843
NY_PM,HIGH_FOLLOW,delay1,45,tight,0.5,Y2025,469,0.4968017057569296,-0.6547174840085288,-1.1547174840085288,-0.016644576346068876,0.945557587067021
NY_PM,HIGH_FOLLOW,delay1,45,tight,0.5,Y2026,217,0.48847926267281105,-3.6379608294930876,-4.137960829493087,-0.09765099302638554,0.8460903939066066
NY_PM,HIGH_FOLLOW,delay1,45,mid,1.0,IS,3959,0.47284667845415507,0.6265313210406669,-0.37346867895933317,-0.08660143280216422,0.9356636243976199
NY_PM,HIGH_FOLLOW,delay1,45,mid,1.0,Validation,1445,0.5100346020761246,1.583174740484429,0.5831747404844291,0.01617122330632733,1.0399690516280504
NY_PM,HIGH_FOLLOW,delay1,45,mid,1.0,OOS,686,0.4912536443148688,-1.598396501457726,-2.598396501457726,-0.03745436398497623,0.888280411466535
NY_PM,HIGH_FOLLOW,delay1,45,mid,1.0,Y2025,469,0.4925373134328358,-0.6547174840085288,-1.6547174840085288,-0.0238517835532761,0.9228982843517731
NY_PM,HIGH_FOLLOW,delay1,45,mid,1.0,Y2026,217,0.48847926267281105,-3.6379608294930876,-4.637960829493087,-0.10945040305588405,0.8291186926301268
NY_PM,HIGH_FOLLOW,delay1,45,wide,2.0,IS,3959,0.44960848699166456,0.6265313210406669,-1.3734686789593331,-0.3184854907731787,0.7834115034554181
NY_PM,HIGH_FOLLOW,delay1,45,wide,2.0,Validation,1445,0.5058823529411764,1.583174740484429,-0.4168252595155709,-0.011558412742199544,0.972364330859496
NY_PM,HIGH_FOLLOW,delay1,45,wide,2.0,OOS,686,0.48250728862973763,-1.598396501457726,-3.598396501457726,-0.051868778399390636,0.8486058831195713
NY_PM,HIGH_FOLLOW,delay1,45,wide,2.0,Y2025,469,0.47974413646055436,-0.6547174840085288,-2.6547174840085286,-0.038266197967690506,0.8791722012967714
NY_PM,HIGH_FOLLOW,delay1,45,wide,2.0,Y2026,217,0.48847926267281105,-3.6379608294930876,-5.637960829493087,-0.1330492231148811,0.7961171115809647
NY_PM,HIGH_FADE,next_open,15,tight,0.5,IS,3959,0.46021722657236674,-0.23623389744885073,-0.7362338974488507,-0.1707209037562552,0.8216617017777998
NY_PM,HIGH_FADE,next_open,15,tight,0.5,Validation,1445,0.48996539792387545,-0.5078719723183391,-1.0078719723183391,-0.027947922975898487,0.903247370671937
NY_PM,HIGH_FADE,next_open,15,tight,0.5,OOS,686,0.4620991253644315,-0.8062135568513119,-1.306213556851312,-0.018828303522181074,0.9172195181098544
NY_PM,HIGH_FADE,next_open,15,tight,0.5,Y2025,469,0.47334754797441364,-1.4329690831556503,-1.9329690831556503,-0.027862617414856225,0.8765573937908496
NY_PM,HIGH_FADE,next_open,15,tight,0.5,Y2026,217,0.4377880184331797,0.5483870967741935,0.04838709677419355,0.0011418783899514679,1.0030167537574746
NY_PM,HIGH_FADE,next_open,15,mid,1.0,IS,3959,0.41929780247537257,-0.23623389744885073,-1.2362338974488507,-0.2866629327417625,0.7192929629669459
NY_PM,HIGH_FADE,next_open,15,mid,1.0,Validation,1445,0.48304498269896196,-0.5078719723183391,-1.5078719723183391,-0.04181274100016192,0.8587215970108729
NY_PM,HIGH_FADE,next_open,15,mid,1.0,OOS,686,0.4577259475218659,-0.8062135568513119,-1.806213556851312,-0.02603551072938828,0.8874532356130321
NY_PM,HIGH_FADE,next_open,15,mid,1.0,Y2025,469,0.47121535181236673,-1.4329690831556503,-2.4329690831556503,-0.03506982462206343,0.8471961834616673
NY_PM,HIGH_FADE,next_open,15,mid,1.0,Y2026,217,0.42857142857142855,0.5483870967741935,-0.45161290322580644,-0.010657531639547066,0.9723305510949549
NY_PM,HIGH_FADE,next_open,15,wide,2.0,IS,3959,0.35109876231371556,-0.23623389744885073,-2.2362338974488507,-0.518546990712777,0.5537606124088396
NY_PM,HIGH_FADE,next_open,15,wide,2.0,Validation,1445,0.4692041522491349,-0.5078719723183391,-2.507871972318339,-0.06954237704868878,0.776004141346633
NY_PM,HIGH_FADE,next_open,15,wide,2.0,OOS,686,0.4446064139941691,-0.8062135568513119,-2.806213556851312,-0.04044992514380269,0.8308910325743808
NY_PM,HIGH_FADE,next_open,15,wide,2.0,Y2025,469,0.4520255863539446,-1.4329690831556503,-3.4329690831556503,-0.04948423903647785,0.7913818794337728
NY_PM,HIGH_FADE,next_open,15,wide,2.0,Y2026,217,0.42857142857142855,0.5483870967741935,-1.4516129032258065,-0.034256351698544074,0.9140708915145005
NY_PM,HIGH_FADE,next_open,30,tight,0.5,IS,3959,0.47916140439504923,-0.21657931295781763,-0.7165793129578176,-0.1661633189467403,0.8647559910971536
NY_PM,HIGH_FADE,next_open,30,tight,0.5,Validation,1445,0.4823529411764706,-1.1777681660899655,-1.6777681660899655,-0.046523900619479114,0.8816226757120492
NY_PM,HIGH_FADE,next_open,30,tight,0.5,OOS,686,0.5,0.01567055393586006,-0.48432944606413997,-0.006981325348672287,0.9749639718556614
NY_PM,HIGH_FADE,next_open,30,tight,0.5,Y2025,469,0.4989339019189765,-1.3960554371002132,-1.8960554371002132,-0.027330528823066146,0.9029593708864472
NY_PM,HIGH_FADE,next_open,30,tight,0.5,Y2026,217,0.5023041474654378,3.0668202764976957,2.5668202764976957,0.060573929828854185,1.1356159172182911
NY_PM,HIGH_FADE,next_open,30,mid,1.0,IS,3959,0.45188178833038645,-0.21657931295781763,-1.2165793129578177,-0.28210534793224756,0.7812866293738843
NY_PM,HIGH_FADE,next_open,30,mid,1.0,Validation,1445,0.4782006920415225,-1.1777681660899655,-2.1777681660899653,-0.06038871864374254,0.8491073810016153
NY_PM,HIGH_FADE,next_open,30,mid,1.0,OOS,686,0.4956268221574344,0.01567055393586006,-0.98432944606414,-0.01418853255587949,0.9497689296374473
NY_PM,HIGH_FADE,next_open,30,mid,1.0,Y2025,469,0.4946695095948827,-1.3960554371002132,-2.3960554371002134,-0.034537736030273346,0.8789250048820563
NY_PM,HIGH_FADE,next_open,30,mid,1.0,Y2026,217,0.4976958525345622,3.0668202764976957,2.0668202764976957,0.048774519799355646,1.1077752579487257
NY_PM,HIGH_FADE,next_open,30,wide,2.0,IS,3959,0.4038898711795908,-0.21657931295781763,-2.2165793129578177,-0.513989405903262,0.6383080668220869
NY_PM,HIGH_FADE,next_open,30,wide,2.0,Validation,1445,0.471280276816609,-1.1777681660899655,-3.1777681660899653,-0.08811835469226939,0.7875269314747604
NY_PM,HIGH_FADE,next_open,30,wide,2.0,OOS,686,0.48833819241982507,0.01567055393586006,-1.9843294460641399,-0.028602946970293898,0.9012952170326931
NY_PM,HIGH_FADE,next_open,30,wide,2.0,Y2025,469,0.4904051172707889,-1.3960554371002132,-3.3960554371002134,-0.04895215044468776,0.832688835636674
NY_PM,HIGH_FADE,next_open,30,wide,2.0,Y2026,217,0.4838709677419355,3.0668202764976957,1.066820276497696,0.025175699740358576,1.054197211126231
NY_PM,HIGH_FADE,next_open,45,tight,0.5,IS,3959,0.48269765092195,-0.12105329628694114,-0.6210532962869412,-0.14401235855929068,0.8953637134976554
NY_PM,HIGH_FADE,next_open,45,tight,0.5,Validation,1445,0.4726643598615917,-1.556098615916955,-2.056098615916955,-0.057014866299256985,0.872083417423478
NY_PM,HIGH_FADE,next_open,45,tight,0.5,OOS,686,0.4897959183673469,0.0723396501457726,-0.4276603498542274,-0.006164473511412289,0.9803353134871094
NY_PM,HIGH_FADE,next_open,45,tight,0.5,Y2025,469,0.488272921108742,-1.1317963752665245,-1.6317963752665245,-0.02352138919303099,0.9226126524679265
NY_PM,HIGH_FADE,next_open,45,tight,0.5,Y2026,217,0.4930875576036866,2.674827188940092,2.174827188940092,0.05132335549121163,1.0938338801073666
NY_PM,HIGH_FADE,next_open,45,mid,1.0,IS,3959,0.46855266481434704,-0.12105329628694114,-1.121053296286941,-0.25995438754479794,0.819059728227773
NY_PM,HIGH_FADE,next_open,45,mid,1.0,Validation,1445,0.47197231833910036,-1.556098615916955,-2.556098615916955,-0.07087968432352042,0.8435432501767177
NY_PM,HIGH_FADE,next_open,45,mid,1.0,OOS,686,0.4839650145772595,0.0723396501457726,-0.9276603498542274,-0.013371680718619492,0.9578409533194763
NY_PM,HIGH_FADE,next_open,45,mid,1.0,Y2025,469,0.4840085287846482,-1.1317963752665245,-2.1317963752665245,-0.03072859640023819,0.9001173840832178
NY_PM,HIGH_FADE,next_open,45,mid,1.0,Y2026,217,0.4838709677419355,2.674827188940092,1.674827188940092,0.03952394546171311,1.0714759821033482
NY_PM,HIGH_FADE,next_open,45,wide,2.0,IS,3959,0.44076787067441275,-0.12105329628694114,-2.121053296286941,-0.49183844551581246,0.6852110877597449
NY_PM,HIGH_FADE,next_open,45,wide,2.0,Validation,1445,0.4643598615916955,-1.556098615916955,-3.556098615916955,-0.09860932037204728,0.7891898821809977
NY_PM,HIGH_FADE,next_open,45,wide,2.0,OOS,686,0.478134110787172,0.0723396501457726,-1.9276603498542273,-0.02778609513303391,0.914408692626963
NY_PM,HIGH_FADE,next_open,45,wide,2.0,Y2025,469,0.47761194029850745,-1.1317963752665245,-3.1317963752665245,-0.04514301081465259,0.8567448948491314
NY_PM,HIGH_FADE,next_open,45,wide,2.0,Y2026,217,0.4792626728110599,2.674827188940092,0.6748271889400922,0.015925125402716043,1.028178669360658
NY_PM,HIGH_FADE,delay1,15,tight,0.5,IS,3959,0.44960848699166456,-0.4361739075524122,-0.9361739075524123,-0.2170838046498347,0.776288488671259
NY_PM,HIGH_FADE,delay1,15,tight,0.5,Validation,1445,0.4885813148788927,-1.0621972318339101,-1.5621972318339101,-0.04331916067477047,0.8525416739814727
NY_PM,HIGH_FADE,delay1,15,tight,0.5,OOS,686,0.48833819241982507,0.9268403790087464,0.42684037900874633,0.006152654111837789,1.0281763835596667
NY_PM,HIGH_FADE,delay1,15,tight,0.5,Y2025,469,0.5053304904051172,0.7513326226012793,0.2513326226012793,0.003622812578036449,1.0169810471345608
NY_PM,HIGH_FADE,delay1,15,tight,0.5,Y2026,217,0.45161290322580644,1.306163594470046,0.806163594470046,0.019024509604012883,1.0506982557191762
NY_PM,HIGH_FADE,delay1,15,mid,1.0,IS,3959,0.4170245011366507,-0.4361739075524122,-1.4361739075524123,-0.333025833635342,0.6783110205871329
NY_PM,HIGH_FADE,delay1,15,mid,1.0,Validation,1445,0.4782006920415225,-1.0621972318339101,-2.06219723183391,-0.05718397869903391,0.8099577090333664
NY_PM,HIGH_FADE,delay1,15,mid,1.0,OOS,686,0.48542274052478135,0.9268403790087464,-0.07315962099125364,-0.0010545530953694172,0.9952508250434701
NY_PM,HIGH_FADE,delay1,15,mid,1.0,Y2025,469,0.5010660980810234,0.7513326226012793,-0.2486673773987207,-0.0035843946291707488,0.9834751729084935
NY_PM,HIGH_FADE,delay1,15,mid,1.0,Y2026,217,0.45161290322580644,1.306163594470046,0.3061635944700461,0.007225099574514357,1.0189277256459108
NY_PM,HIGH_FADE,delay1,15,wide,2.0,IS,3959,0.34705733771154335,-0.4361739075524122,-2.436173907552412,-0.5649098916063564,0.5198809012675242
NY_PM,HIGH_FADE,delay1,15,wide,2.0,Validation,1445,0.4532871972318339,-1.0621972318339101,-3.06219723183391,-0.08491361474756076,0.731028011108705
NY_PM,HIGH_FADE,delay1,15,wide,2.0,OOS,686,0.47667638483965014,0.9268403790087464,-1.0731596209912537,-0.01546896750978384,0.9326059343853346
NY_PM,HIGH_FADE,delay1,15,wide,2.0,Y2025,469,0.4925373134328358,0.7513326226012793,-1.2486673773987207,-0.01799880904358516,0.9197038382765033
NY_PM,HIGH_FADE,delay1,15,wide,2.0,Y2026,217,0.4423963133640553,1.306163594470046,-0.693836405529954,-0.016373720484482702,0.9585262976672119
NY_PM,HIGH_FADE,delay1,30,tight,0.5,IS,3959,0.467542308663804,-0.609307906036878,-1.109307906036878,-0.25723081879116005,0.7965404816918863
NY_PM,HIGH_FADE,delay1,30,tight,0.5,Validation,1445,0.471280276816609,-1.3785034602076125,-1.8785034602076125,-0.05209021726745546,0.8667360126663843
NY_PM,HIGH_FADE,delay1,30,tight,0.5,OOS,686,0.49271137026239065,1.1822157434402332,0.6822157434402333,0.009833740445985346,1.0358017135862914
NY_PM,HIGH_FADE,delay1,30,tight,0.5,Y2025,469,0.4946695095948827,0.6529850746268657,0.15298507462686567,0.0022051902648917584,1.0082016989233484
NY_PM,HIGH_FADE,delay1,30,tight,0.5,Y2026,217,0.48847926267281105,2.326036866359447,1.826036866359447,0.043092315430311445,1.0916436593862477
NY_PM,HIGH_FADE,delay1,30,mid,1.0,IS,3959,0.44152563778732,-0.609307906036878,-1.609307906036878,-0.3731728477766673,0.7187722424837647
NY_PM,HIGH_FADE,delay1,30,mid,1.0,Validation,1445,0.46643598615916954,-1.3785034602076125,-2.3785034602076123,-0.0659550352917189,0.8343814187703669
NY_PM,HIGH_FADE,delay1,30,mid,1.0,OOS,686,0.48833819241982507,1.1822157434402332,0.18221574344023322,0.002626533238778137,1.0094364549126185
NY_PM,HIGH_FADE,delay1,30,mid,1.0,Y2025,469,0.4925373134328358,0.6529850746268657,-0.34701492537313433,-0.005002016942315448,0.9816452974885636
NY_PM,HIGH_FADE,delay1,30,mid,1.0,Y2026,217,0.4792626728110599,2.326036866359447,1.326036866359447,0.03129290540081291,1.0657029098226136
NY_PM,HIGH_FADE,delay1,30,wide,2.0,IS,3959,0.3985855013892397,-0.609307906036878,-2.609307906036878,-0.6050569057476819,0.585611063475588
NY_PM,HIGH_FADE,delay1,30,wide,2.0,Validation,1445,0.4560553633217993,-1.3785034602076125,-3.3785034602076123,-0.09368467134024576,0.7732192524547519
NY_PM,HIGH_FADE,delay1,30,wide,2.0,OOS,686,0.48104956268221577,1.1822157434402332,-0.8177842565597667,-0.011787881175636282,0.9587492417140021
NY_PM,HIGH_FADE,delay1,30,wide,2.0,Y2025,469,0.4840085287846482,0.6529850746268657,-1.3470149253731343,-0.019416431356729866,0.9306317125896442
NY_PM,HIGH_FADE,delay1,30,wide,2.0,Y2026,217,0.47465437788018433,2.326036866359447,0.326036866359447,0.007694085341815878,1.015748250580821
NY_PM,HIGH_FADE,delay1,45,tight,0.5,IS,3959,0.4730992674917909,-0.638213564031321,-1.1382135640313211,-0.2639335800652338,0.8159955899579668
NY_PM,HIGH_FADE,delay1,45,tight,0.5,Validation,1445,0.4726643598615917,-1.6055795847750864,-2.1055795847750867,-0.05838695555702147,0.8681039107416699
NY_PM,HIGH_FADE,delay1,45,tight,0.5,OOS,686,0.49854227405247814,1.598396501457726,1.098396501457726,0.01583274236335461,1.0513165399644155
NY_PM,HIGH_FADE,delay1,45,tight,0.5,Y2025,469,0.4925373134328358,0.6547174840085288,0.15471748400852878,0.0022301619316544693,1.0075263519558142
NY_PM,HIGH_FADE,delay1,45,tight,0.5,Y2026,217,0.511520737327189,3.6379608294930876,3.1379608294930876,0.07405217296738852,1.1350463582725965
NY_PM,HIGH_FADE,delay1,45,mid,1.0,IS,3959,0.45567062389492297,-0.638213564031321,-1.6382135640313211,-0.3798756090507411,0.7460458468850109
NY_PM,HIGH_FADE,delay1,45,mid,1.0,Validation,1445,0.47058823529411764,-1.6055795847750864,-2.6055795847750867,-0.0722517735812849,0.8394386843999041
NY_PM,HIGH_FADE,delay1,45,mid,1.0,OOS,686,0.49854227405247814,1.598396501457726,0.5983965014577259,0.008625535156147404,1.0276330957650008
NY_PM,HIGH_FADE,delay1,45,mid,1.0,Y2025,469,0.4925373134328358,0.6547174840085288,-0.3452825159914712,-0.0049770452755527475,0.9834082555295143
NY_PM,HIGH_FADE,delay1,45,mid,1.0,Y2026,217,0.511520737327189,3.6379608294930876,2.6379608294930876,0.06225276293788999,1.1123472842353173
NY_PM,HIGH_FADE,delay1,45,wide,2.0,IS,3959,0.429653953018439,-0.638213564031321,-2.638213564031321,-0.6117596670217557,0.623368018228163
NY_PM,HIGH_FADE,delay1,45,wide,2.0,Validation,1445,0.4657439446366782,-1.6055795847750864,-3.6055795847750867,-0.09998140962981175,0.7848626244586789
NY_PM,HIGH_FADE,delay1,45,wide,2.0,OOS,686,0.4912536443148688,1.598396501457726,-0.40160349854227406,-0.005788879258267008,0.9818760433198747
NY_PM,HIGH_FADE,delay1,45,wide,2.0,Y2025,469,0.4861407249466951,0.6547174840085288,-1.3452825159914712,-0.01939145968996715,0.9368991511545048
