mechanism,T_offset,horizon,split,n,win,mean,rate,n_high,follow_win,delta_win_vs_follow,delta_mean_vs_follow,delta_win_vs_long
vol_decel_follow,50,10,Validation,73,0.4246575342465753,-2.6952054794520546,0.32158590308370044,227.0,0.4911504424778761,-0.06649290823130077,-1.8876833555582493,-0.0731398225816185
heavy_vol_follow,50,10,Validation,27,0.4074074074074074,-0.3055555555555556,0.11894273127753303,227.0,0.4911504424778761,-0.08374303507046871,0.5019665683382497,-0.09038994942078643
thin_vol_follow,50,10,Validation,167,0.49700598802395207,-1.152694610778443,0.73568281938326,227.0,0.4911504424778761,0.00585554554607598,-0.34517248688463775,-0.0007913688042417433
hivol_impulse,50,10,Validation,87,0.5287356321839081,-0.8994252873563219,0.3832599118942731,227.0,0.4911504424778761,0.037585189706031974,-0.09190316346251659,0.03093827535571425
lovol_move,50,10,Validation,81,0.48148148148148145,1.9537037037037037,0.3568281938325991,227.0,0.4911504424778761,-0.009668960996394638,2.7612258275975092,-0.01631587534671236
vol_exp_dir,50,10,Validation,56,0.5178571428571429,0.9553571428571429,0.24669603524229075,227.0,0.4911504424778761,0.026706700379266812,1.7628792667509483,0.02005978602894909
HIGH_ALONE_FOLLOW,50,15,Validation,226,0.504424778761062,0.9845132743362832,0.9955947136563876,,,,,
HIGH_ALONE_LONG,50,15,Validation,227,0.4933920704845815,-0.46916299559471364,1.0,,,,,
tod_high_vol_follow,50,15,Validation,87,0.5057471264367817,-1.043103448275862,0.3832599118942731,227.0,0.504424778761062,0.001322347675719704,-2.0276167226121453,0.012355055952200156
tod_low_vol_follow,50,15,Validation,81,0.5185185185185185,7.3765432098765435,0.3568281938325991,227.0,0.504424778761062,0.014093739757456536,6.39202993554026,0.025126448033936988
vol_pct_high_follow,50,15,Validation,87,0.5057471264367817,-1.043103448275862,0.3832599118942731,227.0,0.504424778761062,0.001322347675719704,-2.0276167226121453,0.012355055952200156
vol_pct_low_follow,50,15,Validation,81,0.5185185185185185,7.3765432098765435,0.3568281938325991,227.0,0.504424778761062,0.014093739757456536,6.39202993554026,0.025126448033936988
vol_accel_follow,50,15,Validation,56,0.5535714285714286,-1.1785714285714286,0.24669603524229075,227.0,0.504424778761062,0.04914664981036665,-2.163084702907712,0.0601793580868471
vol_decel_follow,50,15,Validation,73,0.3835616438356164,-5.914383561643835,0.32158590308370044,227.0,0.504424778761062,-0.12086313492544554,-6.898896835980119,-0.10983042664896508
heavy_vol_follow,50,15,Validation,27,0.48148148148148145,-0.5833333333333334,0.11894273127753303,227.0,0.504424778761062,-0.0229432972795805,-1.5678466076696167,-0.011910589003100047
thin_vol_follow,50,15,Validation,167,0.5029940119760479,1.5703592814371257,0.73568281938326,227.0,0.504424778761062,-0.0014307667850140815,0.5858460071008424,0.00960194149146637
hivol_impulse,50,15,Validation,87,0.5057471264367817,-1.043103448275862,0.3832599118942731,227.0,0.504424778761062,0.001322347675719704,-2.0276167226121453,0.012355055952200156
lovol_move,50,15,Validation,81,0.5185185185185185,7.3765432098765435,0.3568281938325991,227.0,0.504424778761062,0.014093739757456536,6.39202993554026,0.025126448033936988
vol_exp_dir,50,15,Validation,56,0.5535714285714286,-1.1785714285714286,0.24669603524229075,227.0,0.504424778761062,0.04914664981036665,-2.163084702907712,0.0601793580868471
HIGH_ALONE_FOLLOW,50,30,Validation,226,0.5221238938053098,-0.7013274336283186,0.9955947136563876,,,,,
HIGH_ALONE_LONG,50,30,Validation,227,0.4713656387665198,-0.30176211453744495,1.0,,,,,
tod_high_vol_follow,50,30,Validation,87,0.5057471264367817,-3.6293103448275863,0.3832599118942731,227.0,0.5221238938053098,-0.01637676736852811,-2.9279829111992677,0.034381487670261834
tod_low_vol_follow,50,30,Validation,81,0.5308641975308642,2.753086419753086,0.3568281938325991,227.0,0.5221238938053098,0.008740303725554455,3.454413853381405,0.0594985587643444
vol_pct_high_follow,50,30,Validation,87,0.5057471264367817,-3.6293103448275863,0.3832599118942731,227.0,0.5221238938053098,-0.01637676736852811,-2.9279829111992677,0.034381487670261834
vol_pct_low_follow,50,30,Validation,81,0.5308641975308642,2.753086419753086,0.3568281938325991,227.0,0.5221238938053098,0.008740303725554455,3.454413853381405,0.0594985587643444
vol_accel_follow,50,30,Validation,56,0.6071428571428571,-1.3928571428571428,0.24669603524229075,227.0,0.5221238938053098,0.08501896333754733,-0.6915297092288242,0.13577721837633727
vol_decel_follow,50,30,Validation,73,0.3698630136986301,-12.075342465753424,0.32158590308370044,227.0,0.5221238938053098,-0.15226088010667965,-11.374015032125106,-0.1015026250678897
heavy_vol_follow,50,30,Validation,27,0.6296296296296297,10.731481481481481,0.11894273127753303,227.0,0.5221238938053098,0.10750573582431988,11.4328089151098,0.15826399086310983
thin_vol_follow,50,30,Validation,167,0.5269461077844312,-1.2050898203592815,0.73568281938326,227.0,0.5221238938053098,0.004822213979121415,-0.5037623867309629,0.05558046901791136
hivol_impulse,50,30,Validation,87,0.5057471264367817,-3.6293103448275863,0.3832599118942731,227.0,0.5221238938053098,-0.01637676736852811,-2.9279829111992677,0.034381487670261834
lovol_move,50,30,Validation,81,0.5308641975308642,2.753086419753086,0.3568281938325991,227.0,0.5221238938053098,0.008740303725554455,3.454413853381405,0.0594985587643444
vol_exp_dir,50,30,Validation,56,0.6071428571428571,-1.3928571428571428,0.24669603524229075,227.0,0.5221238938053098,0.08501896333754733,-0.6915297092288242,0.13577721837633727
HIGH_ALONE_FOLLOW,50,10,OOS,122,0.4672131147540984,0.32172131147540983,1.0,,,,,
HIGH_ALONE_LONG,50,10,OOS,122,0.5409836065573771,-2.5594262295081966,1.0,,,,,
tod_high_vol_follow,50,10,OOS,55,0.4727272727272727,3.3363636363636364,0.45081967213114754,122.0,0.4672131147540984,0.005514157973174338,3.014642324888227,-0.06825633383010438
tod_low_vol_follow,50,10,OOS,27,0.4074074074074074,-5.157407407407407,0.22131147540983606,122.0,0.4672131147540984,-0.059805707346690995,-5.4791287188828175,-0.1335761991499697
vol_pct_high_follow,50,10,OOS,55,0.4727272727272727,3.3363636363636364,0.45081967213114754,122.0,0.4672131147540984,0.005514157973174338,3.014642324888227,-0.06825633383010438
vol_pct_low_follow,50,10,OOS,27,0.4074074074074074,-5.157407407407407,0.22131147540983606,122.0,0.4672131147540984,-0.059805707346690995,-5.4791287188828175,-0.1335761991499697
vol_accel_follow,50,10,OOS,35,0.6,11.221428571428572,0.28688524590163933,122.0,0.4672131147540984,0.1327868852459016,10.899707259953162,0.05901639344262288
vol_decel_follow,50,10,OOS,26,0.4230769230769231,5.711538461538462,0.21311475409836064,122.0,0.4672131147540984,-0.04413619167717531,5.389817150063052,-0.11790668348045402
thin_vol_follow,50,10,OOS,102,0.46078431372549017,-2.105392156862745,0.8360655737704918,122.0,0.4672131147540984,-0.006428801028608211,-2.4271134683381552,-0.08019929283188693
hivol_impulse,50,10,OOS,55,0.4727272727272727,3.3363636363636364,0.45081967213114754,122.0,0.4672131147540984,0.005514157973174338,3.014642324888227,-0.06825633383010438
lovol_move,50,10,OOS,27,0.4074074074074074,-5.157407407407407,0.22131147540983606,122.0,0.4672131147540984,-0.059805707346690995,-5.4791287188828175,-0.1335761991499697
vol_exp_dir,50,10,OOS,35,0.6,11.221428571428572,0.28688524590163933,122.0,0.4672131147540984,0.1327868852459016,10.899707259953162,0.05901639344262288
HIGH_ALONE_FOLLOW,50,15,OOS,122,0.5573770491803278,4.081967213114754,1.0,,,,,
HIGH_ALONE_LONG,50,15,OOS,122,0.4918032786885246,-3.1844262295081966,1.0,,,,,
tod_high_vol_follow,50,15,OOS,55,0.6181818181818182,10.481818181818182,0.45081967213114754,122.0,0.5573770491803278,0.060804769001490344,6.399850968703428,0.12637853949329358
tod_low_vol_follow,50,15,OOS,27,0.4074074074074074,-9.935185185185185,0.22131147540983606,122.0,0.5573770491803278,-0.14996964177292044,-14.017152398299938,-0.0843958712811172
vol_pct_high_follow,50,15,OOS,55,0.6181818181818182,10.481818181818182,0.45081967213114754,122.0,0.5573770491803278,0.060804769001490344,6.399850968703428,0.12637853949329358
vol_pct_low_follow,50,15,OOS,27,0.4074074074074074,-9.935185185185185,0.22131147540983606,122.0,0.5573770491803278,-0.14996964177292044,-14.017152398299938,-0.0843958712811172
vol_accel_follow,50,15,OOS,35,0.6285714285714286,12.664285714285715,0.28688524590163933,122.0,0.5573770491803278,0.07119437939110074,8.58231850117096,0.13676814988290398
vol_decel_follow,50,15,OOS,26,0.5384615384615384,7.326923076923077,0.21311475409836064,122.0,0.5573770491803278,-0.018915510718789386,3.2449558638083227,0.046658259773013855
thin_vol_follow,50,15,OOS,102,0.5588235294117647,2.872549019607843,0.8360655737704918,122.0,0.5573770491803278,0.0014464802314368974,-1.2094181935069108,0.06702025072324014
hivol_impulse,50,15,OOS,55,0.6181818181818182,10.481818181818182,0.45081967213114754,122.0,0.5573770491803278,0.060804769001490344,6.399850968703428,0.12637853949329358
lovol_move,50,15,OOS,27,0.4074074074074074,-9.935185185185185,0.22131147540983606,122.0,0.5573770491803278,-0.14996964177292044,-14.017152398299938,-0.0843958712811172
vol_exp_dir,50,15,OOS,35,0.6285714285714286,12.664285714285715,0.28688524590163933,122.0,0.5573770491803278,0.07119437939110074,8.58231850117096,0.13676814988290398
HIGH_ALONE_FOLLOW,50,30,OOS,122,0.5245901639344263,7.030737704918033,1.0,,,,,
HIGH_ALONE_LONG,50,30,OOS,122,0.45901639344262296,-9.055327868852459,1.0,,,,,
tod_high_vol_follow,50,30,OOS,55,0.5818181818181818,25.46818181818182,0.45081967213114754,122.0,0.5245901639344263,0.05722801788375553,18.437444113263787,0.12280178837555883
tod_low_vol_follow,50,30,OOS,27,0.4074074074074074,-14.694444444444445,0.22131147540983606,122.0,0.5245901639344263,-0.11718275652701887,-21.725182149362478,-0.051608986035215576
vol_pct_high_follow,50,30,OOS,55,0.5818181818181818,25.46818181818182,0.45081967213114754,122.0,0.5245901639344263,0.05722801788375553,18.437444113263787,0.12280178837555883
vol_pct_low_follow,50,30,OOS,27,0.4074074074074074,-14.694444444444445,0.22131147540983606,122.0,0.5245901639344263,-0.11718275652701887,-21.725182149362478,-0.051608986035215576
vol_accel_follow,50,30,OOS,35,0.6285714285714286,15.814285714285715,0.28688524590163933,122.0,0.5245901639344263,0.1039812646370023,8.783548009367681,0.1695550351288056
vol_decel_follow,50,30,OOS,26,0.6538461538461539,14.096153846153847,0.21311475409836064,122.0,0.5245901639344263,0.1292559899117276,7.065416141235814,0.1948297604035309
thin_vol_follow,50,30,OOS,102,0.5294117647058824,8.519607843137255,0.8360655737704918,122.0,0.5245901639344263,0.004821600771456103,1.4888701382192222,0.0703953712632594
hivol_impulse,50,30,OOS,55,0.5818181818181818,25.46818181818182,0.45081967213114754,122.0,0.5245901639344263,0.05722801788375553,18.437444113263787,0.12280178837555883
lovol_move,50,30,OOS,27,0.4074074074074074,-14.694444444444445,0.22131147540983606,122.0,0.5245901639344263,-0.11718275652701887,-21.725182149362478,-0.051608986035215576
vol_exp_dir,50,30,OOS,35,0.6285714285714286,15.814285714285715,0.28688524590163933,122.0,0.5245901639344263,0.1039812646370023,8.783548009367681,0.1695550351288056
HIGH_ALONE_FOLLOW,50,10,ALL,1164,0.47508591065292094,-0.3788659793814433,0.9948717948717949,,,,,
HIGH_ALONE_LONG,50,10,ALL,1170,0.5222222222222223,0.11901709401709401,1.0,,,,,
tod_high_vol_follow,50,10,ALL,445,0.46292134831460674,-0.11179775280898877,0.3803418803418803,1170.0,0.47508591065292094,-0.0121645623383142,0.26706822657245455,-0.059300873907615514
tod_low_vol_follow,50,10,ALL,399,0.49874686716791977,0.39285714285714285,0.34102564102564104,1170.0,0.47508591065292094,0.023660956514998832,0.7717231222385861,-0.023475355054302482
vol_pct_high_follow,50,10,ALL,445,0.46292134831460674,-0.11179775280898877,0.3803418803418803,1170.0,0.47508591065292094,-0.0121645623383142,0.26706822657245455,-0.059300873907615514
vol_pct_low_follow,50,10,ALL,399,0.49874686716791977,0.39285714285714285,0.34102564102564104,1170.0,0.47508591065292094,0.023660956514998832,0.7717231222385861,-0.023475355054302482
vol_accel_follow,50,10,ALL,369,0.4905149051490515,0.6537940379403794,0.3153846153846154,1170.0,0.47508591065292094,0.015428994496130555,1.0326600173218226,-0.03170731707317076
vol_decel_follow,50,10,ALL,368,0.4375,-0.5115489130434783,0.3145299145299145,1170.0,0.47508591065292094,-0.03758591065292094,-0.13268293366203499,-0.08472222222222225
heavy_vol_follow,50,10,ALL,298,0.4697986577181208,-0.639261744966443,0.2547008547008547,1170.0,0.47508591065292094,-0.005287252934800146,-0.26039576558499966,-0.05242356450410146
thin_vol_follow,50,10,ALL,548,0.45985401459854014,-1.0346715328467153,0.4683760683760684,1170.0,0.47508591065292094,-0.0152318960543808,-0.655805553465272,-0.062368207623682115
hivol_impulse,50,10,ALL,445,0.46292134831460674,-0.11179775280898877,0.3803418803418803,1170.0,0.47508591065292094,-0.0121645623383142,0.26706822657245455,-0.059300873907615514
lovol_move,50,10,ALL,399,0.49874686716791977,0.39285714285714285,0.34102564102564104,1170.0,0.47508591065292094,0.023660956514998832,0.7717231222385861,-0.023475355054302482
vol_exp_dir,50,10,ALL,369,0.4905149051490515,0.6537940379403794,0.3153846153846154,1170.0,0.47508591065292094,0.015428994496130555,1.0326600173218226,-0.03170731707317076
vol_exp_efficient,50,10,ALL,119,0.46218487394957986,1.26890756302521,0.10170940170940171,1170.0,0.47508591065292094,-0.012901036703341084,1.6477735424066533,-0.0600373482726424
hivol_efficient,50,10,ALL,138,0.5289855072463768,5.393115942028985,0.11794871794871795,1170.0,0.47508591065292094,0.05389959659345589,5.771981921410429,0.006763285024154575
HIGH_ALONE_FOLLOW,50,15,ALL,1164,0.4879725085910653,0.4722938144329897,0.9948717948717949,,,,,
HIGH_ALONE_LONG,50,15,ALL,1170,0.5076923076923077,-0.5613247863247863,1.0,,,,,
tod_high_vol_follow,50,15,ALL,445,0.4853932584269663,0.8365168539325842,0.3803418803418803,1170.0,0.4879725085910653,-0.0025792501640989896,0.36422303949959456,-0.022299049265341375
tod_low_vol_follow,50,15,ALL,399,0.49624060150375937,1.449248120300752,0.34102564102564104,1170.0,0.4879725085910653,0.008268092912694092,0.9769543058677622,-0.011451706188548294
vol_pct_high_follow,50,15,ALL,445,0.4853932584269663,0.8365168539325842,0.3803418803418803,1170.0,0.4879725085910653,-0.0025792501640989896,0.36422303949959456,-0.022299049265341375
vol_pct_low_follow,50,15,ALL,399,0.49624060150375937,1.449248120300752,0.34102564102564104,1170.0,0.4879725085910653,0.008268092912694092,0.9769543058677622,-0.011451706188548294
vol_accel_follow,50,15,ALL,369,0.5094850948509485,0.763550135501355,0.3153846153846154,1170.0,0.4879725085910653,0.021512586259883226,0.2912563210683653,0.0017927871586408406
vol_decel_follow,50,15,ALL,368,0.4157608695652174,-1.470788043478261,0.3145299145299145,1170.0,0.4879725085910653,-0.07221163902584787,-1.9430818579112508,-0.09193143812709026
heavy_vol_follow,50,15,ALL,298,0.4563758389261745,-0.8053691275167785,0.2547008547008547,1170.0,0.4879725085910653,-0.031596669664890775,-1.2776629419497683,-0.05131646876613316
thin_vol_follow,50,15,ALL,548,0.5182481751824818,1.3937043795620438,0.4683760683760684,1170.0,0.4879725085910653,0.030275666591416506,0.9214105651290542,0.01055586749017412
hivol_impulse,50,15,ALL,445,0.4853932584269663,0.8365168539325842,0.3803418803418803,1170.0,0.4879725085910653,-0.0025792501640989896,0.36422303949959456,-0.022299049265341375
lovol_move,50,15,ALL,399,0.49624060150375937,1.449248120300752,0.34102564102564104,1170.0,0.4879725085910653,0.008268092912694092,0.9769543058677622,-0.011451706188548294
vol_exp_dir,50,15,ALL,369,0.5094850948509485,0.763550135501355,0.3153846153846154,1170.0,0.4879725085910653,0.021512586259883226,0.2912563210683653,0.0017927871586408406
vol_exp_efficient,50,15,ALL,119,0.48739495798319327,1.2352941176470589,0.10170940170940171,1170.0,0.4879725085910653,-0.0005775506078720127,0.7630003032140692,-0.0202973497091144
hivol_efficient,50,15,ALL,138,0.4855072463768116,2.657608695652174,0.11794871794871795,1170.0,0.4879725085910653,-0.002465262214253694,2.1853148812191843,-0.02218506131549608
HIGH_ALONE_FOLLOW,50,30,ALL,1164,0.4948453608247423,0.5605670103092784,0.9948717948717949,,,,,
HIGH_ALONE_LONG,50,30,ALL,1170,0.5196581196581197,-1.1121794871794872,1.0,,,,,
tod_high_vol_follow,50,30,ALL,445,0.4943820224719101,3.0264044943820223,0.3803418803418803,1170.0,0.4948453608247423,-0.0004633383528321877,2.465837484072744,-0.0252760971862096
tod_low_vol_follow,50,30,ALL,399,0.48621553884711777,-0.4649122807017544,0.34102564102564104,1170.0,0.4948453608247423,-0.008629821977624519,-1.0254792910110329,-0.03344258081100193
vol_pct_high_follow,50,30,ALL,445,0.4943820224719101,3.0264044943820223,0.3803418803418803,1170.0,0.4948453608247423,-0.0004633383528321877,2.465837484072744,-0.0252760971862096
vol_pct_low_follow,50,30,ALL,399,0.48621553884711777,-0.4649122807017544,0.34102564102564104,1170.0,0.4948453608247423,-0.008629821977624519,-1.0254792910110329,-0.03344258081100193
vol_accel_follow,50,30,ALL,369,0.5474254742547425,1.7784552845528456,0.3153846153846154,1170.0,0.4948453608247423,0.05258011343000024,1.2178882742435673,0.02776735459662283
vol_decel_follow,50,30,ALL,368,0.42391304347826086,-2.515625,0.3145299145299145,1170.0,0.4948453608247423,-0.07093231734648142,-3.0761920103092786,-0.09574507617985883
heavy_vol_follow,50,30,ALL,298,0.4697986577181208,0.42953020134228187,0.2547008547008547,1170.0,0.4948453608247423,-0.025046703106621493,-0.1310368089669965,-0.049859461939998906
thin_vol_follow,50,30,ALL,548,0.5273722627737226,2.128193430656934,0.4683760683760684,1170.0,0.4948453608247423,0.032526901948980336,1.5676264203476558,0.007714143115602923
hivol_impulse,50,30,ALL,445,0.4943820224719101,3.0264044943820223,0.3803418803418803,1170.0,0.4948453608247423,-0.0004633383528321877,2.465837484072744,-0.0252760971862096
lovol_move,50,30,ALL,399,0.48621553884711777,-0.4649122807017544,0.34102564102564104,1170.0,0.4948453608247423,-0.008629821977624519,-1.0254792910110329,-0.03344258081100193
vol_exp_dir,50,30,ALL,369,0.5474254742547425,1.7784552845528456,0.3153846153846154,1170.0,0.4948453608247423,0.05258011343000024,1.2178882742435673,0.02776735459662283
vol_exp_efficient,50,30,ALL,119,0.5378151260504201,0.8592436974789915,0.10170940170940171,1170.0,0.4948453608247423,0.04296976522567786,0.2986766871697132,0.018157006392300445
hivol_efficient,50,30,ALL,138,0.4927536231884058,-4.409420289855072,0.11794871794871795,1170.0,0.4948453608247423,-0.002091737636336466,-4.969987300164351,-0.02690449646971388
HIGH_ALONE_FOLLOW,55,10,IS,819,0.4652014652014652,0.11324786324786325,0.998780487804878,,,,,
HIGH_ALONE_LONG,55,10,IS,820,0.5182926829268293,-0.45640243902439026,1.0,,,,,
tod_high_vol_follow,55,10,IS,304,0.41118421052631576,-0.6258223684210527,0.37073170731707317,820.0,0.4652014652014652,-0.05401725467514945,-0.739070231668916,-0.10710847240051352
tod_low_vol_follow,55,10,IS,291,0.49140893470790376,0.2422680412371134,0.3548780487804878,820.0,0.4652014652014652,0.02620746950643854,0.12902017798925014,-0.02688374821892553
vol_pct_high_follow,55,10,IS,304,0.41118421052631576,-0.6258223684210527,0.37073170731707317,820.0,0.4652014652014652,-0.05401725467514945,-0.739070231668916,-0.10710847240051352
vol_pct_low_follow,55,10,IS,291,0.49140893470790376,0.2422680412371134,0.3548780487804878,820.0,0.4652014652014652,0.02620746950643854,0.12902017798925014,-0.02688374821892553
vol_accel_follow,55,10,IS,279,0.4767025089605735,1.2616487455197132,0.3402439024390244,820.0,0.4652014652014652,0.011501043759108265,1.1484008822718499,-0.041590173966255806
vol_decel_follow,55,10,IS,270,0.45185185185185184,-0.10555555555555556,0.32926829268292684,820.0,0.4652014652014652,-0.013349613349613376,-0.2188034188034188,-0.06644083107497745
heavy_vol_follow,55,10,IS,270,0.46296296296296297,0.03611111111111111,0.32926829268292684,820.0,0.4652014652014652,-0.002238502238502249,-0.07713675213675214,-0.05532971996386632
thin_vol_follow,55,10,IS,279,0.5089605734767025,1.1003584229390682,0.3402439024390244,820.0,0.4652014652014652,0.043759108275237324,0.9871105596912049,-0.009332109450126747
hivol_impulse,55,10,IS,304,0.41118421052631576,-0.6258223684210527,0.37073170731707317,820.0,0.4652014652014652,-0.05401725467514945,-0.739070231668916,-0.10710847240051352
lovol_move,55,10,IS,291,0.49140893470790376,0.2422680412371134,0.3548780487804878,820.0,0.4652014652014652,0.02620746950643854,0.12902017798925014,-0.02688374821892553
vol_exp_dir,55,10,IS,279,0.4767025089605735,1.2616487455197132,0.3402439024390244,820.0,0.4652014652014652,0.011501043759108265,1.1484008822718499,-0.041590173966255806
vol_exp_efficient,55,10,IS,99,0.40404040404040403,-1.0555555555555556,0.12073170731707317,820.0,0.4652014652014652,-0.06116106116106118,-1.1688034188034189,-0.11425227888642525
hivol_efficient,55,10,IS,113,0.49557522123893805,0.6283185840707964,0.1378048780487805,820.0,0.4652014652014652,0.030373756037472832,0.5150707208229331,-0.02271746168789124
HIGH_ALONE_FOLLOW,55,15,IS,819,0.48595848595848595,0.46703296703296704,0.998780487804878,,,,,
HIGH_ALONE_LONG,55,15,IS,820,0.5036585365853659,-0.5271341463414634,1.0,,,,,
tod_high_vol_follow,55,15,IS,304,0.46710526315789475,0.1611842105263158,0.37073170731707317,820.0,0.48595848595848595,-0.018853222800591207,-0.3058487565066512,-0.03655327342747111
tod_low_vol_follow,55,15,IS,291,0.5017182130584192,0.3384879725085911,0.3548780487804878,820.0,0.48595848595848595,0.015759727099933285,-0.12854499452437596,-0.001940323526946619
vol_pct_high_follow,55,15,IS,304,0.46710526315789475,0.1611842105263158,0.37073170731707317,820.0,0.48595848595848595,-0.018853222800591207,-0.3058487565066512,-0.03655327342747111
vol_pct_low_follow,55,15,IS,291,0.5017182130584192,0.3384879725085911,0.3548780487804878,820.0,0.48595848595848595,0.015759727099933285,-0.12854499452437596,-0.001940323526946619
vol_accel_follow,55,15,IS,279,0.4946236559139785,1.3933691756272402,0.3402439024390244,820.0,0.48595848595848595,0.008665169955492547,0.9263362085942731,-0.009034880671387358
vol_decel_follow,55,15,IS,270,0.4925925925925926,0.5990740740740741,0.32926829268292684,820.0,0.48595848595848595,0.006634106634106629,0.13204110704110705,-0.011065943992773275
heavy_vol_follow,55,15,IS,270,0.45925925925925926,-0.1712962962962963,0.32926829268292684,820.0,0.48595848595848595,-0.026699226699226697,-0.6383292633292633,-0.0443992773261066
thin_vol_follow,55,15,IS,279,0.5519713261648745,2.337813620071685,0.3402439024390244,820.0,0.48595848595848595,0.06601284020638859,1.8707806530387177,0.048312789579508686
hivol_impulse,55,15,IS,304,0.46710526315789475,0.1611842105263158,0.37073170731707317,820.0,0.48595848595848595,-0.018853222800591207,-0.3058487565066512,-0.03655327342747111
lovol_move,55,15,IS,291,0.5017182130584192,0.3384879725085911,0.3548780487804878,820.0,0.48595848595848595,0.015759727099933285,-0.12854499452437596,-0.001940323526946619
vol_exp_dir,55,15,IS,279,0.4946236559139785,1.3933691756272402,0.3402439024390244,820.0,0.48595848595848595,0.008665169955492547,0.9263362085942731,-0.009034880671387358
vol_exp_efficient,55,15,IS,99,0.4444444444444444,-0.9873737373737373,0.12073170731707317,820.0,0.48595848595848595,-0.04151404151404153,-1.4544067044067044,-0.05921409214092144
hivol_efficient,55,15,IS,113,0.48672566371681414,0.3694690265486726,0.1378048780487805,820.0,0.48595848595848595,0.0007671777583281858,-0.09756394048429445,-0.016932872868551718
HIGH_ALONE_FOLLOW,55,30,IS,819,0.48717948717948717,0.27075702075702074,0.998780487804878,,,,,
HIGH_ALONE_LONG,55,30,IS,820,0.5353658536585366,-0.20548780487804877,1.0,,,,,
tod_high_vol_follow,55,30,IS,304,0.47039473684210525,0.17927631578947367,0.37073170731707317,820.0,0.48717948717948717,-0.016784750337381915,-0.09148070496754707,-0.06497111681643136
tod_low_vol_follow,55,30,IS,291,0.4742268041237113,-1.0481099656357389,0.3548780487804878,820.0,0.48717948717948717,-0.012952683055775849,-1.3188669863927596,-0.061139049534825296
vol_pct_high_follow,55,30,IS,304,0.47039473684210525,0.17927631578947367,0.37073170731707317,820.0,0.48717948717948717,-0.016784750337381915,-0.09148070496754707,-0.06497111681643136
vol_pct_low_follow,55,30,IS,291,0.4742268041237113,-1.0481099656357389,0.3548780487804878,820.0,0.48717948717948717,-0.012952683055775849,-1.3188669863927596,-0.061139049534825296
vol_accel_follow,55,30,IS,279,0.5448028673835126,0.8431899641577061,0.3402439024390244,820.0,0.48717948717948717,0.05762338020402541,0.5724329434006854,0.009437013724975962
vol_decel_follow,55,30,IS,270,0.48518518518518516,0.48703703703703705,0.32926829268292684,820.0,0.48717948717948717,-0.0019943019943020057,0.2162800162800163,-0.05018066847335145
heavy_vol_follow,55,30,IS,270,0.46296296296296297,-0.5518518518518518,0.32926829268292684,820.0,0.48717948717948717,-0.024216524216524205,-0.8226088726088725,-0.07240289069557365
thin_vol_follow,55,30,IS,279,0.5483870967741935,2.5385304659498207,0.3402439024390244,820.0,0.48717948717948717,0.061207609594706336,2.2677734451928,0.013021243115656889
hivol_impulse,55,30,IS,304,0.47039473684210525,0.17927631578947367,0.37073170731707317,820.0,0.48717948717948717,-0.016784750337381915,-0.09148070496754707,-0.06497111681643136
lovol_move,55,30,IS,291,0.4742268041237113,-1.0481099656357389,0.3548780487804878,820.0,0.48717948717948717,-0.012952683055775849,-1.3188669863927596,-0.061139049534825296
vol_exp_dir,55,30,IS,279,0.5448028673835126,0.8431899641577061,0.3402439024390244,820.0,0.48717948717948717,0.05762338020402541,0.5724329434006854,0.009437013724975962
vol_exp_efficient,55,30,IS,99,0.494949494949495,-1.0757575757575757,0.12073170731707317,820.0,0.48717948717948717,0.007770007770007803,-1.3465145965145964,-0.040416358709041644
hivol_efficient,55,30,IS,113,0.48672566371681414,0.28761061946902655,0.1378048780487805,820.0,0.48717948717948717,-0.00045382346267303086,0.016853598712005813,-0.04864018994172248
HIGH_ALONE_FOLLOW,55,10,Validation,226,0.5309734513274337,0.1084070796460177,1.0,,,,,
HIGH_ALONE_LONG,55,10,Validation,226,0.4823008849557522,-3.1924778761061945,1.0,,,,,
tod_high_vol_follow,55,10,Validation,94,0.5106382978723404,-2.2074468085106385,0.415929203539823,226.0,0.5309734513274337,-0.02033515345509329,-2.3158538881566564,0.0283374129165882
tod_low_vol_follow,55,10,Validation,78,0.5512820512820513,4.82051282051282,0.34513274336283184,226.0,0.5309734513274337,0.020308599954617645,4.712105740866803,0.06898116632629914
vol_pct_high_follow,55,10,Validation,94,0.5106382978723404,-2.2074468085106385,0.415929203539823,226.0,0.5309734513274337,-0.02033515345509329,-2.3158538881566564,0.0283374129165882
vol_pct_low_follow,55,10,Validation,78,0.5512820512820513,4.82051282051282,0.34513274336283184,226.0,0.5309734513274337,0.020308599954617645,4.712105740866803,0.06898116632629914
vol_accel_follow,55,10,Validation,80,0.525,-0.340625,0.35398230088495575,226.0,0.5309734513274337,-0.005973451327433654,-0.4490320796460177,0.04269911504424784
vol_decel_follow,55,10,Validation,59,0.5423728813559322,-1.25,0.2610619469026549,226.0,0.5309734513274337,0.011399430028498525,-1.3584070796460177,0.06007199640018002
heavy_vol_follow,55,10,Validation,31,0.45161290322580644,-5.443548387096774,0.13716814159292035,226.0,0.5309734513274337,-0.07936054810162724,-5.5519554667427915,-0.030687981729945746
thin_vol_follow,55,10,Validation,160,0.5375,0.9359375,0.7079646017699115,226.0,0.5309734513274337,0.006526548672566301,0.8275304203539823,0.05519911504424779
