mechanism,T_offset,horizon,split,n,rate,win,mean,median,mean_mfe,mean_mae,mfe_gt_mae,n_high,delta_win_vs_follow,delta_mean_vs_follow,delta_win_vs_long,follow_win,follow_mean,long_win
loc_now_fade,15,30,OOS,88,0.7333333333333333,0.5227272727272727,-3.3380681818181817,2.625,66.13636363636364,73.04261363636364,0.4772727272727273,120.0,0.014393939393939403,-12.798484848484849,0.09772727272727272,0.5083333333333333,9.460416666666667,0.425
loc_now_fade,15,10,ALL,796,0.6844368013757524,0.47110552763819097,-0.6962939698492462,-0.75,15.280778894472363,15.990577889447236,0.48115577889447236,1163.0,-0.03750032434115497,-1.334202747818265,-0.014707026102135756,0.5086058519793459,0.6379087779690189,0.4858125537403267
loc_now_fade,15,15,ALL,796,0.6844368013757524,0.45226130653266333,-1.288002512562814,-1.0,18.740577889447238,20.20540201005025,0.4635678391959799,1163.0,-0.0692533234157015,-2.9046118068829516,-0.04730877085340718,0.5215146299483648,1.6166092943201378,0.4995700773860705
loc_now_fade,15,30,ALL,796,0.6844368013757524,0.457286432160804,-2.306846733668342,-1.25,24.991520100502512,27.570979899497488,0.45603015075376885,1163.0,-0.06508878298549547,-4.452500778418772,-0.049162407048138346,0.5223752151462995,2.1456540447504304,0.5064488392089423
loc_now_fade,20,10,IS,588,0.7161997563946407,0.5221088435374149,0.6755952380952381,0.375,8.316751700680273,7.699829931972789,0.5425170068027211,821.0,0.03981336124193263,0.7558760683760685,-0.016259000555155056,0.4822954822954823,-0.08028083028083029,0.53836784409257
loc_now_fade,20,15,IS,588,0.7161997563946407,0.5187074829931972,0.7453231292517006,0.5,10.079506802721088,9.654336734693878,0.5340136054421769,821.0,0.01687598116169542,0.5270691609977324,-0.03914878984480519,0.5018315018315018,0.21825396825396826,0.5578562728380024
loc_now_fade,20,30,IS,588,0.7161997563946407,0.5051020408163265,0.0017006802721088435,0.25,13.559948979591837,13.365646258503402,0.5187074829931972,821.0,0.0032705389848246558,-0.5413396127681842,-0.022303562106937846,0.5018315018315018,0.543040293040293,0.5274056029232643
loc_now_fade,20,10,Validation,150,0.7142857142857143,0.44,-1.3333333333333333,-5.25,25.213333333333335,25.356666666666666,0.4666666666666667,210.0,-0.09809523809523807,-3.1011904761904763,-0.07904761904761909,0.5380952380952381,1.7678571428571428,0.5190476190476191
loc_now_fade,20,15,Validation,150,0.7142857142857143,0.4533333333333333,-1.455,-4.375,30.733333333333334,32.64833333333333,0.46,210.0,-0.04666666666666669,-1.099047619047619,-0.0990476190476191,0.5,-0.35595238095238096,0.5523809523809524
loc_now_fade,20,30,Validation,150,0.7142857142857143,0.48,-1.185,-2.5,44.92333333333333,45.715,0.44666666666666666,210.0,-0.015238095238095273,-0.9980952380952381,-0.1104761904761905,0.49523809523809526,-0.1869047619047619,0.5904761904761905
loc_now_fade,20,10,OOS,82,0.7068965517241379,0.47560975609756095,-8.185975609756097,-3.875,45.167682926829265,52.920731707317074,0.45121951219512196,116.0,-0.03301093355761142,-15.823906644238857,0.05319596299411267,0.5086206896551724,7.637931034482759,0.4224137931034483
loc_now_fade,20,15,OOS,82,0.7068965517241379,0.45121951219512196,-8.067073170731707,-10.375,52.48780487804878,62.61280487804878,0.43902439024390244,116.0,-0.0660218671152229,-14.110176619007568,-0.014297729184188368,0.5172413793103449,6.043103448275862,0.46551724137931033
loc_now_fade,20,30,OOS,82,0.7068965517241379,0.4878048780487805,0.8170731707317073,-1.125,70.14329268292683,77.2439024390244,0.45121951219512196,116.0,-0.0208158116063919,-0.24111648444070644,-0.003574432296047092,0.5086206896551724,1.0581896551724137,0.49137931034482757
loc_now_fade,20,10,ALL,820,0.7149084568439407,0.5024390243902439,-0.5780487804878048,0.25,15.092682926829267,15.451829268292682,0.5195121951219512,1147.0,0.007242517840025553,-1.6186601341995952,-0.0206647245199566,0.49519650655021835,1.0406113537117905,0.5231037489102005
loc_now_fade,20,15,ALL,820,0.7149084568439407,0.5,-0.5384146341463415,0.125,18.098475609756097,19.15640243902439,0.5109756097560976,1147.0,-0.0030567685589519833,-1.2414714027052933,-0.047515257192676574,0.503056768558952,0.7030567685589519,0.5475152571926766
loc_now_fade,20,30,ALL,820,0.7149084568439407,0.49878048780487805,-0.13384146341463415,0.0,24.95548780487805,25.671036585365854,0.49878048780487805,1147.0,-0.002529555863244215,-0.5951951752050272,-0.03652901524656049,0.5013100436681223,0.46135371179039303,0.5353095030514385
loc_now_fade,25,10,IS,600,0.730816077953715,0.48333333333333334,-0.24416666666666667,-0.25,8.531666666666666,9.212083333333334,0.4716666666666667,821.0,-0.012393162393162405,-0.4926404151404151,-0.05381648396264721,0.49572649572649574,0.24847374847374848,0.5371498172959805
loc_now_fade,25,15,IS,600,0.730816077953715,0.5,0.13583333333333333,0.125,10.250416666666666,10.68,0.48333333333333334,821.0,0.01282051282051283,-0.23077228327228325,-0.03593179049939099,0.48717948717948717,0.3666056166056166,0.535931790499391
loc_now_fade,25,30,IS,600,0.730816077953715,0.4583333333333333,-0.7195833333333334,-1.0,13.348333333333333,14.54375,0.465,821.0,-0.0642551892551893,-1.6347237484737485,-0.06541818920016246,0.5225885225885226,0.9151404151404151,0.5237515225334958
loc_now_fade,25,10,Validation,157,0.7733990147783252,0.47770700636942676,-2.238853503184713,-3.25,28.004777070063696,27.988853503184714,0.47770700636942676,203.0,-0.034608264566533875,-3.817671237174861,-0.014903831068996898,0.5123152709359606,1.5788177339901477,0.49261083743842365
loc_now_fade,25,15,Validation,157,0.7733990147783252,0.5095541401273885,-4.479299363057325,0.5,32.345541401273884,34.044585987261144,0.4585987261146497,203.0,0.04649995293527032,-6.363535816259295,0.06620438643280724,0.4630541871921182,1.8842364532019704,0.4433497536945813
loc_now_fade,25,30,Validation,157,0.7733990147783252,0.47770700636942676,0.4315286624203822,-1.5,46.54140127388535,45.42675159235669,0.49044585987261147,203.0,-0.029682156192149645,0.6802971353267862,-0.049386589689686566,0.5073891625615764,-0.24876847290640394,0.5270935960591133
loc_now_fade,25,10,OOS,92,0.7796610169491526,0.45652173913043476,-10.271739130434783,-6.0,34.67391304347826,49.69565217391305,0.391304347826087,118.0,-0.07737656595431103,-16.117078113485633,-0.06042741341193808,0.5338983050847458,5.845338983050848,0.5169491525423728
loc_now_fade,25,15,OOS,92,0.7796610169491526,0.43478260869565216,-6.456521739130435,-7.5,40.869565217391305,55.91576086956522,0.42391304347826086,118.0,-0.12453942520265288,-13.820928518791451,-0.10759027266028004,0.559322033898305,7.364406779661017,0.5423728813559322
loc_now_fade,25,30,OOS,92,0.7796610169491526,0.43478260869565216,-14.89945652173913,-11.0,57.13315217391305,75.02989130434783,0.40217391304347827,118.0,-0.11606484893146646,-26.67488025055269,-0.11606484893146646,0.5508474576271186,11.775423728813559,0.5508474576271186
loc_now_fade,25,10,ALL,849,0.7434325744308231,0.4793875147232038,-1.6996466431095407,-0.5,14.965547703180212,17.07126030624264,0.464075382803298,1142.0,-0.02324406422416464,-2.764339625565681,-0.047757844296060614,0.5026315789473684,1.0646929824561404,0.5271453590192644
loc_now_fade,25,15,ALL,849,0.7434325744308231,0.49469964664310956,-1.4319787985865724,0.0,17.65429917550059,19.902532391048293,0.4723203769140165,1142.0,0.004348769450127077,-2.793163009112888,-0.025440458435699587,0.4903508771929825,1.3611842105263159,0.5201401050788091
loc_now_fade,25,30,ALL,849,0.7434325744308231,0.45936395759717313,-2.043286219081272,-1.0,24.2311542991755,26.809187279151942,0.4628975265017668,1142.0,-0.06344305994668648,-3.875303762940921,-0.06778140142209127,0.5228070175438596,1.832017543859649,0.5271453590192644
loc_now_fade,30,10,IS,629,0.7661388550548112,0.5007949125596184,-0.40063593004769477,0.25,7.903418124006359,9.016295707472178,0.48330683624801274,821.0,0.017951775304716422,-0.6396065182829889,-0.011994368804571609,0.48284313725490197,0.23897058823529413,0.51278928136419
loc_now_fade,30,15,IS,629,0.7661388550548112,0.4944356120826709,-0.6351351351351351,0.0,9.440779014308426,10.706677265500796,0.4864864864864865,821.0,0.00669051404345522,-1.043836115527292,-0.018353669281519103,0.4877450980392157,0.40870098039215685,0.51278928136419
loc_now_fade,30,30,IS,629,0.7661388550548112,0.4848966613672496,-0.544912559618442,0.0,12.650238473767885,14.282193958664546,0.4769475357710652,821.0,0.008180975092739795,-0.6843120694223636,-0.038854861166246146,0.47671568627450983,0.13939950980392157,0.5237515225334958
loc_now_fade,30,10,Validation,166,0.7614678899082569,0.46987951807228917,-4.465361445783133,-1.0,24.576807228915662,29.305722891566266,0.4879518072289157,218.0,-0.03012048192771083,-6.836921078810656,0.011163921742013916,0.5,2.371559633027523,0.45871559633027525
loc_now_fade,30,15,Validation,166,0.7614678899082569,0.46987951807228917,-3.7319277108433737,-5.625,31.509036144578314,35.36746987951807,0.463855421686747,218.0,-0.03012048192771083,-5.3087625732286945,-0.034707637891013554,0.5,1.576834862385321,0.5045871559633027
loc_now_fade,30,30,Validation,166,0.7614678899082569,0.4759036144578313,-0.37349397590361444,-2.875,42.394578313253014,45.38403614457831,0.4457831325301205,218.0,-0.010334917652260467,3.3180197855642755,-0.07914225710180173,0.48623853211009177,-3.69151376146789,0.555045871559633
loc_now_fade,30,10,OOS,97,0.7698412698412699,0.5051546391752577,4.043814432989691,0.75,40.34278350515464,38.670103092783506,0.5360824742268041,126.0,-0.010718376697758214,3.950560464735722,-0.0742104401898217,0.5158730158730159,0.09325396825396826,0.5793650793650794
loc_now_fade,30,15,OOS,97,0.7698412698412699,0.4845360824742268,0.7680412371134021,-1.25,47.97938144329897,46.9458762886598,0.5360824742268041,126.0,-0.04720994927180494,-3.519657175585011,-0.07895598101783668,0.5317460317460317,4.287698412698413,0.5634920634920635
loc_now_fade,30,30,OOS,97,0.7698412698412699,0.4845360824742268,0.6443298969072165,-4.5,63.72422680412371,65.6778350515464,0.4639175257731959,126.0,-0.015463917525773196,-2.9191621665848473,-0.09482899689085261,0.5,3.5634920634920637,0.5793650793650794
loc_now_fade,30,10,ALL,892,0.7656652360515022,0.49551569506726456,-0.6737668161434978,0.0,14.533912556053812,16.016816143497756,0.4899103139013453,1165.0,0.005860522653471478,-1.2976892299366012,-0.014355549567928616,0.4896551724137931,0.6239224137931034,0.5098712446351932
loc_now_fade,30,15,ALL,892,0.7656652360515022,0.48878923766816146,-1.0588565022421526,-0.25,17.738508968609864,19.23682735426009,0.4876681614349776,1165.0,-0.006038348538735083,-2.108425467759394,-0.02794895975673123,0.49482758620689654,1.0495689655172413,0.5167381974248927
loc_now_fade,30,30,ALL,892,0.7656652360515022,0.48318385650224216,-0.3836883408071749,-0.25,23.73963004484305,25.659192825112108,0.4697309417040359,1165.0,0.002149373743621452,-0.17506765115200248,-0.05243846109432437,0.4810344827586207,-0.20862068965517241,0.5356223175965665
loc_now_fade,35,10,IS,638,0.7771010962241169,0.5015673981191222,-0.20689655172413793,0.25,7.668495297805642,8.04858934169279,0.5156739811912225,821.0,0.02781892437064848,-0.5176413624689487,0.007048518703775097,0.47374847374847373,0.31074481074481075,0.4945188794153471
loc_now_fade,35,15,IS,638,0.7771010962241169,0.5078369905956113,-0.3432601880877743,0.25,9.123432601880877,9.915360501567399,0.493730407523511,821.0,0.019436502195122884,-0.719939064766651,-0.013478478344705391,0.4884004884004884,0.3766788766788767,0.5213154689403167
loc_now_fade,35,30,IS,638,0.7771010962241169,0.493730407523511,-0.6704545454545454,0.0,12.27782131661442,13.220611285266457,0.493730407523511,821.0,0.022423936217039697,-0.9195387945387945,-0.03854730258611144,0.4713064713064713,0.2490842490842491,0.5322777101096224
loc_now_fade,35,10,Validation,176,0.7892376681614349,0.48295454545454547,-0.7613636363636364,-1.0,26.17471590909091,27.323863636363637,0.4943181818181818,223.0,-0.008036445536445502,0.2836814086814087,-0.08655218100285361,0.49099099099099097,-1.045045045045045,0.5695067264573991
loc_now_fade,35,15,Validation,176,0.7892376681614349,0.5056818181818182,0.4772727272727273,1.125,32.51704545454545,32.17329545454545,0.5113636363636364,223.0,0.04171785421785429,3.378173628173628,-0.03691907867916833,0.46396396396396394,-2.900900900900901,0.5426008968609866
loc_now_fade,35,30,Validation,176,0.7892376681614349,0.5,1.6008522727272727,-0.5,44.16761363636363,42.02130681818182,0.48295454545454547,223.0,0.02702702702702703,5.2708973177723175,-0.04260089686098656,0.47297297297297297,-3.670045045045045,0.5426008968609866
loc_now_fade,35,10,OOS,97,0.7578125,0.5257731958762887,1.9974226804123711,6.25,41.381443298969074,36.51288659793814,0.4845360824742268,128.0,0.01796069587628868,-0.5396866945876289,0.04139819587628868,0.5078125,2.537109375,0.484375
loc_now_fade,35,15,OOS,97,0.7578125,0.5154639175257731,5.007731958762887,0.75,48.06185567010309,44.58762886597938,0.5463917525773195,128.0,0.007651417525773141,4.406169458762887,-0.00016108247422685906,0.5078125,0.6015625,0.515625
loc_now_fade,35,30,OOS,97,0.7578125,0.4742268041237113,-7.002577319587629,-2.5,60.850515463917525,61.52835051546392,0.5154639175257731,128.0,-0.06483569587628868,-12.97523356958763,-0.05702319587628868,0.5390625,5.97265625,0.53125
loc_now_fade,35,10,ALL,911,0.7773037542662116,0.5005488474204172,-0.07930845225027443,0.25,14.833424807903404,14.803238199780461,0.5082327113062569,1172.0,0.0197960672664394,-0.3763572118738844,-0.007130333466954797,0.48075278015397777,0.29704875962360994,0.507679180887372
loc_now_fade,35,15,ALL,911,0.7773037542662116,0.5082327113062569,0.38501646542261253,0.25,17.788968166849617,17.907244785949505,0.5027442371020856,1172.0,0.022347339193339866,0.6061456356535792,-0.016511315997497333,0.48588537211291705,-0.22112917023096665,0.5247440273037542
loc_now_fade,35,30,ALL,911,0.7773037542662116,0.49286498353457736,-0.9058726673984633,0.0,23.61059275521405,23.928375411635564,0.49396267837541163,1172.0,0.013823067366912689,-1.037395336346282,-0.0412647092981871,0.47904191616766467,0.13152266894781864,0.5341296928327645
loc_now_fade,40,10,IS,642,0.781973203410475,0.48909657320872274,-0.3341121495327103,0.0,7.4264018691588785,8.136292834890966,0.4657320872274143,821.0,-0.005408921296771785,-0.506883822304383,-0.040745083307720587,0.4945054945054945,0.17277167277167277,0.5298416565164433
loc_now_fade,40,15,IS,642,0.781973203410475,0.5124610591900312,-0.34657320872274144,0.5,8.792834890965732,9.596183800623052,0.5,821.0,0.03016557689454885,-0.5544486665981994,-0.022252704512770283,0.4822954822954823,0.2078754578754579,0.5347137637028014
loc_now_fade,40,30,IS,642,0.781973203410475,0.49221183800623053,-0.9396417445482866,0.0,12.136292834890966,13.345794392523365,0.48598130841121495,821.0,0.002590348384740926,-1.601119156025698,-0.04371995249316046,0.4896214896214896,0.6614774114774115,0.535931790499391
loc_now_fade,40,10,Validation,173,0.7792792792792793,0.5260115606936416,2.8959537572254335,1.25,27.816473988439306,24.057803468208093,0.5317919075144508,222.0,0.09357912826120918,7.954512315783992,0.017002551684632605,0.43243243243243246,-5.058558558558558,0.509009009009009
loc_now_fade,40,15,Validation,173,0.7792792792792793,0.5028901734104047,3.393063583815029,0.25,32.80780346820809,28.495664739884393,0.4913294797687861,222.0,0.043430713950945166,9.010180700932146,-0.04215487163464038,0.4594594594594595,-5.617117117117117,0.545045045045045
loc_now_fade,40,30,Validation,173,0.7792792792792793,0.5028901734104047,2.601156069364162,0.25,45.4349710982659,40.13294797687861,0.5375722543352601,222.0,0.02991720043743168,7.846651564859657,-0.03314586262563135,0.47297297297297297,-5.245495495495495,0.536036036036036
loc_now_fade,40,10,OOS,105,0.8015267175572519,0.5047619047619047,-4.492857142857143,1.0,33.392857142857146,41.83571428571429,0.45714285714285713,131.0,0.0009451108687750231,-10.040567066521266,0.04674663758633224,0.5038167938931297,5.547709923664122,0.4580152671755725
loc_now_fade,40,15,OOS,105,0.8015267175572519,0.47619047619047616,-6.321428571428571,-1.25,40.09047619047619,49.13333333333333,0.5047619047619047,131.0,-0.05816066884769178,-13.59051254089422,-0.012359142130134504,0.5343511450381679,7.269083969465649,0.48854961832061067
loc_now_fade,40,30,OOS,105,0.8015267175572519,0.4380952380952381,-14.547619047619047,-7.75,52.09047619047619,69.44761904761904,0.41904761904761906,131.0,-0.11152308251544896,-26.165939658306073,-0.08098873137041074,0.549618320610687,11.618320610687023,0.5190839694656488
loc_now_fade,40,10,ALL,920,0.7836456558773425,0.49782608695652175,-0.2013586956521739,0.0,14.224184782608695,14.976358695652173,0.4771739130434783,1174.0,0.01403769105208491,0.01600478557649504,-0.020061476927634936,0.48378839590443684,-0.21736348122866894,0.5178875638841567
loc_now_fade,40,15,ALL,920,0.7836456558773425,0.5065217391304347,-0.3252717391304348,0.25,16.880706521739132,17.6625,0.4989130434782609,1174.0,0.022733343225997904,-0.21904307018845526,-0.024994444855936604,0.48378839590443684,-0.10622866894197952,0.5315161839863713
loc_now_fade,40,30,ALL,920,0.7836456558773425,0.4880434782608696,-1.8269021739130435,-0.25,22.95788043478261,24.785869565217393,0.4880434782608696,1174.0,-0.00513058317257753,-2.5941803309096305,-0.046028071994667075,0.4931740614334471,0.7672781569965871,0.5340715502555367
loc_now_fade,45,10,IS,652,0.7931873479318735,0.50920245398773,0.14877300613496933,0.25,6.952837423312883,7.459739263803681,0.48466257668711654,822.0,0.02998485007574958,0.42505662471687644,-0.032160076425895245,0.4792176039119804,-0.2762836185819071,0.5413625304136253
loc_now_fade,45,15,IS,652,0.7931873479318735,0.5076687116564417,0.12078220858895705,0.25,8.547546012269938,8.967791411042946,0.495398773006135,822.0,0.018671156644216758,0.3203543357283214,-0.04950890391533447,0.4889975550122249,-0.1995721271393643,0.5571776155717761
loc_now_fade,45,30,IS,652,0.7931873479318735,0.5184049079754601,-0.3953220858895706,0.5,11.752300613496933,12.64340490797546,0.4938650306748466,822.0,0.044077279613601916,-0.18505313723431385,-0.03390652754765422,0.4743276283618582,-0.21026894865525672,0.5523114355231143
loc_now_fade,45,10,Validation,171,0.7844036697247706,0.5029239766081871,2.4166666666666665,0.25,25.630116959064328,22.301169590643276,0.5087719298245614,218.0,0.007511132571489831,3.355886850152905,0.007511132571489831,0.4954128440366973,-0.9392201834862385,0.4954128440366973
loc_now_fade,45,15,Validation,171,0.7844036697247706,0.5146198830409356,3.245614035087719,2.5,30.66374269005848,26.36111111111111,0.5029239766081871,218.0,0.01003272707763292,4.351118622243682,0.01003272707763292,0.5045871559633027,-1.1055045871559632,0.5045871559633027
loc_now_fade,45,30,Validation,171,0.7844036697247706,0.5497076023391813,5.114035087719298,4.25,43.062865497076025,38.12573099415204,0.5263157894736842,218.0,0.07264338215569499,6.782613069370674,0.03594613444927297,0.47706422018348627,-1.6685779816513762,0.5137614678899083
loc_now_fade,45,10,OOS,102,0.816,0.5098039215686274,5.107843137254902,1.25,43.15196078431372,40.181372549019606,0.49019607843137253,125.0,-0.010196078431372602,7.911843137254902,-0.0021960784313725945,0.52,-2.804,0.512
loc_now_fade,45,15,OOS,102,0.816,0.5196078431372549,8.183823529411764,2.875,51.81127450980392,47.44117647058823,0.5098039215686274,125.0,0.03960784313725496,13.119823529411764,0.07960784313725494,0.48,-4.936,0.44
loc_now_fade,45,30,OOS,102,0.816,0.46078431372549017,-3.3308823529411766,-1.875,64.42156862745098,66.46078431372548,0.4411764705882353,125.0,-0.06721568627450986,-6.440882352941177,-0.011215686274509806,0.528,3.11,0.472
loc_now_fade,45,10,ALL,925,0.7939914163090128,0.5081081081081081,1.114864864864865,0.25,14.397297297297298,13.811621621621622,0.4897297297297297,1165.0,0.021458667970295886,1.7877761482412646,-0.021505625797471284,0.48664944013781225,-0.6729112833763996,0.5296137339055794
loc_now_fade,45,15,ALL,925,0.7939914163090128,0.5102702702702703,1.5875675675675676,0.5,17.406756756756756,16.425675675675677,0.4983783783783784,1165.0,0.019314197918849085,2.4671971971971973,-0.02449367822758375,0.4909560723514212,-0.8796296296296297,0.534763948497854
loc_now_fade,45,30,ALL,925,0.7939914163090128,0.5178378378378379,0.29945945945945945,0.5,23.348378378378378,23.28864864864865,0.49405405405405406,1165.0,0.03721768279907817,0.42607444653956283,-0.018642848857441052,0.4806201550387597,-0.12661498708010335,0.5364806866952789
loc_now_fade,50,10,IS,640,0.7795371498172959,0.515625,0.216796875,0.25,7.10078125,6.72734375,0.5,821.0,0.04381127450980393,0.5816865808823529,-0.010562576126674772,0.47181372549019607,-0.3648897058823529,0.5261875761266748
loc_now_fade,50,15,IS,640,0.7795371498172959,0.503125,0.0109375,0.25,8.648828125,8.37890625,0.5046875,821.0,0.03008578431372555,0.22018995098039215,-0.010882308160779508,0.4730392156862745,-0.20925245098039216,0.5140073081607796
loc_now_fade,50,30,IS,640,0.7795371498172959,0.503125,0.061328125,0.25,11.795703125,12.034375,0.4859375,821.0,0.020281862745098078,0.11861979166666667,-0.03889692448233861,0.48284313725490197,-0.057291666666666664,0.5420219244823387
loc_now_fade,50,10,Validation,189,0.8325991189427313,0.5026455026455027,1.91005291005291,0.25,24.584656084656086,22.37169312169312,0.5238095238095238,227.0,0.01149506016762658,2.7175750339467153,0.004848145817308858,0.4911504424778761,-0.8075221238938053,0.4977973568281938
loc_now_fade,50,15,Validation,189,0.8325991189427313,0.48148148148148145,-0.09656084656084656,0.0,29.900793650793652,27.944444444444443,0.5026455026455027,227.0,-0.0229432972795805,-1.0810741208971297,-0.011910589003100047,0.504424778761062,0.9845132743362832,0.4933920704845815
loc_now_fade,50,30,Validation,189,0.8325991189427313,0.4973544973544973,4.748677248677248,0.0,44.226190476190474,38.923280423280424,0.5396825396825397,227.0,-0.024769396450812442,5.450004682305567,0.025988858587977504,0.5221238938053098,-0.7013274336283186,0.4713656387665198
loc_now_fade,50,10,OOS,100,0.819672131147541,0.54,2.915,3.875,40.575,38.58,0.49,122.0,0.07278688524590166,2.59327868852459,-0.0009836065573770592,0.4672131147540984,0.32172131147540983,0.5409836065573771
loc_now_fade,50,15,OOS,100,0.819672131147541,0.46,-1.335,-5.5,46.225,47.56,0.45,122.0,-0.0973770491803278,-5.416967213114754,-0.03180327868852456,0.5573770491803278,4.081967213114754,0.4918032786885246
loc_now_fade,50,30,OOS,100,0.819672131147541,0.47,-8.67,-4.875,60.435,67.5175,0.46,122.0,-0.05459016393442628,-15.700737704918033,0.010983606557377013,0.5245901639344263,7.030737704918033,0.45901639344262296
loc_now_fade,50,10,ALL,929,0.794017094017094,0.5156081808396125,0.8517222820236814,0.25,14.261033369214209,13.338805166846072,0.503767491926803,1170.0,0.04052227018669152,1.2305882614051247,-0.006614041382609792,0.47508591065292094,-0.3788659793814433,0.5222222222222223
loc_now_fade,50,15,ALL,929,0.794017094017094,0.4940796555435953,-0.15581270182992465,0.0,17.017222820236814,16.576964477933263,0.4983853606027987,1170.0,0.006107146952530007,-0.6281065162629144,-0.013612652148712379,0.4879725085910653,0.4722938144329897,0.5076923076923077
loc_now_fade,50,30,ALL,929,0.794017094017094,0.4983853606027987,0.07508073196986007,0.0,23.629171151776102,23.47712594187298,0.4940796555435953,1170.0,0.003539999778056413,-0.48548627833941826,-0.021272759055321,0.4948453608247423,0.5605670103092784,0.5196581196581197
loc_now_fade,55,10,IS,663,0.8085365853658537,0.5143288084464555,0.01546003016591252,0.25,7.128205128205129,7.134992458521871,0.5143288084464555,820.0,0.04912734324499024,-0.09778783308195073,-0.00396387448037383,0.4652014652014652,0.11324786324786325,0.5182926829268293
loc_now_fade,55,15,IS,663,0.8085365853658537,0.49924585218702866,-0.37481146304675717,0.0,8.510180995475114,8.891402714932127,0.5037707390648567,820.0,0.013287366228542707,-0.8418444300797242,-0.004412684398337197,0.48595848595848595,0.46703296703296704,0.5036585365853659
loc_now_fade,55,30,IS,663,0.8085365853658537,0.5007541478129713,-0.12594268476621417,0.25,11.653846153846153,12.39291101055807,0.4841628959276018,820.0,0.01357466063348417,-0.3966997055232349,-0.03461170584556528,0.48717948717948717,0.27075702075702074,0.5353658536585366
loc_now_fade,55,10,Validation,179,0.7920353982300885,0.48044692737430167,-0.2053072625698324,-1.25,24.157821229050278,22.86731843575419,0.5195530726256983,226.0,-0.05052652395313201,-0.3137143422158501,-0.001853957581450516,0.5309734513274337,0.1084070796460177,0.4823008849557522
loc_now_fade,55,15,Validation,179,0.7920353982300885,0.4860335195530726,-0.7723463687150838,-1.25,30.027932960893853,29.325418994413408,0.4748603351955307,226.0,-0.01839125920798934,-1.1650454837593316,0.01258219211944428,0.504424778761062,0.3926991150442478,0.47345132743362833
loc_now_fade,55,30,Validation,179,0.7920353982300885,0.45251396648044695,1.6047486033519553,-3.0,43.63687150837989,38.763966480446925,0.4972067039106145,226.0,-0.08730904236911052,2.646784001582044,-0.020937360953181383,0.5398230088495575,-1.0420353982300885,0.47345132743362833
loc_now_fade,55,10,OOS,112,0.875,0.5,-2.1941964285714284,0.875,36.91294642857143,38.41517857142857,0.4732142857142857,128.0,0.0078125,-4.217633928571429,-0.015625,0.4921875,2.0234375,0.515625
loc_now_fade,55,15,OOS,112,0.875,0.4642857142857143,-0.4575892857142857,-4.5,44.252232142857146,48.24330357142857,0.5,128.0,-0.0747767857142857,-1.3970424107142856,-0.1060267857142857,0.5390625,0.939453125,0.5703125
loc_now_fade,55,30,OOS,112,0.875,0.5178571428571429,-6.071428571428571,1.25,58.895089285714285,65.08482142857143,0.4642857142857143,128.0,0.017857142857142905,-11.852678571428571,0.049107142857142905,0.5,5.78125,0.46875
loc_now_fade,55,10,ALL,954,0.8126064735945485,0.5062893081761006,-0.28537735849056606,0.25,13.820230607966456,13.759171907756814,0.510482180293501,1174.0,0.025470893853849985,-0.6061360967684859,-0.004783945656948729,0.48081841432225064,0.32075873827791984,0.5110732538330494
loc_now_fade,55,15,ALL,954,0.8126064735945485,0.49266247379454925,-0.4591194968553459,0.0,16.7437106918239,17.34538784067086,0.4979035639412998,1174.0,-0.0026486941508898076,-0.9633820714504013,-0.012448258743781249,0.49531116794543906,0.5042625745950554,0.5051107325383305
loc_now_fade,55,30,ALL,954,0.8126064735945485,0.4937106918238994,-0.4992138364779874,0.0,23.20099580712788,23.526991614255767,0.48427672955974843,1174.0,-0.0050105357975839815,-1.1183527964097861,-0.022473294547480482,0.49872122762148335,0.6191389599317988,0.5161839863713799
loc_now_fade,60,10,IS,668,0.8096969696969697,0.5119760479041916,-0.5243263473053892,0.25,6.684880239520958,7.252245508982036,0.5059880239520959,825.0,0.05333857831781691,-0.6414188047263137,0.021066956995100694,0.4586374695863747,0.11709245742092457,0.4909090909090909
loc_now_fade,60,15,IS,668,0.8096969696969697,0.5194610778443114,-0.781437125748503,0.5,8.00748502994012,9.075973053892216,0.49850299401197606,825.0,0.0608236082579367,-0.8516926002010577,0.03582471420794775,0.4586374695863747,0.07025547445255474,0.48363636363636364
loc_now_fade,60,30,IS,668,0.8096969696969697,0.4940119760479042,-0.27245508982035926,0.0,11.10067365269461,12.25748502994012,0.4880239520958084,825.0,0.014693241254716827,0.11471036030129522,-0.032048630012701806,0.4793187347931874,-0.3871654501216545,0.526060606060606
loc_now_fade,60,10,Validation,189,0.8289473684210527,0.4656084656084656,-2.5251322751322753,-2.25,22.58862433862434,25.955026455026456,0.4497354497354497,228.0,-0.07825118351434146,-6.081053327763854,-0.047549429128376564,0.543859649122807,3.5559210526315788,0.5131578947368421
loc_now_fade,60,15,Validation,189,0.8289473684210527,0.5343915343915344,0.5714285714285714,2.5,27.832010582010582,30.33068783068783,0.4708994708994709,228.0,0.03877749930381513,-0.7739661654135339,0.025619604566972987,0.4956140350877193,1.3453947368421053,0.5087719298245614
loc_now_fade,60,30,Validation,189,0.8289473684210527,0.455026455026455,0.23412698412698413,-2.25,39.93783068783069,40.64417989417989,0.49206349206349204,228.0,-0.10199108883319408,-0.6989870509607352,-0.03181565023670291,0.5570175438596491,0.9331140350877193,0.4868421052631579
