mechanism,T_offset,horizon,split,n,win,mean,rate,n_high,follow_win,delta_win_vs_follow,delta_mean_vs_follow
align_1_5_15,25,10,ALL,468,0.5106837606837606,1.764957264957265,0.4098073555166375,1142.0,0.5026315789473684,0.008052181736392217,0.7002642825011245
align_5_15,25,10,ALL,741,0.5141700404858299,2.735492577597841,0.648861646234676,1142.0,0.5026315789473684,0.011538461538461497,1.6707995951417005
accel_with_med,25,10,ALL,483,0.494824016563147,1.5595238095238095,0.42294220665499127,1142.0,0.5026315789473684,-0.007807562384221423,0.4948308270676691
rev_short_vs_med,25,10,ALL,477,0.4968553459119497,2.8370020964360587,0.4176882661996497,1142.0,0.5026315789473684,-0.005776233035418743,1.7723091139799183
disagree_follow_short,25,10,ALL,477,0.49056603773584906,-2.8370020964360587,0.4176882661996497,1142.0,0.5026315789473684,-0.01206554121151937,-3.901695078892199
follow_5,25,10,ALL,1110,0.5144144144144144,1.8376126126126127,0.9719789842381786,1142.0,0.5026315789473684,0.011782835467045949,0.7729196301564722
follow_15,25,10,ALL,1132,0.495583038869258,1.7007508833922262,0.9912434325744308,1142.0,0.5026315789473684,-0.007048540078110455,0.6360579009360858
persist_5m,25,10,ALL,588,0.5306122448979592,2.185799319727891,0.5148861646234676,1142.0,0.5026315789473684,0.02798066595059079,1.1211063372717507
flip_5m,25,10,ALL,508,0.49803149606299213,1.3499015748031495,0.4448336252189142,1142.0,0.5026315789473684,-0.0046000828843763,0.2852085923470091
HIGH_ALONE_FOLLOW,25,15,ALL,1140,0.4903508771929825,1.3611842105263159,0.9982486865148862,,,,
HIGH_ALONE_LONG,25,15,ALL,1142,0.5201401050788091,-0.763353765323993,1.0,,,,
align_1_5,25,15,ALL,683,0.5373352855051244,1.158125915080527,0.5980735551663747,1142.0,0.4903508771929825,0.046984408312141956,-0.2030582954457889
align_1_5_15,25,15,ALL,468,0.5384615384615384,1.827991452991453,0.4098073555166375,1142.0,0.4903508771929825,0.048110661268555954,0.46680724246513705
align_5_15,25,15,ALL,741,0.5317139001349528,2.7125506072874495,0.648861646234676,1142.0,0.4903508771929825,0.04136302294197031,1.3513663967611336
accel_with_med,25,15,ALL,483,0.5279503105590062,2.6884057971014492,0.42294220665499127,1142.0,0.4903508771929825,0.03759943336602373,1.3272215865751333
rev_short_vs_med,25,15,ALL,477,0.48427672955974843,2.540880503144654,0.4176882661996497,1142.0,0.4903508771929825,-0.0060741476332340505,1.179696292618338
disagree_follow_short,25,15,ALL,477,0.5094339622641509,-2.540880503144654,0.4176882661996497,1142.0,0.4903508771929825,0.01908308507116846,-3.9020647136709696
follow_5,25,15,ALL,1110,0.5333333333333333,1.76509009009009,0.9719789842381786,1142.0,0.4903508771929825,0.042982456140350844,0.4039058795637742
follow_15,25,15,ALL,1132,0.5,1.881404593639576,0.9912434325744308,1142.0,0.4903508771929825,0.009649122807017518,0.5202203831132601
persist_5m,25,15,ALL,588,0.5408163265306123,1.935799319727891,0.5148861646234676,1142.0,0.4903508771929825,0.05046544933762981,0.5746151092015752
flip_5m,25,15,ALL,508,0.5275590551181102,1.4355314960629921,0.4448336252189142,1142.0,0.4903508771929825,0.037208177925127706,0.07434728553667624
HIGH_ALONE_FOLLOW,25,30,ALL,1140,0.5228070175438596,1.832017543859649,0.9982486865148862,,,,
HIGH_ALONE_LONG,25,30,ALL,1142,0.5271453590192644,-0.8938266199649737,1.0,,,,
align_1_5,25,30,ALL,683,0.5285505124450952,2.736822840409956,0.5980735551663747,1142.0,0.5228070175438596,0.005743494901235602,0.9048052965503068
align_1_5_15,25,30,ALL,468,0.5149572649572649,2.3621794871794872,0.4098073555166375,1142.0,0.5228070175438596,-0.007849752586594705,0.5301619433198381
align_5_15,25,30,ALL,741,0.5114709851551957,3.7182860998650473,0.648861646234676,1142.0,0.5228070175438596,-0.011336032388663875,1.8862685560053982
accel_with_med,25,30,ALL,483,0.5383022774327122,4.184265010351967,0.42294220665499127,1142.0,0.5228070175438596,0.015495259888852586,2.352247466492318
rev_short_vs_med,25,30,ALL,477,0.469601677148847,1.829664570230608,0.4176882661996497,1142.0,0.5228070175438596,-0.053205340395012624,-0.0023529736290410774
disagree_follow_short,25,30,ALL,477,0.5157232704402516,-1.829664570230608,0.4176882661996497,1142.0,0.5228070175438596,-0.00708374710360804,-3.661682114090257
follow_5,25,30,ALL,1110,0.5126126126126126,2.690990990990991,0.9719789842381786,1142.0,0.5228070175438596,-0.010194404931247014,0.8589734471313417
follow_15,25,30,ALL,1132,0.5008833922261484,2.3089664310954063,0.9912434325744308,1142.0,0.5228070175438596,-0.021923625317711193,0.47694888723575724
persist_5m,25,30,ALL,588,0.5119047619047619,0.9608843537414966,0.5148861646234676,1142.0,0.5228070175438596,-0.010902255639097747,-0.8711331901181525
flip_5m,25,30,ALL,508,0.5118110236220472,3.9901574803149606,0.4448336252189142,1142.0,0.5228070175438596,-0.010995993921812386,2.1581399364553118
HIGH_ALONE_FOLLOW,30,10,IS,816,0.48284313725490197,0.23897058823529413,0.9939098660170523,,,,
HIGH_ALONE_LONG,30,10,IS,821,0.51278928136419,-0.6470767356881851,1.0,,,,
align_1_5,30,10,IS,552,0.4855072463768116,0.16893115942028986,0.6723507917174177,821.0,0.48284313725490197,0.002664109121909619,-0.07003942881500427
align_1_5_15,30,10,IS,380,0.49473684210526314,-0.08289473684210526,0.4628501827040195,821.0,0.48284313725490197,0.011893704850361175,-0.3218653250773994
align_5_15,30,10,IS,552,0.483695652173913,0.20153985507246377,0.6723507917174177,821.0,0.48284313725490197,0.0008525149190110604,-0.037430733162830354
accel_with_med,30,10,IS,401,0.4937655860349127,-0.3634663341645885,0.4884287454323995,821.0,0.48284313725490197,0.010922448780010752,-0.6024369223998827
rev_short_vs_med,30,10,IS,324,0.49074074074074076,-0.024691358024691357,0.3946406820950061,821.0,0.48284313725490197,0.007897603485838789,-0.2636619462599855
disagree_follow_short,30,10,IS,324,0.49382716049382713,0.024691358024691357,0.3946406820950061,821.0,0.48284313725490197,0.010984023238925167,-0.21427923021060277
follow_5,30,10,IS,808,0.4752475247524752,0.26639851485148514,0.9841656516443362,821.0,0.48284313725490197,-0.007595612502426741,0.027427926616191006
follow_15,30,10,IS,810,0.49382716049382713,-0.03209876543209877,0.9866017052375152,821.0,0.48284313725490197,0.010984023238925167,-0.2710693536673929
persist_5m,30,10,IS,417,0.4988009592326139,0.7913669064748201,0.5079171741778319,821.0,0.48284313725490197,0.01595782197771195,0.552396318239526
flip_5m,30,10,IS,368,0.4592391304347826,-0.2269021739130435,0.4482338611449452,821.0,0.48284313725490197,-0.023604006820119372,-0.4658727621483376
HIGH_ALONE_FOLLOW,30,15,IS,816,0.4877450980392157,0.40870098039215685,0.9939098660170523,,,,
HIGH_ALONE_LONG,30,15,IS,821,0.51278928136419,-0.5350182704019488,1.0,,,,
align_1_5,30,15,IS,552,0.48188405797101447,-0.1793478260869565,0.6723507917174177,821.0,0.4877450980392157,-0.0058610400682012065,-0.5880488064791134
align_1_5_15,30,15,IS,380,0.4868421052631579,-0.08026315789473684,0.4628501827040195,821.0,0.4877450980392157,-0.000902992776057765,-0.48896413828689367
align_5_15,30,15,IS,552,0.48188405797101447,0.2056159420289855,0.6723507917174177,821.0,0.4877450980392157,-0.0058610400682012065,-0.20308503836317135
accel_with_med,30,15,IS,401,0.5062344139650873,0.09039900249376559,0.4884287454323995,821.0,0.4877450980392157,0.018489315925871608,-0.31830197789839126
rev_short_vs_med,30,15,IS,324,0.48148148148148145,0.4591049382716049,0.3946406820950061,821.0,0.4877450980392157,-0.0062636165577342195,0.05040395787944807
disagree_follow_short,30,15,IS,324,0.5061728395061729,-0.4591049382716049,0.3946406820950061,821.0,0.4877450980392157,0.018427741466957193,-0.8678059186637618
follow_5,30,15,IS,808,0.4752475247524752,-0.018564356435643563,0.9841656516443362,821.0,0.4877450980392157,-0.012497573286740449,-0.42726533682780043
follow_15,30,15,IS,810,0.49135802469135803,0.20246913580246914,0.9866017052375152,821.0,0.4877450980392157,0.0036129266521423564,-0.2062318445896877
persist_5m,30,15,IS,417,0.4988009592326139,0.6954436450839329,0.5079171741778319,821.0,0.4877450980392157,0.011055861193398242,0.286742664691776
flip_5m,30,15,IS,368,0.46467391304347827,-0.6413043478260869,0.4482338611449452,821.0,0.4877450980392157,-0.023071184995737404,-1.0500053282182438
HIGH_ALONE_FOLLOW,30,30,IS,816,0.47671568627450983,0.13939950980392157,0.9939098660170523,,,,
HIGH_ALONE_LONG,30,30,IS,821,0.5237515225334958,0.544762484774665,1.0,,,,
align_1_5,30,30,IS,552,0.47644927536231885,-0.04121376811594203,0.6723507917174177,821.0,0.47671568627450983,-0.0002664109121909841,-0.1806132779198636
align_1_5_15,30,30,IS,380,0.4763157894736842,0.02763157894736842,0.4628501827040195,821.0,0.47671568627450983,-0.0003998968008256387,-0.11176793085655315
align_5_15,30,30,IS,552,0.46557971014492755,-0.41530797101449274,0.6723507917174177,821.0,0.47671568627450983,-0.011135976129582281,-0.5547074808184143
accel_with_med,30,30,IS,401,0.48129675810473815,0.05548628428927681,0.4884287454323995,821.0,0.47671568627450983,0.004581071830228323,-0.08391322551464477
rev_short_vs_med,30,30,IS,324,0.4722222222222222,-0.9189814814814815,0.3946406820950061,821.0,0.47671568627450983,-0.004493464052287621,-1.0583809912854032
disagree_follow_short,30,30,IS,324,0.5246913580246914,0.9189814814814815,0.3946406820950061,821.0,0.47671568627450983,0.047975671750181526,0.7795819716775599
follow_5,30,30,IS,808,0.46905940594059403,-0.45482673267326734,0.9841656516443362,821.0,0.47671568627450983,-0.007656280333915799,-0.5942262424771889
follow_15,30,30,IS,810,0.4802469135802469,-0.18302469135802468,0.9866017052375152,821.0,0.47671568627450983,0.0035312273057370724,-0.32242420116194626
persist_5m,30,30,IS,417,0.48201438848920863,0.1420863309352518,0.5079171741778319,821.0,0.47671568627450983,0.005298702214698803,0.0026868211313302304
flip_5m,30,30,IS,368,0.4592391304347826,-1.033967391304348,0.4482338611449452,821.0,0.47671568627450983,-0.017476555839727237,-1.1733669011082695
HIGH_ALONE_FOLLOW,30,10,Validation,218,0.5,2.371559633027523,1.0,,,,
HIGH_ALONE_LONG,30,10,Validation,218,0.45871559633027525,-2.1903669724770642,1.0,,,,
align_1_5,30,10,Validation,174,0.5114942528735632,-1.6925287356321839,0.7981651376146789,218.0,0.5,0.011494252873563204,-4.064088368659707
align_1_5_15,30,10,Validation,129,0.5813953488372093,2.951550387596899,0.591743119266055,218.0,0.5,0.08139534883720934,0.5799907545693763
align_5_15,30,10,Validation,155,0.5548387096774193,3.0451612903225804,0.7110091743119266,218.0,0.5,0.05483870967741933,0.6736016572950576
accel_with_med,30,10,Validation,130,0.5538461538461539,2.0326923076923076,0.5963302752293578,218.0,0.5,0.05384615384615388,-0.33886732533521524
rev_short_vs_med,30,10,Validation,70,0.5714285714285714,10.767857142857142,0.3211009174311927,218.0,0.5,0.0714285714285714,8.396297509829619
disagree_follow_short,30,10,Validation,70,0.4142857142857143,-10.767857142857142,0.3211009174311927,218.0,0.5,-0.08571428571428569,-13.139416775884666
follow_5,30,10,Validation,216,0.5046296296296297,-0.6134259259259259,0.9908256880733946,218.0,0.5,0.00462962962962965,-2.984985558953449
follow_15,30,10,Validation,218,0.5642201834862385,4.7110091743119265,1.0,218.0,0.5,0.06422018348623848,2.3394495412844036
persist_5m,30,10,Validation,107,0.5233644859813084,1.3878504672897196,0.4908256880733945,218.0,0.5,0.02336448598130836,-0.9837091657378032
flip_5m,30,10,Validation,106,0.4811320754716981,-2.7547169811320753,0.48623853211009177,218.0,0.5,-0.018867924528301883,-5.126276614159599
HIGH_ALONE_FOLLOW,30,15,Validation,218,0.5,1.576834862385321,1.0,,,,
HIGH_ALONE_LONG,30,15,Validation,218,0.5045871559633027,-0.5905963302752294,1.0,,,,
align_1_5,30,15,Validation,174,0.4942528735632184,-1.7873563218390804,0.7981651376146789,218.0,0.5,-0.005747126436781602,-3.3641911842244014
align_1_5_15,30,15,Validation,129,0.5348837209302325,1.496124031007752,0.591743119266055,218.0,0.5,0.03488372093023251,-0.08071083137756907
align_5_15,30,15,Validation,155,0.5225806451612903,2.1596774193548387,0.7110091743119266,218.0,0.5,0.022580645161290325,0.5828425569695177
accel_with_med,30,15,Validation,130,0.5076923076923077,-0.3557692307692308,0.5963302752293578,218.0,0.5,0.007692307692307665,-1.9326040931545518
rev_short_vs_med,30,15,Validation,70,0.5428571428571428,8.875,0.3211009174311927,218.0,0.5,0.042857142857142816,7.298165137614679
disagree_follow_short,30,15,Validation,70,0.44285714285714284,-8.875,0.3211009174311927,218.0,0.5,-0.05714285714285716,-10.45183486238532
follow_5,30,15,Validation,216,0.49537037037037035,0.35300925925925924,0.9908256880733946,218.0,0.5,-0.00462962962962965,-1.2238256031260617
follow_15,30,15,Validation,218,0.5275229357798165,2.5057339449541285,1.0,218.0,0.5,0.02752293577981646,0.9288990825688075
persist_5m,30,15,Validation,107,0.5420560747663551,2.5817757009345796,0.4908256880733945,218.0,0.5,0.04205607476635509,1.0049408385492586
flip_5m,30,15,Validation,106,0.4528301886792453,-1.6297169811320755,0.48623853211009177,218.0,0.5,-0.047169811320754707,-3.2065518435173965
HIGH_ALONE_FOLLOW,30,30,Validation,218,0.48623853211009177,-3.69151376146789,1.0,,,,
HIGH_ALONE_LONG,30,30,Validation,218,0.555045871559633,1.1754587155963303,1.0,,,,
align_1_5,30,30,Validation,174,0.4942528735632184,-3.639367816091954,0.7981651376146789,218.0,0.48623853211009177,0.008014341453126628,0.05214594537593609
align_1_5_15,30,30,Validation,129,0.5193798449612403,-1.7248062015503876,0.591743119266055,218.0,0.48623853211009177,0.033141312851148574,1.9667075599175026
align_5_15,30,30,Validation,155,0.5032258064516129,-0.4080645161290323,0.7110091743119266,218.0,0.48623853211009177,0.016987274341521086,3.2834492453388577
accel_with_med,30,30,Validation,130,0.49230769230769234,-1.9826923076923078,0.5963302752293578,218.0,0.48623853211009177,0.006069160197600565,1.7088214537755824
rev_short_vs_med,30,30,Validation,70,0.5285714285714286,8.217857142857143,0.3211009174311927,218.0,0.48623853211009177,0.04233289646133681,11.909370904325034
disagree_follow_short,30,30,Validation,70,0.4714285714285714,-8.217857142857143,0.3211009174311927,218.0,0.48623853211009177,-0.014809960681520351,-4.526343381389253
follow_5,30,30,Validation,216,0.5046296296296297,-0.5798611111111112,0.9908256880733946,218.0,0.48623853211009177,0.01839109751953788,3.111652650356779
follow_15,30,30,Validation,218,0.4954128440366973,-0.2786697247706422,1.0,218.0,0.48623853211009177,0.009174311926605505,3.4128440366972477
persist_5m,30,30,Validation,107,0.5046728971962616,1.25,0.4908256880733945,218.0,0.48623853211009177,0.018434365086169857,4.94151376146789
flip_5m,30,30,Validation,106,0.5,-3.193396226415094,0.48623853211009177,218.0,0.48623853211009177,0.01376146788990823,0.498117535052796
HIGH_ALONE_FOLLOW,30,10,OOS,126,0.5158730158730159,0.09325396825396826,1.0,,,,
HIGH_ALONE_LONG,30,10,OOS,126,0.5793650793650794,7.196428571428571,1.0,,,,
align_1_5,30,10,OOS,84,0.4523809523809524,-6.800595238095238,0.6666666666666666,126.0,0.5158730158730159,-0.06349206349206354,-6.8938492063492065
align_1_5_15,30,10,OOS,72,0.4583333333333333,-4.923611111111111,0.5714285714285714,126.0,0.5158730158730159,-0.05753968253968261,-5.016865079365079
align_5_15,30,10,OOS,104,0.49038461538461536,-5.762019230769231,0.8253968253968254,126.0,0.5158730158730159,-0.025488400488400564,-5.855273199023199
accel_with_med,30,10,OOS,72,0.4583333333333333,-5.5,0.5714285714285714,126.0,0.5158730158730159,-0.05753968253968261,-5.593253968253968
rev_short_vs_med,30,10,OOS,45,0.5777777777777777,-0.1111111111111111,0.35714285714285715,126.0,0.5158730158730159,0.061904761904761796,-0.20436507936507936
disagree_follow_short,30,10,OOS,45,0.4222222222222222,0.1111111111111111,0.35714285714285715,126.0,0.5158730158730159,-0.0936507936507937,0.01785714285714285
follow_5,30,10,OOS,125,0.488,-5.618,0.9920634920634921,126.0,0.5158730158730159,-0.02787301587301594,-5.711253968253969
follow_15,30,10,OOS,126,0.5,-3.755952380952381,1.0,126.0,0.5158730158730159,-0.015873015873015928,-3.8492063492063493
persist_5m,30,10,OOS,84,0.5119047619047619,-6.494047619047619,0.6666666666666666,126.0,0.5158730158730159,-0.003968253968254065,-6.587301587301587
flip_5m,30,10,OOS,41,0.43902439024390244,-3.823170731707317,0.3253968253968254,126.0,0.5158730158730159,-0.07684862562911349,-3.9164246999612855
HIGH_ALONE_FOLLOW,30,15,OOS,126,0.5317460317460317,4.287698412698413,1.0,,,,
HIGH_ALONE_LONG,30,15,OOS,126,0.5634920634920635,0.40674603174603174,1.0,,,,
align_1_5,30,15,OOS,84,0.4642857142857143,-3.4375,0.6666666666666666,126.0,0.5317460317460317,-0.06746031746031744,-7.725198412698413
align_1_5_15,30,15,OOS,72,0.4722222222222222,0.034722222222222224,0.5714285714285714,126.0,0.5317460317460317,-0.059523809523809534,-4.252976190476191
align_5_15,30,15,OOS,104,0.49038461538461536,-1.59375,0.8253968253968254,126.0,0.5317460317460317,-0.04136141636141638,-5.881448412698413
accel_with_med,30,15,OOS,72,0.4722222222222222,-0.16666666666666666,0.5714285714285714,126.0,0.5317460317460317,-0.059523809523809534,-4.45436507936508
rev_short_vs_med,30,15,OOS,45,0.5555555555555556,3.0277777777777777,0.35714285714285715,126.0,0.5317460317460317,0.023809523809523836,-1.2599206349206353
disagree_follow_short,30,15,OOS,45,0.4444444444444444,-3.0277777777777777,0.35714285714285715,126.0,0.5317460317460317,-0.08730158730158732,-7.315476190476191
follow_5,30,15,OOS,125,0.488,-2.92,0.9920634920634921,126.0,0.5317460317460317,-0.043746031746031755,-7.207698412698413
follow_15,30,15,OOS,126,0.5,0.37103174603174605,1.0,126.0,0.5317460317460317,-0.031746031746031744,-3.916666666666667
persist_5m,30,15,OOS,84,0.5238095238095238,-0.6369047619047619,0.6666666666666666,126.0,0.5317460317460317,-0.007936507936507908,-4.924603174603175
flip_5m,30,15,OOS,41,0.4146341463414634,-7.597560975609756,0.3253968253968254,126.0,0.5317460317460317,-0.11711188540456835,-11.88525938830817
HIGH_ALONE_FOLLOW,30,30,OOS,126,0.5,3.5634920634920637,1.0,,,,
HIGH_ALONE_LONG,30,30,OOS,126,0.5793650793650794,1.6666666666666667,1.0,,,,
align_1_5,30,30,OOS,84,0.40476190476190477,-14.041666666666666,0.6666666666666666,126.0,0.5,-0.09523809523809523,-17.60515873015873
align_1_5_15,30,30,OOS,72,0.4166666666666667,-11.399305555555555,0.5714285714285714,126.0,0.5,-0.08333333333333331,-14.962797619047619
align_5_15,30,30,OOS,104,0.4519230769230769,-7.15625,0.8253968253968254,126.0,0.5,-0.04807692307692307,-10.719742063492063
accel_with_med,30,30,OOS,72,0.4027777777777778,-12.690972222222221,0.5714285714285714,126.0,0.5,-0.09722222222222221,-16.254464285714285
rev_short_vs_med,30,30,OOS,45,0.5777777777777777,9.772222222222222,0.35714285714285715,126.0,0.5,0.07777777777777772,6.208730158730159
disagree_follow_short,30,30,OOS,45,0.4222222222222222,-9.772222222222222,0.35714285714285715,126.0,0.5,-0.07777777777777778,-13.335714285714285
follow_5,30,30,OOS,125,0.456,-7.448,0.9920634920634921,126.0,0.5,-0.043999999999999984,-11.011492063492064
follow_15,30,30,OOS,126,0.46825396825396826,-4.388888888888889,1.0,126.0,0.5,-0.031746031746031744,-7.9523809523809526
persist_5m,30,30,OOS,84,0.4642857142857143,-2.8035714285714284,0.6666666666666666,126.0,0.5,-0.0357142857142857,-6.367063492063492
flip_5m,30,30,OOS,41,0.43902439024390244,-16.963414634146343,0.3253968253968254,126.0,0.5,-0.06097560975609756,-20.526906697638406
HIGH_ALONE_FOLLOW,30,10,ALL,1160,0.4896551724137931,0.6239224137931034,0.9957081545064378,,,,
HIGH_ALONE_LONG,30,10,ALL,1165,0.5098712446351932,-0.08755364806866953,1.0,,,,
align_1_5,30,10,ALL,810,0.4876543209876543,-0.9537037037037037,0.6952789699570815,1165.0,0.4896551724137931,-0.002000851426138761,-1.5776261174968071
align_1_5_15,30,10,ALL,581,0.5094664371772806,-0.009036144578313253,0.49871244635193135,1165.0,0.4896551724137931,0.01981126476348749,-0.6329585583714167
align_5_15,30,10,ALL,811,0.49815043156596794,-0.01972872996300863,0.696137339055794,1165.0,0.4896551724137931,0.008495259152174861,-0.6436511437561121
accel_with_med,30,10,ALL,603,0.5024875621890548,-0.4601990049751244,0.5175965665236052,1165.0,0.4896551724137931,0.012832389775261688,-1.0841214187682278
rev_short_vs_med,30,10,ALL,439,0.5125284738041003,1.6873576309794989,0.37682403433476397,1165.0,0.4896551724137931,0.022873301390307188,1.0634352171863954
disagree_follow_short,30,10,ALL,439,0.47380410022779046,-1.6873576309794989,0.37682403433476397,1165.0,0.4896551724137931,-0.015851072186002624,-2.3112800447726025
follow_5,30,10,ALL,1149,0.4821583986074848,-0.5391644908616188,0.9862660944206009,1165.0,0.4896551724137931,-0.00749677380630831,-1.163086904654722
follow_15,30,10,ALL,1154,0.5077989601386482,0.45732235701906415,0.9905579399141631,1165.0,0.4896551724137931,0.018143787724855143,-0.16660005677403927
persist_5m,30,10,ALL,608,0.5049342105263158,-0.11019736842105263,0.5218884120171674,1165.0,0.4896551724137931,0.015279038112522736,-0.7341197822141561
flip_5m,30,10,ALL,515,0.4621359223300971,-1.033495145631068,0.44206008583690987,1165.0,0.4896551724137931,-0.02751925008369599,-1.6574175594241713
HIGH_ALONE_FOLLOW,30,15,ALL,1160,0.49482758620689654,1.0495689655172413,0.9957081545064378,,,,
HIGH_ALONE_LONG,30,15,ALL,1165,0.5167381974248927,-0.44356223175965664,1.0,,,,
align_1_5,30,15,ALL,810,0.48271604938271606,-0.8626543209876543,0.6952789699570815,1165.0,0.49482758620689654,-0.01211153682418048,-1.9122232865048956
align_1_5_15,30,15,ALL,581,0.49569707401032703,0.28399311531841653,0.49871244635193135,1165.0,0.49482758620689654,0.0008694878034304909,-0.7655758501988248
align_5_15,30,15,ALL,811,0.4907521578298397,0.34833538840937117,0.696137339055794,1165.0,0.49482758620689654,-0.004075428377056822,-0.7012335771078702
accel_with_med,30,15,ALL,603,0.5024875621890548,-0.03648424543946932,0.5175965665236052,1165.0,0.49482758620689654,0.007659975982158229,-1.0860532109567107
rev_short_vs_med,30,15,ALL,439,0.4988610478359909,2.0643507972665147,0.37682403433476397,1165.0,0.49482758620689654,0.004033461629094348,1.0147818317492734
disagree_follow_short,30,15,ALL,439,0.489749430523918,-2.0643507972665147,0.37682403433476397,1165.0,0.49482758620689654,-0.005078155682978536,-3.1139197627837563
follow_5,30,15,ALL,1149,0.4804177545691906,-0.2643603133159269,0.9862660944206009,1165.0,0.49482758620689654,-0.014409831637705928,-1.3139292788331682
follow_15,30,15,ALL,1154,0.49913344887348354,0.6559792027729636,0.9905579399141631,1165.0,0.49482758620689654,0.0043058626665870015,-0.3935897627442777
persist_5m,30,15,ALL,608,0.5098684210526315,0.8433388157894737,0.5218884120171674,1165.0,0.49482758620689654,0.015040834845734985,-0.20623014972776765
flip_5m,30,15,ALL,515,0.458252427184466,-1.3985436893203884,0.44206008583690987,1165.0,0.49482758620689654,-0.036575159022430526,-2.4481126548376295
HIGH_ALONE_FOLLOW,30,30,ALL,1160,0.4810344827586207,-0.20862068965517241,0.9957081545064378,,,,
HIGH_ALONE_LONG,30,30,ALL,1165,0.5356223175965665,0.7841201716738198,1.0,,,,
align_1_5,30,30,ALL,810,0.4728395061728395,-2.2660493827160493,0.6952789699570815,1165.0,0.4810344827586207,-0.008194976585781222,-2.057428693060877
align_1_5_15,30,30,ALL,581,0.4784853700516351,-1.777538726333907,0.49871244635193135,1165.0,0.4810344827586207,-0.0025491127069856012,-1.5689180366787348
align_5_15,30,30,ALL,811,0.47102342786683105,-1.278360049321825,0.696137339055794,1165.0,0.4810344827586207,-0.010011054891789661,-1.0697393596666527
accel_with_med,30,30,ALL,603,0.47429519071310117,-1.9058872305140961,0.5175965665236052,1165.0,0.4810344827586207,-0.00673929204551954,-1.6972665408589238
rev_short_vs_med,30,30,ALL,439,0.4920273348519362,1.6338268792710706,0.37682403433476397,1165.0,0.4810344827586207,0.01099285209331552,1.842447568926243
disagree_follow_short,30,30,ALL,439,0.5056947608200456,-1.6338268792710706,0.37682403433476397,1165.0,0.4810344827586207,0.0246602780614249,-1.4252061896158983
follow_5,30,30,ALL,1149,0.47432550043516103,-1.2391209747606615,0.9862660944206009,1165.0,0.4810344827586207,-0.006708982323459678,-1.0305002851054892
follow_15,30,30,ALL,1154,0.48180242634315423,-0.6603119584055459,0.9905579399141631,1165.0,0.4810344827586207,0.0007679435845335258,-0.45169126875037346
persist_5m,30,30,ALL,608,0.48355263157894735,-0.06990131578947369,0.5218884120171674,1165.0,0.4810344827586207,0.0025181488203266378,0.13871937386569871
flip_5m,30,30,ALL,515,0.46601941747572817,-2.746601941747573,0.44206008583690987,1165.0,0.4810344827586207,-0.015015065282892537,-2.5379812520924006
HIGH_ALONE_FOLLOW,35,10,IS,819,0.47374847374847373,0.31074481074481075,0.997563946406821,,,,
HIGH_ALONE_LONG,35,10,IS,821,0.4945188794153471,-0.434531059683313,1.0,,,,
align_1_5,35,10,IS,492,0.4573170731707317,-0.27134146341463417,0.5992691839220463,821.0,0.47374847374847373,-0.016431400577742006,-0.5820862741594449
align_1_5_15,35,10,IS,361,0.44321329639889195,-0.4092797783933518,0.4397076735688185,821.0,0.47374847374847373,-0.030535177349581777,-0.7200245891381625
align_5_15,35,10,IS,579,0.44905008635578586,-0.5578583765112263,0.705237515225335,821.0,0.47374847374847373,-0.02469838739268787,-0.868603187256037
accel_with_med,35,10,IS,356,0.46629213483146065,0.3728932584269663,0.4336175395858709,821.0,0.47374847374847373,-0.007456338917013083,0.06214844768215555
rev_short_vs_med,35,10,IS,338,0.4526627218934911,-0.7196745562130178,0.41169305724725946,821.0,0.47374847374847373,-0.021085751854982626,-1.0304193669578285
disagree_follow_short,35,10,IS,338,0.5236686390532544,0.7196745562130178,0.41169305724725946,821.0,0.47374847374847373,0.04992016530478072,0.40892974546820704
follow_5,35,10,IS,805,0.462111801242236,-0.7027950310559006,0.9805115712545676,821.0,0.47374847374847373,-0.011636672506237733,-1.0135398418007113
follow_15,35,10,IS,813,0.45018450184501846,-0.19095940959409594,0.9902557856272838,821.0,0.47374847374847373,-0.023563971903455272,-0.5017042203389067
persist_5m,35,10,IS,422,0.4146919431279621,-0.9283175355450237,0.5140073081607796,821.0,0.47374847374847373,-0.05905653062051164,-1.2390623462898345
flip_5m,35,10,IS,371,0.5094339622641509,-0.511455525606469,0.4518879415347138,821.0,0.47374847374847373,0.03568548851567721,-0.8222003363512798
HIGH_ALONE_FOLLOW,35,15,IS,819,0.4884004884004884,0.3766788766788767,0.997563946406821,,,,
HIGH_ALONE_LONG,35,15,IS,821,0.5213154689403167,-0.3797198538367844,1.0,,,,
align_1_5,35,15,IS,492,0.4715447154471545,-0.2992886178861789,0.5992691839220463,821.0,0.4884004884004884,-0.016855772953333903,-0.6759674945650556
align_1_5_15,35,15,IS,361,0.46814404432132967,-0.4930747922437673,0.4397076735688185,821.0,0.4884004884004884,-0.02025644407915872,-0.8697536689226439
align_5_15,35,15,IS,579,0.459412780656304,-0.5211571675302246,0.705237515225335,821.0,0.4884004884004884,-0.02898770774418441,-0.8978360442091012
accel_with_med,35,15,IS,356,0.4943820224719101,1.0070224719101124,0.4336175395858709,821.0,0.4884004884004884,0.0059815340714217125,0.6303435952312357
rev_short_vs_med,35,15,IS,338,0.45857988165680474,-0.7181952662721893,0.41169305724725946,821.0,0.4884004884004884,-0.029820606743683642,-1.094874142951066
