mechanism,T_offset,horizon,split,n,rate,win,mean,n_high,follow_win,follow_mean,long_win,delta_win_vs_follow,delta_mean_vs_follow,delta_win_vs_long
disagree_follow_es,15,30,Validation,27,0.12162162162162163,0.48148148148148145,-1.1481481481481481,222.0,0.5,1.4087837837837838,0.5585585585585585,-0.018518518518518545,-2.556931931931932,-0.07707707707707706
disagree_follow_nq,15,10,Validation,27,0.12162162162162163,0.5185185185185185,7.925925925925926,222.0,0.5045045045045045,0.9932432432432432,0.536036036036036,0.014014014014014031,6.932682682682683,-0.01751751751751751
disagree_follow_nq,15,15,Validation,27,0.12162162162162163,0.5185185185185185,7.398148148148148,222.0,0.536036036036036,1.3164414414414414,0.5225225225225225,-0.01751751751751751,6.081706706706706,-0.004004004004004025
disagree_follow_nq,15,30,Validation,27,0.12162162162162163,0.5185185185185185,1.1481481481481481,222.0,0.5,1.4087837837837838,0.5585585585585585,0.01851851851851849,-0.26063563563563563,-0.040040040040040026
HIGH_ALONE_LONG,15,10,OOS,120,1.0,0.425,-10.5625,,,,,,,
HIGH_ALONE_FOLLOW,15,10,OOS,120,1.0,0.525,0.9,,,,,,,
HIGH_ALONE_LONG,15,15,OOS,120,1.0,0.43333333333333335,-22.635416666666668,,,,,,,
HIGH_ALONE_FOLLOW,15,15,OOS,120,1.0,0.55,8.75625,,,,,,,
HIGH_ALONE_LONG,15,30,OOS,120,1.0,0.425,-22.84375,,,,,,,
HIGH_ALONE_FOLLOW,15,30,OOS,120,1.0,0.5083333333333333,9.460416666666667,,,,,,,
follow_es,15,10,OOS,118,0.9833333333333333,0.5254237288135594,1.3135593220338984,120.0,0.525,0.9,0.425,0.0004237288135593431,0.41355932203389834,0.10042372881355938
follow_es,15,15,OOS,118,0.9833333333333333,0.5423728813559322,8.830508474576272,120.0,0.55,8.75625,0.43333333333333335,-0.007627118644067843,0.074258474576272,0.10903954802259885
follow_es,15,30,OOS,118,0.9833333333333333,0.5169491525423728,8.408898305084746,120.0,0.5083333333333333,9.460416666666667,0.425,0.008615819209039532,-1.0515183615819215,0.09194915254237285
rs_continue,15,10,OOS,120,1.0,0.55,5.6625,120.0,0.525,0.9,0.425,0.025000000000000022,4.762499999999999,0.12500000000000006
rs_continue,15,15,OOS,120,1.0,0.575,14.847916666666666,120.0,0.55,8.75625,0.43333333333333335,0.02499999999999991,6.091666666666667,0.1416666666666666
rs_continue,15,30,OOS,120,1.0,0.55,19.322916666666668,120.0,0.5083333333333333,9.460416666666667,0.425,0.04166666666666674,9.8625,0.12500000000000006
rs_fade,15,10,OOS,120,1.0,0.45,-5.6625,120.0,0.525,0.9,0.425,-0.07500000000000001,-6.5625,0.025000000000000022
rs_fade,15,15,OOS,120,1.0,0.425,-14.847916666666666,120.0,0.55,8.75625,0.43333333333333335,-0.12500000000000006,-23.604166666666664,-0.00833333333333336
rs_fade,15,30,OOS,120,1.0,0.45,-19.322916666666668,120.0,0.5083333333333333,9.460416666666667,0.425,-0.05833333333333329,-28.783333333333335,0.025000000000000022
es_last5,15,10,OOS,120,1.0,0.5666666666666667,8.458333333333334,120.0,0.525,0.9,0.425,0.04166666666666663,7.558333333333334,0.14166666666666666
es_last5,15,15,OOS,120,1.0,0.5583333333333333,12.34375,120.0,0.55,8.75625,0.43333333333333335,0.008333333333333304,3.5875000000000004,0.125
es_last5,15,30,OOS,120,1.0,0.55,8.885416666666666,120.0,0.5083333333333333,9.460416666666667,0.425,0.04166666666666674,-0.5750000000000011,0.12500000000000006
agree_nq_es,15,10,OOS,103,0.8583333333333333,0.5242718446601942,0.8689320388349514,120.0,0.525,0.9,0.425,-0.0007281553398058582,-0.03106796116504862,0.09927184466019418
agree_nq_es,15,15,OOS,103,0.8583333333333333,0.5533980582524272,9.934466019417476,120.0,0.55,8.75625,0.43333333333333335,0.0033980582524271163,1.1782160194174764,0.12006472491909381
agree_nq_es,15,30,OOS,103,0.8583333333333333,0.5145631067961165,10.245145631067961,120.0,0.5083333333333333,9.460416666666667,0.425,0.006229773462783195,0.7847289644012942,0.08956310679611651
HIGH_ALONE_LONG,15,10,ALL,1162,1.0,0.48623063683304646,-0.5008605851979346,,,,,,,
HIGH_ALONE_FOLLOW,15,10,ALL,1161,0.9991394148020654,0.508182601205857,0.6363049095607235,,,,,,,
HIGH_ALONE_LONG,15,15,ALL,1162,1.0,0.5,-1.6966437177280551,,,,,,,
HIGH_ALONE_FOLLOW,15,15,ALL,1161,0.9991394148020654,0.5211024978466839,1.6145564168819984,,,,,,,
HIGH_ALONE_LONG,15,30,ALL,1162,1.0,0.5068846815834768,-2.2730206540447506,,,,,,,
HIGH_ALONE_FOLLOW,15,30,ALL,1161,0.9991394148020654,0.5219638242894057,2.1386735572782083,,,,,,,
follow_es,15,10,ALL,1144,0.9845094664371773,0.5078671328671329,0.7065122377622378,1162.0,0.508182601205857,0.6363049095607235,0.48623063683304646,-0.00031546833872408975,0.07020732820151432,0.02163649603408646
follow_es,15,15,ALL,1144,0.9845094664371773,0.5174825174825175,1.669798951048951,1162.0,0.5211024978466839,1.6145564168819984,0.5,-0.003619980364166442,0.055242534166952684,0.0174825174825175
follow_es,15,30,ALL,1144,0.9845094664371773,0.5192307692307693,2.1822552447552446,1162.0,0.5219638242894057,2.1386735572782083,0.5068846815834768,-0.0027330550586364133,0.04358168747703628,0.012346087647292503
rs_continue,15,10,ALL,1162,1.0,0.4965576592082616,1.1381239242685026,1162.0,0.508182601205857,0.6363049095607235,0.48623063683304646,-0.011624941997595395,0.5018190147077791,0.010327022375215156
rs_continue,15,15,ALL,1162,1.0,0.5068846815834768,2.1570567986230635,1162.0,0.5211024978466839,1.6145564168819984,0.5,-0.014217816263207173,0.5425003817410652,0.0068846815834767705
rs_continue,15,30,ALL,1162,1.0,0.5223752151462995,3.2674268502581754,1162.0,0.5219638242894057,2.1386735572782083,0.5068846815834768,0.0004113908568937896,1.128753292979967,0.015490533562822706
rs_fade,15,10,ALL,1162,1.0,0.49311531841652323,-1.1381239242685026,1162.0,0.508182601205857,0.6363049095607235,0.48623063683304646,-0.01506728278933378,-1.774428833829226,0.0068846815834767705
rs_fade,15,15,ALL,1162,1.0,0.4836488812392427,-2.1570567986230635,1162.0,0.5211024978466839,1.6145564168819984,0.5,-0.03745361660744123,-3.771613215505062,-0.01635111876075729
rs_fade,15,30,ALL,1162,1.0,0.4690189328743546,-3.2674268502581754,1162.0,0.5219638242894057,2.1386735572782083,0.5068846815834768,-0.0529448914150511,-5.406100407536384,-0.03786574870912218
es_last5,15,10,ALL,1108,0.9535283993115319,0.49458483754512633,0.7836191335740073,1162.0,0.508182601205857,0.6363049095607235,0.48623063683304646,-0.013597763660730677,0.14731422401328376,0.008354200712079873
es_last5,15,15,ALL,1108,0.9535283993115319,0.4936823104693141,0.7788808664259927,1162.0,0.5211024978466839,1.6145564168819984,0.5,-0.027420187377369842,-0.8356755504560056,-0.006317689530685899
es_last5,15,30,ALL,1108,0.9535283993115319,0.4981949458483754,-0.1674187725631769,1162.0,0.5219638242894057,2.1386735572782083,0.5068846815834768,-0.02376887844103026,-2.3060923298413853,-0.008689735735101345
agree_nq_es,15,10,ALL,969,0.8339070567986231,0.5077399380804953,0.7556759545923633,1162.0,0.508182601205857,0.6363049095607235,0.48623063683304646,-0.0004426631253616753,0.11937104503163976,0.021509301247448875
agree_nq_es,15,15,ALL,969,0.8339070567986231,0.52218782249742,1.9189886480908154,1162.0,0.5211024978466839,1.6145564168819984,0.5,0.0010853246507360748,0.304432231208817,0.022187822497420018
agree_nq_es,15,30,ALL,969,0.8339070567986231,0.5232198142414861,2.535861713106295,1162.0,0.5219638242894057,2.1386735572782083,0.5068846815834768,0.0012559899520804274,0.39718815582808675,0.016335132658009344
disagree_follow_es,15,10,ALL,174,0.14974182444061962,0.5057471264367817,0.41522988505747127,1162.0,0.508182601205857,0.6363049095607235,0.48623063683304646,-0.002435474769075352,-0.22107502450325223,0.0195164896037352
disagree_follow_es,15,15,ALL,174,0.14974182444061962,0.4885057471264368,0.257183908045977,1162.0,0.5211024978466839,1.6145564168819984,0.5,-0.03259675072024715,-1.3573725088360213,-0.011494252873563204
