mechanism,T_offset,horizon,split,n,win,mean,rate,delta_vs_50,n_base,delta_vs_long
follow_30_ext,195,60,OOS,130,0.5384615384615384,2.7615384615384615,0.327455919395466,0.038461538461538436,397.0,-0.008137957760124048
fade_30_ext,195,60,OOS,130,0.46153846153846156,-2.7615384615384615,0.327455919395466,-0.038461538461538436,397.0,-0.08506103468320092
run_continue,195,60,OOS,87,0.5057471264367817,-5.209770114942529,0.21914357682619648,0.005747126436781658,397.0,-0.040852369784880826
run_fade,195,60,OOS,87,0.4827586206896552,5.209770114942529,0.21914357682619648,-0.017241379310344807,397.0,-0.06384087553200729
alt_fade,195,60,OOS,115,0.4608695652173913,-8.634782608695652,0.28967254408060455,-0.03913043478260869,397.0,-0.08572993100427118
UNCOND_LONG,210,5,IS,2335,0.4753747323340471,-0.07419700214132763,1.0,-0.02462526766595291,,
follow_1,210,5,IS,2153,0.47097073850441246,-0.382954017649791,0.9220556745182013,-0.029029261495587544,2335.0,-0.004403993829634634
fade_1,210,5,IS,2153,0.4923362749651649,0.382954017649791,0.9220556745182013,-0.007663725034835089,2335.0,0.01696154263111782
follow_1_ext,210,5,IS,794,0.4899244332493703,-0.41467254408060455,0.34004282655246254,-0.010075566750629705,2335.0,0.014549700915323205
fade_1_ext,210,5,IS,794,0.482367758186398,0.41467254408060455,0.34004282655246254,-0.017632241813602012,2335.0,0.006993025852350898
follow_5,210,5,IS,2239,0.4694059848146494,0.15174184903974988,0.9588865096359743,-0.030594015185350598,2335.0,-0.005968747519397688
fade_5,210,5,IS,2239,0.49575703439035285,-0.15174184903974988,0.9588865096359743,-0.0042429656096471535,2335.0,0.020382302056305757
follow_5_ext,210,5,IS,794,0.4672544080604534,-0.018261964735516372,0.34004282655246254,-0.032745591939546626,2335.0,-0.008120324273593715
fade_5_ext,210,5,IS,794,0.5062972292191436,0.018261964735516372,0.34004282655246254,0.006297229219143552,2335.0,0.030922496885096462
follow_15,210,5,IS,2277,0.45761967501097933,-0.13153271848924022,0.9751605995717345,-0.04238032498902067,2335.0,-0.017755057323067758
fade_15,210,5,IS,2277,0.5054896794027229,0.13153271848924022,0.9751605995717345,0.005489679402722936,2335.0,0.030114947068675846
follow_15_ext,210,5,IS,794,0.45717884130982367,0.07336272040302266,0.34004282655246254,-0.04282115869017633,2335.0,-0.01819589102422342
fade_15_ext,210,5,IS,794,0.5226700251889169,-0.07336272040302266,0.34004282655246254,0.02267002518891692,2335.0,0.04729529285486983
follow_30,210,5,IS,2296,0.4577526132404181,-0.18172909407665505,0.9832976445396145,-0.042247386759581895,2335.0,-0.017622119093628985
fade_30,210,5,IS,2296,0.5052264808362369,0.18172909407665505,0.9832976445396145,0.005226480836236891,2335.0,0.0298517485021898
follow_30_ext,210,5,IS,794,0.4596977329974811,-0.14609571788413098,0.34004282655246254,-0.04030226700251888,2335.0,-0.015676999336565967
fade_30_ext,210,5,IS,794,0.5050377833753149,0.14609571788413098,0.34004282655246254,0.005037783375314908,2335.0,0.02966305104126782
run_continue,210,5,IS,399,0.44611528822055135,-0.5946115288220551,0.1708779443254818,-0.053884711779448646,2335.0,-0.029259444113495736
run_fade,210,5,IS,399,0.531328320802005,0.5946115288220551,0.1708779443254818,0.03132832080200498,2335.0,0.05595358846795789
alt_fade,210,5,IS,525,0.49523809523809526,0.4638095238095238,0.22483940042826553,-0.004761904761904745,2335.0,0.019863362904048165
UNCOND_LONG,210,15,IS,2335,0.5002141327623126,-0.003426124197002141,1.0,0.00021413276231263545,,
follow_1,210,15,IS,2153,0.461216906641895,-0.9259173246632606,0.9220556745182013,-0.03878309335810498,2335.0,-0.038997226120417616
fade_1,210,15,IS,2153,0.5164886205294937,0.9259173246632606,0.9220556745182013,0.016488620529493736,2335.0,0.0162744877671811
follow_1_ext,210,15,IS,794,0.464735516372796,-0.788727959697733,0.34004282655246254,-0.035264483627204024,2335.0,-0.03547861638951666
fade_1_ext,210,15,IS,794,0.5113350125944585,0.788727959697733,0.34004282655246254,0.01133501259445846,2335.0,0.011120879832145825
follow_5,210,15,IS,2239,0.462706565430996,-0.39850379633765076,0.9588865096359743,-0.037293434569004025,2335.0,-0.03750756733131666
fade_5,210,15,IS,2239,0.5158552925413131,0.39850379633765076,0.9588865096359743,0.015855292541313126,2335.0,0.01564115977900049
follow_5_ext,210,15,IS,794,0.4609571788413098,-0.9534005037783375,0.34004282655246254,-0.03904282115869018,2335.0,-0.03925695392100281
fade_5_ext,210,15,IS,794,0.5239294710327456,0.9534005037783375,0.34004282655246254,0.023929471032745564,2335.0,0.02371533827043293
follow_15,210,15,IS,2277,0.4624505928853755,-0.46190162494510323,0.9751605995717345,-0.03754940711462451,2335.0,-0.03776353987693715
fade_15,210,15,IS,2277,0.5147123407992973,0.46190162494510323,0.9751605995717345,0.014712340799297285,2335.0,0.01449820803698465
follow_15_ext,210,15,IS,794,0.44710327455919396,-0.5362090680100756,0.34004282655246254,-0.052896725440806036,2335.0,-0.05311085820311867
fade_15_ext,210,15,IS,794,0.5289672544080605,0.5362090680100756,0.34004282655246254,0.028967254408060472,2335.0,0.028753121645747837
follow_30,210,15,IS,2296,0.4655923344947735,-0.20078397212543553,0.9832976445396145,-0.0344076655052265,2335.0,-0.03462179826753914
fade_30,210,15,IS,2296,0.5121951219512195,0.20078397212543553,0.9832976445396145,0.012195121951219523,2335.0,0.011980989188906888
follow_30_ext,210,15,IS,794,0.4534005037783375,0.07745591939546599,0.34004282655246254,-0.046599496221662484,2335.0,-0.04681362898397512
fade_30_ext,210,15,IS,794,0.5188916876574308,-0.07745591939546599,0.34004282655246254,0.018891687657430767,2335.0,0.01867755489511813
run_continue,210,15,IS,399,0.39849624060150374,-2.0921052631578947,0.1708779443254818,-0.10150375939849626,2335.0,-0.1017178921608089
run_fade,210,15,IS,399,0.581453634085213,2.0921052631578947,0.1708779443254818,0.081453634085213,2335.0,0.08123950132290036
alt_fade,210,15,IS,525,0.5009523809523809,0.017619047619047618,0.22483940042826553,0.0009523809523809268,2335.0,0.0007382481900682913
UNCOND_LONG,210,30,IS,2335,0.5139186295503212,-0.0367237687366167,1.0,0.013918629550321193,,
follow_1,210,30,IS,2153,0.46493265211333024,-0.9824663260566652,0.9220556745182013,-0.035067347886669764,2335.0,-0.04898597743699096
fade_1,210,30,IS,2153,0.5215977705527172,0.9824663260566652,0.9220556745182013,0.021597770552717166,2335.0,0.007679141002395973
follow_1_ext,210,30,IS,794,0.46977329974811083,-0.698992443324937,0.34004282655246254,-0.03022670025188917,2335.0,-0.044145329802210365
fade_1_ext,210,30,IS,794,0.517632241813602,0.698992443324937,0.34004282655246254,0.017632241813602012,2335.0,0.003713612263280819
follow_5,210,30,IS,2239,0.48459133541759714,-0.6115453327378294,0.9588865096359743,-0.015408664582402865,2335.0,-0.029327294132724058
fade_5,210,30,IS,2239,0.502009825815096,0.6115453327378294,0.9588865096359743,0.0020098258150960113,2335.0,-0.011908803735225182
follow_5_ext,210,30,IS,794,0.49370277078085645,-0.9562342569269522,0.34004282655246254,-0.006297229219143552,2335.0,-0.020215858769464745
fade_5_ext,210,30,IS,794,0.49370277078085645,0.9562342569269522,0.34004282655246254,-0.006297229219143552,2335.0,-0.020215858769464745
follow_15,210,30,IS,2277,0.48221343873517786,-0.8189503732981994,0.9751605995717345,-0.017786561264822143,2335.0,-0.031705190815143336
fade_15,210,30,IS,2277,0.5037329819938515,0.8189503732981994,0.9751605995717345,0.003732981993851525,2335.0,-0.010185647556469668
follow_15_ext,210,30,IS,794,0.45591939546599497,-0.9153022670025189,0.34004282655246254,-0.04408060453400503,2335.0,-0.05799923408432622
fade_15_ext,210,30,IS,794,0.5264483627204031,0.9153022670025189,0.34004282655246254,0.026448362720403074,2335.0,0.01252973317008188
follow_30,210,30,IS,2296,0.49477351916376305,-0.05651132404181185,0.9832976445396145,-0.005226480836236946,2335.0,-0.01914511038655814
fade_30,210,30,IS,2296,0.4921602787456446,0.05651132404181185,0.9832976445396145,-0.007839721254355392,2335.0,-0.021758350804676585
follow_30_ext,210,30,IS,794,0.4748110831234257,-0.6423173803526449,0.34004282655246254,-0.02518891687657432,2335.0,-0.03910754642689551
fade_30_ext,210,30,IS,794,0.5125944584382871,0.6423173803526449,0.34004282655246254,0.012594458438287104,2335.0,-0.0013241711120340893
run_continue,210,30,IS,399,0.46365914786967416,-2.007518796992481,0.1708779443254818,-0.03634085213032584,2335.0,-0.050259481680647033
run_fade,210,30,IS,399,0.5288220551378446,2.007518796992481,0.1708779443254818,0.028822055137844638,2335.0,0.014903425587523444
alt_fade,210,30,IS,525,0.518095238095238,0.1180952380952381,0.22483940042826553,0.018095238095238053,2335.0,0.00417660854491686
UNCOND_LONG,210,60,IS,2335,0.5211991434689508,-0.4173447537473233,1.0,0.0211991434689508,,
follow_1,210,60,IS,2153,0.4830469112865769,-0.949953553181607,0.9220556745182013,-0.016953088713423103,2335.0,-0.0381522321823739
fade_1,210,60,IS,2153,0.5044124477473293,0.949953553181607,0.9220556745182013,0.004412447747329296,2335.0,-0.016786695721621503
follow_1_ext,210,60,IS,794,0.4987405541561713,0.13035264483627204,0.34004282655246254,-0.0012594458438286993,2335.0,-0.022458589312779498
fade_1_ext,210,60,IS,794,0.4899244332493703,-0.13035264483627204,0.34004282655246254,-0.010075566750629705,2335.0,-0.031274710219580504
follow_5,210,60,IS,2239,0.48816435908887895,-0.7139347923179991,0.9588865096359743,-0.011835640911121048,2335.0,-0.03303478438007185
fade_5,210,60,IS,2239,0.5002233139794551,0.7139347923179991,0.9588865096359743,0.00022331397945507536,2335.0,-0.020975829489495723
follow_5_ext,210,60,IS,794,0.491183879093199,-1.556360201511335,0.34004282655246254,-0.008816120906801006,2335.0,-0.030015264375751805
fade_5_ext,210,60,IS,794,0.49622166246851385,1.556360201511335,0.34004282655246254,-0.0037783375314861534,2335.0,-0.024977481000436952
follow_15,210,60,IS,2277,0.487044356609574,-0.7460474308300395,0.9751605995717345,-0.012955643390425986,2335.0,-0.034154786859376784
fade_15,210,60,IS,2277,0.5010979358805446,0.7460474308300395,0.9751605995717345,0.0010979358805446315,2335.0,-0.020101207588406167
follow_15_ext,210,60,IS,794,0.47858942065491183,-0.5595088161209067,0.34004282655246254,-0.021410579345088165,2335.0,-0.042609722814038964
fade_15_ext,210,60,IS,794,0.5075566750629723,0.5595088161209067,0.34004282655246254,0.007556675062972307,2335.0,-0.013642468405978492
follow_30,210,60,IS,2296,0.4864982578397213,0.052591463414634144,0.9832976445396145,-0.013501742160278718,2335.0,-0.034700885629229516
fade_30,210,60,IS,2296,0.5008710801393729,-0.052591463414634144,0.9832976445396145,0.0008710801393728707,2335.0,-0.020328063329577928
follow_30_ext,210,60,IS,794,0.4836272040302267,-0.7034005037783375,0.34004282655246254,-0.016372795969773313,2335.0,-0.03757193943872411
fade_30_ext,210,60,IS,794,0.5,0.7034005037783375,0.34004282655246254,0.0,2335.0,-0.0211991434689508
run_continue,210,60,IS,399,0.48370927318295737,-1.3602756892230576,0.1708779443254818,-0.016290726817042633,2335.0,-0.03748987028599343
run_fade,210,60,IS,399,0.5012531328320802,1.3602756892230576,0.1708779443254818,0.0012531328320801727,2335.0,-0.019946010636870626
alt_fade,210,60,IS,525,0.5123809523809524,-0.021904761904761906,0.22483940042826553,0.012380952380952381,2335.0,-0.008818191087998417
UNCOND_LONG,210,5,Validation,747,0.5113788487282463,-0.4541499330655957,1.0,0.011378848728246349,,
follow_1,210,5,Validation,731,0.4911080711354309,-0.009917920656634747,0.9785809906291834,-0.008891928864569076,747.0,-0.020270777592815425
fade_1,210,5,Validation,731,0.5006839945280438,0.009917920656634747,0.9785809906291834,0.0006839945280437965,747.0,-0.010694854200202553
follow_1_ext,210,5,Validation,243,0.4609053497942387,-1.022633744855967,0.3253012048192771,-0.039094650205761305,747.0,-0.050473498934007655
fade_1_ext,210,5,Validation,243,0.5267489711934157,1.022633744855967,0.3253012048192771,0.026748971193415683,747.0,0.015370122465169334
follow_5,210,5,Validation,744,0.4717741935483871,-1.2328629032258065,0.9959839357429718,-0.028225806451612878,747.0,-0.03960465517985923
fade_5,210,5,Validation,744,0.5201612903225806,1.2328629032258065,0.9959839357429718,0.020161290322580627,747.0,0.008782441594334278
follow_5_ext,210,5,Validation,240,0.43333333333333335,-2.4447916666666667,0.321285140562249,-0.06666666666666665,747.0,-0.078045515394913
fade_5_ext,210,5,Validation,240,0.5625,2.4447916666666667,0.321285140562249,0.0625,747.0,0.05112115127175365
follow_15,210,5,Validation,745,0.4966442953020134,-0.37348993288590604,0.9973226238286479,-0.0033557046979865723,747.0,-0.014734553426232921
fade_15,210,5,Validation,745,0.49530201342281877,0.37348993288590604,0.9973226238286479,-0.004697986577181235,747.0,-0.016076835305427584
follow_15_ext,210,5,Validation,277,0.4657039711191336,-1.03971119133574,0.3708165997322624,-0.034296028880866414,747.0,-0.04567487760911276
fade_15_ext,210,5,Validation,277,0.5306859205776173,1.03971119133574,0.3708165997322624,0.03068592057761732,747.0,0.01930707184937097
follow_30,210,5,Validation,746,0.5040214477211796,-0.00804289544235925,0.998661311914324,0.004021447721179627,747.0,-0.007357401007066722
fade_30,210,5,Validation,746,0.4879356568364611,0.00804289544235925,0.998661311914324,-0.012064343163538882,747.0,-0.02344319189178523
follow_30_ext,210,5,Validation,284,0.5,-0.45598591549295775,0.38018741633199465,0.0,747.0,-0.011378848728246349
fade_30_ext,210,5,Validation,284,0.4894366197183099,0.45598591549295775,0.38018741633199465,-0.010563380281690127,747.0,-0.021942229009936476
run_continue,210,5,Validation,157,0.46496815286624205,0.267515923566879,0.2101740294511379,-0.035031847133757954,747.0,-0.0464106958620043
run_fade,210,5,Validation,157,0.5286624203821656,-0.267515923566879,0.2101740294511379,0.0286624203821656,747.0,0.01728357165391925
alt_fade,210,5,Validation,194,0.4639175257731959,0.09922680412371133,0.2597054886211513,-0.03608247422680411,747.0,-0.047461322955050456
UNCOND_LONG,210,15,Validation,747,0.5314591700133868,0.8597724230254351,1.0,0.03145917001338683,,
follow_1,210,15,Validation,731,0.49794801641586867,-0.2079343365253078,0.9785809906291834,-0.002051983584131334,747.0,-0.03351115359751816
fade_1,210,15,Validation,731,0.4993160054719562,0.2079343365253078,0.9785809906291834,-0.0006839945280437965,747.0,-0.032143164541430624
follow_1_ext,210,15,Validation,243,0.4609053497942387,-1.7808641975308641,0.3253012048192771,-0.039094650205761305,747.0,-0.07055382021914813
fade_1_ext,210,15,Validation,243,0.5308641975308642,1.7808641975308641,0.3253012048192771,0.030864197530864224,747.0,-0.0005949724825226044
follow_5,210,15,Validation,744,0.5,-0.6196236559139785,0.9959839357429718,0.0,747.0,-0.03145917001338683
fade_5,210,15,Validation,744,0.49731182795698925,0.6196236559139785,0.9959839357429718,-0.0026881720430107503,747.0,-0.03414734205639758
follow_5_ext,210,15,Validation,240,0.4708333333333333,-3.517708333333333,0.321285140562249,-0.029166666666666674,747.0,-0.0606258366800535
fade_5_ext,210,15,Validation,240,0.525,3.517708333333333,0.321285140562249,0.025000000000000022,747.0,-0.006459170013386806
follow_15,210,15,Validation,745,0.5073825503355704,-0.4375838926174497,0.9973226238286479,0.007382550335570448,747.0,-0.02407661967781638
fade_15,210,15,Validation,745,0.4899328859060403,0.4375838926174497,0.9973226238286479,-0.010067114093959717,747.0,-0.041526284107346545
follow_15_ext,210,15,Validation,277,0.4657039711191336,-2.401624548736462,0.3708165997322624,-0.034296028880866414,747.0,-0.06575519889425324
fade_15_ext,210,15,Validation,277,0.5306859205776173,2.401624548736462,0.3708165997322624,0.03068592057761732,747.0,-0.0007732494357695074
follow_30,210,15,Validation,746,0.5214477211796247,0.760053619302949,0.998661311914324,0.02144772117962468,747.0,-0.010011448833762149
fade_30,210,15,Validation,746,0.47587131367292224,-0.760053619302949,0.998661311914324,-0.024128686327077764,747.0,-0.05558785634046459
follow_30_ext,210,15,Validation,284,0.4894366197183099,0.6179577464788732,0.38018741633199465,-0.010563380281690127,747.0,-0.042022550295076955
fade_30_ext,210,15,Validation,284,0.5070422535211268,-0.6179577464788732,0.38018741633199465,0.007042253521126751,747.0,-0.024416916492260077
run_continue,210,15,Validation,157,0.5414012738853503,1.53343949044586,0.2101740294511379,0.04140127388535031,747.0,0.009942103871963481
run_fade,210,15,Validation,157,0.4585987261146497,-1.53343949044586,0.2101740294511379,-0.04140127388535031,747.0,-0.07286044389873714
alt_fade,210,15,Validation,194,0.4948453608247423,0.2345360824742268,0.2597054886211513,-0.005154639175257714,747.0,-0.03661380918864454
UNCOND_LONG,210,30,Validation,747,0.5475234270414994,1.0528781793842035,1.0,0.047523427041499366,,
follow_1,210,30,Validation,731,0.5088919288645691,0.5239398084815321,0.9785809906291834,0.008891928864569132,747.0,-0.038631498176930235
fade_1,210,30,Validation,731,0.4842681258549932,-0.5239398084815321,0.9785809906291834,-0.01573187414500682,747.0,-0.06325530118650619
follow_1_ext,210,30,Validation,243,0.4897119341563786,-1.3261316872427984,0.3253012048192771,-0.010288065843621408,747.0,-0.057811492885120774
fade_1_ext,210,30,Validation,243,0.49794238683127573,1.3261316872427984,0.3253012048192771,-0.0020576131687242705,747.0,-0.04958104021022364
follow_5,210,30,Validation,744,0.5026881720430108,-0.6653225806451613,0.9959839357429718,0.0026881720430107503,747.0,-0.044835254998488616
fade_5,210,30,Validation,744,0.489247311827957,0.6653225806451613,0.9959839357429718,-0.010752688172043001,747.0,-0.05827611521354237
follow_5_ext,210,30,Validation,240,0.475,-4.369791666666667,0.321285140562249,-0.025000000000000022,747.0,-0.07252342704149939
fade_5_ext,210,30,Validation,240,0.5166666666666667,4.369791666666667,0.321285140562249,0.01666666666666672,747.0,-0.030856760374832648
follow_15,210,30,Validation,745,0.512751677852349,0.2523489932885906,0.9973226238286479,0.012751677852348986,747.0,-0.03477174918915038
fade_15,210,30,Validation,745,0.4791946308724832,-0.2523489932885906,0.9973226238286479,-0.020805369127516793,747.0,-0.06832879616901616
follow_15_ext,210,30,Validation,277,0.4981949458483754,-2.2220216606498195,0.3708165997322624,-0.0018050541516245744,747.0,-0.04932848119312394
fade_15_ext,210,30,Validation,277,0.49458483754512633,2.2220216606498195,0.3708165997322624,-0.005415162454873668,747.0,-0.052938589496373034
follow_30,210,30,Validation,746,0.5201072386058981,1.2838471849865951,0.998661311914324,0.020107238605898137,747.0,-0.02741618843560123
fade_30,210,30,Validation,746,0.4718498659517426,-1.2838471849865951,0.998661311914324,-0.02815013404825739,747.0,-0.07567356108975676
follow_30_ext,210,30,Validation,284,0.5316901408450704,0.1681338028169014,0.38018741633199465,0.03169014084507038,747.0,-0.015833286196428986
fade_30_ext,210,30,Validation,284,0.46830985915492956,-0.1681338028169014,0.38018741633199465,-0.031690140845070436,747.0,-0.0792135678865698
run_continue,210,30,Validation,157,0.5414012738853503,2.9410828025477707,0.2101740294511379,0.04140127388535031,747.0,-0.006122153156149057
run_fade,210,30,Validation,157,0.45222929936305734,-2.9410828025477707,0.2101740294511379,-0.047770700636942665,747.0,-0.09529412767844203
alt_fade,210,30,Validation,194,0.4948453608247423,-0.6662371134020618,0.2597054886211513,-0.005154639175257714,747.0,-0.05267806621675708
UNCOND_LONG,210,60,Validation,747,0.5327978580990629,1.7259036144578312,1.0,0.03279785809906288,,
follow_1,210,60,Validation,731,0.493844049247606,-0.059165526675786596,0.9785809906291834,-0.006155950752394002,747.0,-0.038953808851456884
fade_1,210,60,Validation,731,0.5047879616963065,0.059165526675786596,0.9785809906291834,0.004787961696306464,747.0,-0.028009896402756418
follow_1_ext,210,60,Validation,243,0.45267489711934156,-4.492798353909465,0.3253012048192771,-0.04732510288065844,747.0,-0.08012296097972132
fade_1_ext,210,60,Validation,243,0.5432098765432098,4.492798353909465,0.3253012048192771,0.043209876543209846,747.0,0.010412018444146964
follow_5,210,60,Validation,744,0.48655913978494625,-0.417002688172043,0.9959839357429718,-0.013440860215053752,747.0,-0.046238718314116634
fade_5,210,60,Validation,744,0.5120967741935484,0.417002688172043,0.9959839357429718,0.012096774193548376,747.0,-0.020701083905514506
follow_5_ext,210,60,Validation,240,0.45416666666666666,-4.560416666666667,0.321285140562249,-0.04583333333333334,747.0,-0.07863119143239622
fade_5_ext,210,60,Validation,240,0.5458333333333333,4.560416666666667,0.321285140562249,0.04583333333333328,747.0,0.0130354752342704
follow_15,210,60,Validation,745,0.5167785234899329,3.212751677852349,0.9973226238286479,0.016778523489932917,747.0,-0.016019334609129965
fade_15,210,60,Validation,745,0.4818791946308725,-3.212751677852349,0.9973226238286479,-0.018120805369127524,747.0,-0.050918663468190406
follow_15_ext,210,60,Validation,277,0.5054151624548736,3.046931407942238,0.3708165997322624,0.005415162454873612,747.0,-0.02738269564418927
fade_15_ext,210,60,Validation,277,0.49458483754512633,-3.046931407942238,0.3708165997322624,-0.005415162454873668,747.0,-0.03821302055393655
follow_30,210,60,Validation,746,0.5013404825737265,2.638404825737265,0.998661311914324,0.0013404825737265424,747.0,-0.03145737552533634
fade_30,210,60,Validation,746,0.4973190348525469,-2.638404825737265,0.998661311914324,-0.002680965147453085,747.0,-0.03547882324651597
follow_30_ext,210,60,Validation,284,0.49295774647887325,2.262323943661972,0.38018741633199465,-0.007042253521126751,747.0,-0.03984011162018963
fade_30_ext,210,60,Validation,284,0.5035211267605634,-2.262323943661972,0.38018741633199465,0.0035211267605633756,747.0,-0.029276731338499506
run_continue,210,60,Validation,157,0.5286624203821656,1.6958598726114649,0.2101740294511379,0.0286624203821656,747.0,-0.004135437716897283
run_fade,210,60,Validation,157,0.4713375796178344,-1.6958598726114649,0.2101740294511379,-0.0286624203821656,747.0,-0.06146027848122848
alt_fade,210,60,Validation,194,0.4948453608247423,-0.6597938144329897,0.2597054886211513,-0.005154639175257714,747.0,-0.037952497274320596
UNCOND_LONG,210,5,OOS,397,0.5188916876574308,-0.5119647355163728,1.0,0.018891687657430767,,
follow_1,210,5,OOS,396,0.5303030303030303,0.39141414141414144,0.9974811083123426,0.030303030303030276,397.0,0.01141134264559951
fade_1,210,5,OOS,396,0.4621212121212121,-0.39141414141414144,0.9974811083123426,-0.0378787878787879,397.0,-0.05677047553621867
follow_1_ext,210,5,OOS,150,0.5466666666666666,-0.33,0.3778337531486146,0.046666666666666634,397.0,0.027774979009235867
fade_1_ext,210,5,OOS,150,0.44,0.33,0.3778337531486146,-0.06,397.0,-0.07889168765743076
follow_5,210,5,OOS,392,0.5178571428571429,-0.07397959183673469,0.9874055415617129,0.017857142857142905,397.0,-0.0010345448002878621
fade_5,210,5,OOS,392,0.4744897959183674,0.07397959183673469,0.9874055415617129,-0.025510204081632626,397.0,-0.04440189173906339
follow_5_ext,210,5,OOS,127,0.41732283464566927,-4.627952755905512,0.3198992443324937,-0.08267716535433073,397.0,-0.1015688530117615
fade_5_ext,210,5,OOS,127,0.5748031496062992,4.627952755905512,0.3198992443324937,0.07480314960629919,397.0,0.055911461948868424
follow_15,210,5,OOS,396,0.5378787878787878,-0.10101010101010101,0.9974811083123426,0.037878787878787845,397.0,0.01898710022135708
fade_15,210,5,OOS,396,0.45454545454545453,0.10101010101010101,0.9974811083123426,-0.04545454545454547,397.0,-0.06434623311197624
follow_15_ext,210,5,OOS,156,0.4935897435897436,-1.9679487179487178,0.3929471032745592,-0.0064102564102563875,397.0,-0.025301944067687154
fade_15_ext,210,5,OOS,156,0.5,1.9679487179487178,0.3929471032745592,0.0,397.0,-0.018891687657430767
follow_30,210,5,OOS,396,0.5277777777777778,1.3244949494949494,0.9974811083123426,0.02777777777777779,397.0,0.008886090120347023
fade_30,210,5,OOS,396,0.46464646464646464,-1.3244949494949494,0.9974811083123426,-0.03535353535353536,397.0,-0.054245223010966126
follow_30_ext,210,5,OOS,139,0.5323741007194245,-0.35071942446043164,0.3501259445843829,0.03237410071942448,397.0,0.013482413061993714
fade_30_ext,210,5,OOS,139,0.460431654676259,0.35071942446043164,0.3501259445843829,-0.03956834532374098,397.0,-0.05846003298117175
run_continue,210,5,OOS,82,0.45121951219512196,-3.4939024390243905,0.20654911838790932,-0.04878048780487804,397.0,-0.0676721754623088
run_fade,210,5,OOS,82,0.5487804878048781,3.4939024390243905,0.20654911838790932,0.04878048780487809,397.0,0.029888800147447325
alt_fade,210,5,OOS,92,0.4673913043478261,-0.7038043478260869,0.23173803526448364,-0.03260869565217389,397.0,-0.05150038330960466
UNCOND_LONG,210,15,OOS,397,0.49370277078085645,-0.6574307304785895,1.0,-0.006297229219143552,,
follow_1,210,15,OOS,396,0.5,0.8926767676767676,0.9974811083123426,0.0,397.0,0.006297229219143552
fade_1,210,15,OOS,396,0.5,-0.8926767676767676,0.9974811083123426,0.0,397.0,0.006297229219143552
follow_1_ext,210,15,OOS,150,0.5066666666666667,-0.40166666666666667,0.3778337531486146,0.00666666666666671,397.0,0.012963895885810262
fade_1_ext,210,15,OOS,150,0.49333333333333335,0.40166666666666667,0.3778337531486146,-0.006666666666666654,397.0,-0.00036943744752310215
follow_5,210,15,OOS,392,0.5255102040816326,1.3297193877551021,0.9874055415617129,0.025510204081632626,397.0,0.03180743330077618
fade_5,210,15,OOS,392,0.4744897959183674,-1.3297193877551021,0.9874055415617129,-0.025510204081632626,397.0,-0.019212974862489074
follow_5_ext,210,15,OOS,127,0.4881889763779528,0.5039370078740157,0.3198992443324937,-0.011811023622047223,397.0,-0.005513794402903671
fade_5_ext,210,15,OOS,127,0.5118110236220472,-0.5039370078740157,0.3198992443324937,0.011811023622047223,397.0,0.018108252841190775
follow_15,210,15,OOS,396,0.5075757575757576,1.1111111111111112,0.9974811083123426,0.007575757575757569,397.0,0.013872986794901121
fade_15,210,15,OOS,396,0.49242424242424243,-1.1111111111111112,0.9974811083123426,-0.007575757575757569,397.0,-0.001278528356614017
follow_15_ext,210,15,OOS,156,0.5064102564102564,-0.7355769230769231,0.3929471032745592,0.0064102564102563875,397.0,0.01270748562939994
fade_15_ext,210,15,OOS,156,0.4935897435897436,0.7355769230769231,0.3929471032745592,-0.0064102564102563875,397.0,-0.00011302719111283555
follow_30,210,15,OOS,396,0.5353535353535354,1.2329545454545454,0.9974811083123426,0.03535353535353536,397.0,0.04165076457267891
fade_30,210,15,OOS,396,0.46464646464646464,-1.2329545454545454,0.9974811083123426,-0.03535353535353536,397.0,-0.029056306134391807
follow_30_ext,210,15,OOS,139,0.5179856115107914,-1.7733812949640289,0.3501259445843829,0.017985611510791366,397.0,0.024282840729934918
fade_30_ext,210,15,OOS,139,0.48201438848920863,1.7733812949640289,0.3501259445843829,-0.017985611510791366,397.0,-0.011688382291647814
run_continue,210,15,OOS,82,0.4878048780487805,0.11890243902439024,0.20654911838790932,-0.012195121951219523,397.0,-0.005897892732075971
run_fade,210,15,OOS,82,0.5121951219512195,-0.11890243902439024,0.20654911838790932,0.012195121951219523,397.0,0.018492351170363075
alt_fade,210,15,OOS,92,0.5217391304347826,-0.1766304347826087,0.23173803526448364,0.021739130434782594,397.0,0.028036359653926146
UNCOND_LONG,210,30,OOS,397,0.5642317380352645,3.954030226700252,1.0,0.0642317380352645,,
follow_1,210,30,OOS,396,0.5,4.354166666666667,0.9974811083123426,0.0,397.0,-0.0642317380352645
fade_1,210,30,OOS,396,0.494949494949495,-4.354166666666667,0.9974811083123426,-0.0050505050505050275,397.0,-0.06928224308576952
follow_1_ext,210,30,OOS,150,0.4866666666666667,1.3616666666666666,0.3778337531486146,-0.013333333333333308,397.0,-0.0775650713685978
fade_1_ext,210,30,OOS,150,0.5,-1.3616666666666666,0.3778337531486146,0.0,397.0,-0.0642317380352645
follow_5,210,30,OOS,392,0.5229591836734694,4.403061224489796,0.9874055415617129,0.022959183673469385,397.0,-0.04127255436179511
fade_5,210,30,OOS,392,0.4719387755102041,-4.403061224489796,0.9874055415617129,-0.028061224489795922,397.0,-0.09229296252506042
