mechanism,T_offset,horizon,split,n,rate,win,mean,median,mean_z,mean_mfe,mean_mae,mfe_gt_mae,p_hit_plus_first,delta_win_vs_unc,delta_mean_vs_unc,n_base,hit_n,med_rho,med_t_mark,med_speed_ratio,unc_win,unc_mean,delta_win_vs_50
rev_fast_15,30,5,IS,391,0.16638297872340427,0.4884910485933504,0.159846547314578,-0.25,-0.06558198746466966,7.07225063938619,7.505754475703325,0.4680306905370844,0.4570552147239264,-0.010232355661968728,0.2146337813571312,2350.0,326.0,0.6266666666666667,1.0,4.95,0.49872340425531914,-0.054787234042553194,-0.011508951406649592
cont_slow_15,30,5,IS,283,0.12042553191489362,0.5265017667844523,1.2120141342756183,0.5,0.18817286410263603,7.051236749116608,4.918727915194347,0.558303886925795,0.5701754385964912,0.027778362529133127,1.2668013683181716,2350.0,228.0,0.20279720279720279,,,0.49872340425531914,-0.054787234042553194,0.026501766784452263
rev_fastspd_15,30,5,IS,295,0.125531914893617,0.49830508474576274,0.3211864406779661,0.0,-0.05151763965861855,7.209322033898305,7.2983050847457624,0.488135593220339,0.46122448979591835,-0.0004183195095563974,0.3759736747205193,2350.0,245.0,0.6870026525198939,1.0,4.95,0.49872340425531914,-0.054787234042553194,-0.0016949152542372614
UNCOND_LONG,30,10,IS,2350,1.0,0.5106382978723404,-0.17553191489361702,0.25,-0.0317296294486217,8.768510638297872,9.623617021276596,0.4846808510638298,0.4875,0.0,0.0,,,,,,,,
cont_min_15,30,10,IS,196,0.08340425531914894,0.5867346938775511,1.3354591836734695,1.0,0.32840638038702163,8.556122448979592,6.575255102040816,0.576530612244898,0.5978260869565217,0.07609639600521068,1.5109910985670865,2350.0,184.0,0.16261362294888443,,,0.5106382978723404,-0.17553191489361702,0.08673469387755106
cont_shallow_15,30,10,IS,266,0.11319148936170213,0.4849624060150376,-0.106203007518797,0.0,0.029908808901992677,9.527255639097744,9.288533834586467,0.518796992481203,0.5058823529411764,-0.02567589185730279,0.06932890737482003,2350.0,255.0,0.37472466960352424,4.0,1.2375,0.5106382978723404,-0.17553191489361702,-0.015037593984962405
rev_deep_15,30,10,IS,337,0.14340425531914894,0.5133531157270029,1.1083086053412463,0.5,0.09963715102263941,10.527448071216618,10.048219584569733,0.5044510385756676,0.5077881619937694,0.0027148178546625434,1.2838405202348633,2350.0,321.0,0.7340425531914894,1.0,4.95,0.5106382978723404,-0.17553191489361702,0.013353115727002929
rev_618_15,30,10,IS,230,0.09787234042553192,0.5043478260869565,1.434782608695652,0.25,0.09143329021586684,10.817391304347826,9.548913043478262,0.508695652173913,0.5205479452054794,-0.006290471785383889,1.610314523589269,2350.0,219.0,0.8620350711645828,1.0,4.95,0.5106382978723404,-0.17553191489361702,0.004347826086956497
rev_fast_15,30,10,IS,391,0.16638297872340427,0.5063938618925832,0.9680306905370843,0.25,0.023670857306961772,10.126598465473146,9.940537084398978,0.4782608695652174,0.4732620320855615,-0.004244435979757211,1.1435626054307013,2350.0,374.0,0.6266666666666667,1.0,4.95,0.5106382978723404,-0.17553191489361702,0.006393861892583175
cont_slow_15,30,10,IS,283,0.12042553191489362,0.5653710247349824,1.232332155477032,1.0,0.2544814293258549,9.002650176678445,7.204063604240282,0.5441696113074205,0.5547169811320755,0.05473272686264197,1.4078640703706489,2350.0,265.0,0.20279720279720279,,,0.5106382978723404,-0.17553191489361702,0.06537102473498235
rev_fastspd_15,30,10,IS,295,0.125531914893617,0.5220338983050847,1.6161016949152542,0.5,0.07938731556237927,10.279661016949152,9.494915254237288,0.4847457627118644,0.48056537102473496,0.011395600432744346,1.7916336098088712,2350.0,283.0,0.6870026525198939,1.0,4.95,0.5106382978723404,-0.17553191489361702,0.02203389830508473
UNCOND_LONG,30,15,IS,2350,1.0,0.5093617021276595,-0.5385106382978724,0.25,-0.07458431030071598,10.497872340425532,11.780106382978724,0.48851063829787233,0.4880900822867042,0.0,0.0,,,,,,,,
cont_min_15,30,15,IS,196,0.08340425531914894,0.6275510204081632,2.586734693877551,2.75,0.4874357267648414,10.64030612244898,7.705357142857143,0.6020408163265306,0.5947368421052631,0.11818931828050372,3.125245332175423,2350.0,190.0,0.16261362294888443,,,0.5093617021276595,-0.5385106382978724,0.12755102040816324
cont_shallow_15,30,15,IS,266,0.11319148936170213,0.48872180451127817,0.606203007518797,-0.5,0.04395763158896381,11.938909774436091,11.051691729323307,0.48872180451127817,0.5076335877862596,-0.020639897616381353,1.1447136458166693,2350.0,262.0,0.37472466960352424,4.0,1.2375,0.5093617021276595,-0.5385106382978724,-0.011278195488721832
rev_deep_15,30,15,IS,337,0.14340425531914894,0.5044510385756676,1.3672106824925816,0.25,0.05924254954951374,13.474777448071217,12.072700296735905,0.49851632047477745,0.5180722891566265,-0.004910663551991878,1.905721320790454,2350.0,332.0,0.7340425531914894,1.0,4.95,0.5093617021276595,-0.5385106382978724,0.004451038575667643
rev_618_15,30,15,IS,230,0.09787234042553192,0.508695652173913,2.216304347826087,0.5,0.0544950333330035,14.217391304347826,11.743478260869566,0.508695652173913,0.5265486725663717,-0.0006660499537465281,2.7548149861239595,2350.0,226.0,0.8620350711645828,1.0,4.95,0.5093617021276595,-0.5385106382978724,0.008695652173912993
rev_fast_15,30,15,IS,391,0.16638297872340427,0.49872122762148335,0.7423273657289002,0.0,-0.04120062168539856,12.914322250639387,12.28452685421995,0.48081841432225064,0.4780361757105943,-0.010640474506176167,1.2808380040267726,2350.0,387.0,0.6266666666666667,1.0,4.95,0.5093617021276595,-0.5385106382978724,-0.001278772378516646
cont_slow_15,30,15,IS,283,0.12042553191489362,0.5901060070671378,2.285335689045936,2.25,0.35204770374799205,11.154593639575971,8.431978798586572,0.5618374558303887,0.551094890510949,0.08074430493947826,2.8238463273438086,2350.0,274.0,0.20279720279720279,,,0.5093617021276595,-0.5385106382978724,0.09010600706713778
rev_fastspd_15,30,15,IS,295,0.125531914893617,0.5220338983050847,1.6559322033898305,0.5,0.05964859776117331,13.196610169491525,11.582203389830509,0.49830508474576274,0.4828767123287671,0.01267219617742521,2.194442841687703,2350.0,292.0,0.6870026525198939,1.0,4.95,0.5093617021276595,-0.5385106382978724,0.02203389830508473
UNCOND_LONG,30,30,IS,2350,1.0,0.5255319148936171,0.23361702127659575,1.0,0.016855175044766368,14.268936170212767,15.754468085106383,0.49234042553191487,0.4890416845724108,0.0,0.0,,,,,,,,
cont_min_15,30,30,IS,196,0.08340425531914894,0.5918367346938775,3.8278061224489797,2.5,0.6741413913017371,15.198979591836734,10.25,0.6275510204081632,0.5969387755102041,0.06630481980026048,3.594189101172384,2350.0,196.0,0.16261362294888443,,,0.5255319148936171,0.23361702127659575,0.09183673469387754
cont_shallow_15,30,30,IS,266,0.11319148936170213,0.5,1.336466165413534,0.125,0.22538281723020798,16.543233082706767,15.12593984962406,0.5263157894736842,0.5151515151515151,-0.025531914893617058,1.1028491441369381,2350.0,264.0,0.37472466960352424,4.0,1.2375,0.5255319148936171,0.23361702127659575,0.0
rev_deep_15,30,30,IS,337,0.14340425531914894,0.456973293768546,0.5007418397626113,-1.25,-0.1956758864863334,17.48145400593472,16.658753709198812,0.486646884272997,0.5225225225225225,-0.06855862112507105,0.26712481848601555,2350.0,333.0,0.7340425531914894,1.0,4.95,0.5255319148936171,0.23361702127659575,-0.04302670623145399
rev_618_15,30,30,IS,230,0.09787234042553192,0.4391304347826087,0.24347826086956523,-1.25,-0.20263776148052495,18.006521739130434,16.6,0.5,0.5307017543859649,-0.08640148011100834,0.009861239592969473,2350.0,228.0,0.8620350711645828,1.0,4.95,0.5255319148936171,0.23361702127659575,-0.060869565217391286
rev_fast_15,30,30,IS,391,0.16638297872340427,0.46035805626598464,-0.3030690537084399,-1.25,-0.3445489623057163,16.978900255754475,16.92391304347826,0.4731457800511509,0.4794871794871795,-0.06517385862763242,-0.5366860749850356,2350.0,390.0,0.6266666666666667,1.0,4.95,0.5255319148936171,0.23361702127659575,-0.03964194373401536
cont_slow_15,30,30,IS,283,0.12042553191489362,0.5724381625441696,3.465547703180212,2.0,0.5333426183849465,15.676678445229681,11.301236749116608,0.5971731448763251,0.5587188612099644,0.04690624765055251,3.2319306819036164,2350.0,281.0,0.20279720279720279,,,0.5255319148936171,0.23361702127659575,0.07243816254416957
rev_fastspd_15,30,30,IS,295,0.125531914893617,0.48135593220338985,1.3983050847457628,-0.5,-0.18926834774462,17.60593220338983,15.890677966101695,0.488135593220339,0.48639455782312924,-0.04417598269022721,1.164688063469167,2350.0,294.0,0.6870026525198939,1.0,4.95,0.5255319148936171,0.23361702127659575,-0.018644067796610153
UNCOND_LONG,30,45,IS,2350,1.0,0.5319148936170213,-0.062127659574468086,1.25,0.03731525929403233,17.02340425531915,18.853510638297873,0.5025531914893617,0.488592337494619,0.0,0.0,,,,,,,,
cont_min_15,30,45,IS,196,0.08340425531914894,0.5408163265306123,4.396683673469388,2.125,0.617003509706745,18.625,13.002551020408163,0.6173469387755102,0.6,0.008901432913591023,4.458811333043856,2350.0,195.0,0.16261362294888443,,,0.5319148936170213,-0.062127659574468086,0.04081632653061229
cont_shallow_15,30,45,IS,266,0.11319148936170213,0.5300751879699248,1.8778195488721805,1.0,0.28237158306276544,20.076127819548873,17.718045112781954,0.5300751879699248,0.5151515151515151,-0.0018397056470964568,1.9399472084466485,2350.0,264.0,0.37472466960352424,4.0,1.2375,0.5319148936170213,-0.062127659574468086,0.03007518796992481
rev_deep_15,30,45,IS,337,0.14340425531914894,0.49554896142433236,0.20029673590504452,0.0,-0.09780146303957805,21.050445103857566,19.201780415430267,0.4896142433234421,0.5225225225225225,-0.03636593219268891,0.2624243954795126,2350.0,333.0,0.7340425531914894,1.0,4.95,0.5319148936170213,-0.062127659574468086,-0.004451038575667643
rev_618_15,30,45,IS,230,0.09787234042553192,0.4782608695652174,-0.7304347826086957,-0.5,-0.21595383855116881,21.482608695652175,19.570652173913043,0.48695652173913045,0.5307017543859649,-0.05365402405180386,-0.6683071230342276,2350.0,228.0,0.8620350711645828,1.0,4.95,0.5319148936170213,-0.062127659574468086,-0.021739130434782594
rev_fast_15,30,45,IS,391,0.16638297872340427,0.4731457800511509,-0.6323529411764706,-1.5,-0.3160813479692578,20.11764705882353,19.702685421994886,0.4731457800511509,0.4794871794871795,-0.05876911356587039,-0.5702252816020025,2350.0,390.0,0.6266666666666667,1.0,4.95,0.5319148936170213,-0.062127659574468086,-0.026854219948849123
cont_slow_15,30,45,IS,283,0.12042553191489362,0.5335689045936396,3.5848056537102475,1.0,0.43677731592451935,19.069787985865723,14.139575971731448,0.5971731448763251,0.5607142857142857,0.0016540109766183253,3.6469333132847157,2350.0,280.0,0.20279720279720279,,,0.5319148936170213,-0.062127659574468086,0.03356890459363959
rev_fastspd_15,30,45,IS,295,0.125531914893617,0.5016949152542373,0.7661016949152543,0.5,-0.15926777164774356,20.954237288135594,18.699152542372882,0.4915254237288136,0.48639455782312924,-0.030219978362784006,0.8282293544897223,2350.0,294.0,0.6870026525198939,1.0,4.95,0.5319148936170213,-0.062127659574468086,0.0016949152542372614
UNCOND_LONG,30,60,IS,2350,1.0,0.5276595744680851,-0.42351063829787233,1.0,-0.05894623006392717,18.930531914893617,21.502872340425533,0.49829787234042555,0.4885825075398535,0.0,0.0,,,,,,,,
cont_min_15,30,60,IS,196,0.08340425531914894,0.5561224489795918,4.1186224489795915,2.875,0.6603944967637536,20.81122448979592,14.849489795918368,0.5867346938775511,0.6,0.028462874511506753,4.542133087277464,2350.0,195.0,0.16261362294888443,,,0.5276595744680851,-0.42351063829787233,0.056122448979591844
cont_shallow_15,30,60,IS,266,0.11319148936170213,0.5112781954887218,2.580827067669173,0.25,0.3966043202823642,22.718045112781954,19.703007518796994,0.5225563909774437,0.5151515151515151,-0.016381378979363315,3.0043377059670453,2350.0,264.0,0.37472466960352424,4.0,1.2375,0.5276595744680851,-0.42351063829787233,0.011278195488721776
rev_deep_15,30,60,IS,337,0.14340425531914894,0.5044510385756676,1.6364985163204748,0.25,-0.05564375227796542,23.805637982195847,22.129821958456972,0.4688427299703264,0.5225225225225225,-0.023208535892417448,2.060009154618347,2350.0,333.0,0.7340425531914894,1.0,4.95,0.5276595744680851,-0.42351063829787233,0.004451038575667643
rev_618_15,30,60,IS,230,0.09787234042553192,0.46956521739130436,0.12717391304347825,-0.5,-0.31514956470454464,23.996739130434783,22.903260869565216,0.4652173913043478,0.5307017543859649,-0.058094357076780734,0.5506845513413505,2350.0,228.0,0.8620350711645828,1.0,4.95,0.5276595744680851,-0.42351063829787233,-0.030434782608695643
rev_fast_15,30,60,IS,391,0.16638297872340427,0.49104859335038364,-0.07672634271099744,-0.25,-0.35496045340784177,22.580562659846546,22.861253196930946,0.45524296675191817,0.4794871794871795,-0.03661098111770145,0.3467842955868749,2350.0,390.0,0.6266666666666667,1.0,4.95,0.5276595744680851,-0.42351063829787233,-0.008951406649616356
cont_slow_15,30,60,IS,283,0.12042553191489362,0.5406360424028268,3.856007067137809,2.25,0.5543043973598105,21.122791519434628,16.000883392226147,0.5653710247349824,0.5607142857142857,0.01297646793474172,4.279517705435682,2350.0,280.0,0.20279720279720279,,,0.5276595744680851,-0.42351063829787233,0.04063604240282681
rev_fastspd_15,30,60,IS,295,0.125531914893617,0.511864406779661,1.221186440677966,0.5,-0.21201875567264997,23.535593220338985,22.007627118644066,0.4847457627118644,0.48639455782312924,-0.01579516768842404,1.6446970789758384,2350.0,294.0,0.6870026525198939,1.0,4.95,0.5276595744680851,-0.42351063829787233,0.011864406779661052
UNCOND_LONG,30,5,Validation,753,1.0,0.5179282868525896,-1.1344621513944224,0.75,-0.07418632759386463,19.024236387782203,20.5597609561753,0.47808764940239046,0.4794069192751236,0.0,0.0,,,,,,,,
cont_min_15,30,5,Validation,50,0.06640106241699867,0.54,2.62,4.375,0.17828656410420027,20.265,16.415,0.62,0.6190476190476191,0.02207171314741041,3.7544621513944225,753.0,42.0,0.15116601460213794,,,0.5179282868525896,-1.1344621513944224,0.040000000000000036
cont_shallow_15,30,5,Validation,83,0.1102257636122178,0.4939759036144578,-3.4367469879518073,-0.25,-0.13048688331186822,18.78614457831325,22.873493975903614,0.42168674698795183,0.4714285714285714,-0.023952383238131814,-2.302284836557385,753.0,70.0,0.35771276595744683,5.0,0.99,0.5179282868525896,-1.1344621513944224,-0.006024096385542188
rev_deep_15,30,5,Validation,93,0.12350597609561753,0.5698924731182796,3.0080645161290325,3.0,0.12723365004260873,21.303763440860216,19.513440860215052,0.5053763440860215,0.52,0.05196418626568999,4.142526667523455,753.0,75.0,0.7409326424870466,1.0,4.95,0.5179282868525896,-1.1344621513944224,0.06989247311827962
rev_618_15,30,5,Validation,68,0.0903054448871182,0.5735294117647058,3.698529411764706,4.25,0.16732584058815148,21.99264705882353,19.863970588235293,0.5294117647058824,0.5614035087719298,0.05560112491211622,4.832991563159128,753.0,57.0,0.8595703410030646,1.0,4.95,0.5179282868525896,-1.1344621513944224,0.07352941176470584
rev_fast_15,30,5,Validation,110,0.1460823373173971,0.5636363636363636,3.2954545454545454,2.625,0.1396031537761025,22.125,19.84090909090909,0.509090909090909,0.5113636363636364,0.04570807678377398,4.429916696848968,753.0,88.0,0.6367127496159755,1.0,4.95,0.5179282868525896,-1.1344621513944224,0.0636363636363636
cont_slow_15,30,5,Validation,82,0.10889774236387782,0.573170731707317,3.350609756097561,7.375,0.23843806183576813,20.73780487804878,16.850609756097562,0.5853658536585366,0.6119402985074627,0.0552424448547274,4.485071907491983,753.0,67.0,0.2197624514173382,,,0.5179282868525896,-1.1344621513944224,0.07317073170731703
rev_fastspd_15,30,5,Validation,80,0.10624169986719788,0.6,5.3875,7.0,0.22890323974747478,22.95,20.096875,0.5375,0.5373134328358209,0.08207171314741035,6.521962151394423,753.0,67.0,0.6720867208672087,1.0,4.95,0.5179282868525896,-1.1344621513944224,0.09999999999999998
UNCOND_LONG,30,10,Validation,753,1.0,0.48738379814077026,-2.1842629482071714,-1.0,-0.11032252182096917,26.136122177954846,29.110225763612217,0.4820717131474104,0.48830811554332876,0.0,0.0,,,,,,,,
cont_min_15,30,10,Validation,50,0.06640106241699867,0.54,5.995,2.75,0.29934939789273163,28.34,22.805,0.54,0.625,0.05261620185922977,8.179262948207171,753.0,48.0,0.15116601460213794,,,0.48738379814077026,-2.1842629482071714,0.040000000000000036
cont_shallow_15,30,10,Validation,83,0.1102257636122178,0.43373493975903615,-4.6897590361445785,-4.75,-0.22409395648404873,27.57831325301205,31.367469879518072,0.46987951807228917,0.5,-0.05364885838173411,-2.505496087937407,753.0,82.0,0.35771276595744683,5.0,0.99,0.48738379814077026,-2.1842629482071714,-0.06626506024096385
rev_deep_15,30,10,Validation,93,0.12350597609561753,0.5376344086021505,4.473118279569892,2.5,0.2324518271118598,29.698924731182796,26.13978494623656,0.5591397849462365,0.5333333333333333,0.05025061046138024,6.657381227777064,753.0,90.0,0.7409326424870466,1.0,4.95,0.48738379814077026,-2.1842629482071714,0.037634408602150504
rev_618_15,30,10,Validation,68,0.0903054448871182,0.5441176470588235,4.8161764705882355,2.875,0.25716683664310735,30.856617647058822,26.52573529411765,0.5588235294117647,0.5757575757575758,0.05673384891805322,7.000439418795407,753.0,66.0,0.8595703410030646,1.0,4.95,0.48738379814077026,-2.1842629482071714,0.044117647058823484
rev_fast_15,30,10,Validation,110,0.1460823373173971,0.5181818181818182,4.513636363636364,2.0,0.2617219426533984,30.543181818181818,27.070454545454545,0.5363636363636364,0.514018691588785,0.030798020041047924,6.6978993118435355,753.0,107.0,0.6367127496159755,1.0,4.95,0.48738379814077026,-2.1842629482071714,0.018181818181818188
cont_slow_15,30,10,Validation,82,0.10889774236387782,0.5609756097560976,6.646341463414634,4.0,0.3964439229803489,30.378048780487806,23.103658536585368,0.5609756097560976,0.6329113924050633,0.07359181161532735,8.830604411621806,753.0,79.0,0.2197624514173382,,,0.48738379814077026,-2.1842629482071714,0.060975609756097615
rev_fastspd_15,30,10,Validation,80,0.10624169986719788,0.4875,2.640625,-1.875,0.1517961637048801,31.134375,27.35625,0.525,0.5512820512820513,0.00011620185922972537,4.824887948207172,753.0,78.0,0.6720867208672087,1.0,4.95,0.48738379814077026,-2.1842629482071714,-0.012500000000000011
UNCOND_LONG,30,15,Validation,753,1.0,0.49800796812749004,-0.7689243027888446,0.0,-0.04045560029659771,31.769588313413013,35.253652058432934,0.47410358565737054,0.4899328859060403,0.0,0.0,,,,,,,,
cont_min_15,30,15,Validation,50,0.06640106241699867,0.64,12.17,15.125,0.7291127809452278,37.135,26.045,0.66,0.64,0.14199203187250997,12.938924302788845,753.0,50.0,0.15116601460213794,,,0.49800796812749004,-0.7689243027888446,0.14
cont_shallow_15,30,15,Validation,83,0.1102257636122178,0.42168674698795183,-4.795180722891566,-6.0,-0.21183994846265025,32.25301204819277,39.55120481927711,0.4939759036144578,0.49382716049382713,-0.07632122113953821,-4.026256420102722,753.0,81.0,0.35771276595744683,5.0,0.99,0.49800796812749004,-0.7689243027888446,-0.07831325301204817
rev_deep_15,30,15,Validation,93,0.12350597609561753,0.5698924731182796,5.048387096774194,4.75,0.30075906232109095,36.18817204301075,31.263440860215052,0.5268817204301075,0.5268817204301075,0.07188450499078958,5.817311399563039,753.0,93.0,0.7409326424870466,1.0,4.95,0.49800796812749004,-0.7689243027888446,0.06989247311827962
rev_618_15,30,15,Validation,68,0.0903054448871182,0.5294117647058824,2.5661764705882355,3.875,0.23523954585688006,36.24264705882353,31.985294117647058,0.5,0.5735294117647058,0.03140379657839232,3.3351007733770803,753.0,68.0,0.8595703410030646,1.0,4.95,0.49800796812749004,-0.7689243027888446,0.02941176470588236
rev_fast_15,30,15,Validation,110,0.1460823373173971,0.5272727272727272,2.131818181818182,2.0,0.19517133878139276,36.445454545454545,33.19318181818182,0.5,0.509090909090909,0.029264759145237185,2.9007424846070267,753.0,110.0,0.6367127496159755,1.0,4.95,0.49800796812749004,-0.7689243027888446,0.027272727272727226
cont_slow_15,30,15,Validation,82,0.10889774236387782,0.573170731707317,9.192073170731707,12.25,0.6266305753892327,37.353658536585364,28.399390243902438,0.6585365853658537,0.6375,0.07516276357982699,9.960997473520552,753.0,80.0,0.2197624514173382,,,0.49800796812749004,-0.7689243027888446,0.07317073170731703
rev_fastspd_15,30,15,Validation,80,0.10624169986719788,0.4625,-2.16875,-1.125,-0.03448467517111524,35.3875,34.51875,0.4625,0.55,-0.03550796812749002,-1.3998256972111556,753.0,80.0,0.6720867208672087,1.0,4.95,0.49800796812749004,-0.7689243027888446,-0.03749999999999998
UNCOND_LONG,30,30,Validation,753,1.0,0.5192563081009296,-0.7227755644090306,2.5,-0.06236850725733968,43.15006640106242,46.44588313413015,0.49269588313413015,0.49132176234979974,0.0,0.0,,,,,,,,
cont_min_15,30,30,Validation,50,0.06640106241699867,0.64,10.49,18.125,0.6330879907776783,48.09,37.215,0.68,0.64,0.12074369189907042,11.21277556440903,753.0,50.0,0.15116601460213794,,,0.5192563081009296,-0.7227755644090306,0.14
cont_shallow_15,30,30,Validation,83,0.1102257636122178,0.4578313253012048,-7.686746987951807,-7.25,-0.3074044265789868,43.816265060240966,52.144578313253014,0.46987951807228917,0.4878048780487805,-0.0614249827997248,-6.963971423542777,753.0,82.0,0.35771276595744683,5.0,0.99,0.5192563081009296,-0.7227755644090306,-0.042168674698795205
rev_deep_15,30,30,Validation,93,0.12350597609561753,0.5268817204301075,-0.1532258064516129,5.75,0.1533905631735704,49.983870967741936,46.19892473118279,0.5376344086021505,0.5268817204301075,0.007625412329177905,0.5695497579574177,753.0,93.0,0.7409326424870466,1.0,4.95,0.5192563081009296,-0.7227755644090306,0.026881720430107503
rev_618_15,30,30,Validation,68,0.0903054448871182,0.5441176470588235,0.7426470588235294,6.5,0.14992136489937274,50.38970588235294,47.474264705882355,0.5147058823529411,0.5735294117647058,0.024861338957893886,1.46542262323256,753.0,68.0,0.8595703410030646,1.0,4.95,0.5192563081009296,-0.7227755644090306,0.044117647058823484
rev_fast_15,30,30,Validation,110,0.1460823373173971,0.4909090909090909,-3.1204545454545456,-1.0,-0.04050083988712031,47.525,48.9,0.4909090909090909,0.509090909090909,-0.02834721719183869,-2.397678981045515,753.0,110.0,0.6367127496159755,1.0,4.95,0.5192563081009296,-0.7227755644090306,-0.009090909090909094
