split,instrument,horizon_m,feature,target,n,spearman
Validation,es,30,surf_iv_skew_wing,ret,4817,-0.00878925124896452
Validation,es,30,surf_iv_skew_wing,absret,4817,0.14896085374199944
Validation,es,30,surf_iv_skew_wing,rv,4817,0.22631721599272447
Validation,es,30,surf_delta_oi_sum,ret,4817,0.10984216994172807
Validation,es,30,surf_delta_oi_sum,absret,4817,-0.11353927768424844
Validation,es,30,surf_delta_oi_sum,rv,4817,-0.1994589761380175
Validation,es,30,surf_vega_oi_sum,ret,4817,-0.005665047082163652
Validation,es,30,surf_vega_oi_sum,absret,4817,-0.04381847779134748
Validation,es,30,surf_vega_oi_sum,rv,4817,-0.08968172044229464
Validation,es,30,d30_surf_oi_gamma_sum,ret,4409,0.007832296539895853
Validation,es,30,d30_surf_oi_gamma_sum,absret,4409,0.03209642529014435
Validation,es,30,d30_surf_oi_gamma_sum,rv,4409,0.07419701369505179
Validation,es,30,d30_surf_oi_gamma_balance,ret,4409,0.01568336104315128
Validation,es,30,d30_surf_oi_gamma_balance,absret,4409,0.06457014584759892
Validation,es,30,d30_surf_oi_gamma_balance,rv,4409,0.11134538588414578
Validation,es,30,d30_surf_atm_oi_gamma_abs_share,ret,4409,-0.007398758707453895
Validation,es,30,d30_surf_atm_oi_gamma_abs_share,absret,4409,0.10038893222309116
Validation,es,30,d30_surf_atm_oi_gamma_abs_share,rv,4409,0.2148159889594123
Validation,es,30,d30_surf_iv_atm,ret,4409,0.0002738146537471293
Validation,es,30,d30_surf_iv_atm,absret,4409,0.08248665526141738
Validation,es,30,d30_surf_iv_atm,rv,4409,0.10941646450323549
Validation,es,30,d30_surf_iv_skew_wing,ret,4409,-0.02030217640645934
Validation,es,30,d30_surf_iv_skew_wing,absret,4409,0.002471073057046624
Validation,es,30,d30_surf_iv_skew_wing,rv,4409,-0.0359072286062257
Validation,es,30,d30_volg_gamma_sum,ret,4409,0.008629966870147164
Validation,es,30,d30_volg_gamma_sum,absret,4409,0.06113266314290414
Validation,es,30,d30_volg_gamma_sum,rv,4409,0.11895144477418532
Validation,es,60,surf_oi_gamma_sum,ret,4817,0.014082760064377683
Validation,es,60,surf_oi_gamma_sum,absret,4817,-0.11283691977968688
Validation,es,60,surf_oi_gamma_sum,rv,4817,-0.2595534443917339
Validation,es,60,surf_oi_gamma_balance,ret,4817,0.012443811213720957
Validation,es,60,surf_oi_gamma_balance,absret,4817,-0.08562628575116646
Validation,es,60,surf_oi_gamma_balance,rv,4817,-0.2188118350066487
Validation,es,60,surf_oi_gamma_pc_asym,ret,4817,-0.1534800534068115
Validation,es,60,surf_oi_gamma_pc_asym,absret,4817,0.08569550694684726
Validation,es,60,surf_oi_gamma_pc_asym,rv,4817,0.15392195623692298
Validation,es,60,surf_atm_oi_gamma_abs_share,ret,4817,0.031865505709766206
Validation,es,60,surf_atm_oi_gamma_abs_share,absret,4817,-0.20082321472664377
Validation,es,60,surf_atm_oi_gamma_abs_share,rv,4817,-0.40102819717294075
Validation,es,60,surf_near_oi_gamma_abs_share,ret,4817,0.03750641772753255
Validation,es,60,surf_near_oi_gamma_abs_share,absret,4817,-0.20375833366003113
Validation,es,60,surf_near_oi_gamma_abs_share,rv,4817,-0.40115412946843737
Validation,es,60,surf_oi_gamma_m_slope,ret,4817,-0.00018826822757468122
Validation,es,60,surf_oi_gamma_m_slope,absret,4817,0.04034830156570205
Validation,es,60,surf_oi_gamma_m_slope,rv,4817,0.10502493187760101
Validation,es,60,surf_peak_abs_oi_gamma_dist,ret,4817,-0.0013071297260536946
Validation,es,60,surf_peak_abs_oi_gamma_dist,absret,4817,-0.004928574005175823
Validation,es,60,surf_peak_abs_oi_gamma_dist,rv,4817,0.015428814941920136
Validation,es,60,volg_gamma_sum,ret,4817,0.02661915572571916
Validation,es,60,volg_gamma_sum,absret,4817,-0.12342447088606832
Validation,es,60,volg_gamma_sum,rv,4817,-0.2637845154800294
Validation,es,60,volg_gamma_balance,ret,4817,0.02661915572571916
Validation,es,60,volg_gamma_balance,absret,4817,-0.12342447088606832
Validation,es,60,volg_gamma_balance,rv,4817,-0.2637845154800294
Validation,es,60,surf_iv_atm,ret,4817,-0.021818794596986626
Validation,es,60,surf_iv_atm,absret,4817,0.37408223034932375
Validation,es,60,surf_iv_atm,rv,4817,0.6960797033891453
Validation,es,60,surf_iv_skew_wing,ret,4817,-0.020660806553830065
Validation,es,60,surf_iv_skew_wing,absret,4817,0.17070161525628916
Validation,es,60,surf_iv_skew_wing,rv,4817,0.27215771925523313
Validation,es,60,surf_delta_oi_sum,ret,4817,0.14997170583112082
Validation,es,60,surf_delta_oi_sum,absret,4817,-0.10755140588291066
Validation,es,60,surf_delta_oi_sum,rv,4817,-0.20541169792953612
Validation,es,60,surf_vega_oi_sum,ret,4817,-0.007647731206869747
Validation,es,60,surf_vega_oi_sum,absret,4817,-0.046888375654918636
Validation,es,60,surf_vega_oi_sum,rv,4817,-0.10851435060158308
Validation,es,60,d30_surf_oi_gamma_sum,ret,4409,-0.01519419702496724
Validation,es,60,d30_surf_oi_gamma_sum,absret,4409,0.05595608016747998
Validation,es,60,d30_surf_oi_gamma_sum,rv,4409,0.08712562158378818
Validation,es,60,d30_surf_oi_gamma_balance,ret,4409,-0.022852966559092313
Validation,es,60,d30_surf_oi_gamma_balance,absret,4409,0.06433681839940385
Validation,es,60,d30_surf_oi_gamma_balance,rv,4409,0.12486077001141029
Validation,es,60,d30_surf_atm_oi_gamma_abs_share,ret,4409,-0.01612671284199154
Validation,es,60,d30_surf_atm_oi_gamma_abs_share,absret,4409,0.13283087316147837
Validation,es,60,d30_surf_atm_oi_gamma_abs_share,rv,4409,0.22564905037112432
Validation,es,60,d30_surf_iv_atm,ret,4409,0.010240055885536569
Validation,es,60,d30_surf_iv_atm,absret,4409,0.09181657110506948
Validation,es,60,d30_surf_iv_atm,rv,4409,0.13908795145825165
Validation,es,60,d30_surf_iv_skew_wing,ret,4409,-0.037333185930109564
Validation,es,60,d30_surf_iv_skew_wing,absret,4409,-0.0008341626673304699
Validation,es,60,d30_surf_iv_skew_wing,rv,4409,0.0018947727912314869
Validation,es,60,d30_volg_gamma_sum,ret,4409,-0.004528765294348276
Validation,es,60,d30_volg_gamma_sum,absret,4409,0.07820543515171992
Validation,es,60,d30_volg_gamma_sum,rv,4409,0.14121973884362707
Validation,es,120,surf_oi_gamma_sum,ret,4817,0.015086816651253629
Validation,es,120,surf_oi_gamma_sum,absret,4817,-0.08925934604554485
Validation,es,120,surf_oi_gamma_sum,rv,4817,-0.24361842534412403
Validation,es,120,surf_oi_gamma_balance,ret,4817,0.020967422677128904
Validation,es,120,surf_oi_gamma_balance,absret,4817,-0.065492900005626
Validation,es,120,surf_oi_gamma_balance,rv,4817,-0.20098979775757359
Validation,es,120,surf_oi_gamma_pc_asym,ret,4817,-0.19748911491203755
Validation,es,120,surf_oi_gamma_pc_asym,absret,4817,0.08256507927872656
Validation,es,120,surf_oi_gamma_pc_asym,rv,4817,0.15575852076235697
Validation,es,120,surf_atm_oi_gamma_abs_share,ret,4817,0.041922456666721085
Validation,es,120,surf_atm_oi_gamma_abs_share,absret,4817,-0.22073573208195357
Validation,es,120,surf_atm_oi_gamma_abs_share,rv,4817,-0.4297635586906199
Validation,es,120,surf_near_oi_gamma_abs_share,ret,4817,0.05224519695784085
Validation,es,120,surf_near_oi_gamma_abs_share,absret,4817,-0.21217422921757265
Validation,es,120,surf_near_oi_gamma_abs_share,rv,4817,-0.4240931632543804
Validation,es,120,surf_oi_gamma_m_slope,ret,4817,0.006765166518471465
Validation,es,120,surf_oi_gamma_m_slope,absret,4817,0.0291657172850411
Validation,es,120,surf_oi_gamma_m_slope,rv,4817,0.08515702978561275
Validation,es,120,surf_peak_abs_oi_gamma_dist,ret,4817,-0.009598623120147616
Validation,es,120,surf_peak_abs_oi_gamma_dist,absret,4817,-0.004743495362040018
Validation,es,120,surf_peak_abs_oi_gamma_dist,rv,4817,0.01626451253319684
Validation,es,120,volg_gamma_sum,ret,4817,0.034596779431952406
Validation,es,120,volg_gamma_sum,absret,4817,-0.14260914083504064
Validation,es,120,volg_gamma_sum,rv,4817,-0.3048637991088134
Validation,es,120,volg_gamma_balance,ret,4817,0.034596779431952406
Validation,es,120,volg_gamma_balance,absret,4817,-0.14260914083504064
Validation,es,120,volg_gamma_balance,rv,4817,-0.3048637991088134
Validation,es,120,surf_iv_atm,ret,4817,-0.02468258287641562
Validation,es,120,surf_iv_atm,absret,4817,0.38947602584299645
Validation,es,120,surf_iv_atm,rv,4817,0.6812531094288578
Validation,es,120,surf_iv_skew_wing,ret,4817,-0.008485024886115826
Validation,es,120,surf_iv_skew_wing,absret,4817,0.20973737384641186
Validation,es,120,surf_iv_skew_wing,rv,4817,0.31719085676850844
Validation,es,120,surf_delta_oi_sum,ret,4817,0.19454615790503704
Validation,es,120,surf_delta_oi_sum,absret,4817,-0.1094369693560524
Validation,es,120,surf_delta_oi_sum,rv,4817,-0.20695102381482053
Validation,es,120,surf_vega_oi_sum,ret,4817,-0.012358809221572294
Validation,es,120,surf_vega_oi_sum,absret,4817,-0.02971461055058436
Validation,es,120,surf_vega_oi_sum,rv,4817,-0.07239782345732436
Validation,es,120,d30_surf_oi_gamma_sum,ret,4409,-0.014725830380868395
Validation,es,120,d30_surf_oi_gamma_sum,absret,4409,0.07194764834597227
Validation,es,120,d30_surf_oi_gamma_sum,rv,4409,0.09420313479124878
Validation,es,120,d30_surf_oi_gamma_balance,ret,4409,-0.013481390376292784
Validation,es,120,d30_surf_oi_gamma_balance,absret,4409,0.07774574857330901
Validation,es,120,d30_surf_oi_gamma_balance,rv,4409,0.1276016248657827
Validation,es,120,d30_surf_atm_oi_gamma_abs_share,ret,4409,-0.012815700282343847
Validation,es,120,d30_surf_atm_oi_gamma_abs_share,absret,4409,0.13477663076356894
Validation,es,120,d30_surf_atm_oi_gamma_abs_share,rv,4409,0.21282504049464096
Validation,es,120,d30_surf_iv_atm,ret,4409,0.023361547921593173
Validation,es,120,d30_surf_iv_atm,absret,4409,0.10502461672245995
Validation,es,120,d30_surf_iv_atm,rv,4409,0.13384549357331246
Validation,es,120,d30_surf_iv_skew_wing,ret,4409,-0.03176494548359652
Validation,es,120,d30_surf_iv_skew_wing,absret,4409,0.02917605370265624
Validation,es,120,d30_surf_iv_skew_wing,rv,4409,0.05991993134394544
Validation,es,120,d30_volg_gamma_sum,ret,4409,0.00506307166755888
Validation,es,120,d30_volg_gamma_sum,absret,4409,0.09443304208331053
Validation,es,120,d30_volg_gamma_sum,rv,4409,0.11660824051588448
Validation,nq,5,surf_oi_gamma_sum,ret,4817,0.004884654845608882
Validation,nq,5,surf_oi_gamma_sum,absret,4817,-0.15176244869730518
Validation,nq,5,surf_oi_gamma_sum,rv,4817,-0.25175068927443595
Validation,nq,5,surf_oi_gamma_balance,ret,4817,0.012518459556995924
Validation,nq,5,surf_oi_gamma_balance,absret,4817,-0.1197601647953206
Validation,nq,5,surf_oi_gamma_balance,rv,4817,-0.22232691007105196
Validation,nq,5,surf_oi_gamma_pc_asym,ret,4817,-0.06593949495577693
Validation,nq,5,surf_oi_gamma_pc_asym,absret,4817,0.0537822808177878
Validation,nq,5,surf_oi_gamma_pc_asym,rv,4817,0.12394625790710978
Validation,nq,5,surf_atm_oi_gamma_abs_share,ret,4817,0.023368976637880474
Validation,nq,5,surf_atm_oi_gamma_abs_share,absret,4817,-0.23631010914509928
Validation,nq,5,surf_atm_oi_gamma_abs_share,rv,4817,-0.3810200529097836
Validation,nq,5,surf_near_oi_gamma_abs_share,ret,4817,0.026546755338934504
Validation,nq,5,surf_near_oi_gamma_abs_share,absret,4817,-0.22839157927925574
Validation,nq,5,surf_near_oi_gamma_abs_share,rv,4817,-0.38648490946255926
Validation,nq,5,surf_oi_gamma_m_slope,ret,4817,-0.0064395382649504165
Validation,nq,5,surf_oi_gamma_m_slope,absret,4817,0.05582834331217549
Validation,nq,5,surf_oi_gamma_m_slope,rv,4817,0.06572502072564639
Validation,nq,5,surf_peak_abs_oi_gamma_dist,ret,4817,0.007881291123352981
Validation,nq,5,surf_peak_abs_oi_gamma_dist,absret,4817,0.018618612448188042
Validation,nq,5,surf_peak_abs_oi_gamma_dist,rv,4817,0.03912451349468832
Validation,nq,5,volg_gamma_sum,ret,4817,0.02447317875693633
Validation,nq,5,volg_gamma_sum,absret,4817,-0.17160562652278016
Validation,nq,5,volg_gamma_sum,rv,4817,-0.2638785895513506
Validation,nq,5,volg_gamma_balance,ret,4817,0.02447317875693633
Validation,nq,5,volg_gamma_balance,absret,4817,-0.17160562652278016
Validation,nq,5,volg_gamma_balance,rv,4817,-0.2638785895513506
Validation,nq,5,surf_iv_atm,ret,4817,-0.022359898021641067
Validation,nq,5,surf_iv_atm,absret,4817,0.2835101937940567
Validation,nq,5,surf_iv_atm,rv,4817,0.45597261550981333
Validation,nq,5,surf_iv_skew_wing,ret,4817,-0.006746019886609042
Validation,nq,5,surf_iv_skew_wing,absret,4817,0.12388338644113168
Validation,nq,5,surf_iv_skew_wing,rv,4817,0.17318278080831206
Validation,nq,5,surf_delta_oi_sum,ret,4817,0.061890367724407154
Validation,nq,5,surf_delta_oi_sum,absret,4817,-0.08030333294805561
Validation,nq,5,surf_delta_oi_sum,rv,4817,-0.15983162375393276
Validation,nq,5,surf_vega_oi_sum,ret,4817,-0.010868831569735294
Validation,nq,5,surf_vega_oi_sum,absret,4817,0.02199747086889403
Validation,nq,5,surf_vega_oi_sum,rv,4817,0.03670233621677891
Validation,nq,5,d30_surf_oi_gamma_sum,ret,4409,-0.003931154542982346
Validation,nq,5,d30_surf_oi_gamma_sum,absret,4409,0.018565740213911264
Validation,nq,5,d30_surf_oi_gamma_sum,rv,4409,0.026358702308004748
Validation,nq,5,d30_surf_oi_gamma_balance,ret,4409,-0.004406787153793461
Validation,nq,5,d30_surf_oi_gamma_balance,absret,4409,0.05899156519022444
Validation,nq,5,d30_surf_oi_gamma_balance,rv,4409,0.05684517622804636
Validation,nq,5,d30_surf_atm_oi_gamma_abs_share,ret,4409,0.004120641169038487
Validation,nq,5,d30_surf_atm_oi_gamma_abs_share,absret,4409,0.0637086479949591
Validation,nq,5,d30_surf_atm_oi_gamma_abs_share,rv,4409,0.09166879951841277
Validation,nq,5,d30_surf_iv_atm,ret,4409,-0.02626468585923142
Validation,nq,5,d30_surf_iv_atm,absret,4409,-0.009392324058389858
Validation,nq,5,d30_surf_iv_atm,rv,4409,-0.00524023115607386
Validation,nq,5,d30_surf_iv_skew_wing,ret,4409,-0.013792464556530827
Validation,nq,5,d30_surf_iv_skew_wing,absret,4409,0.009027041817148125
Validation,nq,5,d30_surf_iv_skew_wing,rv,4409,0.012687851650842656
Validation,nq,5,d30_volg_gamma_sum,ret,4409,-0.00503575620227866
Validation,nq,5,d30_volg_gamma_sum,absret,4409,-0.016316367071257932
Validation,nq,5,d30_volg_gamma_sum,rv,4409,-0.007303277808454573
Validation,nq,15,surf_oi_gamma_sum,ret,4817,-0.008849456718763497
Validation,nq,15,surf_oi_gamma_sum,absret,4817,-0.12663438147210324
Validation,nq,15,surf_oi_gamma_sum,rv,4817,-0.2726535861973346
Validation,nq,15,surf_oi_gamma_balance,ret,4817,-0.0040310780082339435
Validation,nq,15,surf_oi_gamma_balance,absret,4817,-0.09822940491313079
Validation,nq,15,surf_oi_gamma_balance,rv,4817,-0.23425803511726076
Validation,nq,15,surf_oi_gamma_pc_asym,ret,4817,-0.07066608583494935
Validation,nq,15,surf_oi_gamma_pc_asym,absret,4817,0.058143384520557555
Validation,nq,15,surf_oi_gamma_pc_asym,rv,4817,0.13219360786857118
Validation,nq,15,surf_atm_oi_gamma_abs_share,ret,4817,0.006575423158706958
Validation,nq,15,surf_atm_oi_gamma_abs_share,absret,4817,-0.2090102899541034
Validation,nq,15,surf_atm_oi_gamma_abs_share,rv,4817,-0.4370315928145571
Validation,nq,15,surf_near_oi_gamma_abs_share,ret,4817,0.009653457019659898
Validation,nq,15,surf_near_oi_gamma_abs_share,absret,4817,-0.20632493197128307
Validation,nq,15,surf_near_oi_gamma_abs_share,rv,4817,-0.4392687320794645
Validation,nq,15,surf_oi_gamma_m_slope,ret,4817,-0.008654474844678088
Validation,nq,15,surf_oi_gamma_m_slope,absret,4817,0.03582226145711549
Validation,nq,15,surf_oi_gamma_m_slope,rv,4817,0.07210392678714858
Validation,nq,15,surf_peak_abs_oi_gamma_dist,ret,4817,-0.002238746972904739
Validation,nq,15,surf_peak_abs_oi_gamma_dist,absret,4817,0.0011448699238280338
Validation,nq,15,surf_peak_abs_oi_gamma_dist,rv,4817,0.028814178290299013
Validation,nq,15,volg_gamma_sum,ret,4817,0.01226641783069281
Validation,nq,15,volg_gamma_sum,absret,4817,-0.12971127085216333
Validation,nq,15,volg_gamma_sum,rv,4817,-0.2946578132851786
Validation,nq,15,volg_gamma_balance,ret,4817,0.01226641783069281
Validation,nq,15,volg_gamma_balance,absret,4817,-0.12971127085216333
Validation,nq,15,volg_gamma_balance,rv,4817,-0.2946578132851786
Validation,nq,15,surf_iv_atm,ret,4817,-0.006935234932879073
Validation,nq,15,surf_iv_atm,absret,4817,0.28492922696461864
Validation,nq,15,surf_iv_atm,rv,4817,0.5634762063603538
Validation,nq,15,surf_iv_skew_wing,ret,4817,-0.003457696153041766
Validation,nq,15,surf_iv_skew_wing,absret,4817,0.11291043056199174
Validation,nq,15,surf_iv_skew_wing,rv,4817,0.22379940450166247
Validation,nq,15,surf_delta_oi_sum,ret,4817,0.0722089786747893
Validation,nq,15,surf_delta_oi_sum,absret,4817,-0.08792951647992225
Validation,nq,15,surf_delta_oi_sum,rv,4817,-0.17657715168599025
Validation,nq,15,surf_vega_oi_sum,ret,4817,-0.015626242286675043
Validation,nq,15,surf_vega_oi_sum,absret,4817,0.00986220868573099
Validation,nq,15,surf_vega_oi_sum,rv,4817,0.025951734256998753
Validation,nq,15,d30_surf_oi_gamma_sum,ret,4409,-0.02386997434655777
Validation,nq,15,d30_surf_oi_gamma_sum,absret,4409,0.035467513417342465
Validation,nq,15,d30_surf_oi_gamma_sum,rv,4409,0.05884830043617256
Validation,nq,15,d30_surf_oi_gamma_balance,ret,4409,-0.0022101707922868963
Validation,nq,15,d30_surf_oi_gamma_balance,absret,4409,0.0675275161681632
Validation,nq,15,d30_surf_oi_gamma_balance,rv,4409,0.09604147350276798
Validation,nq,15,d30_surf_atm_oi_gamma_abs_share,ret,4409,-0.01811512579817757
Validation,nq,15,d30_surf_atm_oi_gamma_abs_share,absret,4409,0.08224678865598692
Validation,nq,15,d30_surf_atm_oi_gamma_abs_share,rv,4409,0.15215239386808047
Validation,nq,15,d30_surf_iv_atm,ret,4409,-0.0026118886081741895
Validation,nq,15,d30_surf_iv_atm,absret,4409,0.01199688146540522
Validation,nq,15,d30_surf_iv_atm,rv,4409,0.01916996326566623
Validation,nq,15,d30_surf_iv_skew_wing,ret,4409,-0.010532762245379588
Validation,nq,15,d30_surf_iv_skew_wing,absret,4409,0.0040426352428233675
Validation,nq,15,d30_surf_iv_skew_wing,rv,4409,-0.0014231538857288166
Validation,nq,15,d30_volg_gamma_sum,ret,4409,-0.007371617863819944
Validation,nq,15,d30_volg_gamma_sum,absret,4409,0.01567863992475602
Validation,nq,15,d30_volg_gamma_sum,rv,4409,0.025000406660839376
Validation,nq,30,surf_oi_gamma_sum,ret,4817,0.0062667118940392345
Validation,nq,30,surf_oi_gamma_sum,absret,4817,-0.13578628891459119
Validation,nq,30,surf_oi_gamma_sum,rv,4817,-0.25405389922560184
Validation,nq,30,surf_oi_gamma_balance,ret,4817,0.0062130986007791445
Validation,nq,30,surf_oi_gamma_balance,absret,4817,-0.1036193496469313
Validation,nq,30,surf_oi_gamma_balance,rv,4817,-0.21789005144848117
Validation,nq,30,surf_oi_gamma_pc_asym,ret,4817,-0.1159156396218478
Validation,nq,30,surf_oi_gamma_pc_asym,absret,4817,0.06560281061200823
Validation,nq,30,surf_oi_gamma_pc_asym,rv,4817,0.13801984691869051
Validation,nq,30,surf_atm_oi_gamma_abs_share,ret,4817,0.016296013262616916
Validation,nq,30,surf_atm_oi_gamma_abs_share,absret,4817,-0.213901333133206
Validation,nq,30,surf_atm_oi_gamma_abs_share,rv,4817,-0.4037392200071063
Validation,nq,30,surf_near_oi_gamma_abs_share,ret,4817,0.0221844269825974
Validation,nq,30,surf_near_oi_gamma_abs_share,absret,4817,-0.21414395229234728
Validation,nq,30,surf_near_oi_gamma_abs_share,rv,4817,-0.4056780518413512
Validation,nq,30,surf_oi_gamma_m_slope,ret,4817,-0.012316731684032956
Validation,nq,30,surf_oi_gamma_m_slope,absret,4817,0.045677392973047654
Validation,nq,30,surf_oi_gamma_m_slope,rv,4817,0.08433759341371877
Validation,nq,30,surf_peak_abs_oi_gamma_dist,ret,4817,0.00850695091612167
Validation,nq,30,surf_peak_abs_oi_gamma_dist,absret,4817,0.003942574110623559
Validation,nq,30,surf_peak_abs_oi_gamma_dist,rv,4817,0.02616743147114028
Validation,nq,30,volg_gamma_sum,ret,4817,0.017893051262412658
Validation,nq,30,volg_gamma_sum,absret,4817,-0.1351357288821128
Validation,nq,30,volg_gamma_sum,rv,4817,-0.2625541376911779
Validation,nq,30,volg_gamma_balance,ret,4817,0.017893051262412658
Validation,nq,30,volg_gamma_balance,absret,4817,-0.1351357288821128
Validation,nq,30,volg_gamma_balance,rv,4817,-0.2625541376911779
Validation,nq,30,surf_iv_atm,ret,4817,-0.018344580001848444
Validation,nq,30,surf_iv_atm,absret,4817,0.3279429824607804
Validation,nq,30,surf_iv_atm,rv,4817,0.607314989746856
Validation,nq,30,surf_iv_skew_wing,ret,4817,0.004102474747164807
Validation,nq,30,surf_iv_skew_wing,absret,4817,0.1294000007227677
Validation,nq,30,surf_iv_skew_wing,rv,4817,0.22268561474087423
Validation,nq,30,surf_delta_oi_sum,ret,4817,0.1126453041012361
Validation,nq,30,surf_delta_oi_sum,absret,4817,-0.08568509674985055
Validation,nq,30,surf_delta_oi_sum,rv,4817,-0.1843270866500607
Validation,nq,30,surf_vega_oi_sum,ret,4817,-0.00574284004504729
Validation,nq,30,surf_vega_oi_sum,absret,4817,-0.014758267371888649
Validation,nq,30,surf_vega_oi_sum,rv,4817,-0.02204273500343131
Validation,nq,30,d30_surf_oi_gamma_sum,ret,4409,1.789370769652346e-05
Validation,nq,30,d30_surf_oi_gamma_sum,absret,4409,0.038027241571291684
Validation,nq,30,d30_surf_oi_gamma_sum,rv,4409,0.07863577885147068
Validation,nq,30,d30_surf_oi_gamma_balance,ret,4409,0.010159894548501207
Validation,nq,30,d30_surf_oi_gamma_balance,absret,4409,0.07373984333780681
Validation,nq,30,d30_surf_oi_gamma_balance,rv,4409,0.11568442553782132
Validation,nq,30,d30_surf_atm_oi_gamma_abs_share,ret,4409,-0.006939761518846695
Validation,nq,30,d30_surf_atm_oi_gamma_abs_share,absret,4409,0.08118282599887974
Validation,nq,30,d30_surf_atm_oi_gamma_abs_share,rv,4409,0.20140968822455235
Validation,nq,30,d30_surf_iv_atm,ret,4409,-0.007293998056770723
Validation,nq,30,d30_surf_iv_atm,absret,4409,0.06859013556043339
Validation,nq,30,d30_surf_iv_atm,rv,4409,0.07019700863226785
Validation,nq,30,d30_surf_iv_skew_wing,ret,4409,-0.015498159952805254
Validation,nq,30,d30_surf_iv_skew_wing,absret,4409,0.012709661193677262
Validation,nq,30,d30_surf_iv_skew_wing,rv,4409,-0.021485044431235473
Validation,nq,30,d30_volg_gamma_sum,ret,4409,0.008548617921855942
Validation,nq,30,d30_volg_gamma_sum,absret,4409,0.051545270900418584
Validation,nq,30,d30_volg_gamma_sum,rv,4409,0.07957006214340469
Validation,nq,60,surf_oi_gamma_sum,ret,4817,0.009683334315874892
Validation,nq,60,surf_oi_gamma_sum,absret,4817,-0.10181034164040796
Validation,nq,60,surf_oi_gamma_sum,rv,4817,-0.24720987475066974
Validation,nq,60,surf_oi_gamma_balance,ret,4817,0.006642212592353033
Validation,nq,60,surf_oi_gamma_balance,absret,4817,-0.07603886847458038
Validation,nq,60,surf_oi_gamma_balance,rv,4817,-0.2076789373629032
Validation,nq,60,surf_oi_gamma_pc_asym,ret,4817,-0.15481723905551972
Validation,nq,60,surf_oi_gamma_pc_asym,absret,4817,0.06653976776918791
Validation,nq,60,surf_oi_gamma_pc_asym,rv,4817,0.14333695539549118
Validation,nq,60,surf_atm_oi_gamma_abs_share,ret,4817,0.026373773500164475
Validation,nq,60,surf_atm_oi_gamma_abs_share,absret,4817,-0.19437440698547637
Validation,nq,60,surf_atm_oi_gamma_abs_share,rv,4817,-0.4059112654742411
Validation,nq,60,surf_near_oi_gamma_abs_share,ret,4817,0.033404700479925165
Validation,nq,60,surf_near_oi_gamma_abs_share,absret,4817,-0.192489109576397
Validation,nq,60,surf_near_oi_gamma_abs_share,rv,4817,-0.40373563131884044
Validation,nq,60,surf_oi_gamma_m_slope,ret,4817,-0.006856267444993863
Validation,nq,60,surf_oi_gamma_m_slope,absret,4817,0.029118947238217764
Validation,nq,60,surf_oi_gamma_m_slope,rv,4817,0.09202499345024132
Validation,nq,60,surf_peak_abs_oi_gamma_dist,ret,4817,0.0022468646986645727
Validation,nq,60,surf_peak_abs_oi_gamma_dist,absret,4817,-0.0027167775808334344
Validation,nq,60,surf_peak_abs_oi_gamma_dist,rv,4817,0.024942207223973795
Validation,nq,60,volg_gamma_sum,ret,4817,0.02647130683508468
Validation,nq,60,volg_gamma_sum,absret,4817,-0.11105706848114263
Validation,nq,60,volg_gamma_sum,rv,4817,-0.27013121063259116
Validation,nq,60,volg_gamma_balance,ret,4817,0.02647130683508468
Validation,nq,60,volg_gamma_balance,absret,4817,-0.11105706848114263
Validation,nq,60,volg_gamma_balance,rv,4817,-0.27013121063259116
Validation,nq,60,surf_iv_atm,ret,4817,-0.029723336196255865
Validation,nq,60,surf_iv_atm,absret,4817,0.32967374871161764
Validation,nq,60,surf_iv_atm,rv,4817,0.6356527928655403
Validation,nq,60,surf_iv_skew_wing,ret,4817,-0.010881326308227014
Validation,nq,60,surf_iv_skew_wing,absret,4817,0.15688945322587372
Validation,nq,60,surf_iv_skew_wing,rv,4817,0.2623080656119423
Validation,nq,60,surf_delta_oi_sum,ret,4817,0.15192326042274973
Validation,nq,60,surf_delta_oi_sum,absret,4817,-0.08593919152996424
Validation,nq,60,surf_delta_oi_sum,rv,4817,-0.18870909940977074
Validation,nq,60,surf_vega_oi_sum,ret,4817,-0.006352178812138185
Validation,nq,60,surf_vega_oi_sum,absret,4817,-0.018377345132374
Validation,nq,60,surf_vega_oi_sum,rv,4817,-0.044300010565039856
Validation,nq,60,d30_surf_oi_gamma_sum,ret,4409,-0.01930638141048175
Validation,nq,60,d30_surf_oi_gamma_sum,absret,4409,0.0567542826338521
Validation,nq,60,d30_surf_oi_gamma_sum,rv,4409,0.09264596372224647
Validation,nq,60,d30_surf_oi_gamma_balance,ret,4409,-0.019709606810563836
Validation,nq,60,d30_surf_oi_gamma_balance,absret,4409,0.0627705085869081
Validation,nq,60,d30_surf_oi_gamma_balance,rv,4409,0.12812160707894582
Validation,nq,60,d30_surf_atm_oi_gamma_abs_share,ret,4409,-0.02173773293097168
Validation,nq,60,d30_surf_atm_oi_gamma_abs_share,absret,4409,0.11710322861247892
Validation,nq,60,d30_surf_atm_oi_gamma_abs_share,rv,4409,0.21288693050810728
Validation,nq,60,d30_surf_iv_atm,ret,4409,0.004956670607356058
Validation,nq,60,d30_surf_iv_atm,absret,4409,0.07928494078080264
Validation,nq,60,d30_surf_iv_atm,rv,4409,0.10391744500179219
Validation,nq,60,d30_surf_iv_skew_wing,ret,4409,-0.03201459659474649
