split,instrument,horizon_m,feature,target,n,spearman
Discovery,nq,15,surf_near_oi_gamma_abs_share,absret,7544,-0.3039565090109396
Discovery,nq,15,surf_near_oi_gamma_abs_share,rv,7544,-0.4875504794495597
Discovery,nq,15,surf_oi_gamma_m_slope,ret,7544,-0.013729847569127387
Discovery,nq,15,surf_oi_gamma_m_slope,absret,7544,0.05294448845838896
Discovery,nq,15,surf_oi_gamma_m_slope,rv,7544,0.07536391003220365
Discovery,nq,15,surf_peak_abs_oi_gamma_dist,ret,7544,0.004173630240158927
Discovery,nq,15,surf_peak_abs_oi_gamma_dist,absret,7544,0.01524294578571554
Discovery,nq,15,surf_peak_abs_oi_gamma_dist,rv,7544,0.006027474542396859
Discovery,nq,15,volg_gamma_sum,ret,7607,-0.02297105130553725
Discovery,nq,15,volg_gamma_sum,absret,7607,-0.11514793238922147
Discovery,nq,15,volg_gamma_sum,rv,7607,-0.1840113387741271
Discovery,nq,15,volg_gamma_balance,ret,7607,-0.02297105130553725
Discovery,nq,15,volg_gamma_balance,absret,7607,-0.11514793238922147
Discovery,nq,15,volg_gamma_balance,rv,7607,-0.1840113387741271
Discovery,nq,15,surf_iv_atm,ret,7607,-0.027907569422702432
Discovery,nq,15,surf_iv_atm,absret,7607,0.3428540482414811
Discovery,nq,15,surf_iv_atm,rv,7607,0.55544144030225
Discovery,nq,15,surf_iv_skew_wing,ret,7607,-0.012261505511294402
Discovery,nq,15,surf_iv_skew_wing,absret,7607,0.308056405971516
Discovery,nq,15,surf_iv_skew_wing,rv,7607,0.4878725078083288
Discovery,nq,15,surf_delta_oi_sum,ret,7607,0.04290194758766857
Discovery,nq,15,surf_delta_oi_sum,absret,7607,-0.19298172941388209
Discovery,nq,15,surf_delta_oi_sum,rv,7607,-0.33348262626644265
Discovery,nq,15,surf_vega_oi_sum,ret,7607,0.011211027741184858
Discovery,nq,15,surf_vega_oi_sum,absret,7607,0.08321421295437402
Discovery,nq,15,surf_vega_oi_sum,rv,7607,0.15113330763715233
Discovery,nq,15,d30_surf_oi_gamma_sum,ret,6535,-0.010665293077012535
Discovery,nq,15,d30_surf_oi_gamma_sum,absret,6535,-0.00039161777866387717
Discovery,nq,15,d30_surf_oi_gamma_sum,rv,6535,-0.010992640865591053
Discovery,nq,15,d30_surf_oi_gamma_balance,ret,6535,-0.009913474987597502
Discovery,nq,15,d30_surf_oi_gamma_balance,absret,6535,0.02757510280494975
Discovery,nq,15,d30_surf_oi_gamma_balance,rv,6535,0.03761635739913217
Discovery,nq,15,d30_surf_atm_oi_gamma_abs_share,ret,6479,-0.026330140452896545
Discovery,nq,15,d30_surf_atm_oi_gamma_abs_share,absret,6479,0.0599052559013954
Discovery,nq,15,d30_surf_atm_oi_gamma_abs_share,rv,6479,0.12167550331407523
Discovery,nq,15,d30_surf_iv_atm,ret,6535,-0.026811265754906215
Discovery,nq,15,d30_surf_iv_atm,absret,6535,-0.016378701465478734
Discovery,nq,15,d30_surf_iv_atm,rv,6535,-0.033656865575328265
Discovery,nq,15,d30_surf_iv_skew_wing,ret,6535,-0.01147627311236546
Discovery,nq,15,d30_surf_iv_skew_wing,absret,6535,-0.016043489626916912
Discovery,nq,15,d30_surf_iv_skew_wing,rv,6535,-0.06404043159328296
Discovery,nq,15,d30_volg_gamma_sum,ret,6535,-0.022672344197499143
Discovery,nq,15,d30_volg_gamma_sum,absret,6535,0.016476236540039862
Discovery,nq,15,d30_volg_gamma_sum,rv,6535,0.007722867891347244
Discovery,nq,30,surf_oi_gamma_sum,ret,7607,-0.020882140297052387
Discovery,nq,30,surf_oi_gamma_sum,absret,7607,-0.16984965537114163
Discovery,nq,30,surf_oi_gamma_sum,rv,7607,-0.27987030758659814
Discovery,nq,30,surf_oi_gamma_balance,ret,7607,-0.009985414840091633
Discovery,nq,30,surf_oi_gamma_balance,absret,7607,-0.09638911111551436
Discovery,nq,30,surf_oi_gamma_balance,rv,7607,-0.15019407287100467
Discovery,nq,30,surf_oi_gamma_pc_asym,ret,7607,-0.06383460682018295
Discovery,nq,30,surf_oi_gamma_pc_asym,absret,7607,0.18560816276224093
Discovery,nq,30,surf_oi_gamma_pc_asym,rv,7607,0.31759598727270116
Discovery,nq,30,surf_atm_oi_gamma_abs_share,ret,7544,-0.012648295079036408
Discovery,nq,30,surf_atm_oi_gamma_abs_share,absret,7544,-0.27822737682278603
Discovery,nq,30,surf_atm_oi_gamma_abs_share,rv,7544,-0.4404651678722848
Discovery,nq,30,surf_near_oi_gamma_abs_share,ret,7544,-0.005426322123813359
Discovery,nq,30,surf_near_oi_gamma_abs_share,absret,7544,-0.27098143754305826
Discovery,nq,30,surf_near_oi_gamma_abs_share,rv,7544,-0.4350023303445359
Discovery,nq,30,surf_oi_gamma_m_slope,ret,7544,-0.01403894164619301
Discovery,nq,30,surf_oi_gamma_m_slope,absret,7544,0.05589067650989533
Discovery,nq,30,surf_oi_gamma_m_slope,rv,7544,0.07489859624043968
Discovery,nq,30,surf_peak_abs_oi_gamma_dist,ret,7544,0.006216102154793648
Discovery,nq,30,surf_peak_abs_oi_gamma_dist,absret,7544,-0.0023025251216665624
Discovery,nq,30,surf_peak_abs_oi_gamma_dist,rv,7544,-0.005204404916866873
Discovery,nq,30,volg_gamma_sum,ret,7607,-0.011870173107507112
Discovery,nq,30,volg_gamma_sum,absret,7607,-0.08660019293784045
Discovery,nq,30,volg_gamma_sum,rv,7607,-0.13244683375178498
Discovery,nq,30,volg_gamma_balance,ret,7607,-0.011870173107507112
Discovery,nq,30,volg_gamma_balance,absret,7607,-0.08660019293784045
Discovery,nq,30,volg_gamma_balance,rv,7607,-0.13244683375178498
Discovery,nq,30,surf_iv_atm,ret,7607,-0.01603500325679761
Discovery,nq,30,surf_iv_atm,absret,7607,0.3720596270667608
Discovery,nq,30,surf_iv_atm,rv,7607,0.6259007108362477
Discovery,nq,30,surf_iv_skew_wing,ret,7607,-0.011150147783093
Discovery,nq,30,surf_iv_skew_wing,absret,7607,0.29611525549480044
Discovery,nq,30,surf_iv_skew_wing,rv,7607,0.4903199958131278
Discovery,nq,30,surf_delta_oi_sum,ret,7607,0.060998035379158676
Discovery,nq,30,surf_delta_oi_sum,absret,7607,-0.18778804267307114
Discovery,nq,30,surf_delta_oi_sum,rv,7607,-0.33144119750978546
Discovery,nq,30,surf_vega_oi_sum,ret,7607,0.01161336920773112
Discovery,nq,30,surf_vega_oi_sum,absret,7607,0.053425628923136195
Discovery,nq,30,surf_vega_oi_sum,rv,7607,0.06091540250746152
Discovery,nq,30,d30_surf_oi_gamma_sum,ret,6535,-0.01302991024059044
Discovery,nq,30,d30_surf_oi_gamma_sum,absret,6535,0.005951351522464517
Discovery,nq,30,d30_surf_oi_gamma_sum,rv,6535,0.017698519378919204
Discovery,nq,30,d30_surf_oi_gamma_balance,ret,6535,-0.0026741834077565847
Discovery,nq,30,d30_surf_oi_gamma_balance,absret,6535,0.021643914895900063
Discovery,nq,30,d30_surf_oi_gamma_balance,rv,6535,0.04625752519511268
Discovery,nq,30,d30_surf_atm_oi_gamma_abs_share,ret,6479,-0.033813516659370775
Discovery,nq,30,d30_surf_atm_oi_gamma_abs_share,absret,6479,0.07215745265878866
Discovery,nq,30,d30_surf_atm_oi_gamma_abs_share,rv,6479,0.1665203309691432
Discovery,nq,30,d30_surf_iv_atm,ret,6535,-0.032161300034714034
Discovery,nq,30,d30_surf_iv_atm,absret,6535,0.022524663060373054
Discovery,nq,30,d30_surf_iv_atm,rv,6535,0.02775531672076873
Discovery,nq,30,d30_surf_iv_skew_wing,ret,6535,-0.008470321448340038
Discovery,nq,30,d30_surf_iv_skew_wing,absret,6535,-0.03719017351283917
Discovery,nq,30,d30_surf_iv_skew_wing,rv,6535,-0.07665804150622951
Discovery,nq,30,d30_volg_gamma_sum,ret,6535,-0.015998253501484122
Discovery,nq,30,d30_volg_gamma_sum,absret,6535,0.03617751933509744
Discovery,nq,30,d30_volg_gamma_sum,rv,6535,0.060538188165044235
Discovery,nq,60,surf_oi_gamma_sum,ret,7607,-0.010116114153475618
Discovery,nq,60,surf_oi_gamma_sum,absret,7607,-0.16827397619017756
Discovery,nq,60,surf_oi_gamma_sum,rv,7607,-0.27887502507950734
Discovery,nq,60,surf_oi_gamma_balance,ret,7607,-0.0028069483927601097
Discovery,nq,60,surf_oi_gamma_balance,absret,7607,-0.0974306058905985
Discovery,nq,60,surf_oi_gamma_balance,rv,7607,-0.14898842847567997
Discovery,nq,60,surf_oi_gamma_pc_asym,ret,7607,-0.08993119292996245
Discovery,nq,60,surf_oi_gamma_pc_asym,absret,7607,0.1951576554949483
Discovery,nq,60,surf_oi_gamma_pc_asym,rv,7607,0.3237443775734937
Discovery,nq,60,surf_atm_oi_gamma_abs_share,ret,7544,-0.00022563006719835958
Discovery,nq,60,surf_atm_oi_gamma_abs_share,absret,7544,-0.2782701676023373
Discovery,nq,60,surf_atm_oi_gamma_abs_share,rv,7544,-0.43924663806507547
Discovery,nq,60,surf_near_oi_gamma_abs_share,ret,7544,0.002861609190304395
Discovery,nq,60,surf_near_oi_gamma_abs_share,absret,7544,-0.27405267379165754
Discovery,nq,60,surf_near_oi_gamma_abs_share,rv,7544,-0.43151367162763204
Discovery,nq,60,surf_oi_gamma_m_slope,ret,7544,-0.03404226604938018
Discovery,nq,60,surf_oi_gamma_m_slope,absret,7544,0.045233036309427536
Discovery,nq,60,surf_oi_gamma_m_slope,rv,7544,0.07558511362688607
Discovery,nq,60,surf_peak_abs_oi_gamma_dist,ret,7544,0.006558383729229574
Discovery,nq,60,surf_peak_abs_oi_gamma_dist,absret,7544,-0.003600718320777735
Discovery,nq,60,surf_peak_abs_oi_gamma_dist,rv,7544,-0.009962286542709498
Discovery,nq,60,volg_gamma_sum,ret,7607,-0.0016820557624208485
Discovery,nq,60,volg_gamma_sum,absret,7607,-0.09133521923691254
Discovery,nq,60,volg_gamma_sum,rv,7607,-0.14380837412621264
Discovery,nq,60,volg_gamma_balance,ret,7607,-0.0016820557624208485
Discovery,nq,60,volg_gamma_balance,absret,7607,-0.09133521923691254
Discovery,nq,60,volg_gamma_balance,rv,7607,-0.14380837412621264
Discovery,nq,60,surf_iv_atm,ret,7607,-0.017623058644998375
Discovery,nq,60,surf_iv_atm,absret,7607,0.3771410681721072
Discovery,nq,60,surf_iv_atm,rv,7607,0.65581519083784
Discovery,nq,60,surf_iv_skew_wing,ret,7607,-0.01799782331638442
Discovery,nq,60,surf_iv_skew_wing,absret,7607,0.30971029244737525
Discovery,nq,60,surf_iv_skew_wing,rv,7607,0.5084338412280398
Discovery,nq,60,surf_delta_oi_sum,ret,7607,0.07405464407112551
Discovery,nq,60,surf_delta_oi_sum,absret,7607,-0.20437680675972386
Discovery,nq,60,surf_delta_oi_sum,rv,7607,-0.33793862998604063
Discovery,nq,60,surf_vega_oi_sum,ret,7607,0.011425103714815445
Discovery,nq,60,surf_vega_oi_sum,absret,7607,0.04258701808963356
Discovery,nq,60,surf_vega_oi_sum,rv,7607,0.03789558573884014
Discovery,nq,60,d30_surf_oi_gamma_sum,ret,6535,-0.014696565617650918
Discovery,nq,60,d30_surf_oi_gamma_sum,absret,6535,0.01028157217351525
Discovery,nq,60,d30_surf_oi_gamma_sum,rv,6535,0.024089297149167528
Discovery,nq,60,d30_surf_oi_gamma_balance,ret,6535,0.0015528441159066069
Discovery,nq,60,d30_surf_oi_gamma_balance,absret,6535,0.02352355170305764
Discovery,nq,60,d30_surf_oi_gamma_balance,rv,6535,0.049762794049893866
Discovery,nq,60,d30_surf_atm_oi_gamma_abs_share,ret,6479,-0.022474053451937467
Discovery,nq,60,d30_surf_atm_oi_gamma_abs_share,absret,6479,0.07541736778999795
Discovery,nq,60,d30_surf_atm_oi_gamma_abs_share,rv,6479,0.173109937603121
Discovery,nq,60,d30_surf_iv_atm,ret,6535,-0.03718128318742262
Discovery,nq,60,d30_surf_iv_atm,absret,6535,0.021615564010814492
Discovery,nq,60,d30_surf_iv_atm,rv,6535,0.04472745645440984
Discovery,nq,60,d30_surf_iv_skew_wing,ret,6535,-0.029074405867076335
Discovery,nq,60,d30_surf_iv_skew_wing,absret,6535,-0.01791595865048871
Discovery,nq,60,d30_surf_iv_skew_wing,rv,6535,-0.06728994942155685
Discovery,nq,60,d30_volg_gamma_sum,ret,6535,-0.01501672241936232
Discovery,nq,60,d30_volg_gamma_sum,absret,6535,0.022727557922750843
Discovery,nq,60,d30_volg_gamma_sum,rv,6535,0.06569999239913762
Discovery,nq,120,surf_oi_gamma_sum,ret,7607,-0.0004205039964408539
Discovery,nq,120,surf_oi_gamma_sum,absret,7607,-0.1470093753766315
Discovery,nq,120,surf_oi_gamma_sum,rv,7607,-0.25382246282390336
Discovery,nq,120,surf_oi_gamma_balance,ret,7607,-0.00780366697401622
Discovery,nq,120,surf_oi_gamma_balance,absret,7607,-0.08778108718737812
Discovery,nq,120,surf_oi_gamma_balance,rv,7607,-0.13178667619811804
Discovery,nq,120,surf_oi_gamma_pc_asym,ret,7607,-0.12936785413352866
Discovery,nq,120,surf_oi_gamma_pc_asym,absret,7607,0.176634783620193
Discovery,nq,120,surf_oi_gamma_pc_asym,rv,7607,0.31694564781972606
Discovery,nq,120,surf_atm_oi_gamma_abs_share,ret,7544,0.01988736677683447
Discovery,nq,120,surf_atm_oi_gamma_abs_share,absret,7544,-0.2525001764366195
Discovery,nq,120,surf_atm_oi_gamma_abs_share,rv,7544,-0.41980101157834876
Discovery,nq,120,surf_near_oi_gamma_abs_share,ret,7544,0.024006770478223593
Discovery,nq,120,surf_near_oi_gamma_abs_share,absret,7544,-0.24542475119609145
Discovery,nq,120,surf_near_oi_gamma_abs_share,rv,7544,-0.40669811188028204
Discovery,nq,120,surf_oi_gamma_m_slope,ret,7544,-0.031291692067408915
Discovery,nq,120,surf_oi_gamma_m_slope,absret,7544,0.0273726131645637
Discovery,nq,120,surf_oi_gamma_m_slope,rv,7544,0.058981168686219644
Discovery,nq,120,surf_peak_abs_oi_gamma_dist,ret,7544,0.016138709060337174
Discovery,nq,120,surf_peak_abs_oi_gamma_dist,absret,7544,-0.004946708033390734
Discovery,nq,120,surf_peak_abs_oi_gamma_dist,rv,7544,-0.014437169814953453
Discovery,nq,120,volg_gamma_sum,ret,7607,0.018970433373852687
Discovery,nq,120,volg_gamma_sum,absret,7607,-0.08009125993840435
Discovery,nq,120,volg_gamma_sum,rv,7607,-0.15499986453106493
Discovery,nq,120,volg_gamma_balance,ret,7607,0.018970433373852687
Discovery,nq,120,volg_gamma_balance,absret,7607,-0.08009125993840435
Discovery,nq,120,volg_gamma_balance,rv,7607,-0.15499986453106493
Discovery,nq,120,surf_iv_atm,ret,7607,-0.018886642364701722
Discovery,nq,120,surf_iv_atm,absret,7607,0.38103430644491115
Discovery,nq,120,surf_iv_atm,rv,7607,0.6672422072463003
Discovery,nq,120,surf_iv_skew_wing,ret,7607,-0.020544840178999456
Discovery,nq,120,surf_iv_skew_wing,absret,7607,0.30274115858028716
Discovery,nq,120,surf_iv_skew_wing,rv,7607,0.5228387111537107
Discovery,nq,120,surf_delta_oi_sum,ret,7607,0.11088246301618651
Discovery,nq,120,surf_delta_oi_sum,absret,7607,-0.19024671926173997
Discovery,nq,120,surf_delta_oi_sum,rv,7607,-0.33215747590646744
Discovery,nq,120,surf_vega_oi_sum,ret,7607,-0.009423763453537994
Discovery,nq,120,surf_vega_oi_sum,absret,7607,0.014069043044677071
Discovery,nq,120,surf_vega_oi_sum,rv,7607,0.017084689876223882
Discovery,nq,120,d30_surf_oi_gamma_sum,ret,6535,-0.011198305518944112
Discovery,nq,120,d30_surf_oi_gamma_sum,absret,6535,0.024868508007723004
Discovery,nq,120,d30_surf_oi_gamma_sum,rv,6535,0.04316334396102698
Discovery,nq,120,d30_surf_oi_gamma_balance,ret,6535,0.0029310774442452897
Discovery,nq,120,d30_surf_oi_gamma_balance,absret,6535,0.020556128499821025
Discovery,nq,120,d30_surf_oi_gamma_balance,rv,6535,0.05714895901163221
Discovery,nq,120,d30_surf_atm_oi_gamma_abs_share,ret,6479,-0.02239009306389258
Discovery,nq,120,d30_surf_atm_oi_gamma_abs_share,absret,6479,0.10111956370640542
Discovery,nq,120,d30_surf_atm_oi_gamma_abs_share,rv,6479,0.18309287440383362
Discovery,nq,120,d30_surf_iv_atm,ret,6535,-0.008691637445309262
Discovery,nq,120,d30_surf_iv_atm,absret,6535,0.022419516981575047
Discovery,nq,120,d30_surf_iv_atm,rv,6535,0.059596995666762
Discovery,nq,120,d30_surf_iv_skew_wing,ret,6535,-0.020405858525665715
Discovery,nq,120,d30_surf_iv_skew_wing,absret,6535,-0.023215132254521407
Discovery,nq,120,d30_surf_iv_skew_wing,rv,6535,-0.048596528799396
Discovery,nq,120,d30_volg_gamma_sum,ret,6535,-0.008949734848267254
Discovery,nq,120,d30_volg_gamma_sum,absret,6535,0.03163083447069973
Discovery,nq,120,d30_volg_gamma_sum,rv,6535,0.08045134549810308
Validation,es,5,surf_oi_gamma_sum,ret,4817,0.004945931767578148
Validation,es,5,surf_oi_gamma_sum,absret,4817,-0.17732145214271106
Validation,es,5,surf_oi_gamma_sum,rv,4817,-0.27388991034794935
Validation,es,5,surf_oi_gamma_balance,ret,4817,0.014955306809481797
Validation,es,5,surf_oi_gamma_balance,absret,4817,-0.14920814380846592
Validation,es,5,surf_oi_gamma_balance,rv,4817,-0.2426697761179272
Validation,es,5,surf_oi_gamma_pc_asym,ret,4817,-0.06478716174077495
Validation,es,5,surf_oi_gamma_pc_asym,absret,4817,0.0625115028743248
Validation,es,5,surf_oi_gamma_pc_asym,rv,4817,0.1416870244544105
Validation,es,5,surf_atm_oi_gamma_abs_share,ret,4817,0.026581333239707513
Validation,es,5,surf_atm_oi_gamma_abs_share,absret,4817,-0.258198545801069
Validation,es,5,surf_atm_oi_gamma_abs_share,rv,4817,-0.3956718457790608
Validation,es,5,surf_near_oi_gamma_abs_share,ret,4817,0.02927320599820409
Validation,es,5,surf_near_oi_gamma_abs_share,absret,4817,-0.24887601988273778
Validation,es,5,surf_near_oi_gamma_abs_share,rv,4817,-0.4056717152180595
Validation,es,5,surf_oi_gamma_m_slope,ret,4817,0.0019890485340717983
Validation,es,5,surf_oi_gamma_m_slope,absret,4817,0.06220393655496377
Validation,es,5,surf_oi_gamma_m_slope,rv,4817,0.08466908874916997
Validation,es,5,surf_peak_abs_oi_gamma_dist,ret,4817,0.014388600406056795
Validation,es,5,surf_peak_abs_oi_gamma_dist,absret,4817,0.006728490242909143
Validation,es,5,surf_peak_abs_oi_gamma_dist,rv,4817,0.021602119287796363
Validation,es,5,volg_gamma_sum,ret,4817,0.02572296629727384
Validation,es,5,volg_gamma_sum,absret,4817,-0.19303809394477808
Validation,es,5,volg_gamma_sum,rv,4817,-0.28137039157489424
Validation,es,5,volg_gamma_balance,ret,4817,0.02572296629727384
Validation,es,5,volg_gamma_balance,absret,4817,-0.19303809394477808
Validation,es,5,volg_gamma_balance,rv,4817,-0.28137039157489424
Validation,es,5,surf_iv_atm,ret,4817,-0.013847043477618205
Validation,es,5,surf_iv_atm,absret,4817,0.33259417501648797
Validation,es,5,surf_iv_atm,rv,4817,0.5070682803442408
Validation,es,5,surf_iv_skew_wing,ret,4817,-0.00012811808413544208
Validation,es,5,surf_iv_skew_wing,absret,4817,0.14107887470385286
Validation,es,5,surf_iv_skew_wing,rv,4817,0.1741007789906978
Validation,es,5,surf_delta_oi_sum,ret,4817,0.06032981907088234
Validation,es,5,surf_delta_oi_sum,absret,4817,-0.09473321551373924
Validation,es,5,surf_delta_oi_sum,rv,4817,-0.17993435989621054
Validation,es,5,surf_vega_oi_sum,ret,4817,-0.017145877737196013
Validation,es,5,surf_vega_oi_sum,absret,4817,-0.004587191464061017
Validation,es,5,surf_vega_oi_sum,rv,4817,-0.004871619305668488
Validation,es,5,d30_surf_oi_gamma_sum,ret,4409,0.011230261580700068
Validation,es,5,d30_surf_oi_gamma_sum,absret,4409,-0.003778840856596959
Validation,es,5,d30_surf_oi_gamma_sum,rv,4409,0.011806909604073972
Validation,es,5,d30_surf_oi_gamma_balance,ret,4409,0.00680204174215209
Validation,es,5,d30_surf_oi_gamma_balance,absret,4409,0.0398048407495571
Validation,es,5,d30_surf_oi_gamma_balance,rv,4409,0.051530257668008415
Validation,es,5,d30_surf_atm_oi_gamma_abs_share,ret,4409,0.013895488265930385
Validation,es,5,d30_surf_atm_oi_gamma_abs_share,absret,4409,0.07134530788882824
Validation,es,5,d30_surf_atm_oi_gamma_abs_share,rv,4409,0.09113667502443248
Validation,es,5,d30_surf_iv_atm,ret,4409,-0.02375903044300967
Validation,es,5,d30_surf_iv_atm,absret,4409,0.006256521190514018
Validation,es,5,d30_surf_iv_atm,rv,4409,0.009113453944247936
Validation,es,5,d30_surf_iv_skew_wing,ret,4409,-0.015729470341697294
Validation,es,5,d30_surf_iv_skew_wing,absret,4409,-0.0010880117386252268
Validation,es,5,d30_surf_iv_skew_wing,rv,4409,0.0099640187273386
Validation,es,5,d30_volg_gamma_sum,ret,4409,-0.0029805944180610272
Validation,es,5,d30_volg_gamma_sum,absret,4409,-0.012777738004132228
Validation,es,5,d30_volg_gamma_sum,rv,4409,0.007089295660990029
Validation,es,15,surf_oi_gamma_sum,ret,4817,-0.009041277311096713
Validation,es,15,surf_oi_gamma_sum,absret,4817,-0.1455202779128319
Validation,es,15,surf_oi_gamma_sum,rv,4817,-0.2952344306519248
Validation,es,15,surf_oi_gamma_balance,ret,4817,7.45043530397637e-05
Validation,es,15,surf_oi_gamma_balance,absret,4817,-0.12114997386651218
Validation,es,15,surf_oi_gamma_balance,rv,4817,-0.25564231195898984
Validation,es,15,surf_oi_gamma_pc_asym,ret,4817,-0.06673756971075542
Validation,es,15,surf_oi_gamma_pc_asym,absret,4817,0.06920177703352007
Validation,es,15,surf_oi_gamma_pc_asym,rv,4817,0.14628044054200345
Validation,es,15,surf_atm_oi_gamma_abs_share,ret,4817,0.011375822050369086
Validation,es,15,surf_atm_oi_gamma_abs_share,absret,4817,-0.22065076455168015
Validation,es,15,surf_atm_oi_gamma_abs_share,rv,4817,-0.4409986123085944
Validation,es,15,surf_near_oi_gamma_abs_share,ret,4817,0.015424319488443689
Validation,es,15,surf_near_oi_gamma_abs_share,absret,4817,-0.2213850862056983
Validation,es,15,surf_near_oi_gamma_abs_share,rv,4817,-0.4457378523271523
Validation,es,15,surf_oi_gamma_m_slope,ret,4817,0.0009714980572619716
Validation,es,15,surf_oi_gamma_m_slope,absret,4817,0.05878386543523819
Validation,es,15,surf_oi_gamma_m_slope,rv,4817,0.09331403189497296
Validation,es,15,surf_peak_abs_oi_gamma_dist,ret,4817,-0.001443270360776237
Validation,es,15,surf_peak_abs_oi_gamma_dist,absret,4817,0.008419724679990645
Validation,es,15,surf_peak_abs_oi_gamma_dist,rv,4817,0.021338105376300973
Validation,es,15,volg_gamma_sum,ret,4817,0.014854389727361484
Validation,es,15,volg_gamma_sum,absret,4817,-0.13934541397198558
Validation,es,15,volg_gamma_sum,rv,4817,-0.30149205320037253
Validation,es,15,volg_gamma_balance,ret,4817,0.014854389727361484
Validation,es,15,volg_gamma_balance,absret,4817,-0.13934541397198558
Validation,es,15,volg_gamma_balance,rv,4817,-0.30149205320037253
Validation,es,15,surf_iv_atm,ret,4817,0.0031503737421372155
Validation,es,15,surf_iv_atm,absret,4817,0.33242921616564797
Validation,es,15,surf_iv_atm,rv,4817,0.625767289808991
Validation,es,15,surf_iv_skew_wing,ret,4817,-0.00614897537137714
Validation,es,15,surf_iv_skew_wing,absret,4817,0.11616718247366907
Validation,es,15,surf_iv_skew_wing,rv,4817,0.22638081198070834
Validation,es,15,surf_delta_oi_sum,ret,4817,0.06664646548417245
Validation,es,15,surf_delta_oi_sum,absret,4817,-0.10020707388963672
Validation,es,15,surf_delta_oi_sum,rv,4817,-0.1966007466553561
Validation,es,15,surf_vega_oi_sum,ret,4817,-0.02193056946697434
Validation,es,15,surf_vega_oi_sum,absret,4817,-0.02545473224145023
Validation,es,15,surf_vega_oi_sum,rv,4817,-0.03474048582354074
Validation,es,15,d30_surf_oi_gamma_sum,ret,4409,-0.013302064365650613
Validation,es,15,d30_surf_oi_gamma_sum,absret,4409,0.0202069836988862
Validation,es,15,d30_surf_oi_gamma_sum,rv,4409,0.04954462036601224
Validation,es,15,d30_surf_oi_gamma_balance,ret,4409,0.00585556048766809
Validation,es,15,d30_surf_oi_gamma_balance,absret,4409,0.051504448614932606
Validation,es,15,d30_surf_oi_gamma_balance,rv,4409,0.09083377577388609
Validation,es,15,d30_surf_atm_oi_gamma_abs_share,ret,4409,-0.005523609175209894
Validation,es,15,d30_surf_atm_oi_gamma_abs_share,absret,4409,0.09695837100860558
Validation,es,15,d30_surf_atm_oi_gamma_abs_share,rv,4409,0.16122718444026837
Validation,es,15,d30_surf_iv_atm,ret,4409,0.004592291974781006
Validation,es,15,d30_surf_iv_atm,absret,4409,0.02481879101078405
Validation,es,15,d30_surf_iv_atm,rv,4409,0.048096496006632565
Validation,es,15,d30_surf_iv_skew_wing,ret,4409,-0.005597674380930433
Validation,es,15,d30_surf_iv_skew_wing,absret,4409,-0.004720458738160763
Validation,es,15,d30_surf_iv_skew_wing,rv,4409,-0.01325575585819896
Validation,es,15,d30_volg_gamma_sum,ret,4409,-0.000794433476391768
Validation,es,15,d30_volg_gamma_sum,absret,4409,0.036769345450756254
Validation,es,15,d30_volg_gamma_sum,rv,4409,0.05481042726163765
Validation,es,30,surf_oi_gamma_sum,ret,4817,0.007954612828727494
Validation,es,30,surf_oi_gamma_sum,absret,4817,-0.1400411866015403
Validation,es,30,surf_oi_gamma_sum,rv,4817,-0.2685188963936323
Validation,es,30,surf_oi_gamma_balance,ret,4817,0.009615931596352812
Validation,es,30,surf_oi_gamma_balance,absret,4817,-0.10542979686808808
Validation,es,30,surf_oi_gamma_balance,rv,4817,-0.23125385619724456
Validation,es,30,surf_oi_gamma_pc_asym,ret,4817,-0.11408548393399917
Validation,es,30,surf_oi_gamma_pc_asym,absret,4817,0.09133803583409583
Validation,es,30,surf_oi_gamma_pc_asym,rv,4817,0.1483000053008574
Validation,es,30,surf_atm_oi_gamma_abs_share,ret,4817,0.019633086908327796
Validation,es,30,surf_atm_oi_gamma_abs_share,absret,4817,-0.21893325256878515
Validation,es,30,surf_atm_oi_gamma_abs_share,rv,4817,-0.397914824472999
Validation,es,30,surf_near_oi_gamma_abs_share,ret,4817,0.025636925482011554
Validation,es,30,surf_near_oi_gamma_abs_share,absret,4817,-0.22284788484694232
Validation,es,30,surf_near_oi_gamma_abs_share,rv,4817,-0.40395671699766506
Validation,es,30,surf_oi_gamma_m_slope,ret,4817,-0.008748334868436724
Validation,es,30,surf_oi_gamma_m_slope,absret,4817,0.04943153090282436
Validation,es,30,surf_oi_gamma_m_slope,rv,4817,0.10311403396508761
Validation,es,30,surf_peak_abs_oi_gamma_dist,ret,4817,0.004456045325187063
Validation,es,30,surf_peak_abs_oi_gamma_dist,absret,4817,0.00021813939018605903
Validation,es,30,surf_peak_abs_oi_gamma_dist,rv,4817,0.018661721317966035
Validation,es,30,volg_gamma_sum,ret,4817,0.01893229594377907
Validation,es,30,volg_gamma_sum,absret,4817,-0.13288668177469865
Validation,es,30,volg_gamma_sum,rv,4817,-0.2569897452308412
Validation,es,30,volg_gamma_balance,ret,4817,0.01893229594377907
Validation,es,30,volg_gamma_balance,absret,4817,-0.13288668177469865
Validation,es,30,volg_gamma_balance,rv,4817,-0.2569897452308412
Validation,es,30,surf_iv_atm,ret,4817,-0.014244793435478801
Validation,es,30,surf_iv_atm,absret,4817,0.3701908167006161
Validation,es,30,surf_iv_atm,rv,4817,0.6702221832037518
