feature,split,instrument,horizon_m,tercile,n,ret_mean,ret_median,absret_mean,rv_mean,up_rate
surf_oi_gamma_sum,Validation,nq,60,mid,849,-0.00017942499560682994,7.385251652447522e-05,0.002579353774004975,0.0031588777084560495,0.5076560659599529
surf_oi_gamma_sum,Validation,nq,60,high,68,0.00020495448498268702,0.00027746342525369894,0.001645105657377985,0.0024354937366859912,0.5735294117647058
surf_oi_gamma_sum,Validation,nq,120,low,3900,0.0002798990058333467,0.0003028841271768279,0.0041868203571761705,0.005192976716548299,0.5364102564102564
surf_oi_gamma_sum,Validation,nq,120,mid,849,-0.0004270348351711853,9.549456635915554e-05,0.003550295548377008,0.004224338523082107,0.5123674911660777
surf_oi_gamma_sum,Validation,nq,120,high,68,0.0003535455387784296,6.664690001190188e-05,0.0022309343845781206,0.0032479756023116404,0.5147058823529411
surf_oi_gamma_sum,OOS,es,5,low,673,-6.869550831559698e-05,-4.9485352335731925e-05,0.0005316489898242098,0.0005734410116399424,0.4413075780089153
surf_oi_gamma_sum,OOS,es,5,mid,197,-5.8176522066953145e-05,0.0,0.0004988734821058052,0.0005363621730998868,0.47715736040609136
surf_oi_gamma_sum,OOS,es,15,low,673,-8.991911902703617e-05,-4.976362279174307e-05,0.0007752060551952495,0.0009742797594093377,0.4591381872213967
surf_oi_gamma_sum,OOS,es,15,mid,197,8.593883618863414e-07,0.0,0.0007088512383679181,0.0009546654373327732,0.47715736040609136
surf_oi_gamma_sum,OOS,es,30,low,673,8.140606876110666e-06,-4.728132387710193e-05,0.0010781439483779655,0.00135477177014389,0.4784546805349183
surf_oi_gamma_sum,OOS,es,30,mid,197,0.00013545302256049154,0.00015664978330121038,0.001109737446918954,0.0013178770467987921,0.5583756345177665
surf_oi_gamma_sum,OOS,es,60,low,673,2.42433619029183e-05,9.880934736417046e-05,0.0015194328176311135,0.001884534991149977,0.5141158989598811
surf_oi_gamma_sum,OOS,es,60,mid,197,0.00026839012615340404,0.0003315492824327304,0.0016353929537744187,0.00185498530494888,0.5685279187817259
surf_oi_gamma_sum,OOS,es,120,low,673,8.482025845488682e-05,0.00010372905969613377,0.0020633212914243993,0.002558403701789813,0.512630014858841
surf_oi_gamma_sum,OOS,es,120,mid,197,0.0005460544007821849,0.0004478280340349805,0.002425711465757316,0.002521769583456981,0.5939086294416244
surf_oi_gamma_sum,OOS,nq,5,low,673,-5.559745319205365e-05,-2.8115159694142022e-05,0.0007116045853726071,0.0007727616433299074,0.48291233283803864
surf_oi_gamma_sum,OOS,nq,5,mid,197,-0.00011284197578080698,-4.0539444879916786e-05,0.0006730766851513866,0.0007518352153984153,0.45685279187817257
surf_oi_gamma_sum,OOS,nq,15,low,673,-4.9641771433849907e-05,-2.9705764403531454e-05,0.0010480741088275112,0.0013152300653286406,0.487369985141159
surf_oi_gamma_sum,OOS,nq,15,mid,197,7.3389888878993664e-06,0.0,0.0009728770792825966,0.0012771181458127365,0.49746192893401014
surf_oi_gamma_sum,OOS,nq,30,low,673,5.162137163364894e-05,9.841274304434044e-05,0.0014976898296210279,0.0018010854201135965,0.5200594353640416
surf_oi_gamma_sum,OOS,nq,30,mid,197,0.00010674273612788966,0.00015421065175025284,0.001443307400568855,0.0017449623464029698,0.5431472081218274
surf_oi_gamma_sum,OOS,nq,60,low,673,9.829776259199759e-05,0.00013651690761906643,0.0020404298220148918,0.0024760382501385317,0.524517087667162
surf_oi_gamma_sum,OOS,nq,60,mid,197,0.0002073836244438461,0.0003909085832356496,0.0021958448767014547,0.002469169692807262,0.5532994923857868
surf_oi_gamma_sum,OOS,nq,120,low,673,0.00018705017983538605,0.0002858858172045675,0.0027822434793197,0.0033192472641032783,0.5349182763744428
