feature,split,instrument,horizon_m,tercile,n,ret_mean,ret_median,absret_mean,rv_mean,up_rate
surf_atm_oi_gamma_abs_share,Validation,nq,120,low,2789,-1.0995920546021247e-05,0.00020032497162070229,0.0047888027100443055,0.005846273431527595,0.5181068483327358
surf_atm_oi_gamma_abs_share,Validation,nq,120,mid,1349,0.00045892019267211153,0.0004093638183031434,0.0033630723712166624,0.004123747605768413,0.5507783543365455
surf_atm_oi_gamma_abs_share,Validation,nq,120,high,679,0.00024253155642831172,0.00023649980291673423,0.002358981538476598,0.003227898116171153,0.5508100147275405
surf_atm_oi_gamma_abs_share,OOS,es,5,low,221,-0.00010200799204109507,-4.969684921973805e-05,0.0006021561937507367,0.0006625882015721172,0.4434389140271493
surf_atm_oi_gamma_abs_share,OOS,es,5,mid,404,-5.521273131334874e-05,-4.9442572428282094e-05,0.0004982596519998738,0.0005586497849751463,0.43316831683168316
surf_atm_oi_gamma_abs_share,OOS,es,5,high,245,-5.2420988783312785e-05,0.0,0.0004967527669374488,0.0004876026255386199,0.4816326530612245
surf_atm_oi_gamma_abs_share,OOS,es,15,low,221,-9.155602598039549e-05,0.0,0.0008417906299436987,0.0010875828501019523,0.497737556561086
surf_atm_oi_gamma_abs_share,OOS,es,15,mid,404,-8.442137535960955e-05,-5.203063864606117e-05,0.0007474240699787116,0.0009569244919614408,0.4504950495049505
surf_atm_oi_gamma_abs_share,OOS,es,15,high,245,-2.4514898820220715e-05,-5.1975051975072795e-05,0.0007076012882282688,0.0008849227127023965,0.4530612244897959
surf_atm_oi_gamma_abs_share,OOS,es,30,low,221,-7.042347636932855e-05,0.0,0.0011721553075917017,0.0014610985406339747,0.48868778280542985
surf_atm_oi_gamma_abs_share,OOS,es,30,mid,404,2.5643260517284423e-05,-4.930446297990443e-05,0.0010566699825919367,0.0013149502369183838,0.48267326732673266
surf_atm_oi_gamma_abs_share,OOS,es,30,high,245,0.00015251667306399188,9.456711901267845e-05,0.001054155748393862,0.0012948592095145487,0.5265306122448979
surf_atm_oi_gamma_abs_share,OOS,es,60,low,221,-7.249156347531374e-05,0.00010419922892568323,0.0016266215865712007,0.0019970067245224424,0.5113122171945701
surf_atm_oi_gamma_abs_share,OOS,es,60,mid,404,2.2330127943543822e-05,9.996094159470115e-05,0.001529603134312287,0.0018391755370547754,0.5198019801980198
surf_atm_oi_gamma_abs_share,OOS,es,60,high,245,0.0003109710255172949,0.000190821486499404,0.001499214943938369,0.0018341173511398968,0.5510204081632653
surf_atm_oi_gamma_abs_share,OOS,es,120,low,221,-0.00015051052179587863,0.00010419922892568323,0.002223507392917872,0.0027001072263254365,0.5067873303167421
surf_atm_oi_gamma_abs_share,OOS,es,120,mid,404,0.0001751124055260919,0.00019048819540590234,0.0022090869691626437,0.0025964505967530313,0.5420792079207921
surf_atm_oi_gamma_abs_share,OOS,es,120,high,245,0.0005190782219533768,0.00034347399411194246,0.0019698535449234867,0.0023383859638343796,0.5346938775510204
surf_atm_oi_gamma_abs_share,OOS,nq,5,low,221,-8.20935787645612e-05,-1.4249073810201907e-05,0.0008162867392965291,0.0009078550202097254,0.4841628959276018
surf_atm_oi_gamma_abs_share,OOS,nq,5,mid,404,-4.876567531207783e-05,-2.893742509668673e-05,0.0006713712751521009,0.0007725694690271132,0.47277227722772275
surf_atm_oi_gamma_abs_share,OOS,nq,5,high,245,-8.899159793479028e-05,-2.829734853848631e-05,0.0006525413403453308,0.0006343922385355608,0.4775510204081633
surf_atm_oi_gamma_abs_share,OOS,nq,15,low,221,-4.7035684045457226e-05,-2.8456383478259184e-05,0.0011483952850136812,0.0014781105900503733,0.4841628959276018
surf_atm_oi_gamma_abs_share,OOS,nq,15,mid,404,-4.262384187158471e-05,0.0,0.001029232349156233,0.0013186387792355873,0.4975247524752475
surf_atm_oi_gamma_abs_share,OOS,nq,15,high,245,-1.7747808464892015e-05,-1.4224953413299879e-05,0.0009281854400507953,0.0011320391897101001,0.4816326530612245
surf_atm_oi_gamma_abs_share,OOS,nq,30,low,221,-4.57810355048536e-05,6.756574146637995e-05,0.0016018394157915332,0.001956176664220985,0.5067873303167421
surf_atm_oi_gamma_abs_share,OOS,nq,30,mid,404,7.063073228412747e-05,0.0001708585868839263,0.0015002109313878391,0.0017980025979874486,0.5396039603960396
surf_atm_oi_gamma_abs_share,OOS,nq,30,high,245,0.00015245834747112306,9.80172510360866e-05,0.0013558574941893889,0.0016211427657064031,0.5183673469387755
surf_atm_oi_gamma_abs_share,OOS,nq,60,low,221,-6.142056976771297e-05,-1.3965895283685192e-05,0.0021846526773243212,0.002612215998157428,0.497737556561086
surf_atm_oi_gamma_abs_share,OOS,nq,60,mid,404,0.00011450993186718132,0.00022630700159353978,0.002098262193661736,0.0024914599809106436,0.5445544554455446
surf_atm_oi_gamma_abs_share,OOS,nq,60,high,245,0.0003033506191190832,0.0001814198194174388,0.0019399369101967044,0.002322247363043146,0.5387755102040817
surf_atm_oi_gamma_abs_share,OOS,nq,120,low,221,-0.00023042038863834992,7.105300554210991e-05,0.0029451398769567965,0.00345626256525946,0.5113122171945701
surf_atm_oi_gamma_abs_share,OOS,nq,120,mid,404,0.00034702325537542644,0.0004808262430251453,0.003098420996961497,0.0034826832326684907,0.556930693069307
surf_atm_oi_gamma_abs_share,OOS,nq,120,high,245,0.0004734971082474312,0.00041062528318991376,0.00255901607420963,0.0029453641616844,0.5551020408163265
surf_near_oi_gamma_abs_share,Discovery,es,5,low,2750,-1.0985913259237207e-05,0.0,0.0008784952775884501,0.001085929469825705,0.4909090909090909
surf_near_oi_gamma_abs_share,Discovery,es,5,mid,2528,1.3639832592965584e-05,0.0,0.0004654805595656435,0.00057047979023828,0.49683544303797467
surf_near_oi_gamma_abs_share,Discovery,es,5,high,2267,7.591353192133236e-07,0.0,0.00035345301418950416,0.0004393274231610821,0.4697838553153948
surf_near_oi_gamma_abs_share,Discovery,es,15,low,2750,3.145833350248809e-05,7.041528410567377e-05,0.0014032572823140701,0.0017923846049370715,0.5069090909090909
surf_near_oi_gamma_abs_share,Discovery,es,15,mid,2528,1.703796710859599e-05,7.239986821727662e-05,0.0007390049441223462,0.0009730848901685496,0.5098892405063291
surf_near_oi_gamma_abs_share,Discovery,es,15,high,2267,9.971411842845429e-06,0.0,0.0005472685802614269,0.0007552020536029816,0.49801499779444197
surf_near_oi_gamma_abs_share,Discovery,es,30,low,2750,-5.6639222067307315e-06,9.493524287140787e-05,0.0018511232396708486,0.0024283570094738778,0.5229090909090909
surf_near_oi_gamma_abs_share,Discovery,es,30,mid,2528,4.7136092348602714e-05,9.913946394946027e-05,0.0010048581869032843,0.0013654494637444527,0.5209651898734177
surf_near_oi_gamma_abs_share,Discovery,es,30,high,2267,2.589412562040244e-05,7.817997029158086e-05,0.0007799164625530591,0.0010749808839018004,0.5063961182179091
surf_near_oi_gamma_abs_share,Discovery,es,60,low,2750,-8.892841375857838e-05,9.729654787971054e-05,0.0025977959540446796,0.0033828872822293655,0.5112727272727273
surf_near_oi_gamma_abs_share,Discovery,es,60,mid,2528,0.00010018779048713123,0.00016599264296213168,0.0013619728072019758,0.0018936171488003993,0.5363924050632911
surf_near_oi_gamma_abs_share,Discovery,es,60,high,2267,7.205685837733459e-05,9.23872875091547e-05,0.0010572475060222726,0.001493561293521739,0.513453903837671
surf_near_oi_gamma_abs_share,Discovery,es,120,low,2750,-0.0001860988293470458,8.622686580961325e-05,0.0034018510967417552,0.004528973151280143,0.5083636363636364
surf_near_oi_gamma_abs_share,Discovery,es,120,mid,2528,0.00018763521917934778,0.00025079011377293625,0.0018333925708799918,0.0025392856270700973,0.5470727848101266
surf_near_oi_gamma_abs_share,Discovery,es,120,high,2267,0.00015016365112817146,0.0001861850679576449,0.0013617889453340333,0.0019824627843376746,0.5346272606969563
surf_near_oi_gamma_abs_share,Discovery,nq,5,low,2750,-1.9599385459395353e-06,7.82936567267356e-05,0.001096684014505006,0.001304814023297236,0.5207272727272727
surf_near_oi_gamma_abs_share,Discovery,nq,5,mid,2528,1.5978585092635777e-05,3.574748272627826e-05,0.0006198328009151479,0.000720847067869412,0.5106803797468354
surf_near_oi_gamma_abs_share,Discovery,nq,5,high,2266,1.6390656889528883e-05,4.3993081564885905e-05,0.00047160489082024735,0.0005454577550760931,0.527802294792586
surf_near_oi_gamma_abs_share,Discovery,nq,15,low,2750,2.578789301906232e-05,6.754361802974174e-05,0.0017389594279335451,0.002165510332817354,0.512
surf_near_oi_gamma_abs_share,Discovery,nq,15,mid,2528,1.982394039308943e-05,7.851646908496601e-05,0.000990101586357596,0.0012369912242439786,0.528876582278481
surf_near_oi_gamma_abs_share,Discovery,nq,15,high,2266,3.215591309819789e-05,7.569816805452767e-05,0.0007294944960975741,0.0009437982718565388,0.5330979699911739
surf_near_oi_gamma_abs_share,Discovery,nq,30,low,2750,-3.950251016069424e-05,0.00015296101264228312,0.0023017989792160237,0.0029151905960260053,0.5254545454545455
surf_near_oi_gamma_abs_share,Discovery,nq,30,mid,2528,5.591933907213337e-05,0.0001426162911977169,0.0013352507885624318,0.0017237673737147425,0.5403481012658228
surf_near_oi_gamma_abs_share,Discovery,nq,30,high,2266,5.4094144057252415e-05,7.984317111564554e-05,0.0010383616920018406,0.0013391105162115727,0.5260370697263901
surf_near_oi_gamma_abs_share,Discovery,nq,60,low,2750,-0.00012370909460567098,0.00020098490094555554,0.0032044161381476277,0.004032506575278204,0.5330909090909091
surf_near_oi_gamma_abs_share,Discovery,nq,60,mid,2528,0.00014253023292239131,0.00022487055252140564,0.0017948901283923009,0.0023745857678351273,0.5423259493670886
surf_near_oi_gamma_abs_share,Discovery,nq,60,high,2266,0.00011792663755435082,0.00015920571426319974,0.0014136619683625304,0.0018610649775378486,0.5414827890556045
surf_near_oi_gamma_abs_share,Discovery,nq,120,low,2750,-0.00022882379256738278,0.00023612530850392055,0.004180609576524394,0.005362939998998124,0.5330909090909091
surf_near_oi_gamma_abs_share,Discovery,nq,120,mid,2528,0.0002931788265263439,0.00032919785743390495,0.0023870028273887695,0.0031594890656574106,0.5597310126582279
surf_near_oi_gamma_abs_share,Discovery,nq,120,high,2266,0.00025038329255576034,0.00029343528637448824,0.0018728602079848675,0.0024760638864071848,0.5626654898499559
surf_near_oi_gamma_abs_share,Validation,es,5,low,2600,-6.035634337437184e-05,0.0,0.0009184181992278617,0.0010802805340473316,0.47923076923076924
surf_near_oi_gamma_abs_share,Validation,es,5,mid,1442,4.013413238874671e-05,5.7777694104976796e-05,0.0006252725853344997,0.0007344447644093726,0.5180305131761442
surf_near_oi_gamma_abs_share,Validation,es,5,high,775,-2.6497214509153974e-05,0.0,0.0004688388537892825,0.0005862786784222439,0.48516129032258065
surf_near_oi_gamma_abs_share,Validation,es,15,low,2600,-2.3460056501933238e-05,0.0,0.0014361651346572442,0.0018141397322912905,0.4938461538461538
surf_near_oi_gamma_abs_share,Validation,es,15,mid,1442,5.1621870939054884e-05,0.0001117358191814466,0.0009956094040382186,0.001265718695439866,0.5256588072122053
surf_near_oi_gamma_abs_share,Validation,es,15,high,775,-4.863685468922309e-06,5.507821105976696e-05,0.000776494107715894,0.0010096142792098263,0.5096774193548387
surf_near_oi_gamma_abs_share,Validation,es,30,low,2600,-5.6862496698154786e-05,5.556961818453665e-05,0.0019936572905899473,0.002456387226251351,0.5015384615384615
surf_near_oi_gamma_abs_share,Validation,es,30,mid,1442,6.213996145575756e-05,0.00012089708442930558,0.0013867664529717786,0.0017785267232417364,0.5270457697642164
surf_near_oi_gamma_abs_share,Validation,es,30,high,775,8.145752058427567e-05,0.00010909884355236876,0.0010942216766187212,0.0014740287985577818,0.52
surf_near_oi_gamma_abs_share,Validation,es,60,low,2600,-9.841378586668581e-05,0.0,0.002746632559692703,0.0034020218669388257,0.49846153846153846
surf_near_oi_gamma_abs_share,Validation,es,60,mid,1442,0.0001667938097827867,0.00023624531107835356,0.001964603695084009,0.0024498513740263917,0.5388349514563107
surf_near_oi_gamma_abs_share,Validation,es,60,high,775,0.0001592885025312582,0.00021959923140268955,0.001477224641366496,0.002008845941384212,0.5432258064516129
surf_near_oi_gamma_abs_share,Validation,es,120,low,2600,-0.00021217162214926007,5.3979096021450346e-05,0.003776743068793637,0.0046227252554610805,0.5007692307692307
surf_near_oi_gamma_abs_share,Validation,es,120,mid,1442,0.00039274199356770765,0.000416985429634531,0.002613532374691162,0.0032404800476424295,0.565880721220527
surf_near_oi_gamma_abs_share,Validation,es,120,high,775,0.0003489921923712876,0.0003007518796993569,0.0018345804080547804,0.0025265096752155286,0.5574193548387096
surf_near_oi_gamma_abs_share,Validation,nq,5,low,2600,-5.829518495621594e-05,-1.8590907803039958e-05,0.0012165951979320982,0.0014173655841940398,0.4907692307692308
surf_near_oi_gamma_abs_share,Validation,nq,5,mid,1442,3.190937256408432e-05,7.254047188909318e-05,0.0008196402906674363,0.0009643587522798994,0.5256588072122053
surf_near_oi_gamma_abs_share,Validation,nq,5,high,775,-2.7311000040349058e-05,0.0,0.0006364172071523006,0.0007646640896199277,0.4967741935483871
surf_near_oi_gamma_abs_share,Validation,nq,15,low,2600,1.4816419308469118e-06,4.9883619941515356e-05,0.0019147979885956398,0.002387250649745274,0.5073076923076923
surf_near_oi_gamma_abs_share,Validation,nq,15,mid,1442,6.573636414083177e-05,0.0001273777569034129,0.001326704353173806,0.001648944842899743,0.5325936199722607
surf_near_oi_gamma_abs_share,Validation,nq,15,high,775,-1.8849922449709298e-05,8.327920185213777e-05,0.0010509685558974054,0.0013136112325855256,0.5290322580645161
surf_near_oi_gamma_abs_share,Validation,nq,30,low,2600,-3.716352245167104e-05,9.387207365341155e-05,0.0026385381854032467,0.0032110244550886363,0.5142307692307693
surf_near_oi_gamma_abs_share,Validation,nq,30,mid,1442,6.005531297642847e-05,0.00010398180993542727,0.0018250964479933599,0.002302619988807,0.5249653259361997
surf_near_oi_gamma_abs_share,Validation,nq,30,high,775,0.00011119883818090034,0.0001467050055747876,0.0014714283558217725,0.001902928107790185,0.5380645161290323
surf_near_oi_gamma_abs_share,Validation,nq,60,low,2600,-4.2513181057741666e-05,0.00012102330686825091,0.0035920572828038707,0.004413711439791595,0.5146153846153846
surf_near_oi_gamma_abs_share,Validation,nq,60,mid,1442,0.00016488179875407189,0.0002709561525966464,0.0025885837773000084,0.0031737102846473783,0.5409153952843273
surf_near_oi_gamma_abs_share,Validation,nq,60,high,775,0.00025388874808567757,0.0002883848750614426,0.001963838268214821,0.0026204770473089323,0.5638709677419355
surf_near_oi_gamma_abs_share,Validation,nq,120,low,2600,-0.0001391947432725829,9.132808140799309e-05,0.004843645746427649,0.00594016736232903,0.5046153846153846
surf_near_oi_gamma_abs_share,Validation,nq,120,mid,1442,0.00047161128496114873,0.0004265706188943952,0.0034215044932210397,0.004201836811176713,0.5554785020804438
surf_near_oi_gamma_abs_share,Validation,nq,120,high,775,0.0005612096824792101,0.00040916530278223284,0.00253834249261139,0.0032986466036386683,0.5793548387096774
surf_near_oi_gamma_abs_share,OOS,es,5,low,191,-7.646147015381266e-05,-4.846839860406238e-05,0.0006029048081407298,0.0006798454585016779,0.46596858638743455
surf_near_oi_gamma_abs_share,OOS,es,5,mid,357,-2.566630977961401e-05,-4.899318994655566e-05,0.0004999400463249226,0.0005623084847733114,0.4369747899159664
surf_near_oi_gamma_abs_share,OOS,es,5,high,322,-0.00010535974705865252,-4.9626659408441576e-05,0.0005044858112846585,0.0004999830350821931,0.453416149068323
surf_near_oi_gamma_abs_share,OOS,es,15,low,191,-0.0001325444295626824,0.0,0.000851485908618879,0.001112759108784648,0.49214659685863876
surf_near_oi_gamma_abs_share,OOS,es,15,mid,357,-3.73722197131548e-05,-5.194265530850117e-05,0.0007698421037228997,0.0009585707061046205,0.453781512605042
surf_near_oi_gamma_abs_share,OOS,es,15,high,322,-6.735527675104078e-05,-5.158523243303792e-05,0.0006953103401540423,0.0008975547744715014,0.45652173913043476
surf_near_oi_gamma_abs_share,OOS,es,30,low,191,-0.00010738330803651444,-4.8890192627326634e-05,0.0011876172006033857,0.0014981593154872483,0.47643979057591623
surf_near_oi_gamma_abs_share,OOS,es,30,mid,357,3.773741717667372e-05,-5.116136293870088e-05,0.00106959552748275,0.0013239747087488362,0.48179271708683474
surf_near_oi_gamma_abs_share,OOS,es,30,high,322,0.00012174170116441319,9.540505742067218e-05,0.0010420144896733426,0.0012812912398906862,0.5248447204968945
surf_near_oi_gamma_abs_share,OOS,es,60,low,191,-0.00013846119575130507,0.0,0.001673838189769599,0.002039346162979209,0.4973821989528796
surf_near_oi_gamma_abs_share,OOS,es,60,mid,357,6.033679185977329e-05,9.723370120084951e-05,0.0016272545794073872,0.0018547682750340013,0.5098039215686274
surf_near_oi_gamma_abs_share,OOS,es,60,high,322,0.00023010711524051186,0.0001902379207188165,0.0013792475747356182,0.0018076296981450197,0.562111801242236
surf_near_oi_gamma_abs_share,OOS,es,120,low,191,-0.00031798994056727724,0.0,0.002368551768973984,0.002747530949034846,0.49214659685863876
surf_near_oi_gamma_abs_share,OOS,es,120,mid,357,0.00028878148076513484,0.00020779220779210128,0.0022463297192871837,0.00255454250272589,0.5490196078431373
surf_near_oi_gamma_abs_share,OOS,es,120,high,322,0.00037980695934604374,0.00022217731289142506,0.0019010785410660137,0.0024280876226918345,0.5341614906832298
surf_near_oi_gamma_abs_share,OOS,nq,5,low,191,-5.135005204534974e-05,5.489604062303144e-05,0.0008145094117271279,0.0009121884755808134,0.5130890052356021
surf_near_oi_gamma_abs_share,OOS,nq,5,mid,357,-8.465632464612101e-06,-2.975969049923144e-05,0.0006874822781576587,0.0007826686014427265,0.4733893557422969
surf_near_oi_gamma_abs_share,OOS,nq,5,high,322,-0.00014539398911969802,-8.312507647928458e-05,0.0006537376459267768,0.0006662715336755491,0.45962732919254656
surf_near_oi_gamma_abs_share,OOS,nq,15,low,191,-0.00010109981710550869,-2.8456383478259184e-05,0.00117748334257229,0.0014993874507075796,0.4816753926701571
surf_near_oi_gamma_abs_share,OOS,nq,15,mid,357,1.3365433396231766e-05,-1.3829919648156164e-05,0.0010585869587105537,0.0013206250918160825,0.48739495798319327
surf_near_oi_gamma_abs_share,OOS,nq,15,high,322,-5.4113434842755874e-05,-6.984898649142757e-06,0.0009136515440018989,0.0011766954901484322,0.4968944099378882
surf_near_oi_gamma_abs_share,OOS,nq,30,low,191,-0.00011360664548341944,8.519096975723173e-05,0.0016321442650119905,0.0019980793490911217,0.518324607329843
surf_near_oi_gamma_abs_share,OOS,nq,30,mid,357,6.311818596805954e-05,8.861582087793529e-05,0.0015187051234544782,0.0018039959783699112,0.5210084033613446
surf_near_oi_gamma_abs_share,OOS,nq,30,high,322,0.00017060614603532875,0.0002263762031980976,0.0013613649986226003,0.0016466718944825249,0.5341614906832298
surf_near_oi_gamma_abs_share,OOS,nq,60,low,191,-0.00015284101325997439,-6.754292352795233e-05,0.002244247382562536,0.002661236859496039,0.49214659685863876
surf_near_oi_gamma_abs_share,OOS,nq,60,mid,357,0.00010935610541975672,0.000168674360091714,0.0022210033365347793,0.002510356648281439,0.5266106442577031
surf_near_oi_gamma_abs_share,OOS,nq,60,high,322,0.000301743702290851,0.0002589722057952937,0.0018144138810989076,0.002323933565919395,0.5590062111801242
surf_near_oi_gamma_abs_share,OOS,nq,120,low,191,-0.00047043706126422794,-6.992518005732862e-05,0.0031260687208004446,0.003515057987471384,0.4869109947643979
surf_near_oi_gamma_abs_share,OOS,nq,120,mid,357,0.00043539504695298565,0.00054564223565845,0.003172226474320375,0.003425680385829496,0.5630252100840336
surf_near_oi_gamma_abs_share,OOS,nq,120,high,322,0.0004338469805666748,0.00041017548007882265,0.0024845743998633467,0.003099715214860014,0.5590062111801242
surf_oi_gamma_m_slope,Discovery,es,5,low,2697,1.3962622420331524e-05,0.0,0.0004529759436245513,0.0005677471851328346,0.4864664441972562
surf_oi_gamma_m_slope,Discovery,es,5,mid,2356,2.311702244748173e-05,0.0,0.0007250033902310661,0.0009029188106964984,0.4940577249575552
surf_oi_gamma_m_slope,Discovery,es,5,high,2492,-3.456248092019654e-05,0.0,0.0005875163498306517,0.0007088310333597771,0.47953451043338685
surf_oi_gamma_m_slope,Discovery,es,15,low,2697,3.638813550456005e-05,7.525586995793532e-05,0.0007053993440097998,0.0009628287439844233,0.5087133852428625
surf_oi_gamma_m_slope,Discovery,es,15,mid,2356,2.920734411752175e-05,7.694379813982799e-05,0.001199862026207121,0.001502602554181647,0.5110356536502547
surf_oi_gamma_m_slope,Discovery,es,15,high,2492,-5.924444448866848e-06,0.0,0.0008982676292212005,0.0011897776812855646,0.4959871589085072
surf_oi_gamma_m_slope,Discovery,es,30,low,2697,9.826221525576089e-05,9.19033177098072e-05,0.0009630745306946569,0.0013337333045795026,0.5183537263626251
surf_oi_gamma_m_slope,Discovery,es,30,mid,2356,-4.088604922473684e-05,0.00010658295654719652,0.001598309789544644,0.0020537125316289523,0.5220713073005093
surf_oi_gamma_m_slope,Discovery,es,30,high,2492,-2.567987319862216e-06,8.189434389327399e-05,0.0012182629023850119,0.001658175348669149,0.5116372391653291
surf_oi_gamma_m_slope,Discovery,es,60,low,2697,0.00017939200737174686,0.00017773038300905597,0.0013571478895168124,0.0018620402661125737,0.5372636262513905
surf_oi_gamma_m_slope,Discovery,es,60,mid,2356,-2.0806226751283972e-05,9.394130636120046e-05,0.002163249134170103,0.002834619725609784,0.5144312393887945
surf_oi_gamma_m_slope,Discovery,es,60,high,2492,-0.00010542788089838746,8.427532453436637e-05,0.0016962052200041528,0.0023182030569429274,0.5076243980738363
surf_oi_gamma_m_slope,Discovery,es,120,low,2697,0.0002952545329157848,0.00022286605749943789,0.0018283572736107665,0.0025112786624628836,0.5502410085279941
surf_oi_gamma_m_slope,Discovery,es,120,mid,2356,-0.00010261013130570274,0.00012359385889315622,0.0027933015507606235,0.003764497227138792,0.5199490662139219
surf_oi_gamma_m_slope,Discovery,es,120,high,2492,-0.00010094741389608992,0.00011011408845351678,0.0022331398289632555,0.0031011000714239634,0.5152487961476726
surf_oi_gamma_m_slope,Discovery,nq,5,low,2697,2.6136459726453674e-05,4.230476351629875e-05,0.0006009975458064698,0.000699259889057287,0.5161290322580645
surf_oi_gamma_m_slope,Discovery,nq,5,mid,2355,3.164114409683757e-05,7.447125409587585e-05,0.0009136328423367167,0.0011094584398781593,0.5205944798301486
surf_oi_gamma_m_slope,Discovery,nq,5,high,2492,-2.9237426005528113e-05,4.3872157570290504e-05,0.0007540045419173047,0.0008619055689980459,0.5220706260032103
surf_oi_gamma_m_slope,Discovery,nq,15,low,2697,6.428707979796025e-05,0.00010293890575940878,0.0009406117474017319,0.0012069144256875723,0.5417130144605117
surf_oi_gamma_m_slope,Discovery,nq,15,mid,2355,1.972057272098295e-05,6.687174000274965e-05,0.0015073328470280067,0.0018425193199247127,0.5176220806794055
surf_oi_gamma_m_slope,Discovery,nq,15,high,2492,-1.0404204163862666e-05,4.6455449324467324e-05,0.0011442821138815922,0.001455350284775817,0.5108346709470305
surf_oi_gamma_m_slope,Discovery,nq,30,low,2697,0.0001364387377143202,0.00012750687626361668,0.0012711628884105467,0.0016678508481979429,0.5394883203559511
surf_oi_gamma_m_slope,Discovery,nq,30,mid,2355,-6.176099730683213e-05,0.00012416499043932383,0.0020195976169927075,0.0024991229762890777,0.5286624203821656
surf_oi_gamma_m_slope,Discovery,nq,30,high,2492,-2.6973760149178938e-05,0.00010033674862175435,0.0015545385563182149,0.0020165546319450955,0.5228731942215088
surf_oi_gamma_m_slope,Discovery,nq,60,low,2697,0.000257558470820066,0.00025924197646087777,0.001769662253064304,0.002310369629663889,0.5569150908416759
surf_oi_gamma_m_slope,Discovery,nq,60,mid,2355,-3.3140354807348335e-05,0.0002020435259482145,0.002716705007540612,0.0034303394571893377,0.5388535031847134
surf_oi_gamma_m_slope,Discovery,nq,60,high,2492,-0.0001321233871870159,0.00010103153611606963,0.00215985764667682,0.00280898989940555,0.5188603531300161
surf_oi_gamma_m_slope,Discovery,nq,120,low,2697,0.00041775178619927295,0.0003483781063713387,0.002392139957296752,0.003106922829166966,0.564330737856878
surf_oi_gamma_m_slope,Discovery,nq,120,mid,2355,-3.5035064085353946e-05,0.000263149238511895,0.0034972525934041476,0.00452543165887882,0.5426751592356688
surf_oi_gamma_m_slope,Discovery,nq,120,high,2492,-0.0001464325066728664,0.00023445717683823197,0.0028440166099833464,0.0037356627989175487,0.5441412520064205
surf_oi_gamma_m_slope,Validation,es,5,low,466,-3.3879224619253467e-05,0.0,0.000670357288440853,0.0007586371473185999,0.4721030042918455
surf_oi_gamma_m_slope,Validation,es,5,mid,3413,-1.7475323850105967e-05,0.0,0.0007850001558242389,0.0009304156149663102,0.493407559331966
surf_oi_gamma_m_slope,Validation,es,5,high,938,-4.7076136610239425e-05,0.0,0.000704998368326139,0.0008455557676419322,0.4957356076759062
surf_oi_gamma_m_slope,Validation,es,15,low,466,-4.4808430516496695e-05,5.5192208919918606e-05,0.0010089734323148521,0.001316424616120657,0.5064377682403434
surf_oi_gamma_m_slope,Validation,es,15,mid,3413,1.1812044621491641e-05,5.9364796675565046e-05,0.0012336635785932316,0.001567790612275923,0.5098154116612951
surf_oi_gamma_m_slope,Validation,es,15,high,938,-1.0405698210860952e-05,0.0,0.0011629057899939696,0.0014499546890824164,0.4914712153518124
surf_oi_gamma_m_slope,Validation,es,30,low,466,2.2831904278941645e-06,5.5635547119181616e-05,0.0014035620584820427,0.0018422657736078536,0.5042918454935622
surf_oi_gamma_m_slope,Validation,es,30,mid,3413,-2.1731726665890847e-06,0.0001113585746101986,0.0017161797826195516,0.0021417032415466538,0.5194843246410782
surf_oi_gamma_m_slope,Validation,es,30,high,938,1.1989320925888542e-05,0.0,0.0016203267193662196,0.002052756533209371,0.48933901918976547
surf_oi_gamma_m_slope,Validation,es,60,low,466,1.9968443059169623e-05,5.5387905481651956e-05,0.0019667829788204425,0.002554762832354809,0.5021459227467812
surf_oi_gamma_m_slope,Validation,es,60,mid,3413,-7.360370891086401e-06,0.00011344942991664553,0.002369326099487495,0.002953378712852558,0.5177263404629359
surf_oi_gamma_m_slope,Validation,es,60,high,938,0.0001320949587428841,0.00017117045075687454,0.002255886391140785,0.0028405086493780863,0.5255863539445629
surf_oi_gamma_m_slope,Validation,es,120,low,466,2.301203789584515e-05,0.00014333635213492624,0.002720538071004613,0.003398174146906476,0.5128755364806867
surf_oi_gamma_m_slope,Validation,es,120,mid,3413,-3.572976304881782e-05,0.0001818953495422715,0.0031928133223710566,0.0039699366570499234,0.5265162613536478
surf_oi_gamma_m_slope,Validation,es,120,high,938,0.0004225786331028332,0.0003724268306887213,0.003033265318837954,0.003749424230513241,0.5479744136460555
surf_oi_gamma_m_slope,Validation,nq,5,low,466,-4.8386172408723136e-05,0.0,0.0008940456769441666,0.0009936749662017967,0.4978540772532189
surf_oi_gamma_m_slope,Validation,nq,5,mid,3413,-1.3631563613554628e-05,1.9105481362524657e-05,0.0010454543646057858,0.0012264745640974107,0.5051274538529154
surf_oi_gamma_m_slope,Validation,nq,5,high,938,-6.145811058048556e-05,0.0,0.000909947886410877,0.0010867380465171246,0.4936034115138593
surf_oi_gamma_m_slope,Validation,nq,15,low,466,-1.7188853946778933e-05,7.06834284165403e-05,0.0013447794193278402,0.0017291576022026168,0.5214592274678111
surf_oi_gamma_m_slope,Validation,nq,15,mid,3413,2.0095707222895345e-05,0.0001029950974333893,0.0016568958614959894,0.002064437279303028,0.5227072956343393
surf_oi_gamma_m_slope,Validation,nq,15,high,938,2.5009353305132038e-05,1.589981271588048e-05,0.0015185824027219555,0.001866702538555727,0.5010660980810234
surf_oi_gamma_m_slope,Validation,nq,30,low,466,2.56726849206459e-05,0.00011165555719883091,0.0018429793939225782,0.0024070815966644454,0.5236051502145923
