protocol,train,test,instrument,horizon_m,target,model,n_train,n_test,r2_A,r2_ext,delta_r2,n_feat_A,n_feat_ext
fit_Discovery_score_Validation,Discovery,Validation,nq,120,ret,family_skew,6479,4409,0.0007221037625935178,-0.0019004314842629988,-0.0026225352468565166,6,10
fit_Discovery_score_Validation,Discovery,Validation,nq,120,ret,family_iv_vs_no_iv,7607,4817,-0.0021763546387720822,0.0012115195131496836,0.003387874151921766,5,6
fit_Discovery_score_OOS,Discovery,OOS,es,5,rv,B_oi_gamma,6479,802,0.19544377369109378,0.19164443081439742,-0.0037993428766963655,6,15
fit_Discovery_score_OOS,Discovery,OOS,es,5,rv,C_volg_skew,6479,802,0.19544377369109378,0.17340538661909566,-0.022038387071998122,6,13
fit_Discovery_score_OOS,Discovery,OOS,es,5,rv,atm_share_only,7544,870,0.1975767135419776,0.1948866745061697,-0.0026900390358078896,6,7
fit_Discovery_score_OOS,Discovery,OOS,es,5,rv,family_volg,6535,802,0.19549092832309167,0.15873311337842533,-0.036757814944666345,6,9
fit_Discovery_score_OOS,Discovery,OOS,es,5,rv,family_skew,6479,802,0.19544377369109378,0.19260696314838877,-0.002836810542705015,6,10
fit_Discovery_score_OOS,Discovery,OOS,es,5,rv,family_iv_vs_no_iv,7607,870,0.17687394439507376,0.19758158717574248,0.020707642780668722,5,6
fit_Discovery_score_OOS,Discovery,OOS,es,5,absret,B_oi_gamma,6480,802,0.09776264657975609,0.09695039791899973,-0.0008122486607563539,6,15
fit_Discovery_score_OOS,Discovery,OOS,es,5,absret,C_volg_skew,6480,802,0.09776264657975609,0.05374021957379638,-0.04402242700595971,6,13
fit_Discovery_score_OOS,Discovery,OOS,es,5,absret,atm_share_only,7545,870,0.08936358123442534,0.08923755974291137,-0.00012602149151397235,6,7
fit_Discovery_score_OOS,Discovery,OOS,es,5,absret,family_volg,6536,802,0.09842027006964937,0.05021833322399982,-0.04820193684564955,6,9
fit_Discovery_score_OOS,Discovery,OOS,es,5,absret,family_skew,6480,802,0.09776264657975609,0.09978631218656575,0.002023665606809666,6,10
fit_Discovery_score_OOS,Discovery,OOS,es,5,absret,family_iv_vs_no_iv,7608,870,0.08640399456052605,0.09010287632321945,0.0036988817626933956,5,6
fit_Discovery_score_OOS,Discovery,OOS,es,5,ret,B_oi_gamma,6480,802,-0.013903434100715373,-0.026496708508140232,-0.01259327440742486,6,15
fit_Discovery_score_OOS,Discovery,OOS,es,5,ret,C_volg_skew,6480,802,-0.013903434100715373,-0.017324932427841278,-0.0034214983271259047,6,13
fit_Discovery_score_OOS,Discovery,OOS,es,5,ret,atm_share_only,7545,870,-0.015723469747023877,-0.01582347125846084,-0.00010000151143696456,6,7
fit_Discovery_score_OOS,Discovery,OOS,es,5,ret,family_volg,6536,802,-0.014316964294556422,-0.011202011835891756,0.003114952458664666,6,9
fit_Discovery_score_OOS,Discovery,OOS,es,5,ret,family_skew,6480,802,-0.013903434100715373,-0.019544477163582874,-0.005641043062867501,6,10
fit_Discovery_score_OOS,Discovery,OOS,es,5,ret,family_iv_vs_no_iv,7608,870,-0.015264877588413661,-0.015858735067153962,-0.0005938574787403006,5,6
fit_Discovery_score_OOS,Discovery,OOS,es,15,rv,B_oi_gamma,6479,802,0.29744932064097485,0.31089090077395887,0.013441580132984021,6,15
fit_Discovery_score_OOS,Discovery,OOS,es,15,rv,C_volg_skew,6479,802,0.29744932064097485,0.3053876382331543,0.007938317592179445,6,13
fit_Discovery_score_OOS,Discovery,OOS,es,15,rv,atm_share_only,7544,870,0.3187475073158498,0.31966014520034836,0.0009126378844985794,6,7
fit_Discovery_score_OOS,Discovery,OOS,es,15,rv,family_volg,6535,802,0.29808406426089495,0.3056806448847038,0.007596580623808857,6,9
fit_Discovery_score_OOS,Discovery,OOS,es,15,rv,family_skew,6479,802,0.29744932064097485,0.2962327893671661,-0.0012165312738087186,6,10
fit_Discovery_score_OOS,Discovery,OOS,es,15,rv,family_iv_vs_no_iv,7607,870,0.2828927470727226,0.31953872228458335,0.03664597521186075,5,6
fit_Discovery_score_OOS,Discovery,OOS,es,15,absret,B_oi_gamma,6480,802,0.0730464432203678,0.07055773255592768,-0.002488710664440119,6,15
fit_Discovery_score_OOS,Discovery,OOS,es,15,absret,C_volg_skew,6480,802,0.0730464432203678,0.0021608731698404826,-0.07088557005052731,6,13
fit_Discovery_score_OOS,Discovery,OOS,es,15,absret,atm_share_only,7545,870,0.08015945291525961,0.08070611926450022,0.0005466663492406099,6,7
fit_Discovery_score_OOS,Discovery,OOS,es,15,absret,family_volg,6536,802,0.07239896004488588,0.020021563969184974,-0.05237739607570091,6,9
fit_Discovery_score_OOS,Discovery,OOS,es,15,absret,family_skew,6480,802,0.0730464432203678,0.0625378839248637,-0.010508559295504094,6,10
fit_Discovery_score_OOS,Discovery,OOS,es,15,absret,family_iv_vs_no_iv,7608,870,0.06244715419502789,0.07956443833104498,0.017117284136017097,5,6
fit_Discovery_score_OOS,Discovery,OOS,es,15,ret,B_oi_gamma,6480,802,-0.00519247084665353,-0.023495500948730097,-0.018303030102076567,6,15
fit_Discovery_score_OOS,Discovery,OOS,es,15,ret,C_volg_skew,6480,802,-0.00519247084665353,-0.02796290219510489,-0.02277043134845136,6,13
fit_Discovery_score_OOS,Discovery,OOS,es,15,ret,atm_share_only,7545,870,-0.007467032322124201,-0.005571635680928111,0.0018953966411960899,6,7
fit_Discovery_score_OOS,Discovery,OOS,es,15,ret,family_volg,6536,802,-0.005671978671467182,-0.013233806923395486,-0.007561828251928304,6,9
fit_Discovery_score_OOS,Discovery,OOS,es,15,ret,family_skew,6480,802,-0.00519247084665353,-0.019880669151602692,-0.014688198304949163,6,10
fit_Discovery_score_OOS,Discovery,OOS,es,15,ret,family_iv_vs_no_iv,7608,870,-0.00608334519197995,-0.007513634073312181,-0.0014302888813322312,5,6
fit_Discovery_score_OOS,Discovery,OOS,es,30,rv,B_oi_gamma,6479,802,0.35360711029406733,0.37531077603209817,0.021703665738030842,6,15
fit_Discovery_score_OOS,Discovery,OOS,es,30,rv,C_volg_skew,6479,802,0.35360711029406733,0.3606934360396875,0.007086325745620181,6,13
fit_Discovery_score_OOS,Discovery,OOS,es,30,rv,atm_share_only,7544,870,0.3718953446334432,0.38936138761925465,0.017466042985811447,6,7
fit_Discovery_score_OOS,Discovery,OOS,es,30,rv,family_volg,6535,802,0.3549102771398357,0.3754518995295818,0.020541622389746106,6,9
fit_Discovery_score_OOS,Discovery,OOS,es,30,rv,family_skew,6479,802,0.35360711029406733,0.33660491823597816,-0.01700219205808917,6,10
fit_Discovery_score_OOS,Discovery,OOS,es,30,rv,family_iv_vs_no_iv,7607,870,0.3229591895334629,0.3737382588339512,0.050779069300488255,5,6
fit_Discovery_score_OOS,Discovery,OOS,es,30,absret,B_oi_gamma,6480,802,0.06497770293007776,0.06265649036831233,-0.002321212561765429,6,15
fit_Discovery_score_OOS,Discovery,OOS,es,30,absret,C_volg_skew,6480,802,0.06497770293007776,0.04107918642445896,-0.023898516505618805,6,13
fit_Discovery_score_OOS,Discovery,OOS,es,30,absret,atm_share_only,7545,870,0.0781421972486036,0.08395554924866311,0.005813352000059502,6,7
fit_Discovery_score_OOS,Discovery,OOS,es,30,absret,family_volg,6536,802,0.06496010639538108,0.047299568954486726,-0.017660537440894353,6,9
fit_Discovery_score_OOS,Discovery,OOS,es,30,absret,family_skew,6480,802,0.06497770293007776,0.0574935538079856,-0.007484149122092165,6,10
fit_Discovery_score_OOS,Discovery,OOS,es,30,absret,family_iv_vs_no_iv,7608,870,0.05179544489820476,0.07860299055874209,0.026807545660537335,5,6
fit_Discovery_score_OOS,Discovery,OOS,es,30,ret,B_oi_gamma,6480,802,-0.004578320908945166,-0.008489721803374817,-0.003911400894429651,6,15
fit_Discovery_score_OOS,Discovery,OOS,es,30,ret,C_volg_skew,6480,802,-0.004578320908945166,-0.01773334919316283,-0.013155028284217662,6,13
fit_Discovery_score_OOS,Discovery,OOS,es,30,ret,atm_share_only,7545,870,-0.01007409820949201,-0.005928102955249814,0.004145995254242196,6,7
fit_Discovery_score_OOS,Discovery,OOS,es,30,ret,family_volg,6536,802,-0.004787038152247458,-0.009981569132812229,-0.005194530980564771,6,9
fit_Discovery_score_OOS,Discovery,OOS,es,30,ret,family_skew,6480,802,-0.004578320908945166,-0.004414855505089577,0.00016346540385558939,6,10
fit_Discovery_score_OOS,Discovery,OOS,es,30,ret,family_iv_vs_no_iv,7608,870,-0.011187320880183815,-0.009920074386357669,0.0012672464938261463,5,6
fit_Discovery_score_OOS,Discovery,OOS,es,60,rv,B_oi_gamma,6479,802,0.3201308139613904,0.35607842458730143,0.03594761062591101,6,15
fit_Discovery_score_OOS,Discovery,OOS,es,60,rv,C_volg_skew,6479,802,0.3201308139613904,0.30563830444668527,-0.014492509514705154,6,13
fit_Discovery_score_OOS,Discovery,OOS,es,60,rv,atm_share_only,7544,870,0.34688135637797335,0.36558310447282283,0.01870174809484948,6,7
fit_Discovery_score_OOS,Discovery,OOS,es,60,rv,family_volg,6535,802,0.3216372200387029,0.3263484322976794,0.004711212258976527,6,9
fit_Discovery_score_OOS,Discovery,OOS,es,60,rv,family_skew,6479,802,0.3201308139613904,0.29901601308599846,-0.02111480087539197,6,10
fit_Discovery_score_OOS,Discovery,OOS,es,60,rv,family_iv_vs_no_iv,7607,870,0.26779865154301286,0.348983036226445,0.08118438468343214,5,6
fit_Discovery_score_OOS,Discovery,OOS,es,60,absret,B_oi_gamma,6480,802,0.10461999351578133,0.1078065535432442,0.0031865600274628703,6,15
fit_Discovery_score_OOS,Discovery,OOS,es,60,absret,C_volg_skew,6480,802,0.10461999351578133,0.0986281338450713,-0.005991859670710031,6,13
fit_Discovery_score_OOS,Discovery,OOS,es,60,absret,atm_share_only,7545,870,0.10972076494059047,0.11065451592603615,0.0009337509854456805,6,7
fit_Discovery_score_OOS,Discovery,OOS,es,60,absret,family_volg,6536,802,0.1049140415909966,0.089927685300214,-0.014986356290782599,6,9
fit_Discovery_score_OOS,Discovery,OOS,es,60,absret,family_skew,6480,802,0.10461999351578133,0.10908963504061575,0.004469641524834422,6,10
fit_Discovery_score_OOS,Discovery,OOS,es,60,absret,family_iv_vs_no_iv,7608,870,0.06406680263601672,0.11000760054880576,0.045940797912789044,5,6
fit_Discovery_score_OOS,Discovery,OOS,es,60,ret,B_oi_gamma,6480,802,0.0030459760937636693,0.00444288936304027,0.0013969132692766006,6,15
fit_Discovery_score_OOS,Discovery,OOS,es,60,ret,C_volg_skew,6480,802,0.0030459760937636693,-0.020897651059944566,-0.023943627153708236,6,13
fit_Discovery_score_OOS,Discovery,OOS,es,60,ret,atm_share_only,7545,870,0.0011641257713105313,0.007453680779201499,0.006289555007890968,6,7
fit_Discovery_score_OOS,Discovery,OOS,es,60,ret,family_volg,6536,802,0.0023937849049541216,0.0023189570106251223,-7.482789432899928e-05,6,9
fit_Discovery_score_OOS,Discovery,OOS,es,60,ret,family_skew,6480,802,0.0030459760937636693,0.0060641819537019526,0.0030182058599382833,6,10
fit_Discovery_score_OOS,Discovery,OOS,es,60,ret,family_iv_vs_no_iv,7608,870,-0.0023936040778509415,0.0010048857455138283,0.00339848982336477,5,6
fit_Discovery_score_OOS,Discovery,OOS,es,120,rv,B_oi_gamma,6479,802,0.31196854011379593,0.3446316707333117,0.03266313061951576,6,15
fit_Discovery_score_OOS,Discovery,OOS,es,120,rv,C_volg_skew,6479,802,0.31196854011379593,0.28774169586254716,-0.02422684425124877,6,13
fit_Discovery_score_OOS,Discovery,OOS,es,120,rv,atm_share_only,7544,870,0.3214535606874831,0.32706363090908885,0.005610070221605756,6,7
fit_Discovery_score_OOS,Discovery,OOS,es,120,rv,family_volg,6535,802,0.31379718725819084,0.299967985866883,-0.013829201391307833,6,9
fit_Discovery_score_OOS,Discovery,OOS,es,120,rv,family_skew,6479,802,0.31196854011379593,0.30155951748680865,-0.010409022626987285,6,10
fit_Discovery_score_OOS,Discovery,OOS,es,120,rv,family_iv_vs_no_iv,7607,870,0.2252712670658441,0.3238286733514434,0.09855740628559928,5,6
fit_Discovery_score_OOS,Discovery,OOS,es,120,absret,B_oi_gamma,6480,802,0.07472215841465457,0.07502419357629198,0.00030203516163740396,6,15
fit_Discovery_score_OOS,Discovery,OOS,es,120,absret,C_volg_skew,6480,802,0.07472215841465457,0.08267848549053136,0.00795632707587679,6,13
fit_Discovery_score_OOS,Discovery,OOS,es,120,absret,atm_share_only,7545,870,0.07903455504932655,0.07905916290741699,2.460785809044186e-05,6,7
fit_Discovery_score_OOS,Discovery,OOS,es,120,absret,family_volg,6536,802,0.07494978177391143,0.04843781648604917,-0.02651196528786226,6,9
fit_Discovery_score_OOS,Discovery,OOS,es,120,absret,family_skew,6480,802,0.07472215841465457,0.09475866628710239,0.020036507872447817,6,10
fit_Discovery_score_OOS,Discovery,OOS,es,120,absret,family_iv_vs_no_iv,7608,870,0.011475647268102684,0.07907354845572345,0.06759790118762077,5,6
fit_Discovery_score_OOS,Discovery,OOS,es,120,ret,B_oi_gamma,6480,802,0.005697503728839259,0.012559621178281244,0.0068621174494419845,6,15
fit_Discovery_score_OOS,Discovery,OOS,es,120,ret,C_volg_skew,6480,802,0.005697503728839259,-0.015045065855530781,-0.02074256958437004,6,13
fit_Discovery_score_OOS,Discovery,OOS,es,120,ret,atm_share_only,7545,870,0.0027289767169033086,0.011803492099282775,0.009074515382379467,6,7
fit_Discovery_score_OOS,Discovery,OOS,es,120,ret,family_volg,6536,802,0.0060393376051295355,0.010655936242784048,0.004616598637654512,6,9
fit_Discovery_score_OOS,Discovery,OOS,es,120,ret,family_skew,6480,802,0.005697503728839259,0.00702817481600726,0.0013306710871680005,6,10
fit_Discovery_score_OOS,Discovery,OOS,es,120,ret,family_iv_vs_no_iv,7608,870,-0.005837558483954508,0.0030765375571459863,0.008914096041100494,5,6
fit_Discovery_score_OOS,Discovery,OOS,nq,5,rv,B_oi_gamma,6479,802,0.16029561560283667,0.16350847937742596,0.003212863774589292,6,15
fit_Discovery_score_OOS,Discovery,OOS,nq,5,rv,C_volg_skew,6479,802,0.16029561560283667,0.16364285621648833,0.0033472406136516586,6,13
fit_Discovery_score_OOS,Discovery,OOS,nq,5,rv,atm_share_only,7544,870,0.19521714759941444,0.19918520133780915,0.003968053738394706,6,7
fit_Discovery_score_OOS,Discovery,OOS,nq,5,rv,family_volg,6535,802,0.16002062734458722,0.15931774634903495,-0.0007028809955522686,6,9
fit_Discovery_score_OOS,Discovery,OOS,nq,5,rv,family_skew,6479,802,0.16029561560283667,0.16357619155818415,0.0032805759553474756,6,10
fit_Discovery_score_OOS,Discovery,OOS,nq,5,rv,family_iv_vs_no_iv,7607,870,0.18649722884536413,0.19480516132671577,0.008307932481351643,5,6
fit_Discovery_score_OOS,Discovery,OOS,nq,5,absret,B_oi_gamma,6479,802,0.07032801668256994,0.07000077107659641,-0.00032724560597352514,6,15
fit_Discovery_score_OOS,Discovery,OOS,nq,5,absret,C_volg_skew,6479,802,0.07032801668256994,0.014779699619286046,-0.05554831706328389,6,13
fit_Discovery_score_OOS,Discovery,OOS,nq,5,absret,atm_share_only,7544,870,0.06308538083723492,0.06211311241528217,-0.0009722684219527489,6,7
fit_Discovery_score_OOS,Discovery,OOS,nq,5,absret,family_volg,6535,802,0.07105097095402346,0.010450131587416922,-0.06060083936660654,6,9
fit_Discovery_score_OOS,Discovery,OOS,nq,5,absret,family_skew,6479,802,0.07032801668256994,0.07151353077486255,0.0011855140922926166,6,10
fit_Discovery_score_OOS,Discovery,OOS,nq,5,absret,family_iv_vs_no_iv,7607,870,0.06285130390176774,0.06390752882044293,0.001056224918675186,5,6
fit_Discovery_score_OOS,Discovery,OOS,nq,5,ret,B_oi_gamma,6479,802,-0.004798533440438568,-0.011212297330245091,-0.006413763889806523,6,15
fit_Discovery_score_OOS,Discovery,OOS,nq,5,ret,C_volg_skew,6479,802,-0.004798533440438568,-0.0032976458069950976,0.0015008876334434706,6,13
fit_Discovery_score_OOS,Discovery,OOS,nq,5,ret,atm_share_only,7544,870,-0.009281482168503441,-0.009014617847284745,0.0002668643212186961,6,7
fit_Discovery_score_OOS,Discovery,OOS,nq,5,ret,family_volg,6535,802,-0.005944522118843665,-0.0011823899738110377,0.004762132145032627,6,9
fit_Discovery_score_OOS,Discovery,OOS,nq,5,ret,family_skew,6479,802,-0.004798533440438568,-0.00724971841146882,-0.0024511849710302513,6,10
fit_Discovery_score_OOS,Discovery,OOS,nq,5,ret,family_iv_vs_no_iv,7607,870,-0.010773491033988059,-0.0102543344602688,0.0005191565737192594,5,6
fit_Discovery_score_OOS,Discovery,OOS,nq,15,rv,B_oi_gamma,6479,802,0.25354589953280815,0.2525928798190502,-0.000953019713757941,6,15
fit_Discovery_score_OOS,Discovery,OOS,nq,15,rv,C_volg_skew,6479,802,0.25354589953280815,0.2520268956305116,-0.001519003902296534,6,13
fit_Discovery_score_OOS,Discovery,OOS,nq,15,rv,atm_share_only,7544,870,0.2999543177151939,0.29895346589808247,-0.0010008518171114034,6,7
fit_Discovery_score_OOS,Discovery,OOS,nq,15,rv,family_volg,6535,802,0.25415470454572275,0.25021627765671506,-0.003938426889007696,6,9
fit_Discovery_score_OOS,Discovery,OOS,nq,15,rv,family_skew,6479,802,0.25354589953280815,0.2550960719347948,0.001550172401986627,6,10
fit_Discovery_score_OOS,Discovery,OOS,nq,15,rv,family_iv_vs_no_iv,7607,870,0.28779148498286444,0.3005730058561803,0.012781520873315855,5,6
fit_Discovery_score_OOS,Discovery,OOS,nq,15,absret,B_oi_gamma,6479,802,0.04693079127861455,0.04189724937030592,-0.005033541908308625,6,15
fit_Discovery_score_OOS,Discovery,OOS,nq,15,absret,C_volg_skew,6479,802,0.04693079127861455,1.3314716455492537e-05,-0.046917476562159055,6,13
fit_Discovery_score_OOS,Discovery,OOS,nq,15,absret,atm_share_only,7544,870,0.06405519446375152,0.064223405888996,0.00016821142524447996,6,7
fit_Discovery_score_OOS,Discovery,OOS,nq,15,absret,family_volg,6535,802,0.04563312991993618,0.002359749122096133,-0.043273380797840044,6,9
fit_Discovery_score_OOS,Discovery,OOS,nq,15,absret,family_skew,6479,802,0.04693079127861455,0.04389349204589199,-0.0030372992327225568,6,10
fit_Discovery_score_OOS,Discovery,OOS,nq,15,absret,family_iv_vs_no_iv,7607,870,0.05651285649842164,0.06315326493142737,0.006640408433005729,5,6
fit_Discovery_score_OOS,Discovery,OOS,nq,15,ret,B_oi_gamma,6479,802,0.0008939913644117059,-0.01066584649997826,-0.011559837864389966,6,15
fit_Discovery_score_OOS,Discovery,OOS,nq,15,ret,C_volg_skew,6479,802,0.0008939913644117059,-0.008940385453093613,-0.00983437681750532,6,13
fit_Discovery_score_OOS,Discovery,OOS,nq,15,ret,atm_share_only,7544,870,-0.0027368153050530974,-0.0019820660831191272,0.0007547492219339702,6,7
fit_Discovery_score_OOS,Discovery,OOS,nq,15,ret,family_volg,6535,802,0.0003581394410212546,-0.0019458287384541695,-0.002303968179475424,6,9
fit_Discovery_score_OOS,Discovery,OOS,nq,15,ret,family_skew,6479,802,0.0008939913644117059,-0.0057133737035370835,-0.006607365067948789,6,10
fit_Discovery_score_OOS,Discovery,OOS,nq,15,ret,family_iv_vs_no_iv,7607,870,-0.0015554701125408688,-0.0031195769188436806,-0.0015641068063028118,5,6
fit_Discovery_score_OOS,Discovery,OOS,nq,30,rv,B_oi_gamma,6479,802,0.2881753231663867,0.2723912357263777,-0.01578408744000903,6,15
fit_Discovery_score_OOS,Discovery,OOS,nq,30,rv,C_volg_skew,6479,802,0.2881753231663867,0.2766781668456729,-0.011497156320713797,6,13
fit_Discovery_score_OOS,Discovery,OOS,nq,30,rv,atm_share_only,7544,870,0.3278392641446152,0.3267796236801441,-0.0010596404644710455,6,7
fit_Discovery_score_OOS,Discovery,OOS,nq,30,rv,family_volg,6535,802,0.2882582556801274,0.27818912376514016,-0.010069131914987262,6,9
fit_Discovery_score_OOS,Discovery,OOS,nq,30,rv,family_skew,6479,802,0.2881753231663867,0.2857040557357402,-0.0024712674306465177,6,10
fit_Discovery_score_OOS,Discovery,OOS,nq,30,rv,family_iv_vs_no_iv,7607,870,0.2998100707783451,0.32840421089709293,0.028594140118747835,5,6
fit_Discovery_score_OOS,Discovery,OOS,nq,30,absret,B_oi_gamma,6479,802,0.0382338240572474,0.026700948524948198,-0.011532875532299203,6,15
fit_Discovery_score_OOS,Discovery,OOS,nq,30,absret,C_volg_skew,6479,802,0.0382338240572474,0.01732161968936352,-0.02091220436788388,6,13
fit_Discovery_score_OOS,Discovery,OOS,nq,30,absret,atm_share_only,7544,870,0.05611413892373496,0.056742861203712636,0.0006287222799776782,6,7
fit_Discovery_score_OOS,Discovery,OOS,nq,30,absret,family_volg,6535,802,0.0379064005265245,0.0008209337018856289,-0.03708546682463887,6,9
fit_Discovery_score_OOS,Discovery,OOS,nq,30,absret,family_skew,6479,802,0.0382338240572474,0.04229798994400735,0.004064165886759952,6,10
fit_Discovery_score_OOS,Discovery,OOS,nq,30,absret,family_iv_vs_no_iv,7607,870,0.048922441913991865,0.05636979606061343,0.007447354146621565,5,6
fit_Discovery_score_OOS,Discovery,OOS,nq,30,ret,B_oi_gamma,6479,802,0.0005716103356258051,-0.003717565374833365,-0.00428917571045917,6,15
fit_Discovery_score_OOS,Discovery,OOS,nq,30,ret,C_volg_skew,6479,802,0.0005716103356258051,-0.01246771101691313,-0.013039321352538935,6,13
fit_Discovery_score_OOS,Discovery,OOS,nq,30,ret,atm_share_only,7544,870,-0.004929290632163852,-0.0029489958923005766,0.0019802947398632753,6,7
fit_Discovery_score_OOS,Discovery,OOS,nq,30,ret,family_volg,6535,802,0.00022483172930021222,-0.0014604672451712375,-0.0016852989744714497,6,9
fit_Discovery_score_OOS,Discovery,OOS,nq,30,ret,family_skew,6479,802,0.0005716103356258051,0.0008894513614599031,0.000317841025834098,6,10
fit_Discovery_score_OOS,Discovery,OOS,nq,30,ret,family_iv_vs_no_iv,7607,870,-0.006388787030866538,-0.0051475935596727584,0.00124119347119378,5,6
fit_Discovery_score_OOS,Discovery,OOS,nq,60,rv,B_oi_gamma,6479,802,0.256172918799792,0.2643558413948436,0.0081829225950516,6,15
fit_Discovery_score_OOS,Discovery,OOS,nq,60,rv,C_volg_skew,6479,802,0.256172918799792,0.24195201778803455,-0.014220901011757436,6,13
fit_Discovery_score_OOS,Discovery,OOS,nq,60,rv,atm_share_only,7544,870,0.30358894569122197,0.31231827325312744,0.008729327561905476,6,7
fit_Discovery_score_OOS,Discovery,OOS,nq,60,rv,family_volg,6535,802,0.25611362245379876,0.23562225311955565,-0.020491369334243115,6,9
fit_Discovery_score_OOS,Discovery,OOS,nq,60,rv,family_skew,6479,802,0.256172918799792,0.2565058013389865,0.00033288253919450117,6,10
fit_Discovery_score_OOS,Discovery,OOS,nq,60,rv,family_iv_vs_no_iv,7607,870,0.2354112799591077,0.3038976886302387,0.06848640867113098,5,6
fit_Discovery_score_OOS,Discovery,OOS,nq,60,absret,B_oi_gamma,6479,802,0.04802982743445017,0.04606065078591326,-0.0019691766485369078,6,15
fit_Discovery_score_OOS,Discovery,OOS,nq,60,absret,C_volg_skew,6479,802,0.04802982743445017,0.047185210755643414,-0.0008446166788067533,6,13
fit_Discovery_score_OOS,Discovery,OOS,nq,60,absret,atm_share_only,7544,870,0.059336860505176836,0.05834747550947372,-0.0009893849957031131,6,7
fit_Discovery_score_OOS,Discovery,OOS,nq,60,absret,family_volg,6535,802,0.04779282813173824,0.019940381020945086,-0.027852447110793155,6,9
fit_Discovery_score_OOS,Discovery,OOS,nq,60,absret,family_skew,6479,802,0.04802982743445017,0.06165287558935495,0.013623048154904782,6,10
fit_Discovery_score_OOS,Discovery,OOS,nq,60,absret,family_iv_vs_no_iv,7607,870,0.03308722863817648,0.059168966617371255,0.026081737979194775,5,6
fit_Discovery_score_OOS,Discovery,OOS,nq,60,ret,B_oi_gamma,6479,802,0.005170655480280506,0.007947041170853208,0.0027763856905727025,6,15
fit_Discovery_score_OOS,Discovery,OOS,nq,60,ret,C_volg_skew,6479,802,0.005170655480280506,-0.016586502720007168,-0.021757158200287674,6,13
fit_Discovery_score_OOS,Discovery,OOS,nq,60,ret,atm_share_only,7544,870,0.0006154603134913561,0.0044087203380177575,0.0037932600245264014,6,7
fit_Discovery_score_OOS,Discovery,OOS,nq,60,ret,family_volg,6535,802,0.004485817879121279,-0.00044123212604785245,-0.004927050005169131,6,9
fit_Discovery_score_OOS,Discovery,OOS,nq,60,ret,family_skew,6479,802,0.005170655480280506,0.009568609736036349,0.004397954255755843,6,10
fit_Discovery_score_OOS,Discovery,OOS,nq,60,ret,family_iv_vs_no_iv,7607,870,-0.0027114513339530077,0.00029173363722267975,0.0030031849711756875,5,6
fit_Discovery_score_OOS,Discovery,OOS,nq,120,rv,B_oi_gamma,6479,802,0.25229083170270883,0.272159433796094,0.019868602093385146,6,15
fit_Discovery_score_OOS,Discovery,OOS,nq,120,rv,C_volg_skew,6479,802,0.25229083170270883,0.23941808464728276,-0.01287274705542607,6,13
fit_Discovery_score_OOS,Discovery,OOS,nq,120,rv,atm_share_only,7544,870,0.28821829084826867,0.2905611808018005,0.0023428899535318237,6,7
fit_Discovery_score_OOS,Discovery,OOS,nq,120,rv,family_volg,6535,802,0.2524522159396191,0.2137517799614571,-0.03870043597816197,6,9
fit_Discovery_score_OOS,Discovery,OOS,nq,120,rv,family_skew,6479,802,0.25229083170270883,0.2663290518759095,0.014038220173200666,6,10
fit_Discovery_score_OOS,Discovery,OOS,nq,120,rv,family_iv_vs_no_iv,7607,870,0.19269730851140576,0.28844742189208583,0.09575011338068007,5,6
fit_Discovery_score_OOS,Discovery,OOS,nq,120,absret,B_oi_gamma,6479,802,0.03789915599267968,0.039093751941164934,0.0011945959484852553,6,15
fit_Discovery_score_OOS,Discovery,OOS,nq,120,absret,C_volg_skew,6479,802,0.03789915599267968,0.046387445720088794,0.008488289727409115,6,13
fit_Discovery_score_OOS,Discovery,OOS,nq,120,absret,atm_share_only,7544,870,0.04110645338003627,0.041047967486866566,-5.8485893169701875e-05,6,7
fit_Discovery_score_OOS,Discovery,OOS,nq,120,absret,family_volg,6535,802,0.03854999280086413,-0.006194961593289916,-0.044744954394154046,6,9
fit_Discovery_score_OOS,Discovery,OOS,nq,120,absret,family_skew,6479,802,0.03789915599267968,0.06396250710801499,0.02606335111533531,6,10
fit_Discovery_score_OOS,Discovery,OOS,nq,120,absret,family_iv_vs_no_iv,7607,870,-0.004724282008110814,0.041780000992802324,0.04650428300091314,5,6
fit_Discovery_score_OOS,Discovery,OOS,nq,120,ret,B_oi_gamma,6479,802,0.008897482205986407,0.017045344657439232,0.008147862451452825,6,15
fit_Discovery_score_OOS,Discovery,OOS,nq,120,ret,C_volg_skew,6479,802,0.008897482205986407,-0.006093095757166989,-0.014990577963153395,6,13
fit_Discovery_score_OOS,Discovery,OOS,nq,120,ret,atm_share_only,7544,870,0.0072689384573835225,0.014290443966021082,0.00702150550863756,6,7
fit_Discovery_score_OOS,Discovery,OOS,nq,120,ret,family_volg,6535,802,0.009236605375403273,0.009260853863729768,2.4248488326494844e-05,6,9
fit_Discovery_score_OOS,Discovery,OOS,nq,120,ret,family_skew,6479,802,0.008897482205986407,0.011591353821398087,0.0026938716154116804,6,10
fit_Discovery_score_OOS,Discovery,OOS,nq,120,ret,family_iv_vs_no_iv,7607,870,-0.001887066508466928,0.0075821817633559,0.009469248271822828,5,6
fit_DiscVal_score_OOS,DiscVal,OOS,es,5,rv,B_oi_gamma,10888,802,0.21333842949019988,0.2123132192598315,-0.0010252102303683897,6,15
