prior_session,next_session,calendar_gap_days,prior_poc,prior_poc_location,prior_lower_share,prior_middle_share,prior_upper_share,prior_dominant_third,prior_vw_std_norm,prior_poc_concentration_10,prior_profile_low,prior_profile_high,prior_range,open_to_poc,open_to_poc_frac,open_third,n_bars,near_bar_n,near_share,minutes_to_poc_band,poc_band_status,touched_poc_band,crossed_poc,closes_after_cross,closes_above,closes_below,closes_equal,close_imbalance,next_vwap_proxy,migration_frac,in_location_sample,exclude_reason
2026-07-21,2026-07-22,1,29220.0,0.686739269698911,0.0886322447186321,0.3238316003368359,0.5875361549445319,upper,0.2014250518346022,0.4407287738439571,28952.0,29342.25,390.25,-120.0,-0.3074951953875721,prior_middle,1380,106,0.07681159420289856,136.0,touch,True,True,1237,74,1163,0,-1089.0,28729.525766467454,-1.2568205856055,True,
2026-07-22,2026-07-23,1,28750.0,0.3735294117647059,0.5666958448787615,0.2833933849705495,0.149910770150689,lower,0.228279987619813,0.3393200038219348,28432.5,29282.5,850.0,-49.75,-0.058529411764705885,prior_lower,1380,272,0.19710144927536233,0.0,touch,True,False,0,0,0,0,,28453.83265204807,-0.3484321740610946,True,
2026-07-23,2026-07-27,4,28290.0,0.1480420248328557,0.348271993282077,0.4278391140050797,0.2238888927128432,middle,0.247735697878502,0.2421119470275256,28212.5,28736.0,523.5,-79.5,-0.1518624641833811,outside_below,1380,0,0.0,,no_touch,False,False,0,0,0,0,,27903.213482220213,-0.7388472163892773,True,
2026-07-27,2026-07-28,1,27950.0,0.55484387510008,0.2504030049903201,0.6139759816738783,0.1356210133358015,middle,0.2030668941400138,0.4779045283106185,27603.5,28228.0,624.5,12.0,0.01921537229783827,prior_middle,1380,521,0.377536231884058,0.0,touch,True,True,1361,310,1051,0,-741.0,27712.195469983653,-0.3807918815313798,True,
2026-07-28,2026-07-29,1,27900.0,0.7151266956744305,0.1851920660484768,0.518419536370221,0.2963883975813021,middle,0.2114703035969384,0.2973637599529014,27201.5,28178.25,976.75,-698.0,-0.7146147939595597,prior_lower,1380,53,0.03840579710144928,882.0,touch,True,True,444,438,6,0,432.0,27985.661418054307,0.0877004536005195,True,
2026-07-29,2026-07-30,1,27842.5,0.5282474226804124,0.1672072005375915,0.1777113065069078,0.6550814929555007,upper,0.2218084839088876,0.120812879417761,27202.0,28414.5,1212.5,474.5,0.39134020618556703,prior_upper,1380,0,0.0,,no_touch,False,False,0,0,0,0,,28383.455954509398,0.4461492408324932,True,
2026-07-30,2026-08-03,4,28460.0,0.5886222910216719,0.2935708331823288,0.5343625798813709,0.1720665869363002,middle,0.2106338550232793,0.3393855929643992,28079.75,28725.75,646.0,470.0,0.7275541795665634,outside_above,1380,0,0.0,,no_touch,False,False,0,0,0,0,,29546.140814931638,1.6813325308539282,True,
2026-08-03,2026-08-04,1,29880.0,0.9319848855301178,0.1793223632057751,0.3265204461089587,0.4941571906852661,upper,0.2738107037052136,0.3291584401742995,28831.75,29956.5,1124.75,-102.75,-0.09135363414092021,prior_upper,1380,1188,0.8608695652173913,0.0,touch,True,True,1142,490,652,0,-162.0,29842.705195229217,-0.0331583060864932,True,
2026-08-04,2026-08-05,1,29840.0,0.5692590888173032,0.1020311787372647,0.5650059793362757,0.3329628419264595,middle,0.2107995311545875,0.3566090519609709,29530.75,30074.0,543.25,-270.5,-0.4979291302346986,prior_lower,1380,0,0.0,,no_touch,False,False,0,0,0,0,,29522.55625145572,-0.5843419209282642,True,
2026-08-05,2026-08-06,1,29520.0,0.6264044943820225,0.0711604663669255,0.5089721123699913,0.4198674212630832,middle,0.1769611153144661,0.5230549448137349,29241.25,29686.25,445.0,-5.75,-0.012921348314606741,prior_middle,1380,476,0.34492753623188405,0.0,touch,True,True,1379,1211,167,1,1044.0,29717.607707708186,0.4440622645127783,True,
2026-08-06,2026-08-10,4,29750.0,0.7157513578756789,0.1269891630511649,0.353787198256914,0.519223638691921,upper,0.2162354459314443,0.4035607117600963,29453.5,29867.75,414.25,14.5,0.03500301750150875,prior_upper,1380,535,0.38768115942028986,0.0,touch,True,True,1360,764,596,0,168.0,29701.763352523452,-0.11644332523004866,True,
2026-08-10,2026-08-11,1,29628.0,0.267515923566879,0.329661356212867,0.4474315115231692,0.2229071322639638,middle,0.2224731302941462,0.3034146430228643,29533.5,29886.75,353.25,29.75,0.08421797593772117,prior_middle,1380,227,0.1644927536231884,0.0,touch,True,True,1375,1375,0,0,1375.0,29868.479223310675,0.6807621325142946,True,
2026-08-11,2026-08-12,1,29907.0,0.7488402915838304,0.082624450219912,0.3708166733306677,0.5465588764494203,upper,0.1782288970299237,0.5520566773290684,29624.5,30001.75,377.25,-82.0,-0.21736249171636846,prior_middle,1380,444,0.3217391304347826,245.0,touch,True,True,946,491,453,2,38.0,30116.178901281437,0.5544835024027488,True,
2026-08-12,2026-08-13,1,30210.0,0.8725241239207719,0.2117369618947705,0.0717340279876953,0.7165290101175341,upper,0.2848980718684644,0.5794221981187432,29780.5,30272.75,492.25,0.75,0.0015236160487557136,prior_upper,1380,746,0.5405797101449276,0.0,touch,True,True,1379,381,998,0,-617.0,30148.409506689153,-0.1251203520789168,True,
2026-08-13,2026-08-17,4,30082.0,0.2102161100196463,0.3841556437445179,0.3072109137610805,0.3086334424944016,lower,0.2752354116565081,0.2998695596444181,30028.5,30283.0,254.5,-5.0,-0.019646365422396856,prior_lower,1380,209,0.15144927536231884,0.0,touch,True,True,1379,139,1239,1,-1100.0,29677.237053179837,-1.5904241525350218,True,
