shape,rank,session_date,score,step1_label,component_1,component_2,component_3,component_4,component_1_name,component_2_name,component_3_name,component_4_name,poc_location,volume_above_share,volume_below_share,lower_tail_width_10,upper_tail_width_10,upper_body_share,lower_body_share,n_major_peaks,n_local_maxima,normalized_separation,valley_depth,peak_balance,B_score_reason
P,14,2026-07-21,0.791484844903247,B-like,0.6224642323297033,1.0,0.8947256032457828,0.648749544037502,P1,P2,P3,P4,0.686739269698911,0.8017221652692856,0.19827783473071436,0.3542600896860987,0.08584240871236387,0.5051623768901256,0.07090030388459707,2,4,0.20499679692504805,0.8054862842892768,0.7530516431924883,
P,15,2026-08-03,0.748578061682431,B-like,1.0,1.0,0.4475068533748241,0.5468053933549003,P1,P2,P3,P4,0.9319848855301178,0.734201411012384,0.265798588987616,0.19315403422982885,0.05890197821738164,0.4776374562058231,0.1682887958070127,2,7,0.3094020893531896,0.9968847352024922,0.6993464052287581,
P,16,2026-04-23,0.7231090763578998,UNCLASSIFIED,1.0,0.9352325957338026,0.5614594403117251,0.3957442693860714,P1,P2,P3,P4,0.8990435706695006,0.6870465191467605,0.3129534808532395,0.24867162592986186,0.08023379383634431,0.4368509527342393,0.12901777748560803,3,6,0.4569606801275239,0.9607609988109393,0.59772565742715,
P,17,2026-06-11,0.7133513916365656,UNCLASSIFIED,1.0,0.9953077530061027,0.5110062893081762,0.34709152423198353,P1,P2,P3,P4,0.8113207547169812,0.6990615506012205,0.30093844939877945,0.27547169811320754,0.12216981132075472,0.42371471154263557,0.11797305705479749,3,6,0.20613207547169812,0.7474302496328928,0.7827586206896552,
P,18,2026-03-30,0.697366282893459,UNCLASSIFIED,1.0,0.6861487226140889,0.8220304151253598,0.28128599383438785,P1,P2,P3,P4,0.9346485819975339,0.6372297445228178,0.3627702554771822,0.3247842170160296,0.0781750924784217,0.40594721833528474,0.07826954902912688,4,5,0.10752157829839704,0.9208211143695014,0.9376718606782768,
P,19,2026-07-09,0.6956249187691179,UNCLASSIFIED,1.0,0.7980725426170582,0.9269604800331059,0.05746665242630727,P1,P2,P3,P4,0.931098696461825,0.6596145085234116,0.34038549147658836,0.3500931098696462,0.07200496585971446,0.345515996155103,0.04742675733499977,4,5,0.46679081315952825,0.9927601809954751,0.9087171052631579,
P,20,2026-08-06,0.6869854279049463,UNCLASSIFIED,0.7191711929189297,1.0,0.579360289680145,0.4494102290207105,P1,P2,P3,P4,0.7157513578756789,0.7688958544370329,0.2311041455629671,0.2860591430295715,0.11225105612552806,0.45134076183559185,0.10949140880334857,4,5,0.12070006035003017,0.7350187265917603,0.8761279737489746,
P,21,2026-06-16,0.6848269437709495,UNCLASSIFIED,0.7547892720306515,1.0,0.35759897828863346,0.6269195247645132,P1,P2,P3,P4,0.7264367816091954,0.7495551346076574,0.25044486539234256,0.23563218390804597,0.12835249042145594,0.4992682716864186,0.134293666963184,3,6,0.13793103448275862,0.9741935483870968,0.8469945355191257,
P,22,2026-05-27,0.6611910155724922,UNCLASSIFIED,1.0,0.5499250967881358,0.7795930065921468,0.31524595890968643,P1,P2,P3,P4,0.94067067927773,0.6099850193576272,0.39001498064237283,0.2858985382631126,0.052020636285468616,0.41511640890561535,0.1144338256694496,1,4,0.6190885640584695,0.9970887918486172,0.45708582834331335,
P,23,2026-06-29,0.6388849655062522,B-like,1.0,0.740364831315467,0.34711779448621555,0.4680572362233262,P1,P2,P3,P4,0.887593984962406,0.6480729662630934,0.3519270337369066,0.16466165413533834,0.060526315789473685,0.4563754537802981,0.22035018661316239,2,6,0.2631578947368421,0.9815384615384616,0.7361268403171007,
P,24,2026-05-13,0.628276334954319,UNCLASSIFIED,0.7478152309612984,0.8829546682627959,0.5942571785268413,0.2880782620663409,P1,P2,P3,P4,0.7243445692883895,0.6765909336525592,0.3234090663474408,0.29812734082397,0.1198501872659176,0.40778113075791206,0.1023833869533049,3,6,0.2397003745318352,0.6928508384819064,0.6904326630103595,
P,25,2026-07-29,0.6145576280937531,UNCLASSIFIED,0.09415807560137454,1.0,0.37113402061855677,0.9929384161550813,P1,P2,P3,P4,0.5282474226804124,0.7598077391265969,0.24019226087340306,0.2571134020618557,0.14577319587628865,0.598093372361872,0.14386268636317043,3,4,0.1711340206185567,1.0,0.6772679874869656,
P,26,2026-04-01,0.6057580762910091,B-like,1.0,0.5839045621949285,0.07351921209599119,0.7656085308731168,P1,P2,P3,P4,0.8056595921764461,0.6167809124389857,0.3832190875610143,0.14565126924677488,0.12359550561797752,0.5367143033357415,0.24022625949355936,2,5,0.5826050769870995,0.9938366718027735,0.5066354410616706,
P,27,2026-04-13,0.5941383464200954,UNCLASSIFIED,1.0,0.5753456430977599,0.35344989659710474,0.44775784598551727,P1,P2,P3,P4,0.8195149464184998,0.615069128619552,0.384930871380448,0.16187253243090807,0.05583756345177665,0.4508946184160897,0.20765248832682295,5,7,0.16187253243090807,0.9008674101610905,0.8539682539682539,
P,28,2026-08-05,0.5672724965804024,UNCLASSIFIED,0.4213483146067417,1.0,0.7921348314606742,0.05560684025419319,P1,P2,P3,P4,0.6264044943820225,0.8342985330793623,0.1657014669206377,0.39831460674157304,0.16067415730337078,0.3450138468686322,0.06445836244773127,1,4,0.2696629213483146,0.9095315024232633,0.37021531100478466,
P,29,2026-05-25,0.5616841567374792,UNCLASSIFIED,0.610406937958639,0.9740054389543995,0.47809650878363347,0.18422774125324495,P1,P2,P3,P4,0.6831220813875917,0.6948010877908799,0.3051989122091201,0.25883922615076715,0.11541027351567712,0.37974149013837616,0.13424533100110167,3,4,0.19079386257505004,0.7051406401551892,0.7481857764876633,
P,30,2026-06-01,0.5562850631305474,UNCLASSIFIED,0.37037037037037057,1.0,0.49008604564160113,0.3646838365102177,P1,P2,P3,P4,0.6111111111111112,0.709100960514775,0.290899039485225,0.29685746352413017,0.14983164983164984,0.4284646358577588,0.10156516851081604,3,6,0.19079685746352412,0.8141980718667835,0.9276422764227642,
P,31,2026-03-31,0.5265171738743549,UNCLASSIFIED,0.25538352019932375,1.0,0.8506851752980958,0.0,P1,P2,P3,P4,0.5766150560597971,0.7394753937741616,0.2605246062258384,0.35344367325146825,0.0982381206620395,0.3293148311838607,0.07133906289381854,4,5,0.10678056593699947,0.5397236614853196,0.9061032863849765,
P,32,2026-04-22,0.5157072591717301,UNCLASSIFIED,0.043952180028129506,1.0,0.8632208157524615,0.15565604090632926,P1,P2,P3,P4,0.5131856540084389,0.7151478385554129,0.28485216144458714,0.38924050632911394,0.13027426160337552,0.3720271310447089,0.05688610029797556,4,4,0.15822784810126583,0.7931818181818182,0.9276177090653549,
P,33,2026-07-07,0.49392120701172143,UNCLASSIFIED,0.8513097072419107,0.8976522484362637,0.19774011299435032,0.028982759374360952,P1,P2,P3,P4,0.7553929121725732,0.6795304496872527,0.32046955031274726,0.24691833590138676,0.18759630200308167,0.3378253450310775,0.14680400919352068,2,4,0.15408320493066255,0.6913425345043915,0.6725738396624472,
P,34,2026-08-24,0.48878695208970435,UNCLASSIFIED,0.029561671763506474,1.0,0.925586136595311,0.0,P1,P2,P3,P4,0.5088685015290519,0.7960910127414509,0.2039089872585491,0.4452599388379205,0.1675840978593272,0.2528961625845754,0.06344718248320974,2,4,0.11009174311926606,0.5975254730713246,0.9737774627923459,
