shape,rank,session_date,score,step1_label,component_1,component_2,component_3,component_4,component_1_name,component_2_name,component_3_name,component_4_name,poc_location,volume_above_share,volume_below_share,lower_tail_width_10,upper_tail_width_10,upper_body_share,lower_body_share,n_major_peaks,n_local_maxima,normalized_separation,valley_depth,peak_balance,B_score_reason
P,35,2026-09-02,0.44231144579529336,UNCLASSIFIED,1.0,0.13383212726421234,0.34200621829487815,0.29340743762208266,P1,P2,P3,P4,0.8934707903780069,0.5267664254528425,0.47323357454715753,0.19931271477663232,0.09671084928816888,0.40922000815796233,0.21014306648739292,1,5,0.35346097201767307,1.0,0.4900616860863605,
P,36,2026-08-04,0.39733663847088807,UNCLASSIFIED,0.23086362939101085,0.7310860844864053,0.6273968400061359,0.0,P1,P2,P3,P4,0.5692590888173032,0.6462172168972811,0.35378278310271893,0.3308789691670502,0.1426599171652094,0.29773144340818575,0.08286498191834346,5,5,0.12517257248044178,0.828978622327791,0.9073275862068966,
P,37,2026-04-29,0.3822037801315896,UNCLASSIFIED,1.0,0.21869542520535745,0.31011969532100114,0.0,P1,P2,P3,P4,0.9178454842219804,0.5437390850410715,0.4562609149589285,0.17138193688792167,0.07834602829162132,0.3106827985882148,0.22912896338363664,5,6,0.40261153427638735,0.9595645412130638,0.9992229992229992,
P,38,2026-05-21,0.33052473507213975,UNCLASSIFIED,0.6123535676251332,0.2704482480627868,0.43929712460063897,0.0,P1,P2,P3,P4,0.6837060702875399,0.5540896496125574,0.44591035038744264,0.31629392971246006,0.18450479233226838,0.30092765146809125,0.08404563713918914,4,4,0.28753993610223644,0.7692913385826772,0.9365781710914455,
P,39,2026-06-15,0.32924247447746136,UNCLASSIFIED,1.0,0.08219214578781886,0.0,0.2347777521220266,P1,P2,P3,P4,0.8028965030024726,0.5164384291575638,0.48356157084243623,0.14623807841752032,0.17273048392794066,0.3933899930729472,0.2962513987318165,1,6,0.2755210173083716,1.0,0.4550408719346049,
P,40,2026-06-08,0.32325602853302954,UNCLASSIFIED,1.0,0.025616935277855135,0.2674071788542631,0.0,P1,P2,P3,P4,0.9228633137920395,0.505123387055571,0.494876612944429,0.17926565874730022,0.09904350509102129,0.3286219181555193,0.20137492219117226,5,6,0.37550138846035175,0.9797859690844233,0.8172983479105929,
P,41,2026-08-26,0.3185720245621768,UNCLASSIFIED,0.273469387755102,0.7096622479085712,0.291156462585034,0.0,P1,P2,P3,P4,0.5820408163265306,0.6419324495817142,0.35806755041828575,0.2726530612244898,0.1853061224489796,0.22942796508068533,0.11814629914879263,2,5,0.12979591836734694,0.4823641563393708,0.6400244051250763,
P,42,2026-04-21,0.29517345344942586,UNCLASSIFIED,0.4745866503368035,0.5693445588477136,0.13676260461318637,0.0,P1,P2,P3,P4,0.642375995101041,0.6138689117695427,0.3861310882304573,0.23331292100428658,0.19228413962033067,0.24790524360943875,0.23727001800949007,3,4,0.39191671769748926,0.9954545454545455,0.6765067650676507,
P,43,2026-06-09,0.29013079667063024,UNCLASSIFIED,1.0,0.0,0.16052318668252086,0.0,P1,P2,P3,P4,0.8335315101070154,0.48043868469772294,0.5195613153022771,0.23156956004756243,0.18341260404280618,0.24862877196749583,0.20060391741093897,6,6,0.13079667063020214,0.9848771266540642,0.8182521268368136,
P,44,2026-07-28,0.27315281467043745,UNCLASSIFIED,0.7170889855814352,0.24754684438262842,0.12797542871768616,0.0,P1,P2,P3,P4,0.7151266956744305,0.5495093688765257,0.4504906311234743,0.24699257742513436,0.20859994880982852,0.23655236390431156,0.14807933951523108,5,6,0.15357051446122344,0.767616191904048,0.8475222363405337,
P,45,2026-04-15,0.24434040396433965,UNCLASSIFIED,0.3495089543616407,0.4834274737429739,0.14442518775274407,0.0,P1,P2,P3,P4,0.6048526863084922,0.5966854947485948,0.4033145052514052,0.2703639514731369,0.2270363951473137,0.23871420161374104,0.12518613429372857,4,4,0.10398613518197573,0.610759493670886,0.893159977388355,
P,46,2026-09-15,0.18395244774046338,UNCLASSIFIED,0.0,0.305042642558786,0.24053224155578304,0.19023490684728453,P1,P2,P3,P4,0.42221084953940635,0.5610085285117572,0.4389914714882428,0.19191402251791198,0.11975435005117707,0.38136342484876684,0.18203815728245695,4,7,0.49641760491299897,0.9708029197080292,0.9102990033222591,
P,47,2026-06-10,0.1709359926997784,UNCLASSIFIED,0.0,0.0,0.6837439707991136,0.0,P1,P2,P3,P4,0.2614391865467345,0.41021781039869,0.58978218960131,0.3005475166210403,0.09542432538130621,0.2716335063646308,0.09907613473808827,4,5,0.11732499022291748,0.9670542635658914,0.910856134157105,
P,48,2026-06-02,0.1689686772965869,UNCLASSIFIED,0.42488619119878596,0.19029049067344928,0.06069802731411232,0.0,P1,P2,P3,P4,0.6274658573596358,0.5380580981346899,0.46194190186531014,0.23975720789074356,0.22154779969650987,0.19871266602713092,0.16455115534924447,4,5,0.13657056145675264,0.7344782034346102,0.9033412887828163,
P,49,2026-07-27,0.1632493044091568,UNCLASSIFIED,0.1828129170002668,0.4701843006363604,0.0,0.0,P1,P2,P3,P4,0.55484387510008,0.5940368601272721,0.4059631398727279,0.1545236188951161,0.31265012009607684,0.08390216812828286,0.22765424100084072,3,6,0.10408326661329063,0.44021164021164016,0.6333780160857909,
P,50,2026-04-20,0.15796769939162042,UNCLASSIFIED,0.0,0.40329936899505314,0.22857142857142854,0.0,P1,P2,P3,P4,0.47928571428571426,0.5806598737990106,0.41934012620098937,0.24428571428571427,0.1757142857142857,0.25827075756287177,0.13918585629167896,4,7,0.13,0.5133689839572193,0.8060344827586207,
P,51,2026-06-03,0.14118091011220396,UNCLASSIFIED,0.0,0.22752076593250847,0.33720287451630737,0.0,P1,P2,P3,P4,0.3294637921503593,0.5455041531865017,0.4544958468134983,0.20287451630735212,0.10171365395245992,0.31376890462322315,0.2416966170516861,6,8,0.39800995024875624,0.9461756373937678,0.9566395663956639,
P,52,2026-05-28,0.13741220001047155,UNCLASSIFIED,0.2477829942618674,0.27578338533140123,0.026082420448617638,0.0,P1,P2,P3,P4,0.5743348982785602,0.5551566770662802,0.44484332293371975,0.28325508607198746,0.27543035993740217,0.11675929058991726,0.12050794640626855,2,4,0.12519561815336464,0.6305220883534137,0.7466266866566716,
P,53,2026-05-12,0.12457010635447893,UNCLASSIFIED,0.0,0.12592241856808462,0.34313725490196073,0.029220751947870396,P1,P2,P3,P4,0.3813725490196078,0.5251844837136169,0.4748155162863831,0.2068627450980392,0.10392156862745099,0.337889603025925,0.20623757725984487,4,6,0.45098039215686275,0.9479591836734694,0.9702970297029703,
P,54,2026-06-24,0.09469696969696971,UNCLASSIFIED,0.0,0.0,0.37878787878787884,0.0,P1,P2,P3,P4,0.41761363636363635,0.3806596647891408,0.6193403352108592,0.2587809917355372,0.14514462809917356,0.22963471984592226,0.1483091651941398,2,6,0.10330578512396695,0.7749326145552561,0.6819852941176471,
P,55,2026-05-11,0.09023704040079235,UNCLASSIFIED,0.34617629889083495,0.014771862712334438,0.0,0.0,P1,P2,P3,P4,0.6038528896672505,0.5029543725424669,0.4970456274575331,0.16882661996497372,0.2819614711033275,0.1161000860358791,0.29599328777934997,3,6,0.39929947460595444,0.922992299229923,0.8527204502814258,
P,56,2026-06-23,0.0828200821201941,UNCLASSIFIED,0.3312803284807764,0.0,0.0,0.0,P1,P2,P3,P4,0.5993840985442329,0.47064649711977435,0.5293535028802256,0.1506159014557671,0.34574468085106386,0.04498222362249873,0.27839703513018343,4,8,0.10862262038073908,0.7012195121951219,0.7861936720997124,
P,57,2026-05-05,0.07817175344105329,UNCLASSIFIED,0.31268701376421315,0.0,0.0,0.0,P1,P2,P3,P4,0.5938061041292639,0.482641199894927,0.5173588001050731,0.18043087971274685,0.20242369838420107,0.18347301028808574,0.19505637020353847,5,8,0.24012567324955117,0.8701716738197425,0.9452332657200812,
P,58,2026-07-30,0.07385190918472655,UNCLASSIFIED,0.2954076367389062,0.0,0.0,0.0,P1,P2,P3,P4,0.5886222910216719,0.4726989409664758,0.5273010590335242,0.17647058823529413,0.25270897832817335,0.15112528539847062,0.24005786491743075,6,6,0.1238390092879257,0.6756756756756757,0.8532494758909853,
P,59,2026-08-20,0.06919113436441199,UNCLASSIFIED,0.21421107628004163,0.0625534611776063,0.0,0.0,P1,P2,P3,P4,0.5642633228840125,0.5125106922355213,0.48748930776447874,0.21316614420062696,0.2476489028213166,0.1479241348924472,0.22074437827472868,4,7,0.2507836990595611,0.6579841449603624,0.6284697508896797,
P,60,2026-04-28,0.06770833333333337,UNCLASSIFIED,0.2708333333333335,0.0,0.0,0.0,P1,P2,P3,P4,0.58125,0.41549339914600225,0.5845066008539977,0.26875,0.3546875,0.0445589756323601,0.14095417601088656,2,2,0.1875,0.7254784688995215,0.9841082989994114,
P,61,2026-04-08,0.06404219957942296,UNCLASSIFIED,0.0,0.0,0.15259142330965533,0.10357737500803652,P1,P2,P3,P4,0.2462509865824783,0.4776173699173972,0.5223826300826028,0.14285714285714285,0.09707971586424625,0.3579658912521699,0.39058193651961076,4,5,0.691397000789266,0.9772905246671887,0.798125,
P,62,2026-04-14,0.056330991818299855,UNCLASSIFIED,0.0,0.03753054004315248,0.18779342723004694,0.0,P1,P2,P3,P4,0.14704225352112676,0.5075061080086305,0.4924938919913695,0.14197183098591548,0.0856338028169014,0.22090961733722553,0.32401795913186954,4,6,0.4529577464788732,0.9636163175303197,0.8069395017793595,
P,63,2026-04-06,0.05206637773946798,UNCLASSIFIED,0.02287581699346397,0.17885374625198958,0.00653594771241837,0.0,P1,P2,P3,P4,0.5068627450980392,0.5357707492503979,0.4642292507496021,0.20784313725490197,0.20588235294117646,0.1772189468618887,0.20896447682924044,3,4,0.29411764705882354,0.8845177664974619,0.5375170532060027,
P,64,2026-04-09,0.0385416666666667,UNCLASSIFIED,0.11666666666666678,0.0,0.03750000000000003,0.0,P1,P2,P3,P4,0.535,0.43482424262485786,0.5651757573751421,0.2325,0.22125,0.19596755930476137,0.1986992583366359,5,6,0.1,0.6012569832402235,0.9347258485639687,
P,65,2026-09-07,0.03737745098039212,UNCLASSIFIED,0.14950980392156848,0.0,0.0,0.0,P1,P2,P3,P4,0.5448529411764705,0.36064151293956265,0.6393584870604374,0.20294117647058824,0.35294117647058826,0.06839719900003749,0.2747371349535041,3,3,0.10294117647058823,0.500377358490566,0.8851035404141616,
P,66,2026-07-16,0.03682886767272353,UNCLASSIFIED,0.14731547069089412,0.0,0.0,0.0,P1,P2,P3,P4,0.5441946412072682,0.4583573670953159,0.5416426329046842,0.24176162611641516,0.2821065599014475,0.11834628328978981,0.15014194057076752,2,5,0.12319063751154913,0.7968885047536733,0.9226475279106858,
P,67,2026-08-25,0.03200438917337234,UNCLASSIFIED,0.12801755669348935,0.0,0.0,0.0,P1,P2,P3,P4,0.5384052670080468,0.39755257601444816,0.6024474239855518,0.23408924652523774,0.3233357717629846,0.08031702750198087,0.16801970687571655,3,4,0.13167520117044623,0.6496350364963503,0.9456427955133736,
P,68,2026-06-04,0.031292323784667744,UNCLASSIFIED,0.0,0.08250587901799444,0.042663416120676534,0.0,P1,P2,P3,P4,0.22474478134999237,0.5165011758035989,0.4834988241964011,0.17690080755751944,0.16410178272131648,0.24209676324625598,0.25891933867535444,4,6,0.17065366448270608,1.0,0.8338762214983714,
P,69,2026-09-08,0.017317816569686895,UNCLASSIFIED,0.0,0.0,0.06927126627874758,0.0,P1,P2,P3,P4,0.3657522859517872,0.38178268769473117,0.6182173123052688,0.22194513715710723,0.20116375727348296,0.16828870093184178,0.18532774241918337,2,4,0.142975893599335,0.7721518987341772,0.593029490616622,
P,70,2026-05-06,0.01273074474856778,UNCLASSIFIED,0.0,0.0,0.05092297899427112,0.0,P1,P2,P3,P4,0.30044557606619987,0.359633327624329,0.640366672375671,0.19796308084022915,0.18268618714194781,0.20303996765926194,0.2665194669332926,4,5,0.1527689369828135,0.6867873910127431,0.9582262210796915,
P,71,2026-07-14,0.011582769847232657,UNCLASSIFIED,0.0,0.0,0.04633107938893063,0.0,P1,P2,P3,P4,0.4552967693463561,0.37886875374330253,0.6211312462566975,0.1859504132231405,0.1720510894064613,0.22838783274576313,0.21800169495296404,2,6,0.15026296018031554,0.8510848126232742,0.9854227405247813,
P,72,2026-03-25,0.009815096251266458,UNCLASSIFIED,0.03926038500506583,0.0,0.0,0.0,P1,P2,P3,P4,0.5117781155015197,0.4999860634947181,0.5000139365052819,0.09764437689969604,0.24772036474164133,0.11946852560212173,0.31035090747453153,5,5,0.3343465045592705,0.9763975155279503,0.7130203720106288,
P,73,2026-03-26,0.0,B-like,0.0,0.0,0.0,0.0,P1,P2,P3,P4,0.3597848016139879,0.2896926970091406,0.7103073029908594,0.12508406186953597,0.17720242098184263,0.15453423868507168,0.30176049364321705,2,5,0.2219233355749832,1.0,0.7029156816390859,
P,74,2026-04-27,0.0,UNCLASSIFIED,0.0,0.0,0.0,0.0,P1,P2,P3,P4,0.3194029850746269,0.13690798193178438,0.8630920180682156,0.08009950248756219,0.3582089552238806,0.07454099560390155,0.5424744913049871,2,2,0.15920398009950248,0.8661858974358975,0.8421052631578947,
P,75,2026-05-14,0.0,UNCLASSIFIED,0.0,0.0,0.0,0.0,P1,P2,P3,P4,0.32634846720993405,0.15913828953936857,0.8408617104606314,0.13348855258051998,0.4326736515327901,0.05718355856008204,0.4304683156087616,2,2,0.15521924718665114,0.6702937976060936,0.6106312292358804,
P,76,2026-05-18,0.0,UNCLASSIFIED,0.0,0.0,0.0,0.0,P1,P2,P3,P4,0.489058039961941,0.49776175168985265,0.5022382483101473,0.1603235014272122,0.21836346336822074,0.1947030261137583,0.23044159390811175,6,6,0.22835394862036157,0.7461988304093568,0.8142857142857143,
P,77,2026-05-20,0.0,UNCLASSIFIED,0.0,0.0,0.0,0.0,P1,P2,P3,P4,0.2653061224489796,0.355961337954744,0.6440386620452561,0.1870748299319728,0.23015873015873015,0.19430639540375408,0.378888688190717,3,6,0.11337868480725624,0.5646794150731158,0.6770753998476771,
P,78,2026-05-26,0.0,UNCLASSIFIED,0.0,0.0,0.0,0.0,P1,P2,P3,P4,0.3439680957128614,0.18812933461594483,0.8118706653840552,0.10019940179461616,0.3489531405782652,0.07795272692945839,0.47434028738878126,1,3,0.2193419740777667,0.748657357679914,0.36282151208106,
P,79,2026-06-22,0.0,b-like,0.0,0.0,0.0,0.0,P1,P2,P3,P4,0.13589857651245552,0.1160843337850745,0.8839156662149255,0.09363879003558719,0.3963523131672598,0.08015929587504261,0.7148522132096682,3,3,0.10676156583629894,0.8488576449912126,0.8667174409748667,
P,80,2026-06-25,0.0,UNCLASSIFIED,0.0,0.0,0.0,0.0,P1,P2,P3,P4,0.4636394673950154,0.3878590681891536,0.6121409318108464,0.17753499487879823,0.3373164902697166,0.06033479592103771,0.2960073972626639,3,6,0.27313076135199726,0.8735511064278187,0.8580470162748643,
P,81,2026-06-30,0.0,UNCLASSIFIED,0.0,0.0,0.0,0.0,P1,P2,P3,P4,0.44291609353507566,0.30477275819168714,0.6952272418083129,0.1856946354883081,0.2810637322329207,0.11079258109863938,0.2611915432253333,2,5,0.12838147638697844,0.6392931392931394,0.8387096774193549,
P,82,2026-07-01,0.0,UNCLASSIFIED,0.0,0.0,0.0,0.0,P1,P2,P3,P4,0.13262733232476046,0.47128894270467653,0.5287110572953235,0.11321230458900655,0.13212304589006554,0.31620422457096675,0.36389782433010603,4,7,0.6959152798789713,0.9845360824742269,0.6339869281045751,
P,83,2026-07-06,0.0,UNCLASSIFIED,0.0,0.0,0.0,0.0,P1,P2,P3,P4,0.4320785597381342,0.2409959329708879,0.759004067029112,0.11194762684124386,0.3734860883797054,0.06745887548741457,0.4306194183170047,3,3,0.24877250409165302,0.9747747747747748,0.9153380978559648,
P,84,2026-07-15,0.0,UNCLASSIFIED,0.0,0.0,0.0,0.0,P1,P2,P3,P4,0.3082811412665275,0.3013529304625258,0.6986470695374742,0.14787752261656228,0.2268615170494085,0.12378704324916955,0.33637356613375663,4,5,0.13917884481558804,0.8617176128093158,0.9635343618513323,
P,85,2026-07-22,0.0,B-like,0.0,0.0,0.0,0.0,P1,P2,P3,P4,0.3735294117647059,0.19718752697187528,0.8028124730281248,0.10823529411764705,0.24411764705882352,0.1412667248176105,0.4791165166146288,2,4,0.29411764705882354,0.8854041013268998,0.5446780551905388,
P,86,2026-07-23,0.0,UNCLASSIFIED,0.0,0.0,0.0,0.0,P1,P2,P3,P4,0.14804202483285578,0.4866291647146361,0.5133708352853639,0.1227316141356256,0.19723018147086915,0.18784028413510184,0.31731172952100384,4,6,0.40114613180515757,0.876265466816648,0.9231568016614745,
