n,ic,n_early,ic_early,n_late,ic_late,n_daily,ic_daily_median,n_pos,n_neg,median_pos,mean_pos,median_neg,mean_neg,n_sign,sign_pct,family,feature,window_s,horizon_s,signed
230856,0.0027693636096875465,115413,0.013584544556073367,115443,-0.009492742128538357,26,0.0019340448275698193,114728.0,115320.0,0.375,-0.12073338679311066,0.25,0.08201309399930627,229173.0,0.502781741304604,trade,signed_volume,60,60,True
232412,-0.006454794943513118,116198,-0.004670213520272457,116214,-0.008636209401061938,26,-0.007289779155938312,114549.0,116350.0,0.0,-0.008717884922609538,0.0,0.010382466695315857,222810.0,0.49602800592433016,trade,count_imbalance,60,1,True
232296,-0.00522834439800241,116138,-0.0004862669839809697,116158,-0.011265466697412534,26,-0.008065923538125384,114502.0,116281.0,0.0,-0.036599797383451815,0.0,0.039787239531823775,227585.0,0.4973833952149746,trade,count_imbalance,60,5,True
232026,2.951246104036971e-05,115998,0.010757248157045308,116028,-0.012563076782428234,26,-0.0065882208511096295,114395.0,116124.0,0.125,-0.036302941562131215,0.0,0.03756975302263098,228707.0,0.5017773832895364,trade,count_imbalance,60,15,True
231636,-0.0027770650606190337,115803,0.012753399359573947,115833,-0.021758962874010624,26,-0.012451999745526549,114246.0,115888.0,0.125,-0.09622765786110674,0.125,0.08352784585116664,228968.0,0.49868540582090076,trade,count_imbalance,60,30,True
230856,0.006652083629369871,115413,0.020088326419483632,115443,-0.011481635517038355,26,0.0016616949046743075,113872.0,115486.0,0.375,-0.006902487002950681,0.125,-0.032705262975598774,228489.0,0.5035428401367243,trade,count_imbalance,60,60,True
232361,0.01170722549944968,116165,0.014651017961096816,116196,0.008962324523157454,26,0.012577760829833477,61304.0,60738.0,0.0,0.03195753947540128,0.0,-0.03249407290328954,117475.0,0.5087039795701213,book_change,depth_bid_change,60,1,True
232245,0.0028365681885874727,116105,0.005747501840141855,116140,9.223843903459878e-05,26,0.0030487295405914145,61268.0,60703.0,0.0,0.01524858000914017,0.0,-0.018847915259542363,120153.0,0.503274991053074,book_change,depth_bid_change,60,5,True
231975,0.0030074021585861674,115965,0.004541927444264813,116010,0.0014143368898425282,26,0.0029481008527827003,61180.0,60638.0,0.125,0.023253105590062113,0.0,-0.03649732840792902,120762.0,0.5020701876418079,book_change,depth_bid_change,60,15,True
231585,0.002445231757741576,115770,0.003502735452763432,115815,0.0012529287020183117,26,0.005000326693524912,61044.0,60505.0,0.125,0.04616342310464583,0.0,-0.03507561358565408,120889.0,0.5013938406306612,book_change,depth_bid_change,60,30,True
230805,0.003556886628360895,115380,0.005844543519546981,115425,0.0014103951296105947,26,0.004662773788523953,60786.0,60268.0,0.375,0.10570690619550555,0.25,-0.04466715338156235,120569.0,0.5010491917491229,book_change,depth_bid_change,60,60,True
232361,-0.006932786512184358,116165,-0.0059677810554740925,116196,-0.007804795675577815,26,-0.007081703139976746,61439.0,61268.0,0.0,-0.02786707140415697,0.0,0.019565678657700595,118139.0,0.4954079516501748,book_change,depth_ask_change,60,1,True
232245,-0.004945415828418776,116105,-0.00448044235999263,116140,-0.005318296701718297,26,-0.0036979470056647786,61410.0,61237.0,0.0,-0.06027112848070347,0.0,0.015689044205300717,120837.0,0.49703319347550834,book_change,depth_ask_change,60,5,True
231975,-0.0029839930595012684,115965,-0.003058244882109259,116010,-0.002780676616529365,26,-0.006888707278583419,61331.0,61141.0,0.0,-0.08615748968710767,0.0,-0.011373301058209712,121443.0,0.4986948609635796,book_change,depth_ask_change,60,15,True
231585,-0.0020186785946420603,115770,-0.004867310948379967,115815,0.0008092555969621647,26,-0.001323105700931635,61210.0,61025.0,0.0,-0.11278998529652018,0.125,-0.029715280622695617,121567.0,0.4979723115648161,book_change,depth_ask_change,60,30,True
230805,-0.003394795775988121,115380,-0.00504064458005243,115425,-0.001733662840531585,26,-0.008485105877460274,60983.0,60807.0,0.25,-0.1946095633209255,0.375,0.01747537290114625,121311.0,0.4982153308438641,book_change,depth_ask_change,60,60,True
232361,0.011985676109877105,116165,0.013487384091393126,116196,0.010618340294478692,26,0.012419336396213562,80310.0,80174.0,0.0,0.02764755323122899,0.0,-0.027786439494100333,154674.0,0.5072345707746615,book_change,depth_net_change,60,1,True
232245,0.004712455784135764,116105,0.007142452193290655,116140,0.0024422574005201316,26,0.005276149420361221,80274.0,80132.0,0.0,0.027678638164287315,0.0,-0.02328189736934059,158121.0,0.5031589731914167,book_change,depth_net_change,60,5,True
231975,0.00412998966519769,115965,0.0065834169090138,116010,0.0017991449175298734,26,0.0034117187785856103,80156.0,80048.0,0.125,0.034509269424621986,0.0,-0.045368091645012994,158885.0,0.5022311734902603,book_change,depth_net_change,60,15,True
231585,0.002565152236888129,115770,0.005669055774771229,115815,-0.0005577184886478014,26,-0.00033755358913091634,80022.0,79904.0,0.125,0.034812301617055307,0.0,-0.06531744343211854,159069.0,0.5020211354820864,book_change,depth_net_change,60,30,True
230805,0.004763386196565201,115380,0.008450975190097895,115425,0.001319566951814122,26,0.006786070627203683,79723.0,79633.0,0.375,0.07327872759429525,0.25,-0.1525341252998129,158735.0,0.5021765836141998,book_change,depth_net_change,60,60,True
232412,-0.004765951354716199,116198,-0.002761210889797839,116214,-0.006794774139782765,26,-0.0030740108891564363,101966.0,130325.0,0.0,-0.0009096169311339074,0.0,0.0004047573374256666,224162.0,0.4990185669292744,order_flow,add_signed,60,1,True
232296,-0.003017941700123853,116138,0.0016950643225775164,116158,-0.007808242226758739,26,-0.0016795004871162974,101910.0,130265.0,0.0,-0.004009665391031302,0.0,0.004684681226730127,228955.0,0.5006267607171715,order_flow,add_signed,60,5,True
232026,-0.0036030716617155806,115998,0.0048997819954344265,116028,-0.012302557800392196,26,-0.007151370184137049,101784.0,130121.0,0.125,-0.047356411616757056,0.0,0.03633060766517319,230085.0,0.5029532564052416,order_flow,add_signed,60,15,True
231636,-0.005668126136444338,115803,0.011346825350229791,115833,-0.022844285409367452,26,-0.009604730459084502,101607.0,129908.0,0.25,-0.09046989872744989,0.0,0.057136588970656155,230336.0,0.5042633370380661,order_flow,add_signed,60,30,True
230856,-0.012474466296490896,115413,0.015170871648722092,115443,-0.039624669589783425,26,-0.005485934130670178,101247.0,129489.0,0.5,-0.20487767538791274,0.125,0.1186654850991204,229859.0,0.5032345916409625,order_flow,add_signed,60,60,True
232412,-0.0043675807466373425,116198,-0.001815694162642826,116214,-0.006938722747023806,26,-0.0034314859877582985,102443.0,129857.0,0.0,-0.004880762960866042,0.0,0.003580862025150743,224171.0,0.4990520629340994,order_flow,cancel_signed,60,1,True
232296,-0.003094817399878899,116138,0.000803186889818918,116158,-0.007146401059415391,26,-0.004088922128357819,102389.0,129795.0,0.0,-0.017150279815214525,0.0,0.014369775415077623,228962.0,0.5003799757164944,order_flow,cancel_signed,60,5,True
232026,-0.005424221661761246,115998,-0.00036871907144552044,116028,-0.010960364506380299,26,-0.0086608762214904,102253.0,129661.0,0.125,-0.08398531094442217,0.0,0.06542734515390133,230093.0,0.5007888114805752,order_flow,cancel_signed,60,15,True
231636,-0.006104372756960177,115803,0.006719049333249442,115833,-0.0192964028642059,26,-0.0038346749807362133,102075.0,129449.0,0.125,-0.1360311045799657,0.0,0.09385935773934136,230346.0,0.5011721497225913,order_flow,cancel_signed,60,30,True
230856,-0.014081969976975263,115413,0.008842442891986092,115443,-0.03664795035494283,26,-0.000917963476253407,101751.0,128993.0,0.25,-0.3047672750144962,0.25,0.20018140519252983,229868.0,0.49895157220665776,order_flow,cancel_signed,60,60,True
232412,-0.005487121037794891,116198,-0.008703935475760012,116214,-0.002055830563941687,26,-0.00459007792883476,115505.0,116408.0,0.0,0.0034327518289251546,0.0,-0.003967725585870387,223805.0,0.49770559192153885,order_flow,replenish_net,60,1,True
232296,-0.005710431174548993,116138,-0.005088345363396483,116158,-0.0063340924795597196,26,-0.010551971257178395,115458.0,116339.0,0.0,-0.009591150028581822,0.0,0.01196718211433827,228583.0,0.49849288879750464,order_flow,replenish_net,60,5,True
232026,-0.003849679934423349,115998,0.0059431687709836645,116028,-0.013885384094460676,26,0.0016221737674404233,115332.0,116197.0,0.125,-0.050159539416640656,0.0,0.05024871554343055,229716.0,0.501393024430166,order_flow,replenish_net,60,15,True
231636,-0.016733086320860634,115803,0.0015944238952579877,115833,-0.03543223446876521,26,-0.017634234294966793,115134.0,116004.0,0.0,-0.24328934111556969,0.25,0.22978841246853557,229961.0,0.4951883145402916,order_flow,replenish_net,60,30,True
230856,-0.010015594990934521,115413,0.009510537007296349,115443,-0.03046030143797041,26,-0.017656448328552485,114711.0,115648.0,0.25,-0.2912776455614544,0.375,0.2462364243220808,229485.0,0.4982809333943395,order_flow,replenish_net,60,60,True
233946,0.01605463766365905,116965,0.018396155702637855,116981,0.01381326252995874,26,0.018244672515147747,61951.0,62565.0,0.0,0.04103646430243257,0.0,-0.03860984576040918,119747.0,0.5128896757330037,book,obi_1,0,1,True
233830,0.008180143093483973,116905,0.009344837458163373,116925,0.007092222911829526,26,0.008388772650490225,61919.0,62526.0,0.125,0.04695247016263183,0.0,-0.06720204394971692,122576.0,0.5065020885001958,book,obi_1,0,5,True
233560,0.007414586293618965,116765,0.009557097488516499,116795,0.005360049973820214,26,0.009724166952126663,61837.0,62444.0,0.25,0.09758518362792502,0.0,-0.09459275510857729,123166.0,0.5048065212802234,book,obi_1,0,15,True
233170,0.0037172369973643674,116570,0.007751657767390643,116600,-0.00016932520840458174,26,0.004050993433394099,61714.0,62334.0,0.125,0.048007745406228736,0.0,-0.1123062854942728,123373.0,0.5019412675382783,book,obi_1,0,30,True
232390,0.006767499372703422,116180,0.00951774169550826,116210,0.004175315480826328,26,0.00646674491845975,61449.0,62121.0,0.5,0.10498340086901332,0.25,-0.25236031293765393,123061.0,0.5033032398566565,book,obi_1,0,60,True
233946,0.009398944533783204,116965,0.013091220153479091,116981,0.0056494937413970004,26,0.009034438846002784,103688.0,109194.0,0.0,0.005458683743538307,0.0,-0.014479962268989139,205387.0,0.5060738995165225,book,obi_5,0,1,True
233830,0.003185629534858313,116905,0.007684636958615237,116925,-0.0012412015595047292,26,0.0009556522217161485,103633.0,109142.0,0.0,-0.005584611079482404,0.0,-0.009765947114767916,209796.0,0.504051554843753,book,obi_5,0,5,True
233560,-0.0019253859667821788,116765,0.000992965297089813,116795,-0.0047092327628769845,26,-0.0022493210963374904,103520.0,109003.0,0.125,-0.043023087326120556,0.125,0.019356118638936545,210855.0,0.5005714827725214,book,obi_5,0,15,True
233170,-0.0038342969223140095,116570,0.002639905183373766,116600,-0.01039991422688853,26,-0.00024805318052828756,103331.0,108836.0,0.125,-0.09727598687712304,0.125,0.04937359880921754,211095.0,0.5001918567469623,book,obi_5,0,30,True
232390,-0.0014809669690328698,116180,0.0011203690030452,116210,-0.004040438048103411,26,-0.00019884710647562068,102924.0,108534.0,0.25,-0.13244724262562668,0.25,0.04509416404076142,210652.0,0.49907430264132313,book,obi_5,0,60,True
233946,-0.0018215692819832986,116965,-0.0008062241118943123,116981,-0.0037229541199583784,26,0.00521206708818601,,,,,,,,,book,spread,0,1,False
233830,-0.003197495839477275,116905,-0.0017717222596161976,116925,-0.004589945612020661,26,0.004729506815315131,,,,,,,,,book,spread,0,5,False
233560,-0.002674991105370786,116765,-0.003494438416782881,116795,-0.0018710694480413453,26,0.007362697690729798,,,,,,,,,book,spread,0,15,False
233170,-0.004567974920142255,116570,-0.005655962071321373,116600,-0.0029670265381316957,26,0.005798079040765623,,,,,,,,,book,spread,0,30,False
232390,-0.004368313441299083,116180,-0.0009788987547302468,116210,-0.005716348624960522,26,0.004240858092681589,,,,,,,,,book,spread,0,60,False
233946,0.0020860253151198478,116965,0.0035773784599299916,116981,0.0008284290140741531,26,-0.0016722615930680283,,,,,,,,,book,tob_depth,0,1,False
233830,-0.002141291190267111,116905,-0.0012326970452768028,116925,-0.0028407255885106847,26,-0.006080343585200584,,,,,,,,,book,tob_depth,0,5,False
233560,-0.0018592283805396927,116765,-0.002344787214109489,116795,-0.0008341781047443213,26,-0.00734057303987255,,,,,,,,,book,tob_depth,0,15,False
233170,-0.002506455731926364,116570,-0.0036470800724207513,116600,-0.0012753945475699547,26,-0.011573761305248752,,,,,,,,,book,tob_depth,0,30,False
232390,-0.002101508483183345,116180,-0.0012925913456984068,116210,-0.0028177061468829157,26,-0.010756200892319353,,,,,,,,,book,tob_depth,0,60,False
233842,0.0026642199717692825,116913,-0.001073136383860206,116929,0.006426108205640011,26,0.0044173918623528294,57029.0,64813.0,0.0,0.0019551456276631187,0.0,-0.0011668183852005,117179.0,0.5026668601029195,combined,obi_x_flow,5,1,True
233726,0.001166038294834398,116853,0.0001367787237567888,116873,0.002203677822802206,26,0.0006045699093665913,56995.0,64776.0,0.0,-0.004811825598736732,0.0,-0.013867018648882302,119943.0,0.5004210333241623,combined,obi_x_flow,5,5,True
233456,0.0022290550690833686,116713,-0.0013626793692994698,116743,0.005861733657155053,26,0.0005727244796504883,56919.0,64691.0,0.125,0.034628155800347865,0.125,-0.0141345009352151,120525.0,0.5005849408836341,combined,obi_x_flow,5,15,True
233066,0.005381627763932553,116518,0.0035011355057084537,116548,0.007355046851691111,26,0.008792823370182409,56811.0,64572.0,0.25,0.051853954339828555,0.0,-0.08602025645790745,120723.0,0.502820506448647,combined,obi_x_flow,5,30,True
232286,0.002936752927914835,116128,-0.003175852872757958,116158,0.009126449374245565,26,0.006044582815222828,56585.0,64328.0,0.375,-0.008288415657859857,0.25,-0.12541195124984456,120412.0,0.5004816795668205,combined,obi_x_flow,5,60,True
