event_type,signal_time,split,year,band,normalized_up_move,entry,resistance,time_to_fail_min,fraction_below_60,max_extension_60_pts,horizon_min,long_return_pts,mfe_pts,mae_pts,positive_return,close_above_level
control,2016-08-26 02:14:00-04:00,IS,2016,<0.5,0.24193548387096772,4782.75,4791.25,1.0,1.0,-4.75,5,-0.25,0.25,-0.75,0,0
control,2016-08-26 02:14:00-04:00,IS,2016,<0.5,0.24193548387096772,4782.75,4791.25,1.0,1.0,-4.75,15,-0.75,0.25,-1.0,0,0
control,2016-08-26 02:14:00-04:00,IS,2016,<0.5,0.24193548387096772,4782.75,4791.25,1.0,1.0,-4.75,30,-1.5,0.25,-1.75,0,0
control,2016-08-26 02:14:00-04:00,IS,2016,<0.5,0.24193548387096772,4782.75,4791.25,1.0,1.0,-4.75,60,-2.25,3.75,-2.75,0,0
control,2016-08-26 03:44:00-04:00,IS,2016,0.5-1.0,0.6564551422319475,4783.75,4791.25,1.0,1.0,-5.0,1,-0.75,0.0,-1.25,0,0
control,2016-08-26 03:44:00-04:00,IS,2016,0.5-1.0,0.6564551422319475,4783.75,4791.25,1.0,1.0,-5.0,5,-0.25,0.25,-2.5,0,0
control,2016-08-26 03:44:00-04:00,IS,2016,0.5-1.0,0.6564551422319475,4783.75,4791.25,1.0,1.0,-5.0,15,-0.75,2.5,-2.5,0,0
control,2016-08-26 03:44:00-04:00,IS,2016,0.5-1.0,0.6564551422319475,4783.75,4791.25,1.0,1.0,-5.0,30,-3.0,2.5,-5.25,0,0
control,2016-08-26 03:44:00-04:00,IS,2016,0.5-1.0,0.6564551422319475,4783.75,4791.25,1.0,1.0,-5.0,60,-3.5,2.5,-5.25,0,0
control,2016-08-26 08:44:00-04:00,IS,2016,1.0-1.5,1.0687022900763359,4780.0,4786.5,1.0,0.75,14.5,1,0.0,0.75,-0.25,0,0
control,2016-08-26 08:44:00-04:00,IS,2016,1.0-1.5,1.0687022900763359,4780.0,4786.5,1.0,0.75,14.5,5,0.25,0.75,-0.75,1,0
control,2016-08-26 08:44:00-04:00,IS,2016,1.0-1.5,1.0687022900763359,4780.0,4786.5,1.0,0.75,14.5,15,-1.75,1.5,-2.5,0,0
control,2016-08-26 08:44:00-04:00,IS,2016,1.0-1.5,1.0687022900763359,4780.0,4786.5,1.0,0.75,14.5,30,-2.75,1.5,-4.25,0,0
control,2016-08-26 08:44:00-04:00,IS,2016,1.0-1.5,1.0687022900763359,4780.0,4786.5,1.0,0.75,14.5,60,14.5,21.0,-4.25,1,1
break,2016-08-26 09:44:00-04:00,IS,2016,1.5+,3.900709219858156,4794.5,4786.25,16.0,0.05,31.25,1,1.5,2.5,0.0,1,1
break,2016-08-26 09:44:00-04:00,IS,2016,1.5+,3.900709219858156,4794.5,4786.25,16.0,0.05,31.25,5,-0.25,2.75,-0.5,0,1
break,2016-08-26 09:44:00-04:00,IS,2016,1.5+,3.900709219858156,4794.5,4786.25,16.0,0.05,31.25,15,-5.0,2.75,-7.0,0,1
break,2016-08-26 09:44:00-04:00,IS,2016,1.5+,3.900709219858156,4794.5,4786.25,16.0,0.05,31.25,30,5.0,7.25,-21.0,1,1
break,2016-08-26 09:44:00-04:00,IS,2016,1.5+,3.900709219858156,4794.5,4786.25,16.0,0.05,31.25,60,13.25,23.0,-21.0,1,1
control,2016-08-26 10:14:00-04:00,IS,2016,1.5+,2.31404958677686,4799.75,4801.0,50.0,0.016666666666666666,16.5,1,7.0,8.25,-0.25,1,1
control,2016-08-26 10:14:00-04:00,IS,2016,1.5+,2.31404958677686,4799.75,4801.0,50.0,0.016666666666666666,16.5,5,11.25,17.75,-0.25,1,1
control,2016-08-26 10:14:00-04:00,IS,2016,1.5+,2.31404958677686,4799.75,4801.0,50.0,0.016666666666666666,16.5,15,15.0,17.75,-0.25,1,1
control,2016-08-26 10:14:00-04:00,IS,2016,1.5+,2.31404958677686,4799.75,4801.0,50.0,0.016666666666666666,16.5,30,8.0,17.75,-0.25,1,1
control,2016-08-26 10:14:00-04:00,IS,2016,1.5+,2.31404958677686,4799.75,4801.0,50.0,0.016666666666666666,16.5,60,6.75,17.75,-0.25,1,1
control,2016-08-28 18:29:00-04:00,IS,2016,<0.5,0.1724137931034483,4783.75,4789.0,1.0,1.0,-5.0,1,-0.5,0.0,-0.5,0,0
control,2016-08-28 18:29:00-04:00,IS,2016,<0.5,0.1724137931034483,4783.75,4789.0,1.0,1.0,-5.0,5,-0.5,0.25,-0.75,0,0
control,2016-08-28 18:29:00-04:00,IS,2016,<0.5,0.1724137931034483,4783.75,4789.0,1.0,1.0,-5.0,15,-2.25,0.25,-3.5,0,0
control,2016-08-28 18:29:00-04:00,IS,2016,<0.5,0.1724137931034483,4783.75,4789.0,1.0,1.0,-5.0,30,-3.75,0.25,-5.0,0,0
control,2016-08-28 18:29:00-04:00,IS,2016,<0.5,0.1724137931034483,4783.75,4789.0,1.0,1.0,-5.0,60,-6.75,0.25,-9.75,0,0
control,2016-08-28 21:59:00-04:00,IS,2016,0.5-1.0,0.703125,4780.5,4789.0,1.0,1.0,-7.0,1,0.25,0.5,-0.25,1,0
control,2016-08-28 21:59:00-04:00,IS,2016,0.5-1.0,0.703125,4780.5,4789.0,1.0,1.0,-7.0,5,0.5,1.0,-0.5,1,0
control,2016-08-28 21:59:00-04:00,IS,2016,0.5-1.0,0.703125,4780.5,4789.0,1.0,1.0,-7.0,15,-1.5,1.0,-2.0,0,0
control,2016-08-28 21:59:00-04:00,IS,2016,0.5-1.0,0.703125,4780.5,4789.0,1.0,1.0,-7.0,30,-0.75,1.0,-2.5,0,0
control,2016-08-28 21:59:00-04:00,IS,2016,0.5-1.0,0.703125,4780.5,4789.0,1.0,1.0,-7.0,60,1.5,1.5,-2.5,1,0
control,2016-08-29 05:59:00-04:00,IS,2016,1.0-1.5,1.2258064516129032,4783.75,4786.25,1.0,0.9666666666666667,0.25,1,-0.25,0.0,-0.25,0,0
control,2016-08-29 05:59:00-04:00,IS,2016,1.0-1.5,1.2258064516129032,4783.75,4786.25,1.0,0.9666666666666667,0.25,5,-0.5,0.0,-0.5,0,0
control,2016-08-29 05:59:00-04:00,IS,2016,1.0-1.5,1.2258064516129032,4783.75,4786.25,1.0,0.9666666666666667,0.25,15,-0.5,0.0,-0.75,0,0
control,2016-08-29 05:59:00-04:00,IS,2016,1.0-1.5,1.2258064516129032,4783.75,4786.25,1.0,0.9666666666666667,0.25,30,0.25,0.5,-1.25,1,0
control,2016-08-29 05:59:00-04:00,IS,2016,1.0-1.5,1.2258064516129032,4783.75,4786.25,1.0,0.9666666666666667,0.25,60,1.75,2.75,-1.25,1,0
break,2016-08-29 08:29:00-04:00,IS,2016,<0.5,0.36363636363636365,4787.5,4786.75,,0.0,4.0,1,0.0,0.5,-0.5,0,1
break,2016-08-29 08:29:00-04:00,IS,2016,<0.5,0.36363636363636365,4787.5,4786.75,,0.0,4.0,5,0.75,1.25,-0.5,1,1
break,2016-08-29 08:29:00-04:00,IS,2016,<0.5,0.36363636363636365,4787.5,4786.75,,0.0,4.0,15,1.25,1.25,-1.25,1,1
break,2016-08-29 08:29:00-04:00,IS,2016,<0.5,0.36363636363636365,4787.5,4786.75,,0.0,4.0,30,1.75,3.25,-1.25,1,1
break,2016-08-29 08:29:00-04:00,IS,2016,<0.5,0.36363636363636365,4787.5,4786.75,,0.0,4.0,60,0.25,3.25,-1.25,1,1
control,2016-08-29 20:14:00-04:00,IS,2016,<0.5,0.20547945205479454,4797.0,4805.75,1.0,1.0,-7.75,1,0.0,0.0,0.0,0,0
control,2016-08-29 20:14:00-04:00,IS,2016,<0.5,0.20547945205479454,4797.0,4805.75,1.0,1.0,-7.75,5,0.0,0.0,-0.5,0,0
control,2016-08-29 20:14:00-04:00,IS,2016,<0.5,0.20547945205479454,4797.0,4805.75,1.0,1.0,-7.75,15,0.25,1.0,-0.5,1,0
control,2016-08-29 20:14:00-04:00,IS,2016,<0.5,0.20547945205479454,4797.0,4805.75,1.0,1.0,-7.75,30,0.25,1.0,-0.5,1,0
control,2016-08-29 20:14:00-04:00,IS,2016,<0.5,0.20547945205479454,4797.0,4805.75,1.0,1.0,-7.75,60,0.0,1.0,-1.25,0,0
control,2016-08-30 03:29:00-04:00,IS,2016,1.0-1.5,1.3076923076923077,4796.0,4805.0,1.0,1.0,-8.0,1,0.25,0.75,0.0,1,0
control,2016-08-30 03:29:00-04:00,IS,2016,1.0-1.5,1.3076923076923077,4796.0,4805.0,1.0,1.0,-8.0,5,0.25,1.0,-0.25,1,0
control,2016-08-30 03:29:00-04:00,IS,2016,1.0-1.5,1.3076923076923077,4796.0,4805.0,1.0,1.0,-8.0,15,-1.5,1.0,-2.5,0,0
control,2016-08-30 03:29:00-04:00,IS,2016,1.0-1.5,1.3076923076923077,4796.0,4805.0,1.0,1.0,-8.0,30,-2.5,1.0,-2.5,0,0
control,2016-08-30 03:29:00-04:00,IS,2016,1.0-1.5,1.3076923076923077,4796.0,4805.0,1.0,1.0,-8.0,60,-3.5,1.0,-5.75,0,0
control,2016-08-30 06:59:00-04:00,IS,2016,0.5-1.0,0.9523809523809524,4784.5,4798.0,1.0,1.0,-12.5,1,-0.25,0.25,-0.25,0,0
control,2016-08-30 06:59:00-04:00,IS,2016,0.5-1.0,0.9523809523809524,4784.5,4798.0,1.0,1.0,-12.5,5,-0.25,0.25,-0.75,0,0
control,2016-08-30 06:59:00-04:00,IS,2016,0.5-1.0,0.9523809523809524,4784.5,4798.0,1.0,1.0,-12.5,15,0.25,0.5,-1.5,1,0
control,2016-08-30 06:59:00-04:00,IS,2016,0.5-1.0,0.9523809523809524,4784.5,4798.0,1.0,1.0,-12.5,30,0.0,1.0,-1.5,0,0
control,2016-08-30 06:59:00-04:00,IS,2016,0.5-1.0,0.9523809523809524,4784.5,4798.0,1.0,1.0,-12.5,60,-0.75,1.0,-2.0,0,0
control,2016-08-30 09:44:00-04:00,IS,2016,1.5+,2.7705627705627704,4791.75,4795.0,1.0,0.95,2.5,1,1.5,2.0,-0.75,1,0
control,2016-08-30 09:44:00-04:00,IS,2016,1.5+,2.7705627705627704,4791.75,4795.0,1.0,0.95,2.5,5,1.75,2.75,-2.25,1,0
control,2016-08-30 09:44:00-04:00,IS,2016,1.5+,2.7705627705627704,4791.75,4795.0,1.0,0.95,2.5,15,2.0,3.5,-4.25,1,0
control,2016-08-30 09:44:00-04:00,IS,2016,1.5+,2.7705627705627704,4791.75,4795.0,1.0,0.95,2.5,30,-11.5,5.75,-12.0,0,0
control,2016-08-30 09:44:00-04:00,IS,2016,1.5+,2.7705627705627704,4791.75,4795.0,1.0,0.95,2.5,60,-15.75,5.75,-25.5,0,0
control,2016-08-30 21:44:00-04:00,IS,2016,0.5-1.0,0.5115089514066496,4771.75,4779.5,1.0,1.0,-5.25,1,0.0,0.0,0.0,0,0
control,2016-08-30 21:44:00-04:00,IS,2016,0.5-1.0,0.5115089514066496,4771.75,4779.5,1.0,1.0,-5.25,5,0.5,0.5,-0.5,1,0
control,2016-08-30 21:44:00-04:00,IS,2016,0.5-1.0,0.5115089514066496,4771.75,4779.5,1.0,1.0,-5.25,15,1.5,1.75,-0.5,1,0
control,2016-08-30 21:44:00-04:00,IS,2016,0.5-1.0,0.5115089514066496,4771.75,4779.5,1.0,1.0,-5.25,30,1.75,2.25,-0.5,1,0
control,2016-08-30 21:44:00-04:00,IS,2016,0.5-1.0,0.5115089514066496,4771.75,4779.5,1.0,1.0,-5.25,60,1.75,2.5,-0.5,1,0
control,2016-08-31 03:14:00-04:00,IS,2016,<0.5,0.474934036939314,4772.0,4779.5,1.0,1.0,-1.75,1,-1.0,0.25,-1.0,0,0
control,2016-08-31 03:14:00-04:00,IS,2016,<0.5,0.474934036939314,4772.0,4779.5,1.0,1.0,-1.75,5,-1.5,0.25,-3.75,0,0
control,2016-08-31 03:14:00-04:00,IS,2016,<0.5,0.474934036939314,4772.0,4779.5,1.0,1.0,-1.75,15,0.5,2.75,-3.75,1,0
control,2016-08-31 03:14:00-04:00,IS,2016,<0.5,0.474934036939314,4772.0,4779.5,1.0,1.0,-1.75,30,5.25,5.5,-3.75,1,0
control,2016-08-31 03:14:00-04:00,IS,2016,<0.5,0.474934036939314,4772.0,4779.5,1.0,1.0,-1.75,60,2.25,5.75,-3.75,1,0
control,2016-08-31 09:59:00-04:00,IS,2016,1.0-1.5,1.1363636363636365,4774.0,4778.0,1.0,1.0,-1.0,1,-1.0,0.25,-2.5,0,0
control,2016-08-31 09:59:00-04:00,IS,2016,1.0-1.5,1.1363636363636365,4774.0,4778.0,1.0,1.0,-1.0,5,0.5,3.0,-2.5,1,0
control,2016-08-31 09:59:00-04:00,IS,2016,1.0-1.5,1.1363636363636365,4774.0,4778.0,1.0,1.0,-1.0,15,-4.25,3.0,-6.25,0,0
control,2016-08-31 09:59:00-04:00,IS,2016,1.0-1.5,1.1363636363636365,4774.0,4778.0,1.0,1.0,-1.0,30,-2.0,3.0,-6.25,0,0
control,2016-08-31 09:59:00-04:00,IS,2016,1.0-1.5,1.1363636363636365,4774.0,4778.0,1.0,1.0,-1.0,60,-7.0,3.0,-11.75,0,0
control,2016-08-31 21:59:00-04:00,IS,2016,<0.5,0.0847457627118644,4774.5,4776.75,1.0,0.1,3.75,1,0.25,0.25,0.0,1,0
control,2016-08-31 21:59:00-04:00,IS,2016,<0.5,0.0847457627118644,4774.5,4776.75,1.0,0.1,3.75,5,1.0,1.0,0.0,1,0
control,2016-08-31 21:59:00-04:00,IS,2016,<0.5,0.0847457627118644,4774.5,4776.75,1.0,0.1,3.75,15,3.75,4.0,0.0,1,1
control,2016-08-31 21:59:00-04:00,IS,2016,<0.5,0.0847457627118644,4774.5,4776.75,1.0,0.1,3.75,30,4.75,6.0,0.0,1,1
control,2016-08-31 21:59:00-04:00,IS,2016,<0.5,0.0847457627118644,4774.5,4776.75,1.0,0.1,3.75,60,5.0,6.0,0.0,1,1
break,2016-08-31 22:29:00-04:00,IS,2016,<0.5,0.17130620985010706,4779.0,4776.75,,0.0,8.5,1,0.25,0.25,0.0,1,1
break,2016-08-31 22:29:00-04:00,IS,2016,<0.5,0.17130620985010706,4779.0,4776.75,,0.0,8.5,5,0.75,0.75,-0.75,1,1
break,2016-08-31 22:29:00-04:00,IS,2016,<0.5,0.17130620985010706,4779.0,4776.75,,0.0,8.5,15,0.5,1.5,-0.75,1,1
break,2016-08-31 22:29:00-04:00,IS,2016,<0.5,0.17130620985010706,4779.0,4776.75,,0.0,8.5,30,0.5,1.5,-0.75,1,1
break,2016-08-31 22:29:00-04:00,IS,2016,<0.5,0.17130620985010706,4779.0,4776.75,,0.0,8.5,60,5.75,6.25,-0.75,1,1
control,2016-09-01 06:29:00-04:00,IS,2016,0.5-1.0,0.8301886792452831,4788.5,4795.25,1.0,1.0,-5.75,1,0.0,0.0,-0.25,0,0
control,2016-09-01 06:29:00-04:00,IS,2016,0.5-1.0,0.8301886792452831,4788.5,4795.25,1.0,1.0,-5.75,5,0.25,1.0,-0.25,1,0
control,2016-09-01 06:29:00-04:00,IS,2016,0.5-1.0,0.8301886792452831,4788.5,4795.25,1.0,1.0,-5.75,15,-0.5,1.0,-0.5,0,0
control,2016-09-01 06:29:00-04:00,IS,2016,0.5-1.0,0.8301886792452831,4788.5,4795.25,1.0,1.0,-5.75,30,-1.0,1.0,-1.75,0,0
control,2016-09-01 06:29:00-04:00,IS,2016,0.5-1.0,0.8301886792452831,4788.5,4795.25,1.0,1.0,-5.75,60,-0.25,1.0,-2.5,0,0
control,2016-09-01 09:44:00-04:00,IS,2016,1.5+,3.132530120481928,4783.25,4793.0,1.0,1.0,-6.25,1,0.75,1.25,-1.25,1,0
control,2016-09-01 09:44:00-04:00,IS,2016,1.5+,3.132530120481928,4783.25,4793.0,1.0,1.0,-6.25,5,1.75,3.5,-1.25,1,0
control,2016-09-01 09:44:00-04:00,IS,2016,1.5+,3.132530120481928,4783.25,4793.0,1.0,1.0,-6.25,15,-7.25,3.5,-9.25,0,0
control,2016-09-01 09:44:00-04:00,IS,2016,1.5+,3.132530120481928,4783.25,4793.0,1.0,1.0,-6.25,30,-7.0,3.5,-11.5,0,0
control,2016-09-01 09:44:00-04:00,IS,2016,1.5+,3.132530120481928,4783.25,4793.0,1.0,1.0,-6.25,60,-26.5,3.5,-32.75,0,0
control,2016-09-01 11:29:00-04:00,IS,2016,1.0-1.5,1.1868131868131868,4762.5,4789.5,1.0,1.0,-6.75,1,-0.25,0.75,-0.75,0,0
control,2016-09-01 11:29:00-04:00,IS,2016,1.0-1.5,1.1868131868131868,4762.5,4789.5,1.0,1.0,-6.75,5,0.5,0.75,-2.0,1,0
control,2016-09-01 11:29:00-04:00,IS,2016,1.0-1.5,1.1868131868131868,4762.5,4789.5,1.0,1.0,-6.75,15,-1.5,2.25,-3.25,0,0
control,2016-09-01 11:29:00-04:00,IS,2016,1.0-1.5,1.1868131868131868,4762.5,4789.5,1.0,1.0,-6.75,30,0.25,2.25,-6.5,1,0
control,2016-09-01 11:29:00-04:00,IS,2016,1.0-1.5,1.1868131868131868,4762.5,4789.5,1.0,1.0,-6.75,60,17.25,20.25,-6.5,1,0
control,2016-09-01 21:44:00-04:00,IS,2016,<0.5,0.18867924528301888,4777.0,4789.25,1.0,1.0,-12.25,1,0.0,0.0,0.0,0,0
control,2016-09-01 21:44:00-04:00,IS,2016,<0.5,0.18867924528301888,4777.0,4789.25,1.0,1.0,-12.25,5,-1.25,0.0,-1.25,0,0
control,2016-09-01 21:44:00-04:00,IS,2016,<0.5,0.18867924528301888,4777.0,4789.25,1.0,1.0,-12.25,15,-1.75,0.0,-2.25,0,0
control,2016-09-01 21:44:00-04:00,IS,2016,<0.5,0.18867924528301888,4777.0,4789.25,1.0,1.0,-12.25,30,-0.75,0.0,-2.25,0,0
control,2016-09-01 21:44:00-04:00,IS,2016,<0.5,0.18867924528301888,4777.0,4789.25,1.0,1.0,-12.25,60,-1.5,0.0,-2.25,0,0
control,2016-09-02 03:44:00-04:00,IS,2016,1.0-1.5,1.1904761904761905,4786.0,4789.25,1.0,1.0,-1.25,1,1.75,1.75,0.0,1,0
control,2016-09-02 03:44:00-04:00,IS,2016,1.0-1.5,1.1904761904761905,4786.0,4789.25,1.0,1.0,-1.25,5,-1.5,2.0,-1.5,0,0
control,2016-09-02 03:44:00-04:00,IS,2016,1.0-1.5,1.1904761904761905,4786.0,4789.25,1.0,1.0,-1.25,15,-3.0,2.0,-3.0,0,0
control,2016-09-02 03:44:00-04:00,IS,2016,1.0-1.5,1.1904761904761905,4786.0,4789.25,1.0,1.0,-1.25,30,-3.25,2.0,-6.0,0,0
control,2016-09-02 03:44:00-04:00,IS,2016,1.0-1.5,1.1904761904761905,4786.0,4789.25,1.0,1.0,-1.25,60,-4.0,2.0,-6.0,0,0
control,2016-09-02 06:44:00-04:00,IS,2016,0.5-1.0,0.975609756097561,4787.0,4788.0,1.0,1.0,-1.0,1,-1.0,0.0,-1.0,0,0
control,2016-09-02 06:44:00-04:00,IS,2016,0.5-1.0,0.975609756097561,4787.0,4788.0,1.0,1.0,-1.0,5,-0.5,0.0,-1.25,0,0
control,2016-09-02 06:44:00-04:00,IS,2016,0.5-1.0,0.975609756097561,4787.0,4788.0,1.0,1.0,-1.0,15,-2.0,0.0,-2.0,0,0
control,2016-09-02 06:44:00-04:00,IS,2016,0.5-1.0,0.975609756097561,4787.0,4788.0,1.0,1.0,-1.0,30,-1.75,0.0,-3.0,0,0
control,2016-09-02 06:44:00-04:00,IS,2016,0.5-1.0,0.975609756097561,4787.0,4788.0,1.0,1.0,-1.0,60,-3.75,0.0,-4.0,0,0
break,2016-09-02 08:44:00-04:00,IS,2016,1.5+,3.8356164383561646,4795.25,4788.0,,0.0,22.5,1,1.0,1.0,-0.25,1,1
break,2016-09-02 08:44:00-04:00,IS,2016,1.5+,3.8356164383561646,4795.25,4788.0,,0.0,22.5,5,2.25,4.5,-0.25,1,1
break,2016-09-02 08:44:00-04:00,IS,2016,1.5+,3.8356164383561646,4795.25,4788.0,,0.0,22.5,15,3.5,4.75,-0.75,1,1
break,2016-09-02 08:44:00-04:00,IS,2016,1.5+,3.8356164383561646,4795.25,4788.0,,0.0,22.5,30,5.0,7.0,-0.75,1,1
break,2016-09-02 08:44:00-04:00,IS,2016,1.5+,3.8356164383561646,4795.25,4788.0,,0.0,22.5,60,12.75,15.25,-0.75,1,1
control,2016-09-04 21:29:00-04:00,IS,2016,<0.5,0.0510204081632653,4802.25,4803.25,1.0,0.9166666666666666,0.5,1,0.0,0.5,-0.25,0,0
control,2016-09-04 21:29:00-04:00,IS,2016,<0.5,0.0510204081632653,4802.25,4803.25,1.0,0.9166666666666666,0.5,5,0.5,0.75,-0.25,1,0
control,2016-09-04 21:29:00-04:00,IS,2016,<0.5,0.0510204081632653,4802.25,4803.25,1.0,0.9166666666666666,0.5,15,0.0,0.75,-1.0,0,0
control,2016-09-04 21:29:00-04:00,IS,2016,<0.5,0.0510204081632653,4802.25,4803.25,1.0,0.9166666666666666,0.5,30,0.25,0.75,-1.0,1,0
control,2016-09-04 21:29:00-04:00,IS,2016,<0.5,0.0510204081632653,4802.25,4803.25,1.0,0.9166666666666666,0.5,60,0.25,1.5,-1.0,1,0
control,2016-09-05 10:44:00-04:00,IS,2016,0.5-1.0,0.9216589861751152,4785.5,4805.25,1.0,1.0,-15.5,1,0.0,0.25,-0.25,0,0
control,2016-09-05 10:44:00-04:00,IS,2016,0.5-1.0,0.9216589861751152,4785.5,4805.25,1.0,1.0,-15.5,5,-0.75,0.25,-1.0,0,0
control,2016-09-05 10:44:00-04:00,IS,2016,0.5-1.0,0.9216589861751152,4785.5,4805.25,1.0,1.0,-15.5,15,-0.25,0.25,-1.75,0,0
control,2016-09-05 10:44:00-04:00,IS,2016,0.5-1.0,0.9216589861751152,4785.5,4805.25,1.0,1.0,-15.5,30,0.75,1.25,-1.75,1,0
control,2016-09-05 10:44:00-04:00,IS,2016,0.5-1.0,0.9216589861751152,4785.5,4805.25,1.0,1.0,-15.5,60,3.25,4.25,-1.75,1,0
control,2016-09-05 12:29:00-04:00,IS,2016,1.0-1.5,1.1282051282051282,4791.75,4801.25,1.0,1.0,-6.5,1,0.5,0.5,-0.25,1,0
control,2016-09-05 12:29:00-04:00,IS,2016,1.0-1.5,1.1282051282051282,4791.75,4801.25,1.0,1.0,-6.5,5,0.25,1.0,-0.25,1,0
control,2016-09-05 12:29:00-04:00,IS,2016,1.0-1.5,1.1282051282051282,4791.75,4801.25,1.0,1.0,-6.5,15,0.5,1.0,-0.25,1,0
control,2016-09-05 12:29:00-04:00,IS,2016,1.0-1.5,1.1282051282051282,4791.75,4801.25,1.0,1.0,-6.5,30,0.75,1.25,-0.5,1,0
control,2016-09-05 12:29:00-04:00,IS,2016,1.0-1.5,1.1282051282051282,4791.75,4801.25,1.0,1.0,-6.5,60,-1.0,3.0,-2.5,0,0
control,2016-09-05 20:14:00-04:00,IS,2016,<0.5,0.2898550724637681,4792.5,4798.75,1.0,1.0,-2.0,1,-0.25,0.0,-0.25,0,0
control,2016-09-05 20:14:00-04:00,IS,2016,<0.5,0.2898550724637681,4792.5,4798.75,1.0,1.0,-2.0,5,-1.25,0.0,-1.25,0,0
control,2016-09-05 20:14:00-04:00,IS,2016,<0.5,0.2898550724637681,4792.5,4798.75,1.0,1.0,-2.0,15,-2.0,0.0,-2.0,0,0
control,2016-09-05 20:14:00-04:00,IS,2016,<0.5,0.2898550724637681,4792.5,4798.75,1.0,1.0,-2.0,30,0.0,0.0,-2.0,0,0
control,2016-09-05 20:14:00-04:00,IS,2016,<0.5,0.2898550724637681,4792.5,4798.75,1.0,1.0,-2.0,60,2.0,4.25,-2.0,1,0
control,2016-09-05 21:44:00-04:00,IS,2016,0.5-1.0,0.7582938388625592,4795.5,4798.75,1.0,1.0,-3.25,1,0.0,0.0,-0.5,0,0
control,2016-09-05 21:44:00-04:00,IS,2016,0.5-1.0,0.7582938388625592,4795.5,4798.75,1.0,1.0,-3.25,5,-0.75,0.0,-0.75,0,0
control,2016-09-05 21:44:00-04:00,IS,2016,0.5-1.0,0.7582938388625592,4795.5,4798.75,1.0,1.0,-3.25,15,-2.5,0.0,-2.5,0,0
control,2016-09-05 21:44:00-04:00,IS,2016,0.5-1.0,0.7582938388625592,4795.5,4798.75,1.0,1.0,-3.25,30,-1.25,0.0,-3.0,0,0
control,2016-09-05 21:44:00-04:00,IS,2016,0.5-1.0,0.7582938388625592,4795.5,4798.75,1.0,1.0,-3.25,60,-1.25,0.0,-3.0,0,0
break,2016-09-06 02:14:00-04:00,IS,2016,0.5-1.0,0.881057268722467,4799.0,4797.5,,0.0,4.25,1,-0.25,0.0,-0.5,0,1
break,2016-09-06 02:14:00-04:00,IS,2016,0.5-1.0,0.881057268722467,4799.0,4797.5,,0.0,4.25,5,-0.75,0.0,-0.75,0,1
break,2016-09-06 02:14:00-04:00,IS,2016,0.5-1.0,0.881057268722467,4799.0,4797.5,,0.0,4.25,15,-0.5,0.0,-0.75,0,1
break,2016-09-06 02:14:00-04:00,IS,2016,0.5-1.0,0.881057268722467,4799.0,4797.5,,0.0,4.25,30,1.0,1.0,-0.75,1,1
break,2016-09-06 02:14:00-04:00,IS,2016,0.5-1.0,0.881057268722467,4799.0,4797.5,,0.0,4.25,60,1.25,2.75,-1.25,1,1
control,2016-09-06 09:59:00-04:00,IS,2016,1.0-1.5,1.0045662100456623,4811.5,4812.25,7.0,0.9,6.5,1,5.25,5.5,-1.5,1,1
control,2016-09-06 09:59:00-04:00,IS,2016,1.0-1.5,1.0045662100456623,4811.5,4812.25,7.0,0.9,6.5,5,6.5,7.0,-1.5,1,1
control,2016-09-06 09:59:00-04:00,IS,2016,1.0-1.5,1.0045662100456623,4811.5,4812.25,7.0,0.9,6.5,15,-2.75,7.25,-4.75,0,0
control,2016-09-06 09:59:00-04:00,IS,2016,1.0-1.5,1.0045662100456623,4811.5,4812.25,7.0,0.9,6.5,30,-9.5,7.25,-15.25,0,0
control,2016-09-06 09:59:00-04:00,IS,2016,1.0-1.5,1.0045662100456623,4811.5,4812.25,7.0,0.9,6.5,60,-4.0,7.25,-15.25,0,0
control,2016-09-06 19:44:00-04:00,IS,2016,<0.5,0.1384083044982699,4828.25,4831.5,1.0,1.0,-1.5,1,0.25,0.25,-0.25,1,0
control,2016-09-06 19:44:00-04:00,IS,2016,<0.5,0.1384083044982699,4828.25,4831.5,1.0,1.0,-1.5,5,0.0,0.5,-0.25,0,0
control,2016-09-06 19:44:00-04:00,IS,2016,<0.5,0.1384083044982699,4828.25,4831.5,1.0,1.0,-1.5,15,-0.25,0.5,-0.5,0,0
control,2016-09-06 19:44:00-04:00,IS,2016,<0.5,0.1384083044982699,4828.25,4831.5,1.0,1.0,-1.5,30,0.5,1.25,-0.75,1,0
control,2016-09-06 19:44:00-04:00,IS,2016,<0.5,0.1384083044982699,4828.25,4831.5,1.0,1.0,-1.5,60,1.5,1.75,-0.75,1,0
break,2016-09-07 01:44:00-04:00,IS,2016,<0.5,0.38910505836575876,4832.25,4831.5,7.0,0.7333333333333333,1.0,1,-0.25,0.0,-0.25,0,1
break,2016-09-07 01:44:00-04:00,IS,2016,<0.5,0.38910505836575876,4832.25,4831.5,7.0,0.7333333333333333,1.0,5,0.25,0.25,-0.5,1,1
break,2016-09-07 01:44:00-04:00,IS,2016,<0.5,0.38910505836575876,4832.25,4831.5,7.0,0.7333333333333333,1.0,15,-0.5,0.25,-1.0,0,1
break,2016-09-07 01:44:00-04:00,IS,2016,<0.5,0.38910505836575876,4832.25,4831.5,7.0,0.7333333333333333,1.0,30,-1.75,0.25,-2.5,0,0
