mechanism,T_offset,horizon,split,n,rate,win,mean,median,mean_z,mfe_gt_mae,p_hit_plus_first,delta_win_vs_unc,delta_win_vs_50,n_base,mean_mfe,mean_mae,unc_win,unc_mean,delta_mean_vs_unc
gex_fade,0,30,IS,784,0.3333333333333333,0.47831632653061223,-0.40561224489795916,-1.375,-0.047552909230013415,0.45153061224489793,0.47424042272126815,-0.04931972789115652,-0.021683673469387765,2352.0,27.642857142857142,30.1546556122449,0.5276360544217688,0.9774659863945578,-1.383078231292517
pc_follow,0,30,IS,462,0.19642857142857142,0.487012987012987,-1.1958874458874458,-0.5,-0.07295585242883286,0.4653679653679654,0.4854586129753915,-0.04062306740878174,-0.012987012987012991,2352.0,24.103896103896105,26.33874458874459,0.5276360544217688,0.9774659863945578,-2.1733534322820036
pc_fade,0,30,IS,462,0.19642857142857142,0.5064935064935064,1.1958874458874458,0.5,0.07295585242883286,0.5216450216450217,0.5145413870246085,-0.021142547928262312,0.00649350649350644,2352.0,26.33874458874459,24.103896103896105,0.5276360544217688,0.9774659863945578,0.21842145949288794
putz_follow,0,30,IS,270,0.11479591836734694,0.5333333333333333,1.7712962962962964,2.25,0.2003609930609057,0.5185185185185185,0.5303030303030303,0.005697278911564574,0.033333333333333326,2352.0,21.447222222222223,20.89537037037037,0.5276360544217688,0.9774659863945578,0.7938303099017385
putz_fade,0,30,IS,270,0.11479591836734694,0.46296296296296297,-1.7712962962962964,-2.25,-0.2003609930609057,0.4703703703703704,0.4696969696969697,-0.06467309145880579,-0.037037037037037035,2352.0,20.89537037037037,21.447222222222223,0.5276360544217688,0.9774659863945578,-2.748762282690854
UNCOND_LONG,0,45,IS,2352,1.0,0.5178571428571429,0.4573767006802721,1.0,0.061245447645273024,0.49447278911564624,0.5130548302872062,0.0,0.017857142857142905,,,,,,
gex_follow,0,45,IS,784,0.3333333333333333,0.5229591836734694,1.0411352040816326,1.625,0.07507725982356055,0.5382653061224489,0.526867627785059,0.005102040816326481,0.022959183673469385,2352.0,35.152423469387756,32.589285714285715,0.5178571428571429,0.4573767006802721,0.5837585034013606
gex_fade,0,45,IS,784,0.3333333333333333,0.4744897959183674,-1.0411352040816326,-1.625,-0.07507725982356055,0.4604591836734694,0.47313237221494103,-0.04336734693877553,-0.025510204081632626,2352.0,32.589285714285715,35.152423469387756,0.5178571428571429,0.4573767006802721,-1.4985119047619047
pc_follow,0,45,IS,462,0.19642857142857142,0.47619047619047616,-1.8728354978354977,-0.75,-0.12810973602496584,0.4653679653679654,0.48775055679287305,-0.04166666666666674,-0.023809523809523836,2352.0,27.71482683982684,30.40638528138528,0.5178571428571429,0.4573767006802721,-2.33021219851577
pc_fade,0,45,IS,462,0.19642857142857142,0.5238095238095238,1.8728354978354977,0.75,0.12810973602496584,0.5303030303030303,0.512249443207127,0.005952380952380931,0.023809523809523836,2352.0,30.40638528138528,27.71482683982684,0.5178571428571429,0.4573767006802721,1.4154587971552257
putz_follow,0,45,IS,270,0.11479591836734694,0.5370370370370371,2.8981481481481484,1.375,0.24107333856389762,0.4925925925925926,0.5340909090909091,0.019179894179894186,0.03703703703703709,2352.0,24.94351851851852,23.367592592592594,0.5178571428571429,0.4573767006802721,2.4407714474678763
putz_fade,0,45,IS,270,0.11479591836734694,0.45925925925925926,-2.8981481481481484,-1.375,-0.24107333856389762,0.4962962962962963,0.4659090909090909,-0.05859788359788365,-0.040740740740740744,2352.0,23.367592592592594,24.94351851851852,0.5178571428571429,0.4573767006802721,-3.3555248488284204
UNCOND_LONG,0,60,IS,2352,1.0,0.5284863945578231,1.2687074829931972,1.5,0.1343678011302582,0.4927721088435374,0.5130208333333334,0.0,0.02848639455782309,,,,,,
gex_follow,0,60,IS,784,0.3333333333333333,0.5089285714285714,0.7751913265306123,1.125,0.017325752187298968,0.5357142857142857,0.5261096605744126,-0.019557823129251695,0.008928571428571397,2352.0,38.400510204081634,35.9968112244898,0.5284863945578231,1.2687074829931972,-0.49351615646258495
gex_fade,0,60,IS,784,0.3333333333333333,0.48341836734693877,-0.7751913265306123,-1.125,-0.017325752187298968,0.4630102040816326,0.47389033942558745,-0.04506802721088432,-0.01658163265306123,2352.0,35.9968112244898,38.400510204081634,0.5284863945578231,1.2687074829931972,-2.0438988095238093
pc_follow,0,60,IS,462,0.19642857142857142,0.4935064935064935,-1.623917748917749,-0.25,-0.21323243556759686,0.4696969696969697,0.48775055679287305,-0.03497990105132959,-0.006493506493506496,2352.0,30.166666666666668,33.49891774891775,0.5284863945578231,1.2687074829931972,-2.8926252319109462
pc_fade,0,60,IS,462,0.19642857142857142,0.5021645021645021,1.623917748917749,0.25,0.21323243556759686,0.525974025974026,0.512249443207127,-0.026321892393320945,0.0021645021645021467,2352.0,33.49891774891775,30.166666666666668,0.5284863945578231,1.2687074829931972,0.35521026592455174
putz_follow,0,60,IS,270,0.11479591836734694,0.5518518518518518,3.3,2.25,0.3916736592709262,0.4925925925925926,0.5340909090909091,0.023365457294028724,0.051851851851851816,2352.0,27.33888888888889,25.571296296296296,0.5284863945578231,1.2687074829931972,2.0312925170068024
putz_fade,0,60,IS,270,0.11479591836734694,0.44074074074074077,-3.3,-2.25,-0.3916736592709262,0.5,0.4659090909090909,-0.08774565381708233,-0.059259259259259234,2352.0,25.571296296296296,27.33888888888889,0.5284863945578231,1.2687074829931972,-4.568707482993197
UNCOND_LONG,0,5,Validation,753,1.0,0.49269588313413015,-2.146746347941567,-0.25,-0.056159351789288596,0.49269588313413015,0.4974271012006861,0.0,-0.007304116865869847,,,,,,
gex_follow,0,5,Validation,635,0.8432934926958832,0.5307086614173229,2.915748031496063,3.75,0.09382632325774354,0.5448818897637795,0.5338809034907598,0.038012778283192716,0.03070866141732287,753.0,27.883070866141733,24.5755905511811,0.49269588313413015,-2.146746347941567,5.06249437943763
gex_fade,0,5,Validation,635,0.8432934926958832,0.46614173228346456,-2.915748031496063,-3.75,-0.09382632325774354,0.45511811023622045,0.46611909650924027,-0.026554150850665592,-0.03385826771653544,753.0,24.5755905511811,27.883070866141733,0.49269588313413015,-2.146746347941567,-0.7690016835544959
pc_follow,0,5,Validation,175,0.23240371845949534,0.6114285714285714,8.005714285714285,7.5,0.26943025922916797,0.5714285714285714,0.5703703703703704,0.11873268829444128,0.11142857142857143,753.0,35.037142857142854,27.482857142857142,0.49269588313413015,-2.146746347941567,10.152460633655853
pc_fade,0,5,Validation,175,0.23240371845949534,0.38285714285714284,-8.005714285714285,-7.5,-0.26943025922916797,0.4228571428571429,0.42962962962962964,-0.10983874027698731,-0.11714285714285716,753.0,27.482857142857142,35.037142857142854,0.49269588313413015,-2.146746347941567,-5.858967937772718
putz_follow,0,5,Validation,81,0.10756972111553785,0.5679012345679012,7.3580246913580245,9.75,0.3425528926239086,0.5925925925925926,0.5862068965517241,0.07520535143377105,0.0679012345679012,753.0,28.753086419753085,20.660493827160494,0.49269588313413015,-2.146746347941567,9.504771039299591
putz_fade,0,5,Validation,81,0.10756972111553785,0.43209876543209874,-7.3580246913580245,-9.75,-0.3425528926239086,0.4074074074074074,0.41379310344827586,-0.06059711770203141,-0.06790123456790126,753.0,20.660493827160494,28.753086419753085,0.49269588313413015,-2.146746347941567,-5.211278343416458
UNCOND_LONG,0,10,Validation,753,1.0,0.5112881806108898,-1.5879814077025232,1.0,-0.015440150058267252,0.4953519256308101,0.5,0.0,0.011288180610889764,,,,,,
gex_follow,0,10,Validation,635,0.8432934926958832,0.5574803149606299,3.7818897637795277,5.0,0.12143948646588394,0.5464566929133858,0.5321428571428571,0.04619213434974012,0.057480314960629886,753.0,36.33346456692913,32.43188976377953,0.5112881806108898,-1.5879814077025232,5.369871171482051
gex_fade,0,10,Validation,635,0.8432934926958832,0.4409448818897638,-3.7818897637795277,-5.0,-0.12143948646588394,0.45354330708661417,0.46785714285714286,-0.07034329872112599,-0.05905511811023623,753.0,32.43188976377953,36.33346456692913,0.5112881806108898,-1.5879814077025232,-2.1939083560770047
pc_follow,0,10,Validation,175,0.23240371845949534,0.6114285714285714,11.964285714285714,11.5,0.41254134924250896,0.6171428571428571,0.569620253164557,0.10014039081768167,0.11142857142857143,753.0,46.644285714285715,35.205714285714286,0.5112881806108898,-1.5879814077025232,13.552267121988237
pc_fade,0,10,Validation,175,0.23240371845949534,0.38285714285714284,-11.964285714285714,-11.5,-0.41254134924250896,0.38285714285714284,0.43037974683544306,-0.12843103775374692,-0.11714285714285716,753.0,35.205714285714286,46.644285714285715,0.5112881806108898,-1.5879814077025232,-10.37630430658319
putz_follow,0,10,Validation,81,0.10756972111553785,0.6049382716049383,3.802469135802469,7.75,0.1710105659960216,0.6172839506172839,0.5774647887323944,0.09365009099404853,0.1049382716049383,753.0,36.117283950617285,28.098765432098766,0.5112881806108898,-1.5879814077025232,5.3904505435049925
putz_fade,0,10,Validation,81,0.10756972111553785,0.3950617283950617,-3.802469135802469,-7.75,-0.1710105659960216,0.38271604938271603,0.4225352112676056,-0.11622645221582806,-0.1049382716049383,753.0,28.098765432098766,36.117283950617285,0.5112881806108898,-1.5879814077025232,-2.2144877280999458
UNCOND_LONG,0,15,Validation,753,1.0,0.5033200531208499,-1.4136786188579018,0.5,-0.016973095922455578,0.5112881806108898,0.5028409090909091,0.0,0.0033200531208499307,,,,,,
gex_follow,0,15,Validation,635,0.8432934926958832,0.5196850393700787,3.056692913385827,3.0,0.08557353389908905,0.5385826771653544,0.5329949238578681,0.016364986249228775,0.019685039370078705,753.0,43.07244094488189,38.38464566929134,0.5033200531208499,-1.4136786188579018,4.470371532243728
gex_fade,0,15,Validation,635,0.8432934926958832,0.47874015748031495,-3.056692913385827,-3.0,-0.08557353389908905,0.46141732283464565,0.467005076142132,-0.024579895640534977,-0.021259842519685046,753.0,38.38464566929134,43.07244094488189,0.5033200531208499,-1.4136786188579018,-1.6430142945279251
pc_follow,0,15,Validation,175,0.23240371845949534,0.5542857142857143,8.187142857142858,5.75,0.2861570805489317,0.6,0.5602409638554217,0.05096566116486434,0.05428571428571427,753.0,54.70285714285714,41.495714285714286,0.5033200531208499,-1.4136786188579018,9.60082147600076
pc_fade,0,15,Validation,175,0.23240371845949534,0.44571428571428573,-8.187142857142858,-5.75,-0.2861570805489317,0.4,0.4397590361445783,-0.0576057674065642,-0.05428571428571427,753.0,41.495714285714286,54.70285714285714,0.5033200531208499,-1.4136786188579018,-6.773464238284956
putz_follow,0,15,Validation,81,0.10756972111553785,0.5925925925925926,4.441358024691358,5.0,0.24451886472435463,0.5925925925925926,0.6,0.08927253947174263,0.09259259259259256,753.0,42.910493827160494,35.66358024691358,0.5033200531208499,-1.4136786188579018,5.85503664354926
putz_fade,0,15,Validation,81,0.10756972111553785,0.4074074074074074,-4.441358024691358,-5.0,-0.24451886472435463,0.4074074074074074,0.4,-0.09591264571344255,-0.09259259259259262,753.0,35.66358024691358,42.910493827160494,0.5033200531208499,-1.4136786188579018,-3.0276794058334566
UNCOND_LONG,0,30,Validation,753,1.0,0.49800796812749004,-1.8927622841965472,0.0,-0.030732838064455634,0.48339973439575035,0.4993141289437586,0.0,-0.0019920318725099584,,,,,,
gex_follow,0,30,Validation,635,0.8432934926958832,0.5165354330708661,2.2330708661417322,3.5,0.06082673611260541,0.521259842519685,0.5390879478827362,0.018527464943376093,0.016535433070866135,753.0,56.06181102362205,52.33149606299212,0.49800796812749004,-1.8927622841965472,4.12583315033828
gex_fade,0,30,Validation,635,0.8432934926958832,0.48031496062992124,-2.2330708661417322,-3.5,-0.06082673611260541,0.47716535433070867,0.4609120521172638,-0.017693007497568802,-0.01968503937007876,753.0,52.33149606299212,56.06181102362205,0.49800796812749004,-1.8927622841965472,-0.340308581945185
pc_follow,0,30,Validation,175,0.23240371845949534,0.52,4.7,4.0,0.19185072566681596,0.5314285714285715,0.5647058823529412,0.021992031872509976,0.020000000000000018,753.0,67.61714285714285,57.93714285714286,0.49800796812749004,-1.8927622841965472,6.592762284196548
pc_fade,0,30,Validation,175,0.23240371845949534,0.48,-4.7,-4.0,-0.19185072566681596,0.4685714285714286,0.43529411764705883,-0.01800796812749006,-0.020000000000000018,753.0,57.93714285714286,67.61714285714285,0.49800796812749004,-1.8927622841965472,-2.8072377158034527
putz_follow,0,30,Validation,81,0.10756972111553785,0.5555555555555556,4.657407407407407,5.75,0.2921369557471348,0.5679012345679012,0.5844155844155844,0.05754758742806554,0.05555555555555558,753.0,58.635802469135804,49.376543209876544,0.49800796812749004,-1.8927622841965472,6.550169691603955
putz_fade,0,30,Validation,81,0.10756972111553785,0.4444444444444444,-4.657407407407407,-5.75,-0.2921369557471348,0.43209876543209874,0.4155844155844156,-0.05356352368304562,-0.05555555555555558,753.0,49.376543209876544,58.635802469135804,0.49800796812749004,-1.8927622841965472,-2.76464512321086
UNCOND_LONG,0,45,Validation,753,1.0,0.4900398406374502,-2.638114209827357,-1.25,-0.07045405710641477,0.4754316069057105,0.49727520435967304,0.0,-0.009960159362549792,,,,,,
gex_follow,0,45,Validation,635,0.8432934926958832,0.5307086614173229,1.9728346456692913,4.5,0.043313805375213454,0.5275590551181102,0.5395799676898223,0.04066882077987266,0.03070866141732287,753.0,66.66968503937008,61.65944881889764,0.4900398406374502,-2.638114209827357,4.610948855496648
gex_fade,0,45,Validation,635,0.8432934926958832,0.46614173228346456,-1.9728346456692913,-4.5,-0.043313805375213454,0.47086614173228347,0.4604200323101777,-0.023898108353985648,-0.03385826771653544,753.0,61.65944881889764,66.66968503937008,0.4900398406374502,-2.638114209827357,0.6652795641580658
pc_follow,0,45,Validation,175,0.23240371845949534,0.5085714285714286,2.95,2.25,0.13039866966601216,0.5371428571428571,0.5614035087719298,0.018531587933978355,0.008571428571428563,753.0,77.90428571428572,67.84285714285714,0.4900398406374502,-2.638114209827357,5.588114209827357
pc_fade,0,45,Validation,175,0.23240371845949534,0.49142857142857144,-2.95,-2.25,-0.13039866966601216,0.46285714285714286,0.43859649122807015,0.0013887307911212288,-0.008571428571428563,753.0,67.84285714285714,77.90428571428572,0.4900398406374502,-2.638114209827357,-0.31188579017264306
putz_follow,0,45,Validation,81,0.10756972111553785,0.5308641975308642,5.037037037037037,3.0,0.2881206466479127,0.5555555555555556,0.5844155844155844,0.040824356893414016,0.030864197530864224,753.0,66.53703703703704,58.98148148148148,0.4900398406374502,-2.638114209827357,7.675151246864394
putz_fade,0,45,Validation,81,0.10756972111553785,0.4691358024691358,-5.037037037037037,-3.0,-0.2881206466479127,0.4444444444444444,0.4155844155844156,-0.02090403816831443,-0.030864197530864224,753.0,58.98148148148148,66.53703703703704,0.4900398406374502,-2.638114209827357,-2.39892282720968
UNCOND_LONG,0,60,Validation,753,1.0,0.4953519256308101,-2.5919654714475433,-1.0,-0.08800207327233502,0.48871181938911024,0.49795918367346936,0.0,-0.004648074369189903,,,,,,
gex_follow,0,60,Validation,635,0.8432934926958832,0.5118110236220472,1.4814960629921259,1.5,0.027721874778890297,0.5244094488188976,0.5403225806451613,0.016459097991237126,0.011811023622047223,753.0,72.86102362204724,68.62165354330709,0.4953519256308101,-2.5919654714475433,4.073461534439669
gex_fade,0,60,Validation,635,0.8432934926958832,0.48661417322834644,-1.4814960629921259,-1.5,-0.027721874778890297,0.4755905511811024,0.4596774193548387,-0.008737752402463661,-0.013385826771653564,753.0,68.62165354330709,72.86102362204724,0.4953519256308101,-2.5919654714475433,1.1104694084554174
pc_follow,0,60,Validation,175,0.23240371845949534,0.49714285714285716,2.087142857142857,0.0,0.11100300837702873,0.5257142857142857,0.5614035087719298,0.001790931512047067,-0.002857142857142836,753.0,84.67,76.38142857142857,0.4953519256308101,-2.5919654714475433,4.6791083285904005
pc_fade,0,60,Validation,175,0.23240371845949534,0.49714285714285716,-2.087142857142857,0.0,-0.11100300837702873,0.4742857142857143,0.43859649122807015,0.001790931512047067,-0.002857142857142836,753.0,76.38142857142857,84.67,0.4953519256308101,-2.5919654714475433,0.5048226143046861
putz_follow,0,60,Validation,81,0.10756972111553785,0.5802469135802469,11.898148148148149,12.0,0.5814921220949659,0.5308641975308642,0.5844155844155844,0.08489498794943684,0.08024691358024694,753.0,74.29629629629629,64.12345679012346,0.4953519256308101,-2.5919654714475433,14.490113619595693
putz_fade,0,60,Validation,81,0.10756972111553785,0.41975308641975306,-11.898148148148149,-12.0,-0.5814921220949659,0.4691358024691358,0.4155844155844156,-0.07559883921105703,-0.08024691358024694,753.0,64.12345679012346,74.29629629629629,0.4953519256308101,-2.5919654714475433,-9.306182676700605
UNCOND_LONG,0,5,OOS,400,1.0,0.49,1.92125,-1.875,0.01580596837740474,0.475,0.48863636363636365,0.0,-0.010000000000000009,,,,,,
gex_follow,0,5,OOS,375,0.9375,0.5173333333333333,-3.005333333333333,2.5,-0.047823407489582144,0.49066666666666664,0.45267489711934156,0.02733333333333332,0.01733333333333331,400.0,36.873333333333335,39.25266666666667,0.49,1.92125,-4.926583333333333
gex_fade,0,5,OOS,375,0.9375,0.4826666666666667,3.005333333333333,-2.5,0.047823407489582144,0.5066666666666667,0.5473251028806584,-0.007333333333333303,-0.01733333333333331,400.0,39.25266666666667,36.873333333333335,0.49,1.92125,1.0840833333333333
UNCOND_LONG,0,10,OOS,400,1.0,0.475,-0.13,-4.75,-0.009608623443132118,0.4775,0.47865853658536583,0.0,-0.025000000000000022,,,,,,
gex_follow,0,10,OOS,375,0.9375,0.48533333333333334,-1.8973333333333333,-2.0,-0.04913768287425002,0.5066666666666667,0.4788273615635179,0.010333333333333361,-0.014666666666666661,400.0,48.966,51.92666666666667,0.475,-0.13,-1.7673333333333332
gex_fade,0,10,OOS,375,0.9375,0.5146666666666667,1.8973333333333333,2.0,0.04913768287425002,0.49333333333333335,0.5211726384364821,0.03966666666666674,0.014666666666666717,400.0,51.92666666666667,48.966,0.475,-0.13,2.0273333333333334
UNCOND_LONG,0,15,OOS,400,1.0,0.5075,1.201875,1.75,0.012806515635027736,0.475,0.480225988700565,0.0,0.007499999999999951,,,,,,
gex_follow,0,15,OOS,375,0.9375,0.456,-4.882,-5.25,-0.12159177785548304,0.4666666666666667,0.46987951807228917,-0.051499999999999935,-0.043999999999999984,400.0,58.556,61.687333333333335,0.5075,1.201875,-6.083875
gex_fade,0,15,OOS,375,0.9375,0.544,4.882,5.25,0.12159177785548304,0.5333333333333333,0.5301204819277109,0.03650000000000009,0.04400000000000004,400.0,61.687333333333335,58.556,0.5075,1.201875,3.6801249999999994
UNCOND_LONG,0,30,OOS,400,1.0,0.5425,1.82125,5.25,0.009432554162398823,0.515,0.4779220779220779,0.0,0.04249999999999998,,,,,,
gex_follow,0,30,OOS,375,0.9375,0.456,-7.825333333333333,-9.25,-0.21420483944486607,0.432,0.4709141274238227,-0.08649999999999997,-0.043999999999999984,400.0,80.22533333333334,86.67133333333334,0.5425,1.82125,-9.646583333333332
gex_fade,0,30,OOS,375,0.9375,0.544,7.825333333333333,9.25,0.21420483944486607,0.56,0.5290858725761773,0.0015000000000000568,0.04400000000000004,400.0,86.67133333333334,80.22533333333334,0.5425,1.82125,6.004083333333333
UNCOND_LONG,0,45,OOS,400,1.0,0.5275,4.405,6.875,0.08883514114828465,0.5125,0.4731457800511509,0.0,0.02749999999999997,,,,,,
gex_follow,0,45,OOS,375,0.9375,0.47733333333333333,-5.585333333333334,-4.0,-0.1768638547236136,0.448,0.4713896457765668,-0.05016666666666664,-0.02266666666666667,400.0,92.892,100.41333333333333,0.5275,4.405,-9.990333333333334
gex_fade,0,45,OOS,375,0.9375,0.5226666666666666,5.585333333333334,4.0,0.1768638547236136,0.552,0.5286103542234333,-0.004833333333333356,0.022666666666666613,400.0,100.41333333333333,92.892,0.5275,4.405,1.1803333333333335
UNCOND_LONG,0,60,OOS,400,1.0,0.535,3.304375,13.25,0.04465183700026647,0.5075,0.4719387755102041,0.0,0.03500000000000003,,,,,,
gex_follow,0,60,OOS,375,0.9375,0.4613333333333333,-5.672,-12.5,-0.16873563766880387,0.448,0.47282608695652173,-0.07366666666666671,-0.03866666666666668,400.0,103.50933333333333,109.968,0.535,3.304375,-8.976374999999999
gex_fade,0,60,OOS,375,0.9375,0.5386666666666666,5.672,12.5,0.16873563766880387,0.552,0.5271739130434783,0.003666666666666596,0.03866666666666663,400.0,109.968,103.50933333333333,0.535,3.304375,2.367625
UNCOND_LONG,15,5,IS,2350,1.0,0.4765957446808511,-0.9134042553191489,-0.25,-0.09047920092526299,0.4825531914893617,0.4875066454013822,0.0,-0.023404255319148914,,,,,,
gex_follow,15,5,IS,782,0.33276595744680854,0.5115089514066496,0.5073529411764706,0.25,0.05832190183175363,0.5332480818414322,0.5283333333333333,0.03491320672579856,0.011508951406649648,2350.0,11.038363171355499,10.697890025575447,0.4765957446808511,-0.9134042553191489,1.4207571964956194
gex_fade,15,5,IS,782,0.33276595744680854,0.479539641943734,-0.5073529411764706,-0.25,-0.05832190183175363,0.4616368286445013,0.4716666666666667,0.0029438972628829108,-0.020460358056266004,2350.0,10.697890025575447,11.038363171355499,0.4765957446808511,-0.9134042553191489,0.40605131414267837
pc_follow,15,5,IS,460,0.19574468085106383,0.4826086956521739,0.11847826086956521,-0.25,-0.035627743424563034,0.5043478260869565,0.4888268156424581,0.006012950971322817,-0.017391304347826098,2350.0,9.694021739130434,9.523369565217392,0.4765957446808511,-0.9134042553191489,1.0318825161887142
