mechanism,T_offset,horizon,split,n,rate,win,mean,median,mean_z,mfe_gt_mae,p_hit_plus_first,delta_win_vs_unc,delta_win_vs_50,n_base,mean_mfe,mean_mae,unc_win,unc_mean,delta_mean_vs_unc
putz_follow,45,15,Validation,81,0.10756972111553785,0.6049382716049383,6.817901234567901,7.0,0.2921039177794475,0.5679012345679012,0.4936708860759494,0.07505779351728892,0.1049382716049383,753.0,32.19753086419753,27.15740740740741,0.5298804780876494,0.044820717131474105,6.773080517436427
putz_fade,45,15,Validation,81,0.10756972111553785,0.38271604938271603,-6.817901234567901,-7.0,-0.2921039177794475,0.43209876543209874,0.5063291139240507,-0.14716442870493335,-0.11728395061728397,753.0,27.15740740740741,32.19753086419753,0.5298804780876494,0.044820717131474105,-6.862721951699375
UNCOND_LONG,45,30,Validation,753,1.0,0.5112881806108898,-0.5312084993359893,1.75,-0.06523183826722803,0.5033200531208499,0.4946524064171123,0.0,0.011288180610889764,,,,,,
gex_follow,45,30,Validation,635,0.8432934926958832,0.49921259842519683,-0.5570866141732284,0.0,0.0014983586852810103,0.4818897637795276,0.5079365079365079,-0.012075582185692935,-0.0007874015748031704,753.0,40.89724409448819,42.631889763779526,0.5112881806108898,-0.5312084993359893,-0.025878114837239008
gex_fade,45,30,Validation,635,0.8432934926958832,0.49763779527559054,0.5570866141732284,0.0,-0.0014983586852810103,0.5149606299212598,0.49206349206349204,-0.01365038533529922,-0.0023622047244094557,753.0,42.631889763779526,40.89724409448819,0.5112881806108898,-0.5312084993359893,1.0882951135092176
pc_follow,45,30,Validation,175,0.23240371845949534,0.49714285714285716,-2.837142857142857,0.0,-0.0807827376740567,0.49142857142857144,0.5144508670520231,-0.0141453234680326,-0.002857142857142836,753.0,45.91571428571429,49.44428571428571,0.5112881806108898,-0.5312084993359893,-2.305934357806868
pc_fade,45,30,Validation,175,0.23240371845949534,0.49714285714285716,2.837142857142857,0.0,0.0807827376740567,0.5085714285714286,0.48554913294797686,-0.0141453234680326,-0.002857142857142836,753.0,49.44428571428571,45.91571428571429,0.5112881806108898,-0.5312084993359893,3.3683513564788465
putz_follow,45,30,Validation,81,0.10756972111553785,0.5061728395061729,8.003086419753087,1.5,0.41102821750576696,0.5185185185185185,0.5,-0.005115341104716897,0.006172839506172867,753.0,44.25617283950617,36.45987654320987,0.5112881806108898,-0.5312084993359893,8.534294919089076
putz_fade,45,30,Validation,81,0.10756972111553785,0.48148148148148145,-8.003086419753087,-1.5,-0.41102821750576696,0.48148148148148145,0.5,-0.02980669912940831,-0.018518518518518545,753.0,36.45987654320987,44.25617283950617,0.5112881806108898,-0.5312084993359893,-7.471877920417098
UNCOND_LONG,45,45,Validation,753,1.0,0.5086321381142098,-2.2158034528552455,1.5,-0.19874072412185084,0.49800796812749004,0.4946524064171123,0.0,0.00863213811420982,,,,,,
gex_follow,45,45,Validation,635,0.8432934926958832,0.5007874015748032,-0.8677165354330708,0.75,0.043293625898627335,0.47086614173228347,0.5079365079365079,-0.00784473653940665,0.0007874015748031704,753.0,48.343307086614175,50.04803149606299,0.5086321381142098,-2.2158034528552455,1.3480869174221746
gex_fade,45,45,Validation,635,0.8432934926958832,0.49921259842519683,0.8677165354330708,-0.75,-0.043293625898627335,0.5291338582677165,0.49206349206349204,-0.00941953968901299,-0.0007874015748031704,753.0,50.04803149606299,48.343307086614175,0.5086321381142098,-2.2158034528552455,3.0835199882883164
pc_follow,45,45,Validation,175,0.23240371845949534,0.4742857142857143,-3.6542857142857144,-6.0,-0.06533099300733633,0.4342857142857143,0.5144508670520231,-0.03434642382849551,-0.02571428571428569,753.0,52.64714285714286,58.544285714285714,0.5086321381142098,-2.2158034528552455,-1.4384822614304689
pc_fade,45,45,Validation,175,0.23240371845949534,0.5257142857142857,3.6542857142857144,6.0,0.06533099300733633,0.5657142857142857,0.48554913294797686,0.01708214760007587,0.02571428571428569,753.0,58.544285714285714,52.64714285714286,0.5086321381142098,-2.2158034528552455,5.87008916714096
putz_follow,45,45,Validation,81,0.10756972111553785,0.5185185185185185,8.92283950617284,1.5,0.5025571385537264,0.5185185185185185,0.5,0.00988638040430867,0.01851851851851849,753.0,52.72222222222222,42.30246913580247,0.5086321381142098,-2.2158034528552455,11.138642959028086
putz_fade,45,45,Validation,81,0.10756972111553785,0.48148148148148145,-8.92283950617284,-1.5,-0.5025571385537264,0.48148148148148145,0.5,-0.027150656632728365,-0.018518518518518545,753.0,42.30246913580247,52.72222222222222,0.5086321381142098,-2.2158034528552455,-6.707036053317594
UNCOND_LONG,45,60,Validation,753,1.0,0.5219123505976095,-0.8944223107569721,3.25,-0.13613195303670356,0.50199203187251,0.4946524064171123,0.0,0.021912350597609542,,,,,,
gex_follow,45,60,Validation,635,0.8432934926958832,0.49291338582677163,-2.690157480314961,-0.5,-0.08527269072406866,0.47244094488188976,0.5079365079365079,-0.02899896477083791,-0.007086614173228367,753.0,53.672047244094486,56.89212598425197,0.5219123505976095,-0.8944223107569721,-1.7957351695579886
gex_fade,45,60,Validation,635,0.8432934926958832,0.5055118110236221,2.690157480314961,0.5,0.08527269072406866,0.525984251968504,0.49206349206349204,-0.01640053957398746,0.005511811023622082,753.0,56.89212598425197,53.672047244094486,0.5219123505976095,-0.8944223107569721,3.584579791071933
pc_follow,45,60,Validation,175,0.23240371845949534,0.4857142857142857,-7.257142857142857,-2.0,-0.27409439742969116,0.44,0.5144508670520231,-0.03619806488332383,-0.01428571428571429,753.0,58.044285714285714,67.12714285714286,0.5219123505976095,-0.8944223107569721,-6.362720546385885
pc_fade,45,60,Validation,175,0.23240371845949534,0.5085714285714286,7.257142857142857,2.0,0.27409439742969116,0.5542857142857143,0.48554913294797686,-0.013340922026180979,0.008571428571428563,753.0,67.12714285714286,58.044285714285714,0.5219123505976095,-0.8944223107569721,8.151565167899829
putz_follow,45,60,Validation,81,0.10756972111553785,0.5432098765432098,12.682098765432098,7.0,0.7874754311795296,0.5185185185185185,0.5,0.021297525945600304,0.043209876543209846,753.0,57.33641975308642,46.99074074074074,0.5219123505976095,-0.8944223107569721,13.57652107618907
putz_fade,45,60,Validation,81,0.10756972111553785,0.4567901234567901,-12.682098765432098,-7.0,-0.7874754311795296,0.48148148148148145,0.5,-0.06512222714081944,-0.0432098765432099,753.0,46.99074074074074,57.33641975308642,0.5219123505976095,-0.8944223107569721,-11.787676454675125
UNCOND_LONG,45,5,OOS,400,1.0,0.545,-0.4325,2.875,0.017876432059581875,0.485,0.46688741721854304,0.0,0.04500000000000004,,,,,,
gex_follow,45,5,OOS,375,0.9375,0.4613333333333333,1.0033333333333334,-3.0,0.011898941098913478,0.49866666666666665,0.4876325088339223,-0.08366666666666672,-0.03866666666666668,400.0,26.857333333333333,24.86466666666667,0.545,-0.4325,1.4358333333333335
gex_fade,45,5,OOS,375,0.9375,0.536,-1.0033333333333334,3.0,-0.011898941098913478,0.49866666666666665,0.5123674911660777,-0.009000000000000008,0.03600000000000003,400.0,24.86466666666667,26.857333333333333,0.545,-0.4325,-0.5708333333333334
UNCOND_LONG,45,10,OOS,400,1.0,0.5475,1.06125,4.75,0.05697081829302519,0.5125,0.4909560723514212,0.0,0.04749999999999999,,,,,,
gex_follow,45,10,OOS,375,0.9375,0.456,-1.6006666666666667,-3.75,-0.10338510806445604,0.4693333333333333,0.47790055248618785,-0.09149999999999997,-0.043999999999999984,400.0,37.63333333333333,38.04666666666667,0.5475,1.06125,-2.6619166666666665
gex_fade,45,10,OOS,375,0.9375,0.544,1.6006666666666667,3.75,0.10338510806445604,0.528,0.5220994475138122,-0.0034999999999999476,0.04400000000000004,400.0,38.04666666666667,37.63333333333333,0.5475,1.06125,0.5394166666666667
UNCOND_LONG,45,15,OOS,400,1.0,0.5175,-1.09875,3.25,-0.01991680553743618,0.51,0.4962025316455696,0.0,0.01749999999999996,,,,,,
gex_follow,45,15,OOS,375,0.9375,0.49333333333333335,-0.10666666666666667,0.0,-0.055854481176959285,0.4746666666666667,0.47297297297297297,-0.024166666666666614,-0.006666666666666654,400.0,45.443333333333335,45.052,0.5175,-1.09875,0.9920833333333332
gex_fade,45,15,OOS,375,0.9375,0.49866666666666665,0.10666666666666667,0.0,0.055854481176959285,0.5253333333333333,0.527027027027027,-0.018833333333333313,-0.001333333333333353,400.0,45.052,45.443333333333335,0.5175,-1.09875,1.2054166666666666
UNCOND_LONG,45,30,OOS,400,1.0,0.5325,-1.04875,3.875,0.006668638641845614,0.4975,0.494949494949495,0.0,0.03249999999999997,,,,,,
gex_follow,45,30,OOS,375,0.9375,0.5093333333333333,1.892,1.5,-0.01385941060236913,0.496,0.4743935309973046,-0.02316666666666667,0.009333333333333305,400.0,62.09733333333333,58.732,0.5325,-1.04875,2.94075
gex_fade,45,30,OOS,375,0.9375,0.49066666666666664,-1.892,-1.5,0.01385941060236913,0.5013333333333333,0.5256064690026954,-0.041833333333333333,-0.00933333333333336,400.0,58.732,62.09733333333333,0.5325,-1.04875,-0.8432499999999998
UNCOND_LONG,45,45,OOS,400,1.0,0.53,-1.928125,6.25,-0.06986941320936327,0.485,0.494949494949495,0.0,0.030000000000000027,,,,,,
gex_follow,45,45,OOS,375,0.9375,0.48,0.8293333333333334,-1.75,-0.035108550706190976,0.512,0.4743935309973046,-0.050000000000000044,-0.020000000000000018,400.0,75.66333333333333,68.63,0.53,-1.928125,2.7574583333333336
gex_fade,45,45,OOS,375,0.9375,0.52,-0.8293333333333334,1.75,0.035108550706190976,0.48533333333333334,0.5256064690026954,-0.010000000000000009,0.020000000000000018,400.0,68.63,75.66333333333333,0.53,-1.928125,1.0987916666666666
UNCOND_LONG,45,60,OOS,400,1.0,0.5525,-2.41,12.875,-0.049477090962636,0.4925,0.494949494949495,0.0,0.05249999999999999,,,,,,
gex_follow,45,60,OOS,375,0.9375,0.4693333333333333,1.0786666666666667,-8.25,-0.0594591749374663,0.5146666666666667,0.4743935309973046,-0.08316666666666667,-0.030666666666666675,400.0,83.58533333333334,76.132,0.5525,-2.41,3.488666666666667
gex_fade,45,60,OOS,375,0.9375,0.5306666666666666,-1.0786666666666667,8.25,0.0594591749374663,0.4826666666666667,0.5256064690026954,-0.02183333333333337,0.03066666666666662,400.0,76.132,83.58533333333334,0.5525,-2.41,1.3313333333333335
UNCOND_LONG,60,5,IS,2352,1.0,0.49787414965986393,-0.14965986394557823,0.0,0.008419677683037599,0.5085034013605442,0.5082051282051282,0.0,-0.0021258503401360707,,,,,,
gex_follow,60,5,IS,784,0.3333333333333333,0.514030612244898,0.6820790816326531,0.375,0.030778278066045436,0.5,0.48619631901840493,0.01615646258503406,0.014030612244897989,2352.0,8.794323979591837,8.237563775510203,0.49787414965986393,-0.14965986394557823,0.8317389455782314
gex_fade,60,5,IS,784,0.3333333333333333,0.45918367346938777,-0.6820790816326531,-0.375,-0.030778278066045436,0.49107142857142855,0.5138036809815951,-0.038690476190476164,-0.040816326530612235,2352.0,8.237563775510203,8.794323979591837,0.49787414965986393,-0.14965986394557823,-0.5324192176870748
pc_follow,60,5,IS,462,0.19642857142857142,0.49783549783549785,-0.5752164502164502,0.0,-0.03643909262392648,0.49567099567099565,0.4666666666666667,-3.865182436607606e-05,-0.0021645021645021467,2352.0,7.234848484848484,7.929112554112554,0.49787414965986393,-0.14965986394557823,-0.42555658627087195
pc_fade,60,5,IS,462,0.19642857142857142,0.47835497835497837,0.5752164502164502,0.0,0.03643909262392648,0.49134199134199136,0.5333333333333333,-0.019519171304885563,-0.021645021645021634,2352.0,7.929112554112554,7.234848484848484,0.49787414965986393,-0.14965986394557823,0.7248763141620285
putz_follow,60,5,IS,270,0.11479591836734694,0.4148148148148148,-1.9092592592592592,-1.0,-0.24714150472110769,0.43333333333333335,0.42857142857142855,-0.08305933484504913,-0.0851851851851852,2352.0,5.1342592592592595,7.037037037037037,0.49787414965986393,-0.14965986394557823,-1.759599395313681
putz_fade,60,5,IS,270,0.11479591836734694,0.5592592592592592,1.9092592592592592,1.0,0.24714150472110769,0.5592592592592592,0.5714285714285714,0.061385109599395304,0.059259259259259234,2352.0,7.037037037037037,5.1342592592592595,0.49787414965986393,-0.14965986394557823,2.0589191232048374
UNCOND_LONG,60,10,IS,2352,1.0,0.5072278911564626,-0.2919855442176871,0.25,0.01493006094676758,0.4953231292517007,0.5088183421516755,0.0,0.007227891156462607,,,,,,
gex_follow,60,10,IS,784,0.3333333333333333,0.5089285714285714,0.5089285714285714,0.5,0.0020807467594157235,0.5063775510204082,0.48148148148148145,0.00170068027210879,0.008928571428571397,2352.0,12.34343112244898,11.536670918367347,0.5072278911564626,-0.2919855442176871,0.8009141156462585
gex_fade,60,10,IS,784,0.3333333333333333,0.48214285714285715,-0.5089285714285714,-0.5,-0.0020807467594157235,0.47831632653061223,0.5185185185185185,-0.025085034013605456,-0.01785714285714285,2352.0,11.536670918367347,12.34343112244898,0.5072278911564626,-0.2919855442176871,-0.21694302721088432
pc_follow,60,10,IS,462,0.19642857142857142,0.5043290043290043,-0.9886363636363636,0.25,0.0026777005655179327,0.487012987012987,0.4711111111111111,-0.0028988868274583135,0.0043290043290042934,2352.0,9.842532467532468,11.445887445887445,0.5072278911564626,-0.2919855442176871,-0.6966508194186766
pc_fade,60,10,IS,462,0.19642857142857142,0.4805194805194805,0.9886363636363636,-0.25,-0.0026777005655179327,0.5021645021645021,0.5288888888888889,-0.026708410636982094,-0.019480519480519487,2352.0,11.445887445887445,9.842532467532468,0.5072278911564626,-0.2919855442176871,1.2806219078540506
putz_follow,60,10,IS,270,0.11479591836734694,0.4444444444444444,-1.9416666666666667,-0.75,-0.19764109918744083,0.4444444444444444,0.4461538461538462,-0.06278344671201819,-0.05555555555555558,2352.0,7.377777777777778,9.942592592592593,0.5072278911564626,-0.2919855442176871,-1.6496811224489796
putz_fade,60,10,IS,270,0.11479591836734694,0.5481481481481482,1.9416666666666667,0.75,0.19764109918744083,0.5370370370370371,0.5538461538461539,0.040920256991685555,0.04814814814814816,2352.0,9.942592592592593,7.377777777777778,0.5072278911564626,-0.2919855442176871,2.2336522108843537
UNCOND_LONG,60,15,IS,2352,1.0,0.5136054421768708,-0.3101615646258503,0.25,0.03404671467668689,0.4991496598639456,0.508182601205857,0.0,0.013605442176870763,,,,,,
gex_follow,60,15,IS,784,0.3333333333333333,0.49362244897959184,0.19642857142857142,0.0,-0.007714447137286669,0.514030612244898,0.4805699481865285,-0.01998299319727892,-0.0063775510204081565,2352.0,14.833864795918368,14.198022959183673,0.5136054421768708,-0.3101615646258503,0.5065901360544217
gex_fade,60,15,IS,784,0.3333333333333333,0.49362244897959184,-0.19642857142857142,0.0,0.007714447137286669,0.47959183673469385,0.5194300518134715,-0.01998299319727892,-0.0063775510204081565,2352.0,14.198022959183673,14.833864795918368,0.5136054421768708,-0.3101615646258503,0.11373299319727889
pc_follow,60,15,IS,462,0.19642857142857142,0.5043290043290043,-1.8511904761904763,0.25,-0.029158013362012885,0.49134199134199136,0.47921225382932164,-0.00927643784786647,0.0043290043290042934,2352.0,11.564935064935066,14.097943722943723,0.5136054421768708,-0.3101615646258503,-1.5410289115646258
pc_fade,60,15,IS,462,0.19642857142857142,0.48917748917748916,1.8511904761904763,-0.25,0.029158013362012885,0.5021645021645021,0.5207877461706784,-0.024427952999381608,-0.010822510822510845,2352.0,14.097943722943723,11.564935064935066,0.5136054421768708,-0.3101615646258503,2.1613520408163267
putz_follow,60,15,IS,270,0.11479591836734694,0.45925925925925926,-1.4564814814814815,-1.0,-0.1890006542559407,0.43333333333333335,0.4490566037735849,-0.05434618291761151,-0.040740740740740744,2352.0,9.423148148148147,11.856481481481481,0.5136054421768708,-0.3101615646258503,-1.146319916855631
putz_fade,60,15,IS,270,0.11479591836734694,0.5370370370370371,1.4564814814814815,1.0,0.1890006542559407,0.5444444444444444,0.5509433962264151,0.023431594860166327,0.03703703703703709,2352.0,11.856481481481481,9.423148148148147,0.5136054421768708,-0.3101615646258503,1.766643046107332
UNCOND_LONG,60,30,IS,2352,1.0,0.5102040816326531,-0.6680484693877551,0.5,-0.07534961366437609,0.4961734693877551,0.507950150408251,0.0,0.010204081632653073,,,,,,
gex_follow,60,30,IS,784,0.3333333333333333,0.5089285714285714,-0.01211734693877551,0.5,0.005792766137607452,0.4961734693877551,0.4792746113989637,-0.0012755102040816757,0.008928571428571397,2352.0,20.2828443877551,19.271045918367346,0.5102040816326531,-0.6680484693877551,0.6559311224489796
gex_fade,60,30,IS,784,0.3333333333333333,0.48214285714285715,0.01211734693877551,-0.5,-0.005792766137607452,0.4987244897959184,0.5207253886010362,-0.028061224489795922,-0.01785714285714285,2352.0,19.271045918367346,20.2828443877551,0.5102040816326531,-0.6680484693877551,0.6801658163265306
pc_follow,60,30,IS,462,0.19642857142857142,0.512987012987013,-2.154220779220779,0.5,-0.11889960993551137,0.47619047619047616,0.477124183006536,0.002782931354359919,0.012987012987012991,2352.0,16.06331168831169,19.244588744588743,0.5102040816326531,-0.6680484693877551,-1.486172309833024
pc_fade,60,30,IS,462,0.19642857142857142,0.4696969696969697,2.154220779220779,-0.5,0.11889960993551137,0.5216450216450217,0.5228758169934641,-0.04050711193568335,-0.030303030303030276,2352.0,19.244588744588743,16.06331168831169,0.5102040816326531,-0.6680484693877551,2.822269248608534
putz_follow,60,30,IS,270,0.11479591836734694,0.42592592592592593,-3.625,-1.25,-0.557657783373563,0.4074074074074074,0.449438202247191,-0.08427815570672714,-0.07407407407407407,2352.0,13.346296296296297,17.825,0.5102040816326531,-0.6680484693877551,-2.956951530612245
putz_fade,60,30,IS,270,0.11479591836734694,0.5592592592592592,3.625,1.25,0.557657783373563,0.5888888888888889,0.550561797752809,0.04905517762660616,0.059259259259259234,2352.0,17.825,13.346296296296297,0.5102040816326531,-0.6680484693877551,4.293048469387755
UNCOND_LONG,60,45,IS,2352,1.0,0.5314625850340136,-0.22002551020408162,1.0,0.019199089638662042,0.5034013605442177,0.5079638398622471,0.0,0.03146258503401356,,,,,,
gex_follow,60,45,IS,784,0.3333333333333333,0.5051020408163265,0.09502551020408163,0.25,0.04683947574694567,0.5025510204081632,0.4785992217898833,-0.026360544217687076,0.005102040816326481,2352.0,24.51530612244898,23.352359693877553,0.5314625850340136,-0.22002551020408162,0.31505102040816324
gex_fade,60,45,IS,784,0.3333333333333333,0.49107142857142855,-0.09502551020408163,-0.25,-0.04683947574694567,0.4897959183673469,0.5214007782101168,-0.04039115646258501,-0.008928571428571452,2352.0,23.352359693877553,24.51530612244898,0.5314625850340136,-0.22002551020408162,0.12499999999999999
pc_follow,60,45,IS,462,0.19642857142857142,0.5281385281385281,-2.4642857142857144,1.0,-0.054931328492594966,0.49134199134199136,0.477124183006536,-0.0033240568954854277,0.02813852813852813,2352.0,19.849025974025974,23.535714285714285,0.5314625850340136,-0.22002551020408162,-2.2442602040816326
pc_fade,60,45,IS,462,0.19642857142857142,0.4653679653679654,2.4642857142857144,-1.0,0.054931328492594966,0.49783549783549785,0.5228758169934641,-0.06609461966604818,-0.034632034632034625,2352.0,23.535714285714285,19.849025974025974,0.5314625850340136,-0.22002551020408162,2.684311224489796
putz_follow,60,45,IS,270,0.11479591836734694,0.42962962962962964,-4.242592592592593,-1.75,-0.5608262325833079,0.4185185185185185,0.449438202247191,-0.10183295540438392,-0.07037037037037036,2352.0,15.981481481481481,21.118518518518517,0.5314625850340136,-0.22002551020408162,-4.022567082388512
putz_fade,60,45,IS,270,0.11479591836734694,0.5666666666666667,4.242592592592593,1.75,0.5608262325833079,0.5777777777777777,0.550561797752809,0.035204081632653095,0.06666666666666665,2352.0,21.118518518518517,15.981481481481481,0.5314625850340136,-0.22002551020408162,4.462618102796674
UNCOND_LONG,60,60,IS,2352,1.0,0.5412414965986394,0.00233843537414966,1.5,0.07299607536335713,0.5123299319727891,0.5077519379844961,0.0,0.041241496598639404,,,,,,
gex_follow,60,60,IS,784,0.3333333333333333,0.4770408163265306,-0.28603316326530615,-1.0,-0.051536777399976946,0.5025510204081632,0.4785992217898833,-0.06420068027210879,-0.022959183673469385,2352.0,27.788903061224488,26.70344387755102,0.5412414965986394,0.00233843537414966,-0.28837159863945583
gex_fade,60,60,IS,784,0.3333333333333333,0.5229591836734694,0.28603316326530615,1.0,0.051536777399976946,0.49362244897959184,0.5214007782101168,-0.01828231292517002,0.022959183673469385,2352.0,26.70344387755102,27.788903061224488,0.5412414965986394,0.00233843537414966,0.28369472789115646
pc_follow,60,60,IS,462,0.19642857142857142,0.49567099567099565,-2.800324675324675,0.0,-0.16332127526416607,0.49134199134199136,0.477124183006536,-0.04557050092764375,-0.004329004329004349,2352.0,22.682900432900432,27.033549783549784,0.5412414965986394,0.00233843537414966,-2.8026631106988247
pc_fade,60,60,IS,462,0.19642857142857142,0.49783549783549785,2.800324675324675,0.0,0.16332127526416607,0.5064935064935064,0.5228758169934641,-0.04340599876314155,-0.0021645021645021467,2352.0,27.033549783549784,22.682900432900432,0.5412414965986394,0.00233843537414966,2.7979862399505255
putz_follow,60,60,IS,270,0.11479591836734694,0.5037037037037037,-3.6175925925925925,0.25,-0.3483621414368714,0.44814814814814813,0.449438202247191,-0.03753779289493575,0.0037037037037036535,2352.0,17.61574074074074,23.956481481481482,0.5412414965986394,0.00233843537414966,-3.619931027966742
putz_fade,60,60,IS,270,0.11479591836734694,0.4925925925925926,3.6175925925925925,-0.25,0.3483621414368714,0.5481481481481482,0.550561797752809,-0.04864890400604682,-0.007407407407407418,2352.0,23.956481481481482,17.61574074074074,0.5412414965986394,0.00233843537414966,3.615254157218443
UNCOND_LONG,60,5,Validation,753,1.0,0.50066401062417,-0.6915670650730412,0.25,-0.040802575414979746,0.5046480743691899,0.5128617363344051,0.0,0.0006640106241699861,,,,,,
gex_follow,60,5,Validation,635,0.8432934926958832,0.49763779527559054,-0.7448818897637796,0.0,-0.04272530136930607,0.49921259842519683,0.49423076923076925,-0.003026215348579442,-0.0023622047244094557,753.0,16.118503937007873,17.137007874015747,0.50066401062417,-0.6915670650730412,-0.05331482469073834
gex_fade,60,5,Validation,635,0.8432934926958832,0.49763779527559054,0.7448818897637796,0.0,0.04272530136930607,0.49921259842519683,0.5057692307692307,-0.003026215348579442,-0.0023622047244094557,753.0,17.137007874015747,16.118503937007873,0.50066401062417,-0.6915670650730412,1.4364489548368207
pc_follow,60,5,Validation,175,0.23240371845949534,0.46285714285714286,-1.8657142857142857,-1.25,-0.09021018353796807,0.4685714285714286,0.45652173913043476,-0.03780686776702713,-0.037142857142857144,753.0,17.404285714285713,20.675714285714285,0.50066401062417,-0.6915670650730412,-1.1741472206412444
pc_fade,60,5,Validation,175,0.23240371845949534,0.5314285714285715,1.8657142857142857,1.25,0.09021018353796807,0.5314285714285715,0.5434782608695652,0.030764560804401486,0.03142857142857147,753.0,20.675714285714285,17.404285714285713,0.50066401062417,-0.6915670650730412,2.557281350787327
putz_follow,60,5,Validation,81,0.10756972111553785,0.4691358024691358,-0.9783950617283951,-0.5,0.0034895710463017115,0.5308641975308642,0.5303030303030303,-0.03152820815503421,-0.030864197530864224,753.0,14.743827160493828,15.38888888888889,0.50066401062417,-0.6915670650730412,-0.28682799665535386
putz_fade,60,5,Validation,81,0.10756972111553785,0.5061728395061729,0.9783950617283951,0.5,-0.0034895710463017115,0.4691358024691358,0.4696969696969697,0.005508828882002881,0.006172839506172867,753.0,15.38888888888889,14.743827160493828,0.50066401062417,-0.6915670650730412,1.6699621268014364
UNCOND_LONG,60,10,Validation,753,1.0,0.5152722443559097,-1.199203187250996,1.0,-0.06806431577280551,0.4847277556440903,0.5136986301369864,0.0,0.015272244355909681,,,,,,
gex_follow,60,10,Validation,635,0.8432934926958832,0.5196850393700787,0.2929133858267717,1.0,0.01575794239821163,0.5228346456692914,0.5089430894308943,0.004412795014169024,0.019685039370078705,753.0,22.966141732283464,23.772834645669292,0.5152722443559097,-1.199203187250996,1.4921165730777677
gex_fade,60,10,Validation,635,0.8432934926958832,0.47716535433070867,-0.2929133858267717,-1.0,-0.01575794239821163,0.4755905511811024,0.49105691056910566,-0.03810689002520101,-0.02283464566929133,753.0,23.772834645669292,22.966141732283464,0.5152722443559097,-1.199203187250996,0.9062898014242244
pc_follow,60,10,Validation,175,0.23240371845949534,0.5085714285714286,0.6857142857142857,0.75,0.04417278315836577,0.5028571428571429,0.47953216374269003,-0.006700815784481118,0.008571428571428563,753.0,26.145714285714284,28.475714285714286,0.5152722443559097,-1.199203187250996,1.8849174729652818
pc_fade,60,10,Validation,175,0.23240371845949534,0.4857142857142857,-0.6857142857142857,-0.75,-0.04417278315836577,0.49714285714285716,0.52046783625731,-0.02955795864162397,-0.01428571428571429,753.0,28.475714285714286,26.145714285714284,0.5152722443559097,-1.199203187250996,0.5134889015367103
putz_follow,60,10,Validation,81,0.10756972111553785,0.4444444444444444,-2.0833333333333335,-2.25,-0.11676237746497371,0.4691358024691358,0.5384615384615384,-0.07082779991146526,-0.05555555555555558,753.0,20.515432098765434,22.685185185185187,0.5152722443559097,-1.199203187250996,-0.8841301460823374
putz_fade,60,10,Validation,81,0.10756972111553785,0.5555555555555556,2.0833333333333335,2.25,0.11676237746497371,0.5308641975308642,0.46153846153846156,0.0402833111996459,0.05555555555555558,753.0,22.685185185185187,20.515432098765434,0.5152722443559097,-1.199203187250996,3.2825365205843298
UNCOND_LONG,60,15,Validation,753,1.0,0.5285524568393094,-0.5859893758300133,2.25,-0.037046610599136214,0.48339973439575035,0.5106951871657754,0.0,0.028552456839309404,,,,,,
gex_follow,60,15,Validation,635,0.8432934926958832,0.49133858267716535,-0.0531496062992126,-0.5,-0.008316715175757189,0.5118110236220472,0.5063492063492063,-0.037213874162144056,-0.008661417322834652,753.0,27.925590551181102,28.31023622047244,0.5285524568393094,-0.5859893758300133,0.5328397695308007
gex_fade,60,15,Validation,635,0.8432934926958832,0.5070866141732283,0.0531496062992126,0.5,0.008316715175757189,0.48661417322834644,0.4936507936507937,-0.021465842666081092,0.007086614173228312,753.0,28.31023622047244,27.925590551181102,0.5285524568393094,-0.5859893758300133,0.6391389821292259
pc_follow,60,15,Validation,175,0.23240371845949534,0.4514285714285714,-1.95,-4.0,-0.05344766558642472,0.5028571428571429,0.4742857142857143,-0.077123885410738,-0.0485714285714286,753.0,31.33142857142857,33.621428571428574,0.5285524568393094,-0.5859893758300133,-1.3640106241699868
pc_fade,60,15,Validation,175,0.23240371845949534,0.5485714285714286,1.95,4.0,0.05344766558642472,0.49714285714285716,0.5257142857142857,0.020018971732119195,0.0485714285714286,753.0,33.621428571428574,31.33142857142857,0.5285524568393094,-0.5859893758300133,2.535989375830013
putz_follow,60,15,Validation,81,0.10756972111553785,0.5308641975308642,1.0987654320987654,1.0,0.1270127010805677,0.49382716049382713,0.5555555555555556,0.00231174069155482,0.030864197530864224,753.0,25.382716049382715,26.32716049382716,0.5285524568393094,-0.5859893758300133,1.6847548079287789
putz_fade,60,15,Validation,81,0.10756972111553785,0.4567901234567901,-1.0987654320987654,-1.0,-0.1270127010805677,0.5061728395061729,0.4444444444444444,-0.0717623333825193,-0.0432098765432099,753.0,26.32716049382716,25.382716049382715,0.5285524568393094,-0.5859893758300133,-0.5127760562687521
UNCOND_LONG,60,30,Validation,753,1.0,0.4900398406374502,-2.2705843293492696,-1.0,-0.17884977479593453,0.48871181938911024,0.5113788487282463,0.0,-0.009960159362549792,,,,,,
gex_follow,60,30,Validation,635,0.8432934926958832,0.49763779527559054,-0.3637795275590551,0.0,0.032898705578038506,0.510236220472441,0.5023847376788553,0.007597954638140336,-0.0023622047244094557,753.0,37.98425196850393,38.85944881889764,0.4900398406374502,-2.2705843293492696,1.9068048017902144
