session,entry_mode,horizon,split,regime,n,mean_resid,median_resid,p_struct,mean_pre_exc,mean_pre_psr,cover_tight,mean_net_tight,mean_netR_tight,p_net_pos_tight,breakeven_pts,cover_mid,mean_net_mid,mean_netR_mid,p_net_pos_mid,cover_wide,mean_net_wide,mean_netR_wide,p_net_pos_wide
NY_AM,next_open,15,Y2026,HIGH,234,87.70726495726495,76.0,0.8888888888888888,164.2061965811966,1.0922831783383944,1.0,87.20726495726495,174.4145299145299,1.0,2.0,1.0,86.70726495726495,86.70726495726495,1.0,1.0,85.70726495726495,42.85363247863248,1.0
NY_AM,next_open,15,Y2026,LOW,213,77.69366197183099,70.5,0.460093896713615,68.67957746478874,0.2279506376769905,1.0,77.19366197183099,154.38732394366198,1.0,2.0,1.0,76.69366197183099,76.69366197183099,1.0,1.0,75.69366197183099,37.846830985915496,1.0
NY_AM,next_open,15,Y2026,ALL,620,82.44193548387096,73.125,0.6983870967741935,116.64395161290322,0.6303322589399966,1.0,81.94193548387096,163.88387096774193,1.0,2.0,1.0,81.44193548387096,81.44193548387096,1.0,1.0,80.44193548387096,40.22096774193548,1.0
NY_AM,next_open,30,IS,HIGH,3280,20.20106707317073,13.25,0.9725609756097561,28.78330792682927,1.0168099049172403,1.0,19.70106707317073,39.40213414634146,1.0,2.0,1.0,19.20106707317073,19.20106707317073,1.0,0.999390243902439,18.20106707317073,9.100533536585365,0.9981707317073171
NY_AM,next_open,30,IS,LOW,3183,23.52851083883129,15.0,0.7298146402764687,16.210885956644674,0.25080323143136984,1.0,23.02851083883129,46.05702167766258,1.0,2.0,0.9993716619541313,22.52851083883129,22.52851083883129,0.998114985862394,0.9912032673578385,21.52851083883129,10.764255419415646,0.9890040841972981
NY_AM,next_open,30,IS,ALL,9645,22.07900466562986,14.0,0.8700881285640228,21.95611715914982,0.5798987021047635,1.0,21.57900466562986,43.15800933125972,1.0,2.0,0.9997926386728875,21.07900466562986,21.07900466562986,0.9993779160186625,0.9965785381026439,20.07900466562986,10.03950233281493,0.9951270088128564
NY_AM,next_open,30,Validation,HIGH,922,64.82836225596529,54.5,0.9663774403470716,91.74267895878525,0.9896847190762189,1.0,64.32836225596529,128.65672451193058,1.0,2.0,1.0,63.828362255965295,63.828362255965295,1.0,1.0,62.828362255965295,31.414181127982648,1.0
NY_AM,next_open,30,Validation,LOW,1180,63.047457627118646,54.25,0.7110169491525423,42.86398305084746,0.24865976299049206,1.0,62.547457627118646,125.09491525423729,1.0,2.0,1.0,62.047457627118646,62.047457627118646,1.0,1.0,61.047457627118646,30.523728813559323,1.0
NY_AM,next_open,30,Validation,ALL,3096,63.73812984496124,54.5,0.8569121447028424,63.064760981912144,0.5391164560201511,1.0,63.23812984496124,126.47625968992249,1.0,2.0,1.0,62.73812984496124,62.73812984496124,1.0,1.0,61.73812984496124,30.86906492248062,1.0
NY_AM,next_open,30,OOS,HIGH,580,98.38103448275862,77.625,0.9758620689655172,136.21508620689656,1.062945351374667,1.0,97.88103448275862,195.76206896551724,1.0,2.0,1.0,97.38103448275862,97.38103448275862,1.0,1.0,96.38103448275862,48.19051724137931,1.0
NY_AM,next_open,30,OOS,LOW,561,93.34714795008912,77.25,0.6934046345811051,63.88235294117647,0.24729322049190938,1.0,92.84714795008912,185.69429590017825,1.0,2.0,1.0,92.34714795008912,92.34714795008912,1.0,1.0,91.34714795008912,45.67357397504456,1.0
NY_AM,next_open,30,OOS,ALL,1648,94.10452063106796,77.25,0.8537621359223301,97.15260922330097,0.610549595066938,1.0,93.60452063106796,187.2090412621359,1.0,2.0,1.0,93.10452063106796,93.10452063106796,1.0,1.0,92.10452063106796,46.05226031553398,1.0
NY_AM,next_open,30,Y2025,HIGH,346,83.17124277456648,66.0,0.9710982658959537,117.28468208092485,1.0431041620408166,1.0,82.67124277456648,165.34248554913296,1.0,2.0,1.0,82.17124277456648,82.17124277456648,1.0,1.0,81.17124277456648,40.58562138728324,1.0
NY_AM,next_open,30,Y2025,LOW,348,86.57399425287356,69.0,0.6982758620689655,60.946120689655174,0.2591322151458683,1.0,86.07399425287356,172.14798850574712,1.0,2.0,1.0,85.57399425287356,85.57399425287356,1.0,1.0,84.57399425287356,42.28699712643678,1.0
NY_AM,next_open,30,Y2025,ALL,1028,82.58803501945525,66.625,0.8521400778210116,85.39713035019456,0.5986184164664552,1.0,82.08803501945525,164.1760700389105,1.0,2.0,1.0,81.58803501945525,81.58803501945525,1.0,1.0,80.58803501945525,40.294017509727624,1.0
NY_AM,next_open,30,Y2026,HIGH,234,120.8707264957265,100.5,0.9829059829059829,164.2061965811966,1.0922831783383944,1.0,120.3707264957265,240.741452991453,1.0,2.0,1.0,119.8707264957265,119.8707264957265,1.0,1.0,118.8707264957265,59.43536324786325,1.0
NY_AM,next_open,30,Y2026,LOW,213,104.4131455399061,89.5,0.6854460093896714,68.67957746478874,0.2279506376769905,1.0,103.9131455399061,207.8262910798122,1.0,2.0,1.0,103.4131455399061,103.4131455399061,1.0,1.0,102.4131455399061,51.20657276995305,1.0
NY_AM,next_open,30,Y2026,ALL,620,113.19959677419355,94.5,0.8564516129032258,116.64395161290322,0.6303322589399966,1.0,112.69959677419355,225.3991935483871,1.0,2.0,1.0,112.19959677419355,112.19959677419355,1.0,1.0,111.19959677419355,55.599798387096776,1.0
NY_AM,next_open,45,IS,HIGH,3280,24.279954268292684,15.75,0.9853658536585366,28.78330792682927,1.0168099049172403,1.0,23.779954268292684,47.55990853658537,1.0,2.0,1.0,23.279954268292684,23.279954268292684,1.0,1.0,22.279954268292684,11.139977134146342,0.9996951219512196
NY_AM,next_open,45,IS,LOW,3183,28.007540056550425,17.5,0.8259503612943764,16.210885956644674,0.25080323143136984,1.0,27.507540056550425,55.01508011310085,1.0,2.0,0.9996858309770656,27.007540056550425,27.007540056550425,0.9996858309770656,0.9952874646559849,26.007540056550425,13.003770028275213,0.9943449575871819
NY_AM,next_open,45,IS,ALL,9645,26.29442716433385,16.5,0.9216174183514775,21.95611715914982,0.5798987021047635,1.0,25.79442716433385,51.5888543286677,1.0,2.0,0.9998963193364437,25.29442716433385,25.29442716433385,0.9998963193364437,0.9983411093831001,24.29442716433385,12.147213582166925,0.9978227060653189
NY_AM,next_open,45,Validation,HIGH,922,76.70688720173536,66.5,0.9859002169197397,91.74267895878525,0.9896847190762189,1.0,76.20688720173536,152.4137744034707,1.0,2.0,1.0,75.70688720173536,75.70688720173536,1.0,1.0,74.70688720173536,37.35344360086768,1.0
NY_AM,next_open,45,Validation,LOW,1180,74.60868644067797,63.75,0.8194915254237288,42.86398305084746,0.24865976299049206,1.0,74.10868644067797,148.21737288135594,1.0,2.0,1.0,73.60868644067797,73.60868644067797,1.0,1.0,72.60868644067797,36.304343220338986,1.0
NY_AM,next_open,45,Validation,ALL,3096,75.53254198966408,64.75,0.916343669250646,63.064760981912144,0.5391164560201511,1.0,75.03254198966408,150.06508397932816,1.0,2.0,1.0,74.53254198966408,74.53254198966408,1.0,1.0,73.53254198966408,36.76627099483204,1.0
NY_AM,next_open,45,OOS,HIGH,580,113.67112068965517,91.0,0.9879310344827587,136.21508620689656,1.062945351374667,1.0,113.17112068965517,226.34224137931034,1.0,2.0,1.0,112.67112068965517,112.67112068965517,1.0,1.0,111.67112068965517,55.835560344827584,1.0
NY_AM,next_open,45,OOS,LOW,561,110.12254901960785,90.0,0.7896613190730838,63.88235294117647,0.24729322049190938,1.0,109.62254901960785,219.2450980392157,1.0,2.0,1.0,109.12254901960785,109.12254901960785,1.0,1.0,108.12254901960785,54.06127450980392,1.0
NY_AM,next_open,45,OOS,ALL,1648,110.21495752427184,90.625,0.9047330097087378,97.15260922330097,0.610549595066938,1.0,109.71495752427184,219.42991504854368,1.0,2.0,1.0,109.21495752427184,109.21495752427184,1.0,1.0,108.21495752427184,54.10747876213592,1.0
NY_AM,next_open,45,Y2025,HIGH,346,94.66329479768787,76.25,0.9826589595375722,117.28468208092485,1.0431041620408166,1.0,94.16329479768787,188.32658959537574,1.0,2.0,1.0,93.66329479768787,93.66329479768787,1.0,1.0,92.66329479768787,46.331647398843934,1.0
NY_AM,next_open,45,Y2025,LOW,348,102.59985632183908,80.375,0.7931034482758621,60.946120689655174,0.2591322151458683,1.0,102.09985632183908,204.19971264367817,1.0,2.0,1.0,101.59985632183908,101.59985632183908,1.0,1.0,100.59985632183908,50.29992816091954,1.0
NY_AM,next_open,45,Y2025,ALL,1028,96.43385214007782,78.25,0.9017509727626459,85.39713035019456,0.5986184164664552,1.0,95.93385214007782,191.86770428015564,1.0,2.0,1.0,95.43385214007782,95.43385214007782,1.0,1.0,94.43385214007782,47.21692607003891,1.0
NY_AM,next_open,45,Y2026,HIGH,234,141.7767094017094,123.5,0.9957264957264957,164.2061965811966,1.0922831783383944,1.0,141.2767094017094,282.5534188034188,1.0,2.0,1.0,140.7767094017094,140.7767094017094,1.0,1.0,139.7767094017094,69.8883547008547,1.0
NY_AM,next_open,45,Y2026,LOW,213,122.4131455399061,104.0,0.784037558685446,68.67957746478874,0.2279506376769905,1.0,121.9131455399061,243.8262910798122,1.0,2.0,1.0,121.4131455399061,121.4131455399061,1.0,1.0,120.4131455399061,60.20657276995305,1.0
NY_AM,next_open,45,Y2026,ALL,620,133.0649193548387,114.875,0.9096774193548387,116.64395161290322,0.6303322589399966,1.0,132.5649193548387,265.1298387096774,1.0,2.0,1.0,132.0649193548387,132.0649193548387,1.0,1.0,131.0649193548387,65.53245967741935,1.0
NY_AM,delay1,15,IS,HIGH,3280,14.721341463414634,9.75,0.885670731707317,28.78330792682927,1.0168099049172403,1.0,14.221341463414634,28.442682926829267,1.0,2.0,1.0,13.721341463414634,13.721341463414634,1.0,0.9905487804878049,12.721341463414634,6.360670731707317,0.9850609756097561
NY_AM,delay1,15,IS,LOW,3183,16.98334904178448,10.75,0.4957587181903864,16.210885956644674,0.25080323143136984,1.0,16.48334904178448,32.96669808356896,0.998114985862394,2.0,0.9937166195413132,15.98334904178448,15.98334904178448,0.9899465912661012,0.976751492302859,14.98334904178448,7.49167452089224,0.9651272384542884
NY_AM,delay1,15,IS,ALL,9645,15.992897874546397,10.25,0.7079315707620529,21.95611715914982,0.5798987021047635,1.0,15.492897874546397,30.985795749092794,0.9993779160186625,2.0,0.997926386728875,14.992897874546397,14.992897874546397,0.9966822187662001,0.9863141524105754,13.992897874546397,6.996448937273199,0.9784344219803007
NY_AM,delay1,15,Validation,HIGH,922,46.79907809110629,40.0,0.8872017353579176,91.74267895878525,0.9896847190762189,1.0,46.29907809110629,92.59815618221258,1.0,2.0,1.0,45.79907809110629,45.79907809110629,1.0,1.0,44.79907809110629,22.399539045553144,1.0
NY_AM,delay1,15,Validation,LOW,1180,46.66271186440678,40.25,0.5033898305084745,42.86398305084746,0.24865976299049206,1.0,46.16271186440678,92.32542372881356,1.0,2.0,1.0,45.66271186440678,45.66271186440678,1.0,1.0,44.66271186440678,22.33135593220339,1.0
NY_AM,delay1,15,Validation,ALL,3096,46.52761627906977,40.0,0.6960594315245479,63.064760981912144,0.5391164560201511,1.0,46.02761627906977,92.05523255813954,1.0,2.0,1.0,45.52761627906977,45.52761627906977,1.0,1.0,44.52761627906977,22.263808139534884,1.0
NY_AM,delay1,15,OOS,HIGH,580,72.88836206896552,57.25,0.9,136.21508620689656,1.062945351374667,1.0,72.38836206896552,144.77672413793104,1.0,2.0,1.0,71.88836206896552,71.88836206896552,1.0,1.0,70.88836206896552,35.44418103448276,1.0
NY_AM,delay1,15,OOS,LOW,561,67.75490196078431,57.75,0.47058823529411764,63.88235294117647,0.24729322049190938,1.0,67.25490196078431,134.50980392156862,1.0,2.0,1.0,66.75490196078431,66.75490196078431,1.0,1.0,65.75490196078431,32.877450980392155,1.0
NY_AM,delay1,15,OOS,ALL,1648,68.46419902912622,56.25,0.6966019417475728,97.15260922330097,0.610549595066938,1.0,67.96419902912622,135.92839805825244,1.0,2.0,1.0,67.46419902912622,67.46419902912622,1.0,1.0,66.46419902912622,33.23209951456311,1.0
NY_AM,delay1,15,Y2025,HIGH,346,62.225433526011564,47.125,0.9046242774566474,117.28468208092485,1.0431041620408166,1.0,61.725433526011564,123.45086705202313,1.0,2.0,1.0,61.225433526011564,61.225433526011564,1.0,1.0,60.225433526011564,30.112716763005782,1.0
NY_AM,delay1,15,Y2025,LOW,348,61.935344827586206,50.75,0.4942528735632184,60.946120689655174,0.2591322151458683,1.0,61.435344827586206,122.87068965517241,1.0,2.0,1.0,60.935344827586206,60.935344827586206,1.0,1.0,59.935344827586206,29.967672413793103,1.0
NY_AM,delay1,15,Y2025,ALL,1028,59.85578793774319,47.5,0.6955252918287937,85.39713035019456,0.5986184164664552,1.0,59.35578793774319,118.71157587548637,1.0,2.0,1.0,58.85578793774319,58.85578793774319,1.0,1.0,57.85578793774319,28.927893968871594,1.0
NY_AM,delay1,15,Y2026,HIGH,234,88.65491452991454,73.0,0.8931623931623932,164.2061965811966,1.0922831783383944,1.0,88.15491452991454,176.30982905982907,1.0,2.0,1.0,87.65491452991454,87.65491452991454,1.0,1.0,86.65491452991454,43.32745726495727,1.0
NY_AM,delay1,15,Y2026,LOW,213,77.26291079812206,66.25,0.431924882629108,68.67957746478874,0.2279506376769905,1.0,76.76291079812206,153.52582159624413,1.0,2.0,1.0,76.26291079812206,76.26291079812206,1.0,1.0,75.26291079812206,37.63145539906103,1.0
NY_AM,delay1,15,Y2026,ALL,620,82.7375,70.625,0.6983870967741935,116.64395161290322,0.6303322589399966,1.0,82.2375,164.475,1.0,2.0,1.0,81.7375,81.7375,1.0,1.0,80.7375,40.36875,1.0
NY_AM,delay1,30,IS,HIGH,3280,20.087728658536584,13.0,0.9670731707317073,28.78330792682927,1.0168099049172403,1.0,19.587728658536584,39.17545731707317,1.0,2.0,1.0,19.087728658536584,19.087728658536584,1.0,0.9984756097560976,18.087728658536584,9.043864329268292,0.9972560975609757
NY_AM,delay1,30,IS,LOW,3183,23.40771284951304,15.0,0.7188187244737669,16.210885956644674,0.25080323143136984,1.0,22.90771284951304,45.81542569902608,0.9996858309770656,2.0,0.9987433239082626,22.40771284951304,22.40771284951304,0.9968583097706566,0.9921457744266415,21.40771284951304,10.70385642475652,0.9880615771284952
NY_AM,delay1,30,IS,ALL,9645,21.947641264904096,14.0,0.8643856920684292,21.95611715914982,0.5798987021047635,1.0,21.447641264904096,42.89528252980819,0.9998963193364437,2.0,0.999585277345775,20.947641264904096,20.947641264904096,0.9989631933644375,0.9964748574390876,19.947641264904096,9.973820632452048,0.9942975635044065
NY_AM,delay1,30,Validation,HIGH,922,64.40265726681127,54.125,0.9620390455531453,91.74267895878525,0.9896847190762189,1.0,63.90265726681128,127.80531453362256,1.0,2.0,1.0,63.40265726681128,63.40265726681128,1.0,1.0,62.40265726681128,31.20132863340564,1.0
NY_AM,delay1,30,Validation,LOW,1180,62.72584745762712,54.25,0.7127118644067797,42.86398305084746,0.24865976299049206,1.0,62.22584745762712,124.45169491525424,1.0,2.0,1.0,61.72584745762712,61.72584745762712,1.0,1.0,60.72584745762712,30.36292372881356,1.0
NY_AM,delay1,30,Validation,ALL,3096,63.50234173126615,54.5,0.851421188630491,63.064760981912144,0.5391164560201511,1.0,63.00234173126615,126.0046834625323,1.0,2.0,1.0,62.50234173126615,62.50234173126615,1.0,1.0,61.50234173126615,30.751170865633075,1.0
NY_AM,delay1,30,OOS,HIGH,580,97.35560344827586,78.0,0.9810344827586207,136.21508620689656,1.062945351374667,1.0,96.85560344827586,193.71120689655172,1.0,2.0,1.0,96.35560344827586,96.35560344827586,1.0,1.0,95.35560344827586,47.67780172413793,1.0
NY_AM,delay1,30,OOS,LOW,561,91.8836898395722,76.75,0.6898395721925134,63.88235294117647,0.24729322049190938,1.0,91.3836898395722,182.7673796791444,1.0,2.0,1.0,90.8836898395722,90.8836898395722,1.0,1.0,89.8836898395722,44.9418449197861,1.0
NY_AM,delay1,30,OOS,ALL,1648,93.04277912621359,76.5,0.8537621359223301,97.15260922330097,0.610549595066938,1.0,92.54277912621359,185.08555825242718,1.0,2.0,1.0,92.04277912621359,92.04277912621359,1.0,1.0,91.04277912621359,45.521389563106794,1.0
NY_AM,delay1,30,Y2025,HIGH,346,82.38728323699422,64.875,0.976878612716763,117.28468208092485,1.0431041620408166,1.0,81.88728323699422,163.77456647398844,1.0,2.0,1.0,81.38728323699422,81.38728323699422,1.0,1.0,80.38728323699422,40.19364161849711,1.0
NY_AM,delay1,30,Y2025,LOW,348,84.96192528735632,67.875,0.7097701149425287,60.946120689655174,0.2591322151458683,1.0,84.46192528735632,168.92385057471265,1.0,2.0,1.0,83.96192528735632,83.96192528735632,1.0,1.0,82.96192528735632,41.48096264367816,1.0
NY_AM,delay1,30,Y2025,ALL,1028,81.80447470817121,65.125,0.8550583657587548,85.39713035019456,0.5986184164664552,1.0,81.30447470817121,162.60894941634243,1.0,2.0,1.0,80.80447470817121,80.80447470817121,1.0,1.0,79.80447470817121,39.90223735408561,1.0
NY_AM,delay1,30,Y2026,HIGH,234,119.48824786324786,103.5,0.9871794871794872,164.2061965811966,1.0922831783383944,1.0,118.98824786324786,237.97649572649573,1.0,2.0,1.0,118.48824786324786,118.48824786324786,1.0,1.0,117.48824786324786,58.74412393162393,1.0
NY_AM,delay1,30,Y2026,LOW,213,103.1924882629108,88.0,0.6572769953051644,68.67957746478874,0.2279506376769905,1.0,102.6924882629108,205.3849765258216,1.0,2.0,1.0,102.1924882629108,102.1924882629108,1.0,1.0,101.1924882629108,50.5962441314554,1.0
NY_AM,delay1,30,Y2026,ALL,620,111.6766129032258,92.75,0.8516129032258064,116.64395161290322,0.6303322589399966,1.0,111.1766129032258,222.3532258064516,1.0,2.0,1.0,110.6766129032258,110.6766129032258,1.0,1.0,109.6766129032258,54.8383064516129,1.0
NY_AM,delay1,45,IS,HIGH,3280,24.149314024390243,15.75,0.9841463414634146,28.78330792682927,1.0168099049172403,1.0,23.649314024390243,47.298628048780486,1.0,2.0,1.0,23.149314024390243,23.149314024390243,1.0,0.999390243902439,22.149314024390243,11.074657012195122,0.9990853658536586
NY_AM,delay1,45,IS,LOW,3183,27.916116870876532,17.5,0.8180961357210179,16.210885956644674,0.25080323143136984,1.0,27.416116870876532,54.832233741753065,0.9996858309770656,2.0,0.9996858309770656,26.916116870876532,26.916116870876532,0.9984291548853284,0.9946591266101162,25.916116870876532,12.958058435438266,0.9930882814954446
NY_AM,delay1,45,IS,ALL,9645,26.157361327112493,16.5,0.9190254017625713,21.95611715914982,0.5798987021047635,1.0,25.657361327112493,51.31472265422499,0.9998963193364437,2.0,0.9998963193364437,25.157361327112493,25.157361327112493,0.9994815966822188,0.9977190254017626,24.157361327112493,12.078680663556247,0.9968895800933126
NY_AM,delay1,45,Validation,HIGH,922,76.33215835140997,65.625,0.982646420824295,91.74267895878525,0.9896847190762189,1.0,75.83215835140997,151.66431670281995,1.0,2.0,1.0,75.33215835140997,75.33215835140997,1.0,1.0,74.33215835140997,37.166079175704986,1.0
NY_AM,delay1,45,Validation,LOW,1180,74.3125,64.75,0.8186440677966101,42.86398305084746,0.24865976299049206,1.0,73.8125,147.625,1.0,2.0,1.0,73.3125,73.3125,1.0,1.0,72.3125,36.15625,1.0
NY_AM,delay1,45,Validation,ALL,3096,75.25613695090439,64.75,0.91343669250646,63.064760981912144,0.5391164560201511,1.0,74.75613695090439,149.51227390180878,1.0,2.0,1.0,74.25613695090439,74.25613695090439,1.0,1.0,73.25613695090439,36.628068475452196,1.0
NY_AM,delay1,45,OOS,HIGH,580,112.55258620689655,90.625,0.9862068965517241,136.21508620689656,1.062945351374667,1.0,112.05258620689655,224.1051724137931,1.0,2.0,1.0,111.55258620689655,111.55258620689655,1.0,1.0,110.55258620689655,55.276293103448275,1.0
NY_AM,delay1,45,OOS,LOW,561,108.89795008912655,90.0,0.7771836007130125,63.88235294117647,0.24729322049190938,1.0,108.39795008912655,216.7959001782531,1.0,2.0,1.0,107.89795008912655,107.89795008912655,1.0,1.0,106.89795008912655,53.44897504456328,1.0
NY_AM,delay1,45,OOS,ALL,1648,109.1539745145631,90.25,0.9004854368932039,97.15260922330097,0.610549595066938,1.0,108.6539745145631,217.3079490291262,1.0,2.0,1.0,108.1539745145631,108.1539745145631,1.0,1.0,107.1539745145631,53.57698725728155,1.0
NY_AM,delay1,45,Y2025,HIGH,346,93.59754335260115,76.0,0.9797687861271677,117.28468208092485,1.0431041620408166,1.0,93.09754335260115,186.1950867052023,1.0,2.0,1.0,92.59754335260115,92.59754335260115,1.0,1.0,91.59754335260115,45.798771676300575,1.0
NY_AM,delay1,45,Y2025,LOW,348,101.63362068965517,81.25,0.7931034482758621,60.946120689655174,0.2591322151458683,1.0,101.13362068965517,202.26724137931035,1.0,2.0,1.0,100.63362068965517,100.63362068965517,1.0,1.0,99.63362068965517,49.81681034482759,1.0
NY_AM,delay1,45,Y2025,ALL,1028,95.78015564202335,77.625,0.8978599221789884,85.39713035019456,0.5986184164664552,1.0,95.28015564202335,190.5603112840467,1.0,2.0,1.0,94.78015564202335,94.78015564202335,1.0,1.0,93.78015564202335,46.89007782101167,1.0
NY_AM,delay1,45,Y2026,HIGH,234,140.5801282051282,123.0,0.9957264957264957,164.2061965811966,1.0922831783383944,1.0,140.0801282051282,280.1602564102564,1.0,2.0,1.0,139.5801282051282,139.5801282051282,1.0,1.0,138.5801282051282,69.2900641025641,1.0
NY_AM,delay1,45,Y2026,LOW,213,120.76643192488262,100.25,0.7511737089201878,68.67957746478874,0.2279506376769905,1.0,120.26643192488262,240.53286384976525,1.0,2.0,1.0,119.76643192488262,119.76643192488262,1.0,1.0,118.76643192488262,59.38321596244131,1.0
NY_AM,delay1,45,Y2026,ALL,620,131.32862903225808,115.75,0.9048387096774193,116.64395161290322,0.6303322589399966,1.0,130.82862903225808,261.65725806451616,1.0,2.0,1.0,130.32862903225808,130.32862903225808,1.0,1.0,129.32862903225808,64.66431451612904,1.0
ASIA,next_open,15,IS,HIGH,4196,7.498153002859866,4.0,0.17612011439466158,16.021866062917063,0.36319535284830706,0.9971401334604385,6.998153002859866,13.996306005719733,0.9818875119161106,2.0,0.9485224022878932,6.498153002859866,6.498153002859866,0.907769304099142,0.773117254528122,5.498153002859866,2.749076501429933,0.7342707340324118
ASIA,next_open,15,IS,LOW,4074,4.904209621993127,3.0,0.028964162984781543,4.730976926853216,0.06237151116408794,0.9965635738831615,4.404209621993127,8.808419243986254,0.9693176239567992,2.0,0.9108983799705449,3.904209621993127,3.904209621993127,0.8424153166421208,0.6632302405498282,2.904209621993127,1.4521048109965635,0.6129111438389789
ASIA,next_open,15,IS,ALL,12337,6.223230931344736,3.5,0.08705519980546324,9.772999918943016,0.18617247828744116,0.99732511955905,5.723230931344736,11.446461862689471,0.9756018480992138,2.0,0.9300478236200048,5.223230931344736,5.223230931344736,0.8744427332414687,0.7184890978357785,4.223230931344736,2.111615465672368,0.6744751560346924
ASIA,next_open,15,Validation,HIGH,1122,16.353163992869874,12.25,0.18092691622103388,43.376782531194294,0.4360918427650864,1.0,15.853163992869876,31.70632798573975,1.0,2.0,1.0,15.353163992869876,15.353163992869876,1.0,1.0,14.353163992869876,7.176581996434938,1.0
ASIA,next_open,15,Validation,LOW,2138,10.728718428437793,8.25,0.007951356407857811,11.721117867165574,0.06340610903769567,1.0,10.228718428437793,20.457436856875585,1.0,2.0,1.0,9.728718428437793,9.728718428437793,1.0,0.9962581852198317,8.728718428437793,4.364359214218896,0.9943872778297475
ASIA,next_open,15,Validation,ALL,4644,12.577250215331611,9.5,0.053402239448751075,21.86644056847545,0.17448681857484513,1.0,12.077250215331611,24.154500430663223,1.0,2.0,1.0,11.577250215331611,11.577250215331611,1.0,0.998062015503876,10.577250215331611,5.288625107665806,0.9959086993970715
ASIA,next_open,15,OOS,HIGH,1252,30.258985623003195,23.5,0.24281150159744408,64.22024760383387,0.42483027708665,1.0,29.758985623003195,59.51797124600639,1.0,2.0,1.0,29.258985623003195,29.258985623003195,1.0,1.0,28.258985623003195,14.129492811501597,1.0
ASIA,next_open,15,OOS,LOW,413,22.258474576271187,16.75,0.012106537530266344,23.463075060532688,0.07355942186028881,1.0,21.758474576271187,43.516949152542374,1.0,2.0,1.0,21.258474576271187,21.258474576271187,1.0,1.0,20.258474576271187,10.129237288135593,1.0
ASIA,next_open,15,OOS,ALL,2471,26.016086604613516,19.5,0.13557264265479563,46.31717927964387,0.2692782615025561,1.0,25.516086604613516,51.03217320922703,1.0,2.0,1.0,25.016086604613516,25.016086604613516,1.0,1.0,24.016086604613516,12.008043302306758,1.0
ASIA,next_open,15,Y2025,HIGH,697,24.15351506456241,18.0,0.21233859397417504,56.94512195121951,0.42195119683200516,1.0,23.65351506456241,47.30703012912482,1.0,2.0,1.0,23.15351506456241,23.15351506456241,1.0,1.0,22.15351506456241,11.076757532281205,1.0
ASIA,next_open,15,Y2025,LOW,282,19.81117021276596,15.875,0.010638297872340425,21.01241134751773,0.07165959605827052,1.0,19.31117021276596,38.62234042553192,1.0,2.0,1.0,18.81117021276596,18.81117021276596,1.0,1.0,17.81117021276596,8.90558510638298,1.0
ASIA,next_open,15,Y2025,ALL,1541,21.171317326411422,15.75,0.10772225827384815,39.5259571706684,0.25084129542406963,1.0,20.671317326411422,41.342634652822845,1.0,2.0,1.0,20.171317326411422,20.171317326411422,1.0,1.0,19.171317326411422,9.585658663205711,1.0
ASIA,next_open,15,Y2026,HIGH,555,37.92657657657658,30.75,0.2810810810810811,73.35675675675675,0.42844598688392466,1.0,37.42657657657658,74.85315315315316,1.0,2.0,1.0,36.92657657657658,36.92657657657658,1.0,1.0,35.92657657657658,17.96328828828829,1.0
ASIA,next_open,15,Y2026,LOW,131,27.52671755725191,20.0,0.015267175572519083,28.73854961832061,0.07764912320509157,1.0,27.02671755725191,54.05343511450382,1.0,2.0,1.0,26.52671755725191,26.52671755725191,1.0,1.0,25.52671755725191,12.763358778625955,1.0
ASIA,next_open,15,Y2026,ALL,930,34.04381720430108,27.5,0.1817204301075269,57.57016129032258,0.2998281160476611,1.0,33.54381720430108,67.08763440860216,1.0,2.0,1.0,33.04381720430108,33.04381720430108,1.0,1.0,32.04381720430108,16.02190860215054,1.0
ASIA,next_open,30,IS,HIGH,4196,10.439585319351764,5.75,0.3107721639656816,16.021866062917063,0.36319535284830706,0.9995233555767398,9.939585319351764,19.879170638703528,0.9969018112488084,2.0,0.9849857006673022,9.439585319351764,9.439585319351764,0.9640133460438512,0.8767874165872259,8.439585319351764,4.219792659675882,0.8467588179218303
ASIA,next_open,30,IS,LOW,4074,7.163352970054001,4.5,0.06406480117820323,4.730976926853216,0.06237151116408794,0.9997545409916544,6.663352970054001,13.326705940108003,0.9963181148748159,2.0,0.9803632793323515,6.163352970054001,6.163352970054001,0.9521354933726067,0.8284241531664213,5.163352970054001,2.5816764850270006,0.7889052528227786
ASIA,next_open,30,IS,ALL,12337,8.8070641160736,5.0,0.16754478398314016,9.772999918943016,0.18617247828744116,0.9997568290508227,8.3070641160736,16.6141282321472,0.9968387776606955,2.0,0.9831401475237092,7.8070641160736,7.8070641160736,0.9578503688092729,0.8509362081543325,6.8070641160736,3.4035320580368,0.8158385344897463
ASIA,next_open,30,Validation,HIGH,1122,23.008467023172905,16.75,0.26737967914438504,43.376782531194294,0.4360918427650864,1.0,22.508467023172905,45.01693404634581,1.0,2.0,1.0,22.008467023172905,22.008467023172905,1.0,1.0,21.008467023172905,10.504233511586452,1.0
ASIA,next_open,30,Validation,LOW,2138,15.462231057062676,12.0,0.021515434985968196,11.721117867165574,0.06340610903769567,1.0,14.962231057062676,29.92446211412535,1.0,2.0,1.0,14.462231057062676,14.462231057062676,1.0,1.0,13.462231057062676,6.731115528531338,1.0
