candidate,session_date,year,period,original_risk_points,risk_points,stop_dollars,exit_kind,net_points,net_dollars
hard_150_1r,2010-06-07,2010,Train,9.625,75.0,150.0,time,20.5,41.0
hard_150_2r,2010-06-07,2010,Train,9.625,75.0,150.0,time,20.5,41.0
hard_200_1p5r,2010-06-07,2010,Train,9.625,100.0,200.0,time,20.5,41.0
hard_200_2r,2010-06-07,2010,Train,9.625,100.0,200.0,time,20.5,41.0
skip_if_original_stop_over_200,2010-06-07,2010,Train,9.625,9.625,19.25,stop,-10.625,-21.25
hard_150_1r,2010-08-23,2010,Train,11.625,75.0,150.0,time,6.25,12.5
hard_150_2r,2010-08-23,2010,Train,11.625,75.0,150.0,time,6.25,12.5
hard_200_1p5r,2010-08-23,2010,Train,11.625,100.0,200.0,time,6.25,12.5
hard_200_2r,2010-08-23,2010,Train,11.625,100.0,200.0,time,6.25,12.5
skip_if_original_stop_over_200,2010-08-23,2010,Train,11.625,11.625,23.25,time,6.25,12.5
hard_150_1r,2010-09-27,2010,Train,4.5,75.0,150.0,time,0.0,0.0
hard_150_2r,2010-09-27,2010,Train,4.5,75.0,150.0,time,0.0,0.0
hard_200_1p5r,2010-09-27,2010,Train,4.5,100.0,200.0,time,0.0,0.0
hard_200_2r,2010-09-27,2010,Train,4.5,100.0,200.0,time,0.0,0.0
skip_if_original_stop_over_200,2010-09-27,2010,Train,4.5,4.5,9.0,stop,-5.5,-11.0
hard_150_1r,2010-11-01,2010,Train,7.75,75.0,150.0,time,5.25,10.5
hard_150_2r,2010-11-01,2010,Train,7.75,75.0,150.0,time,5.25,10.5
hard_200_1p5r,2010-11-01,2010,Train,7.75,100.0,200.0,time,5.25,10.5
hard_200_2r,2010-11-01,2010,Train,7.75,100.0,200.0,time,5.25,10.5
skip_if_original_stop_over_200,2010-11-01,2010,Train,7.75,7.75,15.5,target,14.5,29.0
hard_150_1r,2011-01-24,2011,Train,6.125,75.0,150.0,time,14.5,29.0
hard_150_2r,2011-01-24,2011,Train,6.125,75.0,150.0,time,14.5,29.0
hard_200_1p5r,2011-01-24,2011,Train,6.125,100.0,200.0,time,14.5,29.0
hard_200_2r,2011-01-24,2011,Train,6.125,100.0,200.0,time,14.5,29.0
skip_if_original_stop_over_200,2011-01-24,2011,Train,6.125,6.125,12.25,target,11.25,22.5
hard_150_1r,2011-02-28,2011,Train,4.5,75.0,150.0,time,3.0,6.0
hard_150_2r,2011-02-28,2011,Train,4.5,75.0,150.0,time,3.0,6.0
hard_200_1p5r,2011-02-28,2011,Train,4.5,100.0,200.0,time,3.0,6.0
hard_200_2r,2011-02-28,2011,Train,4.5,100.0,200.0,time,3.0,6.0
skip_if_original_stop_over_200,2011-02-28,2011,Train,4.5,4.5,9.0,target,8.0,16.0
hard_150_1r,2011-03-07,2011,Train,8.125,75.0,150.0,time,18.25,36.5
hard_150_2r,2011-03-07,2011,Train,8.125,75.0,150.0,time,18.25,36.5
hard_200_1p5r,2011-03-07,2011,Train,8.125,100.0,200.0,time,18.25,36.5
hard_200_2r,2011-03-07,2011,Train,8.125,100.0,200.0,time,18.25,36.5
skip_if_original_stop_over_200,2011-03-07,2011,Train,8.125,8.125,16.25,target,15.25,30.5
hard_150_1r,2011-03-14,2011,Train,9.0,75.0,150.0,time,-10.0,-20.0
hard_150_2r,2011-03-14,2011,Train,9.0,75.0,150.0,time,-10.0,-20.0
hard_200_1p5r,2011-03-14,2011,Train,9.0,100.0,200.0,time,-10.0,-20.0
hard_200_2r,2011-03-14,2011,Train,9.0,100.0,200.0,time,-10.0,-20.0
skip_if_original_stop_over_200,2011-03-14,2011,Train,9.0,9.0,18.0,stop,-10.0,-20.0
hard_150_1r,2011-03-25,2011,Train,4.0,75.0,150.0,time,-8.25,-16.5
hard_150_2r,2011-03-25,2011,Train,4.0,75.0,150.0,time,-8.25,-16.5
hard_200_1p5r,2011-03-25,2011,Train,4.0,100.0,200.0,time,-8.25,-16.5
hard_200_2r,2011-03-25,2011,Train,4.0,100.0,200.0,time,-8.25,-16.5
skip_if_original_stop_over_200,2011-03-25,2011,Train,4.0,4.0,8.0,target,7.0,14.0
hard_150_1r,2011-05-02,2011,Train,5.875,75.0,150.0,time,-13.75,-27.5
hard_150_2r,2011-05-02,2011,Train,5.875,75.0,150.0,time,-13.75,-27.5
hard_200_1p5r,2011-05-02,2011,Train,5.875,100.0,200.0,time,-13.75,-27.5
hard_200_2r,2011-05-02,2011,Train,5.875,100.0,200.0,time,-13.75,-27.5
skip_if_original_stop_over_200,2011-05-02,2011,Train,5.875,5.875,11.75,stop,-6.875,-13.75
hard_150_1r,2011-10-31,2011,Train,7.25,75.0,150.0,time,-14.5,-29.0
hard_150_2r,2011-10-31,2011,Train,7.25,75.0,150.0,time,-14.5,-29.0
hard_200_1p5r,2011-10-31,2011,Train,7.25,100.0,200.0,time,-14.5,-29.0
hard_200_2r,2011-10-31,2011,Train,7.25,100.0,200.0,time,-14.5,-29.0
skip_if_original_stop_over_200,2011-10-31,2011,Train,7.25,7.25,14.5,stop,-8.25,-16.5
hard_150_1r,2011-11-07,2011,Train,10.0,75.0,150.0,time,-27.75,-55.5
hard_150_2r,2011-11-07,2011,Train,10.0,75.0,150.0,time,-27.75,-55.5
hard_200_1p5r,2011-11-07,2011,Train,10.0,100.0,200.0,time,-27.75,-55.5
hard_200_2r,2011-11-07,2011,Train,10.0,100.0,200.0,time,-27.75,-55.5
skip_if_original_stop_over_200,2011-11-07,2011,Train,10.0,10.0,20.0,stop,-11.0,-22.0
hard_150_1r,2011-12-19,2011,Train,5.25,75.0,150.0,time,27.25,54.5
hard_150_2r,2011-12-19,2011,Train,5.25,75.0,150.0,time,27.25,54.5
hard_200_1p5r,2011-12-19,2011,Train,5.25,100.0,200.0,time,27.25,54.5
hard_200_2r,2011-12-19,2011,Train,5.25,100.0,200.0,time,27.25,54.5
skip_if_original_stop_over_200,2011-12-19,2011,Train,5.25,5.25,10.5,target,9.5,19.0
hard_150_1r,2012-01-09,2012,Train,5.875,75.0,150.0,time,-0.75,-1.5
hard_150_2r,2012-01-09,2012,Train,5.875,75.0,150.0,time,-0.75,-1.5
hard_200_1p5r,2012-01-09,2012,Train,5.875,100.0,200.0,time,-0.75,-1.5
hard_200_2r,2012-01-09,2012,Train,5.875,100.0,200.0,time,-0.75,-1.5
skip_if_original_stop_over_200,2012-01-09,2012,Train,5.875,5.875,11.75,stop,-6.875,-13.75
hard_150_1r,2012-01-30,2012,Train,6.75,75.0,150.0,time,13.0,26.0
hard_150_2r,2012-01-30,2012,Train,6.75,75.0,150.0,time,13.0,26.0
hard_200_1p5r,2012-01-30,2012,Train,6.75,100.0,200.0,time,13.0,26.0
hard_200_2r,2012-01-30,2012,Train,6.75,100.0,200.0,time,13.0,26.0
skip_if_original_stop_over_200,2012-01-30,2012,Train,6.75,6.75,13.5,target,12.5,25.0
hard_150_1r,2012-02-13,2012,Train,5.0,75.0,150.0,time,-12.0,-24.0
hard_150_2r,2012-02-13,2012,Train,5.0,75.0,150.0,time,-12.0,-24.0
hard_200_1p5r,2012-02-13,2012,Train,5.0,100.0,200.0,time,-12.0,-24.0
hard_200_2r,2012-02-13,2012,Train,5.0,100.0,200.0,time,-12.0,-24.0
skip_if_original_stop_over_200,2012-02-13,2012,Train,5.0,5.0,10.0,stop,-6.0,-12.0
hard_150_1r,2012-02-27,2012,Train,9.875,75.0,150.0,time,5.0,10.0
hard_150_2r,2012-02-27,2012,Train,9.875,75.0,150.0,time,5.0,10.0
hard_200_1p5r,2012-02-27,2012,Train,9.875,100.0,200.0,time,5.0,10.0
hard_200_2r,2012-02-27,2012,Train,9.875,100.0,200.0,time,5.0,10.0
skip_if_original_stop_over_200,2012-02-27,2012,Train,9.875,9.875,19.75,time,5.0,10.0
hard_150_1r,2012-03-05,2012,Train,8.125,75.0,150.0,time,9.75,19.5
hard_150_2r,2012-03-05,2012,Train,8.125,75.0,150.0,time,9.75,19.5
hard_200_1p5r,2012-03-05,2012,Train,8.125,100.0,200.0,time,9.75,19.5
hard_200_2r,2012-03-05,2012,Train,8.125,100.0,200.0,time,9.75,19.5
skip_if_original_stop_over_200,2012-03-05,2012,Train,8.125,8.125,16.25,target,15.25,30.5
hard_150_1r,2012-03-12,2012,Train,4.625,75.0,150.0,time,-6.25,-12.5
hard_150_2r,2012-03-12,2012,Train,4.625,75.0,150.0,time,-6.25,-12.5
hard_200_1p5r,2012-03-12,2012,Train,4.625,100.0,200.0,time,-6.25,-12.5
hard_200_2r,2012-03-12,2012,Train,4.625,100.0,200.0,time,-6.25,-12.5
skip_if_original_stop_over_200,2012-03-12,2012,Train,4.625,4.625,9.25,stop,-5.625,-11.25
hard_150_1r,2012-05-14,2012,Train,7.0,75.0,150.0,time,-15.5,-31.0
hard_150_2r,2012-05-14,2012,Train,7.0,75.0,150.0,time,-15.5,-31.0
hard_200_1p5r,2012-05-14,2012,Train,7.0,100.0,200.0,time,-15.5,-31.0
hard_200_2r,2012-05-14,2012,Train,7.0,100.0,200.0,time,-15.5,-31.0
skip_if_original_stop_over_200,2012-05-14,2012,Train,7.0,7.0,14.0,stop,-8.0,-16.0
hard_150_1r,2012-05-21,2012,Train,13.625,75.0,150.0,time,32.0,64.0
hard_150_2r,2012-05-21,2012,Train,13.625,75.0,150.0,time,32.0,64.0
hard_200_1p5r,2012-05-21,2012,Train,13.625,100.0,200.0,time,32.0,64.0
hard_200_2r,2012-05-21,2012,Train,13.625,100.0,200.0,time,32.0,64.0
skip_if_original_stop_over_200,2012-05-21,2012,Train,13.625,13.625,27.25,target,26.25,52.5
hard_150_1r,2012-06-18,2012,Train,16.625,75.0,150.0,time,0.5,1.0
hard_150_2r,2012-06-18,2012,Train,16.625,75.0,150.0,time,0.5,1.0
hard_200_1p5r,2012-06-18,2012,Train,16.625,100.0,200.0,time,0.5,1.0
hard_200_2r,2012-06-18,2012,Train,16.625,100.0,200.0,time,0.5,1.0
skip_if_original_stop_over_200,2012-06-18,2012,Train,16.625,16.625,33.25,time,0.5,1.0
hard_150_1r,2012-07-16,2012,Train,8.5,75.0,150.0,time,-11.5,-23.0
hard_150_2r,2012-07-16,2012,Train,8.5,75.0,150.0,time,-11.5,-23.0
hard_200_1p5r,2012-07-16,2012,Train,8.5,100.0,200.0,time,-11.5,-23.0
hard_200_2r,2012-07-16,2012,Train,8.5,100.0,200.0,time,-11.5,-23.0
skip_if_original_stop_over_200,2012-07-16,2012,Train,8.5,8.5,17.0,stop,-9.5,-19.0
hard_150_1r,2012-08-31,2012,Train,17.75,75.0,150.0,time,-11.0,-22.0
hard_150_2r,2012-08-31,2012,Train,17.75,75.0,150.0,time,-11.0,-22.0
hard_200_1p5r,2012-08-31,2012,Train,17.75,100.0,200.0,time,-11.0,-22.0
hard_200_2r,2012-08-31,2012,Train,17.75,100.0,200.0,time,-11.0,-22.0
skip_if_original_stop_over_200,2012-08-31,2012,Train,17.75,17.75,35.5,stop,-18.75,-37.5
hard_150_1r,2012-09-04,2012,Train,8.5,75.0,150.0,time,-19.75,-39.5
hard_150_2r,2012-09-04,2012,Train,8.5,75.0,150.0,time,-19.75,-39.5
hard_200_1p5r,2012-09-04,2012,Train,8.5,100.0,200.0,time,-19.75,-39.5
hard_200_2r,2012-09-04,2012,Train,8.5,100.0,200.0,time,-19.75,-39.5
skip_if_original_stop_over_200,2012-09-04,2012,Train,8.5,8.5,17.0,stop,-9.5,-19.0
hard_150_1r,2012-09-06,2012,Train,14.5,75.0,150.0,time,9.25,18.5
hard_150_2r,2012-09-06,2012,Train,14.5,75.0,150.0,time,9.25,18.5
hard_200_1p5r,2012-09-06,2012,Train,14.5,100.0,200.0,time,9.25,18.5
hard_200_2r,2012-09-06,2012,Train,14.5,100.0,200.0,time,9.25,18.5
skip_if_original_stop_over_200,2012-09-06,2012,Train,14.5,14.5,29.0,time,9.25,18.5
hard_150_1r,2012-09-12,2012,Train,7.75,75.0,150.0,time,-5.0,-10.0
hard_150_2r,2012-09-12,2012,Train,7.75,75.0,150.0,time,-5.0,-10.0
hard_200_1p5r,2012-09-12,2012,Train,7.75,100.0,200.0,time,-5.0,-10.0
hard_200_2r,2012-09-12,2012,Train,7.75,100.0,200.0,time,-5.0,-10.0
skip_if_original_stop_over_200,2012-09-12,2012,Train,7.75,7.75,15.5,stop,-8.75,-17.5
hard_150_1r,2012-09-19,2012,Train,5.25,75.0,150.0,time,-16.25,-32.5
hard_150_2r,2012-09-19,2012,Train,5.25,75.0,150.0,time,-16.25,-32.5
hard_200_1p5r,2012-09-19,2012,Train,5.25,100.0,200.0,time,-16.25,-32.5
hard_200_2r,2012-09-19,2012,Train,5.25,100.0,200.0,time,-16.25,-32.5
skip_if_original_stop_over_200,2012-09-19,2012,Train,5.25,5.25,10.5,stop,-6.25,-12.5
hard_150_1r,2012-09-26,2012,Train,13.75,75.0,150.0,time,-12.0,-24.0
hard_150_2r,2012-09-26,2012,Train,13.75,75.0,150.0,time,-12.0,-24.0
hard_200_1p5r,2012-09-26,2012,Train,13.75,100.0,200.0,time,-12.0,-24.0
hard_200_2r,2012-09-26,2012,Train,13.75,100.0,200.0,time,-12.0,-24.0
skip_if_original_stop_over_200,2012-09-26,2012,Train,13.75,13.75,27.5,stop,-14.75,-29.5
hard_150_1r,2012-10-03,2012,Train,8.625,75.0,150.0,time,-1.0,-2.0
hard_150_2r,2012-10-03,2012,Train,8.625,75.0,150.0,time,-1.0,-2.0
hard_200_1p5r,2012-10-03,2012,Train,8.625,100.0,200.0,time,-1.0,-2.0
hard_200_2r,2012-10-03,2012,Train,8.625,100.0,200.0,time,-1.0,-2.0
skip_if_original_stop_over_200,2012-10-03,2012,Train,8.625,8.625,17.25,stop,-9.625,-19.25
hard_150_1r,2012-10-16,2012,Train,6.875,75.0,150.0,time,19.75,39.5
hard_150_2r,2012-10-16,2012,Train,6.875,75.0,150.0,time,19.75,39.5
hard_200_1p5r,2012-10-16,2012,Train,6.875,100.0,200.0,time,19.75,39.5
hard_200_2r,2012-10-16,2012,Train,6.875,100.0,200.0,time,19.75,39.5
skip_if_original_stop_over_200,2012-10-16,2012,Train,6.875,6.875,13.75,target,12.75,25.5
hard_150_1r,2012-10-19,2012,Train,12.375,75.0,150.0,time,31.5,63.0
hard_150_2r,2012-10-19,2012,Train,12.375,75.0,150.0,time,31.5,63.0
hard_200_1p5r,2012-10-19,2012,Train,12.375,100.0,200.0,time,31.5,63.0
hard_200_2r,2012-10-19,2012,Train,12.375,100.0,200.0,time,31.5,63.0
skip_if_original_stop_over_200,2012-10-19,2012,Train,12.375,12.375,24.75,target,23.75,47.5
hard_150_1r,2012-10-23,2012,Train,7.625,75.0,150.0,time,-10.25,-20.5
hard_150_2r,2012-10-23,2012,Train,7.625,75.0,150.0,time,-10.25,-20.5
hard_200_1p5r,2012-10-23,2012,Train,7.625,100.0,200.0,time,-10.25,-20.5
hard_200_2r,2012-10-23,2012,Train,7.625,100.0,200.0,time,-10.25,-20.5
skip_if_original_stop_over_200,2012-10-23,2012,Train,7.625,7.625,15.25,stop,-8.625,-17.25
hard_150_1r,2012-10-26,2012,Train,10.125,75.0,150.0,time,-20.0,-40.0
hard_150_2r,2012-10-26,2012,Train,10.125,75.0,150.0,time,-20.0,-40.0
hard_200_1p5r,2012-10-26,2012,Train,10.125,100.0,200.0,time,-20.0,-40.0
hard_200_2r,2012-10-26,2012,Train,10.125,100.0,200.0,time,-20.0,-40.0
skip_if_original_stop_over_200,2012-10-26,2012,Train,10.125,10.125,20.25,stop,-11.125,-22.25
hard_150_1r,2012-10-31,2012,Train,9.0,75.0,150.0,time,-1.75,-3.5
hard_150_2r,2012-10-31,2012,Train,9.0,75.0,150.0,time,-1.75,-3.5
hard_200_1p5r,2012-10-31,2012,Train,9.0,100.0,200.0,time,-1.75,-3.5
hard_200_2r,2012-10-31,2012,Train,9.0,100.0,200.0,time,-1.75,-3.5
skip_if_original_stop_over_200,2012-10-31,2012,Train,9.0,9.0,18.0,stop,-10.0,-20.0
hard_150_1r,2012-11-07,2012,Train,12.5,75.0,150.0,time,-0.25,-0.5
hard_150_2r,2012-11-07,2012,Train,12.5,75.0,150.0,time,-0.25,-0.5
hard_200_1p5r,2012-11-07,2012,Train,12.5,100.0,200.0,time,-0.25,-0.5
hard_200_2r,2012-11-07,2012,Train,12.5,100.0,200.0,time,-0.25,-0.5
skip_if_original_stop_over_200,2012-11-07,2012,Train,12.5,12.5,25.0,time,-0.25,-0.5
hard_150_1r,2012-11-28,2012,Train,10.375,75.0,150.0,time,26.5,53.0
hard_150_2r,2012-11-28,2012,Train,10.375,75.0,150.0,time,26.5,53.0
hard_200_1p5r,2012-11-28,2012,Train,10.375,100.0,200.0,time,26.5,53.0
hard_200_2r,2012-11-28,2012,Train,10.375,100.0,200.0,time,26.5,53.0
skip_if_original_stop_over_200,2012-11-28,2012,Train,10.375,10.375,20.75,target,19.75,39.5
hard_150_1r,2012-12-03,2012,Train,6.0,75.0,150.0,time,5.25,10.5
hard_150_2r,2012-12-03,2012,Train,6.0,75.0,150.0,time,5.25,10.5
hard_200_1p5r,2012-12-03,2012,Train,6.0,100.0,200.0,time,5.25,10.5
hard_200_2r,2012-12-03,2012,Train,6.0,100.0,200.0,time,5.25,10.5
skip_if_original_stop_over_200,2012-12-03,2012,Train,6.0,6.0,12.0,stop,-7.0,-14.0
hard_150_1r,2012-12-05,2012,Train,12.875,75.0,150.0,time,-4.5,-9.0
hard_150_2r,2012-12-05,2012,Train,12.875,75.0,150.0,time,-4.5,-9.0
hard_200_1p5r,2012-12-05,2012,Train,12.875,100.0,200.0,time,-4.5,-9.0
hard_200_2r,2012-12-05,2012,Train,12.875,100.0,200.0,time,-4.5,-9.0
skip_if_original_stop_over_200,2012-12-05,2012,Train,12.875,12.875,25.75,stop,-13.875,-27.75
hard_150_1r,2012-12-07,2012,Train,12.625,75.0,150.0,time,-2.5,-5.0
hard_150_2r,2012-12-07,2012,Train,12.625,75.0,150.0,time,-2.5,-5.0
hard_200_1p5r,2012-12-07,2012,Train,12.625,100.0,200.0,time,-2.5,-5.0
hard_200_2r,2012-12-07,2012,Train,12.625,100.0,200.0,time,-2.5,-5.0
skip_if_original_stop_over_200,2012-12-07,2012,Train,12.625,12.625,25.25,time,-2.5,-5.0
hard_150_1r,2012-12-26,2012,Train,5.25,75.0,150.0,time,13.0,26.0
hard_150_2r,2012-12-26,2012,Train,5.25,75.0,150.0,time,13.0,26.0
hard_200_1p5r,2012-12-26,2012,Train,5.25,100.0,200.0,time,13.0,26.0
hard_200_2r,2012-12-26,2012,Train,5.25,100.0,200.0,time,13.0,26.0
skip_if_original_stop_over_200,2012-12-26,2012,Train,5.25,5.25,10.5,target,9.5,19.0
hard_150_1r,2012-12-28,2012,Train,6.125,75.0,150.0,time,-15.25,-30.5
hard_150_2r,2012-12-28,2012,Train,6.125,75.0,150.0,time,-15.25,-30.5
hard_200_1p5r,2012-12-28,2012,Train,6.125,100.0,200.0,time,-15.25,-30.5
hard_200_2r,2012-12-28,2012,Train,6.125,100.0,200.0,time,-15.25,-30.5
skip_if_original_stop_over_200,2012-12-28,2012,Train,6.125,6.125,12.25,stop,-7.125,-14.25
hard_150_1r,2013-01-08,2013,Train,8.625,75.0,150.0,time,-9.75,-19.5
hard_150_2r,2013-01-08,2013,Train,8.625,75.0,150.0,time,-9.75,-19.5
hard_200_1p5r,2013-01-08,2013,Train,8.625,100.0,200.0,time,-9.75,-19.5
hard_200_2r,2013-01-08,2013,Train,8.625,100.0,200.0,time,-9.75,-19.5
skip_if_original_stop_over_200,2013-01-08,2013,Train,8.625,8.625,17.25,stop,-9.625,-19.25
hard_150_1r,2013-01-10,2013,Train,7.5,75.0,150.0,time,-14.25,-28.5
hard_150_2r,2013-01-10,2013,Train,7.5,75.0,150.0,time,-14.25,-28.5
hard_200_1p5r,2013-01-10,2013,Train,7.5,100.0,200.0,time,-14.25,-28.5
hard_200_2r,2013-01-10,2013,Train,7.5,100.0,200.0,time,-14.25,-28.5
skip_if_original_stop_over_200,2013-01-10,2013,Train,7.5,7.5,15.0,stop,-8.5,-17.0
hard_150_1r,2013-01-18,2013,Train,5.375,75.0,150.0,time,-11.5,-23.0
hard_150_2r,2013-01-18,2013,Train,5.375,75.0,150.0,time,-11.5,-23.0
hard_200_1p5r,2013-01-18,2013,Train,5.375,100.0,200.0,time,-11.5,-23.0
hard_200_2r,2013-01-18,2013,Train,5.375,100.0,200.0,time,-11.5,-23.0
skip_if_original_stop_over_200,2013-01-18,2013,Train,5.375,5.375,10.75,stop,-6.375,-12.75
hard_150_1r,2013-01-29,2013,Train,9.25,75.0,150.0,time,1.5,3.0
hard_150_2r,2013-01-29,2013,Train,9.25,75.0,150.0,time,1.5,3.0
hard_200_1p5r,2013-01-29,2013,Train,9.25,100.0,200.0,time,1.5,3.0
hard_200_2r,2013-01-29,2013,Train,9.25,100.0,200.0,time,1.5,3.0
skip_if_original_stop_over_200,2013-01-29,2013,Train,9.25,9.25,18.5,time,1.5,3.0
hard_150_1r,2013-02-07,2013,Train,15.125,75.0,150.0,time,-28.75,-57.5
hard_150_2r,2013-02-07,2013,Train,15.125,75.0,150.0,time,-28.75,-57.5
hard_200_1p5r,2013-02-07,2013,Train,15.125,100.0,200.0,time,-28.75,-57.5
hard_200_2r,2013-02-07,2013,Train,15.125,100.0,200.0,time,-28.75,-57.5
skip_if_original_stop_over_200,2013-02-07,2013,Train,15.125,15.125,30.25,stop,-16.125,-32.25
hard_150_1r,2013-02-12,2013,Train,4.625,75.0,150.0,time,0.75,1.5
hard_150_2r,2013-02-12,2013,Train,4.625,75.0,150.0,time,0.75,1.5
hard_200_1p5r,2013-02-12,2013,Train,4.625,100.0,200.0,time,0.75,1.5
hard_200_2r,2013-02-12,2013,Train,4.625,100.0,200.0,time,0.75,1.5
skip_if_original_stop_over_200,2013-02-12,2013,Train,4.625,4.625,9.25,stop,-5.625,-11.25
hard_150_1r,2013-02-25,2013,Train,6.375,75.0,150.0,time,41.0,82.0
hard_150_2r,2013-02-25,2013,Train,6.375,75.0,150.0,time,41.0,82.0
hard_200_1p5r,2013-02-25,2013,Train,6.375,100.0,200.0,time,41.0,82.0
hard_200_2r,2013-02-25,2013,Train,6.375,100.0,200.0,time,41.0,82.0
skip_if_original_stop_over_200,2013-02-25,2013,Train,6.375,6.375,12.75,target,11.75,23.5
hard_150_1r,2013-03-19,2013,Train,6.875,75.0,150.0,time,5.5,11.0
hard_150_2r,2013-03-19,2013,Train,6.875,75.0,150.0,time,5.5,11.0
hard_200_1p5r,2013-03-19,2013,Train,6.875,100.0,200.0,time,5.5,11.0
hard_200_2r,2013-03-19,2013,Train,6.875,100.0,200.0,time,5.5,11.0
skip_if_original_stop_over_200,2013-03-19,2013,Train,6.875,6.875,13.75,target,12.75,25.5
hard_150_1r,2013-03-20,2013,Train,6.625,75.0,150.0,time,-7.25,-14.5
hard_150_2r,2013-03-20,2013,Train,6.625,75.0,150.0,time,-7.25,-14.5
hard_200_1p5r,2013-03-20,2013,Train,6.625,100.0,200.0,time,-7.25,-14.5
hard_200_2r,2013-03-20,2013,Train,6.625,100.0,200.0,time,-7.25,-14.5
skip_if_original_stop_over_200,2013-03-20,2013,Train,6.625,6.625,13.25,stop,-7.625,-15.25
hard_150_1r,2013-03-25,2013,Train,6.375,75.0,150.0,time,8.75,17.5
hard_150_2r,2013-03-25,2013,Train,6.375,75.0,150.0,time,8.75,17.5
hard_200_1p5r,2013-03-25,2013,Train,6.375,100.0,200.0,time,8.75,17.5
hard_200_2r,2013-03-25,2013,Train,6.375,100.0,200.0,time,8.75,17.5
skip_if_original_stop_over_200,2013-03-25,2013,Train,6.375,6.375,12.75,target,11.75,23.5
hard_150_1r,2013-03-26,2013,Train,3.75,75.0,150.0,time,-7.0,-14.0
hard_150_2r,2013-03-26,2013,Train,3.75,75.0,150.0,time,-7.0,-14.0
hard_200_1p5r,2013-03-26,2013,Train,3.75,100.0,200.0,time,-7.0,-14.0
hard_200_2r,2013-03-26,2013,Train,3.75,100.0,200.0,time,-7.0,-14.0
skip_if_original_stop_over_200,2013-03-26,2013,Train,3.75,3.75,7.5,stop,-4.75,-9.5
hard_150_1r,2013-04-01,2013,Train,7.0,75.0,150.0,time,8.5,17.0
hard_150_2r,2013-04-01,2013,Train,7.0,75.0,150.0,time,8.5,17.0
hard_200_1p5r,2013-04-01,2013,Train,7.0,100.0,200.0,time,8.5,17.0
hard_200_2r,2013-04-01,2013,Train,7.0,100.0,200.0,time,8.5,17.0
skip_if_original_stop_over_200,2013-04-01,2013,Train,7.0,7.0,14.0,target,13.0,26.0
hard_150_1r,2013-04-02,2013,Train,8.625,75.0,150.0,time,-12.25,-24.5
hard_150_2r,2013-04-02,2013,Train,8.625,75.0,150.0,time,-12.25,-24.5
hard_200_1p5r,2013-04-02,2013,Train,8.625,100.0,200.0,time,-12.25,-24.5
hard_200_2r,2013-04-02,2013,Train,8.625,100.0,200.0,time,-12.25,-24.5
skip_if_original_stop_over_200,2013-04-02,2013,Train,8.625,8.625,17.25,stop,-9.625,-19.25
hard_150_1r,2013-04-09,2013,Train,6.875,75.0,150.0,time,-27.25,-54.5
hard_150_2r,2013-04-09,2013,Train,6.875,75.0,150.0,time,-27.25,-54.5
hard_200_1p5r,2013-04-09,2013,Train,6.875,100.0,200.0,time,-27.25,-54.5
hard_200_2r,2013-04-09,2013,Train,6.875,100.0,200.0,time,-27.25,-54.5
skip_if_original_stop_over_200,2013-04-09,2013,Train,6.875,6.875,13.75,stop,-7.875,-15.75
hard_150_1r,2013-04-16,2013,Train,5.25,75.0,150.0,time,14.25,28.5
hard_150_2r,2013-04-16,2013,Train,5.25,75.0,150.0,time,14.25,28.5
hard_200_1p5r,2013-04-16,2013,Train,5.25,100.0,200.0,time,14.25,28.5
hard_200_2r,2013-04-16,2013,Train,5.25,100.0,200.0,time,14.25,28.5
skip_if_original_stop_over_200,2013-04-16,2013,Train,5.25,5.25,10.5,target,9.5,19.0
hard_150_1r,2013-05-08,2013,Train,8.375,75.0,150.0,time,1.75,3.5
hard_150_2r,2013-05-08,2013,Train,8.375,75.0,150.0,time,1.75,3.5
hard_200_1p5r,2013-05-08,2013,Train,8.375,100.0,200.0,time,1.75,3.5
hard_200_2r,2013-05-08,2013,Train,8.375,100.0,200.0,time,1.75,3.5
skip_if_original_stop_over_200,2013-05-08,2013,Train,8.375,8.375,16.75,time,1.75,3.5
hard_150_1r,2013-05-15,2013,Train,6.125,75.0,150.0,time,-3.5,-7.0
hard_150_2r,2013-05-15,2013,Train,6.125,75.0,150.0,time,-3.5,-7.0
hard_200_1p5r,2013-05-15,2013,Train,6.125,100.0,200.0,time,-3.5,-7.0
hard_200_2r,2013-05-15,2013,Train,6.125,100.0,200.0,time,-3.5,-7.0
skip_if_original_stop_over_200,2013-05-15,2013,Train,6.125,6.125,12.25,stop,-7.125,-14.25
hard_150_1r,2013-05-31,2013,Train,9.0,75.0,150.0,time,-28.25,-56.5
hard_150_2r,2013-05-31,2013,Train,9.0,75.0,150.0,time,-28.25,-56.5
hard_200_1p5r,2013-05-31,2013,Train,9.0,100.0,200.0,time,-28.25,-56.5
hard_200_2r,2013-05-31,2013,Train,9.0,100.0,200.0,time,-28.25,-56.5
skip_if_original_stop_over_200,2013-05-31,2013,Train,9.0,9.0,18.0,stop,-10.0,-20.0
hard_150_1r,2013-06-04,2013,Train,6.75,75.0,150.0,time,-30.5,-61.0
hard_150_2r,2013-06-04,2013,Train,6.75,75.0,150.0,time,-30.5,-61.0
hard_200_1p5r,2013-06-04,2013,Train,6.75,100.0,200.0,time,-30.5,-61.0
hard_200_2r,2013-06-04,2013,Train,6.75,100.0,200.0,time,-30.5,-61.0
