candidate,session_date,year,period,original_risk_points,risk_points,stop_dollars,exit_kind,net_points,net_dollars
hard_150_1r,2019-01-07,2019,Inner Validation,19.875,75.0,150.0,time,29.0,58.0
hard_150_2r,2019-01-07,2019,Inner Validation,19.875,75.0,150.0,time,29.0,58.0
hard_200_1p5r,2019-01-07,2019,Inner Validation,19.875,100.0,200.0,time,29.0,58.0
hard_200_2r,2019-01-07,2019,Inner Validation,19.875,100.0,200.0,time,29.0,58.0
skip_if_original_stop_over_200,2019-01-07,2019,Inner Validation,19.875,19.875,39.75,target,38.75,77.5
hard_150_1r,2019-01-16,2019,Inner Validation,25.75,75.0,150.0,time,-0.5,-1.0
hard_150_2r,2019-01-16,2019,Inner Validation,25.75,75.0,150.0,time,-0.5,-1.0
hard_200_1p5r,2019-01-16,2019,Inner Validation,25.75,100.0,200.0,time,-0.5,-1.0
hard_200_2r,2019-01-16,2019,Inner Validation,25.75,100.0,200.0,time,-0.5,-1.0
skip_if_original_stop_over_200,2019-01-16,2019,Inner Validation,25.75,25.75,51.5,stop,-26.75,-53.5
hard_150_1r,2019-01-24,2019,Inner Validation,22.875,75.0,150.0,time,-38.75,-77.5
hard_150_2r,2019-01-24,2019,Inner Validation,22.875,75.0,150.0,time,-38.75,-77.5
hard_200_1p5r,2019-01-24,2019,Inner Validation,22.875,100.0,200.0,time,-38.75,-77.5
hard_200_2r,2019-01-24,2019,Inner Validation,22.875,100.0,200.0,time,-38.75,-77.5
skip_if_original_stop_over_200,2019-01-24,2019,Inner Validation,22.875,22.875,45.75,stop,-23.875,-47.75
hard_150_1r,2019-02-11,2019,Inner Validation,21.375,75.0,150.0,time,-10.75,-21.5
hard_150_2r,2019-02-11,2019,Inner Validation,21.375,75.0,150.0,time,-10.75,-21.5
hard_200_1p5r,2019-02-11,2019,Inner Validation,21.375,100.0,200.0,time,-10.75,-21.5
hard_200_2r,2019-02-11,2019,Inner Validation,21.375,100.0,200.0,time,-10.75,-21.5
skip_if_original_stop_over_200,2019-02-11,2019,Inner Validation,21.375,21.375,42.75,stop,-22.375,-44.75
hard_150_1r,2019-02-12,2019,Inner Validation,22.5,75.0,150.0,time,7.25,14.5
hard_150_2r,2019-02-12,2019,Inner Validation,22.5,75.0,150.0,time,7.25,14.5
hard_200_1p5r,2019-02-12,2019,Inner Validation,22.5,100.0,200.0,time,7.25,14.5
hard_200_2r,2019-02-12,2019,Inner Validation,22.5,100.0,200.0,time,7.25,14.5
skip_if_original_stop_over_200,2019-02-12,2019,Inner Validation,22.5,22.5,45.0,time,7.25,14.5
hard_150_1r,2019-03-04,2019,Inner Validation,14.0,75.0,150.0,target,74.0,148.0
hard_150_2r,2019-03-04,2019,Inner Validation,14.0,75.0,150.0,time,29.75,59.5
hard_200_1p5r,2019-03-04,2019,Inner Validation,14.0,100.0,200.0,time,29.75,59.5
hard_200_2r,2019-03-04,2019,Inner Validation,14.0,100.0,200.0,time,29.75,59.5
skip_if_original_stop_over_200,2019-03-04,2019,Inner Validation,14.0,14.0,28.0,target,27.0,54.0
hard_150_1r,2019-03-06,2019,Inner Validation,18.25,75.0,150.0,time,-1.0,-2.0
hard_150_2r,2019-03-06,2019,Inner Validation,18.25,75.0,150.0,time,-1.0,-2.0
hard_200_1p5r,2019-03-06,2019,Inner Validation,18.25,100.0,200.0,time,-1.0,-2.0
hard_200_2r,2019-03-06,2019,Inner Validation,18.25,100.0,200.0,time,-1.0,-2.0
skip_if_original_stop_over_200,2019-03-06,2019,Inner Validation,18.25,18.25,36.5,stop,-19.25,-38.5
hard_150_1r,2019-03-12,2019,Inner Validation,13.5,75.0,150.0,time,1.5,3.0
hard_150_2r,2019-03-12,2019,Inner Validation,13.5,75.0,150.0,time,1.5,3.0
hard_200_1p5r,2019-03-12,2019,Inner Validation,13.5,100.0,200.0,time,1.5,3.0
hard_200_2r,2019-03-12,2019,Inner Validation,13.5,100.0,200.0,time,1.5,3.0
skip_if_original_stop_over_200,2019-03-12,2019,Inner Validation,13.5,13.5,27.0,time,1.5,3.0
hard_150_1r,2019-03-13,2019,Inner Validation,12.875,75.0,150.0,time,-0.25,-0.5
hard_150_2r,2019-03-13,2019,Inner Validation,12.875,75.0,150.0,time,-0.25,-0.5
hard_200_1p5r,2019-03-13,2019,Inner Validation,12.875,100.0,200.0,time,-0.25,-0.5
hard_200_2r,2019-03-13,2019,Inner Validation,12.875,100.0,200.0,time,-0.25,-0.5
skip_if_original_stop_over_200,2019-03-13,2019,Inner Validation,12.875,12.875,25.75,target,24.75,49.5
hard_150_1r,2019-03-15,2019,Inner Validation,19.25,75.0,150.0,time,-12.0,-24.0
hard_150_2r,2019-03-15,2019,Inner Validation,19.25,75.0,150.0,time,-12.0,-24.0
hard_200_1p5r,2019-03-15,2019,Inner Validation,19.25,100.0,200.0,time,-12.0,-24.0
hard_200_2r,2019-03-15,2019,Inner Validation,19.25,100.0,200.0,time,-12.0,-24.0
skip_if_original_stop_over_200,2019-03-15,2019,Inner Validation,19.25,19.25,38.5,time,-12.0,-24.0
hard_150_1r,2019-03-27,2019,Inner Validation,21.75,75.0,150.0,target,74.0,148.0
hard_150_2r,2019-03-27,2019,Inner Validation,21.75,75.0,150.0,time,26.75,53.5
hard_200_1p5r,2019-03-27,2019,Inner Validation,21.75,100.0,200.0,time,26.75,53.5
hard_200_2r,2019-03-27,2019,Inner Validation,21.75,100.0,200.0,time,26.75,53.5
skip_if_original_stop_over_200,2019-03-27,2019,Inner Validation,21.75,21.75,43.5,target,42.5,85.0
hard_150_1r,2019-03-29,2019,Inner Validation,16.75,75.0,150.0,time,-35.0,-70.0
hard_150_2r,2019-03-29,2019,Inner Validation,16.75,75.0,150.0,time,-35.0,-70.0
hard_200_1p5r,2019-03-29,2019,Inner Validation,16.75,100.0,200.0,time,-35.0,-70.0
hard_200_2r,2019-03-29,2019,Inner Validation,16.75,100.0,200.0,time,-35.0,-70.0
skip_if_original_stop_over_200,2019-03-29,2019,Inner Validation,16.75,16.75,33.5,stop,-17.75,-35.5
hard_150_1r,2019-04-04,2019,Inner Validation,22.875,75.0,150.0,time,-26.25,-52.5
hard_150_2r,2019-04-04,2019,Inner Validation,22.875,75.0,150.0,time,-26.25,-52.5
hard_200_1p5r,2019-04-04,2019,Inner Validation,22.875,100.0,200.0,time,-26.25,-52.5
hard_200_2r,2019-04-04,2019,Inner Validation,22.875,100.0,200.0,time,-26.25,-52.5
skip_if_original_stop_over_200,2019-04-04,2019,Inner Validation,22.875,22.875,45.75,stop,-23.875,-47.75
hard_150_1r,2019-04-10,2019,Inner Validation,9.875,75.0,150.0,time,3.25,6.5
hard_150_2r,2019-04-10,2019,Inner Validation,9.875,75.0,150.0,time,3.25,6.5
hard_200_1p5r,2019-04-10,2019,Inner Validation,9.875,100.0,200.0,time,3.25,6.5
hard_200_2r,2019-04-10,2019,Inner Validation,9.875,100.0,200.0,time,3.25,6.5
skip_if_original_stop_over_200,2019-04-10,2019,Inner Validation,9.875,9.875,19.75,stop,-10.875,-21.75
hard_150_1r,2019-04-12,2019,Inner Validation,8.625,75.0,150.0,time,-10.25,-20.5
hard_150_2r,2019-04-12,2019,Inner Validation,8.625,75.0,150.0,time,-10.25,-20.5
hard_200_1p5r,2019-04-12,2019,Inner Validation,8.625,100.0,200.0,time,-10.25,-20.5
hard_200_2r,2019-04-12,2019,Inner Validation,8.625,100.0,200.0,time,-10.25,-20.5
skip_if_original_stop_over_200,2019-04-12,2019,Inner Validation,8.625,8.625,17.25,stop,-9.625,-19.25
hard_150_1r,2019-04-15,2019,Inner Validation,22.5,75.0,150.0,time,-39.25,-78.5
hard_150_2r,2019-04-15,2019,Inner Validation,22.5,75.0,150.0,time,-39.25,-78.5
hard_200_1p5r,2019-04-15,2019,Inner Validation,22.5,100.0,200.0,time,-39.25,-78.5
hard_200_2r,2019-04-15,2019,Inner Validation,22.5,100.0,200.0,time,-39.25,-78.5
skip_if_original_stop_over_200,2019-04-15,2019,Inner Validation,22.5,22.5,45.0,stop,-23.5,-47.0
hard_150_1r,2019-04-23,2019,Inner Validation,27.375,75.0,150.0,time,20.0,40.0
hard_150_2r,2019-04-23,2019,Inner Validation,27.375,75.0,150.0,time,20.0,40.0
hard_200_1p5r,2019-04-23,2019,Inner Validation,27.375,100.0,200.0,time,20.0,40.0
hard_200_2r,2019-04-23,2019,Inner Validation,27.375,100.0,200.0,time,20.0,40.0
skip_if_original_stop_over_200,2019-04-23,2019,Inner Validation,27.375,27.375,54.75,time,20.0,40.0
hard_150_1r,2019-05-02,2019,Inner Validation,25.625,75.0,150.0,time,5.75,11.5
hard_150_2r,2019-05-02,2019,Inner Validation,25.625,75.0,150.0,time,5.75,11.5
hard_200_1p5r,2019-05-02,2019,Inner Validation,25.625,100.0,200.0,time,5.75,11.5
hard_200_2r,2019-05-02,2019,Inner Validation,25.625,100.0,200.0,time,5.75,11.5
skip_if_original_stop_over_200,2019-05-02,2019,Inner Validation,25.625,25.625,51.25,target,50.25,100.5
hard_150_1r,2019-05-07,2019,Inner Validation,35.25,75.0,150.0,target,74.0,148.0
hard_150_2r,2019-05-07,2019,Inner Validation,35.25,75.0,150.0,time,31.25,62.5
hard_200_1p5r,2019-05-07,2019,Inner Validation,35.25,100.0,200.0,time,31.25,62.5
hard_200_2r,2019-05-07,2019,Inner Validation,35.25,100.0,200.0,time,31.25,62.5
skip_if_original_stop_over_200,2019-05-07,2019,Inner Validation,35.25,35.25,70.5,target,69.5,139.0
hard_150_1r,2019-05-08,2019,Inner Validation,30.5,75.0,150.0,time,-32.75,-65.5
hard_150_2r,2019-05-08,2019,Inner Validation,30.5,75.0,150.0,time,-32.75,-65.5
hard_200_1p5r,2019-05-08,2019,Inner Validation,30.5,100.0,200.0,time,-32.75,-65.5
hard_200_2r,2019-05-08,2019,Inner Validation,30.5,100.0,200.0,time,-32.75,-65.5
skip_if_original_stop_over_200,2019-05-08,2019,Inner Validation,30.5,30.5,61.0,stop,-31.5,-63.0
hard_150_1r,2019-05-10,2019,Inner Validation,43.125,75.0,150.0,stop,-76.0,-152.0
hard_150_2r,2019-05-10,2019,Inner Validation,43.125,75.0,150.0,stop,-76.0,-152.0
hard_200_1p5r,2019-05-10,2019,Inner Validation,43.125,100.0,200.0,stop,-101.0,-202.0
hard_200_2r,2019-05-10,2019,Inner Validation,43.125,100.0,200.0,stop,-101.0,-202.0
skip_if_original_stop_over_200,2019-05-10,2019,Inner Validation,43.125,43.125,86.25,stop,-44.125,-88.25
hard_150_1r,2019-05-16,2019,Inner Validation,49.0,75.0,150.0,time,-31.5,-63.0
hard_150_2r,2019-05-16,2019,Inner Validation,49.0,75.0,150.0,time,-31.5,-63.0
hard_200_1p5r,2019-05-16,2019,Inner Validation,49.0,100.0,200.0,time,-31.5,-63.0
hard_200_2r,2019-05-16,2019,Inner Validation,49.0,100.0,200.0,time,-31.5,-63.0
skip_if_original_stop_over_200,2019-05-16,2019,Inner Validation,49.0,49.0,98.0,time,-31.5,-63.0
hard_150_1r,2019-06-05,2019,Inner Validation,34.625,75.0,150.0,time,-56.5,-113.0
hard_150_2r,2019-06-05,2019,Inner Validation,34.625,75.0,150.0,time,-56.5,-113.0
hard_200_1p5r,2019-06-05,2019,Inner Validation,34.625,100.0,200.0,time,-56.5,-113.0
hard_200_2r,2019-06-05,2019,Inner Validation,34.625,100.0,200.0,time,-56.5,-113.0
skip_if_original_stop_over_200,2019-06-05,2019,Inner Validation,34.625,34.625,69.25,stop,-35.625,-71.25
hard_150_1r,2019-06-07,2019,Inner Validation,43.375,75.0,150.0,time,6.75,13.5
hard_150_2r,2019-06-07,2019,Inner Validation,43.375,75.0,150.0,time,6.75,13.5
hard_200_1p5r,2019-06-07,2019,Inner Validation,43.375,100.0,200.0,time,6.75,13.5
hard_200_2r,2019-06-07,2019,Inner Validation,43.375,100.0,200.0,time,6.75,13.5
skip_if_original_stop_over_200,2019-06-07,2019,Inner Validation,43.375,43.375,86.75,time,6.75,13.5
hard_150_1r,2019-06-12,2019,Inner Validation,19.875,75.0,150.0,time,-9.75,-19.5
hard_150_2r,2019-06-12,2019,Inner Validation,19.875,75.0,150.0,time,-9.75,-19.5
hard_200_1p5r,2019-06-12,2019,Inner Validation,19.875,100.0,200.0,time,-9.75,-19.5
hard_200_2r,2019-06-12,2019,Inner Validation,19.875,100.0,200.0,time,-9.75,-19.5
skip_if_original_stop_over_200,2019-06-12,2019,Inner Validation,19.875,19.875,39.75,stop,-20.875,-41.75
hard_150_1r,2019-06-25,2019,Inner Validation,26.0,75.0,150.0,target,74.0,148.0
hard_150_2r,2019-06-25,2019,Inner Validation,26.0,75.0,150.0,time,73.25,146.5
hard_200_1p5r,2019-06-25,2019,Inner Validation,26.0,100.0,200.0,time,73.25,146.5
hard_200_2r,2019-06-25,2019,Inner Validation,26.0,100.0,200.0,time,73.25,146.5
skip_if_original_stop_over_200,2019-06-25,2019,Inner Validation,26.0,26.0,52.0,target,51.0,102.0
hard_150_1r,2019-06-27,2019,Inner Validation,13.5,75.0,150.0,time,-17.75,-35.5
hard_150_2r,2019-06-27,2019,Inner Validation,13.5,75.0,150.0,time,-17.75,-35.5
hard_200_1p5r,2019-06-27,2019,Inner Validation,13.5,100.0,200.0,time,-17.75,-35.5
hard_200_2r,2019-06-27,2019,Inner Validation,13.5,100.0,200.0,time,-17.75,-35.5
skip_if_original_stop_over_200,2019-06-27,2019,Inner Validation,13.5,13.5,27.0,stop,-14.5,-29.0
hard_150_1r,2019-07-01,2019,Inner Validation,23.75,75.0,150.0,time,5.25,10.5
hard_150_2r,2019-07-01,2019,Inner Validation,23.75,75.0,150.0,time,5.25,10.5
hard_200_1p5r,2019-07-01,2019,Inner Validation,23.75,100.0,200.0,time,5.25,10.5
hard_200_2r,2019-07-01,2019,Inner Validation,23.75,100.0,200.0,time,5.25,10.5
skip_if_original_stop_over_200,2019-07-01,2019,Inner Validation,23.75,23.75,47.5,time,5.25,10.5
hard_150_1r,2019-07-02,2019,Inner Validation,10.75,75.0,150.0,time,12.0,24.0
hard_150_2r,2019-07-02,2019,Inner Validation,10.75,75.0,150.0,time,12.0,24.0
hard_200_1p5r,2019-07-02,2019,Inner Validation,10.75,100.0,200.0,time,12.0,24.0
hard_200_2r,2019-07-02,2019,Inner Validation,10.75,100.0,200.0,time,12.0,24.0
skip_if_original_stop_over_200,2019-07-02,2019,Inner Validation,10.75,10.75,21.5,stop,-11.75,-23.5
hard_150_1r,2019-07-11,2019,Inner Validation,12.0,75.0,150.0,time,3.0,6.0
hard_150_2r,2019-07-11,2019,Inner Validation,12.0,75.0,150.0,time,3.0,6.0
hard_200_1p5r,2019-07-11,2019,Inner Validation,12.0,100.0,200.0,time,3.0,6.0
hard_200_2r,2019-07-11,2019,Inner Validation,12.0,100.0,200.0,time,3.0,6.0
skip_if_original_stop_over_200,2019-07-11,2019,Inner Validation,12.0,12.0,24.0,stop,-13.0,-26.0
hard_150_1r,2019-07-16,2019,Inner Validation,10.0,75.0,150.0,time,15.5,31.0
hard_150_2r,2019-07-16,2019,Inner Validation,10.0,75.0,150.0,time,15.5,31.0
hard_200_1p5r,2019-07-16,2019,Inner Validation,10.0,100.0,200.0,time,15.5,31.0
hard_200_2r,2019-07-16,2019,Inner Validation,10.0,100.0,200.0,time,15.5,31.0
skip_if_original_stop_over_200,2019-07-16,2019,Inner Validation,10.0,10.0,20.0,target,19.0,38.0
hard_150_1r,2019-07-17,2019,Inner Validation,12.5,75.0,150.0,time,4.25,8.5
hard_150_2r,2019-07-17,2019,Inner Validation,12.5,75.0,150.0,time,4.25,8.5
hard_200_1p5r,2019-07-17,2019,Inner Validation,12.5,100.0,200.0,time,4.25,8.5
hard_200_2r,2019-07-17,2019,Inner Validation,12.5,100.0,200.0,time,4.25,8.5
skip_if_original_stop_over_200,2019-07-17,2019,Inner Validation,12.5,12.5,25.0,stop,-13.5,-27.0
hard_150_1r,2019-07-18,2019,Inner Validation,20.75,75.0,150.0,stop,-76.0,-152.0
hard_150_2r,2019-07-18,2019,Inner Validation,20.75,75.0,150.0,stop,-76.0,-152.0
hard_200_1p5r,2019-07-18,2019,Inner Validation,20.75,100.0,200.0,time,-53.5,-107.0
hard_200_2r,2019-07-18,2019,Inner Validation,20.75,100.0,200.0,time,-53.5,-107.0
skip_if_original_stop_over_200,2019-07-18,2019,Inner Validation,20.75,20.75,41.5,stop,-21.75,-43.5
hard_150_1r,2019-07-19,2019,Inner Validation,22.0,75.0,150.0,time,55.75,111.5
hard_150_2r,2019-07-19,2019,Inner Validation,22.0,75.0,150.0,time,55.75,111.5
hard_200_1p5r,2019-07-19,2019,Inner Validation,22.0,100.0,200.0,time,55.75,111.5
hard_200_2r,2019-07-19,2019,Inner Validation,22.0,100.0,200.0,time,55.75,111.5
skip_if_original_stop_over_200,2019-07-19,2019,Inner Validation,22.0,22.0,44.0,stop,-23.0,-46.0
hard_150_1r,2019-07-24,2019,Inner Validation,21.0,75.0,150.0,time,34.0,68.0
hard_150_2r,2019-07-24,2019,Inner Validation,21.0,75.0,150.0,time,34.0,68.0
hard_200_1p5r,2019-07-24,2019,Inner Validation,21.0,100.0,200.0,time,34.0,68.0
hard_200_2r,2019-07-24,2019,Inner Validation,21.0,100.0,200.0,time,34.0,68.0
skip_if_original_stop_over_200,2019-07-24,2019,Inner Validation,21.0,21.0,42.0,time,34.0,68.0
hard_150_1r,2019-08-02,2019,Inner Validation,38.5,75.0,150.0,time,-17.25,-34.5
hard_150_2r,2019-08-02,2019,Inner Validation,38.5,75.0,150.0,time,-17.25,-34.5
hard_200_1p5r,2019-08-02,2019,Inner Validation,38.5,100.0,200.0,time,-17.25,-34.5
hard_200_2r,2019-08-02,2019,Inner Validation,38.5,100.0,200.0,time,-17.25,-34.5
skip_if_original_stop_over_200,2019-08-02,2019,Inner Validation,38.5,38.5,77.0,stop,-39.5,-79.0
hard_150_1r,2019-08-07,2019,Inner Validation,54.875,75.0,150.0,time,31.0,62.0
hard_150_2r,2019-08-07,2019,Inner Validation,54.875,75.0,150.0,time,31.0,62.0
hard_200_1p5r,2019-08-07,2019,Inner Validation,54.875,100.0,200.0,time,31.0,62.0
hard_200_2r,2019-08-07,2019,Inner Validation,54.875,100.0,200.0,time,31.0,62.0
skip_if_original_stop_over_200,2019-08-07,2019,Inner Validation,54.875,54.875,109.75,stop,-55.875,-111.75
hard_150_1r,2019-08-09,2019,Inner Validation,39.0,75.0,150.0,time,-40.75,-81.5
hard_150_2r,2019-08-09,2019,Inner Validation,39.0,75.0,150.0,time,-40.75,-81.5
hard_200_1p5r,2019-08-09,2019,Inner Validation,39.0,100.0,200.0,time,-40.75,-81.5
hard_200_2r,2019-08-09,2019,Inner Validation,39.0,100.0,200.0,time,-40.75,-81.5
skip_if_original_stop_over_200,2019-08-09,2019,Inner Validation,39.0,39.0,78.0,stop,-40.0,-80.0
hard_150_1r,2019-08-20,2019,Inner Validation,20.5,75.0,150.0,time,-33.25,-66.5
hard_150_2r,2019-08-20,2019,Inner Validation,20.5,75.0,150.0,time,-33.25,-66.5
hard_200_1p5r,2019-08-20,2019,Inner Validation,20.5,100.0,200.0,time,-33.25,-66.5
hard_200_2r,2019-08-20,2019,Inner Validation,20.5,100.0,200.0,time,-33.25,-66.5
skip_if_original_stop_over_200,2019-08-20,2019,Inner Validation,20.5,20.5,41.0,stop,-21.5,-43.0
hard_150_1r,2019-08-22,2019,Inner Validation,35.0,75.0,150.0,time,-64.5,-129.0
hard_150_2r,2019-08-22,2019,Inner Validation,35.0,75.0,150.0,time,-64.5,-129.0
hard_200_1p5r,2019-08-22,2019,Inner Validation,35.0,100.0,200.0,time,-64.5,-129.0
hard_200_2r,2019-08-22,2019,Inner Validation,35.0,100.0,200.0,time,-64.5,-129.0
skip_if_original_stop_over_200,2019-08-22,2019,Inner Validation,35.0,35.0,70.0,stop,-36.0,-72.0
hard_150_1r,2019-08-23,2019,Inner Validation,34.75,75.0,150.0,stop,-76.0,-152.0
hard_150_2r,2019-08-23,2019,Inner Validation,34.75,75.0,150.0,stop,-76.0,-152.0
hard_200_1p5r,2019-08-23,2019,Inner Validation,34.75,100.0,200.0,stop,-101.0,-202.0
hard_200_2r,2019-08-23,2019,Inner Validation,34.75,100.0,200.0,stop,-101.0,-202.0
skip_if_original_stop_over_200,2019-08-23,2019,Inner Validation,34.75,34.75,69.5,stop,-35.75,-71.5
hard_150_1r,2019-08-28,2019,Inner Validation,33.75,75.0,150.0,time,14.0,28.0
hard_150_2r,2019-08-28,2019,Inner Validation,33.75,75.0,150.0,time,14.0,28.0
hard_200_1p5r,2019-08-28,2019,Inner Validation,33.75,100.0,200.0,time,14.0,28.0
hard_200_2r,2019-08-28,2019,Inner Validation,33.75,100.0,200.0,time,14.0,28.0
skip_if_original_stop_over_200,2019-08-28,2019,Inner Validation,33.75,33.75,67.5,time,14.0,28.0
hard_150_1r,2019-08-29,2019,Inner Validation,21.25,75.0,150.0,time,-32.0,-64.0
hard_150_2r,2019-08-29,2019,Inner Validation,21.25,75.0,150.0,time,-32.0,-64.0
hard_200_1p5r,2019-08-29,2019,Inner Validation,21.25,100.0,200.0,time,-32.0,-64.0
hard_200_2r,2019-08-29,2019,Inner Validation,21.25,100.0,200.0,time,-32.0,-64.0
skip_if_original_stop_over_200,2019-08-29,2019,Inner Validation,21.25,21.25,42.5,stop,-22.25,-44.5
hard_150_1r,2019-08-30,2019,Inner Validation,25.125,75.0,150.0,time,-1.5,-3.0
hard_150_2r,2019-08-30,2019,Inner Validation,25.125,75.0,150.0,time,-1.5,-3.0
hard_200_1p5r,2019-08-30,2019,Inner Validation,25.125,100.0,200.0,time,-1.5,-3.0
hard_200_2r,2019-08-30,2019,Inner Validation,25.125,100.0,200.0,time,-1.5,-3.0
skip_if_original_stop_over_200,2019-08-30,2019,Inner Validation,25.125,25.125,50.25,time,-1.5,-3.0
hard_150_1r,2019-09-24,2019,Inner Validation,23.125,75.0,150.0,target,74.0,148.0
hard_150_2r,2019-09-24,2019,Inner Validation,23.125,75.0,150.0,time,107.25,214.5
hard_200_1p5r,2019-09-24,2019,Inner Validation,23.125,100.0,200.0,time,107.25,214.5
hard_200_2r,2019-09-24,2019,Inner Validation,23.125,100.0,200.0,time,107.25,214.5
skip_if_original_stop_over_200,2019-09-24,2019,Inner Validation,23.125,23.125,46.25,target,45.25,90.5
hard_150_1r,2019-09-25,2019,Inner Validation,38.25,75.0,150.0,target,74.0,148.0
hard_150_2r,2019-09-25,2019,Inner Validation,38.25,75.0,150.0,time,90.25,180.5
hard_200_1p5r,2019-09-25,2019,Inner Validation,38.25,100.0,200.0,time,90.25,180.5
hard_200_2r,2019-09-25,2019,Inner Validation,38.25,100.0,200.0,time,90.25,180.5
skip_if_original_stop_over_200,2019-09-25,2019,Inner Validation,38.25,38.25,76.5,target,75.5,151.0
hard_150_1r,2019-09-26,2019,Inner Validation,27.875,75.0,150.0,time,-36.0,-72.0
hard_150_2r,2019-09-26,2019,Inner Validation,27.875,75.0,150.0,time,-36.0,-72.0
hard_200_1p5r,2019-09-26,2019,Inner Validation,27.875,100.0,200.0,time,-36.0,-72.0
hard_200_2r,2019-09-26,2019,Inner Validation,27.875,100.0,200.0,time,-36.0,-72.0
skip_if_original_stop_over_200,2019-09-26,2019,Inner Validation,27.875,27.875,55.75,stop,-28.875,-57.75
hard_150_1r,2019-09-30,2019,Inner Validation,20.75,75.0,150.0,time,3.5,7.0
hard_150_2r,2019-09-30,2019,Inner Validation,20.75,75.0,150.0,time,3.5,7.0
hard_200_1p5r,2019-09-30,2019,Inner Validation,20.75,100.0,200.0,time,3.5,7.0
hard_200_2r,2019-09-30,2019,Inner Validation,20.75,100.0,200.0,time,3.5,7.0
skip_if_original_stop_over_200,2019-09-30,2019,Inner Validation,20.75,20.75,41.5,time,3.5,7.0
hard_150_1r,2019-10-02,2019,Inner Validation,35.5,75.0,150.0,time,7.25,14.5
hard_150_2r,2019-10-02,2019,Inner Validation,35.5,75.0,150.0,time,7.25,14.5
hard_200_1p5r,2019-10-02,2019,Inner Validation,35.5,100.0,200.0,time,7.25,14.5
hard_200_2r,2019-10-02,2019,Inner Validation,35.5,100.0,200.0,time,7.25,14.5
skip_if_original_stop_over_200,2019-10-02,2019,Inner Validation,35.5,35.5,71.0,time,7.25,14.5
hard_150_1r,2019-10-03,2019,Inner Validation,55.375,75.0,150.0,time,34.25,68.5
hard_150_2r,2019-10-03,2019,Inner Validation,55.375,75.0,150.0,time,34.25,68.5
hard_200_1p5r,2019-10-03,2019,Inner Validation,55.375,100.0,200.0,time,34.25,68.5
hard_200_2r,2019-10-03,2019,Inner Validation,55.375,100.0,200.0,time,34.25,68.5
skip_if_original_stop_over_200,2019-10-03,2019,Inner Validation,55.375,55.375,110.75,time,34.25,68.5
hard_150_1r,2019-10-15,2019,Inner Validation,28.125,75.0,150.0,time,22.25,44.5
hard_150_2r,2019-10-15,2019,Inner Validation,28.125,75.0,150.0,time,22.25,44.5
hard_200_1p5r,2019-10-15,2019,Inner Validation,28.125,100.0,200.0,time,22.25,44.5
hard_200_2r,2019-10-15,2019,Inner Validation,28.125,100.0,200.0,time,22.25,44.5
skip_if_original_stop_over_200,2019-10-15,2019,Inner Validation,28.125,28.125,56.25,time,22.25,44.5
hard_150_1r,2019-10-17,2019,Inner Validation,16.875,75.0,150.0,time,-2.0,-4.0
hard_150_2r,2019-10-17,2019,Inner Validation,16.875,75.0,150.0,time,-2.0,-4.0
hard_200_1p5r,2019-10-17,2019,Inner Validation,16.875,100.0,200.0,time,-2.0,-4.0
hard_200_2r,2019-10-17,2019,Inner Validation,16.875,100.0,200.0,time,-2.0,-4.0
skip_if_original_stop_over_200,2019-10-17,2019,Inner Validation,16.875,16.875,33.75,target,32.75,65.5
hard_150_1r,2019-10-18,2019,Inner Validation,18.375,75.0,150.0,target,74.0,148.0
hard_150_2r,2019-10-18,2019,Inner Validation,18.375,75.0,150.0,time,18.75,37.5
hard_200_1p5r,2019-10-18,2019,Inner Validation,18.375,100.0,200.0,time,18.75,37.5
hard_200_2r,2019-10-18,2019,Inner Validation,18.375,100.0,200.0,time,18.75,37.5
skip_if_original_stop_over_200,2019-10-18,2019,Inner Validation,18.375,18.375,36.75,target,35.75,71.5
hard_150_1r,2019-10-23,2019,Inner Validation,17.25,75.0,150.0,time,-0.75,-1.5
hard_150_2r,2019-10-23,2019,Inner Validation,17.25,75.0,150.0,time,-0.75,-1.5
hard_200_1p5r,2019-10-23,2019,Inner Validation,17.25,100.0,200.0,time,-0.75,-1.5
hard_200_2r,2019-10-23,2019,Inner Validation,17.25,100.0,200.0,time,-0.75,-1.5
skip_if_original_stop_over_200,2019-10-23,2019,Inner Validation,17.25,17.25,34.5,stop,-18.25,-36.5
hard_150_1r,2019-10-25,2019,Inner Validation,33.625,75.0,150.0,time,26.25,52.5
hard_150_2r,2019-10-25,2019,Inner Validation,33.625,75.0,150.0,time,26.25,52.5
hard_200_1p5r,2019-10-25,2019,Inner Validation,33.625,100.0,200.0,time,26.25,52.5
hard_200_2r,2019-10-25,2019,Inner Validation,33.625,100.0,200.0,time,26.25,52.5
skip_if_original_stop_over_200,2019-10-25,2019,Inner Validation,33.625,33.625,67.25,time,26.25,52.5
hard_150_1r,2019-10-31,2019,Inner Validation,30.375,75.0,150.0,time,-23.25,-46.5
hard_150_2r,2019-10-31,2019,Inner Validation,30.375,75.0,150.0,time,-23.25,-46.5
hard_200_1p5r,2019-10-31,2019,Inner Validation,30.375,100.0,200.0,time,-23.25,-46.5
hard_200_2r,2019-10-31,2019,Inner Validation,30.375,100.0,200.0,time,-23.25,-46.5
skip_if_original_stop_over_200,2019-10-31,2019,Inner Validation,30.375,30.375,60.75,stop,-31.375,-62.75
