session_date,year,split,side,ib_high,ib_low,ib_width,signal_ny_min,entry_ny_min,entry,stop,target,risk_points,exit_ny_min,exit,exit_kind,gross_points,cost_points,net_points,net_r,period,sd_x,ibvol,sd_y,bucket,vol,close_min,relvol
2012-08-31,2012,IS,long,2780.75,2745.25,35.5,664,665,2784.5,2745.25,2823.75,39.25,955,2774.5,time,-10.0,1.0,-11.0,-0.2802547770700637,Train,2012-08-31,93928,2012-08-31,18,9635,664,1.2309428498424326
2012-09-04,2012,IS,short,2772.5,2755.5,17.0,634,635,2753.0,2772.5,2733.5,19.5,873,2772.5,stop,-19.5,1.0,-20.5,-1.051282051282051,Train,2012-09-04,43282,2012-09-04,12,4597,634,1.2745252067834203
2012-09-06,2012,IS,long,2812.0,2783.0,29.0,639,640,2814.5,2783.0,2846.0,31.5,955,2824.75,time,10.25,1.0,9.25,0.2936507936507936,Train,2012-09-06,73873,2012-09-06,13,5803,639,0.9426448093349398
2012-09-12,2012,IS,short,2799.5,2784.0,15.5,634,635,2783.5,2799.5,2767.5,16.0,955,2787.5,time,-4.0,1.0,-5.0,-0.3125,Train,2012-09-12,39149,2012-09-12,12,4119,634,1.262560984954916
2012-09-19,2012,IS,short,2856.5,2846.0,10.5,634,635,2845.25,2856.5,2834.0,11.25,681,2856.5,stop,-11.25,1.0,-12.25,-1.0888888888888888,Train,2012-09-19,38343,2012-09-19,12,5481,634,1.7153587356231907
2012-09-26,2012,IS,short,2797.0,2769.5,27.5,639,640,2765.25,2797.0,2733.5,31.75,955,2776.25,time,-11.0,1.0,-12.0,-0.3779527559055118,Train,2012-09-26,66000,2012-09-26,13,9744,639,1.7716363636363637
2012-10-03,2012,IS,long,2807.75,2790.5,17.25,674,675,2811.75,2790.5,2833.0,21.25,955,2811.75,time,0.0,1.0,-1.0,-0.0470588235294117,Train,2012-10-03,49441,2012-10-03,20,8187,674,1.9870957302643557
2012-10-16,2012,IS,long,2749.75,2736.0,13.75,659,660,2753.25,2736.0,2770.5,17.25,727,2770.5,target,17.25,1.0,16.25,0.9420289855072465,Train,2012-10-16,56150,2012-10-16,17,4442,659,0.949314336598397
2012-10-19,2012,IS,short,2736.25,2711.5,24.75,644,645,2711.0,2736.25,2685.75,25.25,712,2685.75,target,25.25,1.0,24.25,0.9603960396039604,Train,2012-10-19,64203,2012-10-19,14,5865,644,1.0962104574552591
2012-10-23,2012,IS,short,2671.75,2656.5,15.25,639,640,2653.25,2671.75,2634.75,18.5,756,2671.75,stop,-18.5,1.0,-19.5,-1.054054054054054,Train,2012-10-23,68764,2012-10-23,13,8940,639,1.5601186667442266
2012-10-26,2012,IS,short,2666.75,2646.5,20.25,654,655,2644.25,2666.75,2621.75,22.5,911,2666.75,stop,-22.5,1.0,-23.5,-1.0444444444444445,Train,2012-10-26,70175,2012-10-26,16,6341,654,1.084317776986106
2012-10-31,2012,IS,short,2659.5,2641.5,18.0,644,645,2637.75,2659.5,2616.0,21.75,955,2638.5,time,-0.75,1.0,-1.75,-0.0804597701149425,Train,2012-10-31,55763,2012-10-31,14,7451,644,1.603428796872478
2012-11-07,2012,IS,short,2648.0,2623.0,25.0,654,655,2618.5,2648.0,2589.0,29.5,955,2617.75,time,0.75,1.0,-0.25,-0.0084745762711864,Train,2012-11-07,83646,2012-11-07,16,9503,654,1.3633168352342013
2012-11-28,2012,IS,long,2632.25,2611.5,20.75,639,640,2637.75,2611.5,2664.0,26.25,931,2664.0,target,26.25,1.0,25.25,0.961904761904762,Train,2012-11-28,70336,2012-11-28,13,7342,639,1.2526160145586898
2012-12-03,2012,IS,short,2698.5,2686.5,12.0,654,655,2680.75,2698.5,2663.0,17.75,955,2674.5,time,6.25,1.0,5.25,0.2957746478873239,Train,2012-12-03,51753,2012-12-03,16,4795,654,1.1118196046605995
2012-12-05,2012,IS,short,2664.0,2638.25,25.75,634,635,2638.0,2664.0,2612.0,26.0,955,2641.5,time,-3.5,1.0,-4.5,-0.173076923076923,Train,2012-12-05,80607,2012-12-05,12,7659,634,1.1401987420447355
2012-12-07,2012,IS,short,2671.0,2645.75,25.25,634,635,2639.0,2671.0,2607.0,32.0,955,2640.5,time,-1.5,1.0,-2.5,-0.078125,Train,2012-12-07,66037,2012-12-07,12,8199,634,1.4898920302254797
2012-12-26,2012,IS,short,2658.75,2648.25,10.5,639,640,2645.5,2658.75,2632.25,13.25,667,2632.25,target,13.25,1.0,12.25,0.9245283018867924,Train,2012-12-26,11600,2012-12-26,13,1220,639,1.2620689655172415
2012-12-28,2012,IS,long,2619.25,2607.0,12.25,644,645,2620.0,2607.0,2633.0,13.0,939,2607.0,stop,-13.0,1.0,-14.0,-1.0769230769230769,Train,2012-12-28,27141,2012-12-28,14,4001,644,1.7689841936553554
2013-01-08,2013,IS,short,2724.75,2707.5,17.25,639,640,2703.25,2724.75,2681.75,21.5,955,2712.0,time,-8.75,1.0,-9.75,-0.4534883720930232,Train,2013-01-08,50362,2013-01-08,13,6949,639,1.6557722092053533
2013-01-10,2013,IS,short,2743.5,2728.5,15.0,634,635,2725.5,2743.5,2707.5,18.0,955,2738.75,time,-13.25,1.0,-14.25,-0.7916666666666666,Train,2013-01-10,53603,2013-01-10,12,9140,634,2.0461541331641886
2013-01-18,2013,IS,short,2737.75,2727.0,10.75,664,665,2725.5,2737.75,2713.25,12.25,955,2736.0,time,-10.5,1.0,-11.5,-0.9387755102040816,Train,2013-01-18,43935,2013-01-18,18,3752,664,1.0247866165926938
2013-01-29,2013,IS,long,2734.75,2716.25,18.5,684,685,2736.75,2716.25,2757.25,20.5,955,2739.25,time,2.5,1.0,1.5,0.073170731707317,Train,2013-01-29,55984,2013-01-29,22,5109,684,1.0950985995998856
2013-02-07,2013,IS,short,2746.5,2716.25,30.25,654,655,2714.5,2746.5,2682.5,32.0,955,2742.25,time,-27.75,1.0,-28.75,-0.8984375,Train,2013-02-07,63795,2013-02-07,16,7934,654,1.4924053609217023
2013-02-12,2013,IS,short,2774.5,2765.25,9.25,639,640,2763.5,2774.5,2752.5,11.0,955,2761.75,time,1.75,1.0,0.75,0.0681818181818181,Train,2013-02-12,37931,2013-02-12,13,4362,639,1.3799794363449422
2013-02-25,2013,IS,short,2764.5,2751.75,12.75,649,650,2748.75,2764.5,2733.0,15.75,717,2733.0,target,15.75,1.0,14.75,0.9365079365079364,Train,2013-02-25,60633,2013-02-25,15,4860,649,0.9618524565830489
2013-03-19,2013,IS,short,2800.0,2786.25,13.75,634,635,2785.5,2800.0,2771.0,14.5,717,2771.0,target,14.5,1.0,13.5,0.9310344827586208,Train,2013-03-19,42483,2013-03-19,12,3991,634,1.127321516842031
2013-03-20,2013,IS,short,2806.5,2793.25,13.25,639,640,2791.25,2806.5,2776.0,15.25,955,2797.5,time,-6.25,1.0,-7.25,-0.4754098360655737,Train,2013-03-20,49983,2013-03-20,13,6712,639,1.6114278854810635
2013-03-25,2013,IS,short,2810.5,2797.75,12.75,644,645,2792.25,2810.5,2774.0,18.25,780,2774.0,target,18.25,1.0,17.25,0.9452054794520548,Train,2013-03-25,39982,2013-03-25,14,5151,644,1.5459956980641287
2013-03-26,2013,IS,short,2800.75,2793.25,7.5,644,645,2792.0,2800.75,2783.25,8.75,947,2800.75,stop,-8.75,1.0,-9.75,-1.1142857142857143,Train,2013-03-26,43620,2013-03-26,14,3483,644,0.9581843191196698
2013-04-01,2013,IS,short,2815.75,2801.75,14.0,639,640,2799.25,2815.75,2782.75,16.5,955,2789.75,time,9.5,1.0,8.5,0.5151515151515151,Train,2013-04-01,31717,2013-04-01,13,4352,639,1.6465617807484945
2013-04-02,2013,IS,long,2819.75,2802.5,17.25,649,650,2820.75,2802.5,2839.0,18.25,955,2809.5,time,-11.25,1.0,-12.25,-0.6712328767123288,Train,2013-04-02,52040,2013-04-02,15,5793,649,1.3358186010760953
2013-04-09,2013,IS,short,2789.0,2775.25,13.75,679,680,2774.0,2789.0,2759.0,15.0,750,2789.0,stop,-15.0,1.0,-16.0,-1.0666666666666669,Train,2013-04-09,45943,2013-04-09,21,8108,679,2.1177546089719868
2013-04-16,2013,IS,long,2815.0,2804.5,10.5,674,675,2815.25,2804.5,2826.0,10.75,714,2826.0,target,10.75,1.0,9.75,0.9069767441860463,Train,2013-04-16,45944,2013-04-16,20,4259,674,1.1123977015497128
2013-05-08,2013,IS,long,2958.5,2941.75,16.75,639,640,2960.0,2941.75,2978.25,18.25,955,2962.75,time,2.75,1.0,1.75,0.0958904109589041,Train,2013-05-08,38841,2013-05-08,13,3645,639,1.1261296053139724
2013-05-15,2013,IS,long,3000.5,2988.25,12.25,664,665,3002.25,2988.25,3016.25,14.0,860,2988.25,stop,-14.0,1.0,-15.0,-1.0714285714285714,Train,2013-05-15,40694,2013-05-15,18,4318,664,1.2733081043888534
2013-05-31,2013,IS,long,3014.25,2996.25,18.0,669,670,3018.5,2996.25,3040.75,22.25,947,2996.25,stop,-22.25,1.0,-23.25,-1.0449438202247192,Train,2013-05-31,56071,2013-05-31,19,5736,669,1.227586452890086
2013-06-04,2013,IS,long,3004.25,2990.75,13.5,634,635,3006.5,2990.75,3022.25,15.75,666,2990.75,stop,-15.75,1.0,-16.75,-1.0634920634920637,Train,2013-06-04,47976,2013-06-04,12,5132,634,1.2836418209104552
2013-06-05,2013,IS,short,2974.75,2956.75,18.0,649,650,2953.5,2974.75,2932.25,21.25,869,2932.25,target,21.25,1.0,20.25,0.9529411764705882,Train,2013-06-05,70205,2013-06-05,15,9426,649,1.611167295776654
2013-06-10,2013,IS,long,2995.5,2986.25,9.25,639,640,2998.25,2986.25,3010.25,12.0,851,2986.25,stop,-12.0,1.0,-13.0,-1.0833333333333333,Train,2013-06-10,63786,2013-06-10,13,5053,639,0.9506161226601448
2013-06-14,2013,IS,short,2961.75,2951.5,10.25,649,650,2947.0,2961.75,2932.25,14.75,955,2940.0,time,7.0,1.0,6.0,0.4067796610169492,Train,2013-06-14,38471,2013-06-14,15,5033,649,1.5699098021886617
2013-06-27,2013,IS,long,2915.75,2901.5,14.25,634,635,2916.25,2901.5,2931.0,14.75,847,2901.5,stop,-14.75,1.0,-15.75,-1.0677966101694916,Train,2013-06-27,41812,2013-06-27,12,4112,634,1.1801396728211997
2013-06-28,2013,IS,long,2900.75,2884.25,16.5,639,640,2902.5,2884.25,2920.75,18.25,934,2920.75,target,18.25,1.0,17.25,0.9452054794520548,Train,2013-06-28,50279,2013-06-28,13,4850,639,1.157540921657153
2013-07-11,2013,IS,long,3034.0,3025.5,8.5,654,655,3036.0,3025.5,3046.5,10.5,782,3046.5,target,10.5,1.0,9.5,0.9047619047619048,Train,2013-07-11,42714,2013-07-11,16,4682,654,1.3153532799550498
2013-07-16,2013,IS,short,3080.25,3073.5,6.75,659,660,3072.0,3080.25,3063.75,8.25,918,3063.75,target,8.25,1.0,7.25,0.8787878787878788,Train,2013-07-16,30892,2013-07-16,17,3203,659,1.2442056195778841
2013-07-30,2013,IS,long,3084.0,3072.5,11.5,679,680,3084.5,3072.5,3096.5,12.0,821,3072.5,stop,-12.0,1.0,-13.0,-1.0833333333333333,Train,2013-07-30,36219,2013-07-30,21,3890,679,1.2888263066346393
2013-08-05,2013,IS,long,3136.5,3129.75,6.75,634,635,3137.5,3129.75,3145.25,7.75,758,3129.75,stop,-7.75,1.0,-8.75,-1.1290322580645162,Train,2013-08-05,25159,2013-08-05,12,2025,634,0.9658571485353153
2013-08-06,2013,IS,short,3136.25,3122.25,14.0,634,635,3116.75,3136.25,3097.25,19.5,955,3115.75,time,1.0,1.0,0.0,0.0,Train,2013-08-06,40981,2013-08-06,12,6292,634,1.842414777579854
2013-08-09,2013,IS,short,3134.75,3121.0,13.75,664,665,3116.0,3134.75,3097.25,18.75,955,3114.0,time,2.0,1.0,1.0,0.0533333333333333,Train,2013-08-09,42202,2013-08-09,18,4267,664,1.2133074261883323
2013-08-14,2013,IS,short,3143.75,3132.25,11.5,649,650,3127.0,3143.75,3110.25,16.75,955,3130.5,time,-3.5,1.0,-4.5,-0.2686567164179104,Train,2013-08-14,53387,2013-08-14,15,7079,649,1.59117388128196
2013-08-20,2013,IS,long,3084.25,3072.25,12.0,639,640,3088.5,3072.25,3104.75,16.25,955,3083.0,time,-5.5,1.0,-6.5,-0.4,Train,2013-08-20,41547,2013-08-20,13,3648,639,1.0536500830384865
2013-08-22,2013,IS,long,3099.5,3083.0,16.5,644,645,3102.0,3083.0,3121.0,19.0,775,3083.0,stop,-19.0,1.0,-20.0,-1.0526315789473684,Train,2013-08-22,47465,2013-08-22,14,5605,644,1.417044137785737
2013-08-29,2013,IS,long,3097.0,3066.75,30.25,639,640,3102.25,3066.75,3137.75,35.5,955,3095.75,time,-6.5,1.0,-7.5,-0.2112676056338028,Train,2013-08-29,60635,2013-08-29,13,5876,639,1.1628927187268079
2013-08-30,2013,IS,short,3096.25,3075.75,20.5,644,645,3074.5,3096.25,3052.75,21.75,955,3065.5,time,9.0,1.0,8.0,0.367816091954023,Train,2013-08-30,53899,2013-08-30,14,6289,644,1.4001744002671666
2013-09-03,2013,IS,short,3113.0,3097.75,15.25,689,690,3095.25,3113.0,3077.5,17.75,828,3077.5,target,17.75,1.0,16.75,0.943661971830986,Train,2013-09-03,62600,2013-09-03,23,5529,689,1.0598722044728435
2013-10-01,2013,IS,long,3231.25,3213.0,18.25,634,635,3236.75,3213.0,3260.5,23.75,955,3239.0,time,2.25,1.0,1.25,0.0526315789473684,Train,2013-10-01,65618,2013-10-01,12,6607,634,1.2082660245664298
2013-10-09,2013,IS,short,3154.75,3125.0,29.75,669,670,3119.5,3154.75,3084.25,35.25,955,3138.0,time,-18.5,1.0,-19.5,-0.5531914893617021,Train,2013-10-09,103493,2013-10-09,19,8815,669,1.0220981129158495
2013-10-22,2013,IS,short,3377.25,3364.5,12.75,644,645,3359.5,3377.25,3341.75,17.75,655,3341.75,target,17.75,1.0,16.75,0.943661971830986,Train,2013-10-22,55276,2013-10-22,14,11216,644,2.4349084593675374
2013-10-23,2013,IS,short,3349.0,3328.25,20.75,654,655,3323.75,3349.0,3298.5,25.25,955,3336.25,time,-12.5,1.0,-13.5,-0.5346534653465347,Train,2013-10-23,69894,2013-10-23,16,7329,654,1.2583054339428277
2013-10-28,2013,IS,short,3380.5,3369.75,10.75,654,655,3367.0,3380.5,3353.5,13.5,765,3380.5,stop,-13.5,1.0,-14.5,-1.0740740740740742,Train,2013-10-28,38019,2013-10-28,16,3803,654,1.2003471948236408
2013-11-08,2013,IS,long,3344.5,3320.25,24.25,634,635,3349.0,3320.25,3377.75,28.75,955,3359.5,time,10.5,1.0,9.5,0.3304347826086956,Train,2013-11-08,75770,2013-11-08,12,7846,634,1.2426026131714398
2013-11-11,2013,IS,short,3365.5,3348.75,16.75,664,665,3346.5,3365.5,3327.5,19.0,955,3360.5,time,-14.0,1.0,-15.0,-0.7894736842105263,Train,2013-11-11,52427,2013-11-11,18,5232,664,1.1975508802716157
2013-11-14,2013,IS,long,3399.75,3386.75,13.0,634,635,3403.75,3386.75,3420.75,17.0,955,3413.25,time,9.5,1.0,8.5,0.5,Train,2013-11-14,67316,2013-11-14,12,6001,634,1.0697605324142847
2013-12-27,2013,IS,short,3587.5,3578.5,9.0,639,640,3575.5,3587.5,3563.5,12.0,955,3568.75,time,6.75,1.0,5.75,0.4791666666666667,Train,2013-12-27,22600,2013-12-27,13,1855,639,0.9849557522123894
2014-01-06,2014,IS,short,3537.25,3511.75,25.5,679,680,3507.25,3537.25,3477.25,30.0,955,3524.75,time,-17.5,1.0,-18.5,-0.6166666666666667,Train,2014-01-06,61288,2014-01-06,21,6571,679,1.286581386242005
2014-01-09,2014,IS,short,3573.5,3553.0,20.5,644,645,3547.25,3573.5,3521.0,26.25,955,3547.25,time,-0.0,1.0,-1.0,-0.0380952380952381,Train,2014-01-09,44933,2014-01-09,14,5946,644,1.5879643024058043
2014-01-15,2014,IS,long,3603.5,3585.0,18.5,669,670,3604.5,3585.0,3624.0,19.5,955,3603.5,time,-1.0,1.0,-2.0,-0.1025641025641025,Train,2014-01-15,59090,2014-01-15,19,6162,669,1.251379251988492
2014-01-27,2014,IS,short,3541.75,3499.5,42.25,639,640,3495.75,3541.75,3449.75,46.0,955,3508.0,time,-12.25,1.0,-13.25,-0.2880434782608695,Train,2014-01-27,85991,2014-01-27,13,11450,639,1.5978416345896662
2014-02-06,2014,IS,long,3491.25,3460.0,31.25,634,635,3493.25,3460.0,3526.5,33.25,955,3493.75,time,0.5,1.0,-0.5,-0.0150375939849624,Train,2014-02-06,56198,2014-02-06,12,4451,634,0.9504252820385066
2014-02-13,2014,IS,long,3635.0,3598.5,36.5,654,655,3640.0,3598.5,3681.5,41.5,955,3655.0,time,15.0,1.0,14.0,0.3373493975903614,Train,2014-02-13,77213,2014-02-13,16,9741,654,1.513890148032067
2014-02-24,2014,IS,long,3692.75,3669.5,23.25,639,640,3694.5,3669.5,3719.5,25.0,955,3692.5,time,-2.0,1.0,-3.0,-0.12,Train,2014-02-24,57533,2014-02-24,13,7548,639,1.5743312533676324
2014-03-07,2014,IS,short,3738.5,3697.25,41.25,664,665,3691.5,3738.5,3644.5,47.0,955,3700.0,time,-8.5,1.0,-9.5,-0.202127659574468,Train,2014-03-07,103417,2014-03-07,18,8205,664,0.9520678418441841
2014-03-11,2014,IS,long,3718.25,3702.0,16.25,634,635,3719.0,3702.0,3736.0,17.0,785,3702.0,stop,-17.0,1.0,-18.0,-1.0588235294117647,Train,2014-03-11,51861,2014-03-11,12,4148,634,0.9597963787817435
2014-03-19,2014,IS,short,3702.75,3688.25,14.5,644,645,3687.0,3702.75,3671.25,15.75,908,3671.25,target,15.75,1.0,14.75,0.9365079365079364,Train,2014-03-19,49049,2014-03-19,14,6783,644,1.6594833737690882
2014-03-24,2014,IS,short,3657.0,3609.5,47.5,634,635,3596.0,3657.0,3535.0,61.0,955,3612.0,time,-16.0,1.0,-17.0,-0.2786885245901639,Train,2014-03-24,97813,2014-03-24,12,14074,634,1.726641652950017
2014-03-25,2014,IS,short,3652.0,3627.75,24.25,639,640,3624.25,3652.0,3596.5,27.75,713,3596.5,target,27.75,1.0,26.75,0.963963963963964,Train,2014-03-25,91550,2014-03-25,13,7732,639,1.0134789732386673
2014-03-26,2014,IS,short,3647.5,3624.25,23.25,654,655,3619.75,3647.5,3592.0,27.75,829,3592.0,target,27.75,1.0,26.75,0.963963963963964,Train,2014-03-26,74309,2014-03-26,16,6015,654,0.9713493654873568
2014-04-01,2014,IS,long,3637.75,3602.5,35.25,634,635,3638.5,3602.5,3674.5,36.0,955,3648.25,time,9.75,1.0,8.75,0.2430555555555555,Train,2014-04-01,83686,2014-04-01,12,8323,634,1.1934612718973305
2014-04-11,2014,IS,long,3484.5,3440.75,43.75,654,655,3488.5,3440.75,3536.25,47.75,881,3440.75,stop,-47.75,1.0,-48.75,-1.0209424083769634,Train,2014-04-11,150111,2014-04-11,16,12374,654,0.9891880008793493
2014-04-14,2014,IS,long,3472.0,3445.75,26.25,649,650,3473.0,3445.75,3500.25,27.25,902,3445.75,stop,-27.25,1.0,-28.25,-1.036697247706422,Train,2014-04-14,92299,2014-04-14,15,7450,649,0.9685912090055148
2014-04-15,2014,IS,short,3498.5,3452.0,46.5,644,645,3451.5,3498.5,3404.5,47.0,955,3482.75,time,-31.25,1.0,-32.25,-0.6861702127659575,Train,2014-04-15,119902,2014-04-15,14,9436,644,0.9443712365098162
2014-04-21,2014,IS,short,3546.5,3526.0,20.5,634,635,3522.5,3546.5,3498.5,24.0,808,3546.5,stop,-24.0,1.0,-25.0,-1.0416666666666667,Train,2014-04-21,42312,2014-04-21,12,3911,634,1.1091888825865004
2014-04-25,2014,IS,short,3565.5,3540.25,25.25,634,635,3534.0,3565.5,3502.5,31.5,955,3526.5,time,7.5,1.0,6.5,0.2063492063492063,Train,2014-04-25,83156,2014-04-25,12,9344,634,1.3484054067054692
2014-05-01,2014,IS,long,3588.25,3570.5,17.75,644,645,3590.75,3570.5,3611.0,20.25,955,3584.25,time,-6.5,1.0,-7.5,-0.3703703703703703,Train,2014-05-01,47201,2014-05-01,14,3832,644,0.974216647952374
2014-05-02,2014,IS,short,3603.75,3578.0,25.75,649,650,3571.75,3603.75,3539.75,32.0,955,3580.5,time,-8.75,1.0,-9.75,-0.3046875,Train,2014-05-02,87017,2014-05-02,15,12528,649,1.7276624107932932
2014-05-06,2014,IS,short,3592.5,3579.0,13.5,659,660,3576.5,3592.5,3560.5,16.0,823,3560.5,target,16.0,1.0,15.0,0.9375,Train,2014-05-06,59088,2014-05-06,17,4819,659,0.9786758732737612
2014-06-19,2014,IS,short,3802.5,3789.75,12.75,659,660,3786.0,3802.5,3769.5,16.5,955,3790.0,time,-4.0,1.0,-5.0,-0.303030303030303,Train,2014-06-19,44326,2014-06-19,17,7100,659,1.9221224563461625
2014-07-07,2014,IS,short,3915.75,3906.75,9.0,659,660,3905.0,3915.75,3894.25,10.75,955,3901.5,time,3.5,1.0,2.5,0.2325581395348837,Train,2014-07-07,38237,2014-07-07,17,6803,659,2.135000130763397
2014-07-08,2014,IS,short,3899.25,3860.5,38.75,634,635,3857.0,3899.25,3814.75,42.25,955,3855.0,time,2.0,1.0,1.0,0.0236686390532544,Train,2014-07-08,89629,2014-07-08,12,7721,634,1.033727922882103
2014-07-15,2014,IS,short,3933.5,3911.25,22.25,634,635,3911.25,3933.5,3889.0,22.25,718,3889.0,target,22.25,1.0,21.25,0.9550561797752808,Train,2014-07-15,68870,2014-07-15,12,6906,634,1.203310585160447
2014-07-16,2014,IS,short,3941.0,3928.75,12.25,649,650,3927.5,3941.0,3914.0,13.5,955,3927.25,time,0.25,1.0,-0.75,-0.0555555555555555,Train,2014-07-16,60013,2014-07-16,15,4937,649,0.9871861096762369
2014-07-17,2014,IS,short,3927.5,3912.25,15.25,669,670,3909.0,3927.5,3890.5,18.5,690,3890.5,target,18.5,1.0,17.5,0.945945945945946,Train,2014-07-17,60400,2014-07-17,19,4792,669,0.9520529801324504
2014-07-18,2014,IS,long,3903.75,3887.5,16.25,654,655,3905.25,3887.5,3923.0,17.75,838,3923.0,target,17.75,1.0,16.75,0.943661971830986,Train,2014-07-18,73343,2014-07-18,16,6840,654,1.119125206222816
2014-07-21,2014,IS,short,3930.25,3913.5,16.75,644,645,3912.5,3930.25,3894.75,17.75,802,3930.25,stop,-17.75,1.0,-18.75,-1.056338028169014,Train,2014-07-21,60688,2014-07-21,14,6908,644,1.3659372528341682
2014-07-23,2014,IS,long,3975.0,3960.0,15.0,634,635,3977.25,3960.0,3994.5,17.25,955,3978.75,time,1.5,1.0,0.5,0.0289855072463768,Train,2014-07-23,63565,2014-07-23,12,5695,634,1.0751199559506017
2014-07-25,2014,IS,short,3963.75,3946.0,17.75,684,685,3938.75,3963.75,3913.75,25.0,955,3955.75,time,-17.0,1.0,-18.0,-0.72,Train,2014-07-25,48941,2014-07-25,22,6009,684,1.473365889540467
2014-07-30,2014,IS,short,3983.0,3961.5,21.5,644,645,3959.0,3983.0,3935.0,24.0,955,3971.5,time,-12.5,1.0,-13.5,-0.5625,Train,2014-07-30,56909,2014-07-30,14,4572,644,0.9640654378042137
2014-07-31,2014,IS,short,3942.0,3919.0,23.0,634,635,3914.0,3942.0,3886.0,28.0,916,3886.0,target,28.0,1.0,27.0,0.9642857142857144,Train,2014-07-31,87692,2014-07-31,12,7204,634,0.9858139853122291
2014-08-07,2014,IS,short,3890.75,3877.75,13.0,649,650,3877.25,3890.75,3863.75,13.5,714,3863.75,target,13.5,1.0,12.5,0.925925925925926,Train,2014-08-07,62195,2014-08-07,15,6474,649,1.2491036256933836
2014-08-13,2014,IS,long,3929.75,3917.75,12.0,639,640,3932.5,3917.75,3947.25,14.75,955,3946.0,time,13.5,1.0,12.5,0.847457627118644,Train,2014-08-13,44475,2014-08-13,13,3768,639,1.0166610455311973
2014-08-15,2014,IS,short,3993.75,3984.25,9.5,644,645,3981.75,3993.75,3969.75,12.0,654,3969.75,target,12.0,1.0,11.0,0.9166666666666666,Train,2014-08-15,43207,2014-08-15,14,10516,644,2.920637859606082
2014-08-22,2014,IS,long,4055.25,4039.25,16.0,634,635,4058.25,4039.25,4077.25,19.0,955,4052.25,time,-6.0,1.0,-7.0,-0.3684210526315789,Train,2014-08-22,51058,2014-08-22,12,6719,634,1.579145285753457
2014-08-25,2014,IS,long,4075.75,4070.0,5.75,639,640,4076.25,4070.0,4082.5,6.25,728,4070.0,stop,-6.25,1.0,-7.25,-1.16,Train,2014-08-25,32616,2014-08-25,13,3206,639,1.1795437821927888
2014-08-28,2014,IS,long,4064.5,4054.5,10.0,649,650,4065.75,4054.5,4077.0,11.25,955,4065.25,time,-0.5,1.0,-1.5,-0.1333333333333333,Train,2014-08-28,42939,2014-08-28,15,4693,649,1.3115349682107176
2014-09-11,2014,IS,short,4088.75,4072.5,16.25,639,640,4071.5,4088.75,4054.25,17.25,945,4088.75,stop,-17.25,1.0,-18.25,-1.0579710144927537,Train,2014-09-11,52614,2014-09-11,13,7557,639,1.7235716729387616
2014-09-17,2014,IS,short,4067.5,4056.0,11.5,639,640,4054.75,4067.5,4042.0,12.75,843,4042.0,target,12.75,1.0,11.75,0.9215686274509804,Train,2014-09-17,44836,2014-09-17,13,4532,639,1.2129538763493621
2014-09-19,2014,IS,short,4113.5,4102.75,10.75,634,635,4102.0,4113.5,4090.5,11.5,726,4090.5,target,11.5,1.0,10.5,0.9130434782608696,Train,2014-09-19,55751,2014-09-19,12,6178,634,1.3297698695987514
2014-09-22,2014,IS,short,4083.0,4056.5,26.5,644,645,4054.75,4083.0,4026.5,28.25,955,4053.75,time,1.0,1.0,0.0,0.0,Train,2014-09-22,66274,2014-09-22,14,6324,644,1.1450644294896943
2014-10-02,2014,IS,short,3987.0,3970.25,16.75,634,635,3960.5,3987.0,3934.0,26.5,703,3934.0,target,26.5,1.0,25.5,0.9622641509433962,Train,2014-10-02,72849,2014-10-02,12,10840,634,1.7856113330313388
2014-10-06,2014,IS,short,4040.5,4021.25,19.25,649,650,4018.25,4040.5,3996.0,22.25,955,4009.25,time,9.0,1.0,8.0,0.3595505617977528,Train,2014-10-06,68689,2014-10-06,15,6613,649,1.1552941519020514
2014-10-07,2014,IS,long,3993.25,3973.25,20.0,634,635,3999.0,3973.25,4024.75,25.75,697,3973.25,stop,-25.75,1.0,-26.75,-1.0388349514563109,Train,2014-10-07,81225,2014-10-07,12,8390,634,1.2395198522622346
2014-10-09,2014,IS,short,4034.25,4011.25,23.0,639,640,4008.5,4034.25,3982.75,25.75,739,3982.75,target,25.75,1.0,24.75,0.9611650485436892,Train,2014-10-09,89386,2014-10-09,13,7968,639,1.0696977155259213
2014-10-13,2014,IS,short,3875.0,3821.25,53.75,634,635,3820.25,3875.0,3765.5,54.75,749,3875.0,stop,-54.75,1.0,-55.75,-1.0182648401826484,Train,2014-10-13,124554,2014-10-13,12,13998,634,1.3486198757165566
2014-10-27,2014,IS,long,4034.75,4009.5,25.25,644,645,4038.75,4009.5,4068.0,29.25,955,4040.5,time,1.75,1.0,0.75,0.0256410256410256,Train,2014-10-27,68061,2014-10-27,14,6285,644,1.1081235950103583
2014-11-17,2014,IS,short,4224.5,4210.5,14.0,649,650,4207.25,4224.5,4190.0,17.25,955,4208.5,time,-1.25,1.0,-2.25,-0.1304347826086956,Train,2014-11-17,52812,2014-11-17,15,5371,649,1.2204044535332879
2014-11-21,2014,IS,short,4284.5,4264.5,20.0,659,660,4261.75,4284.5,4239.0,22.75,810,4239.0,target,22.75,1.0,21.75,0.956043956043956,Train,2014-11-21,68059,2014-11-21,17,7164,659,1.2631393349887599
